start_time,datetime,long_liquidations,long_liquidations_usd,short_liquidations,short_liquidations_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,290.17169025,212432.42667,21.972,16151.1908,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,0.0,0.0,1864.30744066,1385873.98223,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,29.946,22303.70485,0.376,280.89018,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,1.863,1387.58103,0.0,0.0,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,72.904,54193.04133,27.764,20753.7613,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,0.0,0.0,0.0,0.0,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,232.90669851,172224.425,0.0,0.0,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,351.44180575,258529.10097,10.452,7722.66768,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,1241.78535276,904838.06693,36.206,26536.06629,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,2.268,1672.03764,0.013,9.5355,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,0.0,0.0,15.27138008,11238.79899,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,0.136,100.39656,57.29254865,42534.47343,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,424.42458481,312009.59842,164.83605911,122506.1015,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,0.0,0.0,16.537,12247.80137,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,39.536,29260.29138,51.61,38243.2962,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,107.32535727,78888.22898,0.0,0.0,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,24.68848533,18121.49093,0.05,36.872,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,579.17311635,422698.86942,0.0,0.0,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,5245.57727381,3771708.83108,11.0468567,8041.69856,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,0.0,0.0,0.8347743400000001,607.46,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,17.633,12750.83254,83.18036657,60747.61604,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,22.886,16690.53094,0.0,0.0,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,2.147,1561.38846,0.488,356.38428,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,0.0,0.0,0.0,0.0,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,631.961935,454574.4837,0.971,703.88915,720.8,-0.0122915439110953
2021-01-02 01:00:00,2021-01-02 01:00:00,163.40274235,117030.15357,75.8594338,55195.85245,730.2,0.013041065482797
2021-01-02 02:00:00,2021-01-02 02:00:00,0.0,0.0,78.22538567000001,57447.84642,730.69,0.0006710490276635
2021-01-02 03:00:00,2021-01-02 03:00:00,3.976,2900.94708,0.2,146.4,731.42,0.0009990556870902
2021-01-02 04:00:00,2021-01-02 04:00:00,81.04299241,58940.11509,0.0,0.0,730.21,-0.0016543162615185
2021-01-02 05:00:00,2021-01-02 05:00:00,0.018,13.2768,13.26483898,9734.63479,732.84,0.0036017036195066
2021-01-02 06:00:00,2021-01-02 06:00:00,0.082,60.36758,858.62525023,635330.1233,737.88,0.0068773538562305
2021-01-02 07:00:00,2021-01-02 07:00:00,7.28450425,5351.3305,0.0,0.0,735.82,-0.0027917818615492
2021-01-02 08:00:00,2021-01-02 08:00:00,210.81205469,154276.31614,13.473,9912.95858,734.51,-0.0017803267103368
2021-01-02 09:00:00,2021-01-02 09:00:00,659.6523311999999,478402.34726,0.7,506.541,726.31,-0.011163905188493
2021-01-02 10:00:00,2021-01-02 10:00:00,96.56716854,70161.87926,3.48123813,2548.01635,729.42,0.0042819181892028
2021-01-02 11:00:00,2021-01-02 11:00:00,0.0,0.0,0.0,0.0,730.5,0.0014806284445176
2021-01-02 12:00:00,2021-01-02 12:00:00,116.77696044,87274.13847,2386.90691894,1790123.66162,753.78,0.0318685831622176
2021-01-02 13:00:00,2021-01-02 13:00:00,185.30524301,141500.43834,4312.66693114,3310824.6261,772.35,0.0246358353896363
2021-01-02 14:00:00,2021-01-02 14:00:00,985.20185922,748681.3072,65.98528844,50690.06977,762.02,-0.0133747653266006
2021-01-02 15:00:00,2021-01-02 15:00:00,62.746,47944.25793,281.21153406,216242.50717,769.57,0.0099078764336895
2021-01-02 16:00:00,2021-01-02 16:00:00,338.00057804000005,260593.05812,2602.79717758,2026462.355,783.71,0.0183738971113738
2021-01-02 17:00:00,2021-01-02 17:00:00,102.84028399,80044.85911,512.6039957200001,401385.05724,780.11,-0.0045935358742392
2021-01-02 18:00:00,2021-01-02 18:00:00,447.85324308,346902.88499,343.757095,269268.74037,781.16,0.0013459640307136
2021-01-02 19:00:00,2021-01-02 19:00:00,27.846,21840.45056,249.77706045,196700.31374,785.41,0.0054406267602027
2021-01-02 20:00:00,2021-01-02 20:00:00,3606.77646729,2760322.93877,49.03264883,37973.37447,759.77,-0.0326453699341744
