start_time,datetime,tokens_transferred_mean,tokens_transferred_mean_usd,tokens_transferred_median,tokens_transferred_median_usd,tokens_transferred_total,tokens_transferred_total_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,12.231322695362378,8988.795531704971,0.2,146.97994249,269480.5016242239,198041143.1545239,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,6.619679783334194,4957.668483290624,0.2,149.785749328,159382.03014333738,119365784.07218836,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,5.34166520190851,3980.4706862514577,0.19,141.5830835144,139486.90341743693,103942031.03008433,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,4.289176071064884,3199.966711503296,0.1196344185163212,89.25400833620618,123493.95743810016,92133441.5576029,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,2.423267206390535,1801.277312849689,0.05,37.166295737,74539.69926857286,55407290.14325643,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,13.808002252515209,10240.909885443669,0.0523498448073909,38.82603966781626,367928.0280205203,272879284.807532,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,5.710850196023592,4230.547228909012,0.108375109866518,80.28332122032319,120887.27694942738,89552223.74154596,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,5.222834804575716,3855.8167562091553,0.1746168468944709,128.91285850784348,135919.05295427845,100343775.26358706,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,8.016006323058948,5857.30389141562,0.11217812,81.96866523390547,223221.7280782225,163108341.46425077,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,5.167017390736721,3795.532534433968,0.1111304498109689,81.63302074036042,132937.02342887435,97651461.04591712,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,6.671841878438153,4921.381588265836,0.115,84.82798198195,167409.85641377015,123487306.81276636,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,6.983025147490527,5168.449749229099,0.15253229724607,112.895986596024,186593.4149660944,138106145.74915075,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,5.478046310268214,4019.771372996753,0.1566473711228531,114.9472973447742,148931.64503726191,109285524.31766272,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,6.921480976083089,5131.9241380456815,0.19254402,142.76154298318028,188132.77441091443,139490829.99621966,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,15.51233023600339,11468.806021341234,0.1886414827145974,139.46921835189846,434003.9753429028,320874254.865085,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,6.662325521639994,4907.583639061466,0.14,103.1264094252,190902.2754970724,140621901.59366724,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,5.332016823647951,3931.59460378942,0.190162945,140.21778871492694,156425.37755535994,115341190.8913702,736.59,0.0007200499959243
