start_time,blockreward,blockreward_usd,datetime,close,change
2021-01-01 00:00:00,818.1529558443764,601260.3719901497,2021-01-01 00:00:00,734.6,
2021-01-01 01:00:00,856.7547564427588,641648.2659205338,2021-01-01 01:00:00,749.33,0.0200517288320174
2021-01-01 02:00:00,823.7325215179172,613824.1599347293,2021-01-01 02:00:00,745.15,-0.0055783166295224
2021-01-01 03:00:00,766.9919410064516,572219.1485141335,2021-01-01 03:00:00,745.88,0.0009796685231162
2021-01-01 04:00:00,740.4613020442587,550404.07467162,2021-01-01 04:00:00,743.4,-0.0033249316243899
2021-01-01 05:00:00,745.8005818579295,553134.0748389045,2021-01-01 05:00:00,741.61,-0.0024078557976862
2021-01-01 06:00:00,671.6844029502698,497577.8547966887,2021-01-01 06:00:00,740.76,-0.0011461549871226
2021-01-01 07:00:00,657.2824275773057,485246.17236487305,2021-01-01 07:00:00,738.18,-0.0034829094443544
2021-01-01 08:00:00,687.7587418372709,502546.0051510159,2021-01-01 08:00:00,731.01,-0.0097130781110297
2021-01-01 09:00:00,689.4461637236152,506446.0107769368,2021-01-01 09:00:00,734.38,0.004610060053898
2021-01-01 10:00:00,806.848616839713,595159.4776646997,2021-01-01 10:00:00,737.69,0.0045072033552113
2021-01-01 11:00:00,737.6734794127624,545985.1896787146,2021-01-01 11:00:00,739.88,0.0029687267009177
2021-01-01 12:00:00,809.9120344717718,594310.6404034371,2021-01-01 12:00:00,734.03,-0.0079066875709574
2021-01-01 13:00:00,785.7308626736559,582579.2477211,2021-01-01 13:00:00,741.06,0.0095772652343908
2021-01-01 14:00:00,817.0935183308444,604105.6965949467,2021-01-01 14:00:00,738.81,-0.0030361914015059
2021-01-01 15:00:00,890.4951882569461,655954.0812525456,2021-01-01 15:00:00,736.06,-0.0037222019193026
2021-01-01 16:00:00,894.2662726479315,659392.6028703063,2021-01-01 16:00:00,736.59,0.0007200499959243
2021-01-01 17:00:00,836.4588031187159,610096.2120084174,2021-01-01 17:00:00,729.02,-0.0102770876607067
2021-01-01 18:00:00,936.0171488650216,679184.7410500557,2021-01-01 18:00:00,725.14,-0.0053222133823489
2021-01-01 19:00:00,779.4604805472295,566619.0268333673,2021-01-01 19:00:00,725.68,0.0007446837852
2021-01-01 20:00:00,756.2667672951251,553013.6344872981,2021-01-01 20:00:00,730.01,0.0059668173299527
2021-01-01 21:00:00,733.3923620183255,535130.9856380466,2021-01-01 21:00:00,728.89,-0.0015342255585539
2021-01-01 22:00:00,691.4782237825277,505232.2291934151,2021-01-01 22:00:00,729.53,0.0008780474420009
2021-01-01 23:00:00,789.7012974684515,576961.1387047687,2021-01-01 23:00:00,729.77,0.0003289789316409
2021-01-02 00:00:00,868.2348660673946,625503.2154666707,2021-01-02 00:00:00,720.8,-0.0122915439110953
2021-01-02 01:00:00,831.9480135901667,608002.1466149118,2021-01-02 01:00:00,730.2,0.013041065482797
2021-01-02 02:00:00,801.2079760579298,586038.2766606767,2021-01-02 02:00:00,730.69,0.0006710490276635
2021-01-02 03:00:00,780.1016038262621,570917.886054327,2021-01-02 03:00:00,731.42,0.0009990556870902
2021-01-02 04:00:00,738.8161387785914,540132.9349826856,2021-01-02 04:00:00,730.21,-0.0016543162615185
2021-01-02 05:00:00,702.6114762954132,515959.3399781424,2021-01-02 05:00:00,732.84,0.0036017036195066
2021-01-02 06:00:00,703.0010729527432,518998.8890429721,2021-01-02 06:00:00,737.88,0.0068773538562305
2021-01-02 07:00:00,724.9621953711852,533910.6792664899,2021-01-02 07:00:00,735.82,-0.0027917818615492
2021-01-02 08:00:00,732.3351076454309,537867.0540887096,2021-01-02 08:00:00,734.51,-0.0017803267103368
2021-01-02 09:00:00,800.8440222363913,581286.8975670513,2021-01-02 09:00:00,726.31,-0.011163905188493
2021-01-02 10:00:00,715.3528260060459,521453.4769289711,2021-01-02 10:00:00,729.42,0.0042819181892028
2021-01-02 11:00:00,749.9987064173749,548100.5675322082,2021-01-02 11:00:00,730.5,0.0014806284445176
2021-01-02 12:00:00,975.4854461748632,734990.65556103,2021-01-02 12:00:00,753.78,0.0318685831622176
2021-01-02 13:00:00,1077.0949135463925,830991.5997887668,2021-01-02 13:00:00,772.35,0.0246358353896363
2021-01-02 14:00:00,1153.0444294702304,878612.5092794381,2021-01-02 14:00:00,762.02,-0.0133747653266006
2021-01-02 15:00:00,1017.7868441107686,783783.3739042339,2021-01-02 15:00:00,769.57,0.0099078764336895
2021-01-02 16:00:00,1366.5387001997942,1069361.3080661355,2021-01-02 16:00:00,783.71,0.0183738971113738
2021-01-02 17:00:00,1172.3430152816925,914565.4411935564,2021-01-02 17:00:00,780.11,-0.0045935358742392
2021-01-02 18:00:00,1106.8939969712997,863540.354965559,2021-01-02 18:00:00,781.16,0.0013459640307136
2021-01-02 19:00:00,1002.14453562246,786834.9743251783,2021-01-02 19:00:00,785.41,0.0054406267602027
2021-01-02 20:00:00,1011.1347472477768,767001.1295410162,2021-01-02 20:00:00,759.77,-0.0326453699341744
2021-01-02 21:00:00,1006.619056890818,773895.4717017781,2021-01-02 21:00:00,769.73,0.0131092304249971
2021-01-02 22:00:00,793.9949706165711,613585.9834032013,2021-01-02 22:00:00,772.59,0.0037155885830095
2021-01-02 23:00:00,848.3206232141289,655350.9440640779,2021-01-02 23:00:00,775.02,0.0031452646293634
2021-01-03 00:00:00,759.8221102792834,589785.7775107647,2021-01-03 00:00:00,776.42,0.001806404996
2021-01-03 01:00:00,815.2792594899499,633660.9444005705,2021-01-03 01:00:00,777.5,0.0013909997166483
2021-01-03 02:00:00,832.229694127744,649019.147839115,2021-01-03 02:00:00,779.66,0.0027781350482314
2021-01-03 03:00:00,801.2702837022865,619583.4805245473,2021-01-03 03:00:00,773.22,-0.008260010773927
2021-01-03 04:00:00,697.3323924679532,542660.9754980667,2021-01-03 04:00:00,778.2,0.0064405990533096
2021-01-03 05:00:00,856.2769325886491,673329.9448492926,2021-01-03 05:00:00,787.48,0.0119249550244153
2021-01-03 06:00:00,940.609820970029,752686.2344818721,2021-01-03 06:00:00,801.15,0.0173591710265657
2021-01-03 07:00:00,808.232794663061,647099.5433518837,2021-01-03 07:00:00,801.05,-0.00012482057043
2021-01-03 08:00:00,925.4546318020306,756754.7989425226,2021-01-03 08:00:00,819.35,0.0228450159166095
2021-01-03 09:00:00,949.4272455073326,777415.0402440763,2021-01-03 09:00:00,819.93,0.0007078781961309
2021-01-03 10:00:00,911.7497681699692,753117.0348868628,2021-01-03 10:00:00,827.21,0.0088788067274037
2021-01-03 11:00:00,936.4400206992692,777609.9670486208,2021-01-03 11:00:00,830.97,0.004545399596233
2021-01-03 12:00:00,883.6499448323757,735392.1972680958,2021-01-03 12:00:00,832.44,0.0017690169320192
2021-01-03 13:00:00,1095.317191500175,958044.0942175068,2021-01-03 13:00:00,876.67,0.0531329585315456
2021-01-03 14:00:00,1657.5926368260182,1514203.782542691,2021-01-03 14:00:00,914.37,0.0430036387694343
2021-01-03 15:00:00,1873.06074259044,1721661.6612086245,2021-01-03 15:00:00,919.75,0.0058838325841836
2021-01-03 16:00:00,2153.448062609629,2015626.505045579,2021-01-03 16:00:00,939.86,0.0218646371296549
2021-01-03 17:00:00,1752.402245388197,1640982.039634105,2021-01-03 17:00:00,939.94,8.511906028552119e-05
2021-01-03 18:00:00,1255.5378779122884,1152243.4503211195,2021-01-03 18:00:00,919.81,-0.0214162606123796
2021-01-03 19:00:00,999.1485724974624,920689.4931911214,2021-01-03 19:00:00,923.78,0.0043161087615921
2021-01-03 20:00:00,1122.8645000153322,1063392.9756306177,2021-01-03 20:00:00,948.99,0.0272900474138864
2021-01-03 21:00:00,951.7876527776112,904517.0984628336,2021-01-03 21:00:00,952.01,0.003182330688416
2021-01-03 22:00:00,1171.382466362175,1162455.8853770876,2021-01-03 22:00:00,995.52,0.0457033014359091
2021-01-03 23:00:00,1340.0265669339908,1312636.8383358764,2021-01-03 23:00:00,980.24,-0.0153487624558019
