start_time,bank_supply_ratio,date,close,change
2022-12-02,0.00354787,2022-12-02,17083.0,0.0066291505848383
2022-12-03,0.00354772,2022-12-03,16879.5,-0.0119124275595621
2022-12-04,0.00354756,2022-12-04,17099.5,0.0130335614206582
2022-12-05,0.00354739,2022-12-05,16958.3,-0.0082575513903915
2022-12-06,0.00354723,2022-12-06,17078.6,0.0070938714375849
2022-12-07,0.00354704,2022-12-07,16828.0,-0.0146733338798261
2022-12-08,0.00354684,2022-12-08,17216.0,0.0230568100784407
2022-12-09,0.00354667,2022-12-09,17122.0,-0.0054600371747212
2022-12-10,0.00354649,2022-12-10,17120.0,-0.0001168087840205
2022-12-11,0.00354632,2022-12-11,17077.3,-0.0024941588785046
2022-12-12,0.00354616,2022-12-12,17200.0,0.0071849765478149
2022-12-13,0.00354597,2022-12-13,17777.1,0.0335523255813952
2022-12-14,0.0035458,2022-12-14,17803.9,0.0015075574756289
2022-12-15,0.00354564,2022-12-15,17351.8,-0.0253933127011498
2022-12-16,0.00354549,2022-12-16,16624.1,-0.0419380121947002
2022-12-17,0.00354533,2022-12-17,16768.0,0.0086561076990634
2022-12-18,0.00354516,2022-12-18,16730.3,-0.0022483301526717
2022-12-19,0.003545,2022-12-19,16429.2,-0.0179972863606748
2022-12-20,0.00354484,2022-12-20,16887.2,0.0278771942638715
2022-12-21,0.00354468,2022-12-21,16819.6,-0.0040030318821356
2022-12-22,0.00354452,2022-12-22,16815.5,-0.0002437632286141
2022-12-23,0.00354437,2022-12-23,16776.4,-0.0023252356456839
2022-12-24,0.00354427,2022-12-24,16828.9,0.0031293960563649
2022-12-25,0.00354411,2022-12-25,16824.4,-0.0002673971560827
2022-12-26,0.00354396,2022-12-26,16912.9,0.0052602173034401
2022-12-27,0.00354382,2022-12-27,16698.2,-0.0126944521637331
2022-12-28,0.00354363,2022-12-28,16539.0,-0.0095339617443797
2022-12-29,0.00354347,2022-12-29,16630.3,0.0055202853860572
2022-12-30,0.00354329,2022-12-30,16601.2,-0.0017498181031009
2022-12-31,0.00354311,2022-12-31,16537.6,-0.0038310483579501
2023-01-01,0.00354293,2023-01-01,16610.3,0.0043960429566562
2023-01-02,0.00354275,2023-01-02,16666.0,0.0033533409992594
2023-01-03,0.00354257,2023-01-03,16667.2,7.20028801153294e-05
2023-01-04,0.00354241,2023-01-04,16842.1,0.0104936642027453
2023-01-05,0.00354223,2023-01-05,16823.8,-0.0010865628395508
2023-01-06,0.00354202,2023-01-06,16943.8,0.007132752410276
2023-01-07,0.00354184,2023-01-07,16936.5,-0.000430836058027
2023-01-08,0.00354167,2023-01-08,17124.7,0.011112095179051
2023-01-09,0.00354149,2023-01-09,17169.7,0.0026277832604366
2023-01-10,0.0035413,2023-01-10,17428.8,0.0150905374001875
2023-01-11,0.00354113,2023-01-11,17935.7,0.0290840447994125
2023-01-12,0.00354096,2023-01-12,18838.0,0.0503074873018616
2023-01-13,0.00354077,2023-01-13,19924.2,0.0576600488374563
2023-01-14,0.00354058,2023-01-14,20962.8,0.0521275634655342
2023-01-15,0.00354039,2023-01-15,20882.7,-0.0038210544392923
2023-01-16,0.00354022,2023-01-16,21188.3,0.0146341229821813
2023-01-17,0.00354004,2023-01-17,21130.9,-0.0027090422544516
2023-01-18,0.00353988,2023-01-18,20680.0,-0.0213384190924191
2023-01-19,0.00353971,2023-01-19,21068.3,0.0187765957446808
2023-01-20,0.00353956,2023-01-20,22661.1,0.0756017334099097
