start_time,datetime,tokens_transferred_mean,tokens_transferred_mean_usd,tokens_transferred_median,tokens_transferred_median_usd,tokens_transferred_total,tokens_transferred_total_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,8.767591630346347,6443.300568020557,0.118048728025856,86.75397628128987,124105.25952755254,91204919.540331,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,6.662008022442348,4989.369318353372,0.13,97.3607370632,104700.11808070392,78412928.2072416,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,4.742734400869435,3534.1629513942894,0.13243608,98.68793986820926,86872.66602072543,64735262.7806892,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,3.983423542517636,2971.858119760116,0.101398155488463,75.64872991804219,84301.19243030074,62893433.38848334,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,1.904124871474736,1415.3853618681428,0.015,11.1498887211,43878.6535382638,32616140.27888948,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,2.390958062412439,1773.289546833655,0.018215,13.5094251979411,46759.96682660007,34680223.6674258,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,4.595803453992141,3404.5304813694324,0.0819264478233825,60.69038670545052,62746.504557354696,46482054.66213686,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,3.492404808144914,2578.307276139191,0.1597759153513097,117.95637325356348,67026.23307791719,49482873.24366336,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,7.726814526541415,5645.991154518822,0.106327769203778,77.69380801650485,159628.26130381908,116640531.26120436,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,3.9350717032776794,2890.583008661282,0.076028703125902,55.84835398125844,74435.81633920057,54678268.1918368,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,6.98231503815586,5150.397341295511,0.0820326376695939,60.51011400146214,122504.71734444457,90363721.35302974,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,3.446874711060564,2551.1863926778537,0.1011921,74.89680658774621,64204.93524292512,47520948.93641038,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,3.9974793004392977,2933.3364389294866,0.101218,74.27341716139384,75504.38902669746,55404858.65850014,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,3.844553993301915,2850.540152667056,0.13742544,101.89393500531703,73807.74756341016,54724669.85090215,741.06,0.0095772652343908
