start_time,date,loss_amount,loss_percent,profit_amount,profit_percent,close,change
2024-03-20,2024-03-20,921592.19261196,4.68766837,18738335.10235877,95.31233163,67876.4,0.0952381720751087
2024-03-21,2024-03-21,1592301.21222021,8.09891332,18068376.0827506,91.90108668,65539.9,-0.0344228627328496
2024-03-22,2024-03-22,1814495.54038175,9.22866605,17847019.25458901,90.77133395,63826.0,-0.0261504823779101
2024-03-23,2024-03-23,1671325.29858491,8.5000668,17991170.74638578,91.4999332,64020.3,0.0030442139566948
2024-03-24,2024-03-24,1062126.25512027,5.40149563,18601432.28985046,94.59850437,67260.9,0.0506183195017828
2024-03-25,2024-03-25,719380.78127068,3.65829307,18945002.76370012,96.34170693,69920.5,0.0395415464259325
2024-03-26,2024-03-26,849162.7348587,4.31809402,18816058.31011213,95.68190598,70044.1,0.0017677219127438
2024-03-27,2024-03-27,905388.85365308,4.60381157,18760682.1913177,95.39618843,69532.6,-0.0073025422555218
2024-03-28,2024-03-28,559938.70659837,2.84709466,19107082.33837238,97.15290534,70838.7,0.018783994845583
2024-03-29,2024-03-29,949842.52364736,4.82939972,18718078.52132336,95.17060028,69903.6,-0.0132004116394003
2024-03-30,2024-03-30,1061319.94727754,5.39593215,18607569.84769323,94.60406785,69642.1,-0.0037408659925954
2024-03-31,2024-03-31,397641.61047407,2.02158996,19272104.43449672,97.97841004,71363.0,0.0247106276232336
2024-04-01,2024-04-01,811051.65653726,4.12314933,18859631.88843358,95.87685067,69700.0,-0.0233033925143281
2024-04-02,2024-04-02,2105153.59483575,10.70148173,17566454.95013507,89.29851827,65505.3,-0.0601822094691534
2024-04-03,2024-04-03,1901705.56700376,9.66682399,17770790.47796701,90.33317601,65971.9,0.0071230877501513
2024-04-04,2024-04-04,1142539.94239975,5.80755087,18530812.35257103,94.19244913,68489.9,0.0381677653667698
2024-04-05,2024-04-05,1257020.62099954,6.38915576,18417262.92397121,93.61084424,67825.7,-0.0096977802566509
2024-04-06,2024-04-06,812525.16790848,4.12968106,18862727.12706232,95.87031894,68901.6,0.0158627187039721
2024-04-07,2024-04-07,752652.54677843,3.82517029,18923662.24819228,96.17482971,69362.7,0.0066921522867391
2024-04-08,2024-04-08,502103.67207701,2.55168958,19175198.62289378,97.44831042,71678.4,0.0333853785968538
2024-04-09,2024-04-09,1018607.84725513,5.17632244,18659606.94771565,94.82367756,69189.3,-0.0347259425433602
2024-04-10,2024-04-10,586099.31030563,2.97827424,19093059.23466508,97.02172576,70681.7,0.0215698092046023
2024-04-11,2024-04-11,824898.58915925,4.19156138,18855084.95581149,95.80843862,70055.7,-0.0088566064483451
2024-04-12,2024-04-12,1744472.71778085,8.86381521,17936360.82718992,91.13618479,67136.4,-0.0416711274029094
2024-04-13,2024-04-13,2483073.33301582,12.61605111,17198785.21195497,87.38394889,63939.7,-0.0476150046770454
2024-04-14,2024-04-14,2210066.95093679,11.22839475,17472772.84403406,88.77160525,65615.9,0.026215324751289
2024-04-15,2024-04-15,2670271.11985076,13.56588581,17013449.92512006,86.43411419,63392.7,-0.0338820316417209
2024-04-16,2024-04-16,2542270.95399317,12.91492479,17142254.32686706,87.08392196,63765.0,0.005872915966665
2024-04-17,2024-04-17,3016855.58387517,15.32518325,16668752.96109601,84.67481675,61254.5,-0.039371128361954
2024-04-18,2024-04-18,2546070.17462948,12.93306713,17140444.62034135,87.06693287,63445.0,0.0357606379939432
2024-04-19,2024-04-19,2482477.23186236,12.60943471,17202255.25758101,87.37671863,63787.4,0.0053968003782804
2024-04-20,2024-04-20,2155758.12786969,10.94967619,17531038.61351738,89.04486713,64897.2,0.017398420377692
2024-04-21,2024-04-21,2178368.2723509,11.06427333,17509940.27261993,88.93572667,64912.6,0.0002372983734275
2024-04-22,2024-04-22,1652824.24180388,8.39475043,18035783.22182265,91.60435524,66778.0,0.0287371018877691
2024-04-23,2024-04-23,1776729.09407291,9.0238282,17912576.32589791,90.9761718,66386.3,-0.0058657042738625
2024-04-24,2024-04-24,2484709.101013,12.61927493,17205083.81895782,87.38072507,64250.0,-0.0321798322846732
2024-04-25,2024-04-25,2391367.52467197,12.14493856,17298872.27029883,87.85506144,64478.8,0.0035610894941635
2024-04-26,2024-04-26,2735464.77745317,13.8921999,16955187.51751761,86.1078001,63748.8,-0.0113215506492055
2024-04-27,2024-04-27,2819992.21032398,14.32115638,16871100.70964683,85.67884362,63421.0,-0.0051420575759857
2024-04-28,2024-04-28,3020149.45081852,15.33730181,16663398.26874328,84.62215944,63088.3,-0.0052458964696235
2024-04-29,2024-04-29,2595244.05968567,13.17921996,17096695.73528513,86.82078004,63842.4,0.0119530879735227
2024-04-30,2024-04-30,3417060.29050514,17.3521952,16275320.12946598,82.6478048,60651.2,-0.0499855895141787
2024-05-01,2024-05-01,3615405.01470155,18.35902622,16077387.90526956,81.64097378,58307.6,-0.038640620465877
2024-05-02,2024-05-02,3498009.47661434,17.76248298,16195236.56835674,82.23751702,59036.7,0.0125043733578469
2024-05-03,2024-05-03,2540424.70108894,12.89971543,17153224.46888185,87.10028457,62853.7,0.0646546978404958
2024-05-04,2024-05-04,2373382.75220138,12.05124368,17320707.04276939,87.94875632,63864.2,0.0160770169457009
2024-05-05,2024-05-05,2318302.08838235,11.77130287,17376222.08158844,88.22869713,63988.0,0.0019384882297124
2024-05-06,2024-05-06,2685198.61579655,13.63397568,17009706.80417424,86.36602432,63142.8,-0.0132087266362442
2024-05-07,2024-05-07,2989345.76153275,15.17797538,16705940.90843804,84.82202462,62296.0,-0.0134108718650424
2024-05-08,2024-05-08,3237230.64142753,16.43624419,16458452.90354356,83.56375581,61157.9,-0.0182692307692307
2024-05-09,2024-05-09,2606400.97780722,13.23305693,17089735.69216354,86.76694307,63050.1,0.0309395842564901
2024-05-10,2024-05-10,3375489.21950845,17.13742965,16321100.57546262,82.86257035,60778.1,-0.0360348357893167
2024-05-11,2024-05-11,3426682.565277,17.39690048,16270404.10469407,82.60309952,60809.2,0.0005116974699768
2024-05-12,2024-05-12,3115972.64373388,15.81912819,16581526.52623698,84.18087181,61455.8,0.0106332594410056
2024-05-13,2024-05-13,2686470.79383332,13.63832088,17011487.75113746,86.36167912,62912.1,0.0236967055997967
2024-05-14,2024-05-14,3186009.49175218,16.17396415,16512374.05321887,83.82603585,61550.5,-0.0216428954048585
2024-05-15,2024-05-15,1709119.63304665,8.67625204,17989704.53692413,91.32374796,66175.4,0.0751399257520246
2024-05-16,2024-05-16,2056232.47761642,10.43811621,17643035.44235434,89.56188379,65217.7,-0.0144721452382606
2024-05-17,2024-05-17,1303586.2196649,6.61727214,18396166.07530588,93.38272786,66980.0,0.027021805430121
2024-05-18,2024-05-18,1226545.29869743,6.22607014,18473606.99627338,93.77392986,66884.9,-0.0014198268139744
2024-05-19,2024-05-19,1861281.38305186,9.44782501,17839352.16191892,90.55217499,66239.4,-0.0096509077534689
2024-05-20,2024-05-20,291131.43070602,1.47774043,19409989.61426463,98.52225957,71466.5,0.0789122486012856
2024-05-21,2024-05-21,617008.74735499,3.13177732,19084543.54761572,96.86822268,70168.8,-0.0181581580180923
2024-05-22,2024-05-22,982780.50813629,4.98821942,18719249.91183442,95.01178058,69219.1,-0.0135345053642074
2024-05-23,2024-05-23,1315694.07252402,6.67778283,18386864.47244682,93.32221717,67999.9,-0.017613635542791
2024-05-24,2024-05-24,979274.7573078,4.97016621,18723783.78766293,95.02983379,68584.1,0.0085911891046899
2024-05-25,2024-05-25,861863.08341428,4.37414938,18841695.46155646,95.62585062,69314.4,0.0106482406272006
2024-05-26,2024-05-26,1269796.97374538,6.44433409,18434286.57122546,93.55566591,68524.3,-0.0113987858222821
2024-05-27,2024-05-27,862596.0514001,4.37766731,18841871.86857066,95.62233269,69461.6,0.0136783593557321
2024-05-28,2024-05-28,1415741.10128565,7.18472085,18289145.56868518,92.81527915,68440.5,-0.014700208460502
2024-05-29,2024-05-29,1752297.95857955,8.89251441,17953016.83639125,91.10748559,67686.7,-0.0110139464206135
2024-05-30,2024-05-30,1448023.85964526,7.34824909,18257675.31032558,92.65175091,68402.5,0.010575194240523
2024-05-31,2024-05-31,1910889.93889255,9.69691597,17795271.73107829,90.30308403,67577.9,-0.0120551149446292
2024-06-01,2024-06-01,1673263.20441454,8.4908762,18033339.09055629,91.5091238,67799.2,0.0032747392268774
2024-06-02,2024-06-02,1634480.14901955,8.29388973,18072559.64595125,91.70611027,67805.9,9.882122502924418e-05
2024-06-03,2024-06-03,1066188.08271687,5.41005423,18641342.33725382,94.58994577,68851.4,0.0154190122098518
2024-06-04,2024-06-04,500892.32999453,2.54157511,19207056.83997615,97.45842489,70580.0,0.0251062433007898
2024-06-05,2024-06-05,440785.95850042,2.23654607,19267547.58647025,97.76345393,71133.3,0.0078393312553131
2024-06-06,2024-06-06,687943.40467824,3.49054828,19020805.76529241,96.50945172,70830.0,-0.0042638258031049
2024-06-07,2024-06-07,1137219.03448524,5.76999291,18571973.88548546,94.23000709,69377.0,-0.0205139065367782
2024-06-08,2024-06-08,1169638.17159608,5.93431846,18540092.24837461,94.06568154,69346.5,-0.000439626965709
2024-06-09,2024-06-09,1009374.14752297,5.1210729,18700834.39744773,94.8789271,69667.1,0.004623160505577
2024-06-10,2024-06-10,1083124.96124688,5.49512751,18627517.95872379,94.50487249,69558.7,-0.0015559711829544
2024-06-11,2024-06-11,2205066.50306722,11.18696895,17505960.79190359,88.81303105,67320.7,-0.032174264326389
2024-06-12,2024-06-12,1818195.6943736,9.22404288,17893287.85059717,90.77595712,68270.3,0.014105616845933
2024-06-13,2024-06-13,2534071.93000096,12.85551984,17177864.73996984,87.14448016,66786.9,-0.0217283357477557
2024-06-14,2024-06-14,2856995.09938128,14.49343701,16855341.57058953,85.50656299,66039.7,-0.0111878227616493
2024-06-15,2024-06-15,2784759.57941335,14.12668863,16927995.84055745,85.87331137,66213.7,0.0026347787770084
2024-06-16,2024-06-16,2494069.27078209,12.65173119,17219195.52418865,87.34826881,66653.6,0.0066436402134302
2024-06-17,2024-06-17,2496721.98522672,12.66490661,17216980.30974403,87.33509339,66472.1,-0.002723033714608
2024-06-18,2024-06-18,3047986.48244705,15.46088603,16666190.81252372,84.53911397,65150.0,-0.0198895476448014
2024-06-19,2024-06-19,3109612.70247354,15.77314197,16604992.7174972,84.22685803,64933.6,-0.003321565617805
2024-06-20,2024-06-20,3135531.50234288,15.90427672,16579489.54262784,84.09572328,64854.0,-0.0012258676555743
2024-06-21,2024-06-21,3412663.38290804,17.30958159,16302795.16206274,82.69041841,64124.0,-0.0112560520553859
2024-06-22,2024-06-22,3264564.66310821,16.55800196,16451368.88186255,83.44199804,64240.0,0.0018089950720479
2024-06-23,2024-06-23,3714807.10334534,18.84131507,16001476.44162571,81.15868493,63194.9,-0.0162686799501867
2024-06-24,2024-06-24,4268754.50167901,21.65038686,15448004.04329204,78.34961314,60273.6,-0.0462268315955877
2024-06-25,2024-06-25,3788390.49076626,19.2136858,15928755.5542048,80.7863142,61777.8,0.0249561997292346
2024-06-26,2024-06-26,4257500.7553834,21.59247134,15460023.41458759,78.40752866,60860.1,-0.0148548507716365
2024-06-27,2024-06-27,3798381.14133897,19.26358933,15919549.27863207,80.73641067,61682.0,0.0135047428446553
2024-06-28,2024-06-28,4363538.01844951,22.12932375,15354814.27652154,77.87067625,60429.8,-0.0203008981550533
2024-06-29,2024-06-29,4117981.16280757,20.88348277,15600861.75716349,79.11651723,60982.4,0.0091444949346182
2024-06-30,2024-06-30,3400551.53278113,17.24485731,16318669.51218966,82.75514269,62766.0,0.0292477829668886
2024-07-01,2024-07-01,3426256.87076419,17.37482584,16293404.79920665,82.62517416,62883.6,0.0018736258483891
2024-07-02,2024-07-02,3676960.01459995,18.64573036,16043157.90537086,81.35426964,62123.6,-0.0120858220585335
2024-07-03,2024-07-03,4392654.06777539,22.27446997,15327923.22719569,77.72553003,60208.0,-0.0308353025259321
2024-07-04,2024-07-04,4975696.87809348,25.23043023,14745317.91687762,74.76956977,57045.9,-0.052519598724422
2024-07-05,2024-07-05,4852468.69837898,24.60510516,14868921.09659215,75.39489484,56604.9,-0.0077306169242662
2024-07-06,2024-07-06,4436508.15583498,22.49532871,15285400.38913615,77.50467129,58216.0,0.0284622002688812
2024-07-07,2024-07-07,5134154.28015863,26.032164,14588194.8898125,73.967836,55830.9,-0.0409698364710732
2024-07-08,2024-07-08,4843502.23596605,24.55782611,14879343.80900506,75.44217389,56686.4,0.0153230558704946
2024-07-09,2024-07-09,4346820.3258902,22.03898085,15376506.96908093,77.96101915,58023.2,0.0235823760196447
2024-07-10,2024-07-10,4474795.91400141,22.68734953,15248953.25596968,77.31265047,57707.0,-0.0054495443202029
2024-07-11,2024-07-11,4704840.3107737,23.85314864,15019349.48419743,76.14685136,57315.5,-0.0067842722719947
2024-07-12,2024-07-12,4373249.78794043,22.17148539,15351408.75703071,77.82851461,57870.0,0.0096745208538702
2024-07-13,2024-07-13,4135889.62338638,20.96760614,15589250.17158474,79.03239386,59174.0,0.022533264212891
2024-07-14,2024-07-14,3850698.47935223,19.52126394,15874963.19061854,80.47873606,60766.0,0.0269037077094669
2024-07-15,2024-07-15,2463279.21833785,12.487386,17262860.57663291,87.512614,64680.6,0.0644208932626797
2024-07-16,2024-07-16,2357154.83361949,11.94911912,17369444.33635125,88.05088088,65010.0,0.0050927171362047
2024-07-17,2024-07-17,2877795.49482051,14.58803408,16849300.55015022,85.41196592,64055.7,-0.0146792801107522
2024-07-18,2024-07-18,2958659.31241614,14.99764003,16768839.85755462,85.00235997,63959.9,-0.0014955733837893
2024-07-19,2024-07-19,1884295.99936375,9.55139882,17843662.54560693,90.44860118,66627.9,0.0417136362001815
2024-07-20,2024-07-20,1595716.53088633,8.08839304,18132757.63908433,91.91160696,67095.6,0.0070195818868674
2024-07-21,2024-07-21,1326161.10936528,6.72188634,18402841.18560536,93.27811366,68138.0,0.0155360411114886
2024-07-22,2024-07-22,1431767.26018373,7.25696437,18297794.40978689,92.74303563,67499.2,-0.0093750917256156
2024-07-23,2024-07-23,2501396.90650487,12.67808171,17228692.88846591,87.32191829,65916.4,-0.0234491668049399
2024-07-24,2024-07-24,2808320.42596645,14.23337747,16922206.86900432,85.76662253,65350.8,-0.0085805656862327
2024-07-25,2024-07-25,2448019.01122006,12.40694573,17283017.65875067,87.59305427,65773.0,0.0064605176983296
2024-07-26,2024-07-26,1317968.30749787,6.6795016,18413568.36247277,93.3204984,67882.5,0.0320724309367066
2024-07-27,2024-07-27,1312322.84925808,6.65072804,18419695.07071256,93.34927196,67873.8,-0.000128162633963
2024-07-28,2024-07-28,1259375.26047616,6.38224508,18473105.15949442,93.61775492,68215.5,0.0050343431486081
2024-07-29,2024-07-29,2255350.97114315,11.42931526,17477685.6988276,88.57068474,66750.0,-0.0214833872067198
2024-07-30,2024-07-30,2493628.7911608,12.63652219,17239876.62880999,87.36347781,66159.3,-0.0088494382022471
2024-07-31,2024-07-31,3219577.4914032,16.31491991,16514368.55356757,83.68508009,64601.8,-0.023541663832598
2024-08-01,2024-08-01,2872372.93513714,14.5551693,16862010.60983357,85.4448307,65328.9,0.0112551043469377
2024-08-02,2024-08-02,4209968.8713566,21.33274747,15524802.17361443,78.66725253,61483.7,-0.0588590960509055
2024-08-03,2024-08-03,4567299.63554757,23.14291495,15167896.40942345,76.85708505,60684.6,-0.0129969406525631
2024-08-04,2024-08-04,4944094.35093794,25.05160015,14791548.5690331,74.94839985,58144.5,-0.0418574069862864
2024-08-05,2024-08-05,5431722.03213516,27.52172172,14304405.26283597,72.47827828,54003.1,-0.0712259972998305
2024-08-06,2024-08-06,5227891.48349014,26.48835149,14508676.43648092,73.51164851,55991.2,0.0368145532386103
2024-08-07,2024-08-07,5438748.87820651,27.55617817,14298200.29176453,72.44382183,55102.9,-0.0158649930703395
