start_time,coinbase_premium_gap,coinbase_premium_index,mean,std,z-score,close,change
2021-02-01 04:29:00,1.26,0.09500328,0.9149666666667085,0.640032659248065,0.5390870736794121,,
2021-02-01 04:30:00,0.7,0.05284136,0.9112666666667064,0.6380465554415685,-0.3311148142168036,,
2021-02-01 04:31:00,1.39,0.10509761,0.9094666666667036,0.6359211438733988,0.7556492467074856,,
2021-02-01 04:32:00,0.65,0.04918281,0.9065333333333788,0.6350782604351448,-0.4039397178508466,,
2021-02-01 04:33:00,0.62,0.04694018,0.903433333333378,0.6341959955384259,-0.4469175701633782,,
2021-02-01 04:34:00,0.56,0.04243646,0.9013333333333624,0.6342869661326848,-0.5381370760533013,,
2021-02-01 04:35:00,0.99,0.07498296,0.8995000000000194,0.6332287729790764,0.1429183319864256,,
2021-02-01 04:36:00,0.95,0.07193754,0.8968666666666831,0.6313616825044257,0.0841567279194906,,
2021-02-01 04:37:00,0.95,0.07191522,0.8951333333333362,0.6304961540103386,0.0870214137194626,,
2021-02-01 04:38:00,1.07,0.08108518,0.8941666666666667,0.6300031630922223,0.279099127804846,,
2021-02-01 04:39:00,1.13,0.08563785,0.8930666666666608,0.6292996018199202,0.3765032309700074,,
2021-02-01 04:40:00,1.16,0.08801815,0.8916333333333508,0.6281956421135187,0.4272023692551398,,
2021-02-01 04:41:00,0.66,0.05004094,0.8902000000000407,0.6282320790515302,-0.3664250961962716,,
2021-02-01 04:42:00,0.7,0.05304678,0.8893333333333673,0.6283147994265055,-0.3013351484099712,,
2021-02-01 04:43:00,0.87,0.06595606,0.8893333333333673,0.6283147994265055,-0.0307701383940244,,
2021-02-01 04:44:00,0.92,0.06973659,0.8897666666666919,0.6282908909893582,0.0481199612582322,,
2021-02-01 04:45:00,0.91,0.06901311,0.8895000000000437,0.6282651832365541,0.0326295337493462,,
