start_time,addresses_count_active,addresses_count_receiver,addresses_count_sender,datetime,close,change
2021-01-06 07:00:00,24962,17816,11512,2021-01-06 07:00:00,1107.01,-0.008331019161344
2021-01-06 08:00:00,27828,19102,13464,2021-01-06 08:00:00,1112.96,0.0053748385290106
2021-01-06 09:00:00,22001,15179,10887,2021-01-06 09:00:00,1101.74,-0.0100812248418631
2021-01-06 10:00:00,23293,15064,12442,2021-01-06 10:00:00,1117.7,0.0144861764118575
2021-01-06 11:00:00,22706,14374,12599,2021-01-06 11:00:00,1159.56,0.037451910172676
2021-01-06 12:00:00,23443,16078,11763,2021-01-06 12:00:00,1149.44,-0.0087274483424746
2021-01-06 13:00:00,23688,15809,12830,2021-01-06 13:00:00,1137.98,-0.0099700723830735
2021-01-06 14:00:00,24664,17131,12466,2021-01-06 14:00:00,1134.3,-0.003233800242535
2021-01-06 15:00:00,25827,15207,14438,2021-01-06 15:00:00,1144.0,0.0085515295777132
2021-01-06 16:00:00,22962,15909,11513,2021-01-06 16:00:00,1174.19,0.0263898601398602
2021-01-06 17:00:00,28068,18343,15393,2021-01-06 17:00:00,1195.75,0.0183615939498718
2021-01-06 18:00:00,26322,17193,14638,2021-01-06 18:00:00,1194.98,-0.0006439473134015
2021-01-06 19:00:00,26244,16788,14713,2021-01-06 19:00:00,1162.33,-0.0273226330147785
2021-01-06 20:00:00,23401,14629,13329,2021-01-06 20:00:00,1199.81,0.0322455756970911
2021-01-06 21:00:00,23416,14917,13332,2021-01-06 21:00:00,1182.49,-0.014435618973004
2021-01-06 22:00:00,22945,14934,12424,2021-01-06 22:00:00,1179.41,-0.0026046731896252
2021-01-06 23:00:00,23044,13820,13462,2021-01-06 23:00:00,1212.64,0.0281751045014031
2021-01-07 00:00:00,22518,13807,13107,2021-01-07 00:00:00,1203.18,-0.0078011611030479
2021-01-07 01:00:00,24390,14655,14568,2021-01-07 01:00:00,1203.79,0.0005069898103358
2021-01-07 02:00:00,26015,16281,14455,2021-01-07 02:00:00,1198.97,-0.0040040206348282
2021-01-07 03:00:00,31463,18538,17735,2021-01-07 03:00:00,1218.26,0.0160888095615403
2021-01-07 04:00:00,26231,15122,15578,2021-01-07 04:00:00,1214.3,-0.0032505376520611
2021-01-07 05:00:00,24378,13233,15111,2021-01-07 05:00:00,1210.44,-0.0031787861319277
2021-01-07 06:00:00,23134,14677,12361,2021-01-07 06:00:00,1200.0,-0.0086249628234361
2021-01-07 07:00:00,28068,18445,14133,2021-01-07 07:00:00,1187.28,-0.0106
2021-01-07 08:00:00,26017,18276,11954,2021-01-07 08:00:00,1197.79,0.0088521662960716
2021-01-07 09:00:00,24530,16165,12444,2021-01-07 09:00:00,1208.12,0.0086242162649545
2021-01-07 10:00:00,24633,13911,14745,2021-01-07 10:00:00,1185.1,-0.0190543985696785
2021-01-07 11:00:00,23879,15074,12819,2021-01-07 11:00:00,1205.05,0.0168340224453633
2021-01-07 12:00:00,22383,14264,12201,2021-01-07 12:00:00,1231.46,0.0219161030662629
2021-01-07 13:00:00,26799,17671,13843,2021-01-07 13:00:00,1221.39,-0.0081772854985139
2021-01-07 14:00:00,26801,17348,14333,2021-01-07 14:00:00,1225.59,0.0034387050819146
2021-01-07 15:00:00,25119,16403,13254,2021-01-07 15:00:00,1253.74,0.0229685294429622
2021-01-07 16:00:00,25326,16362,13576,2021-01-07 16:00:00,1268.94,0.0121237258123694
2021-01-07 17:00:00,25000,14855,13553,2021-01-07 17:00:00,1275.48,0.005153907986193
2021-01-07 18:00:00,16342,10556,8078,2021-01-07 18:00:00,1224.92,-0.0396399786746949
2021-01-07 19:00:00,22525,14590,11570,2021-01-07 19:00:00,1236.5,0.0094536786075825
2021-01-07 20:00:00,24836,15710,13718,2021-01-07 20:00:00,1245.24,0.0070683380509501
2021-01-07 21:00:00,27413,18099,15260,2021-01-07 21:00:00,1256.78,0.0092672898397094
2021-01-07 22:00:00,24854,16700,13493,2021-01-07 22:00:00,1247.34,-0.0075112589315552
2021-01-07 23:00:00,21197,14048,11582,2021-01-07 23:00:00,1227.12,-0.0162104959353504
2021-01-08 00:00:00,21888,14133,12266,2021-01-08 00:00:00,1184.62,-0.0346339396310059
2021-01-08 01:00:00,23415,15025,12901,2021-01-08 01:00:00,1186.67,0.0017305127382623
2021-01-08 02:00:00,18782,12481,9036,2021-01-08 02:00:00,1113.18,-0.0619296013213446
2021-01-08 03:00:00,28390,20582,13188,2021-01-08 03:00:00,1150.95,0.033929822670188
2021-01-08 04:00:00,20611,13307,11217,2021-01-08 04:00:00,1169.35,0.0159867935183977
2021-01-08 05:00:00,21732,12979,12088,2021-01-08 05:00:00,1149.4,-0.0170607602514215
2021-01-08 06:00:00,21368,13837,11008,2021-01-08 06:00:00,1176.65,0.0237080215764746
2021-01-08 07:00:00,24694,18001,10334,2021-01-08 07:00:00,1209.09,0.02756979560617
2021-01-08 08:00:00,29188,19888,13498,2021-01-08 08:00:00,1202.16,-0.0057315832568294
2021-01-08 09:00:00,23844,15182,12630,2021-01-08 09:00:00,1224.07,0.0182255273840419
2021-01-08 10:00:00,23846,15617,12572,2021-01-08 10:00:00,1254.83,0.025129281822118
2021-01-08 11:00:00,28998,17087,16624,2021-01-08 11:00:00,1259.41,0.0036498967987697
2021-01-08 12:00:00,25002,16244,13338,2021-01-08 12:00:00,1252.0,-0.005883707450314
2021-01-08 13:00:00,24234,15857,13188,2021-01-08 13:00:00,1252.25,0.0001996805111821
2021-01-08 14:00:00,27789,16699,15940,2021-01-08 14:00:00,1260.6,0.0066679976043122
2021-01-08 15:00:00,24816,16395,13305,2021-01-08 15:00:00,1217.52,-0.0341742027605901
2021-01-08 16:00:00,25639,16518,14297,2021-01-08 16:00:00,1228.65,0.0091415336093041
2021-01-08 17:00:00,24015,15914,12999,2021-01-08 17:00:00,1217.15,-0.0093598665201644
2021-01-08 18:00:00,23768,15105,13193,2021-01-08 18:00:00,1183.11,-0.0279669720248122
2021-01-08 19:00:00,21620,13550,12495,2021-01-08 19:00:00,1185.7,0.0021891455570488
2021-01-08 20:00:00,20330,13098,11427,2021-01-08 20:00:00,1148.13,-0.0316859239267942
2021-01-08 21:00:00,22872,14594,13140,2021-01-08 21:00:00,1195.1,0.0409100014806684
2021-01-08 22:00:00,19115,12563,10698,2021-01-08 22:00:00,1219.22,0.020182411513681
2021-01-08 23:00:00,18803,11677,11205,2021-01-08 23:00:00,1218.39,-0.0006807631108413
2021-01-09 00:00:00,18107,12165,9810,2021-01-09 00:00:00,1200.01,-0.0150854816602238
2021-01-09 01:00:00,22974,13760,13506,2021-01-09 01:00:00,1200.15,0.0001166656944526
2021-01-09 02:00:00,23419,13245,14255,2021-01-09 02:00:00,1201.43,0.0010665333499979
2021-01-09 03:00:00,24022,14298,13705,2021-01-09 03:00:00,1229.03,0.0229726242893884
2021-01-09 04:00:00,24512,13621,14959,2021-01-09 04:00:00,1221.32,-0.0062732398720942
2021-01-09 05:00:00,23405,12160,14914,2021-01-09 05:00:00,1186.08,-0.0288540267906854
2021-01-09 06:00:00,22006,12814,12808,2021-01-09 06:00:00,1180.75,-0.0044937946850127
2021-01-09 07:00:00,23228,15645,11375,2021-01-09 07:00:00,1198.0,0.0146093584586068
2021-01-09 08:00:00,26774,18794,12227,2021-01-09 08:00:00,1209.38,0.0094991652754592
2021-01-09 09:00:00,23116,13590,13218,2021-01-09 09:00:00,1213.78,0.0036382278522877
2021-01-09 10:00:00,19003,11483,10855,2021-01-09 10:00:00,1220.51,0.0055446621298753
2021-01-09 11:00:00,21972,13141,12732,2021-01-09 11:00:00,1223.0,0.0020401307650079
2021-01-09 12:00:00,21279,13014,12041,2021-01-09 12:00:00,1226.44,0.002812755519215
2021-01-09 13:00:00,23640,14168,13609,2021-01-09 13:00:00,1224.03,-0.0019650370177098
2021-01-09 14:00:00,23721,13965,14230,2021-01-09 14:00:00,1225.21,0.0009640286594283
2021-01-09 15:00:00,21530,13938,12150,2021-01-09 15:00:00,1222.24,-0.0024240742403343
2021-01-09 16:00:00,23443,15010,13265,2021-01-09 16:00:00,1203.9,-0.015005236287472
2021-01-09 17:00:00,23759,14069,14268,2021-01-09 17:00:00,1226.18,0.0185065204751224
2021-01-09 18:00:00,24772,14414,15446,2021-01-09 18:00:00,1228.37,0.001786034676801
2021-01-09 19:00:00,22818,13364,14027,2021-01-09 19:00:00,1233.07,0.0038262087156151
2021-01-09 20:00:00,21896,14122,12767,2021-01-09 20:00:00,1276.97,0.0356021961445822
2021-01-09 21:00:00,23091,14875,13231,2021-01-09 21:00:00,1296.14,0.0150120989529902
2021-01-09 22:00:00,22862,13974,13882,2021-01-09 22:00:00,1291.6,-0.0035027080407982
2021-01-09 23:00:00,22458,12741,14211,2021-01-09 23:00:00,1279.96,-0.0090120780427376
2021-01-10 00:00:00,19209,11804,11393,2021-01-10 00:00:00,1295.09,0.0118206818963091
2021-01-10 01:00:00,21434,13866,11810,2021-01-10 01:00:00,1327.76,0.0252260460662965
2021-01-10 02:00:00,24014,15136,13428,2021-01-10 02:00:00,1343.93,0.0121784057359763
2021-01-10 03:00:00,23731,15215,12947,2021-01-10 03:00:00,1314.55,-0.0218612576547886
2021-01-10 04:00:00,21842,13645,12045,2021-01-10 04:00:00,1321.77,0.0054923738161347
2021-01-10 05:00:00,18847,11498,10815,2021-01-10 05:00:00,1317.53,-0.003207819817366
2021-01-10 06:00:00,23482,13607,13575,2021-01-10 06:00:00,1327.41,0.0074988804808999
2021-01-10 07:00:00,24300,17103,11198,2021-01-10 07:00:00,1347.79,0.0153532066204111
2021-01-10 08:00:00,25036,16875,12205,2021-01-10 08:00:00,1332.83,-0.0110996520229412
2021-01-10 09:00:00,26063,14924,15124,2021-01-10 09:00:00,1335.33,0.0018757080798001
2021-01-10 10:00:00,20995,12826,11844,2021-01-10 10:00:00,1321.5,-0.0103569904068656
2021-01-10 11:00:00,23375,14131,13143,2021-01-10 11:00:00,1262.9,-0.0443435489973513
2021-01-10 12:00:00,21506,13784,11536,2021-01-10 12:00:00,1291.46,0.0226146171510015
2021-01-10 13:00:00,22276,13428,12798,2021-01-10 13:00:00,1312.02,0.0159199665494866
2021-01-10 14:00:00,22243,13730,12574,2021-01-10 14:00:00,1297.38,-0.0111583664883155
2021-01-10 15:00:00,22694,13903,13132,2021-01-10 15:00:00,1305.43,0.0062048127765188
2021-01-10 16:00:00,22425,14068,12742,2021-01-10 16:00:00,1300.12,-0.0040676252269368
2021-01-10 17:00:00,22146,14212,12402,2021-01-10 17:00:00,1303.83,0.0028535827462081
2021-01-10 18:00:00,22961,14647,13127,2021-01-10 18:00:00,1286.99,-0.0129157942369786
2021-01-10 19:00:00,22226,13458,13275,2021-01-10 19:00:00,1266.85,-0.0156489172410042
2021-01-10 20:00:00,17003,10511,9428,2021-01-10 20:00:00,1261.21,-0.004451987212377
2021-01-10 21:00:00,25180,15221,15360,2021-01-10 21:00:00,1274.12,0.0102362017427706
2021-01-10 22:00:00,20759,12362,12562,2021-01-10 22:00:00,1276.11,0.0015618623049633
2021-01-10 23:00:00,19736,12662,11083,2021-01-10 23:00:00,1257.96,-0.0142229118179466
2021-01-11 00:00:00,17452,10860,10249,2021-01-11 00:00:00,1223.78,-0.0271709752297371
2021-01-11 01:00:00,21678,12612,13178,2021-01-11 01:00:00,1210.92,-0.0105084247168607
2021-01-11 02:00:00,18364,11419,10679,2021-01-11 02:00:00,1189.22,-0.0179202589766458
2021-01-11 03:00:00,14554,9086,7573,2021-01-11 03:00:00,1104.99,-0.0708279376397975
2021-01-11 04:00:00,24493,17072,12018,2021-01-11 04:00:00,1114.24,0.0083711164806921
2021-01-11 05:00:00,24146,18131,10053,2021-01-11 05:00:00,1094.92,-0.0173391728891441
2021-01-11 06:00:00,21962,14519,11246,2021-01-11 06:00:00,1028.65,-0.0605249698608116
2021-01-11 07:00:00,31059,22177,14277,2021-01-11 07:00:00,1071.95,0.0420940067078208
2021-01-11 08:00:00,27599,18813,12897,2021-01-11 08:00:00,1109.0,0.0345631792527636
2021-01-11 09:00:00,24530,17007,11490,2021-01-11 09:00:00,1136.6,0.0248872858431017
2021-01-11 10:00:00,21702,14131,11195,2021-01-11 10:00:00,1112.74,-0.0209924335738165
2021-01-11 11:00:00,26964,14818,16051,2021-01-11 11:00:00,1068.9,-0.0393982421769685
2021-01-11 12:00:00,21473,14356,10848,2021-01-11 12:00:00,1074.25,0.0050051454766582
2021-01-11 13:00:00,22898,14541,12626,2021-01-11 13:00:00,1026.88,-0.0440958808471024
2021-01-11 14:00:00,23555,15861,12012,2021-01-11 14:00:00,1039.93,0.0127083982549081
2021-01-11 15:00:00,23517,15785,11989,2021-01-11 15:00:00,977.55,-0.0599848066696797
2021-01-11 16:00:00,19818,13337,9940,2021-01-11 16:00:00,965.38,-0.0124494910746253
2021-01-11 17:00:00,25755,19001,11746,2021-01-11 17:00:00,998.38,0.0341834303590296
2021-01-11 18:00:00,27151,17201,14631,2021-01-11 18:00:00,993.69,-0.0046976101284079
2021-01-11 19:00:00,24401,14760,14052,2021-01-11 19:00:00,984.78,-0.0089665791142107
2021-01-11 20:00:00,29103,13860,19446,2021-01-11 20:00:00,1021.22,0.0370031885294177
2021-01-11 21:00:00,23013,13387,13668,2021-01-11 21:00:00,1032.22,0.0107714302500929
2021-01-11 22:00:00,24890,12710,15859,2021-01-11 22:00:00,1057.77,0.0247524752475247
2021-01-11 23:00:00,19921,11743,11739,2021-01-11 23:00:00,1086.94,0.0275768834434708
2021-01-12 00:00:00,18468,12230,10063,2021-01-12 00:00:00,1062.08,-0.0228715476475243
2021-01-12 01:00:00,21001,12683,12065,2021-01-12 01:00:00,1055.55,-0.0061483127448026
2021-01-12 02:00:00,21553,15492,10048,2021-01-12 02:00:00,1070.1,0.0137842830751739
2021-01-12 03:00:00,19797,14059,9258,2021-01-12 03:00:00,1089.73,0.018344079992524
2021-01-12 04:00:00,17842,11658,9548,2021-01-12 04:00:00,1097.33,0.0069742046194927
2021-01-12 05:00:00,17135,11664,8672,2021-01-12 05:00:00,1130.76,0.0304648556040572
2021-01-12 06:00:00,20889,14540,9885,2021-01-12 06:00:00,1139.13,0.0074021012416429
2021-01-12 07:00:00,23087,16477,10699,2021-01-12 07:00:00,1140.54,0.0012377867319794
2021-01-12 08:00:00,23981,18565,9180,2021-01-12 08:00:00,1118.58,-0.0192540375611552
2021-01-12 09:00:00,24899,14899,13769,2021-01-12 09:00:00,1116.95,-0.0014572046702067
2021-01-12 10:00:00,17943,12192,8934,2021-01-12 10:00:00,1086.43,-0.0273244102242714
2021-01-12 11:00:00,18269,12196,9392,2021-01-12 11:00:00,1101.08,0.0134845319072558
2021-01-12 12:00:00,20327,13457,10577,2021-01-12 12:00:00,1088.0,-0.0118792458313654
2021-01-12 13:00:00,17779,12073,8942,2021-01-12 13:00:00,1027.09,-0.0559834558823529
2021-01-12 14:00:00,20645,13545,11084,2021-01-12 14:00:00,1036.86,0.0095123114819537
2021-01-12 15:00:00,19218,12875,10333,2021-01-12 15:00:00,1053.97,0.0165017456551512
2021-01-12 16:00:00,20612,13483,11297,2021-01-12 16:00:00,1107.47,0.0507604580775544
2021-01-12 17:00:00,20344,13779,10979,2021-01-12 17:00:00,1119.16,0.0105555906706276
2021-01-12 18:00:00,19016,12233,10558,2021-01-12 18:00:00,1106.87,-0.0109814503734946
2021-01-12 19:00:00,19134,11473,11314,2021-01-12 19:00:00,1084.08,-0.0205895904668117
