start_time,date,sopr_ratio,close,change
2024-02-03,2024-02-03,1.6045851252011123,,
2024-02-04,2024-02-04,1.658455263743982,,
2024-02-05,2024-02-05,1.6629969455160545,,
2024-02-06,2024-02-06,2.4582121712668084,,
2024-02-07,2024-02-07,1.6508579848298564,,
2024-02-08,2024-02-08,1.524307037327273,,
2024-02-09,2024-02-09,1.453677120150996,,
2024-02-10,2024-02-10,1.7535430938540768,,
2024-02-11,2024-02-11,1.781296341564779,,
2024-02-12,2024-02-12,1.4229158186351605,,
2024-02-13,2024-02-13,1.4015999581199612,,
2024-02-14,2024-02-14,1.716017344800309,,
2024-02-15,2024-02-15,1.6621203737243522,,
2024-02-16,2024-02-16,1.699514982057322,,
2024-02-17,2024-02-17,1.835680791980585,,
2024-02-18,2024-02-18,1.977258426724128,,
2024-02-19,2024-02-19,3.7664081177691817,,
2024-02-20,2024-02-20,1.5723712440037596,,
2024-02-21,2024-02-21,1.3061113192812126,,
2024-02-22,2024-02-22,2.165190800294972,,
2024-02-23,2024-02-23,1.6057806682759233,,
2024-02-24,2024-02-24,2.0197734877872224,,
2024-02-25,2024-02-25,2.1479589468247977,,
2024-02-26,2024-02-26,1.843560108317416,,
2024-02-27,2024-02-27,1.871641888614269,,
2024-02-28,2024-02-28,1.9537170444291136,,
2024-02-29,2024-02-29,1.994771207547354,,
2024-03-01,2024-03-01,2.898386843862806,,
2024-03-02,2024-03-02,1.873089689788917,,
2024-03-03,2024-03-03,2.2256038577356376,,
2024-03-04,2024-03-04,1.9184785625386471,,
2024-03-05,2024-03-05,2.1132344473495146,,
2024-03-06,2024-03-06,2.429069403688717,,
2024-03-07,2024-03-07,2.79528160105168,,
2024-03-08,2024-03-08,2.4345811904783115,,
2024-03-09,2024-03-09,2.3758709014281147,,
2024-03-10,2024-03-10,3.015605457292334,,
2024-03-11,2024-03-11,2.1458551808355177,,
2024-03-12,2024-03-12,2.246835333712336,,
2024-03-13,2024-03-13,2.215211538179171,,
2024-03-14,2024-03-14,3.470710183202695,,
2024-03-15,2024-03-15,2.365718438376432,,
2024-03-16,2024-03-16,2.527096435563094,,
2024-03-17,2024-03-17,5.6417158110873,,
2024-03-18,2024-03-18,1.9166298242655595,,
2024-03-19,2024-03-19,1.8440034440544075,,
2024-03-20,2024-03-20,1.775921342594336,,
2024-03-21,2024-03-21,1.7630275870987466,,
2024-03-22,2024-03-22,5.520552150779843,,
2024-03-23,2024-03-23,5.530314002212312,,
2024-03-24,2024-03-24,3.537597765978781,,
2024-03-25,2024-03-25,2.137881971455599,,
2024-03-26,2024-03-26,2.441242304962497,,
2024-03-27,2024-03-27,2.198763842795361,,
2024-03-28,2024-03-28,4.505093279211655,,
2024-03-29,2024-03-29,2.5113436741467803,,
2024-03-30,2024-03-30,2.0057839654194147,,
2024-03-31,2024-03-31,2.046747818703628,,
2024-04-01,2024-04-01,2.672040082338949,,
2024-04-02,2024-04-02,2.6792924206593685,,
2024-04-03,2024-04-03,2.315870204050836,,
2024-04-04,2024-04-04,2.180262754825096,,
2024-04-05,2024-04-05,2.229601601428963,,
2024-04-06,2024-04-06,2.9171681949663437,,
2024-04-07,2024-04-07,2.990578652228589,,
2024-04-08,2024-04-08,2.122693145519491,,
2024-04-09,2024-04-09,1.738429324302193,,
2024-04-10,2024-04-10,2.0389070350407428,,
2024-04-11,2024-04-11,2.24195941527048,,
2024-04-12,2024-04-12,2.885305795704657,,
2024-04-13,2024-04-13,2.5472221957687338,,
2024-04-14,2024-04-14,2.396916488463713,,
2024-04-15,2024-04-15,1.8161672447717483,,
2024-04-16,2024-04-16,2.9740953668061336,,
2024-04-17,2024-04-17,2.47127067980495,,
2024-04-18,2024-04-18,1.978219947129636,,
2024-04-19,2024-04-19,2.510208171427136,,
2024-04-20,2024-04-20,2.0617966694769585,,
2024-04-21,2024-04-21,2.0843831790631526,,
2024-04-22,2024-04-22,2.6868003182487668,,
2024-04-23,2024-04-23,2.2741223053720456,,
2024-04-24,2024-04-24,2.284805474855084,,
2024-04-25,2024-04-25,2.1422951340267806,,
2024-04-26,2024-04-26,1.926604535340852,,
2024-04-27,2024-04-27,3.217445328407885,,
2024-04-28,2024-04-28,3.100309590918363,,
2024-04-29,2024-04-29,2.262140203284195,,
2024-04-30,2024-04-30,1.860723003717996,,
2024-05-01,2024-05-01,1.891033363623696,,
2024-05-02,2024-05-02,1.7372323517009514,,
2024-05-03,2024-05-03,1.881344210699274,,
2024-05-04,2024-05-04,2.080150394482869,,
2024-05-05,2024-05-05,2.4697207264255745,,
2024-05-06,2024-05-06,3.1751373286132134,,
2024-05-07,2024-05-07,2.2865211840061432,,
2024-05-08,2024-05-08,2.1840780670062694,,
2024-05-09,2024-05-09,2.051114238348303,,
2024-05-10,2024-05-10,2.3599702441163144,,
2024-05-11,2024-05-11,2.2175084763156314,,
2024-05-12,2024-05-12,2.694594672833306,,
2024-05-13,2024-05-13,1.98075538757568,,
2024-05-14,2024-05-14,2.39070343163607,,
2024-05-15,2024-05-15,3.579117385467225,,
2024-05-16,2024-05-16,2.1412323911322444,,
2024-05-17,2024-05-17,2.6814038807225047,,
2024-05-18,2024-05-18,2.085750060270109,,
2024-05-19,2024-05-19,2.533963602290107,,
2024-05-20,2024-05-20,2.632803444617667,,
2024-05-21,2024-05-21,2.2647792765951844,,
2024-05-22,2024-05-22,2.861276210215784,,
2024-05-23,2024-05-23,2.353488452533925,,
2024-05-24,2024-05-24,2.658066293459997,,
2024-05-25,2024-05-25,2.274588518651297,,
2024-05-26,2024-05-26,3.08884401048186,,
2024-05-27,2024-05-27,2.59342798630176,,
2024-05-28,2024-05-28,29.11587837524221,,
2024-05-29,2024-05-29,2.1031933461434877,,
2024-05-30,2024-05-30,2.269084132302165,,
2024-05-31,2024-05-31,2.203231257531152,,
2024-06-01,2024-06-01,2.105132152133051,,
2024-06-02,2024-06-02,2.577672563496192,,
2024-06-03,2024-06-03,2.16644105058142,,
2024-06-04,2024-06-04,2.2733571228766496,,
2024-06-05,2024-06-05,2.7388001594917646,,
2024-06-06,2024-06-06,2.5912067267901047,,
2024-06-07,2024-06-07,2.14628318209329,,
2024-06-08,2024-06-08,3.1063378638994013,,
2024-06-09,2024-06-09,2.40898342208575,,
2024-06-10,2024-06-10,2.393999079121429,,
2024-06-11,2024-06-11,3.66879709833427,,
2024-06-12,2024-06-12,1.978794055065896,,
2024-06-13,2024-06-13,2.4154458771699665,,
2024-06-14,2024-06-14,2.111904402893765,,
2024-06-15,2024-06-15,2.451637911619452,,
2024-06-16,2024-06-16,2.4015036253968143,,
2024-06-17,2024-06-17,2.5663310196205456,,
2024-06-18,2024-06-18,2.260275930237043,,
2024-06-19,2024-06-19,2.145694120808864,,
2024-06-20,2024-06-20,1.9685618019782247,,
2024-06-21,2024-06-21,2.826595643532236,,
2024-06-22,2024-06-22,2.3629060040031766,,
2024-06-23,2024-06-23,2.1525304316098413,,
2024-06-24,2024-06-24,2.0920710827129967,,
2024-06-25,2024-06-25,1.9233515972339672,,
2024-06-26,2024-06-26,1.9559250121485103,,
2024-06-27,2024-06-27,2.440273103430459,,
2024-06-28,2024-06-28,2.004757088518832,,
2024-06-29,2024-06-29,1.64196240132449,,
2024-06-30,2024-06-30,1.7899260976436255,,
2024-07-01,2024-07-01,1.7892736172632764,,
2024-07-02,2024-07-02,2.3728456412934102,,
2024-07-03,2024-07-03,4.307331943498837,,
2024-07-04,2024-07-04,1.4754553530924857,,
2024-07-05,2024-07-05,1.8999769454202025,,
2024-07-06,2024-07-06,2.261736552331984,,
2024-07-07,2024-07-07,1.687906232597169,,
2024-07-08,2024-07-08,1.7315397847210787,,
2024-07-09,2024-07-09,2.158115206168279,,
2024-07-10,2024-07-10,2.917005422790308,,
2024-07-11,2024-07-11,2.185659518072583,,
2024-07-12,2024-07-12,2.118685814432307,,
2024-07-13,2024-07-13,2.078561051047118,,
2024-07-14,2024-07-14,2.897040532218593,,
2024-07-15,2024-07-15,1.8736400804460789,,
2024-07-16,2024-07-16,2.029128054154397,,
2024-07-17,2024-07-17,2.2880143874873413,,
2024-07-18,2024-07-18,1.7970626667742096,,
2024-07-19,2024-07-19,2.3315985256824394,,
2024-07-20,2024-07-20,2.2745064572036178,,
2024-07-21,2024-07-21,2.175296428028932,,
2024-07-22,2024-07-22,2.185123632249021,,
2024-07-23,2024-07-23,3.5656812687518933,,
2024-07-24,2024-07-24,2.0174257245520884,,
2024-07-25,2024-07-25,2.144006700473733,,
2024-07-26,2024-07-26,1.953433142628382,,
2024-07-27,2024-07-27,2.602153073924345,,
2024-07-28,2024-07-28,2.599588927125335,,
2024-07-29,2024-07-29,1.9390799840094963,,
2024-07-30,2024-07-30,1.333296509998481,,
2024-07-31,2024-07-31,1.8660840430476031,,
2024-08-01,2024-08-01,1.979022054910597,,
2024-08-02,2024-08-02,1.6958836509124986,,
2024-08-03,2024-08-03,2.7379643518541545,,
2024-08-04,2024-08-04,2.3242220694493323,,
2024-08-05,2024-08-05,2.0465600389713905,,
2024-08-06,2024-08-06,1.571578071111865,,
2024-08-07,2024-08-07,2.274376418633928,,
2024-08-08,2024-08-08,1.668838025322563,,
2024-08-09,2024-08-09,1.7374750082794506,,
2024-08-10,2024-08-10,2.5549514559617683,,
2024-08-11,2024-08-11,1.9853834417240883,,
2024-08-12,2024-08-12,1.4367475351879575,,
2024-08-13,2024-08-13,1.4895805310067112,,
2024-08-14,2024-08-14,1.387176649655058,,
2024-08-15,2024-08-15,1.6743598199782106,,
2024-08-16,2024-08-16,1.5651246104409489,,
2024-08-17,2024-08-17,1.6468501640331978,,
2024-08-18,2024-08-18,1.830968067206644,,
2024-08-19,2024-08-19,1.3808405143005091,,
2024-08-20,2024-08-20,1.5667662315099895,,
2024-08-21,2024-08-21,1.4556767415582283,,
2024-08-22,2024-08-22,1.596825360115136,,
2024-08-23,2024-08-23,1.6457177043204485,,
2024-08-24,2024-08-24,1.734512710687624,,
2024-08-25,2024-08-25,1.8039196488858205,,
2024-08-26,2024-08-26,1.5186450938056355,,
2024-08-27,2024-08-27,1.0072524497263995,,
2024-08-28,2024-08-28,1.8349448882245152,,
2024-08-29,2024-08-29,3.2246834037695065,,
2024-08-30,2024-08-30,1.5151977690643097,,
2024-08-31,2024-08-31,2.440762960842384,,
2024-09-01,2024-09-01,1.844428275972856,,
2024-09-02,2024-09-02,1.4363623784525006,,
2024-09-03,2024-09-03,1.3529679993518775,,
2024-09-04,2024-09-04,1.777992468311152,,
2024-09-05,2024-09-05,1.4340794335836526,,
2024-09-06,2024-09-06,1.7066810204259693,,
2024-09-07,2024-09-07,1.4416240286157416,,
2024-09-08,2024-09-08,1.4525673651719309,,
2024-09-09,2024-09-09,2.0320531576783583,,
2024-09-10,2024-09-10,1.3575108005615104,,
2024-09-11,2024-09-11,1.2982007151869177,,
2024-09-12,2024-09-12,1.2616355026791628,,
2024-09-13,2024-09-13,1.834559193822268,,
2024-09-14,2024-09-14,1.5021132930579144,,
2024-09-15,2024-09-15,1.896784656634861,,
2024-09-16,2024-09-16,1.470585785757622,,
2024-09-17,2024-09-17,1.4229673961690608,,
2024-09-18,2024-09-18,1.472685266209034,,
2024-09-19,2024-09-19,1.542984384907914,,
2024-09-20,2024-09-20,1.6213447392334686,,
2024-09-21,2024-09-21,1.6071614869271345,,
2024-09-22,2024-09-22,1.5752063119204598,,
2024-09-23,2024-09-23,1.359779832145047,,
2024-09-24,2024-09-24,1.5911826291512248,,
2024-09-25,2024-09-25,1.51568978932606,,
2024-09-26,2024-09-26,1.710362877882616,,
2024-09-27,2024-09-27,1.337762067776482,,
2024-09-28,2024-09-28,1.7671204545427792,,
2024-09-29,2024-09-29,1.9877368385414875,,
2024-09-30,2024-09-30,1.4574322240390558,,
2024-10-01,2024-10-01,1.698468090871279,,
2024-10-02,2024-10-02,1.162763603616004,,
2024-10-03,2024-10-03,1.3688497271608586,,
2024-10-04,2024-10-04,1.815509322317576,,
2024-10-05,2024-10-05,2.063007980286274,,
2024-10-06,2024-10-06,1.8107235730491864,,
2024-10-07,2024-10-07,1.4404832849356806,,
2024-10-08,2024-10-08,1.754982137908065,,
2024-10-09,2024-10-09,1.216792602815833,,
2024-10-10,2024-10-10,1.025258776625221,,
2024-10-11,2024-10-11,1.593188492404163,,
2024-10-12,2024-10-12,1.9697970135997125,,
2024-10-13,2024-10-13,1.9869298128520865,,
2024-10-14,2024-10-14,1.4081626313398377,,
2024-10-15,2024-10-15,2.139681132199404,,
2024-10-16,2024-10-16,1.6603932445240677,,
2024-10-17,2024-10-17,1.7924718651231015,,
2024-10-18,2024-10-18,1.5546224433708495,,
2024-10-19,2024-10-19,1.737747011217675,,
2024-10-20,2024-10-20,1.9308640318659824,,
2024-10-21,2024-10-21,2.328893089280887,,
2024-10-22,2024-10-22,1.7775288929292743,,
2024-10-23,2024-10-23,2.021750665346085,,
2024-10-24,2024-10-24,1.829740080929666,,
2024-10-25,2024-10-25,1.8272918952470296,,
2024-10-26,2024-10-26,1.7699068016423016,,
2024-10-27,2024-10-27,1.928649946112445,,
2024-10-28,2024-10-28,1.5284577937065638,,
2024-10-29,2024-10-29,1.565693165725813,,
2024-10-30,2024-10-30,1.7458487994415923,,
2024-10-31,2024-10-31,1.6188175609927782,,
2024-11-01,2024-11-01,1.5208747336344255,,
2024-11-02,2024-11-02,1.7287063605998163,,
2024-11-03,2024-11-03,1.950711799815493,,
2024-11-04,2024-11-04,1.927410299699444,,
2024-11-05,2024-11-05,1.35051239845533,,
2024-11-06,2024-11-06,1.0994958318906791,,
2024-11-07,2024-11-07,1.6554628868056211,,
2024-11-08,2024-11-08,1.7666670505054374,,
2024-11-09,2024-11-09,1.8220112554182355,,
2024-11-10,2024-11-10,1.8889124253573537,,
2024-11-11,2024-11-11,1.7739246971836014,,
2024-11-12,2024-11-12,1.8782477957308457,,
2024-11-13,2024-11-13,2.331788138090117,,
2024-11-14,2024-11-14,1.6401056535360945,,
2024-11-15,2024-11-15,2.765820911593825,,
2024-11-16,2024-11-16,2.3811785418644127,,
2024-11-17,2024-11-17,2.4327588951305863,,
2024-11-18,2024-11-18,2.022057130677149,,
2024-11-19,2024-11-19,2.228684571632785,,
2024-11-20,2024-11-20,1.987591179682043,,
2024-11-21,2024-11-21,2.135889553545881,,
2024-11-22,2024-11-22,1.9054457142429173,,
2024-11-23,2024-11-23,2.172554917403767,,
2024-11-24,2024-11-24,2.500262515231933,,
2024-11-25,2024-11-25,1.7629926906788818,,
2024-11-26,2024-11-26,2.86324097419724,,
2024-11-27,2024-11-27,3.0598408566131967,,
2024-11-28,2024-11-28,4.171357077747551,,
2024-11-29,2024-11-29,2.5711279499526145,,
2024-11-30,2024-11-30,2.3779587892351297,,
2024-12-01,2024-12-01,2.2400556976850665,,
2024-12-02,2024-12-02,3.401832779993428,,
2024-12-03,2024-12-03,3.899126706120181,,
2024-12-04,2024-12-04,1.818909552635323,,
2024-12-05,2024-12-05,1.7523174484904085,,
2024-12-06,2024-12-06,1.4574666225325137,,
2024-12-07,2024-12-07,2.213693603227294,,
2024-12-08,2024-12-08,2.612481944209564,,
2024-12-09,2024-12-09,1.8810558221585896,,
2024-12-10,2024-12-10,1.8928686045196643,,
2024-12-11,2024-12-11,2.795400547143124,,
2024-12-12,2024-12-12,2.1985143525232744,,
2024-12-13,2024-12-13,2.259478106860126,,
2024-12-14,2024-12-14,2.9748916326293133,,
2024-12-15,2024-12-15,1.8089678638890645,,
2024-12-16,2024-12-16,2.1254107920576057,,
2024-12-17,2024-12-17,1.7926145533629885,,
2024-12-18,2024-12-18,2.87566669354464,,
2024-12-19,2024-12-19,2.105910402424459,,
2024-12-20,2024-12-20,2.856602494071925,,
2024-12-21,2024-12-21,2.429837031785707,,
2024-12-22,2024-12-22,3.1301162872673305,,
2024-12-23,2024-12-23,2.045813385020889,,
2024-12-24,2024-12-24,2.973748645080893,,
2024-12-25,2024-12-25,2.539211107072678,,
2024-12-26,2024-12-26,2.6119363683716004,,
2024-12-27,2024-12-27,4.579139796617556,,
2024-12-28,2024-12-28,2.822902234188822,,
2024-12-29,2024-12-29,4.30110391533056,,
