start_time,date,sopr_ratio,close,change
2022-07-19,2022-07-19,0.7042997143112827,,
2022-07-20,2022-07-20,0.8466524274353522,,
2022-07-21,2022-07-21,0.7216882284635852,,
2022-07-22,2022-07-22,0.3798045065263714,,
2022-07-23,2022-07-23,0.5130749921201502,,
2022-07-24,2022-07-24,0.5478882928942576,,
2022-07-25,2022-07-25,0.531481036562055,,
2022-07-26,2022-07-26,0.812230786276395,,
2022-07-27,2022-07-27,0.8206349908191819,,
2022-07-28,2022-07-28,0.6090060215379227,,
2022-07-29,2022-07-29,0.5664385111673308,,
2022-07-30,2022-07-30,0.8322480434168318,,
2022-07-31,2022-07-31,0.665701435944689,,
2022-08-01,2022-08-01,0.6323396813189225,,
2022-08-02,2022-08-02,0.6463957824097883,,
2022-08-03,2022-08-03,0.6693106363059774,,
2022-08-04,2022-08-04,0.6504570936645427,,
2022-08-05,2022-08-05,0.580506385121799,,
2022-08-06,2022-08-06,1.2033527463808622,,
2022-08-07,2022-08-07,0.888854284724132,,
2022-08-08,2022-08-08,0.6289772511502673,,
2022-08-09,2022-08-09,0.4688382414821852,,
2022-08-10,2022-08-10,1.622834260024292,,
2022-08-11,2022-08-11,0.5839902207282077,,
2022-08-12,2022-08-12,0.6051791806994142,,
2022-08-13,2022-08-13,0.6176251071151915,,
2022-08-14,2022-08-14,0.633521465569222,,
2022-08-15,2022-08-15,0.5799436009081943,,
2022-08-16,2022-08-16,0.668846846456419,,
2022-08-17,2022-08-17,0.5073412966891307,,
2022-08-18,2022-08-18,0.9405332242787596,,
2022-08-19,2022-08-19,0.5843530245618934,,
2022-08-20,2022-08-20,0.6386941330497546,,
2022-08-21,2022-08-21,0.5998188941850918,,
2022-08-22,2022-08-22,0.5532548747161741,,
2022-08-23,2022-08-23,0.6755994052712153,,
2022-08-24,2022-08-24,0.5803477929164084,,
2022-08-25,2022-08-25,0.6030986869717421,,
2022-08-26,2022-08-26,0.88304510663271,,
2022-08-27,2022-08-27,0.6780195606256428,,
2022-08-28,2022-08-28,1.5423354573072705,,
2022-08-29,2022-08-29,1.4159072801997583,,
2022-08-30,2022-08-30,0.561991745588212,,
2022-08-31,2022-08-31,0.5557399968862469,,
2022-09-01,2022-09-01,0.5756624520811328,,
2022-09-02,2022-09-02,0.5665937853364205,,
2022-09-03,2022-09-03,0.8097199406556627,,
2022-09-04,2022-09-04,2.194128082798235,,
2022-09-05,2022-09-05,0.5891048974639944,,
2022-09-06,2022-09-06,0.5755588056952536,,
2022-09-07,2022-09-07,0.6851628325160061,,
2022-09-08,2022-09-08,0.4999969968822809,,
2022-09-09,2022-09-09,0.6055563638044751,,
2022-09-10,2022-09-10,0.6624331759072539,,
2022-09-11,2022-09-11,0.6106560028027739,,
2022-09-12,2022-09-12,0.5747235062430226,,
2022-09-13,2022-09-13,0.5347651804741351,,
2022-09-14,2022-09-14,0.4871249283861301,,
2022-09-15,2022-09-15,0.4610430893192483,,
2022-09-16,2022-09-16,0.5153859978903965,,
2022-09-17,2022-09-17,0.5611949419299014,,
2022-09-18,2022-09-18,0.5168150088056136,,
2022-09-19,2022-09-19,0.6285235783666764,,
2022-09-20,2022-09-20,0.6011232645564744,,
2022-09-21,2022-09-21,0.5880436847280215,,
2022-09-22,2022-09-22,0.5802275387643909,,
2022-09-23,2022-09-23,0.6117409488006794,,
2022-09-24,2022-09-24,0.6287481245856337,,
2022-09-25,2022-09-25,0.5542246432612471,,
2022-09-26,2022-09-26,0.6561302613045794,,
2022-09-27,2022-09-27,0.7315334926413424,,
2022-09-28,2022-09-28,0.4635077670842068,,
2022-09-29,2022-09-29,0.5357657822330768,,
2022-09-30,2022-09-30,0.5189897945078534,,
2022-10-01,2022-10-01,0.5769572145973976,,
2022-10-02,2022-10-02,0.5704630430150601,,
2022-10-03,2022-10-03,0.530083738072401,,
2022-10-04,2022-10-04,0.5171752705997381,,
2022-10-05,2022-10-05,0.6431966103078669,,
2022-10-06,2022-10-06,0.6009545474944517,,
2022-10-07,2022-10-07,0.8132247734507506,,
2022-10-08,2022-10-08,0.4290342649724123,,
2022-10-09,2022-10-09,0.6131262349944742,,
2022-10-10,2022-10-10,0.4752124760546667,,
2022-10-11,2022-10-11,0.6922266106899516,,
2022-10-12,2022-10-12,0.6277504653705864,,
2022-10-13,2022-10-13,0.5925340624445348,,
2022-10-14,2022-10-14,0.5848044114733528,,
2022-10-15,2022-10-15,0.5890228857341981,,
2022-10-16,2022-10-16,0.6072500562315643,,
2022-10-17,2022-10-17,0.6044434838068742,,
2022-10-18,2022-10-18,1.4429125835147594,,
2022-10-19,2022-10-19,0.5438952391169148,,
2022-10-20,2022-10-20,0.513037275765658,,
2022-10-21,2022-10-21,0.5272607132315588,,
2022-10-22,2022-10-22,0.5589785266653301,,
2022-10-23,2022-10-23,0.6219717800621856,,
2022-10-24,2022-10-24,0.6616848508927546,,
2022-10-25,2022-10-25,1.126178783980286,,
2022-10-26,2022-10-26,0.5708675939559202,,
2022-10-27,2022-10-27,0.9658668811804956,,
2022-10-28,2022-10-28,0.6116500113548045,,
2022-10-29,2022-10-29,0.6886671569317843,,
2022-10-30,2022-10-30,0.506768834877654,,
2022-10-31,2022-10-31,0.6012300127400263,,
2022-11-01,2022-11-01,0.5549326583504339,,
2022-11-02,2022-11-02,0.9381179215224236,,
2022-11-03,2022-11-03,0.7328877595360838,,
2022-11-04,2022-11-04,1.580911681956361,,
2022-11-05,2022-11-05,0.8447213251594874,,
2022-11-06,2022-11-06,0.531145897071536,,
2022-11-07,2022-11-07,0.430309519592682,,
2022-11-08,2022-11-08,0.5570741170228515,,
2022-11-09,2022-11-09,0.4686668698989864,,
2022-11-10,2022-11-10,0.4801254801758019,,
2022-11-11,2022-11-11,0.840214478254356,,
2022-11-12,2022-11-12,0.5282953569045429,,
2022-11-13,2022-11-13,0.4882095921109661,,
2022-11-14,2022-11-14,0.4931339654396801,,
2022-11-15,2022-11-15,0.4682027020130266,,
2022-11-16,2022-11-16,0.591862248454084,,
2022-11-17,2022-11-17,0.3909159597558109,,
2022-11-18,2022-11-18,0.3734436257974021,,
2022-11-19,2022-11-19,0.4566105731270011,,
2022-11-20,2022-11-20,0.5221143363843588,,
2022-11-21,2022-11-21,0.4398654777739557,,
2022-11-22,2022-11-22,0.5151553030883971,,
2022-11-23,2022-11-23,1.420058730307354,,
2022-11-24,2022-11-24,0.5423957579654629,,
2022-11-25,2022-11-25,0.5401939397194712,,
2022-11-26,2022-11-26,0.3524175673829535,,
2022-11-27,2022-11-27,0.5292266902081729,,
2022-11-28,2022-11-28,0.4395783303863398,,
2022-11-29,2022-11-29,0.6263564016606955,,
2022-11-30,2022-11-30,0.4520695658463496,,
2022-12-01,2022-12-01,0.6502718254581898,,
2022-12-02,2022-12-02,0.5104856670526042,,
2022-12-03,2022-12-03,0.4995871618917522,,
2022-12-04,2022-12-04,0.4285391069108752,,
2022-12-05,2022-12-05,0.4158682304617265,,
2022-12-06,2022-12-06,0.3767131630671338,,
2022-12-07,2022-12-07,0.7235967615402248,,
2022-12-08,2022-12-08,0.5241860369144862,,
2022-12-09,2022-12-09,0.4899416514314839,,
2022-12-10,2022-12-10,0.9477446784353076,,
2022-12-11,2022-12-11,0.5273730254846586,,
2022-12-12,2022-12-12,0.5226449947289946,,
2022-12-13,2022-12-13,0.4545057969325678,,
2022-12-14,2022-12-14,0.4556816642280589,,
2022-12-15,2022-12-15,0.5651996709753879,,
2022-12-16,2022-12-16,0.6305197888555224,,
2022-12-17,2022-12-17,0.5704500949583274,,
2022-12-18,2022-12-18,0.6274279655868528,,
2022-12-19,2022-12-19,0.5404080067610313,,
2022-12-20,2022-12-20,0.4872474895138284,,
2022-12-21,2022-12-21,0.4742004625292174,,
2022-12-22,2022-12-22,0.578636511668025,,
2022-12-23,2022-12-23,0.6964573330539384,,
2022-12-24,2022-12-24,0.5611149988465352,,
2022-12-25,2022-12-25,0.4254593247870312,,
2022-12-26,2022-12-26,0.5616118563514622,,
2022-12-27,2022-12-27,0.4434758509584481,,
2022-12-28,2022-12-28,0.5876397194424045,,
2022-12-29,2022-12-29,0.5260079333440352,,
2022-12-30,2022-12-30,0.6834387106562203,,
2022-12-31,2022-12-31,0.3884788445918676,,
2023-01-01,2023-01-01,0.6048625215784611,,
2023-01-02,2023-01-02,0.7441702752346954,,
2023-01-03,2023-01-03,0.5479159590748,,
2023-01-04,2023-01-04,0.5579429631124736,,
2023-01-05,2023-01-05,0.8194868106351183,,
2023-01-06,2023-01-06,0.5515537857835084,,
2023-01-07,2023-01-07,0.6157605422828629,,
2023-01-08,2023-01-08,0.6087742676129091,,
2023-01-09,2023-01-09,0.5685435530885913,,
2023-01-10,2023-01-10,0.5179651057871981,,
2023-01-11,2023-01-11,0.4536577698886166,,
2023-01-12,2023-01-12,0.6706748102674509,,
2023-01-13,2023-01-13,0.5615456471873681,,
2023-01-14,2023-01-14,0.5792222572254982,,
2023-01-15,2023-01-15,0.5469589797402905,,
2023-01-16,2023-01-16,0.8964029089459274,,
2023-01-17,2023-01-17,0.5582740305027343,,
2023-01-18,2023-01-18,0.621040854502898,,
2023-01-19,2023-01-19,0.5133542994738893,,
2023-01-20,2023-01-20,0.5666253349925564,,
2023-01-21,2023-01-21,0.5910516127200639,,
2023-01-22,2023-01-22,0.7632536516593174,,
2023-01-23,2023-01-23,0.5990340184605727,,
2023-01-24,2023-01-24,0.7122362618232306,,
2023-01-25,2023-01-25,0.7688265504047817,,
2023-01-26,2023-01-26,0.7140883718475882,,
2023-01-27,2023-01-27,0.6346346904383865,,
2023-01-28,2023-01-28,0.8182554916297607,,
2023-01-29,2023-01-29,0.754408271614148,,
2023-01-30,2023-01-30,0.7236198011562465,,
2023-01-31,2023-01-31,0.7350602458098465,,
2023-02-01,2023-02-01,0.659762847022339,,
2023-02-02,2023-02-02,0.6584310485981875,,
2023-02-03,2023-02-03,0.7150191740663225,,
2023-02-04,2023-02-04,0.7696866993140125,,
2023-02-05,2023-02-05,0.7163496186912923,,
2023-02-06,2023-02-06,0.8377188685336534,,
2023-02-07,2023-02-07,0.6524879744263192,,
2023-02-08,2023-02-08,0.939871084353772,,
2023-02-09,2023-02-09,0.742074202371469,,
2023-02-10,2023-02-10,0.9087564013314792,,
2023-02-11,2023-02-11,0.7650364602222178,,
2023-02-12,2023-02-12,0.6350941317611484,,
2023-02-13,2023-02-13,0.7368650951800944,,
2023-02-14,2023-02-14,0.7315246623652463,,
2023-02-15,2023-02-15,0.6880107310342637,,
2023-02-16,2023-02-16,0.8650130800417059,,
2023-02-17,2023-02-17,0.7130363554665975,,
2023-02-18,2023-02-18,0.7344029613956722,,
2023-02-19,2023-02-19,0.9602465220499204,,
2023-02-20,2023-02-20,0.8031430969632516,,
2023-02-21,2023-02-21,0.7826011288177241,,
2023-02-22,2023-02-22,0.6516561971040017,,
2023-02-23,2023-02-23,0.9192151653099128,,
2023-02-24,2023-02-24,0.6972675256686057,,
2023-02-25,2023-02-25,0.6552533968053905,,
2023-02-26,2023-02-26,0.8626402754884674,,
2023-02-27,2023-02-27,0.9223047853546456,,
2023-02-28,2023-02-28,0.6281247695061846,,
2023-03-01,2023-03-01,0.6913978715418201,,
2023-03-02,2023-03-02,0.7056067373973852,,
2023-03-03,2023-03-03,0.917184826960349,,
2023-03-04,2023-03-04,1.1359968214729852,,
2023-03-05,2023-03-05,0.6311877747680257,,
2023-03-06,2023-03-06,0.7973723046766821,,
2023-03-07,2023-03-07,0.5241193615452222,,
2023-03-08,2023-03-08,0.868682633736032,,
2023-03-09,2023-03-09,0.7914560123115516,,
2023-03-10,2023-03-10,0.8266094875703182,,
2023-03-11,2023-03-11,0.8846649734521359,,
2023-03-12,2023-03-12,0.7089536039624716,,
2023-03-13,2023-03-13,0.9583613805996032,,
2023-03-14,2023-03-14,0.9307526335831832,,
2023-03-15,2023-03-15,0.926134470783172,,
2023-03-16,2023-03-16,1.0039212816658196,,
2023-03-17,2023-03-17,0.7658441773791782,,
2023-03-18,2023-03-18,1.1128496495312008,,
2023-03-19,2023-03-19,0.9475880963077123,,
2023-03-20,2023-03-20,0.9219913241491766,,
2023-03-21,2023-03-21,1.0895133478420798,,
2023-03-22,2023-03-22,0.989729619540796,,
2023-03-23,2023-03-23,1.0952035561022602,,
2023-03-24,2023-03-24,1.0774487587762187,,
2023-03-25,2023-03-25,1.0248973499228844,,
2023-03-26,2023-03-26,1.1111088635730515,,
2023-03-27,2023-03-27,0.8612997992783822,,
2023-03-28,2023-03-28,1.0523971502874876,,
2023-03-29,2023-03-29,0.8816567516409268,,
2023-03-30,2023-03-30,0.4458829100575226,,
2023-03-31,2023-03-31,1.211205389563495,,
2023-04-01,2023-04-01,1.175579926571616,,
2023-04-02,2023-04-02,1.1504700100136984,,
2023-04-03,2023-04-03,1.2648320733475693,,
2023-04-04,2023-04-04,0.8414831586885143,,
2023-04-05,2023-04-05,0.8519587406008281,,
2023-04-06,2023-04-06,0.7342776329830115,,
2023-04-07,2023-04-07,0.807532885924352,,
2023-04-08,2023-04-08,1.1038709678124885,,
2023-04-09,2023-04-09,1.062078282388735,,
2023-04-10,2023-04-10,0.8874145086085845,,
2023-04-11,2023-04-11,0.9098654686186716,,
2023-04-12,2023-04-12,0.8320411821991648,,
2023-04-13,2023-04-13,1.0472243623608577,,
2023-04-14,2023-04-14,1.1466962225554571,,
2023-04-15,2023-04-15,0.9932964072520096,,
2023-04-16,2023-04-16,1.053319986918922,,
2023-04-17,2023-04-17,0.9025869048555972,,
2023-04-18,2023-04-18,1.2144281482959416,,
2023-04-19,2023-04-19,2.3318579964903785,,
2023-04-20,2023-04-20,1.205613151169466,,
2023-04-21,2023-04-21,1.1227163354362566,,
2023-04-22,2023-04-22,1.0985057091630182,,
2023-04-23,2023-04-23,1.216439434279538,,
2023-04-24,2023-04-24,1.1827247471773137,,
2023-04-25,2023-04-25,1.034590652490638,,
2023-04-26,2023-04-26,1.1707459044405482,,
2023-04-27,2023-04-27,1.087187558624755,,
2023-04-28,2023-04-28,1.3423237001362434,,
2023-04-29,2023-04-29,1.4582049677722473,,
2023-04-30,2023-04-30,0.9940032246948606,,
2023-05-01,2023-05-01,1.033229218546455,,
2023-05-02,2023-05-02,1.1584834255458956,,
2023-05-03,2023-05-03,1.0458563071978952,,
2023-05-04,2023-05-04,1.169211264045261,,
2023-05-05,2023-05-05,1.0337694493202088,,
2023-05-06,2023-05-06,1.0941902231128178,,
2023-05-07,2023-05-07,1.694801294233231,,
2023-05-08,2023-05-08,1.412040354304691,,
2023-05-09,2023-05-09,1.156120066819269,,
2023-05-10,2023-05-10,1.0664429965632989,,
2023-05-11,2023-05-11,1.0164808842808577,,
2023-05-12,2023-05-12,1.3068359589696017,,
2023-05-13,2023-05-13,1.0449934411118182,,
2023-05-14,2023-05-14,1.5277908898864152,,
2023-05-15,2023-05-15,2.156447657552465,,
2023-05-16,2023-05-16,1.156801789869911,,
2023-05-17,2023-05-17,0.9936412596352924,,
2023-05-18,2023-05-18,0.9038761426882228,,
2023-05-19,2023-05-19,1.150536078436687,,
2023-05-20,2023-05-20,1.202179729247738,,
2023-05-21,2023-05-21,1.1236471534126875,,
2023-05-22,2023-05-22,1.0364566559715194,,
2023-05-23,2023-05-23,1.025651383498683,,
2023-05-24,2023-05-24,1.12220169639845,,
2023-05-25,2023-05-25,1.2580276485861224,,
2023-05-26,2023-05-26,1.2127474241894312,,
2023-05-27,2023-05-27,0.962386327975862,,
2023-05-28,2023-05-28,1.3753968018792977,,
2023-05-29,2023-05-29,1.0082296734701113,,
2023-05-30,2023-05-30,1.3202042054721244,,
2023-05-31,2023-05-31,1.125318252194351,,
2023-06-01,2023-06-01,1.1674642957394,,
2023-06-02,2023-06-02,1.1047036740972962,,
2023-06-03,2023-06-03,0.9458294881411202,,
2023-06-04,2023-06-04,1.0014575700012045,,
2023-06-05,2023-06-05,1.1730298898724827,,
2023-06-06,2023-06-06,1.0660346237679703,,
2023-06-07,2023-06-07,1.190555662523061,,
2023-06-08,2023-06-08,1.363138699703571,,
2023-06-09,2023-06-09,1.2842673439531995,,
2023-06-10,2023-06-10,0.8000900198414292,,
2023-06-11,2023-06-11,1.1787341420539124,,
2023-06-12,2023-06-12,1.185487316113751,,
2023-06-13,2023-06-13,1.1750063673649376,,
2023-06-14,2023-06-14,1.1743665657485438,,
2023-06-15,2023-06-15,1.0031330223806705,,
2023-06-16,2023-06-16,1.1791079169848633,,
2023-06-17,2023-06-17,1.0160372508673738,,
2023-06-18,2023-06-18,1.5127855986309608,,
2023-06-19,2023-06-19,1.3769035484891137,,
2023-06-20,2023-06-20,0.7587317708579512,,
2023-06-21,2023-06-21,0.977593590344087,,
2023-06-22,2023-06-22,1.1499884364277269,,
2023-06-23,2023-06-23,1.037180851897462,,
2023-06-24,2023-06-24,1.5370647600084566,,
2023-06-25,2023-06-25,1.7852742245894406,,
2023-06-26,2023-06-26,1.2840848049023028,,
2023-06-27,2023-06-27,1.42951502157871,,
2023-06-28,2023-06-28,1.5663706905238004,,
2023-06-29,2023-06-29,0.8305520149805274,,
2023-06-30,2023-06-30,1.454298238358298,,
2023-07-01,2023-07-01,2.6277681608589663,,
2023-07-02,2023-07-02,1.462400737165083,,
2023-07-03,2023-07-03,1.2162440559712104,,
2023-07-04,2023-07-04,1.291782599456096,,
2023-07-05,2023-07-05,1.093025349516226,,
2023-07-06,2023-07-06,0.6081096097154689,,
2023-07-07,2023-07-07,1.169958564653239,,
2023-07-08,2023-07-08,1.2874970496479785,,
2023-07-09,2023-07-09,1.372103667736789,,
2023-07-10,2023-07-10,1.002463020016946,,
2023-07-11,2023-07-11,1.5790653845360083,,
2023-07-12,2023-07-12,1.100910305609191,,
2023-07-13,2023-07-13,0.7903244973683613,,
2023-07-14,2023-07-14,1.3250877266994048,,
2023-07-15,2023-07-15,1.2871827148118666,,
2023-07-16,2023-07-16,1.2505612835882105,,
2023-07-17,2023-07-17,0.8066565426182215,,
2023-07-18,2023-07-18,1.384168181870005,,
2023-07-19,2023-07-19,1.170561413776013,,
2023-07-20,2023-07-20,1.23033855621218,,
2023-07-21,2023-07-21,0.6870209943626338,,
2023-07-22,2023-07-22,2.0621824660433634,,
2023-07-23,2023-07-23,1.4015592189081376,,
2023-07-24,2023-07-24,1.2553337371513469,,
2023-07-25,2023-07-25,0.9299306272544456,,
2023-07-26,2023-07-26,1.0456753626546256,,
2023-07-27,2023-07-27,0.7604640042177347,,
2023-07-28,2023-07-28,0.730602186031368,,
2023-07-29,2023-07-29,1.4245313983246677,,
2023-07-30,2023-07-30,1.0753469305760133,,
2023-07-31,2023-07-31,0.8984289192497507,,
2023-08-01,2023-08-01,1.140416308370548,,
2023-08-02,2023-08-02,0.7624544526287459,,
2023-08-03,2023-08-03,1.1798598555728863,,
2023-08-04,2023-08-04,1.160611632260823,,
2023-08-05,2023-08-05,1.155285391317998,,
2023-08-06,2023-08-06,1.3276009236224704,,
2023-08-07,2023-08-07,1.0211719701678907,,
2023-08-08,2023-08-08,0.9198937988967788,,
2023-08-09,2023-08-09,1.2654544689586886,,
2023-08-10,2023-08-10,1.0562893701494438,,
2023-08-11,2023-08-11,1.4388242000260398,,
2023-08-12,2023-08-12,1.4472331201305968,,
2023-08-13,2023-08-13,1.4131270801769278,,
2023-08-14,2023-08-14,1.1047402295330846,,
2023-08-15,2023-08-15,1.2312886593949397,,
2023-08-16,2023-08-16,1.0983582495571078,,
2023-08-17,2023-08-17,1.340192474890512,,
2023-08-18,2023-08-18,1.104607465243648,,
2023-08-19,2023-08-19,1.003019605019577,,
2023-08-20,2023-08-20,1.1528967773736858,,
2023-08-21,2023-08-21,1.185415838271125,,
2023-08-22,2023-08-22,1.2692102904905596,,
2023-08-23,2023-08-23,0.9330305592995264,,
2023-08-24,2023-08-24,1.029919392845706,,
2023-08-25,2023-08-25,1.1819812335313509,,
2023-08-26,2023-08-26,0.9053311199209646,,
2023-08-27,2023-08-27,1.5643871772500584,,
2023-08-28,2023-08-28,1.1309696779094478,,
2023-08-29,2023-08-29,0.7152839411900056,,
2023-08-30,2023-08-30,1.138792045954082,,
2023-08-31,2023-08-31,1.0723063335380394,,
2023-09-01,2023-09-01,1.1240127297310916,,
2023-09-02,2023-09-02,0.9184565624615302,,
2023-09-03,2023-09-03,0.834187870005841,,
2023-09-04,2023-09-04,1.0240703866237617,,
2023-09-05,2023-09-05,1.0380248241024446,,
2023-09-06,2023-09-06,1.2328185743687703,,
2023-09-07,2023-09-07,1.0202361396039734,,
2023-09-08,2023-09-08,1.0555906922057396,,
2023-09-09,2023-09-09,0.821809827554334,,
2023-09-10,2023-09-10,1.074940622683778,,
2023-09-11,2023-09-11,0.900850520767224,,
2023-09-12,2023-09-12,0.8152028325061649,,
2023-09-13,2023-09-13,0.9850446232727614,,
2023-09-14,2023-09-14,1.3778647685137626,,
2023-09-15,2023-09-15,1.2936924842118558,,
2023-09-16,2023-09-16,1.0565731937176543,,
2023-09-17,2023-09-17,1.1948279659777,,
2023-09-18,2023-09-18,1.7046455104259142,,
2023-09-19,2023-09-19,2.3576565294311425,,
2023-09-20,2023-09-20,1.0160328982220153,,
2023-09-21,2023-09-21,0.984365539349042,,
2023-09-22,2023-09-22,1.167208104343695,,
2023-09-23,2023-09-23,1.0333065049012766,,
2023-09-24,2023-09-24,1.1626414765193145,,
2023-09-25,2023-09-25,1.1437862039659046,,
2023-09-26,2023-09-26,1.0426354111881615,,
2023-09-27,2023-09-27,0.9404014127803132,,
2023-09-28,2023-09-28,1.185751588711797,,
2023-09-29,2023-09-29,1.0766234684701892,,
2023-09-30,2023-09-30,1.3128933860976246,,
2023-10-01,2023-10-01,0.9905490577001138,,
2023-10-02,2023-10-02,0.8514250270765252,,
2023-10-03,2023-10-03,1.2266592526394675,,
2023-10-04,2023-10-04,1.309708141832841,,
2023-10-05,2023-10-05,0.9269461498128188,,
2023-10-06,2023-10-06,1.1466031533578134,,
2023-10-07,2023-10-07,1.5587023855982651,,
2023-10-08,2023-10-08,1.2628641963284777,,
2023-10-09,2023-10-09,1.451078663474813,,
2023-10-10,2023-10-10,1.183051385901174,,
2023-10-11,2023-10-11,1.0772119519139856,,
2023-10-12,2023-10-12,0.9455691010826008,,
2023-10-13,2023-10-13,1.050761932625386,,
2023-10-14,2023-10-14,1.494689121546931,,
2023-10-15,2023-10-15,1.097821996991165,,
2023-10-16,2023-10-16,0.9926029992497908,,
2023-10-17,2023-10-17,0.9545623570907602,,
2023-10-18,2023-10-18,1.130460771398888,,
2023-10-19,2023-10-19,0.8914323574541205,,
2023-10-20,2023-10-20,1.0328597341973371,,
2023-10-21,2023-10-21,1.19171797681288,,
2023-10-22,2023-10-22,1.1609588975155276,,
2023-10-23,2023-10-23,1.1318264813348031,,
2023-10-24,2023-10-24,1.181819042442854,,
2023-10-25,2023-10-25,1.335763283861462,,
2023-10-26,2023-10-26,1.667584560457856,,
2023-10-27,2023-10-27,1.30949561549074,,
2023-10-28,2023-10-28,1.5243686141988584,,
2023-10-29,2023-10-29,1.5930702495455176,,
2023-10-30,2023-10-30,1.2727477950571418,,
2023-10-31,2023-10-31,1.212607627552936,,
2023-11-01,2023-11-01,2.102086186755173,,
2023-11-02,2023-11-02,1.3004499480110754,,
2023-11-03,2023-11-03,1.205981168385392,,
2023-11-04,2023-11-04,1.3475650030990858,,
2023-11-05,2023-11-05,1.2998162560781954,,
2023-11-06,2023-11-06,1.480825058057227,,
2023-11-07,2023-11-07,1.423970034261563,,
2023-11-08,2023-11-08,1.4713078022617896,,
2023-11-09,2023-11-09,1.2235701665104517,,
2023-11-10,2023-11-10,1.4649469017741912,,
2023-11-11,2023-11-11,1.366233088417548,,
2023-11-12,2023-11-12,1.3234075989067322,,
2023-11-13,2023-11-13,1.5280769690697749,,
2023-11-14,2023-11-14,1.4338843962006416,,
2023-11-15,2023-11-15,1.3849979550823248,,
2023-11-16,2023-11-16,1.398631917497511,,
2023-11-17,2023-11-17,1.3620768082146937,,
2023-11-18,2023-11-18,1.6977427755542576,,
2023-11-19,2023-11-19,1.5867986883846248,,
2023-11-20,2023-11-20,1.560294800385071,,
2023-11-21,2023-11-21,1.5594212860992305,,
2023-11-22,2023-11-22,1.2109747224695109,,
2023-11-23,2023-11-23,1.4886167304643956,,
2023-11-24,2023-11-24,1.29646261410012,,
2023-11-25,2023-11-25,1.3923244144925138,,
2023-11-26,2023-11-26,1.5087350763937897,,
2023-11-27,2023-11-27,1.353504523499448,,
2023-11-28,2023-11-28,1.5052006071636088,,
2023-11-29,2023-11-29,1.3234843156886942,,
2023-11-30,2023-11-30,0.948669119883634,,
2023-12-01,2023-12-01,1.5740315688855078,,
2023-12-02,2023-12-02,1.8765520381638248,,
2023-12-03,2023-12-03,1.4843174954117673,,
2023-12-04,2023-12-04,1.571109391706206,,
2023-12-05,2023-12-05,1.4667470394650928,,
2023-12-06,2023-12-06,1.4659763123477831,,
2023-12-07,2023-12-07,1.718087388874168,,
2023-12-08,2023-12-08,1.4662807743626172,,
2023-12-09,2023-12-09,1.6886360023058102,,
2023-12-10,2023-12-10,1.5748848192048177,,
2023-12-11,2023-12-11,1.7428956660176953,,
2023-12-12,2023-12-12,1.8853482697364043,,
2023-12-13,2023-12-13,1.5690091264954005,,
2023-12-14,2023-12-14,1.5536289483481172,,
2023-12-15,2023-12-15,1.7828199169437022,,
2023-12-16,2023-12-16,1.485164250262999,,
2023-12-17,2023-12-17,1.6014113206269478,,
2023-12-18,2023-12-18,2.065686929613672,,
2023-12-19,2023-12-19,1.4722678452096676,,
2023-12-20,2023-12-20,1.6021496530688175,,
2023-12-21,2023-12-21,1.5609149887904672,,
2023-12-22,2023-12-22,1.4090083900717505,,
2023-12-23,2023-12-23,1.93789251070186,,
2023-12-24,2023-12-24,2.993654123588487,,
2023-12-25,2023-12-25,1.8332932990054305,,
2023-12-26,2023-12-26,1.7172450732475713,,
2023-12-27,2023-12-27,2.4167518690957013,,
2023-12-28,2023-12-28,1.5321276579087906,,
2023-12-29,2023-12-29,1.0841064314596882,,
2023-12-30,2023-12-30,2.4782889381687982,,
2023-12-31,2023-12-31,1.577236813694158,,
2024-01-01,2024-01-01,1.5535396441419893,,
2024-01-02,2024-01-02,1.6021869341005506,,
2024-01-03,2024-01-03,1.8292652931051467,,
2024-01-04,2024-01-04,1.4908110234419092,,
2024-01-05,2024-01-05,1.476720843724405,,
2024-01-06,2024-01-06,1.6903675245555585,,
2024-01-07,2024-01-07,1.6075698118665145,,
2024-01-08,2024-01-08,1.630616644655134,,
2024-01-09,2024-01-09,1.728560782296404,,
2024-01-10,2024-01-10,1.6586821522845705,,
2024-01-11,2024-01-11,1.8053636627291725,,
2024-01-12,2024-01-12,1.508896409952125,,
2024-01-13,2024-01-13,1.831526210294495,,
2024-01-14,2024-01-14,2.044002555220663,,
2024-01-15,2024-01-15,1.619762961502171,,
2024-01-16,2024-01-16,4.077966725188962,,
2024-01-17,2024-01-17,1.2929929895495875,,
2024-01-18,2024-01-18,1.5211488534200992,,
2024-01-19,2024-01-19,1.494873818547206,,
2024-01-20,2024-01-20,1.540446025359718,,
2024-01-21,2024-01-21,1.7477897370015425,,
2024-01-22,2024-01-22,1.265551527370722,,
2024-01-23,2024-01-23,1.2879604651378769,,
2024-01-24,2024-01-24,1.8740261731117205,,
2024-01-25,2024-01-25,1.5447331746340762,,
2024-01-26,2024-01-26,1.1614238746000938,,
2024-01-27,2024-01-27,1.805602649709713,,
2024-01-28,2024-01-28,1.5157161125391996,,
2024-01-29,2024-01-29,1.1518446092598404,,
2024-01-30,2024-01-30,1.5193302355799558,,
2024-01-31,2024-01-31,1.6624989886138273,,
2024-02-01,2024-02-01,1.328263346248741,,
2024-02-02,2024-02-02,1.4976439160446815,,
