start_time,date,market_premium,close,change
2023-12-26,2023-12-26,-6.314112392772453,42538.5,-0.0246125484099524
2023-12-27,2023-12-27,-6.814909230207955,43453.8,0.0215169787369089
2023-12-28,2023-12-28,-8.630041053459214,42600.1,-0.019646152925636
2023-12-29,2023-12-29,-8.03752134932829,42095.1,-0.0118544322665908
2024-01-02,2024-01-02,-8.40389646803934,44979.8,0.0169476963703534
2024-01-03,2024-01-03,-7.264676047827468,42849.5,-0.0473612599433523
2024-01-04,2024-01-04,-5.730094478423786,44143.8,0.0302057200200702
2024-01-05,2024-01-05,-5.933335702455578,44145.4,3.6245180523586384e-05
2024-01-08,2024-01-08,-11.51796376948303,46972.7,0.0695814139886921
2024-01-09,2024-01-09,-5.444508122960478,46114.0,-0.0182808312062111
2024-01-10,2024-01-10,-2.9396565334993907,46662.9,0.0119031096846944
2024-01-18,2024-01-18,-1.7384479110162725,41323.1,-0.034132397144687
2024-01-19,2024-01-19,-0.5731237421319757,41662.2,0.0082060639206642
2024-01-22,2024-01-22,1.337250201124229,39567.0,-0.0484126984126984
2024-01-23,2024-01-23,-2.1765338199300266,39890.0,0.0081633684636186
2024-01-24,2024-01-24,-1.5440993567241823,40078.7,0.0047305088994735
2024-01-25,2024-01-25,-0.760731083001065,39953.3,-0.0031288439994309
2024-01-26,2024-01-26,0.3721490430057317,41806.4,0.0463816505770486
2024-01-29,2024-01-29,-0.4761074158767809,43287.7,0.0301395486087974
2024-01-30,2024-01-30,1.287921535039449,42918.3,-0.0085336019238719
2024-01-31,2024-01-31,-0.0791156305313234,42560.5,-0.00833677009574
2024-02-01,2024-02-01,-0.2059210318408388,43072.6,0.0120322834553165
2024-02-02,2024-02-02,-0.6259551941087071,43182.0,0.0025398977540247
2024-02-05,2024-02-05,-0.6966027937475694,42692.9,0.0028799421192708
2024-02-06,2024-02-06,-0.07064747379385,43079.1,0.0090460006230543
2024-02-07,2024-02-07,-0.4338957824038703,44326.2,0.0289490727522161
2024-02-08,2024-02-08,0.5456504334451884,45269.1,0.021271843740271
2024-02-09,2024-02-09,0.8545529658292139,47116.1,0.0408004577073544
2024-02-12,2024-02-12,0.5891345315280239,49943.6,0.0339562018408641
2024-02-13,2024-02-13,-0.630597815672751,49696.4,-0.0049495831297703
2024-02-14,2024-02-14,-0.2496405390036593,51823.2,0.0427958564403054
2024-02-15,2024-02-15,-0.4284636781737295,51898.5,0.0014530171814941
2024-02-16,2024-02-16,-0.6374089583530584,52148.6,0.0048190217443664
2024-02-20,2024-02-20,-0.5193342404521961,52297.4,0.0093334208261119
2024-02-21,2024-02-21,-1.7543834221577792,51877.8,-0.0080233434166898
2024-02-22,2024-02-22,1.489155879716897,51316.9,-0.0108119465358978
2024-02-23,2024-02-23,0.643385061512669,50771.9,-0.0106202829866963
2024-02-26,2024-02-26,-0.0769032537540792,54511.6,0.0530610510210585
2024-02-27,2024-02-27,-0.1673110082454076,57074.5,0.0470156810660482
2024-02-28,2024-02-28,-3.5026278774073383,62487.9,0.0948479618743922
2024-02-29,2024-02-29,1.368160155753717,61203.3,-0.0205575799474777
2024-03-01,2024-03-01,1.0425368504483945,62430.6,0.0200528402880235
2024-03-04,2024-03-04,-6.83202960924093,68296.4,0.0810069881367869
2024-03-05,2024-03-05,-8.696902052042399,63747.4,-0.0666067318335957
2024-03-06,2024-03-06,-4.6793342526219135,66128.1,0.0373458368498167
2024-03-07,2024-03-07,-4.689287470677572,66870.0,0.0112191337721785
2024-03-08,2024-03-08,-4.4637104398112415,68180.2,0.0195932406161207
2024-03-11,2024-03-11,-5.990340542863737,72153.8,0.0456799677689567
2024-03-12,2024-03-12,-6.099071067256978,71503.2,-0.0090168501173881
2024-03-13,2024-03-13,-5.468703415654264,73127.6,0.0227178643753007
2024-03-14,2024-03-14,-8.771297169588266,71455.5,-0.0228655117903501
2024-03-15,2024-03-15,-6.607297474012519,69552.2,-0.0266361581683706
2024-03-18,2024-03-18,-7.134089400925769,67660.0,-0.0115109448208052
2024-03-19,2024-03-19,-2.317261656910408,61974.1,-0.0840363582618977
2024-03-20,2024-03-20,-8.750391652273626,67876.4,0.0952381720751087
2024-03-21,2024-03-21,-6.511902475853315,65539.9,-0.0344228627328496
2024-03-22,2024-03-22,-5.8941581344403975,63826.0,-0.0261504823779101
2024-03-25,2024-03-25,-4.509761642710775,69920.5,0.0395415464259325
2024-03-26,2024-03-26,-6.760937014648194,70044.1,0.0017677219127438
