start_time,datetime,tokens_transferred_count_mean,tokens_transferred_count_total,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,80.7032967,22032,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,82.45547945,24077,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,88.51864407,26113,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,106.63703704,28792,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,111.04693141,30760,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,93.82394366,26646,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,84.672,21168,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,107.09465021,26024,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,111.388,27847,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,103.74193548,25728,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,83.91973244,25092,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,98.96666667,26721,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,94.07266436,27187,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,99.93014706,27181,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,97.48432056,27978,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,96.80405405,28654,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,102.2195122,29337,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,100.61693548,24953,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,114.47636364,31481,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,116.61363636,30786,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,101.88489209,28324,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,100.37827715,26801,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,94.12941176,24003,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,87.57608696,24171,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,74.2,20034,720.8,-0.0122915439110953
2021-01-02 01:00:00,2021-01-02 01:00:00,80.42537313,21554,730.2,0.013041065482797
2021-01-02 02:00:00,2021-01-02 02:00:00,81.06825939,23753,730.69,0.0006710490276635
2021-01-02 03:00:00,2021-01-02 03:00:00,89.32989691,25995,731.42,0.0009990556870902
2021-01-02 04:00:00,2021-01-02 04:00:00,96.83032491,26822,730.21,-0.0016543162615185
2021-01-02 05:00:00,2021-01-02 05:00:00,86.52059925,23101,732.84,0.0036017036195066
2021-01-02 06:00:00,2021-01-02 06:00:00,81.43181818,21498,737.88,0.0068773538562305
2021-01-02 07:00:00,2021-01-02 07:00:00,103.05166052,27927,735.82,-0.0027917818615492
2021-01-02 08:00:00,2021-01-02 08:00:00,101.98518519,27536,734.51,-0.0017803267103368
2021-01-02 09:00:00,2021-01-02 09:00:00,89.98996656,26907,726.31,-0.011163905188493
2021-01-02 10:00:00,2021-01-02 10:00:00,89.29885057,23307,729.42,0.0042819181892028
2021-01-02 11:00:00,2021-01-02 11:00:00,96.6490566,25612,730.5,0.0014806284445176
2021-01-02 12:00:00,2021-01-02 12:00:00,74.94791667,21585,753.78,0.0318685831622176
2021-01-02 13:00:00,2021-01-02 13:00:00,92.86567164,24888,772.35,0.0246358353896363
