start_time,datetime,tokens_transferred_mean,tokens_transferred_mean_usd,tokens_transferred_median,tokens_transferred_median_usd,tokens_transferred_total,tokens_transferred_total_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,8.780885136040366,6453.069961532544,0.4000949905834698,294.0296935324774,24112.310583566847,17720130.114368364,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,5.653451201549819,4234.032122567108,0.408,305.56292862912,15857.930620347242,11876460.103800738,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,8.490699256110432,6327.049378281774,0.35,260.810943316,23909.80910520697,17816971.049241476,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,7.816300159095126,5831.399761123014,0.25,186.514068115,20760.093222556658,15488197.765542729,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,4.378260506819545,3254.4744962016543,0.2218,164.869687889332,10967.54256958296,8152458.612985144,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,4.128140691038802,3061.6968362429634,0.23,170.5829149342,10320.351727597004,7654242.090607408,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,6.612973823304071,4898.8324194717325,0.2890984110974957,214.161541621614,15494.197668001436,11477964.35882227,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,11.436473420590856,8443.105611615669,0.2720716315003031,200.85995343160252,27882.122199400503,20584291.481119,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,9.60800588130016,7020.579571574989,0.2634067795242462,192.4715990173849,22271.35763285377,16273703.446910825,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,6.430017520710176,4723.293701428042,0.3855995078119501,283.24957446162296,14531.839596804995,10674643.765227376,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,35.254874231674805,26005.21596609064,0.2134,157.411229173462,89371.10617729563,65923222.47403977,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,5.829210488848131,4314.459829794223,0.3,222.043439916,15902.0862135777,11769846.41567864,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,11.75131323131729,8623.072870673557,0.299207105806312,219.55713595610976,31587.52996578088,23178819.87637052,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,5.676273462313144,4208.666453906506,0.4028902548941372,298.7225177991704,15757.335131381284,11683258.07604446,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,5.04392669764969,3729.150682142293,0.4716688145455414,348.7211823136438,14218.829360674476,10512475.772959124,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,10.611224862283924,7816.4108546482385,0.2784521513272416,205.1126468792919,34879.09612232725,25692542.47922876,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,9.548779070036474,7040.8495520927645,0.37,272.8217204699,29486.629768272636,21742143.41686245,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,5.386582947219014,3928.865162891995,0.5,364.68993436,15152.457830527088,11051897.703215184,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,7.881676258425896,5719.034373579955,0.2697976,195.76822210375016,32228.174220703488,23385131.55356844,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,6.305954031470538,4584.034246430641,0.2062569970727675,149.9359388649119,23994.1550897454,17442250.307668593,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,4.392257393621447,3211.800822000712,0.28,204.7476159904,16712.539382729607,12220902.127712708,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,4.461602696390228,3255.476838992511,0.27,197.0096412303,15352.374878278775,11202095.802973231,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,6.4714792287864,4728.420598776421,0.29,211.8900370638,19841.555315459103,14497337.555848507,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,5.359321111013567,3915.556452556574,0.342545,250.2657066553959,16989.047921913007,12412313.95460434,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,13.611331080844144,9806.023336073416,0.5,360.21544395,28815.18789814705,20759351.40246742,720.8,-0.0122915439110953
