start_time,datetime,funding_rates,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,0.02283505,29015.0,
2021-01-01 01:00:00,2021-01-01 01:00:00,0.02859635,29448.4,0.0149371014992245
2021-01-01 02:00:00,2021-01-01 02:00:00,0.04000617,29237.06,-0.0071766208011301
2021-01-01 03:00:00,2021-01-01 03:00:00,0.04564937,29302.11,0.0022249159115177
2021-01-01 04:00:00,2021-01-01 04:00:00,0.04162025,29237.07,-0.0022196353777936
2021-01-01 05:00:00,2021-01-01 05:00:00,0.03894115,29213.8,-0.0007959073874366
2021-01-01 06:00:00,2021-01-01 06:00:00,0.03744198,29197.3,-0.000564801566383
2021-01-01 07:00:00,2021-01-01 07:00:00,0.03151688,29107.71,-0.003068434410031
2021-01-01 08:00:00,2021-01-01 08:00:00,0.02434433,29025.89,-0.0028109390948308
2021-01-01 09:00:00,2021-01-01 09:00:00,0.0222524,29229.6,0.007018217184727
2021-01-01 10:00:00,2021-01-01 10:00:00,0.02381212,29259.29,0.0010157511563622
2021-01-01 11:00:00,2021-01-01 11:00:00,0.02921685,29341.99,0.0028264527266383
2021-01-01 12:00:00,2021-01-01 12:00:00,0.03489803,29257.82,-0.0028685852595546
2021-01-01 13:00:00,2021-01-01 13:00:00,0.03661903,29493.66,0.0080607509376979
2021-01-01 14:00:00,2021-01-01 14:00:00,0.03902075,29354.58,-0.0047155897233506
2021-01-01 15:00:00,2021-01-01 15:00:00,0.03663238,29210.84,-0.0048966805179976
2021-01-01 16:00:00,2021-01-01 16:00:00,0.03295737,29324.21,0.0038810934570865
2021-01-01 17:00:00,2021-01-01 17:00:00,0.03058058,29099.0,-0.0076800022916218
2021-01-01 18:00:00,2021-01-01 18:00:00,0.02680692,29086.62,-0.0004254441733393
2021-01-01 19:00:00,2021-01-01 19:00:00,0.02025167,29048.47,-0.0013115996289702
2021-01-01 20:00:00,2021-01-01 20:00:00,0.01359565,29214.14,0.0057032263661389
2021-01-01 21:00:00,2021-01-01 21:00:00,0.01,29177.77,-0.0012449450848116
2021-01-01 22:00:00,2021-01-01 22:00:00,0.01,29270.89,0.0031914707669571
2021-01-01 23:00:00,2021-01-01 23:00:00,0.01,29337.16,0.002264024086729
2021-01-02 00:00:00,2021-01-02 00:00:00,0.01,29215.89,-0.0041336652900281
2021-01-02 01:00:00,2021-01-02 01:00:00,0.01,29380.0,0.0056171487502179
2021-01-02 02:00:00,2021-01-02 02:00:00,0.01,29347.02,-0.0011225323349216
2021-01-02 03:00:00,2021-01-02 03:00:00,0.01,29364.67,0.0006014239265177
2021-01-02 04:00:00,2021-01-02 04:00:00,0.01,29363.03,-5.584942721981179e-05
2021-01-02 05:00:00,2021-01-02 05:00:00,0.01,29628.65,0.0090460691556697
2021-01-02 06:00:00,2021-01-02 06:00:00,0.01014023,29733.03,0.0035229414772524
2021-01-02 07:00:00,2021-01-02 07:00:00,0.01548517,29777.33,0.0014899255138141
2021-01-02 08:00:00,2021-01-02 08:00:00,0.0276208,29870.0,0.0031120990364146
2021-01-02 09:00:00,2021-01-02 09:00:00,0.03702562,29642.1,-0.0076297288249079
2021-01-02 10:00:00,2021-01-02 10:00:00,0.0432047,29708.25,0.0022316232655581
2021-01-02 11:00:00,2021-01-02 11:00:00,0.04647675,29775.52,0.0022643541777116
2021-01-02 12:00:00,2021-01-02 12:00:00,0.0521634,30660.12,0.0297089689785434
2021-01-02 13:00:00,2021-01-02 13:00:00,0.07531148,31616.51,0.031193289523981
2021-01-02 14:00:00,2021-01-02 14:00:00,0.09687512,31335.01,-0.008903576011394
