start_time,datetime,fees_transaction_mean,fees_transaction_mean_usd,fees_transaction_median,fees_transaction_median_usd,close,change
2021-01-02 05:00:00,2021-01-02 05:00:00,0.00019816,5.85229036,5.798e-05,1.71292882,29628.65,0.0090460691556697
2021-01-02 06:00:00,2021-01-02 06:00:00,0.00016678,4.94741794,4.326e-05,1.2809564,29733.03,0.0035229414772524
2021-01-02 07:00:00,2021-01-02 07:00:00,0.00014937,4.44743261,4.516e-05,1.34317709,29777.33,0.0014899255138141
2021-01-02 08:00:00,2021-01-02 08:00:00,0.00015745,4.6989779,3.58e-05,1.06759208,29870.0,0.0031120990364146
2021-01-02 09:00:00,2021-01-02 09:00:00,0.00016635,4.95007587,7.067e-05,2.10188522,29642.1,-0.0076297288249079
2021-01-02 10:00:00,2021-01-02 10:00:00,0.00014801,4.39613006,2.712e-05,0.80355152,29708.25,0.0022316232655581
2021-01-02 11:00:00,2021-01-02 11:00:00,0.00023293,6.92729593,0.00013062,3.88190035,29775.52,0.0022643541777116
2021-01-02 12:00:00,2021-01-02 12:00:00,0.0001812,5.48610863,8.425e-05,2.55714086,30660.12,0.0297089689785434
2021-01-02 13:00:00,2021-01-02 13:00:00,0.00029294,9.0656554,0.00015355,4.75425937,31616.51,0.031193289523981
2021-01-02 14:00:00,2021-01-02 14:00:00,0.00030312,9.4734575,0.00014476,4.52657763,31335.01,-0.008903576011394
2021-01-02 15:00:00,2021-01-02 15:00:00,0.00029176,9.18150122,0.00015209,4.79264729,31717.01,0.0121908370222316
2021-01-02 16:00:00,2021-01-02 16:00:00,0.00038678,12.59000271,0.00020755,6.75435689,32543.45,0.0260566806265787
2021-01-02 17:00:00,2021-01-02 17:00:00,0.00038773,12.69994464,0.00019046,6.25503741,32904.2,0.0110851799670901
2021-01-02 18:00:00,2021-01-02 18:00:00,0.00036385,11.90910035,0.00015471,5.0615234,33100.0,0.0059506081290534
2021-01-02 19:00:00,2021-01-02 19:00:00,0.00039953,13.19740669,0.0002016,6.66175686,33115.41,0.0004655589123867
2021-01-02 20:00:00,2021-01-02 20:00:00,0.00034108,11.05890595,0.00015385,4.99945296,30912.0,-0.0665373009121735
2021-01-02 21:00:00,2021-01-02 21:00:00,0.00032083,10.12498149,0.00015456,4.87508653,31722.66,0.0262247670807453
2021-01-02 22:00:00,2021-01-02 22:00:00,0.00033562,10.73265707,0.00017484,5.56798754,32171.14,0.0141375281896285
2021-01-02 23:00:00,2021-01-02 23:00:00,0.00025284,8.07210747,0.00014238,4.54502744,32199.91,0.0008942797799518
2021-01-03 00:00:00,2021-01-03 00:00:00,0.00035008,11.29287609,0.00016094,5.18861346,32478.69,0.008657788173942
2021-01-03 01:00:00,2021-01-03 01:00:00,0.00018477,6.02774682,9.816e-05,3.19993,32611.14,0.0040780585670172
2021-01-03 02:00:00,2021-01-03 02:00:00,0.00022846,7.4861955,0.00010368,3.389527,32765.99,0.0047483773949639
2021-01-03 03:00:00,2021-01-03 03:00:00,0.00030829,10.07495246,0.0001408,4.59938239,32601.49,-0.0050204495576052
2021-01-03 04:00:00,2021-01-03 04:00:00,0.00021488,7.03058335,6.964e-05,2.27792555,33256.95,0.020105216049941
2021-01-03 05:00:00,2021-01-03 05:00:00,0.00016208,5.49388822,4.575e-05,1.55069439,33823.58,0.017037942445113
2021-01-03 06:00:00,2021-01-03 06:00:00,0.00036821,12.52034596,0.00016174,5.50617931,34016.77,0.0057116958051157
2021-01-03 07:00:00,2021-01-03 07:00:00,0.00018745,6.43045556,8.358e-05,2.85345074,34472.24,0.013389572260976
2021-01-03 08:00:00,2021-01-03 08:00:00,0.00036723,12.61996618,0.00016117,5.53744147,34420.0,-0.0015154222644074
2021-01-03 09:00:00,2021-01-03 09:00:00,0.00014421,4.94391196,4.26e-05,1.46622155,34239.04,-0.0052574084834398
2021-01-03 10:00:00,2021-01-03 10:00:00,0.00031282,10.58785206,0.00017802,6.0165834,33949.75,-0.0084491270783293
2021-01-03 11:00:00,2021-01-03 11:00:00,0.00030565,10.45351648,0.00016499,5.6488869,34464.06,0.0151491542647588
2021-01-03 12:00:00,2021-01-03 12:00:00,0.00026866,9.20338557,0.00013838,4.75211635,34156.94,-0.0089113122481795
2021-01-03 13:00:00,2021-01-03 13:00:00,0.00036126,12.30432386,0.00017966,6.11150101,33939.02,-0.0063799626078918
2021-01-03 14:00:00,2021-01-03 14:00:00,0.00023778,8.0665459,0.00012656,4.30793881,33903.75,-0.001039216807085
2021-01-03 15:00:00,2021-01-03 15:00:00,0.0003199,10.71831194,0.00016728,5.61007665,33540.46,-0.0107153338495004
2021-01-03 16:00:00,2021-01-03 16:00:00,0.00023547,7.85431112,0.00011873,3.95987432,32742.51,-0.023790669537627
2021-01-03 17:00:00,2021-01-03 17:00:00,0.00022066,7.27830486,0.00011893,3.91182012,32979.98,0.0072526510643198
2021-01-03 18:00:00,2021-01-03 18:00:00,0.00025134,8.21880665,0.00012269,4.00175974,32831.08,-0.0045148602273258
2021-01-03 19:00:00,2021-01-03 19:00:00,0.00022084,7.21698859,0.00011999,3.91811315,32823.72,-0.0002241778217469
2021-01-03 20:00:00,2021-01-03 20:00:00,0.00023799,7.96854683,0.00012716,4.24142104,33779.07,0.0291054761617512
2021-01-03 21:00:00,2021-01-03 21:00:00,0.00016333,5.50188837,7.595e-05,2.56035337,33625.0,-0.0045611084023331
2021-01-03 22:00:00,2021-01-03 22:00:00,0.00016213,5.40473744,5.833e-05,1.94596183,33209.99,-0.0123423048327138
2021-01-03 23:00:00,2021-01-03 23:00:00,0.00028089,9.35644404,0.00015312,5.09614141,33054.53,-0.0046811215540865
2021-01-04 00:00:00,2021-01-04 00:00:00,0.00017134,5.635969,4.42e-05,1.45219589,32907.4,-0.0044511296938724
2021-01-04 01:00:00,2021-01-04 01:00:00,0.00019901,6.53514424,0.00010126,3.34080384,33242.22,0.0101746111816793
2021-01-04 02:00:00,2021-01-04 02:00:00,0.00026952,8.94198449,0.0001236,4.10800226,33502.99,0.0078445422718458
2021-01-04 03:00:00,2021-01-04 03:00:00,0.00019253,6.42659554,6.214e-05,2.07818,33562.22,0.0017679019096505
2021-01-04 04:00:00,2021-01-04 04:00:00,0.00036556,12.1771969,0.00019478,6.48833869,33324.51,-0.0070826661645146
2021-01-04 05:00:00,2021-01-04 05:00:00,0.00032023,10.61407554,0.00015368,5.09955984,32922.5,-0.0120634932066518
2021-01-04 06:00:00,2021-01-04 06:00:00,0.00024224,8.00330597,0.00011814,3.90280019,33265.89,0.0104302528665805
2021-01-04 07:00:00,2021-01-04 07:00:00,0.00017886,5.7915871,8.2e-05,2.65544266,32186.58,-0.0324449458589564
2021-01-04 08:00:00,2021-01-04 08:00:00,0.00026863,8.66701501,0.00011758,3.7951558,32129.54,-0.0017721671578652
2021-01-04 09:00:00,2021-01-04 09:00:00,0.00021125,6.63485967,0.00011451,3.58510866,31179.96,-0.0295547337434648
2021-01-04 10:00:00,2021-01-04 10:00:00,0.00032226,9.48014635,0.00016358,4.85447003,30279.53,-0.028878484770346
2021-01-04 11:00:00,2021-01-04 11:00:00,0.00025634,7.71896442,0.00013328,4.01590428,30760.39,0.0158806956382744
2021-01-04 12:00:00,2021-01-04 12:00:00,0.00039408,12.22416062,0.00017543,5.46517868,31225.59,0.0151233453151926
2021-01-04 13:00:00,2021-01-04 13:00:00,0.00041771,12.99733436,0.00021408,6.6659188,31424.22,0.0063611288049321
2021-01-04 14:00:00,2021-01-04 14:00:00,0.00033784,10.75964445,0.00018576,5.91169536,32107.19,0.0217338727898417
2021-01-04 15:00:00,2021-01-04 15:00:00,0.00031484,10.05100015,0.000159,5.08576413,31758.38,-0.0108639217570892
2021-01-04 16:00:00,2021-01-04 16:00:00,0.00035499,11.10260944,0.0001872,5.85005356,31341.04,-0.0131410985069138
2021-01-04 17:00:00,2021-01-04 17:00:00,0.00031667,9.85616555,0.00019257,5.98032093,31063.98,-0.0088401661208434
2021-01-04 18:00:00,2021-01-04 18:00:00,0.00030466,9.48880412,0.00016724,5.21521406,31195.83,0.0042444657767615
2021-01-04 19:00:00,2021-01-04 19:00:00,0.00032408,10.19488972,0.00016502,5.18067738,31689.27,0.0158174986849204
2021-01-04 20:00:00,2021-01-04 20:00:00,0.00040155,12.63896763,0.00017705,5.56007853,31277.46,-0.0129952504428155
2021-01-04 21:00:00,2021-01-04 21:00:00,0.00032365,10.07113227,0.00016629,5.19087309,31048.19,-0.0073301988077036
2021-01-04 22:00:00,2021-01-04 22:00:00,0.00030751,9.58084997,0.00013464,4.20967866,31366.58,0.010254704058433
2021-01-04 23:00:00,2021-01-04 23:00:00,0.00033159,10.46175016,0.00016896,5.33750722,32031.07,0.0211846493943552
2021-01-05 00:00:00,2021-01-05 00:00:00,0.00028809,9.36037399,0.00012019,3.92641271,32496.46,0.0145293304282372
2021-01-05 01:00:00,2021-01-05 01:00:00,0.00024876,8.10313469,0.00012923,4.21763208,32837.22,0.0104860652514151
2021-01-05 02:00:00,2021-01-05 02:00:00,0.00026737,8.69773138,0.0001176,3.82168405,32358.11,-0.0145904555866788
2021-01-05 03:00:00,2021-01-05 03:00:00,0.00026111,8.337666,0.00012533,3.96912544,31217.58,-0.0352471142474019
2021-01-05 04:00:00,2021-01-05 04:00:00,0.00023959,7.48383079,0.00011127,3.4836494,30891.77,-0.0104367474993257
2021-01-05 05:00:00,2021-01-05 05:00:00,0.00019542,6.00982214,9.572e-05,2.91873933,30460.81,-0.013950641222565
2021-01-05 06:00:00,2021-01-05 06:00:00,0.00022818,7.01874534,0.00011322,3.48903279,31136.47,0.022181288022216
2021-01-05 07:00:00,2021-01-05 07:00:00,0.00036676,11.38762392,0.0001816,5.62954437,30844.23,-0.0093857781566119
2021-01-05 08:00:00,2021-01-05 08:00:00,0.00034385,10.75477496,0.0001784,5.57072245,31224.1,0.0123157556534885
2021-01-05 09:00:00,2021-01-05 09:00:00,0.00028529,8.97049624,0.00014527,4.57289369,31604.61,0.012186420104983
2021-01-05 10:00:00,2021-01-05 10:00:00,0.00029172,9.17702304,0.00015588,4.89143772,31382.84,-0.0070170142900038
2021-01-05 11:00:00,2021-01-05 11:00:00,0.00022066,6.9447473,0.00011988,3.77275111,31824.53,0.0140742520434733
2021-01-05 12:00:00,2021-01-05 12:00:00,0.00035404,11.27376445,0.00018984,6.04133041,31618.0,-0.0064896480796416
2021-01-05 13:00:00,2021-01-05 13:00:00,0.00033476,10.61860294,0.00016724,5.30112637,31488.97,-0.00408090328294
2021-01-05 14:00:00,2021-01-05 14:00:00,0.00027786,8.77428924,0.00013133,4.14092082,32399.95,0.0289301301376323
2021-01-05 15:00:00,2021-01-05 15:00:00,0.00054737,17.56623507,0.00020882,6.70308351,32133.79,-0.0082148274920177
2021-01-05 16:00:00,2021-01-05 16:00:00,0.00034991,11.33921173,0.00017943,5.80689289,32518.32,0.0119665311810401
2021-01-05 17:00:00,2021-01-05 17:00:00,0.0002917,9.49182367,0.00016725,5.44517222,32793.8,0.0084715323546851
2021-01-05 18:00:00,2021-01-05 18:00:00,0.00045606,15.10497725,0.00020264,6.74476991,33411.5,0.0188358775134322
2021-01-05 19:00:00,2021-01-05 19:00:00,0.00038409,13.03284601,0.00021672,7.29788934,33747.0,0.0100414527932
2021-01-05 20:00:00,2021-01-05 20:00:00,0.00037093,12.52853263,0.0002,6.74085961,34017.0,0.0080007111743265
2021-01-05 21:00:00,2021-01-05 21:00:00,0.00036721,12.44904782,0.00018984,6.44213775,33744.79,-0.0080021753828967
2021-01-05 22:00:00,2021-01-05 22:00:00,0.00043789,14.97454457,0.00019888,6.82106377,34261.16,0.0153022140603038
2021-01-05 23:00:00,2021-01-05 23:00:00,0.00046895,15.9716619,0.00019068,6.49677646,33999.52,-0.0076366357706513
2021-01-06 00:00:00,2021-01-06 00:00:00,0.00038616,13.04767276,0.0001692,5.70619082,33962.7,-0.0010829564652676
2021-01-06 01:00:00,2021-01-06 01:00:00,0.00035004,11.83477662,0.0001489,5.04230272,33863.93,-0.0029081904560002
2021-01-06 02:00:00,2021-01-06 02:00:00,0.00046,15.62471124,0.00015534,5.2801355,33920.64,0.0016746431970535
2021-01-06 03:00:00,2021-01-06 03:00:00,0.0002878,9.76425713,0.00014586,4.94970841,34182.5,0.0077197835889888
2021-01-06 04:00:00,2021-01-06 04:00:00,0.00038987,13.63095719,0.00019644,6.83778663,35470.73,0.0376868280552915
2021-01-06 05:00:00,2021-01-06 05:00:00,0.00027564,9.69137029,0.00012884,4.54211308,35069.72,-0.0113053777015584
2021-01-06 06:00:00,2021-01-06 06:00:00,0.00021159,7.41634004,6.016e-05,2.10852118,35240.96,0.0048828448017264
2021-01-06 07:00:00,2021-01-06 07:00:00,0.00035224,12.25314499,0.00019798,6.89306914,34718.61,-0.0148222409378178
2021-01-06 08:00:00,2021-01-06 08:00:00,0.00026805,9.26267629,0.0001312,4.55294425,34660.7,-0.0016679815234539
2021-01-06 09:00:00,2021-01-06 09:00:00,0.00026142,8.91917799,0.00014552,4.9502882,33985.94,-0.0194675814394975
2021-01-06 10:00:00,2021-01-06 10:00:00,0.00021995,7.54550483,9.86e-05,3.37710555,34462.55,0.0140237404055911
2021-01-06 11:00:00,2021-01-06 11:00:00,0.00023201,8.08412077,0.00012366,4.29161872,34994.66,0.0154402387519205
2021-01-06 12:00:00,2021-01-06 12:00:00,0.00054364,18.89504086,0.000216,7.52953136,35024.99,0.0008667036627871
2021-01-06 13:00:00,2021-01-06 13:00:00,0.00036669,12.71749651,0.00020025,6.94770373,34626.09,-0.0113890111032152
2021-01-06 14:00:00,2021-01-06 14:00:00,0.00041402,14.27318359,0.0002091,7.20111484,34242.47,-0.0110789292120477
2021-01-06 15:00:00,2021-01-06 15:00:00,0.00037788,13.07776055,0.00020552,7.11158954,34606.4,0.0106280300457297
2021-01-06 16:00:00,2021-01-06 16:00:00,0.00038817,13.523455,0.00019879,6.92078284,34651.04,0.0012899348097461
2021-01-06 17:00:00,2021-01-06 17:00:00,0.00032696,11.42338282,0.00019068,6.66692357,34961.62,0.0089630787416481
2021-01-06 18:00:00,2021-01-06 18:00:00,0.00038489,13.54975363,0.00019976,7.02328558,35247.26,0.0081701019575179
2021-01-06 19:00:00,2021-01-06 19:00:00,0.00032491,11.56810817,0.00017824,6.34041802,34861.7,-0.0109387226127649
2021-01-06 20:00:00,2021-01-06 20:00:00,0.00037138,13.0484476,0.00017856,6.25366611,36131.01,0.0364098710045697
2021-01-06 21:00:00,2021-01-06 21:00:00,0.00035747,12.89924202,0.00019769,7.12567323,35924.05,-0.0057280435836141
2021-01-06 22:00:00,2021-01-06 22:00:00,0.00032384,11.70983323,0.00016687,6.04180268,36053.01,0.0035897956939709
2021-01-06 23:00:00,2021-01-06 23:00:00,0.00022917,8.32007782,0.0001,3.64338875,36823.68,0.0213760238049471
2021-01-07 00:00:00,2021-01-07 00:00:00,0.00032522,12.00992262,0.00014996,5.57296524,37225.11,0.010901409093279
2021-01-07 01:00:00,2021-01-07 01:00:00,0.00021263,7.88016867,8.088e-05,3.0080358,36975.46,-0.0067064946215068
2021-01-07 02:00:00,2021-01-07 02:00:00,0.00041376,15.25196062,0.0001976,7.31551149,37032.85,0.0015521105078881
2021-01-07 03:00:00,2021-01-07 03:00:00,0.00025671,9.57454859,0.00014688,5.46295978,37555.54,0.0141142256132056
2021-01-07 04:00:00,2021-01-07 04:00:00,0.00041591,15.55126576,0.000189,7.06136589,37540.0,-0.0004137871536397
2021-01-07 05:00:00,2021-01-07 05:00:00,0.00025928,9.71628895,0.00014786,5.55158154,37409.99,-0.0034632392115078
2021-01-07 06:00:00,2021-01-07 06:00:00,0.00039499,14.68894889,0.00020086,7.44247544,37170.68,-0.0063969543964058
2021-01-07 07:00:00,2021-01-07 07:00:00,0.0001748,6.48979296,4.551e-05,1.68957519,36906.64,-0.0071034482016471
2021-01-07 08:00:00,2021-01-07 08:00:00,0.00035142,13.00484933,0.00019073,7.04083227,37296.56,0.010565036535431
2021-01-07 09:00:00,2021-01-07 09:00:00,0.00032241,12.01047361,0.00019082,7.15622714,37548.79,0.0067628220940485
2021-01-07 10:00:00,2021-01-07 10:00:00,0.00019628,7.30544924,7.308e-05,2.72145917,37101.2,-0.0119202243268026
2021-01-07 11:00:00,2021-01-07 11:00:00,0.0002326,8.69988575,0.0001455,5.42680544,37920.0,0.0220693670285598
2021-01-07 12:00:00,2021-01-07 12:00:00,0.00026776,10.16075683,0.00013086,4.96387062,38003.1,0.0021914556962023
2021-01-07 13:00:00,2021-01-07 13:00:00,0.00027959,10.71471745,0.00014952,5.72166589,38218.92,0.0056790103965203
2021-01-07 14:00:00,2021-01-07 14:00:00,0.00033652,12.94577349,0.0001757,6.76609938,38491.67,0.0071365177247291
2021-01-07 15:00:00,2021-01-07 15:00:00,0.00030393,11.69381928,0.00017333,6.666611,39049.99,0.0145049565269577
2021-01-07 16:00:00,2021-01-07 16:00:00,0.00033947,13.32922627,0.00018942,7.43625624,39172.67,0.0031416141207718
2021-01-07 17:00:00,2021-01-07 17:00:00,0.00034974,13.8194002,0.00022176,8.75576686,39822.21,0.0165814584504961
2021-01-07 18:00:00,2021-01-07 18:00:00,0.00038092,14.84882637,0.00020995,8.21307079,38994.41,-0.0207873947729168
2021-01-07 19:00:00,2021-01-07 19:00:00,0.00033398,12.84610801,0.00018984,7.29556841,39128.05,0.0034271578926312
2021-01-07 20:00:00,2021-01-07 20:00:00,0.00035711,13.92826859,0.00019402,7.56416942,39198.96,0.0018122548913119
2021-01-07 21:00:00,2021-01-07 21:00:00,0.00036133,14.28817853,0.00020253,8.00855234,39798.19,0.0152868851622594
2021-01-07 22:00:00,2021-01-07 22:00:00,0.00032168,12.74918174,0.00017069,6.75531979,39747.87,-0.0012643791086981
2021-01-07 23:00:00,2021-01-07 23:00:00,0.00036384,14.27875057,0.00019136,7.5227961,39498.92,-0.0062632286962799
2021-01-08 00:00:00,2021-01-08 00:00:00,0.0003854,15.1319639,0.00018816,7.37899371,38877.92,-0.0157219488532851
2021-01-08 01:00:00,2021-01-08 01:00:00,0.00023048,8.89816508,0.0001162,4.48082213,38739.18,-0.0035686065509676
2021-01-08 02:00:00,2021-01-08 02:00:00,0.00035652,13.31108943,0.00017854,6.63228327,37238.41,-0.0387403656969506
2021-01-08 03:00:00,2021-01-08 03:00:00,0.00028942,10.99213994,0.00015141,5.78673999,38374.71,0.0305141922010094
2021-01-08 04:00:00,2021-01-08 04:00:00,0.00029964,11.5647241,0.0001431,5.52403261,38702.63,0.0085452111559931
2021-01-08 05:00:00,2021-01-08 05:00:00,0.00027774,10.63604034,0.00015677,6.0034643,38020.01,-0.0176375610649713
2021-01-08 06:00:00,2021-01-08 06:00:00,0.00026997,10.34533313,0.00015677,6.02573551,38589.99,0.0149915794340926
2021-01-08 07:00:00,2021-01-08 07:00:00,0.00024986,9.64529702,0.00014952,5.75276106,38965.76,0.0097374992841408
2021-01-08 08:00:00,2021-01-08 08:00:00,0.00038237,14.78840552,0.00020224,7.82467227,38702.79,-0.0067487455653374
2021-01-08 09:00:00,2021-01-08 09:00:00,0.00034308,13.29318257,0.00021018,8.15655827,39408.55,0.0182353778629396
2021-01-08 10:00:00,2021-01-08 10:00:00,0.00031477,12.57057779,0.00017951,7.14939114,40839.01,0.0362982144737626
2021-01-08 11:00:00,2021-01-08 11:00:00,0.0004485,18.48476591,0.00021696,8.92283519,41399.98,0.0137361312137587
2021-01-08 12:00:00,2021-01-08 12:00:00,0.00042669,17.71761497,0.00023302,9.67252597,41390.71,-0.0002239131516489
2021-01-08 13:00:00,2021-01-08 13:00:00,0.00041712,17.24143446,0.00021111,8.71748658,41367.27,-0.0005663106528011
2021-01-08 14:00:00,2021-01-08 14:00:00,0.00042955,17.75793826,0.00021698,8.95756155,41560.0,0.0046589973184114
2021-01-08 15:00:00,2021-01-08 15:00:00,0.00037967,15.60156451,0.00021468,8.80061865,40879.4,-0.0163763233878728
2021-01-08 16:00:00,2021-01-08 16:00:00,0.00046801,19.34124743,0.00022681,9.35239995,41362.62,0.0118206235903657
2021-01-08 17:00:00,2021-01-08 17:00:00,0.00044062,18.20286509,0.00022019,9.12593045,41077.16,-0.0069014003464964
2021-01-08 18:00:00,2021-01-08 18:00:00,0.00042777,17.36854661,0.00025538,10.39329425,39956.48,-0.0272823145514441
2021-01-08 19:00:00,2021-01-08 19:00:00,0.00039887,16.09317135,0.00023052,9.26370648,40426.44,0.0117617968349563
2021-01-08 20:00:00,2021-01-08 20:00:00,0.00043184,16.99151269,0.00023111,9.10880944,39111.84,-0.0325183221673738
2021-01-08 21:00:00,2021-01-08 21:00:00,0.00042047,16.72651658,0.00023926,9.47816257,40130.39,0.0260419862629832
2021-01-08 22:00:00,2021-01-08 22:00:00,0.00049985,20.18796934,0.00022989,9.27322173,40703.35,0.0142774590528524
2021-01-08 23:00:00,2021-01-08 23:00:00,0.00043021,17.55236175,0.00020677,8.4402936,40637.23,-0.0016244363178951
2021-01-09 00:00:00,2021-01-09 00:00:00,0.00043218,17.56588962,0.00021745,8.8063715,40341.75,-0.0072711648899298
2021-01-09 01:00:00,2021-01-09 01:00:00,0.00033544,13.4316336,0.00018252,7.31369014,40249.0,-0.00229910700453
2021-01-09 02:00:00,2021-01-09 02:00:00,0.00042174,16.96038403,0.0001871,7.52589381,40018.25,-0.0057330616909736
2021-01-09 03:00:00,2021-01-09 03:00:00,0.00037648,15.08500129,0.00019152,7.66812846,40275.85,0.006437063089965
2021-01-09 04:00:00,2021-01-09 04:00:00,0.00032233,12.9391136,9.472e-05,3.81013897,40272.08,-9.360448010398148e-05
2021-01-09 05:00:00,2021-01-09 05:00:00,0.00051079,20.33155493,0.00023302,9.27026654,39341.12,-0.0231167597998414
2021-01-09 06:00:00,2021-01-09 06:00:00,0.00041118,16.15219308,0.00015617,6.10910477,39017.98,-0.0082137976753076
2021-01-09 07:00:00,2021-01-09 07:00:00,0.00040238,15.86661798,0.00026996,10.64492111,39683.38,0.0170536762794997
2021-01-09 08:00:00,2021-01-09 08:00:00,0.00053398,21.22944876,0.00022457,8.96642702,40210.89,0.0132929705080566
2021-01-09 09:00:00,2021-01-09 09:00:00,0.00033625,13.62890637,0.00017874,7.2761938,40410.79,0.0049712901156875
2021-01-09 10:00:00,2021-01-09 10:00:00,0.00042633,17.29734346,0.00020537,8.33654687,40441.62,0.0007629150531331
2021-01-09 11:00:00,2021-01-09 11:00:00,0.00030479,12.41564217,0.00017808,7.21622413,40639.04,0.0048816046439286
2021-01-09 12:00:00,2021-01-09 12:00:00,0.00032632,13.29405761,0.00017136,6.98521328,40966.22,0.0080508791546256
2021-01-09 13:00:00,2021-01-09 13:00:00,0.0003974,16.32596041,0.000226,9.28524734,41136.54,0.0041575717749893
2021-01-09 14:00:00,2021-01-09 14:00:00,0.00039561,16.34554859,0.0002147,8.86317043,40910.39,-0.0054975454911861
2021-01-09 15:00:00,2021-01-09 15:00:00,0.00031731,12.93052531,0.00017553,7.15402579,40600.0,-0.0075870701794824
2021-01-09 16:00:00,2021-01-09 16:00:00,0.00024752,9.98674344,0.00013534,5.45199731,40071.32,-0.0130216748768472
2021-01-09 17:00:00,2021-01-09 17:00:00,0.00035826,14.51588849,0.00022966,9.31044125,40493.46,0.0105347166003015
2021-01-09 18:00:00,2021-01-09 18:00:00,0.00030652,12.48776646,0.000157,6.39758253,40737.87,0.0060357894830425
2021-01-09 19:00:00,2021-01-09 19:00:00,0.00037471,15.29530969,0.000243,9.92367679,40769.42,0.0007744636624349
2021-01-09 20:00:00,2021-01-09 20:00:00,0.00031979,12.94997774,0.00017136,6.94371065,40704.83,-0.0015842756654373
2021-01-09 21:00:00,2021-01-09 21:00:00,0.00026001,10.60188797,0.00015038,6.13331449,40852.32,0.0036234029229453
2021-01-09 22:00:00,2021-01-09 22:00:00,0.00025253,10.24480411,0.00010181,4.12248755,40327.21,-0.0128538599521398
