start_time,date,price_usd_adj_close,price_usd_close,close,change
2024-03-13,2024-03-13,65.58,65.58,73127.6,0.0227178643753007
2024-03-14,2024-03-14,61.8,61.8,71455.5,-0.0228655117903501
2024-03-15,2024-03-15,61.6,61.6,69552.2,-0.0266361581683706
2024-03-18,2024-03-18,59.58,59.58,67660.0,-0.0115109448208052
2024-03-19,2024-03-19,57.41,57.41,61974.1,-0.0840363582618977
2024-03-20,2024-03-20,58.75,58.75,67876.4,0.0952381720751087
2024-03-21,2024-03-21,58.11,58.11,65539.9,-0.0344228627328496
2024-03-22,2024-03-22,56.98,56.98,63826.0,-0.0261504823779101
2024-03-25,2024-03-25,63.34,63.34,69920.5,0.0395415464259325
2024-03-26,2024-03-26,61.93,61.93,70044.1,0.0017677219127438
2024-03-27,2024-03-27,61.19,61.19,69532.6,-0.0073025422555218
2024-03-28,2024-03-28,63.17,63.17,70838.7,0.018783994845583
2024-04-01,2024-04-01,62.18,62.18,69700.0,-0.0233033925143281
2024-04-02,2024-04-02,58.7,58.7,65505.3,-0.0601822094691534
2024-04-03,2024-04-03,58.64,58.64,65971.9,0.0071230877501513
2024-04-04,2024-04-04,61.04,61.04,68489.9,0.0381677653667698
2024-04-05,2024-04-05,59.99,59.99,67825.7,-0.0096977802566509
2024-04-08,2024-04-08,63.96,63.96,71678.4,0.0333853785968538
2024-04-09,2024-04-09,61.45,61.45,69189.3,-0.0347259425433602
2024-04-10,2024-04-10,62.47,62.47,70681.7,0.0215698092046023
2024-04-11,2024-04-11,62.79,62.79,70055.7,-0.0088566064483451
2024-04-12,2024-04-12,59.55,59.55,67136.4,-0.0416711274029094
2024-04-15,2024-04-15,56.38,56.38,63392.7,-0.0338820316417209
2024-04-16,2024-04-16,55.88,55.88,63765.0,0.005872915966665
2024-04-17,2024-04-17,54.31,54.31,61254.5,-0.039371128361954
2024-04-18,2024-04-18,56.58,56.58,63445.0,0.0357606379939432
2024-04-19,2024-04-19,57.31,57.31,63787.4,0.0053968003782804
2024-04-22,2024-04-22,59.26,59.26,66778.0,0.0287371018877691
2024-04-23,2024-04-23,59.21,59.21,66386.3,-0.0058657042738625
2024-04-24,2024-04-24,56.9,56.9,64250.0,-0.0321798322846732
2024-04-25,2024-04-25,57.6,57.6,64478.8,0.0035610894941635
2024-04-26,2024-04-26,56.74,56.74,63748.8,-0.0113215506492055
2024-04-29,2024-04-29,56.06,56.06,63842.4,0.0119530879735227
2024-04-30,2024-04-30,52.51,52.51,60651.2,-0.0499855895141787
2024-05-01,2024-05-01,50.64,50.64,58307.6,-0.038640620465877
2024-05-02,2024-05-02,52.86,52.86,59036.7,0.0125043733578469
2024-05-03,2024-05-03,55.32,55.32,62853.7,0.0646546978404958
2024-05-06,2024-05-06,56.24,56.24,63142.8,-0.0132087266362442
2024-05-07,2024-05-07,56.11,56.11,62296.0,-0.0134108718650424
2024-05-08,2024-05-08,55.3,55.3,61157.9,-0.0182692307692307
2024-05-09,2024-05-09,55.57,55.57,63050.1,0.0309395842564901
2024-05-10,2024-05-10,53.99,53.99,60778.1,-0.0360348357893167
2024-05-13,2024-05-13,56.19,56.19,62912.1,0.0236967055997967
2024-05-14,2024-05-14,54.78,54.78,61550.5,-0.0216428954048585
2024-05-15,2024-05-15,58.82,58.82,66175.4,0.0751399257520246
2024-05-16,2024-05-16,58.02,58.02,65217.7,-0.0144721452382606
2024-05-17,2024-05-17,59.73,59.73,66980.0,0.027021805430121
2024-05-20,2024-05-20,62.4,62.4,71466.5,0.0789122486012856
2024-05-21,2024-05-21,61.6,61.6,70168.8,-0.0181581580180923
2024-05-22,2024-05-22,61.95,61.95,69219.1,-0.0135345053642074
2024-05-23,2024-05-23,59.7,59.7,67999.9,-0.017613635542791
2024-05-24,2024-05-24,61.53,61.53,68584.1,0.0085911891046899
2024-05-28,2024-05-28,60.78,60.78,68440.5,-0.014700208460502
2024-05-29,2024-05-29,59.71,59.71,67686.7,-0.0110139464206135
2024-05-30,2024-05-30,61.04,61.04,68402.5,0.010575194240523
2024-05-31,2024-05-31,60.09,60.09,67577.9,-0.0120551149446292
2024-06-03,2024-06-03,61.51,61.51,68851.4,0.0154190122098518
2024-06-04,2024-06-04,62.62,62.62,70580.0,0.0251062433007898
