start_time,datetime,supply_new,supply_total,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,579.445691182,114079424.77810864,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,633.339801683,114089274.19847016,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,633.337441717,114080691.36318237,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,586.966467064,114081276.03766748,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,589.202818697,114081867.69889817,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,607.555432696,114082475.25643672,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,536.037844218,114083011.3039486,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,518.785659063,114083530.0819082,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,537.101021174,114084067.1725246,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,538.06156878,114084605.23485604,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,650.636839141,114085255.88883676,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,586.665507328,114085842.55711716,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,627.938103942,114086470.49212112,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,592.250544937,114087062.74553336,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,610.840135319,114087673.56355429,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,640.119541864,114088313.69529912,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,620.257780889,114088933.8632356,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,538.561116712,114089472.54169536,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,576.916154996,114090049.3361704,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,564.852880685,114090614.11330748,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,596.377191964,114091210.68154566,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,575.596111065,114091786.2775868,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,548.545120691,114092334.82923564,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,592.460331332,114092927.1206264,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,575.396086849,114093502.6858566,720.8,-0.0122915439110953
2021-01-02 01:00:00,2021-01-02 01:00:00,588.752034352,114094091.39997356,730.2,0.013041065482797
2021-01-02 02:00:00,2021-01-02 02:00:00,625.097502961,114094716.3591314,730.69,0.0006710490276635
2021-01-02 03:00:00,2021-01-02 03:00:00,628.231230768,114095344.76666464,731.42,0.0009990556870902
2021-01-02 04:00:00,2021-01-02 04:00:00,610.111273978,114095954.876141,730.21,-0.0016543162615185
2021-01-02 05:00:00,2021-01-02 05:00:00,566.416412128,114096521.29762211,732.84,0.0036017036195066
2021-01-02 06:00:00,2021-01-02 06:00:00,576.842004834,114097098.04081307,737.88,0.0068773538562305
2021-01-02 07:00:00,2021-01-02 07:00:00,582.249178983,114097680.3294566,735.82,-0.0027917818615492
2021-01-02 08:00:00,2021-01-02 08:00:00,578.180941166,114098258.56851186,734.51,-0.0017803267103368
2021-01-02 09:00:00,2021-01-02 09:00:00,641.799787277,114098900.15039936,726.31,-0.011163905188493
2021-01-02 10:00:00,2021-01-02 10:00:00,562.658937216,114099463.03394848,729.42,0.0042819181892028
2021-01-02 11:00:00,2021-01-02 11:00:00,574.797173966,114100037.81153291,730.5,0.0014806284445176
2021-01-02 12:00:00,2021-01-02 12:00:00,622.585648315,114100660.23871824,753.78,0.0318685831622176
2021-01-02 13:00:00,2021-01-02 13:00:00,570.237385066,114101230.66022578,772.35,0.0246358353896363
2021-01-02 14:00:00,2021-01-02 14:00:00,580.239825715,114101810.88871698,762.02,-0.0133747653266006
2021-01-02 15:00:00,2021-01-02 15:00:00,522.785347804,114102333.68108971,769.57,0.0099078764336895
2021-01-02 16:00:00,2021-01-02 16:00:00,619.80834735,114102953.49367929,783.71,0.0183738971113738
2021-01-02 17:00:00,2021-01-02 17:00:00,581.435467924,114103534.93162093,780.11,-0.0045935358742392
2021-01-02 18:00:00,2021-01-02 18:00:00,634.067712887,114104168.99481714,781.16,0.0013459640307136
2021-01-02 19:00:00,2021-01-02 19:00:00,586.253504128,114104755.19272274,785.41,0.0054406267602027
2021-01-02 20:00:00,2021-01-02 20:00:00,593.752583527,114105348.99969973,759.77,-0.0326453699341744
2021-01-02 21:00:00,2021-01-02 21:00:00,614.49773103,114105963.44196232,769.73,0.0131092304249971
2021-01-02 22:00:00,2021-01-02 22:00:00,557.426796717,114106520.9110186,772.59,0.0037155885830095
2021-01-02 23:00:00,2021-01-02 23:00:00,628.201831301,114107149.1226779,775.02,0.0031452646293634
2021-01-03 00:00:00,2021-01-03 00:00:00,522.173313952,114107671.255776,776.42,0.001806404996
2021-01-03 01:00:00,2021-01-03 01:00:00,557.06673374,114108228.36767109,777.5,0.0013909997166483
2021-01-03 02:00:00,2021-01-03 02:00:00,597.939222097,114108826.30692802,779.66,0.0027781350482314
2021-01-03 03:00:00,2021-01-03 03:00:00,598.614104053,114109424.8515378,773.22,-0.008260010773927
2021-01-03 04:00:00,2021-01-03 04:00:00,512.826184083,114109937.75858344,778.2,0.0064405990533096
2021-01-03 05:00:00,2021-01-03 05:00:00,568.286555236,114110506.03896593,787.48,0.0119249550244153
2021-01-03 06:00:00,2021-01-03 06:00:00,594.779311895,114111100.82121924,801.15,0.0173591710265657
2021-01-03 07:00:00,2021-01-03 07:00:00,561.938795036,114111662.7493958,801.05,-0.00012482057043
2021-01-03 08:00:00,2021-01-03 08:00:00,615.467090684,114112278.12007242,819.35,0.0228450159166095
2021-01-03 09:00:00,2021-01-03 09:00:00,618.977760794,114112897.21310712,819.93,0.0007078781961309
2021-01-03 10:00:00,2021-01-03 10:00:00,590.219856195,114113487.3427406,827.21,0.0088788067274037
2021-01-03 11:00:00,2021-01-03 11:00:00,604.181937107,114114091.54348844,830.97,0.004545399596233
2021-01-03 12:00:00,2021-01-03 12:00:00,595.358815264,114114686.90488105,832.44,0.0017690169320192
