start_time,datetime,taker_buy_ratio,taker_buy_sell_ratio,taker_sell_ratio,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,0.55062946,1.22533503,0.44937054,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,0.49544505,0.98194466,0.50455495,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,0.6175466,1.61469762,0.3824534,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,0.44938385,0.81614723,0.55061615,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,0.59339962,1.45941726,0.40660038,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,0.5803147,1.38273773,0.4196853,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,0.48706295,0.94955698,0.51293705,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,0.54403357,1.19314392,0.45596643,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,0.55444604,1.24439709,0.44555396,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,0.43766924,0.77831282,0.56233076,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,0.47869495,0.91826263,0.52130505,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,0.5426148,1.18634096,0.4573852,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,0.55106041,1.22747119,0.44893959,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,0.43985543,0.7852534,0.56014457,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,0.60084767,1.50530919,0.39915233,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,0.4955026,0.98217079,0.5044974,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,0.44504456,0.80194649,0.55495544,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,0.57913445,1.37605572,0.42086555,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,0.56960962,1.32347198,0.43039038,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,0.48905786,0.95716878,0.51094214,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,0.40335261,0.6760318,0.59664739,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,0.56813557,1.31554145,0.43186443,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,0.56739248,1.3115641,0.43260752,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,0.47526198,0.90571287,0.52473802,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,0.55579662,1.25122106,0.44420338,720.8,-0.0122915439110953
2021-01-02 01:00:00,2021-01-02 01:00:00,0.47538765,0.90616939,0.52461235,730.2,0.013041065482797
2021-01-02 02:00:00,2021-01-02 02:00:00,0.54583731,1.20185412,0.45416269,730.69,0.0006710490276635
2021-01-02 03:00:00,2021-01-02 03:00:00,0.59482544,1.46807204,0.40517456,731.42,0.0009990556870902
2021-01-02 04:00:00,2021-01-02 04:00:00,0.50068882,1.00275909,0.49931118,730.21,-0.0016543162615185
2021-01-02 05:00:00,2021-01-02 05:00:00,0.47565842,0.90715372,0.52434158,732.84,0.0036017036195066
2021-01-02 06:00:00,2021-01-02 06:00:00,0.43963225,0.7845424,0.56036775,737.88,0.0068773538562305
2021-01-02 07:00:00,2021-01-02 07:00:00,0.55649265,1.25475407,0.44350735,735.82,-0.0027917818615492
2021-01-02 08:00:00,2021-01-02 08:00:00,0.55631958,1.25387451,0.44368042,734.51,-0.0017803267103368
2021-01-02 09:00:00,2021-01-02 09:00:00,0.55486843,1.24652679,0.44513157,726.31,-0.011163905188493
2021-01-02 10:00:00,2021-01-02 10:00:00,0.51105686,1.0452276,0.48894314,729.42,0.0042819181892028
2021-01-02 11:00:00,2021-01-02 11:00:00,0.44882991,0.81432197,0.55117009,730.5,0.0014806284445176
2021-01-02 12:00:00,2021-01-02 12:00:00,0.46563593,0.87138331,0.53436407,753.78,0.0318685831622176
2021-01-02 13:00:00,2021-01-02 13:00:00,0.48420108,0.93873999,0.51579892,772.35,0.0246358353896363
2021-01-02 14:00:00,2021-01-02 14:00:00,0.55960541,1.27069093,0.44039459,762.02,-0.0133747653266006
2021-01-02 15:00:00,2021-01-02 15:00:00,0.48677789,0.94847412,0.51322211,769.57,0.0099078764336895
2021-01-02 16:00:00,2021-01-02 16:00:00,0.50555625,1.02247475,0.49444375,783.71,0.0183738971113738
2021-01-02 17:00:00,2021-01-02 17:00:00,0.50353898,1.01425684,0.49646102,780.11,-0.0045935358742392
2021-01-02 18:00:00,2021-01-02 18:00:00,0.53492212,1.1501775,0.46507788,781.16,0.0013459640307136
2021-01-02 19:00:00,2021-01-02 19:00:00,0.46037894,0.85315228,0.53962106,785.41,0.0054406267602027
2021-01-02 20:00:00,2021-01-02 20:00:00,0.55918506,1.26852564,0.44081494,759.77,-0.0326453699341744
2021-01-02 21:00:00,2021-01-02 21:00:00,0.4977256,0.9909436,0.5022744,769.73,0.0131092304249971
2021-01-02 22:00:00,2021-01-02 22:00:00,0.481815,0.92981273,0.518185,772.59,0.0037155885830095
2021-01-02 23:00:00,2021-01-02 23:00:00,0.52660867,1.11241722,0.47339133,775.02,0.0031452646293634
2021-01-03 00:00:00,2021-01-03 00:00:00,0.55889395,1.26702852,0.44110605,776.42,0.001806404996
