start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,mean,std,z-score,close,change
2021-01-16 23:54:00,-4.29,-8.30732718,-0.01184486,-0.0229394,22.14799999999969,18.069112172871904,-1.4631598800793562,,
2021-01-16 23:55:00,-4.89,-19.99763616,-0.01353263,-0.05536477,22.107066666666263,18.116503665974165,-1.490191880532185,,
2021-01-16 23:56:00,2.48,5.32831741,0.00685668,0.01473052,22.06206666666626,18.148511932023133,-1.0789902081235438,,
2021-01-16 23:57:00,2.37,5.3446208,0.00655239,0.01477518,21.99716666666636,18.184086696953138,-1.0793594967821516,,
2021-01-16 23:58:00,1.97,5.15907585,0.00546262,0.01430436,21.95139999999975,18.2172367210998,-1.096840333465977,,
2021-01-16 23:59:00,11.96,8.4458101,0.03322686,0.02346615,21.881366666666388,18.21512047297917,-0.5446775211497518,,
2021-01-17 00:00:00,-4.92,-16.65415423,-0.01371452,-0.0464387,21.75549999999969,18.26952269807613,-1.4601093001082477,36421.98,0.0110010475866368
2021-01-17 00:01:00,2.49,-0.29373316,0.00694118,-0.00081888,21.6468333333331,18.286887903715197,-1.0475720873993637,,
2021-01-17 00:02:00,6.63,3.6340851,0.01853177,0.01015863,21.55536666666662,18.29316545983322,-0.8158985222890287,,
2021-01-17 00:03:00,7.89,-1.16049102,0.02206726,-0.00324656,21.43166666666667,18.25954020736367,-0.7416214490004306,,
2021-01-17 00:04:00,5.6,-10.42523695,0.01565041,-0.02914863,21.22,18.07220399372436,-0.8643107395990054,,
2021-01-17 00:05:00,-5.56,-4.41937417,-0.01549122,-0.01231282,21.09059999999978,18.124610118473267,-1.4704095605806444,,
2021-01-17 00:06:00,4.18,-2.78271626,0.01163039,-0.00774411,20.982633333333457,18.12856405920089,-0.9268595834983148,,
2021-01-17 00:07:00,14.67,4.37370015,0.04088559,0.01219309,20.91596666666679,18.114830452979653,-0.3447985164906366,,
2021-01-17 00:08:00,17.93,9.48760066,0.05008991,0.02651116,20.8388333333338,18.07795491250124,-0.1609049998969898,,
2021-01-17 00:09:00,1.14,-9.56454543,0.00317637,-0.02665757,20.723900000000526,18.093266540451843,-1.0823860885604053,,
2021-01-17 00:10:00,-8.01,-20.74490169,-0.0224634,-0.05819817,20.66353333333391,18.1589229616215,-1.579032709920892,,
2021-01-17 00:11:00,8.1,-4.11329879,0.02271964,-0.01154132,20.580633333333925,18.159321843940116,-0.6872852103504513,,
2021-01-17 00:12:00,14.22,-4.29037793,0.03978753,-0.01201069,20.50450000000031,18.137866599080173,-0.3464850712001054,,
2021-01-17 00:13:00,5.83,-10.59391075,0.01632828,-0.02968437,20.373966666666867,18.101938104603,-0.8034480386919783,,
2021-01-17 00:14:00,9.6,-0.31419,0.02685315,-0.0008791,20.24240000000029,18.03599076243932,-0.5900646180282773,,
2021-01-17 00:15:00,15.69,-0.94433622,0.04398374,-0.00264849,20.19646666666687,18.029957851202013,-0.2499432724057329,,
2021-01-17 00:16:00,9.96,1.58818326,0.02797237,0.00446141,20.147833333333256,18.03785105107813,-0.5648030524525439,,
2021-01-17 00:17:00,13.09,13.41114276,0.03676614,0.0376678,20.08993333333327,18.03251648638849,-0.388183941970442,,
2021-01-17 00:18:00,-9.51,-8.61267843,-0.02665449,-0.02413888,19.986799999999736,18.113123988671028,-1.628476679033871,,
2021-01-17 00:19:00,7.21,15.00780383,0.02020016,0.04203797,19.953933333333115,18.12737427731084,-0.70302147119476,,
2021-01-17 00:20:00,19.08,27.34777432,0.05336223,0.07646754,19.932799999999503,18.12467595356044,-0.0470518756961268,,
