start_time,datetime,fees_block_mean,fees_block_mean_usd,fees_reward_percent,fees_total,fees_total_usd,close,change
2021-01-04 17:00:00,2021-01-04 17:00:00,0.94438358,29393.54970364,0.13126678,3.77753434,117574.19881455,31063.98,-0.0088401661208434
2021-01-04 18:00:00,2021-01-04 18:00:00,0.82956233,25837.06473109,0.11717706,8.29562326,258370.64731089,31195.83,0.0042444657767615
2021-01-04 19:00:00,2021-01-04 19:00:00,0.73328507,23067.63712948,0.10500575,6.59956566,207608.73416528,31689.27,0.0158174986849204
2021-01-04 20:00:00,2021-01-04 20:00:00,0.80987868,25490.99213544,0.11471567,5.66915079,178436.94494805,31277.46,-0.0129952504428155
2021-01-04 21:00:00,2021-01-04 21:00:00,0.76754684,23883.69017446,0.10937538,6.1403747,191069.52139566,31048.19,-0.0073301988077036
2021-01-04 22:00:00,2021-01-04 22:00:00,0.65546312,20421.58172142,0.0949195,3.93277875,122529.49032852,31366.58,0.010254704058433
2021-01-04 23:00:00,2021-01-04 23:00:00,0.77027661,24302.64562109,0.10972169,5.3919363,170118.51934766,32031.07,0.0211846493943552
2021-01-05 00:00:00,2021-01-05 00:00:00,0.57213973,18589.70275171,0.08386514,5.14925753,167307.32476542,32496.46,0.0145293304282372
2021-01-05 01:00:00,2021-01-05 01:00:00,0.58234836,18969.43830089,0.085234,3.49409019,113816.62980533,32837.22,0.0104860652514151
2021-01-05 02:00:00,2021-01-05 02:00:00,0.56477289,18372.50792654,0.08287479,3.38863733,110235.04755921,32358.11,-0.0145904555866788
2021-01-05 03:00:00,2021-01-05 03:00:00,0.56886271,18164.99498221,0.08342487,3.41317628,108989.96989326,31217.58,-0.0352471142474019
2021-01-05 04:00:00,2021-01-05 04:00:00,0.453269,14158.33874523,0.0676191,3.17288303,99108.37121662,30891.77,-0.0104367474993257
2021-01-05 05:00:00,2021-01-05 05:00:00,0.34158613,10505.16909305,0.05182154,2.73268906,84041.35274436,30460.81,-0.013950641222565
2021-01-05 06:00:00,2021-01-05 06:00:00,0.41018945,12617.07209781,0.06158826,3.28151559,100936.57678245,31136.47,0.022181288022216
2021-01-05 07:00:00,2021-01-05 07:00:00,0.93083414,28901.78952149,0.12962758,1.86166829,57803.57904298,30844.23,-0.0093857781566119
2021-01-05 08:00:00,2021-01-05 08:00:00,0.86538772,27067.07988853,0.121622,3.46155087,108268.31955412,31224.1,0.0123157556534885
2021-01-05 09:00:00,2021-01-05 09:00:00,0.69606276,21886.72931835,0.10020968,4.87243929,153207.10522844,31604.61,0.012186420104983
2021-01-05 10:00:00,2021-01-05 10:00:00,0.69750514,21942.26209295,0.10039649,4.18503085,131653.57255773,31382.84,-0.0070170142900038
2021-01-05 11:00:00,2021-01-05 11:00:00,0.56916222,17912.81820936,0.08346512,3.41497329,107476.90925619,31824.53,0.0140742520434733
2021-01-05 12:00:00,2021-01-05 12:00:00,0.92909537,29585.17635612,0.12941677,3.71638148,118340.70542448,31618.0,-0.0064896480796416
2021-01-05 13:00:00,2021-01-05 13:00:00,0.80940021,25674.45458436,0.11465566,6.47520165,205395.63667486,31488.97,-0.00408090328294
2021-01-05 14:00:00,2021-01-05 14:00:00,0.65956959,20828.21281956,0.09545741,5.93612629,187453.91537601,32399.95,0.0289301301376323
2021-01-05 15:00:00,2021-01-05 15:00:00,0.9804822,31465.51857623,0.13560398,3.92192879,125862.07430491,32133.79,-0.0082148274920177
2021-01-05 16:00:00,2021-01-05 16:00:00,0.9027064,29253.54637613,0.12620487,6.31894481,204774.82463292,32518.32,0.0119665311810401
2021-01-05 17:00:00,2021-01-05 17:00:00,0.70939097,23083.25226385,0.10193291,7.80330065,253915.7749023,32793.8,0.0084715323546851
2021-01-05 18:00:00,2021-01-05 18:00:00,0.90847849,30089.11467358,0.12690944,5.45087094,180534.68804147,33411.5,0.0188358775134322
2021-01-05 19:00:00,2021-01-05 19:00:00,1.02877346,34908.47803236,0.14133885,4.11509385,139633.91212942,33747.0,0.0100414527932
2021-01-05 20:00:00,2021-01-05 20:00:00,0.9995826,33761.88974077,0.1378814,4.99791298,168809.44870384,34017.0,0.0080007111743265
2021-01-05 21:00:00,2021-01-05 21:00:00,0.92174939,31248.49326651,0.12852504,8.29574447,281236.43939855,33744.79,-0.0080021753828967
2021-01-05 22:00:00,2021-01-05 22:00:00,0.96635995,33046.68065389,0.13391238,6.76451967,231326.7645772,34261.16,0.0153022140603038
2021-01-05 23:00:00,2021-01-05 23:00:00,0.89205906,30382.09384663,0.12490222,7.13647249,243056.75077306,33999.52,-0.0076366357706513
2021-01-06 00:00:00,2021-01-06 00:00:00,0.75009336,25344.51126185,0.10715477,8.25102697,278789.62388039,33962.7,-0.0010829564652676
2021-01-06 01:00:00,2021-01-06 01:00:00,0.66167992,22371.10917616,0.09573359,4.63175945,156597.76423311,33863.93,-0.0029081904560002
2021-01-06 02:00:00,2021-01-06 02:00:00,0.71208548,24187.05299955,0.10228048,2.13625643,72561.15899865,33920.64,0.0016746431970535
2021-01-06 03:00:00,2021-01-06 03:00:00,0.62883902,21334.90183367,0.09141645,5.65955122,192014.11650306,34182.5,0.0077197835889888
2021-01-06 04:00:00,2021-01-06 04:00:00,0.8358758,29224.77220607,0.11796365,3.34350318,116899.0888243,35470.73,0.0376868280552915
2021-01-06 05:00:00,2021-01-06 05:00:00,0.58431182,20544.49360246,0.0854968,4.67449455,164355.94881971,35069.72,-0.0113053777015584
2021-01-06 06:00:00,2021-01-06 06:00:00,0.41768225,14639.85523207,0.06264279,4.59450473,161038.4075528,35240.96,0.0048828448017264
2021-01-06 07:00:00,2021-01-06 07:00:00,0.85840447,29860.9143435,0.12075909,4.29202237,149304.57171752,34718.61,-0.0148222409378178
2021-01-06 08:00:00,2021-01-06 08:00:00,0.60072694,20758.81540423,0.08768806,4.80581549,166070.52323388,34660.7,-0.0016679815234539
2021-01-06 09:00:00,2021-01-06 09:00:00,0.63725888,21742.40761424,0.09252721,4.46081216,152196.85329967,33985.94,-0.0194675814394975
2021-01-06 10:00:00,2021-01-06 10:00:00,0.44498338,15265.3946508,0.0664652,4.00485045,137388.55185717,34462.55,0.0140237404055911
2021-01-06 11:00:00,2021-01-06 11:00:00,0.46469576,16191.68549986,0.06920578,4.64695764,161916.85499857,34994.66,0.0154402387519205
2021-01-06 12:00:00,2021-01-06 12:00:00,1.01809596,35385.68777035,0.1400774,4.07238383,141542.7510814,35024.99,0.0008667036627871
2021-01-06 13:00:00,2021-01-06 13:00:00,0.91798861,31837.545996,0.12806781,8.26189749,286537.91396398,34626.09,-0.0113890111032152
2021-01-06 14:00:00,2021-01-06 14:00:00,1.02354183,35286.16446002,0.14072124,5.11770916,176430.82230011,34242.47,-0.0110789292120477
2021-01-06 15:00:00,2021-01-06 15:00:00,1.007486,34867.17786932,0.13882025,7.05240203,244070.24508527,34606.4,0.0106280300457297
2021-01-06 16:00:00,2021-01-06 16:00:00,0.87040978,30324.09392803,0.12224153,7.833688,272916.84535225,34651.04,0.0012899348097461
2021-01-06 17:00:00,2021-01-06 17:00:00,0.84895661,29660.81349189,0.11958893,6.79165287,237286.50793508,34961.62,0.0089630787416481
2021-01-06 18:00:00,2021-01-06 18:00:00,0.93285573,32840.73143621,0.12987254,6.52999009,229885.1200535,35247.26,0.0081701019575179
2021-01-06 19:00:00,2021-01-06 19:00:00,0.85001954,30263.82355018,0.11972073,5.95013681,211846.76485125,34861.7,-0.0109387226127649
2021-01-06 20:00:00,2021-01-06 20:00:00,0.79385456,27891.98877275,0.11270172,5.55698189,195243.92140925,36131.01,0.0364098710045697
2021-01-06 21:00:00,2021-01-06 21:00:00,0.88980824,32108.79324695,0.12462635,4.44904121,160543.96623475,35924.05,-0.0057280435836141
2021-01-06 22:00:00,2021-01-06 22:00:00,0.86267412,31193.53200287,0.12128689,6.90139293,249548.25602295,36053.01,0.0035897956939709
2021-01-06 23:00:00,2021-01-06 23:00:00,0.50001713,18153.485341,0.07407642,4.5001542,163381.36806898,36823.68,0.0213760238049471
2021-01-07 00:00:00,2021-01-07 00:00:00,0.76539117,28264.49502334,0.10910171,5.35773816,197851.46516335,37225.11,0.010901409093279
2021-01-07 01:00:00,2021-01-07 01:00:00,0.4205077,15584.3469028,0.06303983,5.04609245,187012.1628336,36975.46,-0.0067064946215068
2021-01-07 02:00:00,2021-01-07 02:00:00,0.80144946,29543.04772458,0.11365741,3.20579782,118172.19089832,37032.85,0.0015521105078881
2021-01-07 03:00:00,2021-01-07 03:00:00,0.63648949,23739.13578109,0.09242583,3.18244746,118695.67890546,37555.54,0.0141142256132056
2021-01-07 04:00:00,2021-01-07 04:00:00,0.58244977,21778.43689217,0.08524757,4.07714842,152449.05824517,37540.0,-0.0004137871536397
2021-01-07 05:00:00,2021-01-07 05:00:00,0.61987967,23229.70363236,0.09023152,3.09939834,116148.51816182,37409.99,-0.0034632392115078
2021-01-07 06:00:00,2021-01-07 06:00:00,0.80325132,29871.44647044,0.11388384,4.01625662,149357.23235222,37170.68,-0.0063969543964058
2021-01-07 07:00:00,2021-01-07 07:00:00,0.42293859,15702.41459868,0.06338116,3.80644732,141321.73138815,36906.64,-0.0071034482016471
2021-01-07 08:00:00,2021-01-07 08:00:00,0.78739315,29138.66541724,0.11188705,3.93696573,145693.3270862,37296.56,0.010565036535431
2021-01-07 09:00:00,2021-01-07 09:00:00,0.81285245,30280.80606951,0.11508841,4.06426227,151404.03034756,37548.79,0.0067628220940485
2021-01-07 10:00:00,2021-01-07 10:00:00,0.46611068,17348.44956014,0.06940188,5.12721748,190832.94516154,37101.2,-0.0119202243268026
2021-01-07 11:00:00,2021-01-07 11:00:00,0.60599243,22666.10233765,0.08838873,3.6359546,135996.6140259,37920.0,0.0220693670285598
2021-01-07 12:00:00,2021-01-07 12:00:00,0.60231578,22856.62248432,0.08789959,4.81852624,182852.97987454,38003.1,0.0021914556962023
2021-01-07 13:00:00,2021-01-07 13:00:00,0.66573445,25512.81372575,0.09626374,6.65734453,255128.13725754,38218.92,0.0056790103965203
2021-01-07 14:00:00,2021-01-07 14:00:00,0.7355625,28296.87170446,0.10529753,3.67781249,141484.35852232,38491.67,0.0071365177247291
2021-01-07 15:00:00,2021-01-07 15:00:00,0.74860467,28803.1761901,0.10696485,6.73744206,259228.58571088,39049.99,0.0145049565269577
2021-01-07 16:00:00,2021-01-07 16:00:00,0.89382388,35095.85276569,0.12511841,4.4691194,175479.26382845,39172.67,0.0031416141207718
2021-01-07 17:00:00,2021-01-07 17:00:00,1.05892159,41841.68896735,0.14488069,4.23568637,167366.75586939,39822.21,0.0165814584504961
2021-01-07 18:00:00,2021-01-07 18:00:00,1.05476752,41116.40021941,0.1443944,7.38337262,287814.80153587,38994.41,-0.0207873947729168
2021-01-07 19:00:00,2021-01-07 19:00:00,0.95852143,36868.33000118,0.1329706,6.70964999,258078.31000829,39128.05,0.0034271578926312
2021-01-07 20:00:00,2021-01-07 20:00:00,0.89909587,35066.73756596,0.12576358,8.09186286,315600.63809363,39198.96,0.0018122548913119
2021-01-07 21:00:00,2021-01-07 21:00:00,1.01155926,40000.77637419,0.13930331,7.08091485,280005.43461936,39798.19,0.0152868851622594
2021-01-07 22:00:00,2021-01-07 22:00:00,0.81972813,32488.73983263,0.11594903,8.19728133,324887.3983263,39747.87,-0.0012643791086981
2021-01-07 23:00:00,2021-01-07 23:00:00,0.88357426,34675.94575301,0.12386137,5.30144557,208055.67451806,39498.92,-0.0062632286962799
2021-01-08 00:00:00,2021-01-08 00:00:00,0.8913614,34997.71050643,0.12481673,5.34816841,209986.26303859,38877.92,-0.0157219488532851
2021-01-08 01:00:00,2021-01-08 01:00:00,0.54949288,21214.3378216,0.0808138,4.39594302,169714.70257279,38739.18,-0.0035686065509676
2021-01-08 02:00:00,2021-01-08 02:00:00,0.749945,27999.8766187,0.10713584,4.49967,167999.25971222,37238.41,-0.0387403656969506
2021-01-08 03:00:00,2021-01-08 03:00:00,0.69557931,26417.77632939,0.10014705,4.17347586,158506.65797633,38374.71,0.0305141922010094
2021-01-08 04:00:00,2021-01-08 04:00:00,0.67240039,25951.24087978,0.09713399,3.36200193,129756.20439888,38702.63,0.0085452111559931
2021-01-08 05:00:00,2021-01-08 05:00:00,0.61803576,23667.84877412,0.08998727,2.47214305,94671.39509646,38020.01,-0.0176375610649713
2021-01-08 06:00:00,2021-01-08 06:00:00,0.63136411,24194.28574987,0.09174985,3.78818464,145165.71449921,38589.99,0.0149915794340926
2021-01-08 07:00:00,2021-01-08 07:00:00,0.57203996,22081.94299842,0.08385175,2.86019981,110409.71499212,38965.76,0.0097374992841408
2021-01-08 08:00:00,2021-01-08 08:00:00,0.85292143,32987.01735801,0.12008037,4.26460713,164935.08679007,38702.79,-0.0067487455653374
2021-01-08 09:00:00,2021-01-08 09:00:00,0.94948729,36788.88276976,0.13188263,1.89897458,73577.76553952,39408.55,0.0182353778629396
2021-01-08 10:00:00,2021-01-08 10:00:00,0.75123889,30000.94094955,0.10730085,7.51238888,300009.40949554,40839.01,0.0362982144737626
2021-01-08 11:00:00,2021-01-08 11:00:00,1.04007644,42866.1721407,0.14267017,3.12022932,128598.51642209,41399.98,0.0137361312137587
2021-01-08 12:00:00,2021-01-08 12:00:00,1.16357723,48315.93601662,0.1569522,3.49073168,144947.80804986,41390.71,-0.0002239131516489
2021-01-08 13:00:00,2021-01-08 13:00:00,1.05398645,43565.65658808,0.1443029,10.53986448,435656.56588083,41367.27,-0.0005663106528011
2021-01-08 14:00:00,2021-01-08 14:00:00,1.0216425,42235.03641,0.1404968,8.17314002,337880.29127999,41560.0,0.0046589973184114
2021-01-08 15:00:00,2021-01-08 15:00:00,0.99879639,41042.51570766,0.13778789,8.98916752,369382.64136896,40879.4,-0.0163763233878728
2021-01-08 16:00:00,2021-01-08 16:00:00,1.14434128,47292.11299348,0.15475906,8.01038898,331044.79095436,41362.62,0.0118206235903657
2021-01-08 17:00:00,2021-01-08 17:00:00,1.03855231,42904.15300723,0.14249089,5.19276155,214520.76503616,41077.16,-0.0069014003464964
2021-01-08 18:00:00,2021-01-08 18:00:00,1.25102548,50794.31455964,0.16678059,5.0041019,203177.25823857,39956.48,-0.0272823145514441
2021-01-08 19:00:00,2021-01-08 19:00:00,1.13257844,45696.56004371,0.15341231,6.79547063,274179.36026229,40426.44,0.0117617968349563
2021-01-08 20:00:00,2021-01-08 20:00:00,1.11402218,43833.00527643,0.15127904,11.14022184,438330.05276433,39111.84,-0.0325183221673738
2021-01-08 21:00:00,2021-01-08 21:00:00,1.17856359,46884.42598372,0.15865296,5.89281795,234422.12991859,40130.39,0.0260419862629832
2021-01-08 22:00:00,2021-01-08 22:00:00,1.10332924,44561.57766273,0.15004486,6.61997541,267369.46597637,40703.35,0.0142774590528524
2021-01-08 23:00:00,2021-01-08 23:00:00,0.88106088,35947.23686146,0.12355257,7.92954789,323525.13175312,40637.23,-0.0016244363178951
