start_time,datetime,tokens_transferred_count_mean,tokens_transferred_count_total,close,change
2021-01-02 20:00:00,2021-01-02 20:00:00,78.75276753,21342,759.77,-0.0326453699341744
2021-01-02 21:00:00,2021-01-02 21:00:00,70.05633803,19896,769.73,0.0131092304249971
2021-01-02 22:00:00,2021-01-02 22:00:00,65.58076923,17051,772.59,0.0037155885830095
2021-01-02 23:00:00,2021-01-02 23:00:00,61.79584775,17859,775.02,0.0031452646293634
2021-01-03 00:00:00,2021-01-03 00:00:00,70.68032787,17246,776.42,0.001806404996
2021-01-03 01:00:00,2021-01-03 01:00:00,59.75478927,15596,777.5,0.0013909997166483
2021-01-03 02:00:00,2021-01-03 02:00:00,66.37142857,18584,779.66,0.0027781350482314
2021-01-03 03:00:00,2021-01-03 03:00:00,68.26811594,18842,773.22,-0.008260010773927
2021-01-03 04:00:00,2021-01-03 04:00:00,59.75527426,14162,778.2,0.0064405990533096
2021-01-03 05:00:00,2021-01-03 05:00:00,61.58984375,15767,787.48,0.0119249550244153
2021-01-03 06:00:00,2021-01-03 06:00:00,71.56826568,19395,801.15,0.0173591710265657
2021-01-03 07:00:00,2021-01-03 07:00:00,88.59541985,23212,801.05,-0.00012482057043
2021-01-03 08:00:00,2021-01-03 08:00:00,87.7630662,25188,819.35,0.0228450159166095
2021-01-03 09:00:00,2021-01-03 09:00:00,73.14634146,20993,819.93,0.0007078781961309
2021-01-03 10:00:00,2021-01-03 10:00:00,76.10909091,20930,827.21,0.0088788067274037
2021-01-03 11:00:00,2021-01-03 11:00:00,71.88811189,20560,830.97,0.004545399596233
2021-01-03 12:00:00,2021-01-03 12:00:00,75.11272727,20656,832.44,0.0017690169320192
2021-01-03 13:00:00,2021-01-03 13:00:00,71.01901141,18678,876.67,0.0531329585315456
2021-01-03 14:00:00,2021-01-03 14:00:00,84.92446043,23609,914.37,0.0430036387694343
2021-01-03 15:00:00,2021-01-03 15:00:00,105.75087719,30139,919.75,0.0058838325841836
2021-01-03 16:00:00,2021-01-03 16:00:00,98.49212598,25017,939.86,0.0218646371296549
2021-01-03 17:00:00,2021-01-03 17:00:00,99.89492754,27571,939.94,8.511906028552119e-05
2021-01-03 18:00:00,2021-01-03 18:00:00,91.86879433,25907,919.81,-0.0214162606123796
2021-01-03 19:00:00,2021-01-03 19:00:00,85.39922481,22033,923.78,0.0043161087615921
2021-01-03 20:00:00,2021-01-03 20:00:00,83.67218543,25269,948.99,0.0272900474138864
2021-01-03 21:00:00,2021-01-03 21:00:00,93.54365079,23573,952.01,0.003182330688416
2021-01-03 22:00:00,2021-01-03 22:00:00,83.12260536,21695,995.52,0.0457033014359091
2021-01-03 23:00:00,2021-01-03 23:00:00,78.67910448,21086,980.24,-0.0153487624558019
2021-01-04 00:00:00,2021-01-04 00:00:00,73.46511628,18954,978.19,-0.0020913245735737
2021-01-04 01:00:00,2021-01-04 01:00:00,82.06390977,21829,969.63,-0.0087508561731362
2021-01-04 02:00:00,2021-01-04 02:00:00,80.77407407,21809,982.81,0.0135928137536998
2021-01-04 03:00:00,2021-01-04 03:00:00,85.996633,25541,1025.0,0.0429279311362318
2021-01-04 04:00:00,2021-01-04 04:00:00,79.6259542,20862,1029.85,0.0047317073170731
2021-01-04 05:00:00,2021-01-04 05:00:00,77.5610687,20321,1086.44,0.0549497499635871
2021-01-04 06:00:00,2021-01-04 06:00:00,85.36078431,21767,1114.9,0.0261956481720113
2021-01-04 07:00:00,2021-01-04 07:00:00,107.0,30495,1052.32,-0.056130594672168
2021-01-04 08:00:00,2021-01-04 08:00:00,112.14919355,27813,1027.1,-0.0239660939638133
2021-01-04 09:00:00,2021-01-04 09:00:00,96.52941176,26256,970.65,-0.054960568591179
2021-01-04 10:00:00,2021-01-04 10:00:00,83.42379182,22441,965.43,-0.0053778395920259
2021-01-04 11:00:00,2021-01-04 11:00:00,90.0037037,24301,977.12,0.0121085940979668
2021-01-04 12:00:00,2021-01-04 12:00:00,85.97297297,22267,1020.19,0.0440785164565253
2021-01-04 13:00:00,2021-01-04 13:00:00,92.73605948,24946,1013.6,-0.0064595810584303
2021-01-04 14:00:00,2021-01-04 14:00:00,84.0942029,23210,1044.66,0.0306432517758485
2021-01-04 15:00:00,2021-01-04 15:00:00,89.38947368,25476,1041.19,-0.0033216548925009
2021-01-04 16:00:00,2021-01-04 16:00:00,87.51282051,23891,1011.28,-0.0287267453586762
2021-01-04 17:00:00,2021-01-04 17:00:00,78.02807018,22238,1000.96,-0.0102048888537298
2021-01-04 18:00:00,2021-01-04 18:00:00,80.36231884,22180,1016.79,0.0158148177749359
2021-01-04 19:00:00,2021-01-04 19:00:00,83.75806452,20772,1044.41,0.0271639178198055
2021-01-04 20:00:00,2021-01-04 20:00:00,74.82154882,22222,1021.61,-0.0218305071763005
2021-01-04 21:00:00,2021-01-04 21:00:00,71.33793103,20688,1007.42,-0.0138898405458052
2021-01-04 22:00:00,2021-01-04 22:00:00,78.91372549,20123,1014.13,0.0066605785074744
2021-01-04 23:00:00,2021-01-04 23:00:00,66.86896552,19392,1043.11,0.0285762180391073
2021-01-05 00:00:00,2021-01-05 00:00:00,65.3740458,17128,1098.85,0.0534363585815493
2021-01-05 01:00:00,2021-01-05 01:00:00,75.06227106,20492,1118.4,0.0177913272967193
2021-01-05 02:00:00,2021-01-05 02:00:00,85.75409836,20924,1081.11,-0.0333422746781117
2021-01-05 03:00:00,2021-01-05 03:00:00,88.95951417,21973,1001.32,-0.0738037757489985
2021-01-05 04:00:00,2021-01-05 04:00:00,73.00353357,20660,1004.72,0.0033955179163502
2021-01-05 05:00:00,2021-01-05 05:00:00,64.18092105,19511,990.92,-0.0137351699976113
2021-01-05 06:00:00,2021-01-05 06:00:00,78.31923077,20363,1015.9,0.0252088967827877
2021-01-05 07:00:00,2021-01-05 07:00:00,94.84306569,25987,1004.14,-0.0115759425140269
2021-01-05 08:00:00,2021-01-05 08:00:00,101.58865248,28648,1028.61,0.0243691118768298
2021-01-05 09:00:00,2021-01-05 09:00:00,89.06923077,23158,1037.75,0.0088857778944402
2021-01-05 10:00:00,2021-01-05 10:00:00,78.35687732,21078,1029.8,-0.0076608046253915
2021-01-05 11:00:00,2021-01-05 11:00:00,88.60655738,21620,1044.18,0.0139638764808702
2021-01-05 12:00:00,2021-01-05 12:00:00,76.52430556,22039,1030.87,-0.0127468444137985
2021-01-05 13:00:00,2021-01-05 13:00:00,77.2019544,23701,1025.28,-0.005422604208096
2021-01-05 14:00:00,2021-01-05 14:00:00,79.83657588,20518,1049.36,0.0234862671660422
2021-01-05 15:00:00,2021-01-05 15:00:00,87.53696498,22497,1053.98,0.0044026835404438
2021-01-05 16:00:00,2021-01-05 16:00:00,84.3307393,21673,1067.87,0.0131786181900983
2021-01-05 17:00:00,2021-01-05 17:00:00,80.13605442,23560,1084.18,0.0152733947016023
2021-01-05 18:00:00,2021-01-05 18:00:00,79.113879,22231,1076.95,-0.0066686343596081
2021-01-05 19:00:00,2021-01-05 19:00:00,75.15789474,21420,1100.01,0.0214123218348112
2021-01-05 20:00:00,2021-01-05 20:00:00,81.46875,23463,1101.33,0.0011999890910081
2021-01-05 21:00:00,2021-01-05 21:00:00,77.14122137,20211,1083.5,-0.0161895163120953
2021-01-05 22:00:00,2021-01-05 22:00:00,75.02536232,20707,1113.02,0.0272450392247345
2021-01-05 23:00:00,2021-01-05 23:00:00,70.75899281,19671,1101.29,-0.0105388941797991
2021-01-06 00:00:00,2021-01-06 00:00:00,70.45801527,18460,1082.52,-0.0170436488118479
2021-01-06 01:00:00,2021-01-06 01:00:00,71.98461538,18716,1073.03,-0.0087665816797841
2021-01-06 02:00:00,2021-01-06 02:00:00,73.1640625,18730,1079.14,0.0056941558017951
2021-01-06 03:00:00,2021-01-06 03:00:00,84.82186235,20951,1077.07,-0.0019181941175382
2021-01-06 04:00:00,2021-01-06 04:00:00,69.71590909,18405,1125.36,0.0448345975656176
2021-01-06 05:00:00,2021-01-06 05:00:00,71.57192982,20398,1104.55,-0.0184918603824553
2021-01-06 06:00:00,2021-01-06 06:00:00,85.59315589,22511,1116.31,0.010646869765968
2021-01-06 07:00:00,2021-01-06 07:00:00,96.08365019,25270,1107.01,-0.008331019161344
2021-01-06 08:00:00,2021-01-06 08:00:00,98.33564014,28419,1112.96,0.0053748385290106
2021-01-06 09:00:00,2021-01-06 09:00:00,78.93090909,21706,1101.74,-0.0100812248418631
2021-01-06 10:00:00,2021-01-06 10:00:00,81.28417266,22597,1117.7,0.0144861764118575
2021-01-06 11:00:00,2021-01-06 11:00:00,84.70355731,21430,1159.56,0.037451910172676
2021-01-06 12:00:00,2021-01-06 12:00:00,81.54379562,22343,1149.44,-0.0087274483424746
2021-01-06 13:00:00,2021-01-06 13:00:00,85.37226277,23392,1137.98,-0.0099700723830735
2021-01-06 14:00:00,2021-01-06 14:00:00,82.72887324,23495,1134.3,-0.003233800242535
2021-01-06 15:00:00,2021-01-06 15:00:00,83.73489933,24953,1144.0,0.0085515295777132
2021-01-06 16:00:00,2021-01-06 16:00:00,85.05882353,21690,1174.19,0.0263898601398602
2021-01-06 17:00:00,2021-01-06 17:00:00,93.03202847,26142,1195.75,0.0183615939498718
2021-01-06 18:00:00,2021-01-06 18:00:00,92.44360902,24590,1194.98,-0.0006439473134015
2021-01-06 19:00:00,2021-01-06 19:00:00,85.96830986,24415,1162.33,-0.0273226330147785
2021-01-06 20:00:00,2021-01-06 20:00:00,81.49090909,22410,1199.81,0.0322455756970911
2021-01-06 21:00:00,2021-01-06 21:00:00,80.05818182,22016,1182.49,-0.014435618973004
2021-01-06 22:00:00,2021-01-06 22:00:00,86.23904382,21646,1179.41,-0.0026046731896252
2021-01-06 23:00:00,2021-01-06 23:00:00,79.72161172,21764,1212.64,0.0281751045014031
2021-01-07 00:00:00,2021-01-07 00:00:00,77.9070632,20957,1203.18,-0.0078011611030479
2021-01-07 01:00:00,2021-01-07 01:00:00,89.9921875,23038,1203.79,0.0005069898103358
2021-01-07 02:00:00,2021-01-07 02:00:00,86.93150685,25384,1198.97,-0.0040040206348282
2021-01-07 03:00:00,2021-01-07 03:00:00,104.48453608,30405,1218.26,0.0160888095615403
2021-01-07 04:00:00,2021-01-07 04:00:00,92.13011152,24783,1214.3,-0.0032505376520611
2021-01-07 05:00:00,2021-01-07 05:00:00,98.81434599,23419,1210.44,-0.0031787861319277
2021-01-07 06:00:00,2021-01-07 06:00:00,85.22605364,22244,1200.0,-0.0086249628234361
2021-01-07 07:00:00,2021-01-07 07:00:00,91.75083056,27617,1187.28,-0.0106
2021-01-07 08:00:00,2021-01-07 08:00:00,92.4057971,25504,1197.79,0.0088521662960716
2021-01-07 09:00:00,2021-01-07 09:00:00,94.74,23685,1208.12,0.0086242162649545
2021-01-07 10:00:00,2021-01-07 10:00:00,86.85925926,23452,1185.1,-0.0190543985696785
2021-01-07 11:00:00,2021-01-07 11:00:00,80.64981949,22340,1205.05,0.0168340224453633
2021-01-07 12:00:00,2021-01-07 12:00:00,77.02592593,20797,1231.46,0.0219161030662629
2021-01-07 13:00:00,2021-01-07 13:00:00,93.70588235,25488,1221.39,-0.0081772854985139
2021-01-07 14:00:00,2021-01-07 14:00:00,89.73287671,26202,1225.59,0.0034387050819146
2021-01-07 15:00:00,2021-01-07 15:00:00,86.58781362,24158,1253.74,0.0229685294429622
2021-01-07 16:00:00,2021-01-07 16:00:00,88.348659,23059,1268.94,0.0121237258123694
2021-01-07 17:00:00,2021-01-07 17:00:00,87.27941176,23740,1275.48,0.005153907986193
2021-01-07 18:00:00,2021-01-07 18:00:00,60.56326531,14838,1224.92,-0.0396399786746949
2021-01-07 19:00:00,2021-01-07 19:00:00,83.45867769,20197,1236.5,0.0094536786075825
2021-01-07 20:00:00,2021-01-07 20:00:00,88.41085271,22810,1245.24,0.0070683380509501
2021-01-07 21:00:00,2021-01-07 21:00:00,88.02464789,24999,1256.78,0.0092672898397094
2021-01-07 22:00:00,2021-01-07 22:00:00,85.96282528,23124,1247.34,-0.0075112589315552
2021-01-07 23:00:00,2021-01-07 23:00:00,81.82716049,19884,1227.12,-0.0162104959353504
2021-01-08 00:00:00,2021-01-08 00:00:00,74.11888112,21198,1184.62,-0.0346339396310059
2021-01-08 01:00:00,2021-01-08 01:00:00,80.79715302,22704,1186.67,0.0017305127382623
2021-01-08 02:00:00,2021-01-08 02:00:00,65.41516245,18120,1113.18,-0.0619296013213446
2021-01-08 03:00:00,2021-01-08 03:00:00,98.81751825,27076,1150.95,0.033929822670188
2021-01-08 04:00:00,2021-01-08 04:00:00,77.15384615,20060,1169.35,0.0159867935183977
2021-01-08 05:00:00,2021-01-08 05:00:00,74.90217391,20673,1149.4,-0.0170607602514215
2021-01-08 06:00:00,2021-01-08 06:00:00,69.57388316,20246,1176.65,0.0237080215764746
2021-01-08 07:00:00,2021-01-08 07:00:00,94.06896552,24552,1209.09,0.02756979560617
2021-01-08 08:00:00,2021-01-08 08:00:00,98.25,28689,1202.16,-0.0057315832568294
2021-01-08 09:00:00,2021-01-08 09:00:00,83.0915493,23598,1224.07,0.0182255273840419
2021-01-08 10:00:00,2021-01-08 10:00:00,79.74216028,22886,1254.83,0.025129281822118
2021-01-08 11:00:00,2021-01-08 11:00:00,98.00353357,27735,1259.41,0.0036498967987697
2021-01-08 12:00:00,2021-01-08 12:00:00,89.72118959,24135,1252.0,-0.005883707450314
2021-01-08 13:00:00,2021-01-08 13:00:00,89.21072797,23284,1252.25,0.0001996805111821
2021-01-08 14:00:00,2021-01-08 14:00:00,92.97902098,26592,1260.6,0.0066679976043122
2021-01-08 15:00:00,2021-01-08 15:00:00,87.78571429,23351,1217.52,-0.0341742027605901
2021-01-08 16:00:00,2021-01-08 16:00:00,90.5962963,24461,1228.65,0.0091415336093041
2021-01-08 17:00:00,2021-01-08 17:00:00,87.53125,22408,1217.15,-0.0093598665201644
2021-01-08 18:00:00,2021-01-08 18:00:00,77.53401361,22795,1183.11,-0.0279669720248122
2021-01-08 19:00:00,2021-01-08 19:00:00,80.79296875,20683,1185.7,0.0021891455570488
2021-01-08 20:00:00,2021-01-08 20:00:00,70.03321033,18979,1148.13,-0.0316859239267942
2021-01-08 21:00:00,2021-01-08 21:00:00,82.26258993,22869,1195.1,0.0409100014806684
2021-01-08 22:00:00,2021-01-08 22:00:00,71.94047619,18129,1219.22,0.020182411513681
2021-01-08 23:00:00,2021-01-08 23:00:00,63.44680851,17892,1218.39,-0.0006807631108413
2021-01-09 00:00:00,2021-01-09 00:00:00,64.51492537,17290,1200.01,-0.0150854816602238
2021-01-09 01:00:00,2021-01-09 01:00:00,72.15384615,22512,1200.15,0.0001166656944526
2021-01-09 02:00:00,2021-01-09 02:00:00,86.57575758,22856,1201.43,0.0010665333499979
2021-01-09 03:00:00,2021-01-09 03:00:00,86.78597786,23519,1229.03,0.0229726242893884
2021-01-09 04:00:00,2021-01-09 04:00:00,90.51153846,23533,1221.32,-0.0062732398720942
2021-01-09 05:00:00,2021-01-09 05:00:00,80.40363636,22111,1186.08,-0.0288540267906854
2021-01-09 06:00:00,2021-01-09 06:00:00,76.30882353,20756,1180.75,-0.0044937946850127
2021-01-09 07:00:00,2021-01-09 07:00:00,89.14615385,23178,1198.0,0.0146093584586068
2021-01-09 08:00:00,2021-01-09 08:00:00,97.52767528,26430,1209.38,0.0094991652754592
2021-01-09 09:00:00,2021-01-09 09:00:00,83.09125475,21853,1213.78,0.0036382278522877
2021-01-09 10:00:00,2021-01-09 10:00:00,72.672,18168,1220.51,0.0055446621298753
2021-01-09 11:00:00,2021-01-09 11:00:00,83.03543307,21091,1223.0,0.0020401307650079
2021-01-09 12:00:00,2021-01-09 12:00:00,73.4981685,20065,1226.44,0.002812755519215
2021-01-09 13:00:00,2021-01-09 13:00:00,82.08394161,22491,1224.03,-0.0019650370177098
2021-01-09 14:00:00,2021-01-09 14:00:00,80.58450704,22886,1225.21,0.0009640286594283
2021-01-09 15:00:00,2021-01-09 15:00:00,84.95850622,20475,1222.24,-0.0024240742403343
2021-01-09 16:00:00,2021-01-09 16:00:00,81.39788732,23117,1203.9,-0.015005236287472
2021-01-09 17:00:00,2021-01-09 17:00:00,83.52707581,23137,1226.18,0.0185065204751224
2021-01-09 18:00:00,2021-01-09 18:00:00,82.60839161,23626,1228.37,0.001786034676801
2021-01-09 19:00:00,2021-01-09 19:00:00,84.30980392,21499,1233.07,0.0038262087156151
2021-01-09 20:00:00,2021-01-09 20:00:00,69.6910299,20977,1276.97,0.0356021961445822
2021-01-09 21:00:00,2021-01-09 21:00:00,83.70342205,22014,1296.14,0.0150120989529902
2021-01-09 22:00:00,2021-01-09 22:00:00,82.79104478,22188,1291.6,-0.0035027080407982
2021-01-09 23:00:00,2021-01-09 23:00:00,87.068,21767,1279.96,-0.0090120780427376
2021-01-10 00:00:00,2021-01-10 00:00:00,65.78928571,18421,1295.09,0.0118206818963091
2021-01-10 01:00:00,2021-01-10 01:00:00,74.02173913,20430,1327.76,0.0252260460662965
2021-01-10 02:00:00,2021-01-10 02:00:00,92.54032258,22950,1343.93,0.0121784057359763
2021-01-10 03:00:00,2021-01-10 03:00:00,80.3180212,22730,1314.55,-0.0218612576547886
2021-01-10 04:00:00,2021-01-10 04:00:00,76.5734767,21364,1321.77,0.0054923738161347
2021-01-10 05:00:00,2021-01-10 05:00:00,66.84942085,17314,1317.53,-0.003207819817366
2021-01-10 06:00:00,2021-01-10 06:00:00,73.53716216,21767,1327.41,0.0074988804808999
2021-01-10 07:00:00,2021-01-10 07:00:00,90.10646388,23698,1347.79,0.0153532066204111
2021-01-10 08:00:00,2021-01-10 08:00:00,90.10150376,23967,1332.83,-0.0110996520229412
2021-01-10 09:00:00,2021-01-10 09:00:00,84.73702422,24489,1335.33,0.0018757080798001
2021-01-10 10:00:00,2021-01-10 10:00:00,73.11481481,19741,1321.5,-0.0103569904068656
2021-01-10 11:00:00,2021-01-10 11:00:00,79.02439024,22680,1262.9,-0.0443435489973513
2021-01-10 12:00:00,2021-01-10 12:00:00,76.46666667,20646,1291.46,0.0226146171510015
2021-01-10 13:00:00,2021-01-10 13:00:00,75.20652174,20757,1312.02,0.0159199665494866
2021-01-10 14:00:00,2021-01-10 14:00:00,71.32534247,20827,1297.38,-0.0111583664883155
2021-01-10 15:00:00,2021-01-10 15:00:00,77.35766423,21196,1305.43,0.0062048127765188
2021-01-10 16:00:00,2021-01-10 16:00:00,86.93852459,21213,1300.12,-0.0040676252269368
2021-01-10 17:00:00,2021-01-10 17:00:00,71.24657534,20804,1303.83,0.0028535827462081
2021-01-10 18:00:00,2021-01-10 18:00:00,83.43560606,22027,1286.99,-0.0129157942369786
2021-01-10 19:00:00,2021-01-10 19:00:00,74.4874552,20782,1266.85,-0.0156489172410042
2021-01-10 20:00:00,2021-01-10 20:00:00,57.11985019,15251,1261.21,-0.004451987212377
2021-01-10 21:00:00,2021-01-10 21:00:00,87.08487085,23600,1274.12,0.0102362017427706
2021-01-10 22:00:00,2021-01-10 22:00:00,76.70498084,20020,1276.11,0.0015618623049633
2021-01-10 23:00:00,2021-01-10 23:00:00,71.84701493,19255,1257.96,-0.0142229118179466
2021-01-11 00:00:00,2021-01-11 00:00:00,65.73308271,17485,1223.78,-0.0271709752297371
2021-01-11 01:00:00,2021-01-11 01:00:00,81.30107527,22683,1210.92,-0.0105084247168607
2021-01-11 02:00:00,2021-01-11 02:00:00,71.60159363,17972,1189.22,-0.0179202589766458
2021-01-11 03:00:00,2021-01-11 03:00:00,46.1130137,13465,1104.99,-0.0708279376397975
2021-01-11 04:00:00,2021-01-11 04:00:00,91.046875,23308,1114.24,0.0083711164806921
2021-01-11 05:00:00,2021-01-11 05:00:00,98.04938272,23826,1094.92,-0.0173391728891441
2021-01-11 06:00:00,2021-01-11 06:00:00,75.12857143,21036,1028.65,-0.0605249698608116
2021-01-11 07:00:00,2021-01-11 07:00:00,109.89619377,31760,1071.95,0.0420940067078208
2021-01-11 08:00:00,2021-01-11 08:00:00,99.48561151,27657,1109.0,0.0345631792527636
2021-01-11 09:00:00,2021-01-11 09:00:00,94.69921875,24243,1136.6,0.0248872858431017
2021-01-11 10:00:00,2021-01-11 10:00:00,74.4770318,21077,1112.74,-0.0209924335738165
2021-01-11 11:00:00,2021-01-11 11:00:00,91.70833333,26412,1068.9,-0.0393982421769685
2021-01-11 12:00:00,2021-01-11 12:00:00,78.9509434,20922,1074.25,0.0050051454766582
2021-01-11 13:00:00,2021-01-11 13:00:00,83.23106061,21973,1026.88,-0.0440958808471024
2021-01-11 14:00:00,2021-01-11 14:00:00,73.62706271,22309,1039.93,0.0127083982549081
2021-01-11 15:00:00,2021-01-11 15:00:00,86.38582677,21942,977.55,-0.0599848066696797
2021-01-11 16:00:00,2021-01-11 16:00:00,69.03703704,18640,965.38,-0.0124494910746253
2021-01-11 17:00:00,2021-01-11 17:00:00,87.84532374,24421,998.38,0.0341834303590296
2021-01-11 18:00:00,2021-01-11 18:00:00,100.55598456,26044,993.69,-0.0046976101284079
2021-01-11 19:00:00,2021-01-11 19:00:00,78.67931034,22817,984.78,-0.0089665791142107
2021-01-11 20:00:00,2021-01-11 20:00:00,101.91272727,28026,1021.22,0.0370031885294177
2021-01-11 21:00:00,2021-01-11 21:00:00,78.85409253,22158,1032.22,0.0107714302500929
2021-01-11 22:00:00,2021-01-11 22:00:00,92.08108108,23849,1057.77,0.0247524752475247
2021-01-11 23:00:00,2021-01-11 23:00:00,71.0260223,19106,1086.94,0.0275768834434708
2021-01-12 00:00:00,2021-01-12 00:00:00,73.384,18346,1062.08,-0.0228715476475243
2021-01-12 01:00:00,2021-01-12 01:00:00,71.36585366,20482,1055.55,-0.0061483127448026
2021-01-12 02:00:00,2021-01-12 02:00:00,74.87412587,21414,1070.1,0.0137842830751739
2021-01-12 03:00:00,2021-01-12 03:00:00,71.1641791,19072,1089.73,0.018344079992524
2021-01-12 04:00:00,2021-01-12 04:00:00,68.43426295,17177,1097.33,0.0069742046194927
2021-01-12 05:00:00,2021-01-12 05:00:00,61.10820896,16377,1130.76,0.0304648556040572
2021-01-12 06:00:00,2021-01-12 06:00:00,67.5049505,20454,1139.13,0.0074021012416429
2021-01-12 07:00:00,2021-01-12 07:00:00,87.14869888,23443,1140.54,0.0012377867319794
2021-01-12 08:00:00,2021-01-12 08:00:00,97.52439024,23991,1118.58,-0.0192540375611552
2021-01-12 09:00:00,2021-01-12 09:00:00,87.04626335,24460,1116.95,-0.0014572046702067
2021-01-12 10:00:00,2021-01-12 10:00:00,70.24489796,17210,1086.43,-0.0273244102242714
2021-01-12 11:00:00,2021-01-12 11:00:00,66.54961832,17436,1101.08,0.0134845319072558
2021-01-12 12:00:00,2021-01-12 12:00:00,70.77857143,19818,1088.0,-0.0118792458313654
2021-01-12 13:00:00,2021-01-12 13:00:00,69.18442623,16881,1027.09,-0.0559834558823529
2021-01-12 14:00:00,2021-01-12 14:00:00,68.98965517,20007,1036.86,0.0095123114819537
2021-01-12 15:00:00,2021-01-12 15:00:00,69.06985294,18787,1053.97,0.0165017456551512
2021-01-12 16:00:00,2021-01-12 16:00:00,69.03061224,20295,1107.47,0.0507604580775544
2021-01-12 17:00:00,2021-01-12 17:00:00,62.540625,20013,1119.16,0.0105555906706276
2021-01-12 18:00:00,2021-01-12 18:00:00,68.17358491,18066,1106.87,-0.0109814503734946
2021-01-12 19:00:00,2021-01-12 19:00:00,70.69888476,19018,1084.08,-0.0205895904668117
