start_time,average_sa_cdd,binary_cdd,cdd,date,sa_cdd,close,change
2021-03-27,0.52101405,1,12646520.25017171,2021-03-27,0.67750922,55828.0,0.014501181173905
2021-03-28,0.52099177,0,7867998.34127279,2021-03-28,0.42148809,55805.08,-0.0004105466790856
2021-03-29,0.5209602,0,7092362.20356816,2021-03-29,0.37991811,57677.64,0.0335553680776015
2021-03-30,0.52097679,1,11109935.64895189,2021-03-30,0.59509926,58794.16,0.019357934894701
2021-03-31,0.52103856,1,14882789.43099718,2021-03-31,0.79714876,58807.24,0.0002224710753584
2021-04-01,0.52125625,1,27904673.27357374,2021-04-01,1.49455155,58794.01,-0.000224972299329
2021-04-02,0.5213961,1,21413273.25606893,2021-04-02,1.14682371,59031.36,0.0040369758756035
2021-04-03,0.52133483,0,4616910.51574971,2021-04-03,0.24725553,57134.65,-0.0321305489150173
2021-04-04,0.5212853,0,5596357.93578968,2021-04-04,0.29969453,58234.61,0.0192520650778467
2021-04-05,0.5212657,0,8096748.5082136,2021-04-05,0.43357209,59243.39,0.0173226883463286
2021-04-06,0.52160814,1,38365982.70883184,2021-04-06,2.05435769,58059.99,-0.0199752242402063
2021-04-07,0.52159741,0,8844509.58179597,2021-04-07,0.47356617,56018.18,-0.0351672468424468
2021-04-08,0.52159657,0,9672087.28707769,2021-04-08,0.51785437,58122.26,0.0375606633417937
2021-04-09,0.52160655,1,10577411.22138583,2021-04-09,0.56629763,58176.03,0.000925118878722
2021-04-10,0.52161758,1,10666077.27274738,2021-04-10,0.57101467,59832.43,0.028472207539772
2021-04-11,0.52168696,1,15552582.44484548,2021-04-11,0.83257618,60090.2,0.004308198747736
2021-04-12,0.52179419,1,18725902.57078062,2021-04-12,1.00240518,59911.18,-0.0029791879541088
2021-04-13,0.52185777,1,15074518.16509784,2021-04-13,0.80690676,63649.71,0.0624012079214597
2021-04-14,0.52215039,1,34269223.64899101,2021-04-14,1.83427549,63019.1,-0.0099075078268228
2021-04-15,0.52233793,1,25474824.6911838,2021-04-15,1.36347291,63232.55,0.0033870683649879
2021-04-16,0.52230689,0,7157517.76560389,2021-04-16,0.38307409,61424.67,-0.0285909709477161
2021-04-17,0.5223071,1,9776674.35163655,2021-04-17,0.52323679,60090.14,-0.0217262868485903
2021-04-18,0.52258228,1,32841887.16532998,2021-04-18,1.75758856,56140.05,-0.0657360758354032
2021-04-19,0.52252897,0,5291966.73168839,2021-04-19,0.28319927,55634.39,-0.0090071170225178
2021-04-20,0.52258428,1,14406186.47318526,2021-04-20,0.77091317,56410.56,0.0139512628789495
2021-04-21,0.52256259,0,7945274.18587961,2021-04-21,0.42515829,53800.0,-0.0462778600318805
2021-04-22,0.52260108,1,12998066.17199513,2021-04-22,0.69550416,51714.61,-0.0387618959107806
2021-04-23,0.52269368,1,17544709.7464051,2021-04-23,0.93874486,51122.62,-0.011447248659518
2021-04-24,0.52283982,1,22047196.75150271,2021-04-24,1.17959712,50092.4,-0.0201519405695561
2021-04-25,0.52288788,1,13811260.30656547,2021-04-25,0.73891275,49063.94,-0.020531258234782
2021-04-26,0.52292628,1,13001892.29971421,2021-04-26,0.69558444,53984.33,0.1002852604173247
2021-04-27,0.52311138,1,25338754.90705039,2021-04-27,1.35552629,55006.25,0.0189299376319016
2021-04-28,0.52312464,1,10893989.85890655,2021-04-28,0.58275904,54861.77,-0.0026266106124304
2021-04-29,0.52319668,1,15839910.0945511,2021-04-29,0.8472997,53558.8,-0.0237500539993513
2021-04-30,0.52332269,1,20385151.03910574,2021-04-30,1.09037836,57684.16,0.0770248773310828
2021-05-01,0.52327936,0,6136841.24679157,2021-05-01,0.32823735,57836.34,0.0026381592451028
2021-05-02,0.5232473,0,7084905.94396335,2021-05-02,0.37892245,56630.33,-0.0208521147776639
2021-05-03,0.52327577,1,12181889.56946025,2021-05-03,0.65148619,57214.83,0.010321324279763
2021-05-04,0.52330563,1,12300968.20316192,2021-05-04,0.65781471,53263.32,-0.0690644366154719
2021-05-05,0.52330819,1,10001506.14693768,2021-05-05,0.53481909,57497.77,0.0795003015208213
2021-05-06,0.52331536,1,10390745.19094483,2021-05-06,0.55560163,56435.35,-0.0184775861742115
2021-05-07,0.52349588,1,25007674.75400344,2021-05-07,1.33710394,57350.88,0.0162226335089619
2021-05-08,0.52346498,0,7185174.05199435,2021-05-08,0.38415309,58924.98,0.0274468325507821
2021-05-09,0.52347135,1,10328994.59358633,2021-05-09,0.55220216,58292.53,-0.0107331389845189
2021-05-10,0.52348451,1,10902709.98140458,2021-05-10,0.58283871,55869.67,-0.0415638161527729
2021-05-11,0.52348452,1,9794079.37510369,2021-05-11,0.52354328,56710.43,0.0150485943446596
2021-05-12,0.52360727,1,20157437.42823352,2021-05-12,1.07745549,49595.76,-0.1254561109834645
2021-05-13,0.52373651,1,20711020.37956517,2021-05-13,1.10698607,49707.9,0.0022610803826779
2021-05-14,0.52374752,1,10729036.29299564,2021-05-14,0.57343201,49873.27,0.0033268353722446
2021-05-15,0.52372458,0,7861764.90399279,2021-05-15,0.42016844,46793.41,-0.0617537209811988
2021-05-16,0.52372181,0,9565411.34253118,2021-05-16,0.51119651,46429.28,-0.0077816513051731
2021-05-17,0.52372241,1,9851120.57338429,2021-05-17,0.52644416,43566.18,-0.0616658281153617
2021-05-18,0.52376361,1,13284815.36893356,2021-05-18,0.70991719,42882.53,-0.0156922181380144
2021-05-19,0.52400718,1,30404267.72747813,2021-05-19,1.62468281,36689.14,-0.1444268796640496
2021-05-20,0.52411429,1,18868844.93048753,2021-05-20,1.00823811,40500.3,0.1038770600782685
2021-05-21,0.52416445,1,14053664.48403395,2021-05-21,0.75091611,37211.02,-0.0812161885220604
2021-05-22,0.52411904,0,5966285.97502417,2021-05-22,0.31877854,37432.58,0.0059541501415443
2021-05-23,0.5241675,1,13912925.5681246,2021-05-23,0.7433378,34651.6,-0.0742930356390075
2021-05-24,0.52438075,1,27872494.71859212,2021-05-24,1.48910502,38779.66,0.1191304297637052
2021-05-25,0.52438532,1,10202800.63295183,2021-05-25,0.54506846,38326.84,-0.0116767398166979
2021-05-26,0.52439041,1,10247273.18604756,2021-05-26,0.54742203,39224.2,0.023413357323484
2021-05-27,0.52433017,0,4710572.26942078,2021-05-27,0.25163478,38527.38,-0.0177650532069487
2021-05-28,0.52427591,0,5215410.35135798,2021-05-28,0.27859173,35670.99,-0.074139222547705
2021-05-29,0.52419672,0,3099225.87838092,2021-05-29,0.16554503,34611.94,-0.0296893918559589
2021-05-30,0.52433871,1,21859400.91960877,2021-05-30,1.16756293,35651.81,0.030043678568725
2021-05-31,0.52426629,0,3672223.2653846,2021-05-31,0.196133,37243.38,0.0446420532365678
2021-06-01,0.52444702,1,25156036.79457289,2021-06-01,1.34351722,36693.41,-0.0147669196512237
2021-06-02,0.52442904,0,8294006.34589704,2021-06-02,0.44293634,37569.99,0.023889303283614
2021-06-03,0.52451582,1,17189722.19587937,2021-06-03,0.91796157,39247.4,0.0446476030470064
2021-06-04,0.52445841,0,4945955.60914462,2021-06-04,0.26411123,36828.03,-0.0616440834297304
2021-06-05,0.5243811,0,3252891.9103758,2021-06-05,0.17369499,35498.62,-0.0360977766119989
2021-06-06,0.52432172,0,4774001.08220656,2021-06-06,0.25490505,35801.71,0.0085380783816384
2021-06-07,0.52430413,0,8324554.08320662,2021-06-07,0.44446507,33550.96,-0.06286710886156
2021-06-08,0.52432648,1,11720638.02011809,2021-06-08,0.62575786,33372.58,-0.005316688404743
2021-06-09,0.52430361,0,7875988.92500589,2021-06-09,0.42047666,37368.45,0.1197351238651609
2021-06-10,0.52430958,1,10328717.87335329,2021-06-10,0.55139918,36669.66,-0.0186999995985917
2021-06-11,0.52434425,1,12772275.57140009,2021-06-11,0.68182476,37300.42,0.017201141215926
2021-06-12,0.52425697,0,2392992.26666116,2021-06-12,0.12773992,35537.05,-0.0472748028038289
2021-06-13,0.52419361,0,4426554.53636837,2021-06-13,0.23628277,38993.65,0.0972674996939813
2021-06-14,0.52415491,0,6524453.25118218,2021-06-14,0.34824974,40489.1,0.0383511161432694
2021-06-15,0.52412746,0,7482197.45276491,2021-06-15,0.39935292,40132.86,-0.0087984173518304
2021-06-16,0.52407059,0,4973972.6382568,2021-06-16,0.26546867,38344.97,-0.0445492795679151
2021-06-17,0.52401303,0,4913293.39280629,2021-06-17,0.26221875,38060.71,-0.0074132278627419
2021-06-18,0.52395279,0,4682765.91496996,2021-06-18,0.24990534,35811.41,-0.0590976889290818
2021-06-19,0.52386537,0,2363422.01419593,2021-06-19,0.12612449,35483.0,-0.0091705408974402
2021-06-20,0.52378862,0,3270261.74344445,2021-06-20,0.17451207,35588.64,0.002977200349463
2021-06-21,0.5237625,0,7587521.4271675,2021-06-21,0.40488126,31606.0,-0.1119076199596275
2021-06-22,0.52373754,0,7685325.38821854,2021-06-22,0.41008778,32496.0,0.0281592102765297
2021-06-23,0.52377732,1,13211366.87610065,2021-06-23,0.70493275,33649.0,0.0354812900049237
2021-06-24,0.52377459,0,9583683.07116829,2021-06-24,0.51134872,34644.64,0.0295889922434544
2021-06-25,0.52389827,1,20380541.13012712,2021-06-25,1.08738793,31568.07,-0.0888036360025678
2021-06-26,0.52381541,0,2740513.66507512,2021-06-26,0.14621364,32255.56,0.0217780181050029
2021-06-27,0.52374945,0,4181833.46996524,2021-06-27,0.22310754,34687.71,0.0754025042504298
2021-06-28,0.52369256,0,4954336.08062962,2021-06-28,0.26431281,34487.22,-0.0057798569003257
2021-06-29,0.52362259,0,3834188.42162753,2021-06-29,0.20454702,35911.26,0.0412918176646306
2021-06-30,0.52355888,0,4366948.50446387,2021-06-30,0.23296198,35031.39,-0.0245012288624794
2021-07-01,0.52351597,0,6143873.09806751,2021-07-01,0.32774442,33489.96,-0.0440013941781928
2021-07-02,0.52351941,1,10108621.38130244,2021-07-02,0.53922742,33760.94,0.0080913802226101
2021-07-03,0.52343383,0,2490923.9752422,2021-07-03,0.13286853,34652.94,0.0264210652902436
2021-07-04,0.52336376,0,3814875.80279431,2021-07-04,0.20348172,35280.16,0.0181000515396385
2021-07-05,0.52330774,0,5015331.18820027,2021-07-05,0.26750106,33672.72,-0.0455621516455708
2021-07-06,0.52324156,0,4143638.97760694,2021-07-06,0.22099744,34206.01,0.0158374494249351
2021-07-07,0.52320496,0,6675716.62140332,2021-07-07,0.35602904,33845.64,-0.0105352831271464
2021-07-08,0.52314486,0,4660958.53378438,2021-07-08,0.24856653,32852.04,-0.0293568093261051
2021-07-09,0.52310435,0,6337489.85162368,2021-07-09,0.33796033,33805.01,0.0290079398417877
2021-07-10,0.52301603,0,2237596.89685237,2021-07-10,0.11931828,33497.98,-0.0090823815759852
2021-07-11,0.52293805,0,3120797.56694622,2021-07-11,0.1664074,34253.81,0.0225634500946025
2021-07-12,0.5229785,1,13277421.6357282,2021-07-12,0.70794996,33070.87,-0.0345345525067136
2021-07-13,0.5229108,0,4000011.43250744,2021-07-13,0.21327029,32709.09,-0.0109395368189588
2021-07-14,0.52285861,0,5328946.89649923,2021-07-14,0.28410961,32803.01,0.0028713730647964
2021-07-15,0.52282284,0,6736946.55411934,2021-07-15,0.35916095,31866.43,-0.0285516481566783
2021-07-16,0.52277547,0,5739729.22414142,2021-07-16,0.30598188,31382.95,-0.0151720792068643
2021-07-17,0.5235858,1,79413210.18694836,2021-07-17,4.23327381,31496.65,0.0036229863668011
2021-07-18,0.52350933,0,3252060.7426509,2021-07-18,0.17334903,31767.0,0.0085834525259034
2021-07-19,0.52346326,0,5862209.95411544,2021-07-19,0.31246368,30823.62,-0.0296968552271225
2021-07-20,0.52345903,0,9457631.51505931,2021-07-20,0.504084,29775.9,-0.0339908161338609
2021-07-21,0.5234113,0,5717724.46876419,2021-07-21,0.30473531,32120.0,0.0787247404780375
2021-07-22,0.52336725,0,6032677.28706048,2021-07-22,0.32150484,32268.11,0.0046111457036115
2021-07-23,0.52332409,0,6107250.62430413,2021-07-23,0.3254645,33634.46,0.0423436637596685
2021-07-24,0.52323401,0,2068275.53480342,2021-07-24,0.11021584,34230.0,0.017706245321019
2021-07-25,0.52315513,0,3028741.13369309,2021-07-25,0.16138963,35370.66,0.0333234005258546
2021-07-26,0.52330824,1,23001861.19925481,2021-07-26,1.22561697,37218.09,0.0522305775464748
2021-07-27,0.52345939,1,22840512.97277265,2021-07-27,1.21695089,39442.33,0.059762336003809
2021-07-28,0.52374772,1,34665459.26743052,2021-07-28,1.8468918,40003.08,0.0142169592922121
2021-07-29,0.5253551,1,148348108.7638412,2021-07-29,7.90320727,40012.9,0.0002454810979555
2021-07-30,0.52530296,0,5367744.12011921,2021-07-30,0.28594938,42203.25,0.054741095996541
2021-07-31,0.5252323,0,3769216.28157036,2021-07-31,0.20078237,41448.11,-0.017892934785828
2021-08-01,0.52514902,0,2677713.04255806,2021-08-01,0.14263177,39846.78,-0.038634572239844
2021-08-02,0.52508581,0,4406173.02292033,2021-08-02,0.23468921,39147.48,-0.0175497242186193
2021-08-03,0.52501582,0,3818876.4557416,2021-08-03,0.20339616,38203.26,-0.0241195601862496
2021-08-04,0.52494248,0,3527682.24389383,2021-08-04,0.18787843,39731.31,0.0399978954675595
2021-08-05,0.52486996,0,3595915.91802291,2021-08-05,0.19150225,40882.4,0.0289718612348801
2021-08-06,0.52484809,0,7967099.99841028,2021-08-06,0.42426932,42825.43,0.0475272978103047
2021-08-07,0.52478001,0,3975643.35386539,2021-08-07,0.21170184,44601.11,0.0414632147301263
2021-08-08,0.52473695,0,6134665.14030828,2021-08-08,0.32665194,43787.71,-0.0182372142756088
2021-08-09,0.52468988,0,5786746.91055679,2021-08-09,0.30811079,46259.7,0.0564539684765428
2021-08-10,0.52462265,0,4042617.74866449,2021-08-10,0.21523419,45589.99,-0.014477179921184
2021-08-11,0.52457999,0,6165325.43657171,2021-08-11,0.32823383,45522.12,-0.0014887039896256
2021-08-12,0.52451798,0,4490274.64445215,2021-08-12,0.23904431,44385.09,-0.0249775274086533
2021-08-13,0.52445991,0,4828408.8747255,2021-08-13,0.25703309,47792.52,0.0767696990137905
2021-08-14,0.52451264,1,14415965.56827392,2021-08-14,0.76737038,47083.74,-0.0148303542060556
2021-08-15,0.52442777,0,2507175.60511339,2021-08-15,0.13345036,47006.02,-0.0016506760083204
2021-08-16,0.52436912,0,4774208.18053578,2021-08-16,0.25410493,45926.23,-0.0229713130360748
2021-08-17,0.52431782,0,5408980.85572822,2021-08-17,0.28787393,44704.84,-0.026594606176035
2021-08-18,0.52430696,0,8910941.99331047,2021-08-18,0.47423216,44714.09,0.0002069127190702
2021-08-19,0.5242554,0,5383557.12347119,2021-08-19,0.2864933,46772.0,0.0460237477716756
2021-08-20,0.52419762,0,4843103.72177488,2021-08-20,0.25771862,49332.74,0.0547494227315488
2021-08-21,0.52415858,0,6466397.98424902,2021-08-21,0.34408038,48848.29,-0.0098200505384455
2021-08-22,0.52409707,0,4516092.32588799,2021-08-22,0.2402905,49273.28,0.0087002021974567
2021-08-23,0.52411013,1,10983782.40532306,2021-08-23,0.58438258,49523.91,0.0050865296566415
2021-08-24,0.52404405,0,4116502.88778817,2021-08-24,0.21900374,47719.36,-0.0364379549191492
2021-08-25,0.52428306,1,30598759.8584403,2021-08-25,1.62781042,48992.65,0.0266828809103893
2021-08-26,0.52431556,1,12677637.40939699,2021-08-26,0.6743995,46853.06,-0.0436716527887347
2021-08-27,0.52424853,0,4035368.24904168,2021-08-27,0.214655,49083.98,0.04761524647483
2021-08-28,0.52418032,0,3929975.8715813,2021-08-28,0.20903902,48931.99,-0.0030965296620202
2021-08-29,0.52410326,0,3159162.94012025,2021-08-29,0.16803006,48795.41,-0.002791221039651
2021-08-30,0.52407152,0,7095009.53151941,2021-08-30,0.37735356,47024.7,-0.036288454180424
2021-08-31,0.52405163,0,8125086.80058625,2021-08-31,0.43211833,47150.32,0.002671362071422
2021-09-01,0.52401644,0,6794094.25767834,2021-09-01,0.3613154,48842.94,0.0358983777840744
2021-09-02,0.52396939,0,5760782.95110497,2021-09-02,0.3063479,49299.14,0.0093401420962784
2021-09-03,0.52392508,0,5998040.72287196,2021-09-03,0.31894925,50027.08,0.0147657748187899
2021-09-04,0.52385711,0,3937337.37773029,2021-09-04,0.20935932,49940.74,-0.001725865271369
2021-09-05,0.52378048,0,3181228.17054461,2021-09-05,0.16914564,51799.57,0.0372207139902212
2021-09-06,0.52372993,0,5449154.28923861,2021-09-06,0.28971453,52683.97,0.0170735008031919
2021-09-07,0.52369108,0,6467139.05943366,2021-09-07,0.34382012,46864.39,-0.1104620627488779
2021-09-08,0.5236406,0,5452182.94993965,2021-09-08,0.28984714,46062.29,-0.0171153406669755
2021-09-09,0.52368496,1,13716210.39912387,2021-09-09,0.72914343,46413.88,0.0076329248936601
2021-09-10,0.52370093,1,11244017.26454988,2021-09-10,0.5976965,44860.83,-0.0334608957492886
2021-09-11,0.52363201,0,3842780.33805811,2021-09-11,0.20426004,45193.78,0.0074218421727818
2021-09-12,0.52355932,0,3511195.67958017,2021-09-12,0.1866258,46046.73,0.0188731723701802
2021-09-13,0.5234965,0,4370066.93829687,2021-09-13,0.2322641,44975.96,-0.0232539856793306
2021-09-14,0.52352564,1,12393296.89926586,2021-09-14,0.65865269,47087.18,0.0469410769664504
2021-09-15,0.52353697,1,10840631.76243388,2021-09-15,0.57610756,48106.12,0.021639435617083
2021-09-16,0.5235621,1,12046460.01927344,2021-09-16,0.64016062,47745.55,-0.007495304131782
2021-09-17,0.52350639,0,4987462.45016105,2021-09-17,0.26502567,47303.11,-0.0092666227533246
2021-09-18,0.52343644,0,3741563.8536333,2021-09-18,0.19881034,48285.15,0.0207605800126038
2021-09-19,0.52337094,0,4127572.20902211,2021-09-19,0.21930948,47256.91,-0.0212951601061609
2021-09-20,0.52333012,0,6282735.95788972,2021-09-20,0.3338012,43026.6,-0.0895172790603533
2021-09-21,0.52325839,0,3578594.20270451,2021-09-21,0.19012269,40726.1,-0.0534669251114426
2021-09-22,0.52322779,0,7173339.97078029,2021-09-22,0.38108639,43520.0,0.0686021985900933
2021-09-23,0.52317102,0,4883732.53279487,2021-09-23,0.25943592,44828.29,0.0300618106617647
2021-09-24,0.52311334,0,4802220.64866977,2021-09-24,0.25509335,42798.49,-0.0452794429588994
2021-09-25,0.52302077,0,1746394.45033225,2021-09-25,0.09276379,42651.58,-0.0034325977388454
2021-09-26,0.52370864,1,70067746.81145757,2021-09-26,3.72163894,43150.0,0.011685850793804
2021-09-27,0.52369905,0,9020871.03414467,2021-09-27,0.4791177,42122.69,-0.0238078794901506
2021-09-28,0.52365496,0,5999157.93731416,2021-09-28,0.3186121,41006.32,-0.0265028183147848
2021-09-29,0.52361379,0,6253310.1855296,2021-09-29,0.33209555,41499.71,0.0120320477428845
2021-09-30,0.52361911,1,10326292.30906209,2021-09-30,0.54836895,43796.57,0.0553464108544372
2021-10-01,0.52358189,0,6598017.22899476,2021-10-01,0.3503658,48123.94,0.098806139384888
2021-10-02,0.5235204,0,4468667.78465156,2021-10-02,0.23727896,47626.61,-0.0103343574944196
2021-10-03,0.52345155,0,3820881.17035784,2021-10-03,0.20287245,48187.3,0.0117726203901558
2021-10-04,0.52341925,0,7025245.63590332,2021-10-04,0.37299119,49198.22,0.020978971637755
2021-10-05,0.52340488,0,8598232.94897901,2021-10-05,0.45648092,51455.12,0.0458736108745398
2021-10-06,0.52341751,1,10967516.37030212,2021-10-06,0.58224108,55321.6,0.0751427651903249
2021-10-07,0.52341909,1,9998410.41128452,2021-10-07,0.53076856,53814.99,-0.0272336664160111
2021-10-08,0.52338038,0,6460919.83105129,2021-10-08,0.34296618,53975.0,0.0029733351246559
2021-10-09,0.52332322,0,4838357.07671437,2021-10-09,0.25682286,54960.77,0.0182634553033811
2021-10-10,0.52334188,1,11499402.07676568,2021-10-10,0.61036227,54700.0,-0.0047446569616836
2021-10-11,0.52331686,0,7661150.05618056,2021-10-11,0.40661684,57500.01,0.0511884826325412
2021-10-12,0.52342008,1,18935391.49347717,2021-10-12,1.00495444,56011.84,-0.0258812128902239
2021-10-13,0.52338408,0,6696761.83492476,2021-10-13,0.35539605,57393.65,0.0246699626364712
2021-10-14,0.52336032,0,7772569.09396233,2021-10-14,0.41247035,57378.19,-0.0002693677784911
2021-10-15,0.52335487,0,9383117.94249181,2021-10-15,0.49791461,61702.33,0.0753620844435838
2021-10-16,0.52336059,1,10366069.917578,2021-10-16,0.55005064,60925.56,-0.0125889897512785
2021-10-17,0.52329547,0,4130638.41074909,2021-10-17,0.21917079,61571.45,0.0106012977147851
2021-10-18,0.52333425,1,13278008.52801544,2021-10-18,0.70449371,62037.92,0.0075760762496255
2021-10-19,0.52354848,1,28733334.64440646,2021-10-19,1.52443191,64316.7,0.0367320503330865
2021-10-20,0.52360422,1,14779805.15042631,2021-10-20,0.78409603,66064.24,0.0271708592014205
2021-10-21,0.5236368,1,12741085.83206252,2021-10-21,0.67590502,62260.33,-0.0575789564823572
2021-10-22,0.52368534,1,14149618.34674638,2021-10-22,0.75058729,60734.27,-0.0245109526403088
2021-10-23,0.52363164,0,5138056.62771522,2021-10-23,0.27254257,61325.11,0.0097282802608806
2021-10-24,0.5237127,1,17021169.81489575,2021-10-24,0.90282346,60902.82,-0.0068860863029842
2021-10-25,0.52375724,1,13803246.36254356,2021-10-25,0.73209674,63127.04,0.0365208047837521
2021-10-26,0.52375488,0,9666974.87791871,2021-10-26,0.5126918,60358.75,-0.0438526818301634
2021-10-27,0.52370846,0,5778533.13869722,2021-10-27,0.30645072,58449.36,-0.031634021579307
2021-10-28,0.52367914,0,7286839.87521935,2021-10-28,0.3864207,60622.03,0.0371718355855392
2021-10-29,0.52365907,0,8103330.5851633,2021-10-29,0.42969466,62308.22,0.0278148059377094
2021-10-30,0.52359919,0,4586229.98778983,2021-10-30,0.24318116,61895.19,-0.0066288204028296
2021-10-31,0.52370134,1,18901131.07488059,2021-10-31,1.00217111,61348.61,-0.0088307346661348
2021-11-01,0.52395658,1,32436322.20668268,2021-11-01,1.7197469,60942.87,-0.0066136787777261
2021-11-02,0.52406409,1,19387154.30491676,2021-11-02,1.02783669,63266.69,0.0381311218195008
2021-11-03,0.52414502,1,17041841.19955215,2021-11-03,0.90344849,62946.45,-0.0050617473428751
2021-11-04,0.52409981,0,5888148.45993453,2021-11-04,0.31213696,61431.86,-0.024061563440035
2021-11-05,0.52418075,1,17048403.90331219,2021-11-05,0.90370717,61006.0,-0.0069322335348466
2021-11-06,0.52413287,0,5652152.94439266,2021-11-06,0.29959582,61511.3,0.0082827918565386
2021-11-07,0.52405674,0,3149420.60887107,2021-11-07,0.16692856,63316.4,0.0293458275146192
2021-11-08,0.5241358,1,16887944.73173451,2021-11-08,0.89507043,67606.96,0.0677638021113014
2021-11-09,0.52416244,1,12249383.74439534,2021-11-09,0.64919144,67009.98,-0.0088301559484409
2021-11-10,0.52431148,1,23094563.01217281,2021-11-10,1.2239026,64920.13,-0.0311871455565275
2021-11-11,0.52432106,1,10743301.14383161,2021-11-11,0.56931435,64831.3,-0.0013682967055055
2021-11-12,0.52462672,1,36988028.16687468,2021-11-12,1.95999578,64156.08,-0.0104150310112554
2021-11-13,0.52460356,0,7847635.25135999,2021-11-13,0.41582516,64427.0,0.0042228265816739
2021-11-14,0.52454226,0,4464620.47692406,2021-11-14,0.23655605,65568.39,0.0177160196811896
2021-11-15,0.52454717,1,10335965.56949879,2021-11-15,0.54761925,63654.49,-0.0291893700607869
2021-11-16,0.52468817,1,22412034.40429087,2021-11-16,1.18737353,60106.03,-0.0557456355396139
2021-11-17,0.52477017,1,17182306.83787106,2021-11-17,0.9102614,60366.96,0.0043411617769464
2021-11-18,0.52473842,0,7087612.23746515,2021-11-18,0.37546019,56921.05,-0.0570827154456675
2021-11-19,0.52471115,0,7484476.40359812,2021-11-19,0.39646575,58069.51,0.0201763670909091
2021-11-20,0.524671,0,6339448.59586309,2021-11-20,0.33579562,59716.29,0.0283587720991618
2021-11-21,0.52461557,0,4980399.86950965,2021-11-21,0.26379644,58661.39,-0.0176651965485464
2021-11-22,0.52462011,1,10308394.84978987,2021-11-22,0.54597807,56268.31,-0.0407948055782517
2021-11-23,0.52462468,1,10312099.69671479,2021-11-23,0.54615043,57574.23,0.0232088008330089
2021-11-24,0.52459825,0,7555851.6948477,2021-11-24,0.40015323,57165.08,-0.0071064780197668
2021-11-25,0.52495099,1,41278362.37807789,2021-11-25,2.18598172,58988.21,0.0318923720565071
2021-11-26,0.52496734,1,11367510.41919418,2021-11-26,0.60196391,53755.65,-0.0887051836290675
2021-11-27,0.52488871,0,2917008.16635651,2021-11-27,0.15446224,54738.77,0.0182886822129393
2021-11-28,0.52484726,0,6223366.28571269,2021-11-28,0.32952607,57315.73,0.0470774188020668
2021-11-29,0.52484381,0,9605819.48872495,2021-11-29,0.50860226,57827.98,0.0089373370975123
2021-11-30,0.52483944,0,9523774.34282863,2021-11-30,0.50423583,56975.0,-0.0147502990766753
2021-12-01,0.52487486,1,13068629.83231996,2021-12-01,0.69188692,57209.29,0.0041121544537077
2021-12-02,0.52484341,0,7112256.68564441,2021-12-02,0.37652187,56513.57,-0.0121609619696381
2021-12-03,0.52482602,0,8365017.21809315,2021-12-03,0.44281808,53612.0,-0.0513428898581349
2021-12-04,0.52480881,0,8380735.59716928,2021-12-04,0.44362771,49135.66,-0.0834951130343952
2021-12-05,0.52476814,0,6288369.65776013,2021-12-05,0.33285145,49376.6,0.0049035669816992
2021-12-06,0.52476927,1,10015566.52430446,2021-12-06,0.53010675,50424.72,0.0212270589712535
2021-12-07,0.52489192,1,20858144.47838393,2021-12-07,1.1039292,50577.2,0.0030239136677405
2021-12-08,0.52486312,0,7347454.35769861,2021-12-08,0.38884661,50455.61,-0.0024040476736552
2021-12-09,0.52491269,1,14343182.28576928,2021-12-09,0.759038,47539.76,-0.0577904022961965
2021-12-10,0.52488883,0,7789488.5621185,2021-12-10,0.41219673,47136.35,-0.0084857390950228
2021-12-11,0.52485392,0,6801900.73607107,2021-12-11,0.35991852,49381.15,0.0476235431890674
2021-12-12,0.52477246,0,2642113.72925131,2021-12-12,0.1397994,50057.01,0.013686599036272
2021-12-13,0.52476841,0,9556578.84281351,2021-12-13,0.50563385,46679.93,-0.0674646767755405
2021-12-14,0.52488224,1,20093592.20517668,2021-12-14,1.06308962,48324.04,0.0352209182832965
2021-12-15,0.52486276,0,8179244.67150625,2021-12-15,0.43271828,48870.48,0.0113078293950588
2021-12-16,0.52487272,1,10812165.84566411,2021-12-16,0.57198973,47624.5,-0.0254955547807184
2021-12-17,0.52483096,0,6186751.70510088,2021-12-17,0.32727801,46125.33,-0.0314789656584321
2021-12-18,0.52478021,0,5380645.00481596,2021-12-18,0.28462307,46815.99,0.0149735514087379
2021-12-19,0.52470527,0,3214106.46037216,2021-12-19,0.17001006,46668.63,-0.0031476425041957
2021-12-20,0.52467438,0,7154592.85513959,2021-12-20,0.37842395,46898.14,0.0049178645269853
2021-12-21,0.52463536,0,6426084.51738174,2021-12-21,0.33987327,48875.15,0.0421554031780364
2021-12-22,0.52460027,0,6776667.78404391,2021-12-22,0.35840305,48569.69,-0.0062498017908896
2021-12-23,0.52460863,1,10668347.66229622,2021-12-23,0.56418907,50817.92,0.0462887451000819
2021-12-24,0.52453898,0,3678611.28188365,2021-12-24,0.19453141,50808.55,-0.0001843837764314
2021-12-25,0.52449194,0,5702662.10021423,2021-12-25,0.30155211,50403.64,-0.0079693279969612
2021-12-26,0.52445505,0,6611463.58852377,2021-12-26,0.34959331,50765.73,0.0071838065663512
2021-12-27,0.52440784,0,5685233.25995179,2021-12-27,0.30060247,50707.72,-0.0011427000064807
2021-12-28,0.52436472,0,6050358.18517234,2021-12-28,0.31989402,47522.03,-0.0628245561030944
