start_time,datetime,range_0d_1d,range_10y_inf,range_12m_18m,range_18m_2y,range_1d_1w,range_1m_3m,range_1w_1m,range_2y_3y,range_3m_6m,range_3y_5y,range_5y_7y,range_6m_12m,range_7y_10y,close,change
2021-01-02 03:00:00,2021-01-02 03:00:00,29304.10557528,0.01898997,9229.51834131,6256.69529025,27620.83756294,15250.11972435,21636.76555083,6899.64836733,10869.92617394,4838.14199088,489.85672023,8374.42378098,126.55987167,29357.5,0.0008693576980771
2021-01-02 04:00:00,2021-01-02 04:00:00,29307.21052773,0.01898998,9229.26322489,6257.22095419,27634.55392108,15252.69997709,21642.04644192,6898.54718391,10869.96191019,4839.37768785,489.56159448,8374.52892142,126.91269488,29343.0,-0.0004939112662862
2021-01-02 05:00:00,2021-01-02 05:00:00,29334.98863528,0.01898998,9228.7553825,6257.83926545,27640.5722031,15253.05631959,21643.61177366,6894.71853771,10870.16494388,4839.88144264,488.3431624,8374.74016804,128.33187193,29615.5,0.0092867123334354
2021-01-02 06:00:00,2021-01-02 06:00:00,29356.50906538,0.01898999,9226.69265255,6257.96834291,27650.15305524,15256.67488952,21650.25760044,6894.28396108,10870.35710169,4840.15044987,488.13775146,8375.69130184,128.57077864,29734.5,0.004018166162989
2021-01-02 07:00:00,2021-01-02 07:00:00,29374.49060228,0.01898999,9226.58091378,6257.92128169,27654.13726569,15257.03973606,21653.05926318,6894.03358907,10871.19181251,4840.34954246,488.13748139,8376.03937426,128.57064389,29777.0,0.0014293161142779
2021-01-02 08:00:00,2021-01-02 08:00:00,29399.2370423,0.01899032,9225.43613155,6258.40725634,27659.44202308,15261.60159445,21658.00028996,6893.70478771,10871.40930652,4842.27000184,488.06631641,8376.58338379,128.58402759,29866.5,0.0030056755213756
2021-01-02 09:00:00,2021-01-02 09:00:00,29417.6873493,0.01899077,9225.23450407,6258.66894254,27665.1705655,15264.99088662,21662.8994106,6893.19890618,10871.68354327,4842.79218395,488.05032733,8376.27684587,128.5998729,29647.0,-0.0073493713692598
2021-01-02 10:00:00,2021-01-02 10:00:00,29487.98654999,0.01899078,9224.22745803,6261.06207875,27785.72038079,15266.52477048,21665.54588184,6892.89291022,10871.97832269,4843.03379523,487.94157694,8376.42456267,128.72181191,29701.5,0.0018382972982089
2021-01-02 11:00:00,2021-01-02 11:00:00,29508.986406,0.018997,9223.57486754,6262.49975585,27791.03526686,15270.5988928,21669.9486497,6891.39650652,10872.95611319,4844.42080811,487.92853064,8376.51327807,128.73730729,29782.5,0.0027271349931821
2021-01-02 12:00:00,2021-01-02 12:00:00,29583.37576744,0.01899726,9222.90331521,6263.85644962,27797.52412096,15272.33203313,21673.40203768,6890.71535843,10873.2680786,4845.09638126,487.93772176,8376.87326109,128.74111347,30644.5,0.0289431713254428
2021-01-02 13:00:00,2021-01-02 13:00:00,29804.70517565,0.01900478,9221.97606255,6266.19772556,27821.77084973,15278.90963805,21680.84257065,6889.97843882,10873.67908545,4846.27645459,487.92985267,8378.06774801,128.75398563,31610.0,0.0315064693501281
2021-01-02 14:00:00,2021-01-02 14:00:00,29958.75034542,0.01900483,9221.11852578,6268.14644781,27839.09793156,15280.17071804,21682.05468985,6888.70525335,10873.56161786,4845.64543888,487.86236909,8378.3225851,128.82793083,31345.0,-0.0083834229674153
2021-01-02 15:00:00,2021-01-02 15:00:00,30238.65745683,0.01900486,9220.85517156,6211.38507994,27850.788082,15282.82284597,21692.69986553,6917.28980837,10874.5197139,4846.33617896,487.85984631,8378.8271506,128.8292253,31729.0,0.0122507576966022
2021-01-02 16:00:00,2021-01-02 16:00:00,30624.49284916,0.01901238,9220.5366439,6212.37368461,27882.18796632,15284.38194085,21700.89174944,6916.09354028,10874.67203204,4847.05389209,487.81209584,8378.79634905,128.88562813,32554.5,0.0260172082322165
2021-01-02 17:00:00,2021-01-02 17:00:00,30912.91919103,0.01901265,9220.14283608,6215.2875397,27891.11430771,15287.74753322,21723.91924819,6913.95856318,10874.82638712,4847.98215331,487.79597074,8378.86911467,128.90154469,32912.5,0.0109969435869081
2021-01-02 18:00:00,2021-01-02 18:00:00,31093.49224635,0.01905907,9219.87039982,6216.26016547,27898.77748994,15288.09150881,21730.55981529,6912.62977137,10876.35752716,4849.19389339,487.73821115,8379.28288257,128.99292647,33080.5,0.0051044436004556
2021-01-02 19:00:00,2021-01-02 19:00:00,31203.99144232,0.01905932,9218.68652636,6218.54563076,27902.17855063,15290.47671256,21738.80312221,6912.00644822,10877.85401328,4850.0391281,487.71048483,8380.43135316,129.01573476,33105.0,0.0007406175843776
2021-01-02 20:00:00,2021-01-02 20:00:00,31182.99346465,0.01905932,9217.93206203,6220.09716531,27909.58542993,15293.3113504,21746.50783372,6911.1045198,10877.95238883,4850.38884488,487.63953989,8380.54556604,129.11054227,30906.0,-0.066425011327594
2021-01-02 21:00:00,2021-01-02 21:00:00,31182.27302236,0.01906703,9217.51288778,6220.90350525,27914.76609848,15294.16659098,21754.83621331,6909.99352956,10878.0791182,4851.67791965,487.60717825,8380.56341677,129.14683596,31736.0,0.0268556267391444
2021-01-02 22:00:00,2021-01-02 22:00:00,31443.59411558,0.01907538,9216.6792654,6222.30170432,27919.8499481,15309.66630514,21772.84147225,6907.98805211,10879.0495468,4853.34136442,487.56694148,8381.19361343,129.19051828,32207.5,0.014856944794555
2021-01-02 23:00:00,2021-01-02 23:00:00,31585.15359808,0.01907539,9216.48725468,6222.57867466,27962.16428378,15319.57892487,21812.98585548,6906.83861167,10879.51202505,4856.45203266,487.46898252,8381.46485193,129.20831331,32230.0,0.0006985950477373
2021-01-03 00:00:00,2021-01-03 00:00:00,31688.2115677,0.01907567,9216.78223837,6222.98534099,27958.34347845,15320.21113095,21818.52910907,6904.63967057,10870.82470691,4859.1008121,487.41677778,8381.67574422,129.26495937,32491.5,0.0081135587961527
2021-01-03 01:00:00,2021-01-03 01:00:00,31774.0651571,0.0190764,9216.54927307,6223.21622738,27969.23925339,15326.74699369,21853.71810791,6903.58177348,10870.89527606,4859.90637019,487.41525317,8381.75956962,129.27077507,32620.5,0.0039702691473153
2021-01-03 02:00:00,2021-01-03 02:00:00,31797.73065207,0.01907936,9216.27665985,6223.43737845,27971.01494603,15330.60904441,21862.39634049,6901.96994904,10870.93924988,4861.55681835,487.42019877,8382.16720291,129.27806698,32777.0,0.0047975966033628
2021-01-03 03:00:00,2021-01-03 03:00:00,31865.35864359,0.01907938,9215.78286897,6224.32337805,27981.57092275,15332.62977049,21872.01765346,6899.90188275,10871.96477956,4863.57726723,487.1640724,8383.34513938,129.56088067,32638.5,-0.0042255239954845
2021-01-03 04:00:00,2021-01-03 04:00:00,31917.90124163,0.01907938,9215.7257497,6224.66579158,27996.82170651,15334.51146872,21906.60118588,6898.63041773,10872.24707908,4865.13582573,487.09257936,8384.88653959,129.61745265,33266.0,0.0192257609877903
2021-01-03 05:00:00,2021-01-03 05:00:00,32133.53285151,0.01907938,9215.21735141,6225.19676501,28004.0438088,15339.39413878,21910.63228261,6894.97710122,10872.5068285,4869.27989136,487.01436421,8385.07376289,129.72168614,33803.5,0.0161576384296278
2021-01-03 06:00:00,2021-01-03 06:00:00,32218.65070057,0.01907939,9215.12210869,6225.46850276,28008.74411237,15340.55885862,21922.01811986,6893.78306749,10872.55416538,4870.76725005,486.91277634,8385.12194411,129.82844285,34020.0,0.0064046622391171
