start_time,coinbase_premium_gap,coinbase_premium_index,mean,std,z-score,close,change
2021-01-01 00:00:00,1.62,0.2206874,0.0,0.0,0.0,29015.0,
2021-01-01 01:00:00,1.46,0.19511413,0.0,0.0,0.0,29448.4,0.0149371014992245
2021-01-01 02:00:00,1.48,0.19890869,0.0,0.0,0.0,29237.06,-0.0071766208011301
2021-01-01 03:00:00,1.35,0.18125185,0.0,0.0,0.0,29302.11,0.0022249159115177
2021-01-01 04:00:00,1.28,0.17243934,0.0,0.0,0.0,29237.07,-0.0022196353777936
2021-01-01 05:00:00,1.37,0.18497266,0.0,0.0,0.0,29213.8,-0.0007959073874366
2021-01-01 06:00:00,1.09,0.14730327,0.0,0.0,0.0,29197.3,-0.000564801566383
2021-01-01 07:00:00,1.06,0.1437522,0.0,0.0,0.0,29107.71,-0.003068434410031
2021-01-01 08:00:00,1.5,0.20545975,0.0,0.0,0.0,29025.89,-0.0028109390948308
2021-01-01 09:00:00,1.52,0.20717479,0.0,0.0,0.0,29229.6,0.007018217184727
2021-01-01 10:00:00,1.45,0.19679429,0.0,0.0,0.0,29259.29,0.0010157511563622
2021-01-01 11:00:00,1.86,0.25174257,0.0,0.0,0.0,29341.99,0.0028264527266383
2021-01-01 12:00:00,1.6,0.21822447,0.0,0.0,0.0,29257.82,-0.0028685852595546
2021-01-01 13:00:00,2.17,0.29321154,0.0,0.0,0.0,29493.66,0.0080607509376979
2021-01-01 14:00:00,1.86,0.25203252,0.0,0.0,0.0,29354.58,-0.0047155897233506
2021-01-01 15:00:00,1.88,0.25564666,0.0,0.0,0.0,29210.84,-0.0048966805179976
2021-01-01 16:00:00,1.82,0.24733974,0.0,0.0,0.0,29324.21,0.0038810934570865
2021-01-01 17:00:00,2.32,0.31870759,0.0,0.0,0.0,29099.0,-0.0076800022916218
2021-01-01 18:00:00,1.39,0.19182998,0.0,0.0,0.0,29086.62,-0.0004254441733393
2021-01-01 19:00:00,2.11,0.29089806,0.0,0.0,0.0,29048.47,-0.0013115996289702
2021-01-01 20:00:00,2.39,0.32763064,0.0,0.0,0.0,29214.14,0.0057032263661389
2021-01-01 21:00:00,1.95,0.26777254,0.0,0.0,0.0,29177.77,-0.0012449450848116
2021-01-01 22:00:00,2.07,0.28398957,0.0,0.0,0.0,29270.89,0.0031914707669571
2021-01-01 23:00:00,2.08,0.28535759,0.0,0.0,0.0,29337.16,0.002264024086729
2021-01-02 00:00:00,1.9,0.26392555,0.0,0.0,0.0,29215.89,-0.0041336652900281
2021-01-02 01:00:00,1.83,0.25089802,0.0,0.0,0.0,29380.0,0.0056171487502179
2021-01-02 02:00:00,2.21,0.30297214,0.0,0.0,0.0,29347.02,-0.0011225323349216
2021-01-02 03:00:00,1.91,0.26150413,0.0,0.0,0.0,29364.67,0.0006014239265177
2021-01-02 04:00:00,2.25,0.30845157,0.0,0.0,0.0,29363.03,-5.584942721981179e-05
2021-01-02 05:00:00,2.63,0.35929453,0.0,0.0,0.0,29628.65,0.0090460691556697
2021-01-02 06:00:00,1.5,0.20351677,0.0,0.0,0.0,29733.03,0.0035229414772524
2021-01-02 07:00:00,2.01,0.27342475,0.0,0.0,0.0,29777.33,0.0014899255138141
2021-01-02 08:00:00,2.08,0.28344053,0.0,0.0,0.0,29870.0,0.0031120990364146
2021-01-02 09:00:00,1.68,0.23159317,0.0,0.0,0.0,29642.1,-0.0076297288249079
2021-01-02 10:00:00,1.6,0.21963842,0.0,0.0,0.0,29708.25,0.0022316232655581
2021-01-02 11:00:00,1.9,0.26038098,0.0,0.0,0.0,29775.52,0.0022643541777116
2021-01-02 12:00:00,0.9,0.1196204,0.0,0.0,0.0,30660.12,0.0297089689785434
2021-01-02 13:00:00,1.34,0.17385212,0.0,0.0,0.0,31616.51,0.031193289523981
2021-01-02 14:00:00,1.48,0.19449628,0.0,0.0,0.0,31335.01,-0.008903576011394
2021-01-02 15:00:00,2.43,0.31622919,0.0,0.0,0.0,31717.01,0.0121908370222316
2021-01-02 16:00:00,2.07,0.26472619,0.0,0.0,0.0,32543.45,0.0260566806265787
2021-01-02 17:00:00,1.98,0.25422423,0.0,0.0,0.0,32904.2,0.0110851799670901
2021-01-02 18:00:00,1.52,0.1948693,0.0,0.0,0.0,33100.0,0.0059506081290534
2021-01-02 19:00:00,1.95,0.24847411,0.0,0.0,0.0,33115.41,0.0004655589123867
2021-01-02 20:00:00,2.35,0.31062058,0.0,0.0,0.0,30912.0,-0.0665373009121735
2021-01-02 21:00:00,0.47,0.06112231,0.0,0.0,0.0,31722.66,0.0262247670807453
2021-01-02 22:00:00,0.66,0.08547119,0.0,0.0,0.0,32171.14,0.0141375281896285
2021-01-02 23:00:00,0.74,0.09553811,0.0,0.0,0.0,32199.91,0.0008942797799518
2021-01-03 00:00:00,0.78,0.10054008,0.0,0.0,0.0,32478.69,0.008657788173942
2021-01-03 01:00:00,0.81,0.10425113,0.0,0.0,0.0,32611.14,0.0040780585670172
2021-01-03 02:00:00,1.17,0.15020412,0.0,0.0,0.0,32765.99,0.0047483773949639
2021-01-03 03:00:00,1.51,0.19550216,0.0,0.0,0.0,32601.49,-0.0050204495576052
2021-01-03 04:00:00,1.59,0.20452528,0.0,0.0,0.0,33256.95,0.020105216049941
2021-01-03 05:00:00,0.9,0.11444266,0.0,0.0,0.0,33823.58,0.017037942445113
2021-01-03 06:00:00,1.33,0.16625831,0.0,0.0,0.0,34016.77,0.0057116958051157
2021-01-03 07:00:00,1.02,0.12753507,0.0,0.0,0.0,34472.24,0.013389572260976
2021-01-03 08:00:00,0.41,0.05013696,0.0,0.0,0.0,34420.0,-0.0015154222644074
2021-01-03 09:00:00,1.02,0.12462582,0.0,0.0,0.0,34239.04,-0.0052574084834398
2021-01-03 10:00:00,0.36,0.04359831,0.0,0.0,0.0,33949.75,-0.0084491270783293
2021-01-03 11:00:00,0.97,0.11690127,0.0,0.0,0.0,34464.06,0.0151491542647588
2021-01-03 12:00:00,1.22,0.14672808,0.0,0.0,0.0,34156.94,-0.0089113122481795
2021-01-03 13:00:00,0.94,0.10752565,0.0,0.0,0.0,33939.02,-0.0063799626078918
2021-01-03 14:00:00,2.84,0.31127381,0.0,0.0,0.0,33903.75,-0.001039216807085
2021-01-03 15:00:00,1.51,0.1645382,0.0,0.0,0.0,33540.46,-0.0107153338495004
2021-01-03 16:00:00,-0.38,-0.04063041,0.0,0.0,0.0,32742.51,-0.023790669537627
2021-01-03 17:00:00,1.68,0.17957543,0.0,0.0,0.0,32979.98,0.0072526510643198
2021-01-03 18:00:00,0.23,0.02506703,0.0,0.0,0.0,32831.08,-0.0045148602273258
2021-01-03 19:00:00,-0.29,-0.0314694,0.0,0.0,0.0,32823.72,-0.0002241778217469
2021-01-03 20:00:00,1.37,0.14476368,0.0,0.0,0.0,33779.07,0.0291054761617512
2021-01-03 21:00:00,1.6,0.16846184,0.0,0.0,0.0,33625.0,-0.0045611084023331
2021-01-03 22:00:00,1.94,0.19565327,0.0,0.0,0.0,33209.99,-0.0123423048327138
2021-01-03 23:00:00,2.16,0.22079568,0.0,0.0,0.0,33054.53,-0.0046811215540865
2021-01-04 00:00:00,2.41,0.24697684,0.0,0.0,0.0,32907.4,-0.0044511296938724
2021-01-04 01:00:00,1.21,0.12513444,0.0,0.0,0.0,33242.22,0.0101746111816793
2021-01-04 02:00:00,1.77,0.18072474,0.0,0.0,0.0,33502.99,0.0078445422718458
2021-01-04 03:00:00,1.93,0.18895448,0.0,0.0,0.0,33562.22,0.0017679019096505
2021-01-04 04:00:00,2.31,0.22477595,0.0,0.0,0.0,33324.51,-0.0070826661645146
2021-01-04 05:00:00,4.17,0.38462248,0.0,0.0,0.0,32922.5,-0.0120634932066518
2021-01-04 06:00:00,4.85,0.43891403,0.0,0.0,0.0,33265.89,0.0104302528665805
2021-01-04 07:00:00,1.88,0.18002317,0.0,0.0,0.0,32186.58,-0.0324449458589564
2021-01-04 08:00:00,-0.46,-0.04498162,0.0,0.0,0.0,32129.54,-0.0017721671578652
2021-01-04 09:00:00,-1.34,-0.13813294,0.0,0.0,0.0,31179.96,-0.0295547337434648
2021-01-04 10:00:00,0.18,0.01865188,0.0,0.0,0.0,30279.53,-0.028878484770346
2021-01-04 11:00:00,0.04,0.004095,0.0,0.0,0.0,30760.39,0.0158806956382744
2021-01-04 12:00:00,0.51,0.0500255,0.0,0.0,0.0,31225.59,0.0151233453151926
2021-01-04 13:00:00,0.95,0.09388094,0.0,0.0,0.0,31424.22,0.0063611288049321
2021-01-04 14:00:00,2.05,0.19650132,0.0,0.0,0.0,32107.19,0.0217338727898417
2021-01-04 15:00:00,1.27,0.12211421,0.0,0.0,0.0,31758.38,-0.0108639217570892
2021-01-04 16:00:00,0.83,0.08216601,0.0,0.0,0.0,31341.04,-0.0131410985069138
2021-01-04 17:00:00,0.02,0.00200106,0.0,0.0,0.0,31063.98,-0.0088401661208434
2021-01-04 18:00:00,0.38,0.03743142,0.0,0.0,0.0,31195.83,0.0042444657767615
2021-01-04 19:00:00,1.21,0.11609165,0.0,0.0,0.0,31689.27,0.0158174986849204
2021-01-04 20:00:00,0.89,0.08728143,0.0,0.0,0.0,31277.46,-0.0129952504428155
2021-01-04 21:00:00,1.7,0.16895417,0.0,0.0,0.0,31048.19,-0.0073301988077036
2021-01-04 22:00:00,1.1,0.10861837,0.0,0.0,0.0,31366.58,0.010254704058433
2021-01-04 23:00:00,0.95,0.09122073,0.0,0.0,0.0,32031.07,0.0211846493943552
2021-01-05 00:00:00,1.16,0.10593317,0.0,0.0,0.0,32496.46,0.0145293304282372
2021-01-05 01:00:00,0.81,0.07267703,0.0,0.0,0.0,32837.22,0.0104860652514151
2021-01-05 02:00:00,1.59,0.14743382,0.0,0.0,0.0,32358.11,-0.0145904555866788
2021-01-05 03:00:00,0.41,0.04092797,0.0,0.0,0.0,31217.58,-0.0352471142474019
2021-01-05 04:00:00,0.53,0.05278359,0.0,0.0,0.0,30891.77,-0.0104367474993257
2021-01-05 05:00:00,0.51,0.051524,0.0,0.0,0.0,30460.81,-0.013950641222565
2021-01-05 06:00:00,1.04,0.10244791,0.0,0.0,0.0,31136.47,0.022181288022216
2021-01-05 07:00:00,0.24,0.02391748,0.0,0.0,0.0,30844.23,-0.0093857781566119
2021-01-05 08:00:00,0.96,0.09347887,0.0,0.0,0.0,31224.1,0.0123157556534885
2021-01-05 09:00:00,1.27,0.12260462,0.0,0.0,0.0,31604.61,0.012186420104983
2021-01-05 10:00:00,0.36,0.0350089,0.0,0.0,0.0,31382.84,-0.0070170142900038
2021-01-05 11:00:00,1.35,0.12953244,0.0,0.0,0.0,31824.53,0.0140742520434733
2021-01-05 12:00:00,1.25,0.12147834,0.0,0.0,0.0,31618.0,-0.0064896480796416
2021-01-05 13:00:00,1.18,0.11528504,0.0,0.0,0.0,31488.97,-0.00408090328294
2021-01-05 14:00:00,1.87,0.17845214,0.0,0.0,0.0,32399.95,0.0289301301376323
2021-01-05 15:00:00,1.82,0.17286906,0.0,0.0,0.0,32133.79,-0.0082148274920177
2021-01-05 16:00:00,2.02,0.18952188,0.0,0.0,0.0,32518.32,0.0119665311810401
2021-01-05 17:00:00,2.37,0.21909349,0.0,0.0,0.0,32793.8,0.0084715323546851
2021-01-05 18:00:00,2.99,0.27839851,0.0,0.0,0.0,33411.5,0.0188358775134322
2021-01-05 19:00:00,3.67,0.33475322,0.0,0.0,0.0,33747.0,0.0100414527932
2021-01-05 20:00:00,3.21,0.29208637,0.0,0.0,0.0,34017.0,0.0080007111743265
2021-01-05 21:00:00,3.9,0.36041031,0.0,0.0,0.0,33744.79,-0.0080021753828967
2021-01-05 22:00:00,4.15,0.37454198,0.0,0.0,0.0,34261.16,0.0153022140603038
2021-01-05 23:00:00,4.17,0.37924261,0.0,0.0,0.0,33999.52,-0.0076366357706513
2021-01-06 00:00:00,2.19,0.20256021,0.0,0.0,0.0,33962.7,-0.0010829564652676
2021-01-06 01:00:00,2.44,0.22765017,0.0,0.0,0.0,33863.93,-0.0029081904560002
2021-01-06 02:00:00,2.59,0.24039131,0.0,0.0,0.0,33920.64,0.0016746431970535
2021-01-06 03:00:00,3.39,0.31520516,0.0,0.0,0.0,34182.5,0.0077197835889888
2021-01-06 04:00:00,4.91,0.43871798,0.0,0.0,0.0,35470.73,0.0376868280552915
2021-01-06 05:00:00,4.27,0.38754413,0.0,0.0,0.0,35069.72,-0.0113053777015584
2021-01-06 06:00:00,3.87,0.34764018,0.0,0.0,0.0,35240.96,0.0048828448017264
2021-01-06 07:00:00,2.96,0.26748841,0.0,0.0,0.0,34718.61,-0.0148222409378178
2021-01-06 08:00:00,1.59,0.14314523,0.0,0.0,0.0,34660.7,-0.0016679815234539
2021-01-06 09:00:00,3.48,0.31664574,0.0,0.0,0.0,33985.94,-0.0194675814394975
2021-01-06 10:00:00,2.85,0.2556627,0.0,0.0,0.0,34462.55,0.0140237404055911
2021-01-06 11:00:00,4.16,0.36114873,0.0,0.0,0.0,34994.66,0.0154402387519205
2021-01-06 12:00:00,4.1,0.35851383,0.0,0.0,0.0,35024.99,0.0008667036627871
2021-01-06 13:00:00,3.41,0.30044318,0.0,0.0,0.0,34626.09,-0.0113890111032152
2021-01-06 14:00:00,4.48,0.39528482,0.0,0.0,0.0,34242.47,-0.0110789292120477
2021-01-06 15:00:00,3.32,0.2902377,0.0,0.0,0.0,34606.4,0.0106280300457297
2021-01-06 16:00:00,3.32,0.28301565,0.0,0.0,0.0,34651.04,0.0012899348097461
2021-01-06 17:00:00,4.2,0.35227511,0.0,0.0,0.0,34961.62,0.0089630787416481
2021-01-06 18:00:00,3.98,0.33395425,0.0,0.0,0.0,35247.26,0.0081701019575179
2021-01-06 19:00:00,2.49,0.21451093,0.0,0.0,0.0,34861.7,-0.0109387226127649
2021-01-06 20:00:00,4.03,0.33663002,0.0,0.0,0.0,36131.01,0.0364098710045697
2021-01-06 21:00:00,2.95,0.24973334,0.0,0.0,0.0,35924.05,-0.0057280435836141
2021-01-06 22:00:00,3.42,0.29032997,0.0,0.0,0.0,36053.01,0.0035897956939709
2021-01-06 23:00:00,3.6,0.29790967,0.0,0.0,0.0,36823.68,0.0213760238049471
2021-01-07 00:00:00,3.63,0.30255043,0.0,0.0,0.0,37225.11,0.010901409093279
2021-01-07 01:00:00,3.99,0.33246675,0.0,0.0,0.0,36975.46,-0.0067064946215068
2021-01-07 02:00:00,3.93,0.32844977,0.0,0.0,0.0,37032.85,0.0015521105078881
2021-01-07 03:00:00,5.11,0.42121055,0.0,0.0,0.0,37555.54,0.0141142256132056
2021-01-07 04:00:00,4.96,0.40977512,0.0,0.0,0.0,37540.0,-0.0004137871536397
2021-01-07 05:00:00,6.08,0.5036156,0.0,0.0,0.0,37409.99,-0.0034632392115078
