start_time,date,exchange_whale_ratio,close,change
2021-02-05,2021-02-05,0.1753899,38362.65,0.0374752582218156
2021-02-06,2021-02-06,0.10896059,39249.54,0.0231185801815045
2021-02-07,2021-02-07,0.21058881,38849.25,-0.0101985908624662
2021-02-08,2021-02-08,0.21879089,46451.32,0.195681255107885
2021-02-09,2021-02-09,0.14765363,46492.54,0.0008873805954277
2021-02-10,2021-02-10,0.25638596,44850.0,-0.0353291087129247
2021-02-11,2021-02-11,0.17987614,48060.21,0.0715765886287624
2021-02-12,2021-02-12,0.30063296,47361.03,-0.0145480013508055
2021-02-13,2021-02-13,0.21172419,47221.62,-0.0029435592933683
2021-02-14,2021-02-14,0.16119011,48655.21,0.0303587636341149
2021-02-15,2021-02-15,0.15216747,47981.58,-0.0138449715868043
2021-02-16,2021-02-16,0.15811044,49197.94,0.0253505616113516
2021-02-17,2021-02-17,0.15402778,52194.62,0.0609106804065373
2021-02-18,2021-02-18,0.14575991,51619.7,-0.0110149283585166
2021-02-19,2021-02-19,0.15130998,56004.1,0.0849365649161075
2021-02-20,2021-02-20,0.23448598,55917.41,-0.0015479223842539
2021-02-21,2021-02-21,0.14177493,57487.43,0.0280774806987662
2021-02-22,2021-02-22,0.18350124,54121.1,-0.0585576707812472
2021-02-23,2021-02-23,0.23765787,48930.0,-0.0959163801179207
2021-02-24,2021-02-24,0.29987824,49702.03,0.0157782546494993
2021-02-25,2021-02-25,0.23729063,47089.37,-0.0525664645890719
2021-02-26,2021-02-26,0.28436001,46313.13,-0.0164843997700543
2021-02-27,2021-02-27,0.18937112,46102.63,-0.0045451473480631
2021-02-28,2021-02-28,0.25557953,45163.36,-0.0203734580868812
2021-03-01,2021-03-01,0.17741894,49592.7,0.0980737482773645
2021-03-02,2021-03-02,0.26885835,48450.57,-0.023030204042127
2021-03-03,2021-03-03,0.21252831,50373.75,0.0396936506629332
2021-03-04,2021-03-04,0.27854276,48385.77,-0.0394646020993076
2021-03-05,2021-03-05,0.41682851,48770.57,0.0079527513977766
2021-03-06,2021-03-06,0.43103325,48908.21,0.0028221937943313
2021-03-07,2021-03-07,0.28790238,50995.27,0.0426729990731618
2021-03-08,2021-03-08,0.27850367,52429.43,0.0281233926205313
2021-03-09,2021-03-09,0.26616067,54917.78,0.0474609393998752
2021-03-10,2021-03-10,0.16958515,55947.98,0.018758952018818
2021-03-11,2021-03-11,0.21507325,57844.52,0.0338982747902603
2021-03-12,2021-03-12,0.21426322,57291.03,-0.0095685814317414
2021-03-13,2021-03-13,0.18167154,61267.41,0.0694066767520151
2021-03-14,2021-03-14,0.29008971,59037.12,-0.0364025507198688
2021-03-15,2021-03-15,0.32782509,55646.61,-0.0574301388685627
2021-03-16,2021-03-16,0.25166602,56954.19,0.0234979273670039
2021-03-17,2021-03-17,0.48344952,58959.0,0.0352003952650366
2021-03-18,2021-03-18,0.24285788,57700.01,-0.0213536525382044
2021-03-19,2021-03-19,0.35179405,58089.11,0.0067434996978337
2021-03-20,2021-03-20,0.27586089,58145.61,0.0009726435815593
2021-03-21,2021-03-21,0.12850545,57415.18,-0.0125620833627853
2021-03-22,2021-03-22,0.37159378,54129.56,-0.0572256326636962
2021-03-23,2021-03-23,0.22752393,54400.0,0.0049961610624582
2021-03-24,2021-03-24,0.27857548,52311.54,-0.0383908088235294
2021-03-25,2021-03-25,0.15373785,51325.21,-0.0188549218776583
2021-03-26,2021-03-26,0.32358816,55030.0,0.0721826564372556
2021-03-27,2021-03-27,0.18061579,55828.0,0.014501181173905
2021-03-28,2021-03-28,0.25671353,55805.08,-0.0004105466790856
2021-03-29,2021-03-29,0.29758892,57677.64,0.0335553680776015
2021-03-30,2021-03-30,0.21347588,58794.16,0.019357934894701
2021-03-31,2021-03-31,0.25107109,58807.24,0.0002224710753584
2021-04-01,2021-04-01,0.26481136,58794.01,-0.000224972299329
2021-04-02,2021-04-02,0.21383081,59031.36,0.0040369758756035
2021-04-03,2021-04-03,0.12431778,57134.65,-0.0321305489150173
2021-04-04,2021-04-04,0.2488004,58234.61,0.0192520650778467
2021-04-05,2021-04-05,0.1227192,59243.39,0.0173226883463286
2021-04-06,2021-04-06,0.13954993,58059.99,-0.0199752242402063
2021-04-07,2021-04-07,0.07674463,56018.18,-0.0351672468424468
2021-04-08,2021-04-08,0.22148115,58122.26,0.0375606633417937
2021-04-09,2021-04-09,0.23702535,58176.03,0.000925118878722
2021-04-10,2021-04-10,0.21390893,59832.43,0.028472207539772
2021-04-11,2021-04-11,0.17865923,60090.2,0.004308198747736
2021-04-12,2021-04-12,0.2427499,59911.18,-0.0029791879541088
2021-04-13,2021-04-13,0.21958652,63649.71,0.0624012079214597
2021-04-14,2021-04-14,0.17152571,63019.1,-0.0099075078268228
2021-04-15,2021-04-15,0.2487781,63232.55,0.0033870683649879
2021-04-16,2021-04-16,0.20841773,61424.67,-0.0285909709477161
2021-04-17,2021-04-17,0.20598451,60090.14,-0.0217262868485903
2021-04-18,2021-04-18,0.26302097,56140.05,-0.0657360758354032
2021-04-19,2021-04-19,0.24614389,55634.39,-0.0090071170225178
2021-04-20,2021-04-20,0.22273672,56410.56,0.0139512628789495
2021-04-21,2021-04-21,0.17934986,53800.0,-0.0462778600318805
2021-04-22,2021-04-22,0.32002012,51714.61,-0.0387618959107806
2021-04-23,2021-04-23,0.16091855,51122.62,-0.011447248659518
2021-04-24,2021-04-24,0.22011293,50092.4,-0.0201519405695561
2021-04-25,2021-04-25,0.18313435,49063.94,-0.020531258234782
2021-04-26,2021-04-26,0.21277425,53984.33,0.1002852604173247
2021-04-27,2021-04-27,0.24951167,55006.25,0.0189299376319016
2021-04-28,2021-04-28,0.19921605,54861.77,-0.0026266106124304
2021-04-29,2021-04-29,0.19022441,53558.8,-0.0237500539993513
2021-04-30,2021-04-30,0.19228754,57684.16,0.0770248773310828
2021-05-01,2021-05-01,0.13627011,57836.34,0.0026381592451028
2021-05-02,2021-05-02,0.15061041,56630.33,-0.0208521147776639
2021-05-03,2021-05-03,0.17031132,57214.83,0.010321324279763
2021-05-04,2021-05-04,0.12958301,53263.32,-0.0690644366154719
2021-05-05,2021-05-05,0.21011053,57497.77,0.0795003015208213
2021-05-06,2021-05-06,0.18054024,56435.35,-0.0184775861742115
2021-05-07,2021-05-07,0.2001585,57350.88,0.0162226335089619
2021-05-08,2021-05-08,0.17455754,58924.98,0.0274468325507821
2021-05-09,2021-05-09,0.19770679,58292.53,-0.0107331389845189
2021-05-10,2021-05-10,0.14346862,55869.67,-0.0415638161527729
2021-05-11,2021-05-11,0.13967836,56710.43,0.0150485943446596
2021-05-12,2021-05-12,0.25770363,49595.76,-0.1254561109834645
2021-05-13,2021-05-13,0.16338672,49707.9,0.0022610803826779
2021-05-14,2021-05-14,0.32505495,49873.27,0.0033268353722446
2021-05-15,2021-05-15,0.18747724,46793.41,-0.0617537209811988
2021-05-16,2021-05-16,0.20596954,46429.28,-0.0077816513051731
2021-05-17,2021-05-17,0.21921636,43566.18,-0.0616658281153617
2021-05-18,2021-05-18,0.30156669,42882.53,-0.0156922181380144
2021-05-19,2021-05-19,0.22138302,36689.14,-0.1444268796640496
2021-05-20,2021-05-20,0.17221118,40500.3,0.1038770600782685
2021-05-21,2021-05-21,0.19576715,37211.02,-0.0812161885220604
2021-05-22,2021-05-22,0.21080027,37432.58,0.0059541501415443
2021-05-23,2021-05-23,0.10729246,34651.6,-0.0742930356390075
2021-05-24,2021-05-24,0.24972326,38779.66,0.1191304297637052
2021-05-25,2021-05-25,0.29107236,38326.84,-0.0116767398166979
2021-05-26,2021-05-26,0.22162371,39224.2,0.023413357323484
2021-05-27,2021-05-27,0.23199763,38527.38,-0.0177650532069487
2021-05-28,2021-05-28,0.24989693,35670.99,-0.074139222547705
2021-05-29,2021-05-29,0.26657113,34611.94,-0.0296893918559589
2021-05-30,2021-05-30,0.2441611,35651.81,0.030043678568725
2021-05-31,2021-05-31,0.21911404,37243.38,0.0446420532365678
2021-06-01,2021-06-01,0.15117543,36693.41,-0.0147669196512237
2021-06-02,2021-06-02,0.33019275,37569.99,0.023889303283614
2021-06-03,2021-06-03,0.17787775,39247.4,0.0446476030470064
2021-06-04,2021-06-04,0.28103798,36828.03,-0.0616440834297304
2021-06-05,2021-06-05,0.21541037,35498.62,-0.0360977766119989
2021-06-06,2021-06-06,0.29192122,35801.71,0.0085380783816384
2021-06-07,2021-06-07,0.20442275,33550.96,-0.06286710886156
2021-06-08,2021-06-08,0.13894795,33372.58,-0.005316688404743
2021-06-09,2021-06-09,0.22184434,37368.45,0.1197351238651609
2021-06-10,2021-06-10,0.21335746,36669.66,-0.0186999995985917
2021-06-11,2021-06-11,0.21694834,37300.42,0.017201141215926
2021-06-12,2021-06-12,0.21089618,35537.05,-0.0472748028038289
2021-06-13,2021-06-13,0.28054331,38993.65,0.0972674996939813
2021-06-14,2021-06-14,0.15525666,40489.1,0.0383511161432694
2021-06-15,2021-06-15,0.36488121,40132.86,-0.0087984173518304
2021-06-16,2021-06-16,0.34049563,38344.97,-0.0445492795679151
2021-06-17,2021-06-17,0.32300957,38060.71,-0.0074132278627419
2021-06-18,2021-06-18,0.63181507,35811.41,-0.0590976889290818
2021-06-19,2021-06-19,0.3390378,35483.0,-0.0091705408974402
2021-06-20,2021-06-20,0.2339409,35588.64,0.002977200349463
2021-06-21,2021-06-21,0.15854799,31606.0,-0.1119076199596275
2021-06-22,2021-06-22,0.2051578,32496.0,0.0281592102765297
2021-06-23,2021-06-23,0.22360033,33649.0,0.0354812900049237
2021-06-24,2021-06-24,0.17922088,34644.64,0.0295889922434544
2021-06-25,2021-06-25,0.2141216,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,0.42410939,32255.56,0.0217780181050029
2021-06-27,2021-06-27,0.2453542,34687.71,0.0754025042504298
2021-06-28,2021-06-28,0.23050454,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,0.25458188,35911.26,0.0412918176646306
2021-06-30,2021-06-30,0.2333793,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,0.18841918,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,0.25612533,33760.94,0.0080913802226101
2021-07-03,2021-07-03,0.23267521,34652.94,0.0264210652902436
2021-07-04,2021-07-04,0.29074037,35280.16,0.0181000515396385
2021-07-05,2021-07-05,0.18438958,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,0.19157175,34206.01,0.0158374494249351
2021-07-07,2021-07-07,0.21960281,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,0.16420704,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,0.45856137,33805.01,0.0290079398417877
2021-07-10,2021-07-10,0.15769621,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,0.28427545,34253.81,0.0225634500946025
2021-07-12,2021-07-12,0.26614081,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,0.22179754,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,0.26962336,32803.01,0.0028713730647964
2021-07-15,2021-07-15,0.16992133,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,0.34830877,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,0.17843257,31496.65,0.0036229863668011
2021-07-18,2021-07-18,0.17231506,31767.0,0.0085834525259034
2021-07-19,2021-07-19,0.31880016,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,0.20756919,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,0.18281846,32120.0,0.0787247404780375
2021-07-22,2021-07-22,0.23908877,32268.11,0.0046111457036115
2021-07-23,2021-07-23,0.23643647,33634.46,0.0423436637596685
2021-07-24,2021-07-24,0.12666026,34230.0,0.017706245321019
2021-07-25,2021-07-25,0.267636,35370.66,0.0333234005258546
2021-07-26,2021-07-26,0.23990137,37218.09,0.0522305775464748
2021-07-27,2021-07-27,0.31024333,39442.33,0.059762336003809
2021-07-28,2021-07-28,0.63275847,40003.08,0.0142169592922121
2021-07-29,2021-07-29,0.33820216,40012.9,0.0002454810979555
2021-07-30,2021-07-30,0.37236011,42203.25,0.054741095996541
2021-07-31,2021-07-31,0.18045157,41448.11,-0.017892934785828
2021-08-01,2021-08-01,0.30278174,39846.78,-0.038634572239844
2021-08-02,2021-08-02,0.24451653,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,0.59481712,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,0.18392793,39731.31,0.0399978954675595
2021-08-05,2021-08-05,0.20935514,40882.4,0.0289718612348801
2021-08-06,2021-08-06,0.48507551,42825.43,0.0475272978103047
2021-08-07,2021-08-07,0.2558331,44601.11,0.0414632147301263
2021-08-08,2021-08-08,0.28074681,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,0.50770298,46259.7,0.0564539684765428
2021-08-10,2021-08-10,0.50159792,45589.99,-0.014477179921184
2021-08-11,2021-08-11,0.26797162,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,0.2377392,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,0.36196629,47792.52,0.0767696990137905
2021-08-14,2021-08-14,0.27252613,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,0.26673873,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,0.2188411,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,0.23937901,44704.84,-0.026594606176035
2021-08-18,2021-08-18,0.37253076,44714.09,0.0002069127190702
2021-08-19,2021-08-19,0.2106514,46772.0,0.0460237477716756
2021-08-20,2021-08-20,0.38822757,49332.74,0.0547494227315488
2021-08-21,2021-08-21,0.31202608,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,0.19979181,49273.28,0.0087002021974567
2021-08-23,2021-08-23,0.16785244,49523.91,0.0050865296566415
2021-08-24,2021-08-24,0.14198802,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,0.22094047,48992.65,0.0266828809103893
2021-08-26,2021-08-26,0.2589021,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,0.24705825,49083.98,0.04761524647483
2021-08-28,2021-08-28,0.30015706,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,0.16601916,48795.41,-0.002791221039651
2021-08-30,2021-08-30,0.28793209,47024.7,-0.036288454180424
2021-08-31,2021-08-31,0.27656326,47150.32,0.002671362071422
2021-09-01,2021-09-01,0.44490032,48842.94,0.0358983777840744
2021-09-02,2021-09-02,0.17469844,49299.14,0.0093401420962784
2021-09-03,2021-09-03,0.25200159,50027.08,0.0147657748187899
2021-09-04,2021-09-04,0.32152038,49940.74,-0.001725865271369
2021-09-05,2021-09-05,0.15625992,51799.57,0.0372207139902212
2021-09-06,2021-09-06,0.18644164,52683.97,0.0170735008031919
2021-09-07,2021-09-07,0.24320684,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,0.24078603,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,0.22210532,46413.88,0.0076329248936601
2021-09-10,2021-09-10,0.26537728,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,0.32562321,45193.78,0.0074218421727818
2021-09-12,2021-09-12,0.26006251,46046.73,0.0188731723701802
2021-09-13,2021-09-13,0.23563061,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,0.22667271,47087.18,0.0469410769664504
2021-09-15,2021-09-15,0.21433132,48106.12,0.021639435617083
2021-09-16,2021-09-16,0.27144234,47745.55,-0.007495304131782
2021-09-17,2021-09-17,0.24308323,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,0.32165346,48285.15,0.0207605800126038
2021-09-19,2021-09-19,0.23835593,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,0.14397206,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,0.23420335,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,0.23253462,43520.0,0.0686021985900933
2021-09-23,2021-09-23,0.26009483,44828.29,0.0300618106617647
2021-09-24,2021-09-24,0.21452215,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,0.26788499,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,0.21984797,43150.0,0.011685850793804
2021-09-27,2021-09-27,0.3025859,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,0.24477536,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,0.50401917,41499.71,0.0120320477428845
2021-09-30,2021-09-30,0.27691218,43796.57,0.0553464108544372
2021-10-01,2021-10-01,0.17150286,48123.94,0.098806139384888
2021-10-02,2021-10-02,0.22937882,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,0.33344258,48187.3,0.0117726203901558
2021-10-04,2021-10-04,0.22608087,49198.22,0.020978971637755
2021-10-05,2021-10-05,0.23081445,51455.12,0.0458736108745398
2021-10-06,2021-10-06,0.23876138,55321.6,0.0751427651903249
2021-10-07,2021-10-07,0.17158,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,0.19646872,53975.0,0.0029733351246559
2021-10-09,2021-10-09,0.27817279,54960.77,0.0182634553033811
2021-10-10,2021-10-10,0.14928072,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,0.19569973,57500.01,0.0511884826325412
2021-10-12,2021-10-12,0.19969162,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,0.25274029,57393.65,0.0246699626364712
2021-10-14,2021-10-14,0.33206274,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,0.22100939,61702.33,0.0753620844435838
2021-10-16,2021-10-16,0.27200599,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,0.26884886,61571.45,0.0106012977147851
2021-10-18,2021-10-18,0.16844253,62037.92,0.0075760762496255
2021-10-19,2021-10-19,0.59339994,64316.7,0.0367320503330865
2021-10-20,2021-10-20,0.24535484,66064.24,0.0271708592014205
2021-10-21,2021-10-21,0.34313135,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,0.27286971,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,0.33750636,61325.11,0.0097282802608806
2021-10-24,2021-10-24,0.40698177,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,0.24840475,63127.04,0.0365208047837521
2021-10-26,2021-10-26,0.31239274,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,0.23216946,58449.36,-0.031634021579307
2021-10-28,2021-10-28,0.32244741,60622.03,0.0371718355855392
2021-10-29,2021-10-29,0.25964527,62308.22,0.0278148059377094
2021-10-30,2021-10-30,0.28890699,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,0.23237624,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,0.28637517,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,0.4346556,63266.69,0.0381311218195008
2021-11-03,2021-11-03,0.26144292,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,0.24693655,61431.86,-0.024061563440035
2021-11-05,2021-11-05,0.25648213,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,0.29279673,61511.3,0.0082827918565386
2021-11-07,2021-11-07,0.26926105,63316.4,0.0293458275146192
2021-11-08,2021-11-08,0.20206216,67606.96,0.0677638021113014
2021-11-09,2021-11-09,0.2123339,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,0.16900125,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,0.26085951,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,0.35019423,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,0.19232702,64427.0,0.0042228265816739
2021-11-14,2021-11-14,0.38609266,65568.39,0.0177160196811896
2021-11-15,2021-11-15,0.34534648,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,0.29447265,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,0.53751279,60366.96,0.0043411617769464
2021-11-18,2021-11-18,0.60898441,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,0.38513203,58069.51,0.0201763670909091
2021-11-20,2021-11-20,0.42325547,59716.29,0.0283587720991618
2021-11-21,2021-11-21,0.42969928,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,0.28610123,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,0.39559204,57574.23,0.0232088008330089
2021-11-24,2021-11-24,0.30240629,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,0.38289558,58988.21,0.0318923720565071
2021-11-26,2021-11-26,0.59838767,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,0.45414603,54738.77,0.0182886822129393
2021-11-28,2021-11-28,0.31534873,57315.73,0.0470774188020668
2021-11-29,2021-11-29,0.2672956,57827.98,0.0089373370975123
2021-11-30,2021-11-30,0.3364868,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,0.32056533,57209.29,0.0041121544537077
2021-12-02,2021-12-02,0.23055986,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,0.2507136,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,0.13392288,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,0.27977425,49376.6,0.0049035669816992
2021-12-06,2021-12-06,0.23495288,50424.72,0.0212270589712535
2021-12-07,2021-12-07,0.21410466,50577.2,0.0030239136677405
2021-12-08,2021-12-08,0.22300648,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,0.22137519,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,0.21940028,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,0.70113607,49381.15,0.0476235431890674
2021-12-12,2021-12-12,0.18996074,50057.01,0.013686599036272
2021-12-13,2021-12-13,0.28916037,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,0.30691159,48324.04,0.0352209182832965
2021-12-15,2021-12-15,0.29524248,48870.48,0.0113078293950588
2021-12-16,2021-12-16,0.30338138,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,0.22836577,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,0.63049628,46815.99,0.0149735514087379
2021-12-19,2021-12-19,0.19040548,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,0.1956515,46898.14,0.0049178645269853
2021-12-21,2021-12-21,0.29437298,48875.15,0.0421554031780364
2021-12-22,2021-12-22,0.23984094,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,0.27473391,50817.92,0.0462887451000819
2021-12-24,2021-12-24,0.23549973,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,0.23616893,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,0.34407576,50765.73,0.0071838065663512
2021-12-27,2021-12-27,0.32915468,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,0.40954006,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,0.23719025,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,0.27637765,47095.02,0.0141802123930852
2021-12-31,2021-12-31,0.33597552,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,0.43514592,47704.35,0.0323257281452551
2022-01-02,2022-01-02,0.39788422,47280.0,-0.008895415197985
2022-01-03,2022-01-03,0.2691876,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,0.45833009,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,0.15579266,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,0.29474896,43080.01,-0.0078688784337965
2022-01-07,2022-01-07,0.1950216,41553.86,-0.0354259434944421
2022-01-08,2022-01-08,0.19382159,41688.05,0.0032293028854599
2022-01-09,2022-01-09,0.26547713,41851.22,0.0039140712986094
2022-01-10,2022-01-10,0.28048738,41801.55,-0.0011868232276143
2022-01-11,2022-01-11,0.30113577,42700.68,0.0215094894806531
2022-01-12,2022-01-12,0.25652877,43880.72,0.0276351570982007
2022-01-13,2022-01-13,0.30416967,42534.32,-0.0306831793097287
2022-01-14,2022-01-14,0.22225173,43042.4,0.0119451774472942
2022-01-15,2022-01-15,0.22155364,43070.51,0.0006530769659685
2022-01-16,2022-01-16,0.22085518,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,0.33452605,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,0.33548267,42337.58,0.0038229964951914
2022-01-19,2022-01-19,0.27210938,41657.89,-0.0160540588290593
2022-01-20,2022-01-20,0.21315865,40661.69,-0.0239138372106699
2022-01-21,2022-01-21,0.23476278,36425.98,-0.1041695512409838
2022-01-22,2022-01-22,0.13970485,35043.73,-0.0379468170794581
2022-01-23,2022-01-23,0.22261892,36230.01,0.0338514193551884
2022-01-24,2022-01-24,0.20829907,36648.31,0.0115456771886068
2022-01-25,2022-01-25,0.19082131,36934.26,0.0078025426001908
2022-01-26,2022-01-26,0.22793131,36787.43,-0.0039754417714068
2022-01-27,2022-01-27,0.30370382,37131.0,0.009339331396621
2022-01-28,2022-01-28,0.43637479,37696.21,0.0152220516549512
2022-01-29,2022-01-29,0.45579629,38150.01,0.0120383454994548
2022-01-30,2022-01-30,0.15308949,37870.01,-0.0073394476174448
2022-01-31,2022-01-31,0.30486581,38439.04,0.0150258740359454
2022-02-01,2022-02-01,0.24819538,38680.51,0.0062818946570986
2022-02-02,2022-02-02,0.27355929,36892.03,-0.0462372393745584
2022-02-03,2022-02-03,0.40316898,37289.86,0.0107836299601837
2022-02-04,2022-02-04,0.27911168,41550.0,0.11424392582863
2022-02-05,2022-02-05,0.18679353,41374.69,-0.0042192539109505
2022-02-06,2022-02-06,0.42984881,42361.35,0.0238469460435835
2022-02-07,2022-02-07,0.21352458,43829.99,0.0346693389138921
2022-02-08,2022-02-08,0.29446418,44021.57,0.0043709797789139
2022-02-09,2022-02-09,0.26066143,44358.08,0.0076442071466329
2022-02-10,2022-02-10,0.24672479,43471.29,-0.0199916227212719
