,start_time,premium,premium_rate,time
1641,1709974800000,148.51,0.2174,1709974800
1642,1709978400000,149.64,0.2191,1709978400
1643,1709982000000,160.88,0.236,1709982000
1644,1709985600000,153.45,0.2247,1709985600
1645,1709989200000,158.03,0.2308,1709989200
1646,1709992800000,177.32,0.2594,1709992800
1647,1709996400000,173.69,0.2549,1709996400
1648,1710000000000,170.4,0.2495,1710000000
1649,1710003600000,176.76,0.2595,1710003600
1650,1710007200000,162.14,0.2379,1710007200
1651,1710010800000,173.39,0.2541,1710010800
1652,1710014400000,184.49,0.2705,1710014400
1653,1710018000000,180.31,0.2639,1710018000
1654,1710021600000,182.18,0.2664,1710021600
1655,1710025200000,140.62,0.2057,1710025200
1656,1710028800000,166.73,0.2441,1710028800
1657,1710032400000,170.13,0.2489,1710032400
1658,1710036000000,175.67,0.2548,1710036000
1659,1710039600000,158.64,0.2305,1710039600
1660,1710043200000,129.78,0.1877,1710043200
1661,1710046800000,146.31,0.2108,1710046800
1662,1710050400000,142.37,0.2054,1710050400
1663,1710054000000,133.8,0.193,1710054000
1664,1710057600000,137.71,0.1986,1710057600
1665,1710061200000,125.97,0.1809,1710061200
1666,1710064800000,134.1,0.1922,1710064800
1667,1710068400000,145.55,0.2087,1710068400
1668,1710072000000,138.36,0.1989,1710072000
1669,1710075600000,126.87,0.1818,1710075600
1670,1710079200000,155.28,0.224,1710079200
1671,1710082800000,130.62,0.1886,1710082800
1672,1710086400000,150.81,0.2179,1710086400
1673,1710090000000,146.47,0.211,1710090000
1674,1710093600000,140.56,0.2025,1710093600
1675,1710097200000,139.0,0.2008,1710097200
1676,1710100800000,128.33,0.1849,1710100800
1677,1710104400000,125.36,0.1809,1710104400
1678,1710108000000,109.99,0.1592,1710108000
1679,1710111600000,118.4,0.1731,1710111600
1680,1710115200000,76.92,0.1115,1710115200
1681,1710118800000,71.87,0.1055,1710118800
1682,1710122400000,49.82,0.0729,1710122400
1683,1710126000000,34.33,0.0503,1710126000
1684,1710129600000,18.84,0.0275,1710129600
1685,1710133200000,35.04,0.0511,1710133200
1686,1710136800000,34.44,0.0502,1710136800
1687,1710140400000,37.6,0.0542,1710140400
1688,1710144000000,12.15,0.0171,1710144000
1689,1710147600000,15.55,0.0218,1710147600
1690,1710151200000,19.05,0.0265,1710151200
1691,1710154800000,9.81,0.0137,1710154800
1692,1710158400000,64.64,0.0904,1710158400
1693,1710162000000,39.97,0.0555,1710162000
1694,1710165600000,14.72,0.0206,1710165600
1695,1710169200000,47.71,0.0661,1710169200
1696,1710172800000,75.53,0.1049,1710172800
1697,1710176400000,73.1,0.1008,1710176400
1698,1710180000000,87.91,0.1213,1710180000
1699,1710183600000,82.36,0.1136,1710183600
1700,1710187200000,76.33,0.1061,1710187200
1701,1710190800000,31.96,0.0443,1710190800
1702,1710194400000,18.35,0.0253,1710194400
1703,1710198000000,23.18,0.032,1710198000
1704,1710201600000,32.88,0.0456,1710201600
1705,1710205200000,29.89,0.0415,1710205200
1706,1710208800000,44.01,0.0608,1710208800
1707,1710212400000,17.74,0.0246,1710212400
1708,1710216000000,14.37,0.0201,1710216000
1709,1710219600000,0.32,0.0004,1710219600
1710,1710223200000,2.39,0.0033,1710223200
1711,1710226800000,15.8,0.0219,1710226800
1712,1710230400000,32.0,0.0444,1710230400
1713,1710234000000,48.09,0.0671,1710234000
1714,1710237600000,27.98,0.0389,1710237600
1715,1710241200000,-9.69,-0.0135,1710241200
1716,1710244800000,20.44,0.0284,1710244800
1717,1710248400000,5.16,0.0071,1710248400
1718,1710252000000,46.11,0.0638,1710252000
1719,1710255600000,-24.49,-0.0342,1710255600
1720,1710259200000,7.86,0.011,1710259200
1721,1710262800000,-6.38,-0.009,1710262800
1722,1710266400000,-5.73,-0.0081,1710266400
1723,1710270000000,-2.75,-0.0039,1710270000
1724,1710273600000,79.13,0.1109,1710273600
1725,1710277200000,25.77,0.0363,1710277200
1726,1710280800000,18.21,0.0257,1710280800
1727,1710284400000,18.13,0.0255,1710284400
1728,1710288000000,21.43,0.03,1710288000
1729,1710291600000,18.41,0.0258,1710291600
1730,1710295200000,23.11,0.0321,1710295200
1731,1710298800000,29.17,0.0405,1710298800
1732,1710302400000,31.58,0.0438,1710302400
1733,1710306000000,33.09,0.0458,1710306000
1734,1710309600000,42.94,0.0595,1710309600
1735,1710313200000,45.87,0.0631,1710313200
1736,1710316800000,61.84,0.0849,1710316800
1737,1710320400000,54.42,0.0741,1710320400
1738,1710324000000,34.26,0.0467,1710324000
1739,1710327600000,18.57,0.0253,1710327600
1740,1710331200000,41.17,0.0563,1710331200
1741,1710334800000,47.64,0.0654,1710334800
1742,1710338400000,47.69,0.0661,1710338400
1743,1710342000000,70.02,0.0968,1710342000
1744,1710345600000,102.69,0.1414,1710345600
1745,1710349200000,104.08,0.1426,1710349200
1746,1710352800000,96.36,0.1323,1710352800
1747,1710356400000,91.05,0.1245,1710356400
1748,1710360000000,171.79,0.2342,1710360000
1749,1710363600000,72.07,0.0986,1710363600
1750,1710367200000,68.83,0.094,1710367200
1751,1710370800000,48.18,0.066,1710370800
1752,1710374400000,62.64,0.0857,1710374400
1753,1710378000000,35.53,0.0488,1710378000
1754,1710381600000,36.98,0.0507,1710381600
1755,1710385200000,55.02,0.0754,1710385200
1756,1710388800000,41.37,0.0565,1710388800
1757,1710392400000,51.82,0.071,1710392400
1758,1710396000000,65.96,0.0902,1710396000
1759,1710399600000,42.99,0.0584,1710399600
1760,1710403200000,56.84,0.0776,1710403200
1761,1710406800000,50.07,0.0683,1710406800
1762,1710410400000,28.59,0.039,1710410400
1763,1710414000000,39.7,0.0544,1710414000
1764,1710417600000,42.36,0.0581,1710417600
1765,1710421200000,37.08,0.0509,1710421200
1766,1710424800000,10.51,0.0146,1710424800
1767,1710428400000,-24.02,-0.0335,1710428400
1768,1710432000000,-22.05,-0.0311,1710432000
1769,1710435600000,-56.58,-0.0793,1710435600
1770,1710439200000,-35.57,-0.0501,1710439200
1771,1710442800000,-26.42,-0.0377,1710442800
1772,1710446400000,-132.85,-0.1914,1710446400
1773,1710450000000,-59.23,-0.0837,1710450000
1774,1710453600000,-41.74,-0.0587,1710453600
1775,1710457200000,-26.36,-0.0368,1710457200
1776,1710460800000,-24.36,-0.0341,1710460800
1777,1710464400000,-33.15,-0.0461,1710464400
1778,1710468000000,-59.09,-0.0825,1710468000
1779,1710471600000,-0.31,-0.0004,1710471600
1780,1710475200000,-25.94,-0.038,1710475200
1781,1710478800000,-44.4,-0.0658,1710478800
1782,1710482400000,-40.06,-0.0594,1710482400
1783,1710486000000,-68.35,-0.0995,1710486000
1784,1710489600000,-61.15,-0.0893,1710489600
1785,1710493200000,-41.32,-0.0616,1710493200
1786,1710496800000,-59.11,-0.0872,1710496800
1787,1710500400000,-33.88,-0.0504,1710500400
1788,1710504000000,-70.23,-0.1036,1710504000
1789,1710507600000,-48.75,-0.0718,1710507600
1790,1710511200000,-42.28,-0.0617,1710511200
1791,1710514800000,-10.43,-0.0152,1710514800
1792,1710518400000,-5.39,-0.0079,1710518400
1793,1710522000000,-1.18,-0.0017,1710522000
1794,1710525600000,-4.53,-0.0066,1710525600
1795,1710529200000,-30.47,-0.0434,1710529200
1796,1710532800000,24.49,0.0355,1710532800
1797,1710536400000,-10.65,-0.0157,1710536400
1798,1710540000000,-9.16,-0.0134,1710540000
1799,1710543600000,20.46,0.0296,1710543600
1800,1710547200000,15.03,0.0216,1710547200
1801,1710550800000,0.81,0.0012,1710550800
1802,1710554400000,13.81,0.0199,1710554400
1803,1710558000000,-12.31,-0.0178,1710558000
1804,1710561600000,-11.8,-0.0171,1710561600
1805,1710565200000,-20.6,-0.0299,1710565200
1806,1710568800000,-17.26,-0.025,1710568800
1807,1710572400000,-16.92,-0.0245,1710572400
1808,1710576000000,-13.35,-0.0192,1710576000
1809,1710579600000,-14.05,-0.0204,1710579600
1810,1710583200000,-0.1,-0.0001,1710583200
1811,1710586800000,-14.88,-0.0217,1710586800
1812,1710590400000,-0.19,-0.0003,1710590400
1813,1710594000000,-1.89,-0.0028,1710594000
1814,1710597600000,-13.92,-0.0206,1710597600
1815,1710601200000,-37.75,-0.0554,1710601200
1816,1710604800000,-15.35,-0.0224,1710604800
1817,1710608400000,-24.55,-0.036,1710608400
1818,1710612000000,11.0,0.0164,1710612000
1819,1710615600000,-59.09,-0.0882,1710615600
1820,1710619200000,-30.18,-0.0451,1710619200
1821,1710622800000,-49.27,-0.0734,1710622800
1822,1710626400000,-54.62,-0.0825,1710626400
1823,1710630000000,-38.51,-0.058,1710630000
1824,1710633600000,-46.42,-0.0711,1710633600
1825,1710637200000,-54.0,-0.0828,1710637200
1826,1710640800000,-60.71,-0.0917,1710640800
1827,1710644400000,-44.61,-0.0672,1710644400
1828,1710648000000,-28.32,-0.0426,1710648000
1829,1710651600000,-29.58,-0.0446,1710651600
1830,1710655200000,-31.77,-0.048,1710655200
1831,1710658800000,-49.85,-0.0767,1710658800
1832,1710662400000,-70.2,-0.107,1710662400
1833,1710666000000,-116.98,-0.1759,1710666000
1834,1710669600000,-84.1,-0.1265,1710669600
1835,1710673200000,-77.98,-0.1161,1710673200
1836,1710676800000,-73.67,-0.11,1710676800
1837,1710680400000,-81.1,-0.1218,1710680400
1838,1710684000000,-69.56,-0.1036,1710684000
1839,1710687600000,-69.89,-0.1034,1710687600
1840,1710691200000,-70.42,-0.1036,1710691200
1841,1710694800000,-42.89,-0.0631,1710694800
1842,1710698400000,-62.24,-0.0908,1710698400
1843,1710702000000,-32.78,-0.0481,1710702000
1844,1710705600000,-33.18,-0.0484,1710705600
1845,1710709200000,-13.68,-0.02,1710709200
1846,1710712800000,-23.68,-0.0348,1710712800
1847,1710716400000,-34.94,-0.0512,1710716400
1848,1710720000000,-39.18,-0.0573,1710720000
1849,1710723600000,-58.54,-0.087,1710723600
1850,1710727200000,-44.1,-0.0652,1710727200
1851,1710730800000,-41.91,-0.0618,1710730800
1852,1710734400000,-48.06,-0.0707,1710734400
1853,1710738000000,-42.54,-0.0622,1710738000
1854,1710741600000,-40.28,-0.0586,1710741600
1855,1710745200000,-26.56,-0.0388,1710745200
1856,1710748800000,-46.1,-0.0676,1710748800
1857,1710752400000,-37.41,-0.055,1710752400
1858,1710756000000,-35.48,-0.0523,1710756000
1859,1710759600000,-58.76,-0.0862,1710759600
1860,1710763200000,-52.87,-0.0775,1710763200
1861,1710766800000,-52.52,-0.0766,1710766800
1862,1710770400000,-56.69,-0.0839,1710770400
1863,1710774000000,-40.89,-0.061,1710774000
1864,1710777600000,4.34,0.0064,1710777600
1865,1710781200000,11.84,0.0176,1710781200
1866,1710784800000,-11.22,-0.0166,1710784800
1867,1710788400000,-14.19,-0.0212,1710788400
1868,1710792000000,4.87,0.0073,1710792000
1869,1710795600000,21.24,0.0315,1710795600
1870,1710799200000,-18.03,-0.0267,1710799200
1871,1710802800000,-0.89,-0.0013,1710802800
1872,1710806400000,-0.61,-0.0009,1710806400
1873,1710810000000,22.19,0.0331,1710810000
1874,1710813600000,12.01,0.0182,1710813600
1875,1710817200000,-11.04,-0.0168,1710817200
1876,1710820800000,-15.68,-0.0238,1710820800
1877,1710824400000,4.88,0.0075,1710824400
1878,1710828000000,-33.2,-0.0509,1710828000
1879,1710831600000,-27.62,-0.0425,1710831600
1880,1710835200000,-48.85,-0.0755,1710835200
1881,1710838800000,-30.66,-0.0483,1710838800
1882,1710842400000,-23.53,-0.0367,1710842400
1883,1710846000000,-41.88,-0.0662,1710846000
1884,1710849600000,-36.64,-0.0581,1710849600
1885,1710853200000,-33.32,-0.0524,1710853200
1886,1710856800000,-31.39,-0.0494,1710856800
1887,1710860400000,-76.5,-0.1216,1710860400
1888,1710864000000,-86.23,-0.1346,1710864000
1889,1710867600000,-7.48,-0.0115,1710867600
1890,1710871200000,-21.66,-0.0334,1710871200
1891,1710874800000,-8.45,-0.0131,1710874800
1892,1710878400000,-12.4,-0.0193,1710878400
1893,1710882000000,-28.13,-0.0441,1710882000
1894,1710885600000,-44.94,-0.0703,1710885600
1895,1710889200000,-47.58,-0.076,1710889200
1896,1710892800000,-34.84,-0.0563,1710892800
1897,1710896400000,-44.33,-0.0701,1710896400
1898,1710900000000,-39.74,-0.0637,1710900000
1899,1710903600000,-51.76,-0.0823,1710903600
1900,1710907200000,-10.76,-0.0174,1710907200
1901,1710910800000,-9.62,-0.0156,1710910800
1902,1710914400000,-31.06,-0.0505,1710914400
1903,1710918000000,-14.22,-0.023,1710918000
1904,1710921600000,-20.63,-0.0328,1710921600
1905,1710925200000,-9.3,-0.0148,1710925200
1906,1710928800000,-39.97,-0.0632,1710928800
1907,1710932400000,-28.24,-0.0448,1710932400
1908,1710936000000,-37.71,-0.0595,1710936000
1909,1710939600000,-21.56,-0.0337,1710939600
1910,1710943200000,-24.27,-0.0382,1710943200
1911,1710946800000,13.95,0.0217,1710946800
1912,1710950400000,-10.35,-0.0163,1710950400
1913,1710954000000,6.3,0.01,1710954000
1914,1710957600000,0.29,0.0005,1710957600
1915,1710961200000,-2.29,-0.0035,1710961200
1916,1710964800000,9.37,0.0142,1710964800
1917,1710968400000,25.83,0.0385,1710968400
1918,1710972000000,41.47,0.0613,1710972000
1919,1710975600000,10.75,0.0159,1710975600
1920,1710979200000,15.37,0.0227,1710979200
1921,1710982800000,2.03,0.003,1710982800
1922,1710986400000,8.4,0.0124,1710986400
1923,1710990000000,3.94,0.0058,1710990000
1924,1710993600000,2.89,0.0043,1710993600
1925,1710997200000,5.87,0.0088,1710997200
1926,1711000800000,4.97,0.0074,1711000800
1927,1711004400000,6.89,0.0103,1711004400
1928,1711008000000,8.38,0.0125,1711008000
1929,1711011600000,4.93,0.0073,1711011600
1930,1711015200000,-20.79,-0.0311,1711015200
1931,1711018800000,-4.34,-0.0065,1711018800
1932,1711022400000,-16.79,-0.025,1711022400
1933,1711026000000,-3.55,-0.0053,1711026000
1934,1711029600000,-15.78,-0.0236,1711029600
1935,1711033200000,-2.32,-0.0035,1711033200
1936,1711036800000,-8.72,-0.0131,1711036800
1937,1711040400000,-20.79,-0.0311,1711040400
1938,1711044000000,-27.98,-0.0426,1711044000
1939,1711047600000,-10.76,-0.0165,1711047600
1940,1711051200000,-7.83,-0.012,1711051200
1941,1711054800000,-12.17,-0.0186,1711054800
1942,1711058400000,-8.58,-0.0131,1711058400
1943,1711062000000,-10.73,-0.0164,1711062000
1944,1711065600000,-22.3,-0.034,1711065600
1945,1711069200000,-11.13,-0.0169,1711069200
1946,1711072800000,-9.7,-0.0149,1711072800
1947,1711076400000,-13.57,-0.0207,1711076400
1948,1711080000000,-15.94,-0.0242,1711080000
1949,1711083600000,-3.16,-0.0048,1711083600
1950,1711087200000,-5.14,-0.0077,1711087200
1951,1711090800000,0.16,0.0002,1711090800
1952,1711094400000,-1.82,-0.0028,1711094400
1953,1711098000000,-7.16,-0.0109,1711098000
1954,1711101600000,23.69,0.0362,1711101600
1955,1711105200000,7.9,0.0122,1711105200
1956,1711108800000,-2.65,-0.0041,1711108800
1957,1711112400000,-2.07,-0.0032,1711112400
1958,1711116000000,-4.34,-0.0069,1711116000
1959,1711119600000,-12.61,-0.0201,1711119600
1960,1711123200000,-10.9,-0.0171,1711123200
1961,1711126800000,7.54,0.0119,1711126800
1962,1711130400000,-0.42,-0.0007,1711130400
1963,1711134000000,8.2,0.0129,1711134000
1964,1711137600000,7.29,0.0114,1711137600
1965,1711141200000,12.4,0.0195,1711141200
1966,1711144800000,22.96,0.0365,1711144800
1967,1711148400000,22.87,0.0363,1711148400
1968,1711152000000,17.92,0.0281,1711152000
1969,1711155600000,17.0,0.0267,1711155600
1970,1711159200000,20.94,0.0327,1711159200
1971,1711162800000,4.17,0.0065,1711162800
1972,1711166400000,9.36,0.0147,1711166400
1973,1711170000000,5.01,0.0078,1711170000
1974,1711173600000,2.1,0.0033,1711173600
1975,1711177200000,4.84,0.0075,1711177200
1976,1711180800000,2.52,0.0039,1711180800
1977,1711184400000,9.83,0.0152,1711184400
1978,1711188000000,7.49,0.0116,1711188000
1979,1711191600000,9.18,0.0143,1711191600
1980,1711195200000,7.17,0.0111,1711195200
1981,1711198800000,9.41,0.0145,1711198800
1982,1711202400000,1.23,0.0019,1711202400
1983,1711206000000,1.85,0.0028,1711206000
1984,1711209600000,12.93,0.0199,1711209600
1985,1711213200000,10.35,0.0158,1711213200
1986,1711216800000,11.14,0.017,1711216800
1987,1711220400000,17.01,0.026,1711220400
1988,1711224000000,2.4,0.0037,1711224000
1989,1711227600000,-1.61,-0.0025,1711227600
1990,1711231200000,-5.32,-0.0082,1711231200
1991,1711234800000,-6.85,-0.0106,1711234800
1992,1711238400000,8.85,0.0138,1711238400
1993,1711242000000,11.57,0.0179,1711242000
1994,1711245600000,16.0,0.0248,1711245600
1995,1711249200000,15.37,0.0239,1711249200
1996,1711252800000,24.22,0.0379,1711252800
1997,1711256400000,12.08,0.0188,1711256400
1998,1711260000000,4.91,0.0076,1711260000
1999,1711263600000,21.05,0.0328,1711263600
2000,1711267200000,6.07,0.0094,1711267200
2001,1711270800000,-3.27,-0.005,1711270800
2002,1711274400000,2.9,0.0045,1711274400
2003,1711278000000,6.24,0.0096,1711278000
2004,1711281600000,0.05,0.0001,1711281600
2005,1711285200000,-16.14,-0.0246,1711285200
2006,1711288800000,-4.72,-0.0072,1711288800
2007,1711292400000,-10.26,-0.0156,1711292400
2008,1711296000000,-6.47,-0.0099,1711296000
2009,1711299600000,-12.3,-0.0189,1711299600
2010,1711303200000,-23.36,-0.0357,1711303200
2011,1711306800000,-33.15,-0.0503,1711306800
2012,1711310400000,-9.45,-0.0144,1711310400
2013,1711314000000,-8.23,-0.0124,1711314000
2014,1711317600000,-15.9,-0.0239,1711317600
2015,1711321200000,-3.16,-0.0047,1711321200
2016,1711324800000,2.69,0.004,1711324800
2017,1711328400000,-7.27,-0.0109,1711328400
2018,1711332000000,-1.05,-0.0016,1711332000
2019,1711335600000,4.15,0.0062,1711335600
2020,1711339200000,2.01,0.003,1711339200
2021,1711342800000,1.36,0.002,1711342800
2022,1711346400000,26.94,0.04,1711346400
2023,1711350000000,25.29,0.0377,1711350000
2024,1711353600000,26.91,0.0403,1711353600
2025,1711357200000,3.61,0.0054,1711357200
2026,1711360800000,25.77,0.0384,1711360800
2027,1711364400000,30.96,0.0462,1711364400
2028,1711368000000,17.26,0.0258,1711368000
2029,1711371600000,23.37,0.0348,1711371600
2030,1711375200000,44.95,0.0661,1711375200
2031,1711378800000,18.78,0.0271,1711378800
2032,1711382400000,33.87,0.0485,1711382400
2033,1711386000000,45.76,0.0652,1711386000
2034,1711389600000,49.31,0.0699,1711389600
2035,1711393200000,51.78,0.0731,1711393200
2036,1711396800000,111.11,0.1566,1711396800
2037,1711400400000,83.68,0.118,1711400400
2038,1711404000000,17.18,0.0246,1711404000
2039,1711407600000,22.72,0.0323,1711407600
2040,1711411200000,15.6,0.0223,1711411200
2041,1711414800000,12.49,0.0179,1711414800
2042,1711418400000,9.91,0.0141,1711418400
2043,1711422000000,9.71,0.0138,1711422000
2044,1711425600000,12.7,0.018,1711425600
2045,1711429200000,23.3,0.033,1711429200
2046,1711432800000,32.67,0.0465,1711432800
2047,1711436400000,27.54,0.039,1711436400
2048,1711440000000,37.21,0.0528,1711440000
2049,1711443600000,25.42,0.036,1711443600
2050,1711447200000,18.76,0.0264,1711447200
2051,1711450800000,6.58,0.0093,1711450800
2052,1711454400000,-1.83,-0.0026,1711454400
2053,1711458000000,5.54,0.0078,1711458000
2054,1711461600000,8.96,0.0127,1711461600
2055,1711465200000,25.24,0.0359,1711465200
2056,1711468800000,20.2,0.0288,1711468800
2057,1711472400000,25.01,0.0359,1711472400
2058,1711476000000,24.36,0.0348,1711476000
2059,1711479600000,32.92,0.0471,1711479600
2060,1711483200000,-39.26,-0.0565,1711483200
2061,1711486800000,-7.89,-0.0113,1711486800
2062,1711490400000,10.0,0.0143,1711490400
2063,1711494000000,-5.46,-0.0078,1711494000
2064,1711497600000,6.91,0.0099,1711497600
2065,1711501200000,-6.08,-0.0086,1711501200
2066,1711504800000,3.63,0.0052,1711504800
2067,1711508400000,8.67,0.0123,1711508400
2068,1711512000000,5.74,0.0082,1711512000
2069,1711515600000,12.63,0.018,1711515600
2070,1711519200000,-13.65,-0.0194,1711519200
2071,1711522800000,-6.88,-0.0098,1711522800
2072,1711526400000,18.56,0.0266,1711526400
2073,1711530000000,1.99,0.0029,1711530000
2074,1711533600000,-16.51,-0.0236,1711533600
2075,1711537200000,9.69,0.0138,1711537200
2076,1711540800000,3.49,0.005,1711540800
2077,1711544400000,24.92,0.0355,1711544400
2078,1711548000000,-10.61,-0.0152,1711548000
2079,1711551600000,-43.63,-0.0623,1711551600
2080,1711555200000,-20.28,-0.0294,1711555200
2081,1711558800000,-16.29,-0.0235,1711558800
2082,1711562400000,-25.8,-0.0376,1711562400
2083,1711566000000,-32.03,-0.0468,1711566000
2084,1711569600000,-60.55,-0.0882,1711569600
2085,1711573200000,-50.24,-0.0729,1711573200
2086,1711576800000,-33.73,-0.0489,1711576800
2087,1711580400000,-34.14,-0.0492,1711580400
2088,1711584000000,-32.83,-0.0473,1711584000
2089,1711587600000,-52.45,-0.0753,1711587600
2090,1711591200000,-38.76,-0.0558,1711591200
2091,1711594800000,-42.53,-0.0615,1711594800
2092,1711598400000,-46.21,-0.0667,1711598400
2093,1711602000000,-31.84,-0.0457,1711602000
2094,1711605600000,-25.32,-0.0363,1711605600
2095,1711609200000,-21.31,-0.0303,1711609200
2096,1711612800000,-12.56,-0.0178,1711612800
2097,1711616400000,-21.52,-0.0305,1711616400
2098,1711620000000,-21.16,-0.03,1711620000
2099,1711623600000,-33.71,-0.0476,1711623600
2100,1711627200000,-32.7,-0.0463,1711627200
2101,1711630800000,-48.11,-0.0679,1711630800
2102,1711634400000,-30.65,-0.0432,1711634400
2103,1711638000000,50.2,0.0702,1711638000
2104,1711641600000,29.38,0.0412,1711641600
2105,1711645200000,11.06,0.0156,1711645200
2106,1711648800000,9.22,0.013,1711648800
2107,1711652400000,-8.58,-0.0122,1711652400
2108,1711656000000,53.68,0.0758,1711656000
2109,1711659600000,39.75,0.0562,1711659600
2110,1711663200000,33.59,0.0475,1711663200
2111,1711666800000,22.61,0.0319,1711666800
2112,1711670400000,23.46,0.0331,1711670400
2113,1711674000000,21.47,0.0304,1711674000
2114,1711677600000,14.38,0.0203,1711677600
2115,1711681200000,28.83,0.0408,1711681200
2116,1711684800000,21.21,0.0301,1711684800
2117,1711688400000,5.76,0.0082,1711688400
2118,1711692000000,19.29,0.0275,1711692000
2119,1711695600000,4.76,0.0068,1711695600
2120,1711699200000,6.49,0.0093,1711699200
2121,1711702800000,17.14,0.0245,1711702800
2122,1711706400000,21.32,0.0306,1711706400
2123,1711710000000,10.91,0.0156,1711710000
2124,1711713600000,17.22,0.0245,1711713600
2125,1711717200000,-2.72,-0.0039,1711717200
2126,1711720800000,19.47,0.0276,1711720800
2127,1711724400000,26.06,0.0372,1711724400
2128,1711728000000,21.65,0.0313,1711728000
2129,1711731600000,21.42,0.031,1711731600
2130,1711735200000,35.87,0.0517,1711735200
2131,1711738800000,29.97,0.0431,1711738800
2132,1711742400000,41.31,0.0593,1711742400
2133,1711746000000,49.12,0.0706,1711746000
2134,1711749600000,39.91,0.0575,1711749600
2135,1711753200000,43.53,0.0624,1711753200
2136,1711756800000,53.21,0.0762,1711756800
2137,1711760400000,64.28,0.0919,1711760400
2138,1711764000000,60.49,0.0864,1711764000
2139,1711767600000,60.62,0.0867,1711767600
2140,1711771200000,57.82,0.0829,1711771200
2141,1711774800000,48.05,0.0686,1711774800
2142,1711778400000,53.01,0.0757,1711778400
2143,1711782000000,46.2,0.066,1711782000
2144,1711785600000,47.67,0.0682,1711785600
2145,1711789200000,22.42,0.032,1711789200
2146,1711792800000,47.08,0.0672,1711792800
2147,1711796400000,33.44,0.0477,1711796400
2148,1711800000000,46.22,0.0659,1711800000
2149,1711803600000,54.41,0.0775,1711803600
2150,1711807200000,53.47,0.0762,1711807200
2151,1711810800000,53.67,0.0766,1711810800
2152,1711814400000,59.12,0.0845,1711814400
2153,1711818000000,46.26,0.0659,1711818000
2154,1711821600000,64.3,0.0918,1711821600
2155,1711825200000,50.7,0.0725,1711825200
2156,1711828800000,36.76,0.0526,1711828800
2157,1711832400000,40.35,0.0578,1711832400
2158,1711836000000,26.3,0.0377,1711836000
2159,1711839600000,18.29,0.0262,1711839600
2160,1711843200000,41.69,0.0599,1711843200
2161,1711846800000,14.8,0.0212,1711846800
2162,1711850400000,4.6,0.0066,1711850400
2163,1711854000000,-4.1,-0.0059,1711854000
2164,1711857600000,19.31,0.0276,1711857600
2165,1711861200000,7.33,0.0105,1711861200
2166,1711864800000,17.83,0.0253,1711864800
2167,1711868400000,27.3,0.0389,1711868400
2168,1711872000000,8.81,0.0125,1711872000
2169,1711875600000,13.69,0.0195,1711875600
2170,1711879200000,16.77,0.0239,1711879200
2171,1711882800000,6.39,0.0091,1711882800
2172,1711886400000,18.59,0.0264,1711886400
2173,1711890000000,21.23,0.0301,1711890000
2174,1711893600000,33.97,0.0481,1711893600
2175,1711897200000,19.53,0.0277,1711897200
2176,1711900800000,26.33,0.0374,1711900800
2177,1711904400000,17.07,0.0242,1711904400
2178,1711908000000,8.02,0.0114,1711908000
2179,1711911600000,15.65,0.0221,1711911600
2180,1711915200000,4.63,0.0065,1711915200
2181,1711918800000,8.62,0.0122,1711918800
2182,1711922400000,23.12,0.0326,1711922400
2183,1711926000000,7.05,0.0099,1711926000
2184,1711929600000,11.5,0.0161,1711929600
2185,1711933200000,28.63,0.0402,1711933200
2186,1711936800000,33.52,0.0473,1711936800
2187,1711940400000,20.62,0.0291,1711940400
2188,1711944000000,15.55,0.022,1711944000
2189,1711947600000,21.66,0.0308,1711947600
2190,1711951200000,31.08,0.0449,1711951200
2191,1711954800000,16.42,0.0236,1711954800
2192,1711958400000,17.66,0.0254,1711958400
2193,1711962000000,31.18,0.0449,1711962000
2194,1711965600000,36.14,0.0521,1711965600
2195,1711969200000,20.87,0.03,1711969200
2196,1711972800000,27.47,0.0395,1711972800
2197,1711976400000,-6.66,-0.0095,1711976400
2198,1711980000000,19.66,0.0281,1711980000
2199,1711983600000,-10.08,-0.0146,1711983600
2200,1711987200000,-5.55,-0.0081,1711987200
2201,1711990800000,10.21,0.0149,1711990800
2202,1711994400000,-4.36,-0.0063,1711994400
2203,1711998000000,14.09,0.0204,1711998000
2204,1712001600000,61.48,0.0883,1712001600
2205,1712005200000,39.88,0.0572,1712005200
2206,1712008800000,30.04,0.0432,1712008800
2207,1712012400000,23.95,0.0344,1712012400
2208,1712016000000,32.04,0.046,1712016000
2209,1712019600000,44.78,0.0646,1712019600
2210,1712023200000,27.41,0.0395,1712023200
2211,1712026800000,78.87,0.1177,1712026800
2212,1712030400000,63.57,0.0953,1712030400
2213,1712034000000,66.43,0.0998,1712034000
2214,1712037600000,41.84,0.0627,1712037600
2215,1712041200000,56.02,0.0838,1712041200
2216,1712044800000,46.97,0.0707,1712044800
2217,1712048400000,34.48,0.0521,1712048400
2218,1712052000000,19.09,0.0289,1712052000
2219,1712055600000,6.83,0.0104,1712055600
2220,1712059200000,-10.37,-0.0158,1712059200
2221,1712062800000,-14.73,-0.0225,1712062800
2222,1712066400000,-2.62,-0.004,1712066400
2223,1712070000000,5.93,0.009,1712070000
2224,1712073600000,10.01,0.0154,1712073600
2225,1712077200000,29.09,0.0444,1712077200
2226,1712080800000,16.08,0.0245,1712080800
2227,1712084400000,26.76,0.0407,1712084400
2228,1712088000000,42.55,0.0646,1712088000
2229,1712091600000,9.38,0.0143,1712091600
2230,1712095200000,22.59,0.0344,1712095200
