start_time,date,nvt_golden_cross,close,change
2021-02-13,2021-02-13,1.1136259783991511,47221.62,-0.0029435592933683
2021-02-14,2021-02-14,1.6598752509513248,48655.21,0.0303587636341149
2021-02-15,2021-02-15,1.7275114788727406,47981.58,-0.0138449715868043
2021-02-16,2021-02-16,1.9586765086791929,49197.94,0.0253505616113516
2021-02-17,2021-02-17,2.2855388572627877,52194.62,0.0609106804065373
2021-02-18,2021-02-18,2.32525217269366,51619.7,-0.0110149283585166
2021-02-19,2021-02-19,2.8762592868513943,56004.1,0.0849365649161075
2021-02-20,2021-02-20,2.907706361954413,55917.41,-0.0015479223842539
2021-02-21,2021-02-21,3.34581202789569,57487.43,0.0280774806987662
2021-02-22,2021-02-22,3.467020957375099,54121.1,-0.0585576707812472
2021-02-23,2021-02-23,2.8185811820025357,48930.0,-0.0959163801179207
2021-02-24,2021-02-24,2.420965747620406,49702.03,0.0157782546494993
2021-02-25,2021-02-25,2.3872961538123985,47089.37,-0.0525664645890719
2021-02-26,2021-02-26,2.400746109268006,46313.13,-0.0164843997700543
2021-02-27,2021-02-27,2.275934412930225,46102.63,-0.0045451473480631
2021-02-28,2021-02-28,2.1688073318336625,45163.36,-0.0203734580868812
2021-03-01,2021-03-01,2.205431232765651,49592.7,0.0980737482773645
2021-03-02,2021-03-02,2.0124503332528727,48450.57,-0.023030204042127
2021-03-03,2021-03-03,1.4617189974249305,50373.75,0.0396936506629332
2021-03-04,2021-03-04,1.4627503990025394,48385.77,-0.0394646020993076
2021-03-05,2021-03-05,1.5807587868533626,48770.57,0.0079527513977766
2021-03-06,2021-03-06,1.802542780068627,48908.21,0.0028221937943313
2021-03-07,2021-03-07,1.9319288830847925,50995.27,0.0426729990731618
2021-03-08,2021-03-08,2.0213632042294267,52429.43,0.0281233926205313
2021-03-09,2021-03-09,1.858183036032793,54917.78,0.0474609393998752
2021-03-10,2021-03-10,2.015249430215148,55947.98,0.018758952018818
2021-03-11,2021-03-11,1.98370625649708,57844.52,0.0338982747902603
2021-03-12,2021-03-12,2.5052014671084124,57291.03,-0.0095685814317414
2021-03-13,2021-03-13,3.3383347830007533,61267.41,0.0694066767520151
2021-03-14,2021-03-14,3.6194300551362346,59037.12,-0.0364025507198688
2021-03-15,2021-03-15,4.211060717171699,55646.61,-0.0574301388685627
2021-03-16,2021-03-16,4.258909460842469,56954.19,0.0234979273670039
2021-03-17,2021-03-17,4.67553296176406,58959.0,0.0352003952650366
2021-03-18,2021-03-18,5.008934543179232,57700.01,-0.0213536525382044
2021-03-19,2021-03-19,5.405666453196818,58089.11,0.0067434996978337
2021-03-20,2021-03-20,5.605272414161355,58145.61,0.0009726435815593
2021-03-21,2021-03-21,5.714080555120354,57415.18,-0.0125620833627853
2021-03-22,2021-03-22,5.2712891876211625,54129.56,-0.0572256326636962
2021-03-23,2021-03-23,4.2340674091388015,54400.0,0.0049961610624582
2021-03-24,2021-03-24,3.522219650790556,52311.54,-0.0383908088235294
2021-03-25,2021-03-25,2.8308812238810765,51325.21,-0.0188549218776583
2021-03-26,2021-03-26,2.5556697538175133,55030.0,0.0721826564372556
2021-03-27,2021-03-27,2.3946794089937717,55828.0,0.014501181173905
2021-03-28,2021-03-28,2.531719234226374,55805.08,-0.0004105466790856
2021-03-29,2021-03-29,1.9261733319305143,57677.64,0.0335553680776015
2021-03-30,2021-03-30,1.2493064162995102,58794.16,0.019357934894701
2021-03-31,2021-03-31,0.6762610559980411,58807.24,0.0002224710753584
2021-04-01,2021-04-01,0.494492545439741,58794.01,-0.000224972299329
2021-04-02,2021-04-02,0.8095067483899814,59031.36,0.0040369758756035
2021-04-03,2021-04-03,1.107176854483937,57134.65,-0.0321305489150173
2021-04-04,2021-04-04,1.6384592528709312,58234.61,0.0192520650778467
2021-04-05,2021-04-05,1.4401866390413405,59243.39,0.0173226883463286
2021-04-06,2021-04-06,0.6452274684061858,58059.99,-0.0199752242402063
2021-04-07,2021-04-07,-0.5984240773792583,56018.18,-0.0351672468424468
2021-04-08,2021-04-08,-0.6252501442358132,58122.26,0.0375606633417937
2021-04-09,2021-04-09,-0.792465278432907,58176.03,0.000925118878722
2021-04-10,2021-04-10,-1.030631444393781,59832.43,0.028472207539772
2021-04-11,2021-04-11,-1.034079539299202,60090.2,0.004308198747736
2021-04-12,2021-04-12,-1.103317145479057,59911.18,-0.0029791879541088
2021-04-13,2021-04-13,-1.3163044961960586,63649.71,0.0624012079214597
2021-04-14,2021-04-14,-1.837878839761964,63019.1,-0.0099075078268228
2021-04-15,2021-04-15,-1.7421161652071828,63232.55,0.0033870683649879
2021-04-16,2021-04-16,-1.4006890560314051,61424.67,-0.0285909709477161
2021-04-17,2021-04-17,-0.7193924249856093,60090.14,-0.0217262868485903
2021-04-18,2021-04-18,-0.7295734208983511,56140.05,-0.0657360758354032
2021-04-19,2021-04-19,-0.3467314519801315,55634.39,-0.0090071170225178
2021-04-20,2021-04-20,-0.4055725758738976,56410.56,0.0139512628789495
2021-04-21,2021-04-21,-0.8602403112576453,53800.0,-0.0462778600318805
2021-04-22,2021-04-22,-1.2554974449398246,51714.61,-0.0387618959107806
2021-04-23,2021-04-23,-1.5276708506891683,51122.62,-0.011447248659518
2021-04-24,2021-04-24,-1.661831008297628,50092.4,-0.0201519405695561
2021-04-25,2021-04-25,-1.7141860424394968,49063.94,-0.020531258234782
2021-04-26,2021-04-26,-1.764583619477513,53984.33,0.1002852604173247
2021-04-27,2021-04-27,-2.375645628362374,55006.25,0.0189299376319016
2021-04-28,2021-04-28,-2.492211403628616,54861.77,-0.0026266106124304
2021-04-29,2021-04-29,-2.956878611107174,53558.8,-0.0237500539993513
2021-04-30,2021-04-30,-2.874933091727326,57684.16,0.0770248773310828
2021-05-01,2021-05-01,-2.461756588976242,57836.34,0.0026381592451028
2021-05-02,2021-05-02,-1.8708714604785632,56630.33,-0.0208521147776639
2021-05-03,2021-05-03,-1.5600646085012484,57214.83,0.010321324279763
2021-05-04,2021-05-04,-1.5160872481970489,53263.32,-0.0690644366154719
2021-05-05,2021-05-05,-1.431362942000267,57497.77,0.0795003015208213
2021-05-06,2021-05-06,-1.254414442851977,56435.35,-0.0184775861742115
2021-05-07,2021-05-07,-1.0174133403313568,57350.88,0.0162226335089619
2021-05-08,2021-05-08,-0.5194208607237143,58924.98,0.0274468325507821
2021-05-09,2021-05-09,0.2784242455197498,58292.53,-0.0107331389845189
2021-05-10,2021-05-10,0.7758421633643676,55869.67,-0.0415638161527729
2021-05-11,2021-05-11,1.1297194371876331,56710.43,0.0150485943446596
2021-05-12,2021-05-12,0.9577865464766376,49595.76,-0.1254561109834645
2021-05-13,2021-05-13,0.8817003064090747,49707.9,0.0022610803826779
2021-05-14,2021-05-14,0.9749301334598456,49873.27,0.0033268353722446
2021-05-15,2021-05-15,0.8409494391941935,46793.41,-0.0617537209811988
2021-05-16,2021-05-16,0.7310614194314488,46429.28,-0.0077816513051731
2021-05-17,2021-05-17,0.7018927186053525,43566.18,-0.0616658281153617
2021-05-18,2021-05-18,0.132203666089706,42882.53,-0.0156922181380144
2021-05-19,2021-05-19,-0.9590676482140814,36689.14,-0.1444268796640496
2021-05-20,2021-05-20,-1.6496994681550308,40500.3,0.1038770600782685
2021-05-21,2021-05-21,-2.540048318758072,37211.02,-0.0812161885220604
2021-05-22,2021-05-22,-2.9487557311032147,37432.58,0.0059541501415443
2021-05-23,2021-05-23,-2.9549173202339856,34651.6,-0.0742930356390075
2021-05-24,2021-05-24,-2.952554308654051,38779.66,0.1191304297637052
2021-05-25,2021-05-25,-3.0049394541334524,38326.84,-0.0116767398166979
2021-05-26,2021-05-26,-3.117577954255656,39224.2,0.023413357323484
2021-05-27,2021-05-27,-2.938538611666893,38527.38,-0.0177650532069487
2021-05-28,2021-05-28,-3.059555608853142,35670.99,-0.074139222547705
2021-05-29,2021-05-29,-2.785987184532642,34611.94,-0.0296893918559589
2021-05-30,2021-05-30,-2.2780995277594878,35651.81,0.030043678568725
2021-05-31,2021-05-31,-1.7593024105937105,37243.38,0.0446420532365678
2021-06-01,2021-06-01,-1.3636227486743275,36693.41,-0.0147669196512237
2021-06-02,2021-06-02,-0.9192173470999886,37569.99,0.023889303283614
2021-06-03,2021-06-03,-0.4970253689075054,39247.4,0.0446476030470064
2021-06-04,2021-06-04,0.0221696185485996,36828.03,-0.0616440834297304
2021-06-05,2021-06-05,0.7206679929032122,35498.62,-0.0360977766119989
2021-06-06,2021-06-06,0.8316675526013942,35801.71,0.0085380783816384
2021-06-07,2021-06-07,1.192213818270502,33550.96,-0.06286710886156
2021-06-08,2021-06-08,1.4733063284127232,33372.58,-0.005316688404743
2021-06-09,2021-06-09,1.4411678247982866,37368.45,0.1197351238651609
2021-06-10,2021-06-10,1.434724718372252,36669.66,-0.0186999995985917
2021-06-11,2021-06-11,1.5168714041555893,37300.42,0.017201141215926
2021-06-12,2021-06-12,1.4403955425999089,35537.05,-0.0472748028038289
2021-06-13,2021-06-13,1.354624959750543,38993.65,0.0972674996939813
2021-06-14,2021-06-14,1.077752772361248,40489.1,0.0383511161432694
2021-06-15,2021-06-15,0.5325305541533751,40132.86,-0.0087984173518304
2021-06-16,2021-06-16,0.5739708814647921,38344.97,-0.0445492795679151
2021-06-17,2021-06-17,0.8134330153887465,38060.71,-0.0074132278627419
2021-06-18,2021-06-18,0.9922699459709416,35811.41,-0.0590976889290818
2021-06-19,2021-06-19,0.94820620113264,35483.0,-0.0091705408974402
2021-06-20,2021-06-20,0.8986694525264969,35588.64,0.002977200349463
2021-06-21,2021-06-21,0.6633448414511358,31606.0,-0.1119076199596275
2021-06-22,2021-06-22,0.1172481590419282,32496.0,0.0281592102765297
2021-06-23,2021-06-23,-0.3394926395314738,33649.0,0.0354812900049237
2021-06-24,2021-06-24,-0.6084822126670962,34644.64,0.0295889922434544
2021-06-25,2021-06-25,-1.011074757735427,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,-1.1611992635294792,32255.56,0.0217780181050029
2021-06-27,2021-06-27,-1.2180155324304052,34687.71,0.0754025042504298
2021-06-28,2021-06-28,-1.3182979655904263,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,-1.4443525582346268,35911.26,0.0412918176646306
2021-06-30,2021-06-30,-1.3701668850666722,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,-1.267477230706003,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,-1.0634571891563094,33760.94,0.0080913802226101
2021-07-03,2021-07-03,-0.7752870070843827,34652.94,0.0264210652902436
2021-07-04,2021-07-04,-0.5431979821529486,35280.16,0.0181000515396385
2021-07-05,2021-07-05,-0.0333863639125242,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,0.1284380414625575,34206.01,0.0158374494249351
2021-07-07,2021-07-07,-0.0145470372504557,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,-0.2893260269052997,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,-0.5800652380142236,33805.01,0.0290079398417877
2021-07-10,2021-07-10,-0.8159696710462525,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,-0.7939834104762308,34253.81,0.0225634500946025
2021-07-12,2021-07-12,-0.6389665235278087,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,-0.6775189769641662,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,-0.6370254361517365,32803.01,0.0028713730647964
2021-07-15,2021-07-15,-0.7041840602995638,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,-0.8831987635904666,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,-1.056660962181041,31496.65,0.0036229863668011
2021-07-18,2021-07-18,-0.6093334825975397,31767.0,0.0085834525259034
2021-07-19,2021-07-19,-0.2520171453189761,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,-0.1910905442909015,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,-0.218959286153461,32120.0,0.0787247404780375
2021-07-22,2021-07-22,-0.2823164999945897,32268.11,0.0046111457036115
2021-07-23,2021-07-23,-0.3574617748668974,33634.46,0.0423436637596685
2021-07-24,2021-07-24,-0.3683615654084657,34230.0,0.017706245321019
2021-07-25,2021-07-25,-0.2736872796512671,35370.66,0.0333234005258546
2021-07-26,2021-07-26,-0.2824954416138065,37218.09,0.0522305775464748
2021-07-27,2021-07-27,-0.4063947393126536,39442.33,0.059762336003809
2021-07-28,2021-07-28,-0.7946911024004042,40003.08,0.0142169592922121
2021-07-29,2021-07-29,-0.7436678283462657,40012.9,0.0002454810979555
2021-07-30,2021-07-30,-0.4929805320845507,42203.25,0.054741095996541
2021-07-31,2021-07-31,-0.4056152056114421,41448.11,-0.017892934785828
2021-08-01,2021-08-01,-0.4984544413385519,39846.78,-0.038634572239844
2021-08-02,2021-08-02,-0.5164525266698342,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,-0.6624894953342151,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,-0.8095210418464232,39731.31,0.0399978954675595
2021-08-05,2021-08-05,-0.6054755916728224,40882.4,0.0289718612348801
2021-08-06,2021-08-06,-0.1129207191782739,42825.43,0.0475272978103047
2021-08-07,2021-08-07,0.1494611334412715,44601.11,0.0414632147301263
2021-08-08,2021-08-08,0.2794086821311557,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,0.2447780021420468,46259.7,0.0564539684765428
2021-08-10,2021-08-10,0.3125487832336592,45589.99,-0.014477179921184
2021-08-11,2021-08-11,0.5357486513206896,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,0.7720849617753353,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,1.0837781965155469,47792.52,0.0767696990137905
2021-08-14,2021-08-14,1.277892610676255,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,1.3070463709742683,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,1.2300100592164391,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,1.1656687767533702,44704.84,-0.026594606176035
2021-08-18,2021-08-18,0.9324360348322186,44714.09,0.0002069127190702
2021-08-19,2021-08-19,0.7488230679159816,46772.0,0.0460237477716756
2021-08-20,2021-08-20,0.6146746352394534,49332.74,0.0547494227315488
2021-08-21,2021-08-21,0.5925308014477721,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,0.6227619760010175,49273.28,0.0087002021974567
2021-08-23,2021-08-23,0.322648494004229,49523.91,0.0050865296566415
2021-08-24,2021-08-24,-0.0961722307943328,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,-0.4688467531640451,48992.65,0.0266828809103893
2021-08-26,2021-08-26,-0.7794246343413328,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,-0.969769551834722,49083.98,0.04761524647483
2021-08-28,2021-08-28,-1.0215424234951,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,-1.0588585226210208,48795.41,-0.002791221039651
2021-08-30,2021-08-30,-1.245437357347485,47024.7,-0.036288454180424
2021-08-31,2021-08-31,-1.4590518409899689,47150.32,0.002671362071422
2021-09-01,2021-09-01,-1.8463730257316435,48842.94,0.0358983777840744
2021-09-02,2021-09-02,-1.905851811689398,49299.14,0.0093401420962784
2021-09-03,2021-09-03,-1.6034354125427257,50027.08,0.0147657748187899
2021-09-04,2021-09-04,-1.3891170481719688,49940.74,-0.001725865271369
2021-09-05,2021-09-05,-1.0361624604832689,51799.57,0.0372207139902212
2021-09-06,2021-09-06,-0.8949717509455395,52683.97,0.0170735008031919
2021-09-07,2021-09-07,-0.8266062493022819,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,-0.7214156277839129,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,-0.5978925881433682,46413.88,0.0076329248936601
2021-09-10,2021-09-10,-0.6641087000354885,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,-0.6265031134617379,45193.78,0.0074218421727818
2021-09-12,2021-09-12,-0.5017597059075436,46046.73,0.0188731723701802
2021-09-13,2021-09-13,-0.6278389477745897,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,-0.7952042226987135,47087.18,0.0469410769664504
2021-09-15,2021-09-15,-1.038837361271666,48106.12,0.021639435617083
2021-09-16,2021-09-16,-1.069598665945659,47745.55,-0.007495304131782
2021-09-17,2021-09-17,-1.008693455451646,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,-0.9316320330532084,48285.15,0.0207605800126038
2021-09-19,2021-09-19,-0.7291243624216651,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,-0.5348684430232741,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,-0.4449359949394117,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,-0.4258359171946067,43520.0,0.0686021985900933
2021-09-23,2021-09-23,-0.3116536957897574,44828.29,0.0300618106617647
2021-09-24,2021-09-24,-0.138379254788235,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,-0.2265062672794307,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,-0.156514826963671,43150.0,0.011685850793804
2021-09-27,2021-09-27,-0.217702666111737,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,-0.3198770472341549,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,-0.5304890543179053,41499.71,0.0120320477428845
2021-09-30,2021-09-30,-0.4498274116854651,43796.57,0.0553464108544372
2021-10-01,2021-10-01,-0.2515311887302735,48123.94,0.098806139384888
2021-10-02,2021-10-02,-0.1154883012431062,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,-0.0022201302059451,48187.3,0.0117726203901558
2021-10-04,2021-10-04,0.1162883546860552,49198.22,0.020978971637755
2021-10-05,2021-10-05,0.2950699425308948,51455.12,0.0458736108745398
2021-10-06,2021-10-06,0.2446872225665701,55321.6,0.0751427651903249
2021-10-07,2021-10-07,0.3017092162420252,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,0.3558984520163884,53975.0,0.0029733351246559
2021-10-09,2021-10-09,0.4902587385588682,54960.77,0.0182634553033811
2021-10-10,2021-10-10,0.6091809004220945,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,0.6267013348153209,57500.01,0.0511884826325412
2021-10-12,2021-10-12,0.6052992449961526,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,0.598266331697433,57393.65,0.0246699626364712
2021-10-14,2021-10-14,0.653936783134537,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,0.7646499697310688,61702.33,0.0753620844435838
2021-10-16,2021-10-16,0.9291019476315248,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,1.0658735920004851,61571.45,0.0106012977147851
2021-10-18,2021-10-18,1.1197195394881942,62037.92,0.0075760762496255
2021-10-19,2021-10-19,0.9322677530884048,64316.7,0.0367320503330865
2021-10-20,2021-10-20,0.7254117712796156,66064.24,0.0271708592014205
2021-10-21,2021-10-21,0.6653783277226184,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,0.6259675562486585,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,0.6523747345437276,61325.11,0.0097282802608806
2021-10-24,2021-10-24,0.5766789081032853,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,0.5674974364799097,63127.04,0.0365208047837521
2021-10-26,2021-10-26,0.452466060077506,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,0.3910552251639821,58449.36,-0.031634021579307
2021-10-28,2021-10-28,0.4529169478550954,60622.03,0.0371718355855392
2021-10-29,2021-10-29,0.7423878438939929,62308.22,0.0278148059377094
2021-10-30,2021-10-30,0.81205158226229,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,0.9282886689932148,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,0.9332843054713466,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,0.767435303791494,63266.69,0.0381311218195008
2021-11-03,2021-11-03,0.6323769727978737,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,0.4737381162237136,61431.86,-0.024061563440035
2021-11-05,2021-11-05,0.3646602819359313,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,0.1922872345816691,61511.3,0.0082827918565386
2021-11-07,2021-11-07,0.0882108133249963,63316.4,0.0293458275146192
2021-11-08,2021-11-08,-0.0858514980128172,67606.96,0.0677638021113014
2021-11-09,2021-11-09,-0.1879388838682509,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,-0.4326021989873293,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,-0.4970793567020188,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,-0.5358229100440476,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,-0.4987278467434724,64427.0,0.0042228265816739
2021-11-14,2021-11-14,-0.3668882156709988,65568.39,0.0177160196811896
2021-11-15,2021-11-15,-0.3003781127829812,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,-0.4197140130919798,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,-0.6024283602861347,60366.96,0.0043411617769464
2021-11-18,2021-11-18,-0.6740758307671346,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,-0.6900654628030998,58069.51,0.0201763670909091
2021-11-20,2021-11-20,-0.6331517247555862,59716.29,0.0283587720991618
2021-11-21,2021-11-21,-0.6301085758339028,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,-0.6203414328573974,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,-0.7080293349740052,57574.23,0.0232088008330089
2021-11-24,2021-11-24,-0.8991038719591129,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,-0.929651393565734,58988.21,0.0318923720565071
2021-11-26,2021-11-26,-0.6966013495259364,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,-0.4397561542790563,54738.77,0.0182886822129393
2021-11-28,2021-11-28,-0.2235740963804221,57315.73,0.0470774188020668
2021-11-29,2021-11-29,-0.1413432990861896,57827.98,0.0089373370975123
2021-11-30,2021-11-30,-0.1536337562352095,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,-0.157662486469125,57209.29,0.0041121544537077
2021-12-02,2021-12-02,-0.0793941035213088,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,0.005672745664592,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,0.025996795038136,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,0.1470460329880937,49376.6,0.0049035669816992
2021-12-06,2021-12-06,0.155165099565936,50424.72,0.0212270589712535
2021-12-07,2021-12-07,-0.0090243188869498,50577.2,0.0030239136677405
2021-12-08,2021-12-08,-0.1721026520964489,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,-0.1527138773286486,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,-0.1062825397894228,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,-0.0222039082890147,49381.15,0.0476235431890674
2021-12-12,2021-12-12,0.1129241955257129,50057.01,0.013686599036272
2021-12-13,2021-12-13,0.1516653801355486,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,0.1342010816586681,48324.04,0.0352209182832965
2021-12-15,2021-12-15,0.0328394570957942,48870.48,0.0113078293950588
2021-12-16,2021-12-16,0.0692827607383334,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,0.167452500200773,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,0.2461972695817431,46815.99,0.0149735514087379
2021-12-19,2021-12-19,0.3025356067925979,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,0.3183778257492241,46898.14,0.0049178645269853
2021-12-21,2021-12-21,0.2743742863151503,48875.15,0.0421554031780364
2021-12-22,2021-12-22,0.20644817901801,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,0.1921589694804581,50817.92,0.0462887451000819
2021-12-24,2021-12-24,0.4702147564389258,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,0.6143314935550185,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,0.7101808456714084,50765.73,0.0071838065663512
2021-12-27,2021-12-27,0.7614741641631102,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,0.7309749797834876,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,0.5662117840174059,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,0.528490497919898,47095.02,0.0141802123930852
2021-12-31,2021-12-31,0.4413164151344187,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,0.3267667774934023,47704.35,0.0323257281452551
2022-01-02,2022-01-02,0.4171491944809957,47280.0,-0.008895415197985
2022-01-03,2022-01-03,0.2870894924678688,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,0.1335049237251229,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,-0.1472779191226597,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,-0.2943864632870582,43080.01,-0.0078688784337965
