start_time,date,sca,scda,close,change
2021-03-11,2021-03-11,20826593336.655582,51183335478992.55,57844.52,0.0338982747902603
2021-03-12,2021-03-12,20827832449.94316,51260203442435.09,57291.03,-0.0095685814317414
2021-03-13,2021-03-13,20836504599.08115,51424613102291.22,61267.41,0.0694066767520151
2021-03-14,2021-03-14,20835788897.301155,51465729557520.11,59037.12,-0.0364025507198688
2021-03-15,2021-03-15,20843671399.169296,51634321996053.08,55646.61,-0.0574301388685627
2021-03-16,2021-03-16,20845235289.87291,51636181497588.055,56954.19,0.0234979273670039
2021-03-17,2021-03-17,20850181747.427715,51799008525808.67,58959.0,0.0352003952650366
2021-03-18,2021-03-18,20861614313.48565,52007022062715.2,57700.01,-0.0213536525382044
2021-03-19,2021-03-19,20873928904.51231,52239672914832.25,58089.11,0.0067434996978337
2021-03-20,2021-03-20,20879276884.33146,52390122629217.91,58145.61,0.0009726435815593
2021-03-21,2021-03-21,20890548887.66469,52582009754165.766,57415.18,-0.0125620833627853
2021-03-22,2021-03-22,20895384877.10692,52743459983737.66,54129.56,-0.0572256326636962
2021-03-23,2021-03-23,20892560044.93844,52802622845571.47,54400.0,0.0049961610624582
2021-03-24,2021-03-24,20900483054.617477,52938813427117.84,52311.54,-0.0383908088235294
2021-03-25,2021-03-25,20894640884.65806,53013779289278.32,51325.21,-0.0188549218776583
2021-03-26,2021-03-26,20901941553.25218,53182550045793.945,55030.0,0.0721826564372556
2021-03-27,2021-03-27,20908022400.7977,53329880076617.54,55828.0,0.014501181173905
2021-03-28,2021-03-28,20918802396.482548,53568426918873.02,55805.08,-0.0004105466790856
2021-03-29,2021-03-29,20930280759.1608,53766954558176.62,57677.64,0.0335553680776015
2021-03-30,2021-03-30,20937971074.490643,53949999348830.05,58794.16,0.019357934894701
2021-03-31,2021-03-31,20941712505.709187,54111898751205.88,58807.24,0.0002224710753584
2021-04-01,2021-04-01,20932457243.022152,54078796836401.92,58794.01,-0.000224972299329
2021-04-02,2021-04-02,20929659891.908344,54235159673272.29,59031.36,0.0040369758756035
2021-04-03,2021-04-03,20943645042.88036,54506537622096.49,57134.65,-0.0321305489150173
2021-04-04,2021-04-04,20956796450.02172,54752619163489.22,58234.61,0.0192520650778467
2021-04-05,2021-04-05,20967483413.40137,54978517400294.695,59243.39,0.0173226883463286
2021-04-06,2021-04-06,20947763077.468952,54827518745928.21,58059.99,-0.0199752242402063
2021-04-07,2021-04-07,20957597128.67792,55036093623909.19,56018.18,-0.0351672468424468
2021-04-08,2021-04-08,20966032575.48079,55231335885601.77,58122.26,0.0375606633417937
2021-04-09,2021-04-09,20974665566.92782,55463041518357.83,58176.03,0.000925118878722
2021-04-10,2021-04-10,20982622041.25059,55681063871316.71,59832.43,0.028472207539772
2021-04-11,2021-04-11,20985866325.447968,55907459973896.68,60090.2,0.004308198747736
2021-04-12,2021-04-12,20985723950.1032,56006126772235.03,59911.18,-0.0029791879541088
2021-04-13,2021-04-13,20989307805.0107,56116230327823.13,63649.71,0.0624012079214597
2021-04-14,2021-04-14,20973748375.320915,56225177623273.17,63019.1,-0.0099075078268228
2021-04-15,2021-04-15,20967005512.903168,56368993504837.34,63232.55,0.0033870683649879
2021-04-16,2021-04-16,20978563329.08193,56584439311860.64,61424.67,-0.0285909709477161
2021-04-17,2021-04-17,20987452237.76026,56816595720033.51,60090.14,-0.0217262868485903
2021-04-18,2021-04-18,20973075487.421516,56752326563976.125,56140.05,-0.0657360758354032
2021-04-19,2021-04-19,20986540147.79653,57010002059302.66,55634.39,-0.0090071170225178
2021-04-20,2021-04-20,20990975015.486267,57117427674163.36,56410.56,0.0139512628789495
2021-04-21,2021-04-21,21001656948.58528,57373666605977.12,53800.0,-0.0462778600318805
2021-04-22,2021-04-22,21007182352.80871,57496035637964.266,51714.61,-0.0387618959107806
2021-04-23,2021-04-23,21008589845.73493,57631870182365.81,51122.62,-0.011447248659518
2021-04-24,2021-04-24,21005205863.756287,57797593391016.53,50092.4,-0.0201519405695561
2021-04-25,2021-04-25,21009699604.276253,57991219208771.48,49063.94,-0.020531258234782
2021-04-26,2021-04-26,21015674186.71366,58198258940906.24,53984.33,0.1002852604173247
2021-04-27,2021-04-27,21008896048.19625,58288065662083.445,55006.25,0.0189299376319016
2021-04-28,2021-04-28,21016762396.50674,58522294628515.41,54861.77,-0.0026266106124304
2021-04-29,2021-04-29,21019805218.613117,58552478194503.43,53558.8,-0.0237500539993513
2021-04-30,2021-04-30,21017906606.38777,58742192048602.39,57684.16,0.0770248773310828
2021-05-01,2021-05-01,21030644269.547844,59026758631694.28,57836.34,0.0026381592451028
2021-05-02,2021-05-02,21042291859.567223,59298751038957.94,56630.33,-0.0208521147776639
2021-05-03,2021-05-03,21048743591.384037,59511353417752.24,57214.83,0.010321324279763
2021-05-04,2021-05-04,21055203124.207367,59715554312020.74,53263.32,-0.0690644366154719
2021-05-05,2021-05-05,21063851712.04887,59876828289494.24,57497.77,0.0795003015208213
2021-05-06,2021-05-06,21072193879.65791,60057000481101.58,56435.35,-0.0184775861742115
2021-05-07,2021-05-07,21065791180.24121,59974409430103.01,57350.88,0.0162226335089619
2021-05-08,2021-05-08,21077298232.31674,60196808285834.375,58924.98,0.0274468325507821
2021-05-09,2021-05-09,21085727547.718178,60404661197561.6,58292.53,-0.0107331389845189
2021-05-10,2021-05-10,21093485143.48837,60572308898313.83,55869.67,-0.0415638161527729
2021-05-11,2021-05-11,21102355458.365257,60724643497615.58,56710.43,0.0150485943446596
2021-05-12,2021-05-12,21101010277.336887,60764798919988.7,49595.76,-0.1254561109834645
2021-05-13,2021-05-13,21098984831.844887,60850088194725.53,49707.9,0.0022610803826779
2021-05-14,2021-05-14,21106609631.28625,61025954121519.97,49873.27,0.0033268353722446
2021-05-15,2021-05-15,21117838175.70094,61307906773000.31,46793.41,-0.0617537209811988
2021-05-16,2021-05-16,21127044663.02201,61496936931507.26,46429.28,-0.0077816513051731
2021-05-17,2021-05-17,21135593691.21852,61672119330166.05,43566.18,-0.0616658281153617
2021-05-18,2021-05-18,21141154391.03565,61877650131987.56,42882.53,-0.0156922181380144
2021-05-19,2021-05-19,21129361112.37932,61718911706510.47,36689.14,-0.1444268796640496
2021-05-20,2021-05-20,21129343984.520638,61511170084050.14,40500.3,0.1038770600782685
2021-05-21,2021-05-21,21133816745.80441,61702568137923.56,37211.02,-0.0812161885220604
2021-05-22,2021-05-22,21146852388.648438,61962634796946.16,37432.58,0.0059541501415443
2021-05-23,2021-05-23,21151450435.399757,62155778211838.336,34651.6,-0.0742930356390075
2021-05-24,2021-05-24,21142420234.481144,62157005058850.51,38779.66,0.1191304297637052
2021-05-25,2021-05-25,21150976481.28895,62286275030070.3,38326.84,-0.0116767398166979
2021-05-26,2021-05-26,21159188918.047867,62468681942821.06,39224.2,0.023413357323484
2021-05-27,2021-05-27,21172921500.402405,62703020789341.95,38527.38,-0.0177650532069487
2021-05-28,2021-05-28,21186816002.04512,62990843297361.5,35670.99,-0.074139222547705
2021-05-29,2021-05-29,21202641939.94976,63305200172902.0,34611.94,-0.0296893918559589
2021-05-30,2021-05-30,21199393277.347443,63591112137477.2,35651.81,0.030043678568725
2021-05-31,2021-05-31,21214174879.220337,63884910124742.28,37243.38,0.0446420532365678
2021-06-01,2021-06-01,21208146008.71561,64010493275051.71,36693.41,-0.0147669196512237
2021-06-02,2021-06-02,21218267793.608555,64247198628881.67,37569.99,0.023889303283614
2021-06-03,2021-06-03,21219921545.68789,64345379613340.02,39247.4,0.0446476030470064
2021-06-04,2021-06-04,21233889505.215767,64591078253979.52,36828.03,-0.0616440834297304
2021-06-05,2021-06-05,21249308403.099068,64883467793310.05,35498.62,-0.0360977766119989
2021-06-06,2021-06-06,21263281207.68673,65158778058002.15,35801.71,0.0085380783816384
2021-06-07,2021-06-07,21273685691.01924,65382167594352.66,33550.96,-0.06286710886156
2021-06-08,2021-06-08,21280720119.67688,65561671285211.21,33372.58,-0.005316688404743
2021-06-09,2021-06-09,21291466379.310966,65798885179174.02,37368.45,0.1197351238651609
2021-06-10,2021-06-10,21299941185.891644,65966906899414.47,36669.66,-0.0186999995985917
2021-06-11,2021-06-11,21305833935.822063,66166628777441.22,37300.42,0.017201141215926
2021-06-12,2021-06-12,21322223583.56923,66480725714606.6,35537.05,-0.0472748028038289
2021-06-13,2021-06-13,21336603645.198586,66792042226463.81,38993.65,0.0972674996939813
2021-06-14,2021-06-14,21348508977.484383,66992809757267.52,40489.1,0.0383511161432694
2021-06-15,2021-06-15,21360012505.86608,67199994506728.47,40132.86,-0.0087984173518304
2021-06-16,2021-06-16,21373794731.605648,67480416893093.82,38344.97,-0.0445492795679151
2021-06-17,2021-06-17,21387656226.49869,67722942241430.24,38060.71,-0.0074132278627419
2021-06-18,2021-06-18,21401127494.003296,67989068540846.33,35811.41,-0.0590976889290818
2021-06-19,2021-06-19,21417986918.393265,68321731722600.805,35483.0,-0.0091705408974402
2021-06-20,2021-06-20,21433506409.20871,68645458265442.445,35588.64,0.002977200349463
2021-06-21,2021-06-21,21444299563.03168,68877814457823.3,31606.0,-0.1119076199596275
2021-06-22,2021-06-22,21455494408.155712,69114571559292.34,32496.0,0.0281592102765297
2021-06-23,2021-06-23,21461183779.065365,69314950768700.43,33649.0,0.0354812900049237
2021-06-24,2021-06-24,21470384114.255444,69531403355784.41,34644.64,0.0295889922434544
2021-06-25,2021-06-25,21468130098.50889,69141422111558.81,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,21484807912.974907,69443184482396.805,32255.56,0.0217780181050029
2021-06-27,2021-06-27,21498220442.242542,69729252760028.09,34687.71,0.0754025042504298
2021-06-28,2021-06-28,21513144835.19652,69988638495406.59,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,21527965556.96424,70248030366691.39,35911.26,0.0412918176646306
2021-06-30,2021-06-30,21541468236.50805,70469416072657.58,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,21554745583.089165,70718156078543.75,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,21563550040.744984,70750415424717.44,33760.94,0.0080913802226101
2021-07-03,2021-07-03,21579948305.08465,71072850993825.47,34652.94,0.0264210652902436
2021-07-04,2021-07-04,21594715949.547585,71370290778264.45,35280.16,0.0181000515396385
2021-07-05,2021-07-05,21608592035.5631,71673915634448.7,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,21623173779.453365,71959648485310.83,34206.01,0.0158374494249351
2021-07-07,2021-07-07,21635260545.621075,72219531936512.45,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,21649113283.32983,72468443411422.03,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,21661738281.92333,72726941768935.7,33805.01,0.0290079398417877
2021-07-10,2021-07-10,21678309592.720543,73053034927945.08,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,21693812114.90052,73356859295789.19,34253.81,0.0225634500946025
2021-07-12,2021-07-12,21699397776.973053,73552571008282.97,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,21714133594.92557,73819961471129.8,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,21727577021.511024,74049450610653.31,32803.01,0.0028713730647964
2021-07-15,2021-07-15,21739612083.34594,74277655644008.61,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,21752499790.12857,74483491268363.9,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,21691807231.19404,74664703530118.28,31496.65,0.0036229863668011
2021-07-18,2021-07-18,21707487981.66868,74943511727744.39,31767.0,0.0085834525259034
2021-07-19,2021-07-19,21720387543.793938,75205929967755.94,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,21729512169.97805,75427742439774.23,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,21742482221.17177,75669674840620.5,32120.0,0.0787247404780375
2021-07-22,2021-07-22,21755395136.22592,75926625790839.62,32268.11,0.0046111457036115
2021-07-23,2021-07-23,21768107540.493538,76046599744064.0,33634.46,0.0423436637596685
2021-07-24,2021-07-24,21784817933.22116,76365698158022.94,34230.0,0.017706245321019
2021-07-25,2021-07-25,21800470630.430923,76645893177422.06,35370.66,0.0333234005258546
2021-07-26,2021-07-26,21796319535.437447,76548165422422.12,37218.09,0.0522305775464748
2021-07-27,2021-07-27,21792172603.8212,76586949337049.66,39442.33,0.059762336003809
2021-07-28,2021-07-28,21776279764.544277,76624258129643.39,40003.08,0.0142169592922121
2021-07-29,2021-07-29,21646695003.9672,76129035672689.17,40012.9,0.0002454810979555
2021-07-30,2021-07-30,21660155976.747566,76364552394145.81,42203.25,0.054741095996541
2021-07-31,2021-07-31,21675096552.198467,76653337127518.12,41448.11,-0.017892934785828
2021-08-01,2021-08-01,21690997735.94113,76962400515417.16,39846.78,-0.038634572239844
2021-08-02,2021-08-02,21705603739.27796,77251165720725.9,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,21720471895.77132,77519147733117.6,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,21735796894.83128,77816236560687.19,39731.31,0.0399978954675595
2021-08-05,2021-08-05,21750910496.85189,78098621300234.05,40882.4,0.0289718612348801
2021-08-06,2021-08-06,21761812580.72039,78309463251809.25,42825.43,0.0475272978103047
2021-08-07,2021-08-07,21776610623.02965,78625148515977.86,44601.11,0.0414632147301263
2021-08-08,2021-08-08,21789278052.8256,78809017882674.28,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,21802141137.01127,79016601819133.25,46259.7,0.0564539684765428
2021-08-10,2021-08-10,21816789325.537903,79286444897723.3,45589.99,-0.014477179921184
2021-08-11,2021-08-11,21829592545.69133,79559959512823.72,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,21843873452.815403,79834761870884.4,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,21857826501.13737,80118586435375.03,47792.52,0.0767696990137905
2021-08-14,2021-08-14,21861984439.16564,80371190425826.69,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,21878505136.274864,80708739110743.47,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,21892544424.67551,80968882785851.88,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,21905759903.064583,81226090007440.1,44704.84,-0.026594606176035
2021-08-18,2021-08-18,21915671412.547684,81477616532674.66,44714.09,0.0002069127190702
2021-08-19,2021-08-19,21929051159.093792,81760544359143.66,46772.0,0.0460237477716756
2021-08-20,2021-08-20,21943166614.39078,82024386163254.47,49332.74,0.0547494227315488
2021-08-21,2021-08-21,21955397706.434917,82322307398782.12,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,21969758282.39576,82634835621874.23,49273.28,0.0087002021974567
2021-08-23,2021-08-23,21977355737.92081,82780071478471.9,49523.91,0.0050865296566415
2021-08-24,2021-08-24,21992251700.82568,83070731543136.4,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,21980466246.931293,83196386472557.1,48992.65,0.0266828809103893
2021-08-26,2021-08-26,21986457524.76326,83293022992456.38,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,22001353317.77942,83582626820199.4,49083.98,0.04761524647483
2021-08-28,2021-08-28,22016134131.288563,83906905978686.25,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,22031743921.83785,84236288442731.66,48795.41,-0.002791221039651
2021-08-30,2021-08-30,22043464673.77088,84446789432960.47,47024.7,-0.036288454180424
2021-08-31,2021-08-31,22053787135.580883,84648937126737.81,47150.32,0.002671362071422
2021-09-01,2021-09-01,22066200516.25443,84847247868762.3,48842.94,0.0358983777840744
2021-09-02,2021-09-02,22079181518.836582,85071978493362.94,49299.14,0.0093401420962784
2021-09-03,2021-09-03,22092050147.606876,85355018013574.5,50027.08,0.0147657748187899
2021-09-04,2021-09-04,22106686253.607506,85660877674433.6,49940.74,-0.001725865271369
2021-09-05,2021-09-05,22122464524.955883,86005096709797.06,51799.57,0.0372207139902212
2021-09-06,2021-09-06,22135908658.158363,86260823878083.75,52683.97,0.0170735008031919
2021-09-07,2021-09-07,22148082432.30916,86454811283566.47,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,22161258987.63405,86694079083145.22,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,22166617623.503098,86752951896991.97,46413.88,0.0076329248936601
2021-09-10,2021-09-10,22173525943.069675,87027007469906.78,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,22189088992.512363,87335319624074.3,45193.78,0.0074218421727818
2021-09-12,2021-09-12,22204406676.934696,87677478047766.58,46046.73,0.0188731723701802
2021-09-13,2021-09-13,22219001239.76837,87987756862605.0,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,22225390379.56862,88204983802806.72,47087.18,0.0469410769664504
2021-09-15,2021-09-15,22233325800.765896,88434360693646.92,48106.12,0.021639435617083
2021-09-16,2021-09-16,22240135838.73582,88609879687751.88,47745.55,-0.007495304131782
2021-09-17,2021-09-17,22253954952.847923,88868754230885.47,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,22268830092.10929,89187212937922.17,48285.15,0.0207605800126038
2021-09-19,2021-09-19,22283669398.738277,89532410776464.98,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,22296249332.09203,89782176825514.77,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,22311514015.69729,90077747639963.6,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,22322998299.58353,90359624983901.84,43520.0,0.0686021985900933
2021-09-23,2021-09-23,22336494655.984028,90639350877438.44,44828.29,0.0300618106617647
2021-09-24,2021-09-24,22351120716.796253,90939854152265.44,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,22368082502.340298,91287035036068.94,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,22316903970.565044,90889957371447.02,43150.0,0.011685850793804
2021-09-27,2021-09-27,22326626577.930107,91117282862487.0,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,22339566896.50003,91336946812001.48,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,22352071130.7307,91614800952378.66,41499.71,0.0120320477428845
2021-09-30,2021-09-30,22360628820.10476,91711371279420.05,43796.57,0.0553464108544372
2021-10-01,2021-10-01,22372809867.28728,91990141425865.23,48123.94,0.098806139384888
2021-10-02,2021-10-02,22386825730.50881,92288573425252.86,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,22401946414.04932,92622450626093.64,48187.3,0.0117726203901558
2021-10-04,2021-10-04,22413906373.143063,92819842074295.78,49198.22,0.020978971637755
2021-10-05,2021-10-05,22424120855.054543,92997331699550.34,51455.12,0.0458736108745398
2021-10-06,2021-10-06,22431931481.259483,93099634393557.31,55321.6,0.0751427651903249
2021-10-07,2021-10-07,22440816431.31433,93246970574278.88,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,22453313836.95996,93503017026704.12,53975.0,0.0029733351246559
2021-10-09,2021-10-09,22467385695.707893,93822164514410.4,54960.77,0.0182634553033811
2021-10-10,2021-10-10,22474604408.97788,94099047228785.95,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,22485860750.844177,94355654187572.6,57500.01,0.0511884826325412
2021-10-12,2021-10-12,22485744535.779488,94496146045457.88,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,22497921498.50904,94732935159032.9,57393.65,0.0246699626364712
2021-10-14,2021-10-14,22509012037.085865,94936494278190.14,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,22518308864.370968,95096502671491.0,61702.33,0.0753620844435838
2021-10-16,2021-10-16,22526534590.022976,95301408608103.2,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,22541542392.36938,95623363056022.95,61571.45,0.0106012977147851
2021-10-18,2021-10-18,22547057863.14229,95796954012163.95,62037.92,0.0075760762496255
2021-10-19,2021-10-19,22537313505.15748,95827163014631.2,64316.7,0.0367320503330865
2021-10-20,2021-10-20,22540490472.420338,95850047503247.48,66064.24,0.0271708592014205
2021-10-21,2021-10-21,22546558240.322357,95975023084955.94,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,22551231090.074677,95808278695638.72,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,22564842156.87884,96149919453260.56,61325.11,0.0097282802608806
2021-10-24,2021-10-24,22566699931.965305,95803611119501.56,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,22571383692.031456,95813233770266.5,63127.04,0.0365208047837521
2021-10-26,2021-10-26,22581031850.29593,96015089248384.58,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,22594066335.592644,96278857074725.16,58449.36,-0.031634021579307
2021-10-28,2021-10-28,22605567111.844303,96505162789384.44,60622.03,0.0371718355855392
2021-10-29,2021-10-29,22616075843.647465,96744527069576.06,62308.22,0.0278148059377094
2021-10-30,2021-10-30,22630394065.930557,97090719086202.08,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,22629815045.20709,97333457971863.7,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,22616928468.829544,97446029766051.28,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,22616314481.331635,97411120509780.66,63266.69,0.0381311218195008
2021-11-03,2021-11-03,22617933942.856544,97304485284755.95,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,22631183577.54964,97610807236166.64,61431.86,-0.024061563440035
2021-11-05,2021-11-05,22632905526.83961,97800910741740.31,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,22646188914.91073,98076876820794.31,61511.3,0.0082827918565386
2021-11-07,2021-11-07,22661929920.557068,98451957189908.05,63316.4,0.0293458275146192
2021-11-08,2021-11-08,22663873943.657795,98603135489924.88,67606.96,0.0677638021113014
2021-11-09,2021-11-09,22670373288.89639,98758461177332.1,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,22666243290.90516,98988390834662.05,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,22674339091.860508,99213250823117.4,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,22656026828.64113,98722667431193.34,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,22667249460.93959,99107407172915.28,64427.0,0.0042228265816739
2021-11-14,2021-11-14,22681730743.97594,99498455377601.69,65568.39,0.0177160196811896
2021-11-15,2021-11-15,22690141091.913185,99667065672582.02,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,22686311355.072903,99675041790717.08,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,22688153136.21589,99893611150849.52,60366.96,0.0043411617769464
2021-11-18,2021-11-18,22699980635.800835,100128789265377.52,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,22711579111.604397,100406801772696.56,58069.51,0.0201763670909091
2021-11-20,2021-11-20,22724142205.65396,100794048193771.52,59716.29,0.0283587720991618
2021-11-21,2021-11-21,22738016967.445225,101176536056571.78,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,22746119351.12187,101321347639455.8,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,22755047531.81713,101580556822248.8,57574.23,0.0232088008330089
2021-11-24,2021-11-24,22766462393.64874,101829178447083.23,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,22744034990.321117,101361032920825.31,58988.21,0.0318923720565071
2021-11-26,2021-11-26,22751551082.8586,101496744661908.38,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,22767487329.61404,101861567532975.77,54738.77,0.0182886822129393
2021-11-28,2021-11-28,22780092248.649822,102155032050253.62,57315.73,0.0470774188020668
2021-11-29,2021-11-29,22789248501.178062,102362750075255.77,57827.98,0.0089373370975123
2021-11-30,2021-11-30,22798419929.06544,102541435150459.36,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,22804591901.354324,102763637986650.23,57209.29,0.0041121544537077
2021-12-02,2021-12-02,22816338844.920757,103038153422440.31,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,22826557191.786324,103249622689380.72,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,22837286982.98255,103463022197247.7,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,22849622220.75728,103757147704606.9,49376.6,0.0049035669816992
2021-12-06,2021-12-06,22858261539.553,103943695680180.4,50424.72,0.0212270589712535
2021-12-07,2021-12-07,22856118664.9916,103952444936459.98,50577.2,0.0030239136677405
2021-12-08,2021-12-08,22867475503.8257,104236498054990.31,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,22872221639.26618,104345702735794.4,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,22883442440.01251,104590011633120.72,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,22895535437.652607,104935264179438.02,49381.15,0.0476235431890674
2021-12-12,2021-12-12,22911702950.92921,105332285727556.31,50057.01,0.013686599036272
2021-12-13,2021-12-13,22921117777.31193,105510614246630.84,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,22919779595.05928,105632877952618.05,48324.04,0.0352209182832965
2021-12-15,2021-12-15,22930494890.07072,105874927854104.44,48870.48,0.0113078293950588
2021-12-16,2021-12-16,22938523200.28005,106060637725858.62,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,22951179924.32866,106385965171333.56,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,22964955821.525436,106736675374452.72,46815.99,0.0149735514087379
2021-12-19,2021-12-19,22980666137.99301,107141037960642.12,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,22992412130.501453,107347402102835.34,46898.14,0.0049178645269853
2021-12-21,2021-12-21,23004859571.62928,107638184088721.1,48875.15,0.0421554031780364
2021-12-22,2021-12-22,23014399874.664604,107871947727101.52,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,23022324844.44352,107958355369652.69,50817.92,0.0462887451000819
2021-12-24,2021-12-24,23037803162.37774,108309199391774.23,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,23051074103.267235,108555509156639.3,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,23063407141.33797,108824072286379.36,50765.73,0.0071838065663512
2021-12-27,2021-12-27,23076606431.291782,109153301049027.6,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,23089511753.74758,109442111612894.98,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,23099376145.942806,109743951391917.3,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,23102203123.790337,109760375398937.31,47095.02,0.0141802123930852
2021-12-31,2021-12-31,23102069081.36936,109886363451260.77,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,23114947079.3372,110277346338702.44,47704.35,0.0323257281452551
2022-01-02,2022-01-02,23131993358.32246,110682312709435.4,47280.0,-0.008895415197985
2022-01-03,2022-01-03,23143531457.725044,110923295281973.23,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,23154998366.935085,111099027458997.05,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,23165020476.23588,111372700877315.2,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,23171389709.49134,111502903756490.42,43080.01,-0.0078688784337965
2022-01-07,2022-01-07,23182816518.40163,111723116657210.16,41553.86,-0.0354259434944421
2022-01-08,2022-01-08,23198276287.206078,112098730997521.02,41688.05,0.0032293028854599
2022-01-09,2022-01-09,23213804551.492195,112472734995111.14,41851.22,0.0039140712986094
2022-01-10,2022-01-10,23225156604.94684,112768834834455.36,41801.55,-0.0011868232276143
2022-01-11,2022-01-11,23238746281.6287,113097029547155.1,42700.68,0.0215094894806531
2022-01-12,2022-01-12,23248581961.26004,113372649767777.62,43880.72,0.0276351570982007
2022-01-13,2022-01-13,23263603775.27293,113735119515247.31,42534.32,-0.0306831793097287
2022-01-14,2022-01-14,23277995618.46826,114072415428564.52,43042.4,0.0119451774472942
2022-01-15,2022-01-15,23294512674.450497,114472902669027.16,43070.51,0.0006530769659685
2022-01-16,2022-01-16,23310497383.870667,114872793479826.44,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,23322591998.105843,115174391548620.78,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,23335887242.85037,115462408547249.05,42337.58,0.0038229964951914
2022-01-19,2022-01-19,23344959816.61701,115584232943175.02,41657.89,-0.0160540588290593
