start_time,date,exchange_supply_ratio,close,change
2021-03-11,2021-03-11,0.01959785,57844.52,0.0338982747902603
2021-03-12,2021-03-12,0.01958679,57291.03,-0.0095685814317414
2021-03-13,2021-03-13,0.01979939,61267.41,0.0694066767520151
2021-03-14,2021-03-14,0.02004745,59037.12,-0.0364025507198688
2021-03-15,2021-03-15,0.01995655,55646.61,-0.0574301388685627
2021-03-16,2021-03-16,0.01985476,56954.19,0.0234979273670039
2021-03-17,2021-03-17,0.01999669,58959.0,0.0352003952650366
2021-03-18,2021-03-18,0.02002728,57700.01,-0.0213536525382044
2021-03-19,2021-03-19,0.01997447,58089.11,0.0067434996978337
2021-03-20,2021-03-20,0.01982803,58145.61,0.0009726435815593
2021-03-21,2021-03-21,0.01993594,57415.18,-0.0125620833627853
2021-03-22,2021-03-22,0.0200735,54129.56,-0.0572256326636962
2021-03-23,2021-03-23,0.0201318,54400.0,0.0049961610624582
2021-03-24,2021-03-24,0.02031036,52311.54,-0.0383908088235294
2021-03-25,2021-03-25,0.02004287,51325.21,-0.0188549218776583
2021-03-26,2021-03-26,0.02031479,55030.0,0.0721826564372556
2021-03-27,2021-03-27,0.02034971,55828.0,0.014501181173905
2021-03-28,2021-03-28,0.02040386,55805.08,-0.0004105466790856
2021-03-29,2021-03-29,0.02062145,57677.64,0.0335553680776015
2021-03-30,2021-03-30,0.02070921,58794.16,0.019357934894701
2021-03-31,2021-03-31,0.02083062,58807.24,0.0002224710753584
2021-04-01,2021-04-01,0.02084605,58794.01,-0.000224972299329
2021-04-02,2021-04-02,0.02094281,59031.36,0.0040369758756035
2021-04-03,2021-04-03,0.0209844,57134.65,-0.0321305489150173
2021-04-04,2021-04-04,0.02086744,58234.61,0.0192520650778467
2021-04-05,2021-04-05,0.02088723,59243.39,0.0173226883463286
2021-04-06,2021-04-06,0.01953744,58059.99,-0.0199752242402063
2021-04-07,2021-04-07,0.01952502,56018.18,-0.0351672468424468
2021-04-08,2021-04-08,0.01933798,58122.26,0.0375606633417937
2021-04-09,2021-04-09,0.01964563,58176.03,0.000925118878722
2021-04-10,2021-04-10,0.02003869,59832.43,0.028472207539772
2021-04-11,2021-04-11,0.02006097,60090.2,0.004308198747736
2021-04-12,2021-04-12,0.02042949,59911.18,-0.0029791879541088
2021-04-13,2021-04-13,0.02083858,63649.71,0.0624012079214597
2021-04-14,2021-04-14,0.02099184,63019.1,-0.0099075078268228
2021-04-15,2021-04-15,0.02109298,63232.55,0.0033870683649879
2021-04-16,2021-04-16,0.02056091,61424.67,-0.0285909709477161
2021-04-17,2021-04-17,0.02059743,60090.14,-0.0217262868485903
2021-04-18,2021-04-18,0.02017671,56140.05,-0.0657360758354032
2021-04-19,2021-04-19,0.01960479,55634.39,-0.0090071170225178
2021-04-20,2021-04-20,0.01979666,56410.56,0.0139512628789495
2021-04-21,2021-04-21,0.01997022,53800.0,-0.0462778600318805
2021-04-22,2021-04-22,0.02046386,51714.61,-0.0387618959107806
2021-04-23,2021-04-23,0.02047504,51122.62,-0.011447248659518
2021-04-24,2021-04-24,0.02052174,50092.4,-0.0201519405695561
2021-04-25,2021-04-25,0.02035915,49063.94,-0.020531258234782
2021-04-26,2021-04-26,0.02036652,53984.33,0.1002852604173247
2021-04-27,2021-04-27,0.02057601,55006.25,0.0189299376319016
2021-04-28,2021-04-28,0.02076042,54861.77,-0.0026266106124304
2021-04-29,2021-04-29,0.02085909,53558.8,-0.0237500539993513
2021-04-30,2021-04-30,0.02113452,57684.16,0.0770248773310828
2021-05-01,2021-05-01,0.02113627,57836.34,0.0026381592451028
2021-05-02,2021-05-02,0.02114515,56630.33,-0.0208521147776639
2021-05-03,2021-05-03,0.02133905,57214.83,0.010321324279763
2021-05-04,2021-05-04,0.02153789,53263.32,-0.0690644366154719
2021-05-05,2021-05-05,0.0215016,57497.77,0.0795003015208213
2021-05-06,2021-05-06,0.02152889,56435.35,-0.0184775861742115
2021-05-07,2021-05-07,0.02168936,57350.88,0.0162226335089619
2021-05-08,2021-05-08,0.0218797,58924.98,0.0274468325507821
2021-05-09,2021-05-09,0.02215454,58292.53,-0.0107331389845189
2021-05-10,2021-05-10,0.02229848,55869.67,-0.0415638161527729
2021-05-11,2021-05-11,0.02225356,56710.43,0.0150485943446596
2021-05-12,2021-05-12,0.02272605,49595.76,-0.1254561109834645
2021-05-13,2021-05-13,0.02273991,49707.9,0.0022610803826779
2021-05-14,2021-05-14,0.02303059,49873.27,0.0033268353722446
2021-05-15,2021-05-15,0.02302982,46793.41,-0.0617537209811988
2021-05-16,2021-05-16,0.02307748,46429.28,-0.0077816513051731
2021-05-17,2021-05-17,0.02349315,43566.18,-0.0616658281153617
2021-05-18,2021-05-18,0.02358747,42882.53,-0.0156922181380144
2021-05-19,2021-05-19,0.02472555,36689.14,-0.1444268796640496
2021-05-20,2021-05-20,0.02482143,40500.3,0.1038770600782685
2021-05-21,2021-05-21,0.02488553,37211.02,-0.0812161885220604
2021-05-22,2021-05-22,0.02501208,37432.58,0.0059541501415443
2021-05-23,2021-05-23,0.02546181,34651.6,-0.0742930356390075
2021-05-24,2021-05-24,0.02498857,38779.66,0.1191304297637052
2021-05-25,2021-05-25,0.02527539,38326.84,-0.0116767398166979
2021-05-26,2021-05-26,0.02530195,39224.2,0.023413357323484
2021-05-27,2021-05-27,0.02524386,38527.38,-0.0177650532069487
2021-05-28,2021-05-28,0.0254198,35670.99,-0.074139222547705
2021-05-29,2021-05-29,0.02560309,34611.94,-0.0296893918559589
2021-05-30,2021-05-30,0.02556379,35651.81,0.030043678568725
2021-05-31,2021-05-31,0.0253294,37243.38,0.0446420532365678
2021-06-01,2021-06-01,0.02525797,36693.41,-0.0147669196512237
2021-06-02,2021-06-02,0.02534873,37569.99,0.023889303283614
2021-06-03,2021-06-03,0.02527231,39247.4,0.0446476030470064
2021-06-04,2021-06-04,0.02522958,36828.03,-0.0616440834297304
2021-06-05,2021-06-05,0.02528273,35498.62,-0.0360977766119989
2021-06-06,2021-06-06,0.02534125,35801.71,0.0085380783816384
2021-06-07,2021-06-07,0.02548714,33550.96,-0.06286710886156
2021-06-08,2021-06-08,0.02547724,33372.58,-0.005316688404743
2021-06-09,2021-06-09,0.02557273,37368.45,0.1197351238651609
2021-06-10,2021-06-10,0.02584589,36669.66,-0.0186999995985917
2021-06-11,2021-06-11,0.02599469,37300.42,0.017201141215926
2021-06-12,2021-06-12,0.02604124,35537.05,-0.0472748028038289
2021-06-13,2021-06-13,0.0260618,38993.65,0.0972674996939813
2021-06-14,2021-06-14,0.02616353,40489.1,0.0383511161432694
2021-06-15,2021-06-15,0.02635511,40132.86,-0.0087984173518304
2021-06-16,2021-06-16,0.0265035,38344.97,-0.0445492795679151
2021-06-17,2021-06-17,0.02634956,38060.71,-0.0074132278627419
2021-06-18,2021-06-18,0.02629259,35811.41,-0.0590976889290818
2021-06-19,2021-06-19,0.02634587,35483.0,-0.0091705408974402
2021-06-20,2021-06-20,0.02640295,35588.64,0.002977200349463
2021-06-21,2021-06-21,0.02666184,31606.0,-0.1119076199596275
2021-06-22,2021-06-22,0.02651849,32496.0,0.0281592102765297
2021-06-23,2021-06-23,0.02665391,33649.0,0.0354812900049237
2021-06-24,2021-06-24,0.02688633,34644.64,0.0295889922434544
2021-06-25,2021-06-25,0.02713571,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,0.0269657,32255.56,0.0217780181050029
2021-06-27,2021-06-27,0.0267096,34687.71,0.0754025042504298
2021-06-28,2021-06-28,0.02651355,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,0.02663716,35911.26,0.0412918176646306
2021-06-30,2021-06-30,0.02654826,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,0.0264259,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,0.02633236,33760.94,0.0080913802226101
2021-07-03,2021-07-03,0.02628023,34652.94,0.0264210652902436
2021-07-04,2021-07-04,0.02640492,35280.16,0.0181000515396385
2021-07-05,2021-07-05,0.02634554,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,0.02633034,34206.01,0.0158374494249351
2021-07-07,2021-07-07,0.02587229,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,0.02588328,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,0.02599367,33805.01,0.0290079398417877
2021-07-10,2021-07-10,0.0259727,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,0.02591381,34253.81,0.0225634500946025
2021-07-12,2021-07-12,0.02595387,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,0.0259569,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,0.0258902,32803.01,0.0028713730647964
2021-07-15,2021-07-15,0.02611123,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,0.02620573,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,0.02609041,31496.65,0.0036229863668011
2021-07-18,2021-07-18,0.02588487,31767.0,0.0085834525259034
2021-07-19,2021-07-19,0.02602124,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,0.02589056,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,0.02579229,32120.0,0.0787247404780375
2021-07-22,2021-07-22,0.0258844,32268.11,0.0046111457036115
2021-07-23,2021-07-23,0.02576351,33634.46,0.0423436637596685
2021-07-24,2021-07-24,0.02573519,34230.0,0.017706245321019
2021-07-25,2021-07-25,0.02553431,35370.66,0.0333234005258546
2021-07-26,2021-07-26,0.02544494,37218.09,0.0522305775464748
2021-07-27,2021-07-27,0.02565824,39442.33,0.059762336003809
2021-07-28,2021-07-28,0.02452861,40003.08,0.0142169592922121
2021-07-29,2021-07-29,0.02344967,40012.9,0.0002454810979555
2021-07-30,2021-07-30,0.02346865,42203.25,0.054741095996541
2021-07-31,2021-07-31,0.02340501,41448.11,-0.017892934785828
2021-08-01,2021-08-01,0.02356389,39846.78,-0.038634572239844
2021-08-02,2021-08-02,0.02365876,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,0.02357564,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,0.02361844,39731.31,0.0399978954675595
2021-08-05,2021-08-05,0.0235885,40882.4,0.0289718612348801
2021-08-06,2021-08-06,0.02387626,42825.43,0.0475272978103047
2021-08-07,2021-08-07,0.02380206,44601.11,0.0414632147301263
2021-08-08,2021-08-08,0.02387215,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,0.02402235,46259.7,0.0564539684765428
2021-08-10,2021-08-10,0.02464675,45589.99,-0.014477179921184
2021-08-11,2021-08-11,0.02396908,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,0.02406354,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,0.02412664,47792.52,0.0767696990137905
2021-08-14,2021-08-14,0.02408865,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,0.02408516,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,0.0242155,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,0.02416097,44704.84,-0.026594606176035
2021-08-18,2021-08-18,0.02427031,44714.09,0.0002069127190702
2021-08-19,2021-08-19,0.02418362,46772.0,0.0460237477716756
2021-08-20,2021-08-20,0.02426973,49332.74,0.0547494227315488
2021-08-21,2021-08-21,0.02495468,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,0.02494102,49273.28,0.0087002021974567
2021-08-23,2021-08-23,0.02493038,49523.91,0.0050865296566415
2021-08-24,2021-08-24,0.02509512,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,0.02489615,48992.65,0.0266828809103893
2021-08-26,2021-08-26,0.0251845,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,0.02515924,49083.98,0.04761524647483
2021-08-28,2021-08-28,0.02520431,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,0.02515972,48795.41,-0.002791221039651
2021-08-30,2021-08-30,0.02516145,47024.7,-0.036288454180424
2021-08-31,2021-08-31,0.0251533,47150.32,0.002671362071422
2021-09-01,2021-09-01,0.0251967,48842.94,0.0358983777840744
2021-09-02,2021-09-02,0.02521967,49299.14,0.0093401420962784
2021-09-03,2021-09-03,0.02518276,50027.08,0.0147657748187899
2021-09-04,2021-09-04,0.02520093,49940.74,-0.001725865271369
2021-09-05,2021-09-05,0.02525702,51799.57,0.0372207139902212
2021-09-06,2021-09-06,0.02500577,52683.97,0.0170735008031919
2021-09-07,2021-09-07,0.02533486,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,0.02536725,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,0.02536829,46413.88,0.0076329248936601
2021-09-10,2021-09-10,0.0254797,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,0.02538527,45193.78,0.0074218421727818
2021-09-12,2021-09-12,0.02532829,46046.73,0.0188731723701802
2021-09-13,2021-09-13,0.02510865,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,0.02502413,47087.18,0.0469410769664504
2021-09-15,2021-09-15,0.02495101,48106.12,0.021639435617083
2021-09-16,2021-09-16,0.02505276,47745.55,-0.007495304131782
2021-09-17,2021-09-17,0.02514367,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,0.02521313,48285.15,0.0207605800126038
2021-09-19,2021-09-19,0.02528494,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,0.02544253,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,0.0254596,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,0.02539465,43520.0,0.0686021985900933
2021-09-23,2021-09-23,0.02536022,44828.29,0.0300618106617647
2021-09-24,2021-09-24,0.02528027,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,0.02518683,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,0.02523463,43150.0,0.011685850793804
2021-09-27,2021-09-27,0.02517977,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,0.02527874,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,0.02575743,41499.71,0.0120320477428845
2021-09-30,2021-09-30,0.02588409,43796.57,0.0553464108544372
2021-10-01,2021-10-01,0.02576676,48123.94,0.098806139384888
2021-10-02,2021-10-02,0.02569724,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,0.02564742,48187.3,0.0117726203901558
2021-10-04,2021-10-04,0.02558961,49198.22,0.020978971637755
2021-10-05,2021-10-05,0.02548152,51455.12,0.0458736108745398
2021-10-06,2021-10-06,0.02560586,55321.6,0.0751427651903249
2021-10-07,2021-10-07,0.02542901,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,0.02533732,53975.0,0.0029733351246559
2021-10-09,2021-10-09,0.02536546,54960.77,0.0182634553033811
2021-10-10,2021-10-10,0.02543481,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,0.02575377,57500.01,0.0511884826325412
2021-10-12,2021-10-12,0.02576032,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,0.02573015,57393.65,0.0246699626364712
2021-10-14,2021-10-14,0.02571643,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,0.02577075,61702.33,0.0753620844435838
2021-10-16,2021-10-16,0.02600574,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,0.02597979,61571.45,0.0106012977147851
2021-10-18,2021-10-18,0.02606816,62037.92,0.0075760762496255
2021-10-19,2021-10-19,0.02594696,64316.7,0.0367320503330865
2021-10-20,2021-10-20,0.02610569,66064.24,0.0271708592014205
2021-10-21,2021-10-21,0.02596835,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,0.02572973,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,0.02576965,61325.11,0.0097282802608806
2021-10-24,2021-10-24,0.02580556,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,0.02579494,63127.04,0.0365208047837521
2021-10-26,2021-10-26,0.02591066,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,0.02589036,58449.36,-0.031634021579307
2021-10-28,2021-10-28,0.02604887,60622.03,0.0371718355855392
2021-10-29,2021-10-29,0.02600834,62308.22,0.0278148059377094
2021-10-30,2021-10-30,0.02608641,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,0.02605919,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,0.02613293,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,0.026063,63266.69,0.0381311218195008
2021-11-03,2021-11-03,0.02585821,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,0.02585155,61431.86,-0.024061563440035
2021-11-05,2021-11-05,0.02594741,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,0.02598439,61511.3,0.0082827918565386
2021-11-07,2021-11-07,0.02604184,63316.4,0.0293458275146192
2021-11-08,2021-11-08,0.0264262,67606.96,0.0677638021113014
2021-11-09,2021-11-09,0.0266,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,0.0266311,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,0.0266432,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,0.02667037,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,0.02662948,64427.0,0.0042228265816739
2021-11-14,2021-11-14,0.02665461,65568.39,0.0177160196811896
2021-11-15,2021-11-15,0.02675338,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,0.02677908,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,0.02683436,60366.96,0.0043411617769464
2021-11-18,2021-11-18,0.02697551,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,0.02708119,58069.51,0.0201763670909091
2021-11-20,2021-11-20,0.02717115,59716.29,0.0283587720991618
2021-11-21,2021-11-21,0.02719556,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,0.02709796,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,0.02727163,57574.23,0.0232088008330089
2021-11-24,2021-11-24,0.02736581,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,0.02716805,58988.21,0.0318923720565071
2021-11-26,2021-11-26,0.02781891,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,0.02800576,54738.77,0.0182886822129393
2021-11-28,2021-11-28,0.02800929,57315.73,0.0470774188020668
2021-11-29,2021-11-29,0.02798971,57827.98,0.0089373370975123
2021-11-30,2021-11-30,0.02790025,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,0.02794343,57209.29,0.0041121544537077
2021-12-02,2021-12-02,0.02786042,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,0.02793452,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,0.02777227,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,0.02756875,49376.6,0.0049035669816992
2021-12-06,2021-12-06,0.02796528,50424.72,0.0212270589712535
2021-12-07,2021-12-07,0.02706408,50577.2,0.0030239136677405
2021-12-08,2021-12-08,0.02704615,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,0.02720321,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,0.0271736,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,0.02763643,49381.15,0.0476235431890674
2021-12-12,2021-12-12,0.02763935,50057.01,0.013686599036272
2021-12-13,2021-12-13,0.02768883,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,0.02779132,48324.04,0.0352209182832965
2021-12-15,2021-12-15,0.0279478,48870.48,0.0113078293950588
2021-12-16,2021-12-16,0.02805302,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,0.02815559,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,0.02826868,46815.99,0.0149735514087379
2021-12-19,2021-12-19,0.02834774,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,0.0283844,46898.14,0.0049178645269853
2021-12-21,2021-12-21,0.02840514,48875.15,0.0421554031780364
2021-12-22,2021-12-22,0.02825143,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,0.02826233,50817.92,0.0462887451000819
2021-12-24,2021-12-24,0.02835419,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,0.02853198,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,0.02856171,50765.73,0.0071838065663512
2021-12-27,2021-12-27,0.02874277,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,0.02897451,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,0.028786,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,0.02862504,47095.02,0.0141802123930852
2021-12-31,2021-12-31,0.0287207,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,0.02866569,47704.35,0.0323257281452551
2022-01-02,2022-01-02,0.02868752,47280.0,-0.008895415197985
2022-01-03,2022-01-03,0.02863115,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,0.02652747,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,0.02654533,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,0.02690473,43080.01,-0.0078688784337965
2022-01-07,2022-01-07,0.02697463,41553.86,-0.0354259434944421
2022-01-08,2022-01-08,0.02701647,41688.05,0.0032293028854599
2022-01-09,2022-01-09,0.02702355,41851.22,0.0039140712986094
2022-01-10,2022-01-10,0.02697404,41801.55,-0.0011868232276143
2022-01-11,2022-01-11,0.0268408,42700.68,0.0215094894806531
2022-01-12,2022-01-12,0.02678676,43880.72,0.0276351570982007
2022-01-13,2022-01-13,0.02689045,42534.32,-0.0306831793097287
2022-01-14,2022-01-14,0.02682433,43042.4,0.0119451774472942
2022-01-15,2022-01-15,0.02680355,43070.51,0.0006530769659685
2022-01-16,2022-01-16,0.02672934,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,0.02678779,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,0.02674974,42337.58,0.0038229964951914
2022-01-19,2022-01-19,0.026728,41657.89,-0.0160540588290593
2022-01-20,2022-01-20,0.0267044,40661.69,-0.0239138372106699
2022-01-21,2022-01-21,0.02684132,36425.98,-0.1041695512409838
2022-01-22,2022-01-22,0.02669605,35043.73,-0.0379468170794581
2022-01-23,2022-01-23,0.02658454,36230.01,0.0338514193551884
2022-01-24,2022-01-24,0.0266833,36648.31,0.0115456771886068
2022-01-25,2022-01-25,0.02663127,36934.26,0.0078025426001908
2022-01-26,2022-01-26,0.02652349,36787.43,-0.0039754417714068
2022-01-27,2022-01-27,0.0262499,37131.0,0.009339331396621
2022-01-28,2022-01-28,0.02624963,37696.21,0.0152220516549512
2022-01-29,2022-01-29,0.02619502,38150.01,0.0120383454994548
2022-01-30,2022-01-30,0.02620214,37870.01,-0.0073394476174448
2022-01-31,2022-01-31,0.02610651,38439.04,0.0150258740359454
2022-02-01,2022-02-01,0.02607845,38680.51,0.0062818946570986
2022-02-02,2022-02-02,0.02598738,36892.03,-0.0462372393745584
2022-02-03,2022-02-03,0.02618744,37289.86,0.0107836299601837
2022-02-04,2022-02-04,0.02621237,41550.0,0.11424392582863
2022-02-05,2022-02-05,0.02616161,41374.69,-0.0042192539109505
2022-02-06,2022-02-06,0.02634488,42361.35,0.0238469460435835
2022-02-07,2022-02-07,0.02626296,43829.99,0.0346693389138921
2022-02-08,2022-02-08,0.02621863,44021.57,0.0043709797789139
2022-02-09,2022-02-09,0.02615731,44358.08,0.0076442071466329
2022-02-10,2022-02-10,0.02615981,43471.29,-0.0199916227212719
