start_time,date,range_0d_1d,range_0d_1d_percent,range_10y_inf,range_10y_inf_percent,range_12m_18m,range_12m_18m_percent,range_18m_2y,range_18m_2y_percent,range_1d_1w,range_1d_1w_percent,range_1m_3m,range_1m_3m_percent,range_1w_1m,range_1w_1m_percent,range_2y_3y,range_2y_3y_percent,range_3m_6m,range_3m_6m_percent,range_3y_5y,range_3y_5y_percent,range_5y_7y,range_5y_7y_percent,range_6m_12m,range_6m_12m_percent,range_7y_10y,range_7y_10y_percent,close,change
2021-01-11,2021-01-11,20078.98141817,74.94611247,0.0,0.0,272.73692555,1.01800843,115.66720274,0.43173541,3112.73115338,11.61847278,829.73875125,3.0970542,1362.06321378,5.0839901,205.82959247,0.76827243,296.53355425,1.1068309,188.47228193,0.70348513,0.91201522,0.00340416,324.8654934,1.21258172,2.69312773,0.01005228,35408.46,-0.0736024878033848
2021-01-12,2021-01-12,20582.56893339,83.11188844,0.0,0.0,184.89369954,0.74659604,64.77445272,0.26155759,1285.82327458,5.19212159,381.56874658,1.54076487,1411.08269972,5.69791596,198.64880939,0.80213883,225.47839055,0.91047599,143.06544545,0.57769462,8.09276509,0.03267838,276.61094202,1.11694793,2.28326454,0.00921976,34056.9,-0.038170538905109
2021-01-13,2021-01-13,15373.38437154,86.95489075,0.0,0.0,30.08529192,0.17016834,48.40756045,0.2738027,1179.90775837,6.67379074,235.51845621,1.33213879,461.24711078,2.60890453,65.43430243,0.37010931,155.99043379,0.88231263,38.43962752,0.21742211,0.549137,0.00310603,89.73634362,0.50756644,1.02324085,0.00578765,37421.07,0.0987808637897165
2021-01-14,2021-01-14,22372.02168511,84.87580473,0.0,0.0,62.25806948,0.23619697,65.25630353,0.24757178,1769.83690436,6.71447282,180.8580505,0.68614597,1571.32590196,5.96135442,97.29413961,0.36911811,78.23012381,0.29679234,48.82220142,0.18522348,1.63856277,0.00621644,110.32094752,0.4185397,0.67563286,0.00256324,39163.31,0.0465577280393103
2021-01-15,2021-01-15,11665.01156554,78.07608314,0.0,0.0,27.34955945,0.18305567,37.49829375,0.25098303,1580.80228811,10.58060253,787.56958155,5.27134909,451.71283971,3.02339771,46.56335156,0.31165714,239.45257625,1.60270045,28.358812,0.18981078,0.14021453,0.00093848,75.49591823,0.50530816,0.61462904,0.00411383,36755.24,-0.0614879079424083
2021-01-16,2021-01-16,7004.32476809,76.51436749,0.0,0.0,29.79744191,0.32550353,20.03345334,0.21884294,1185.8459364,12.95403265,276.953935,3.02541014,352.81293502,3.85408436,51.83381328,0.56622609,118.16721453,1.29084387,16.55932383,0.18089198,2.36435703,0.02582794,94.56625256,1.03302991,1.00139367,0.0109391,36025.66,-0.0198496867385438
2021-01-17,2021-01-17,9056.31063609,70.15543451,0.0,0.0,22.4886594,0.1742102,19.67746079,0.15243302,2734.56674051,21.18353992,297.73186565,2.3064037,535.23970536,4.14627718,20.61150692,0.15966869,138.43666836,1.07241072,20.71637063,0.16048102,0.80185306,0.00621162,62.30906226,0.48268213,0.03192181,0.00024728,35869.83,-0.0043255279708963
2021-01-18,2021-01-18,9838.05786454,79.60070859,0.0,0.0,50.46860996,0.40834656,16.18363705,0.13094342,1597.2531673,12.92353487,156.29394665,1.26458993,390.78387116,3.16187132,58.83321427,0.47602541,143.20089848,1.15865277,36.84885218,0.29814774,0.02212337,0.000179,71.31184598,0.57699127,0.00112501,9.1e-06,36686.86,0.0227776379202242
2021-01-19,2021-01-19,13604.26137418,45.91816581,0.0,0.0,20.9486537,0.07070753,40.2040265,0.13569977,14314.9192903,48.31683393,438.22564154,1.47913342,755.87960774,2.5513039,47.40638641,0.16000974,160.69931814,0.54240489,42.17412954,0.14234942,0.2470564,0.00083388,202.2226524,0.68255769,0.0,0.0,35891.03,-0.0216925078897458
2021-01-20,2021-01-20,21643.71411937,84.23994588,0.0,0.0,45.8974541,0.17863843,48.43674512,0.18852165,2521.66478573,9.81462349,323.4921564,1.25907049,816.49363939,3.17789172,28.35262821,0.11035185,108.33609327,0.42165714,21.69917534,0.08445581,0.55588266,0.00216356,128.23884042,0.49912103,6.05298058,0.02355893,35500.0,-0.0108949227703969
2021-01-21,2021-01-21,20766.91687081,79.24281948,0.0,0.0,36.44975442,0.13908571,50.93384696,0.1943544,2936.30359415,11.20440637,923.52668943,3.52401173,873.86613228,3.33451598,37.06739507,0.14144251,241.6812335,0.92221212,50.46624275,0.19257011,0.01019852,3.892e-05,289.36432451,1.10416222,0.09970773,0.00038047,30879.97,-0.1301416901408451
2021-01-22,2021-01-22,20894.31680808,85.63171877,0.0,0.0,45.87705202,0.18801911,20.96703384,0.08592974,1891.46168213,7.75182631,417.16563038,1.70968069,760.63019932,3.11731041,21.15501758,0.08670016,182.80711397,0.74920312,30.68760194,0.12576779,2.10356628,0.0086211,127.56912573,0.52281985,5.46636688,0.02240295,32986.34,0.0682115299982479
2021-01-23,2021-01-23,6810.96809783,76.16318807,0.0,0.0,22.59368059,0.2526523,16.48351407,0.18432578,605.69112489,6.77309986,170.72663978,1.90913905,1059.31044394,11.84566708,49.22673107,0.55047458,54.90197148,0.61393757,12.22689765,0.13672645,0.06221509,0.00069572,140.29969016,1.56889175,0.10747177,0.0012018,32086.48,-0.0272797770228524
