start_time,datetime,reserve,reserve_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,5359.57981253,155725244.97973803,29015.0,
2021-01-01 01:00:00,2021-01-01 01:00:00,5389.03224834,158767933.24343368,29448.4,0.0149371014992245
2021-01-01 02:00:00,2021-01-01 02:00:00,5426.26132348,159305428.3988383,29237.06,-0.0071766208011301
2021-01-01 03:00:00,2021-01-01 03:00:00,5455.22852919,159954760.35728285,29302.11,0.0022249159115177
2021-01-01 04:00:00,2021-01-01 04:00:00,5518.58119746,161494932.70960546,29237.07,-0.0022196353777936
2021-01-01 05:00:00,2021-01-01 05:00:00,5531.45142206,161449647.654352,29213.8,-0.0007959073874366
2021-01-01 06:00:00,2021-01-01 06:00:00,5547.96189386,162056256.3642014,29197.3,-0.000564801566383
2021-01-01 07:00:00,2021-01-01 07:00:00,5565.44128249,162130440.66902176,29107.71,-0.003068434410031
2021-01-01 08:00:00,2021-01-01 08:00:00,5574.69817648,161779730.12116015,29025.89,-0.0028109390948308
2021-01-01 09:00:00,2021-01-01 09:00:00,5587.62277217,163426921.46496776,29229.6,0.007018217184727
2021-01-01 10:00:00,2021-01-01 10:00:00,5601.85441138,164297145.24078095,29259.29,0.0010157511563622
2021-01-01 11:00:00,2021-01-01 11:00:00,5617.87762107,164743173.76755416,29341.99,0.0028264527266383
2021-01-01 12:00:00,2021-01-01 12:00:00,5635.72476566,164897313.8613296,29257.82,-0.0028685852595546
2021-01-01 13:00:00,2021-01-01 13:00:00,5651.83606552,166891226.11540997,29493.66,0.0080607509376979
2021-01-01 14:00:00,2021-01-01 14:00:00,5677.13143455,166720457.80189058,29354.58,-0.0047155897233506
2021-01-01 15:00:00,2021-01-01 15:00:00,5720.71954522,167010124.73123747,29210.84,-0.0048966805179976
2021-01-01 16:00:00,2021-01-01 16:00:00,5763.8264956,169383488.91818047,29324.21,0.0038810934570865
2021-01-01 17:00:00,2021-01-01 17:00:00,5809.32250647,169412295.82205522,29099.0,-0.0076800022916218
2021-01-01 18:00:00,2021-01-01 18:00:00,5858.85086305,170524834.13855264,29086.62,-0.0004254441733393
2021-01-01 19:00:00,2021-01-01 19:00:00,5882.81119547,171523041.9563286,29048.47,-0.0013115996289702
2021-01-01 20:00:00,2021-01-01 20:00:00,5931.58292218,173822440.65592554,29214.14,0.0057032263661389
2021-01-01 21:00:00,2021-01-01 21:00:00,6048.26246836,177017770.5919948,29177.77,-0.0012449450848116
2021-01-01 22:00:00,2021-01-01 22:00:00,6145.7796136,180250930.7797366,29270.89,0.0031914707669571
2021-01-01 23:00:00,2021-01-01 23:00:00,6172.64636912,181429010.83869344,29337.16,0.002264024086729
2021-01-02 00:00:00,2021-01-02 00:00:00,6215.994885,181470344.1779402,29215.89,-0.0041336652900281
2021-01-02 01:00:00,2021-01-02 01:00:00,6251.47195615,184012716.45833364,29380.0,0.0056171487502179
2021-01-02 02:00:00,2021-01-02 02:00:00,6264.10091907,184316234.7884763,29347.02,-0.0011225323349216
2021-01-02 03:00:00,2021-01-02 03:00:00,6345.7922342,186540360.17130572,29364.67,0.0006014239265177
2021-01-02 04:00:00,2021-01-02 04:00:00,6445.45077036,189494035.64252585,29363.03,-5.584942721981179e-05
2021-01-02 05:00:00,2021-01-02 05:00:00,6470.09141401,191459116.7331559,29628.65,0.0090460691556697
2021-01-02 06:00:00,2021-01-02 06:00:00,6502.18573937,193351174.49325383,29733.03,0.0035229414772524
2021-01-02 07:00:00,2021-01-02 07:00:00,6521.56815759,194397196.4142255,29777.33,0.0014899255138141
2021-01-02 08:00:00,2021-01-02 08:00:00,6547.36198056,195467332.66750595,29870.0,0.0031120990364146
2021-01-02 09:00:00,2021-01-02 09:00:00,6559.45211174,194817231.56018412,29642.1,-0.0076297288249079
2021-01-02 10:00:00,2021-01-02 10:00:00,6583.18124894,196215746.3726557,29708.25,0.0022316232655581
2021-01-02 11:00:00,2021-01-02 11:00:00,6597.58647028,196516523.9420806,29775.52,0.0022643541777116
2021-01-02 12:00:00,2021-01-02 12:00:00,6607.61899671,202854005.771908,30660.12,0.0297089689785434
2021-01-02 13:00:00,2021-01-02 13:00:00,6626.29838286,207594104.45564225,31616.51,0.031193289523981
2021-01-02 14:00:00,2021-01-02 14:00:00,6835.41853585,214308948.7379525,31335.01,-0.008903576011394
2021-01-02 15:00:00,2021-01-02 15:00:00,6876.22460738,217168495.67928383,31717.01,0.0121908370222316
2021-01-02 16:00:00,2021-01-02 16:00:00,6947.37553391,226106457.0356941,32543.45,0.0260566806265787
2021-01-02 17:00:00,2021-01-02 17:00:00,7035.60198854,231547125.69632497,32904.2,0.0110851799670901
