start_time,datetime,tokens_transferred_mean,tokens_transferred_mean_usd,tokens_transferred_median,tokens_transferred_median_usd,tokens_transferred_total,tokens_transferred_total_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,8.764392053991209,6440.949200277204,0.09696805,71.26179206183723,99992.9489439857,73484789.42596263,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,6.881123651177808,5153.471311551457,0.100193731769818,75.03796595555414,88842.18746035668,66536468.10344086,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,4.061857745662761,3026.791286462017,0.1038483067480043,77.38507098490386,62962.85691551846,46918291.73144773,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,3.433354903968449,2561.4759616869624,0.0970781581526511,72.42576880864925,63541.09920774408,47405235.62294061,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,1.6023716329266686,1191.0843597986434,0.01,7.4332591474,32911.11096868085,24463681.665904336,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,2.136343735651232,1584.4510509948052,0.0110961958724114,8.229658419986029,36439.615099003066,27025981.57681839,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,4.177922801887998,3094.96819657954,0.06347102,47.01876928307352,47252.30688935326,35004090.3033146,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,2.3364038962944185,1724.8765526169484,0.151488359,111.83799121716218,39144.11087851669,28898581.76254436,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,7.489062955725713,5472.265842336488,0.1041749191634398,76.12071832436813,137356.90367096532,100366827.81429352,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,3.596540390393586,2641.908286900182,0.0524800942442551,38.55026798851752,59903.97674239556,44003624.42660944,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,2.207435787285072,1628.281071218519,0.06478581,47.78825672492205,33133.61116714893,24440498.87898997,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,3.038106109148212,2248.638437683612,0.0892168,66.0333505676593,48302.849029347424,35751102.52073175,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,2.710917225982505,1989.261653217878,0.0934354795,68.56263062477387,43916.85906091658,32226038.782129623,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,3.5349173323607888,2620.9604052403897,0.105025415,77.87097359787568,58050.41243202888,43041411.774857685,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,4.175904684268306,3087.391775371494,0.096248555,71.15990894568469,70698.06630466242,52269542.75703939,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,4.012138720954075,2955.4104314843444,0.0689365777052175,50.7798695485741,65791.05074620493,48462820.25548028,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,3.933514104120528,2900.4002307534597,0.13284379,97.95316578795162,65988.63261072598,48657114.27112003,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,9.881287042385818,7207.211845760005,0.1186593578787078,86.5477468719714,138456.59403791008,100987452.3827892,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,6.174633285484607,4480.384482448913,0.158215,114.8026122550565,103622.69579700266,75189812.38445766,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,4.010946504079753,2915.7072892609067,0.050991241,37.06744353756242,69826.56768952443,50759548.19874313,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,5.370643660344733,3927.237449248356,0.1000909036792595,73.19062110947554,77466.16415681243,56646472.96795829,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,5.0806686017193705,3707.1877719806794,0.1001056139421509,73.04359662178543,72501.14094653542,52901569.50616428,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,5.3189251920981375,3886.300883080186,0.0774608,56.59714407928138,66257.8511179665,48411650.10052987,729.53,0.0008780474420009
