start_time,datetime,total_value_staked,close,change
2021-01-02 12:00:00,2021-01-02 12:00:00,2198830.832988247,753.78,0.0318685831622176
2021-01-02 13:00:00,2021-01-02 13:00:00,2198853.316995781,772.35,0.0246358353896363
2021-01-02 14:00:00,2021-01-02 14:00:00,2198877.982986987,762.02,-0.0133747653266006
2021-01-02 15:00:00,2021-01-02 15:00:00,2198900.212859729,769.57,0.0099078764336895
2021-01-02 16:00:00,2021-01-02 16:00:00,2198922.462949292,783.71,0.0183738971113738
2021-01-02 17:00:00,2021-01-02 17:00:00,2198947.150890908,780.11,-0.0045935358742392
2021-01-02 18:00:00,2021-01-02 18:00:00,2204025.339087141,781.16,0.0013459640307136
2021-01-02 19:00:00,2021-01-02 19:00:00,2204047.286992742,785.41,0.0054406267602027
2021-01-02 20:00:00,2021-01-02 20:00:00,2204071.843969722,759.77,-0.0326453699341744
2021-01-02 21:00:00,2021-01-02 21:00:00,2204094.098732318,769.73,0.0131092304249971
2021-01-02 22:00:00,2021-01-02 22:00:00,2204118.880288596,772.59,0.0037155885830095
2021-01-02 23:00:00,2021-01-02 23:00:00,2204141.091947914,775.02,0.0031452646293634
2021-01-03 00:00:00,2021-01-03 00:00:00,2204163.037545998,776.42,0.001806404996
2021-01-03 01:00:00,2021-01-03 01:00:00,2206491.77444109,777.5,0.0013909997166483
2021-01-03 02:00:00,2021-01-03 02:00:00,2206514.151198018,779.66,0.0027781350482314
2021-01-03 03:00:00,2021-01-03 03:00:00,2206536.070807804,773.22,-0.008260010773927
2021-01-03 04:00:00,2021-01-03 04:00:00,2206560.977853428,778.2,0.0064405990533096
2021-01-03 05:00:00,2021-01-03 05:00:00,2206583.320735914,787.48,0.0119249550244153
2021-01-03 06:00:00,2021-01-03 06:00:00,2206608.352989246,801.15,0.0173591710265657
2021-01-03 07:00:00,2021-01-03 07:00:00,2206630.468665803,801.05,-0.00012482057043
2021-01-03 08:00:00,2021-01-03 08:00:00,2210876.651842421,819.35,0.0228450159166095
2021-01-03 09:00:00,2021-01-03 09:00:00,2210901.494877128,819.93,0.0007078781961309
2021-01-03 10:00:00,2021-01-03 10:00:00,2210923.687010612,827.21,0.0088788067274037
2021-01-03 11:00:00,2021-01-03 11:00:00,2210946.012758426,830.97,0.004545399596233
2021-01-03 12:00:00,2021-01-03 12:00:00,2210970.874151027,832.44,0.0017690169320192
2021-01-03 13:00:00,2021-01-03 13:00:00,2210993.291184167,876.67,0.0531329585315456
2021-01-03 14:00:00,2021-01-03 14:00:00,2211015.535363107,914.37,0.0430036387694343
2021-01-03 15:00:00,2021-01-03 15:00:00,2212544.380877914,919.75,0.0058838325841836
2021-01-03 16:00:00,2021-01-03 16:00:00,2212566.692691343,939.86,0.0218646371296549
2021-01-03 17:00:00,2021-01-03 17:00:00,2212591.500458958,939.94,8.511906028552119e-05
2021-01-03 18:00:00,2021-01-03 18:00:00,2212614.059680398,919.81,-0.0214162606123796
2021-01-03 19:00:00,2021-01-03 19:00:00,2212636.403111392,923.78,0.0043161087615921
2021-01-03 20:00:00,2021-01-03 20:00:00,2212661.19900125,948.99,0.0272900474138864
2021-01-03 21:00:00,2021-01-03 21:00:00,2212683.511808821,952.01,0.003182330688416
2021-01-03 22:00:00,2021-01-03 22:00:00,2214692.576522165,995.52,0.0457033014359091
2021-01-03 23:00:00,2021-01-03 23:00:00,2214715.114406885,980.24,-0.0153487624558019
2021-01-04 00:00:00,2021-01-04 00:00:00,2214737.729369941,978.19,-0.0020913245735737
2021-01-04 01:00:00,2021-01-04 01:00:00,2214762.376946923,969.63,-0.0087508561731362
2021-01-04 02:00:00,2021-01-04 02:00:00,2214784.848562698,982.81,0.0135928137536998
2021-01-04 03:00:00,2021-01-04 03:00:00,2214807.430644132,1025.0,0.0429279311362318
2021-01-04 04:00:00,2021-01-04 04:00:00,2214832.186900324,1029.85,0.0047317073170731
2021-01-04 05:00:00,2021-01-04 05:00:00,2218342.338697182,1086.44,0.0549497499635871
2021-01-04 06:00:00,2021-01-04 06:00:00,2218367.068396949,1114.9,0.0261956481720113
2021-01-04 07:00:00,2021-01-04 07:00:00,2218389.154990279,1052.32,-0.056130594672168
2021-01-04 08:00:00,2021-01-04 08:00:00,2218411.252182735,1027.1,-0.0239660939638133
2021-01-04 09:00:00,2021-01-04 09:00:00,2218435.875174963,970.65,-0.054960568591179
2021-01-04 10:00:00,2021-01-04 10:00:00,2218457.616867953,965.43,-0.0053778395920259
2021-01-04 11:00:00,2021-01-04 11:00:00,2220815.055870651,977.12,0.0121085940979668
2021-01-04 12:00:00,2021-01-04 12:00:00,2220839.407643665,1020.19,0.0440785164565253
2021-01-04 13:00:00,2021-01-04 13:00:00,2220861.954417093,1013.6,-0.0064595810584303
2021-01-04 14:00:00,2021-01-04 14:00:00,2220887.148129398,1044.66,0.0306432517758485
2021-01-04 15:00:00,2021-01-04 15:00:00,2220909.868855502,1041.19,-0.0033216548925009
2021-01-04 16:00:00,2021-01-04 16:00:00,2220932.398196786,1011.28,-0.0287267453586762
2021-01-04 17:00:00,2021-01-04 17:00:00,2220957.480011094,1000.96,-0.0102048888537298
2021-01-04 18:00:00,2021-01-04 18:00:00,2223763.989274647,1016.79,0.0158148177749359
2021-01-04 19:00:00,2021-01-04 19:00:00,2223786.73331404,1044.41,0.0271639178198055
2021-01-04 20:00:00,2021-01-04 20:00:00,2223811.629104583,1021.61,-0.0218305071763005
2021-01-04 21:00:00,2021-01-04 21:00:00,2223834.32895206,1007.42,-0.0138898405458052
2021-01-04 22:00:00,2021-01-04 22:00:00,2223859.502515977,1014.13,0.0066605785074744
2021-01-04 23:00:00,2021-01-04 23:00:00,2223882.099919878,1043.11,0.0285762180391073
2021-01-05 00:00:00,2021-01-05 00:00:00,2223905.082721014,1098.85,0.0534363585815493
2021-01-05 01:00:00,2021-01-05 01:00:00,2227610.16061734,1118.4,0.0177913272967193
2021-01-05 02:00:00,2021-01-05 02:00:00,2227632.762955826,1081.11,-0.0333422746781117
2021-01-05 03:00:00,2021-01-05 03:00:00,2227655.770673878,1001.32,-0.0738037757489985
2021-01-05 04:00:00,2021-01-05 04:00:00,2227681.275696671,1004.72,0.0033955179163502
2021-01-05 05:00:00,2021-01-05 05:00:00,2227704.092546963,990.92,-0.0137351699976113
2021-01-05 06:00:00,2021-01-05 06:00:00,2227726.93413613,1015.9,0.0252088967827877
2021-01-05 07:00:00,2021-01-05 07:00:00,2227752.553330962,1004.14,-0.0115759425140269
2021-01-05 08:00:00,2021-01-05 08:00:00,2254879.148498576,1028.61,0.0243691118768298
2021-01-05 09:00:00,2021-01-05 09:00:00,2254904.485388545,1037.75,0.0088857778944402
2021-01-05 10:00:00,2021-01-05 10:00:00,2254927.139240071,1029.8,-0.0076608046253915
2021-01-05 11:00:00,2021-01-05 11:00:00,2254949.922799192,1044.18,0.0139638764808702
2021-01-05 12:00:00,2021-01-05 12:00:00,2254974.950870078,1030.87,-0.0127468444137985
2021-01-05 13:00:00,2021-01-05 13:00:00,2254996.22123581,1025.28,-0.005422604208096
2021-01-05 14:00:00,2021-01-05 14:00:00,2255019.526728295,1049.36,0.0234862671660422
2021-01-05 15:00:00,2021-01-05 15:00:00,2258784.469468562,1053.98,0.0044026835404438
2021-01-05 16:00:00,2021-01-05 16:00:00,2258807.048467707,1067.87,0.0131786181900983
2021-01-05 17:00:00,2021-01-05 17:00:00,2258832.33317235,1084.18,0.0152733947016023
2021-01-05 18:00:00,2021-01-05 18:00:00,2258854.763437772,1076.95,-0.0066686343596081
2021-01-05 19:00:00,2021-01-05 19:00:00,2258877.408230015,1100.01,0.0214123218348112
2021-01-05 20:00:00,2021-01-05 20:00:00,2258902.813612996,1101.33,0.0011999890910081
2021-01-05 21:00:00,2021-01-05 21:00:00,2261261.624657734,1083.5,-0.0161895163120953
2021-01-05 22:00:00,2021-01-05 22:00:00,2261286.861748248,1113.02,0.0272450392247345
2021-01-05 23:00:00,2021-01-05 23:00:00,2261309.753374305,1101.29,-0.0105388941797991
2021-01-06 00:00:00,2021-01-06 00:00:00,2261332.664342611,1082.52,-0.0170436488118479
2021-01-06 01:00:00,2021-01-06 01:00:00,2261357.696913146,1073.03,-0.0087665816797841
2021-01-06 02:00:00,2021-01-06 02:00:00,2261380.46583839,1079.14,0.0056941558017951
2021-01-06 03:00:00,2021-01-06 03:00:00,2261403.371271135,1077.07,-0.0019181941175382
2021-01-06 04:00:00,2021-01-06 04:00:00,2261428.673639332,1125.36,0.0448345975656176
2021-01-06 05:00:00,2021-01-06 05:00:00,2261451.536992468,1104.55,-0.0184918603824553
2021-01-06 06:00:00,2021-01-06 06:00:00,2261476.975516613,1116.31,0.010646869765968
2021-01-06 07:00:00,2021-01-06 07:00:00,2261499.875530818,1107.01,-0.008331019161344
2021-01-06 08:00:00,2021-01-06 08:00:00,2261522.738542457,1112.96,0.0053748385290106
2021-01-06 09:00:00,2021-01-06 09:00:00,2261547.659642671,1101.74,-0.0100812248418631
2021-01-06 10:00:00,2021-01-06 10:00:00,2261570.318365848,1117.7,0.0144861764118575
2021-01-06 11:00:00,2021-01-06 11:00:00,2278744.844543089,1159.56,0.037451910172676
2021-01-06 12:00:00,2021-01-06 12:00:00,2278770.09786669,1149.44,-0.0087274483424746
2021-01-06 13:00:00,2021-01-06 13:00:00,2278792.719739214,1137.98,-0.0099700723830735
2021-01-06 14:00:00,2021-01-06 14:00:00,2278815.624891658,1134.3,-0.003233800242535
2021-01-06 15:00:00,2021-01-06 15:00:00,2278840.769269995,1144.0,0.0085515295777132
2021-01-06 16:00:00,2021-01-06 16:00:00,2278863.763801182,1174.19,0.0263898601398602
2021-01-06 17:00:00,2021-01-06 17:00:00,2278888.794646367,1195.75,0.0183615939498718
2021-01-06 18:00:00,2021-01-06 18:00:00,2292351.643096307,1194.98,-0.0006439473134015
2021-01-06 19:00:00,2021-01-06 19:00:00,2292374.36780512,1162.33,-0.0273226330147785
2021-01-06 20:00:00,2021-01-06 20:00:00,2292399.855729137,1199.81,0.0322455756970911
2021-01-06 21:00:00,2021-01-06 21:00:00,2292422.74627593,1182.49,-0.014435618973004
2021-01-06 22:00:00,2021-01-06 22:00:00,2292448.17564572,1179.41,-0.0026046731896252
2021-01-06 23:00:00,2021-01-06 23:00:00,2292470.894865647,1212.64,0.0281751045014031
2021-01-07 00:00:00,2021-01-07 00:00:00,2292493.842354681,1203.18,-0.0078011611030479
2021-01-07 01:00:00,2021-01-07 01:00:00,2292519.399399334,1203.79,0.0005069898103358
2021-01-07 02:00:00,2021-01-07 02:00:00,2292542.552372609,1198.97,-0.0040040206348282
2021-01-07 03:00:00,2021-01-07 03:00:00,2292565.600699896,1218.26,0.0160888095615403
2021-01-07 04:00:00,2021-01-07 04:00:00,2292591.531711931,1214.3,-0.0032505376520611
2021-01-07 05:00:00,2021-01-07 05:00:00,2292614.6854471,1210.44,-0.0031787861319277
2021-01-07 06:00:00,2021-01-07 06:00:00,2292637.8790375,1200.0,-0.0086249628234361
2021-01-07 07:00:00,2021-01-07 07:00:00,2292663.71789415,1187.28,-0.0106
2021-01-07 08:00:00,2021-01-07 08:00:00,2303374.811874184,1197.79,0.0088521662960716
2021-01-07 09:00:00,2021-01-07 09:00:00,2303400.734603437,1208.12,0.0086242162649545
2021-01-07 10:00:00,2021-01-07 10:00:00,2303424.06591305,1185.1,-0.0190543985696785
2021-01-07 11:00:00,2021-01-07 11:00:00,2303446.914068689,1205.05,0.0168340224453633
2021-01-07 12:00:00,2021-01-07 12:00:00,2303471.770031833,1231.46,0.0219161030662629
2021-01-07 13:00:00,2021-01-07 13:00:00,2303494.795704052,1221.39,-0.0081772854985139
2021-01-07 14:00:00,2021-01-07 14:00:00,2316064.676540716,1225.59,0.0034387050819146
2021-01-07 15:00:00,2021-01-07 15:00:00,2316088.069465825,1253.74,0.0229685294429622
2021-01-07 16:00:00,2021-01-07 16:00:00,2316111.464194887,1268.94,0.0121237258123694
2021-01-07 17:00:00,2021-01-07 17:00:00,2316137.328182134,1275.48,0.005153907986193
2021-01-07 18:00:00,2021-01-07 18:00:00,2316160.198890108,1224.92,-0.0396399786746949
2021-01-07 19:00:00,2021-01-07 19:00:00,2316183.406083419,1236.5,0.0094536786075825
2021-01-07 20:00:00,2021-01-07 20:00:00,2316209.093567884,1245.24,0.0070683380509501
2021-01-07 21:00:00,2021-01-07 21:00:00,2318248.462144602,1256.78,0.0092672898397094
2021-01-07 22:00:00,2021-01-07 22:00:00,2318271.812088351,1247.34,-0.0075112589315552
2021-01-07 23:00:00,2021-01-07 23:00:00,2318297.670249596,1227.12,-0.0162104959353504
2021-01-08 00:00:00,2021-01-08 00:00:00,2318320.908973099,1184.62,-0.0346339396310059
2021-01-08 01:00:00,2021-01-08 01:00:00,2318346.6254406,1186.67,0.0017305127382623
2021-01-08 02:00:00,2021-01-08 02:00:00,2318369.808399012,1113.18,-0.0619296013213446
2021-01-08 03:00:00,2021-01-08 03:00:00,2318392.78447153,1150.95,0.033929822670188
2021-01-08 04:00:00,2021-01-08 04:00:00,2318418.341639054,1169.35,0.0159867935183977
2021-01-08 05:00:00,2021-01-08 05:00:00,2318441.941688296,1149.4,-0.0170607602514215
2021-01-08 06:00:00,2021-01-08 06:00:00,2318467.672343933,1176.65,0.0237080215764746
2021-01-08 07:00:00,2021-01-08 07:00:00,2318491.142817495,1209.09,0.02756979560617
2021-01-08 08:00:00,2021-01-08 08:00:00,2318514.403831156,1202.16,-0.0057315832568294
2021-01-08 09:00:00,2021-01-08 09:00:00,2318540.518211301,1224.07,0.0182255273840419
2021-01-08 10:00:00,2021-01-08 10:00:00,2318563.957178573,1254.83,0.025129281822118
2021-01-08 11:00:00,2021-01-08 11:00:00,2323995.146256223,1259.41,0.0036498967987697
2021-01-08 12:00:00,2021-01-08 12:00:00,2324021.077595654,1252.0,-0.005883707450314
2021-01-08 13:00:00,2021-01-08 13:00:00,2324044.583835968,1252.25,0.0001996805111821
2021-01-08 14:00:00,2021-01-08 14:00:00,2324070.103803625,1260.6,0.0066679976043122
2021-01-08 15:00:00,2021-01-08 15:00:00,2324093.601812647,1217.52,-0.0341742027605901
2021-01-08 16:00:00,2021-01-08 16:00:00,2324117.201043296,1228.65,0.0091415336093041
2021-01-08 17:00:00,2021-01-08 17:00:00,2324143.008719203,1217.15,-0.0093598665201644
2021-01-08 18:00:00,2021-01-08 18:00:00,2332550.393503238,1183.11,-0.0279669720248122
2021-01-08 19:00:00,2021-01-08 19:00:00,2332573.338430217,1185.7,0.0021891455570488
2021-01-08 20:00:00,2021-01-08 20:00:00,2332599.335788663,1148.13,-0.0316859239267942
2021-01-08 21:00:00,2021-01-08 21:00:00,2332622.873792231,1195.1,0.0409100014806684
2021-01-08 22:00:00,2021-01-08 22:00:00,2332648.816791433,1219.22,0.020182411513681
2021-01-08 23:00:00,2021-01-08 23:00:00,2332671.833195066,1218.39,-0.0006807631108413
2021-01-09 00:00:00,2021-01-09 00:00:00,2332695.110646387,1200.01,-0.0150854816602238
2021-01-09 01:00:00,2021-01-09 01:00:00,2336817.021417149,1200.15,0.0001166656944526
2021-01-09 02:00:00,2021-01-09 02:00:00,2336840.621315218,1201.43,0.0010665333499979
2021-01-09 03:00:00,2021-01-09 03:00:00,2336864.128655355,1229.03,0.0229726242893884
2021-01-09 04:00:00,2021-01-09 04:00:00,2336889.820712517,1221.32,-0.0062732398720942
2021-01-09 05:00:00,2021-01-09 05:00:00,2336913.058327388,1186.08,-0.0288540267906854
2021-01-09 06:00:00,2021-01-09 06:00:00,2336936.609261126,1180.75,-0.0044937946850127
2021-01-09 07:00:00,2021-01-09 07:00:00,2348898.822330372,1198.0,0.0146093584586068
2021-01-09 08:00:00,2021-01-09 08:00:00,2348922.108508587,1209.38,0.0094991652754592
2021-01-09 09:00:00,2021-01-09 09:00:00,2348948.231517639,1213.78,0.0036382278522877
2021-01-09 10:00:00,2021-01-09 10:00:00,2348971.493199507,1220.51,0.0055446621298753
2021-01-09 11:00:00,2021-01-09 11:00:00,2348994.823757324,1223.0,0.0020401307650079
2021-01-09 12:00:00,2021-01-09 12:00:00,2349020.915886157,1226.44,0.002812755519215
2021-01-09 13:00:00,2021-01-09 13:00:00,2349044.481746621,1224.03,-0.0019650370177098
2021-01-09 14:00:00,2021-01-09 14:00:00,2355758.431439316,1225.21,0.0009640286594283
2021-01-09 15:00:00,2021-01-09 15:00:00,2355781.937112105,1222.24,-0.0024240742403343
2021-01-09 16:00:00,2021-01-09 16:00:00,2355805.262334854,1203.9,-0.015005236287472
2021-01-09 17:00:00,2021-01-09 17:00:00,2355831.333067118,1226.18,0.0185065204751224
2021-01-09 18:00:00,2021-01-09 18:00:00,2355854.776939731,1228.37,0.001786034676801
2021-01-09 19:00:00,2021-01-09 19:00:00,2355878.375123253,1233.07,0.0038262087156151
2021-01-09 20:00:00,2021-01-09 20:00:00,2355904.720582087,1276.97,0.0356021961445822
2021-01-09 21:00:00,2021-01-09 21:00:00,2359640.019717075,1296.14,0.0150120989529902
2021-01-09 22:00:00,2021-01-09 22:00:00,2359666.621246844,1291.6,-0.0035027080407982
2021-01-09 23:00:00,2021-01-09 23:00:00,2359689.915843205,1279.96,-0.0090120780427376
2021-01-10 00:00:00,2021-01-10 00:00:00,2359713.562670246,1295.09,0.0118206818963091
2021-01-10 01:00:00,2021-01-10 01:00:00,2359739.916581039,1327.76,0.0252260460662965
2021-01-10 02:00:00,2021-01-10 02:00:00,2359763.493170874,1343.93,0.0121784057359763
2021-01-10 03:00:00,2021-01-10 03:00:00,2359786.776710555,1314.55,-0.0218612576547886
2021-01-10 04:00:00,2021-01-10 04:00:00,2365316.968623421,1321.77,0.0054923738161347
2021-01-10 05:00:00,2021-01-10 05:00:00,2365340.611030057,1317.53,-0.003207819817366
2021-01-10 06:00:00,2021-01-10 06:00:00,2365367.13360841,1327.41,0.0074988804808999
2021-01-10 07:00:00,2021-01-10 07:00:00,2365390.850669804,1347.79,0.0153532066204111
2021-01-10 08:00:00,2021-01-10 08:00:00,2365414.558836358,1332.83,-0.0110996520229412
2021-01-10 09:00:00,2021-01-10 09:00:00,2365440.802912696,1335.33,0.0018757080798001
2021-01-10 10:00:00,2021-01-10 10:00:00,2365464.396142271,1321.5,-0.0103569904068656
2021-01-10 11:00:00,2021-01-10 11:00:00,2367856.089656379,1262.9,-0.0443435489973513
2021-01-10 12:00:00,2021-01-10 12:00:00,2367881.827615052,1291.46,0.0226146171510015
2021-01-10 13:00:00,2021-01-10 13:00:00,2367905.264636777,1312.02,0.0159199665494866
2021-01-10 14:00:00,2021-01-10 14:00:00,2367931.749581155,1297.38,-0.0111583664883155
2021-01-10 15:00:00,2021-01-10 15:00:00,2367955.587832549,1305.43,0.0062048127765188
2021-01-10 16:00:00,2021-01-10 16:00:00,2367979.40981533,1300.12,-0.0040676252269368
2021-01-10 17:00:00,2021-01-10 17:00:00,2369541.903310126,1303.83,0.0028535827462081
2021-01-10 18:00:00,2021-01-10 18:00:00,2370013.976669301,1286.99,-0.0129157942369786
2021-01-10 19:00:00,2021-01-10 19:00:00,2370037.861266542,1266.85,-0.0156489172410042
2021-01-10 20:00:00,2021-01-10 20:00:00,2370064.292048341,1261.21,-0.004451987212377
2021-01-10 21:00:00,2021-01-10 21:00:00,2370088.369754932,1274.12,0.0102362017427706
2021-01-10 22:00:00,2021-01-10 22:00:00,2370114.711837071,1276.11,0.0015618623049633
2021-01-10 23:00:00,2021-01-10 23:00:00,2370138.605974173,1257.96,-0.0142229118179466
2021-01-11 00:00:00,2021-01-11 00:00:00,2371410.613119647,1223.78,-0.0271709752297371
2021-01-11 01:00:00,2021-01-11 01:00:00,2371437.141771627,1210.92,-0.0105084247168607
2021-01-11 02:00:00,2021-01-11 02:00:00,2371460.89428943,1189.22,-0.0179202589766458
2021-01-11 03:00:00,2021-01-11 03:00:00,2371484.599469555,1104.99,-0.0708279376397975
2021-01-11 04:00:00,2021-01-11 04:00:00,2371511.048623441,1114.24,0.0083711164806921
2021-01-11 05:00:00,2021-01-11 05:00:00,2371534.616112881,1094.92,-0.0173391728891441
2021-01-11 06:00:00,2021-01-11 06:00:00,2371561.045062282,1028.65,-0.0605249698608116
2021-01-11 07:00:00,2021-01-11 07:00:00,2371584.632710947,1071.95,0.0420940067078208
2021-01-11 08:00:00,2021-01-11 08:00:00,2371608.600360768,1109.0,0.0345631792527636
2021-01-11 09:00:00,2021-01-11 09:00:00,2371634.900191829,1136.6,0.0248872858431017
2021-01-11 10:00:00,2021-01-11 10:00:00,2371658.642360849,1112.74,-0.0209924335738165
2021-01-11 11:00:00,2021-01-11 11:00:00,2371682.367053808,1068.9,-0.0393982421769685
2021-01-11 12:00:00,2021-01-11 12:00:00,2371708.767035024,1074.25,0.0050051454766582
2021-01-11 13:00:00,2021-01-11 13:00:00,2371732.577579865,1026.88,-0.0440958808471024
2021-01-11 14:00:00,2021-01-11 14:00:00,2382351.082296334,1039.93,0.0127083982549081
2021-01-11 15:00:00,2021-01-11 15:00:00,2382374.638374109,977.55,-0.0599848066696797
2021-01-11 16:00:00,2021-01-11 16:00:00,2382398.25484788,965.38,-0.0124494910746253
2021-01-11 17:00:00,2021-01-11 17:00:00,2382424.2722867,998.38,0.0341834303590296
2021-01-11 18:00:00,2021-01-11 18:00:00,2382448.073508681,993.69,-0.0046976101284079
2021-01-11 19:00:00,2021-01-11 19:00:00,2382472.167026209,984.78,-0.0089665791142107
2021-01-11 20:00:00,2021-01-11 20:00:00,2382498.637863263,1021.22,0.0370031885294177
2021-01-11 21:00:00,2021-01-11 21:00:00,2387898.468033984,1032.22,0.0107714302500929
2021-01-11 22:00:00,2021-01-11 22:00:00,2387925.174569344,1057.77,0.0247524752475247
2021-01-11 23:00:00,2021-01-11 23:00:00,2387949.150829491,1086.94,0.0275768834434708
2021-01-12 00:00:00,2021-01-12 00:00:00,2387972.809197465,1062.08,-0.0228715476475243
2021-01-12 01:00:00,2021-01-12 01:00:00,2387999.406833595,1055.55,-0.0061483127448026
2021-01-12 02:00:00,2021-01-12 02:00:00,2388023.364499894,1070.1,0.0137842830751739
2021-01-12 03:00:00,2021-01-12 03:00:00,2388047.406585041,1089.73,0.018344079992524
2021-01-12 04:00:00,2021-01-12 04:00:00,2422345.981159165,1097.33,0.0069742046194927
2021-01-12 05:00:00,2021-01-12 05:00:00,2422369.926083457,1130.76,0.0304648556040572
2021-01-12 06:00:00,2021-01-12 06:00:00,2422396.191761607,1139.13,0.0074021012416429
2021-01-12 07:00:00,2021-01-12 07:00:00,2422420.017889257,1140.54,0.0012377867319794
2021-01-12 08:00:00,2021-01-12 08:00:00,2422444.169761758,1118.58,-0.0192540375611552
2021-01-12 09:00:00,2021-01-12 09:00:00,2422470.826459862,1116.95,-0.0014572046702067
2021-01-12 10:00:00,2021-01-12 10:00:00,2422494.945565251,1086.43,-0.0273244102242714
2021-01-12 11:00:00,2021-01-12 11:00:00,2426230.69318219,1101.08,0.0134845319072558
2021-01-12 12:00:00,2021-01-12 12:00:00,2426257.191957523,1088.0,-0.0118792458313654
2021-01-12 13:00:00,2021-01-12 13:00:00,2426280.904705559,1027.09,-0.0559834558823529
2021-01-12 14:00:00,2021-01-12 14:00:00,2426307.155966955,1036.86,0.0095123114819537
2021-01-12 15:00:00,2021-01-12 15:00:00,2426331.22191405,1053.97,0.0165017456551512
2021-01-12 16:00:00,2021-01-12 16:00:00,2426354.860847907,1107.47,0.0507604580775544
2021-01-12 17:00:00,2021-01-12 17:00:00,2428653.473075465,1119.16,0.0105555906706276
2021-01-12 18:00:00,2021-01-12 18:00:00,2428677.752613,1106.87,-0.0109814503734946
2021-01-12 19:00:00,2021-01-12 19:00:00,2428701.682183139,1084.08,-0.0205895904668117
2021-01-12 20:00:00,2021-01-12 20:00:00,2428728.232211173,1081.68,-0.0022138587558112
2021-01-12 21:00:00,2021-01-12 21:00:00,2428752.246104893,1078.98,-0.0024961171510983
2021-01-12 22:00:00,2021-01-12 22:00:00,2428779.316681678,1053.91,-0.0232349070418357
2021-01-12 23:00:00,2021-01-12 23:00:00,2428803.222634053,1050.82,-0.0029319391598904
2021-01-13 00:00:00,2021-01-13 00:00:00,2441594.966283748,991.69,-0.0562703412573036
2021-01-13 01:00:00,2021-01-13 01:00:00,2441621.266906498,1031.37,0.040012503907471
