start_time,date,realized_price,close,change
2022-01-15,2022-01-15,24314.08440542,43070.51,0.0006530769659685
2022-01-16,2022-01-16,24315.54756195,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,24292.11450698,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,24279.26898499,42337.58,0.0038229964951914
2022-01-19,2022-01-19,24248.73058982,41657.89,-0.0160540588290593
2022-01-20,2022-01-20,24238.03840974,40661.69,-0.0239138372106699
2022-01-21,2022-01-21,24106.23153435,36425.98,-0.1041695512409838
2022-01-22,2022-01-22,24055.13768942,35043.73,-0.0379468170794581
2022-01-23,2022-01-23,24046.43537205,36230.01,0.0338514193551884
2022-01-24,2022-01-24,23998.36183619,36648.31,0.0115456771886068
2022-01-25,2022-01-25,23996.35400612,36934.26,0.0078025426001908
2022-01-26,2022-01-26,23988.20735567,36787.43,-0.0039754417714068
2022-01-27,2022-01-27,23962.33118277,37131.0,0.009339331396621
2022-01-28,2022-01-28,23933.08465589,37696.21,0.0152220516549512
2022-01-29,2022-01-29,23892.16309751,38150.01,0.0120383454994548
2022-01-30,2022-01-30,23871.90267638,37870.01,-0.0073394476174448
2022-01-31,2022-01-31,23862.49842265,38439.04,0.0150258740359454
2022-02-01,2022-02-01,23992.95297308,38680.51,0.0062818946570986
2022-02-02,2022-02-02,23977.77566637,36892.03,-0.0462372393745584
2022-02-03,2022-02-03,23960.14243546,37289.86,0.0107836299601837
2022-02-04,2022-02-04,23993.64735368,41550.0,0.11424392582863
2022-02-05,2022-02-05,24012.53077736,41374.69,-0.0042192539109505
2022-02-06,2022-02-06,24015.32485993,42361.35,0.0238469460435835
2022-02-07,2022-02-07,24056.98486092,43829.99,0.0346693389138921
2022-02-08,2022-02-08,24077.42495471,44021.57,0.0043709797789139
2022-02-09,2022-02-09,24092.07692385,44358.08,0.0076442071466329
2022-02-10,2022-02-10,24116.72748727,43471.29,-0.0199916227212719
2022-02-11,2022-02-11,24124.09740577,42366.0,-0.025425746509938
2022-02-12,2022-02-12,24133.09134781,42199.87,-0.0039213048199027
2022-02-13,2022-02-13,24135.60907817,42041.13,-0.0037616229623457
2022-02-14,2022-02-14,24133.43564783,42525.14,0.0115127733245989
2022-02-15,2022-02-15,24161.84657856,44529.6,0.0471358824450665
2022-02-16,2022-02-16,24172.45015556,43860.7,-0.0150214688656534
2022-02-17,2022-02-17,24155.69258153,40491.7,-0.0768113595998239
2022-02-18,2022-02-18,24135.84516665,39966.8,-0.0129631504728128
2022-02-19,2022-02-19,24132.44242977,40052.6,0.0021467818289178
2022-02-20,2022-02-20,24116.0399489,38368.1,-0.0420571947888526
2022-02-21,2022-02-21,24100.06025904,36986.4,-0.0360116867918921
2022-02-22,2022-02-22,24084.40940471,38212.0,0.0331365042285811
2022-02-23,2022-02-23,24094.71500418,37227.8,-0.0257563069192923
2022-02-24,2022-02-24,24057.77338647,38315.1,0.0292066681351033
2022-02-25,2022-02-25,24055.2913687,39205.4,0.0232362697735357
2022-02-26,2022-02-26,24051.75409305,39099.3,-0.0027062598519591
2022-02-27,2022-02-27,24051.84195319,37672.0,-0.036504489850202
2022-02-28,2022-02-28,24109.2373585,43155.0,0.1455457634317265
2022-03-01,2022-03-01,24141.70014773,44394.1,0.0287127795156991
2022-03-02,2022-03-02,24157.16069418,43885.7,-0.0114519722215339
2022-03-03,2022-03-03,24176.56851417,42449.5,-0.0327259221113026
2022-03-04,2022-03-04,24151.03395187,39127.7,-0.0782529829562186
