start_time,datetime,estimated_leverage_ratio,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,1.29608611,28990.0,
2021-01-01 01:00:00,2021-01-01 01:00:00,1.3004558,29411.0,0.0145222490513969
2021-01-01 02:00:00,2021-01-01 02:00:00,1.30818146,29218.0,-0.006562170616436
2021-01-01 03:00:00,2021-01-01 03:00:00,1.29682725,29303.0,0.0029091655828599
2021-01-01 04:00:00,2021-01-01 04:00:00,1.3011061,29229.5,-0.0025082756031805
2021-01-01 05:00:00,2021-01-01 05:00:00,1.30560038,29204.5,-0.0008553002959339
2021-01-01 06:00:00,2021-01-01 06:00:00,1.3179073,29175.5,-0.000992997654471
2021-01-01 07:00:00,2021-01-01 07:00:00,1.31478611,29097.5,-0.0026734760329728
2021-01-01 08:00:00,2021-01-01 08:00:00,1.34021429,29045.0,-0.0018042787181029
2021-01-01 09:00:00,2021-01-01 09:00:00,1.33909561,29243.5,0.0068342227577895
2021-01-01 10:00:00,2021-01-01 10:00:00,1.34274705,29270.5,0.0009232820968763
2021-01-01 11:00:00,2021-01-01 11:00:00,1.33241881,29343.5,0.0024939785791155
2021-01-01 12:00:00,2021-01-01 12:00:00,1.34654384,29276.0,-0.0023003390870209
2021-01-01 13:00:00,2021-01-01 13:00:00,1.32837118,29494.5,0.0074634512911599
2021-01-01 14:00:00,2021-01-01 14:00:00,1.34152265,29360.0,-0.0045601722355015
2021-01-01 15:00:00,2021-01-01 15:00:00,1.35287713,29226.0,-0.0045640326975476
2021-01-01 16:00:00,2021-01-01 16:00:00,1.34128738,29325.0,0.003387394785465
2021-01-01 17:00:00,2021-01-01 17:00:00,1.34929055,29087.5,-0.0080988917306052
2021-01-01 18:00:00,2021-01-01 18:00:00,1.35726956,29074.5,-0.0004469273743016
2021-01-01 19:00:00,2021-01-01 19:00:00,1.35619607,29038.5,-0.001238198421297
2021-01-01 20:00:00,2021-01-01 20:00:00,1.34955186,29230.0,0.0065946932520619
2021-01-01 21:00:00,2021-01-01 21:00:00,1.35659631,29180.0,-0.0017105713308245
2021-01-01 22:00:00,2021-01-01 22:00:00,1.33328784,29262.5,0.0028272789581904
2021-01-01 23:00:00,2021-01-01 23:00:00,1.32634308,29325.0,0.0021358393848782
2021-01-02 00:00:00,2021-01-02 00:00:00,1.32961483,29196.5,-0.0043819266837169
2021-01-02 01:00:00,2021-01-02 01:00:00,1.31990829,29384.0,0.0064220026373025
2021-01-02 02:00:00,2021-01-02 02:00:00,1.32776562,29332.0,-0.0017696705690171
2021-01-02 03:00:00,2021-01-02 03:00:00,1.32641309,29357.5,0.0008693576980771
2021-01-02 04:00:00,2021-01-02 04:00:00,1.32913021,29343.0,-0.0004939112662862
2021-01-02 05:00:00,2021-01-02 05:00:00,1.32175533,29615.5,0.0092867123334354
2021-01-02 06:00:00,2021-01-02 06:00:00,1.30957057,29734.5,0.004018166162989
2021-01-02 07:00:00,2021-01-02 07:00:00,1.31346995,29777.0,0.0014293161142779
2021-01-02 08:00:00,2021-01-02 08:00:00,1.32066445,29866.5,0.0030056755213756
