start_time,date,stablecoin_supply_ratio,close,change
2021-03-23,2021-03-23,27.54183161,54400.0,0.0049961610624582
2021-03-24,2021-03-24,26.35276939,52311.54,-0.0383908088235294
2021-03-25,2021-03-25,25.75330512,51325.21,-0.0188549218776583
2021-03-26,2021-03-26,27.36866373,55030.0,0.0721826564372556
2021-03-27,2021-03-27,27.6634115,55828.0,0.014501181173905
2021-03-28,2021-03-28,27.53799297,55805.08,-0.0004105466790856
2021-03-29,2021-03-29,28.5277943,57677.64,0.0335553680776015
2021-03-30,2021-03-30,28.99820902,58794.16,0.019357934894701
2021-03-31,2021-03-31,28.99798231,58807.24,0.0002224710753584
2021-04-01,2021-04-01,28.78971218,58794.01,-0.000224972299329
2021-04-02,2021-04-02,28.80193096,59031.36,0.0040369758756035
2021-04-03,2021-04-03,27.87332368,57134.65,-0.0321305489150173
2021-04-04,2021-04-04,28.2594707,58234.61,0.0192520650778467
2021-04-05,2021-04-05,28.6936132,59243.39,0.0173226883463286
2021-04-06,2021-04-06,28.18335583,58059.99,-0.0199752242402063
2021-04-07,2021-04-07,26.88119817,56018.18,-0.0351672468424468
2021-04-08,2021-04-08,27.79383576,58122.26,0.0375606633417937
2021-04-09,2021-04-09,27.56032836,58176.03,0.000925118878722
2021-04-10,2021-04-10,28.29518457,59832.43,0.028472207539772
2021-04-11,2021-04-11,28.30091315,60090.2,0.004308198747736
2021-04-12,2021-04-12,28.32491229,59911.18,-0.0029791879541088
2021-04-13,2021-04-13,30.03699104,63649.71,0.0624012079214597
2021-04-14,2021-04-14,29.23315737,63019.1,-0.0099075078268228
2021-04-15,2021-04-15,29.15893209,63232.55,0.0033870683649879
2021-04-16,2021-04-16,27.6624412,61424.67,-0.0285909709477161
2021-04-17,2021-04-17,26.7252723,60090.14,-0.0217262868485903
2021-04-18,2021-04-18,24.89455279,56140.05,-0.0657360758354032
2021-04-19,2021-04-19,24.68706159,55634.39,-0.0090071170225178
2021-04-20,2021-04-20,24.75952806,56410.56,0.0139512628789495
2021-04-21,2021-04-21,23.39270755,53800.0,-0.0462778600318805
2021-04-22,2021-04-22,22.52197761,51714.61,-0.0387618959107806
2021-04-23,2021-04-23,22.15893932,51122.62,-0.011447248659518
2021-04-24,2021-04-24,21.50800104,50092.4,-0.0201519405695561
2021-04-25,2021-04-25,21.03846012,49063.94,-0.020531258234782
2021-04-26,2021-04-26,22.92479079,53984.33,0.1002852604173247
2021-04-27,2021-04-27,23.24682769,55006.25,0.0189299376319016
2021-04-28,2021-04-28,23.06599624,54861.77,-0.0026266106124304
2021-04-29,2021-04-29,22.25300433,53558.8,-0.0237500539993513
2021-04-30,2021-04-30,23.73966219,57684.16,0.0770248773310828
2021-05-01,2021-05-01,23.70285014,57836.34,0.0026381592451028
2021-05-02,2021-05-02,23.05457244,56630.33,-0.0208521147776639
2021-05-03,2021-05-03,23.15504113,57214.83,0.010321324279763
2021-05-04,2021-05-04,21.33112274,53263.32,-0.0690644366154719
2021-05-05,2021-05-05,22.76376718,57497.77,0.0795003015208213
2021-05-06,2021-05-06,22.09808996,56435.35,-0.0184775861742115
2021-05-07,2021-05-07,22.3761013,57350.88,0.0162226335089619
2021-05-08,2021-05-08,22.82964186,58924.98,0.0274468325507821
2021-05-09,2021-05-09,22.40920899,58292.53,-0.0107331389845189
2021-05-10,2021-05-10,21.14277243,55869.67,-0.0415638161527729
2021-05-11,2021-05-11,21.36472246,56710.43,0.0150485943446596
2021-05-12,2021-05-12,18.62194763,49595.76,-0.1254561109834645
2021-05-13,2021-05-13,18.67655872,49707.9,0.0022610803826779
2021-05-14,2021-05-14,18.58486563,49873.27,0.0033268353722446
2021-05-15,2021-05-15,17.36536751,46793.41,-0.0617537209811988
2021-05-16,2021-05-16,17.25801305,46429.28,-0.0077816513051731
2021-05-17,2021-05-17,15.82403196,43566.18,-0.0616658281153617
2021-05-18,2021-05-18,15.53043846,42882.53,-0.0156922181380144
2021-05-19,2021-05-19,13.09187374,36689.14,-0.1444268796640496
2021-05-20,2021-05-20,14.29746594,40500.3,0.1038770600782685
2021-05-21,2021-05-21,12.88967564,37211.02,-0.0812161885220604
2021-05-22,2021-05-22,12.86842869,37432.58,0.0059541501415443
2021-05-23,2021-05-23,11.9259988,34651.6,-0.0742930356390075
2021-05-24,2021-05-24,13.27961054,38779.66,0.1191304297637052
2021-05-25,2021-05-25,13.04477973,38326.84,-0.0116767398166979
2021-05-26,2021-05-26,13.23076183,39224.2,0.023413357323484
2021-05-27,2021-05-27,12.9015843,38527.38,-0.0177650532069487
2021-05-28,2021-05-28,11.8839926,35670.99,-0.074139222547705
2021-05-29,2021-05-29,11.49301619,34611.94,-0.0296893918559589
2021-05-30,2021-05-30,11.80990276,35651.81,0.030043678568725
2021-05-31,2021-05-31,11.84544367,37243.38,0.0446420532365678
2021-06-01,2021-06-01,11.46775757,36693.41,-0.0147669196512237
2021-06-02,2021-06-02,11.76150278,37569.99,0.023889303283614
2021-06-03,2021-06-03,12.27340714,39247.4,0.0446476030470064
2021-06-04,2021-06-04,11.52009607,36828.03,-0.0616440834297304
2021-06-05,2021-06-05,11.08182268,35498.62,-0.0360977766119989
2021-06-06,2021-06-06,11.15670863,35801.71,0.0085380783816384
2021-06-07,2021-06-07,10.39382837,33550.96,-0.06286710886156
2021-06-08,2021-06-08,10.33237199,33372.58,-0.005316688404743
2021-06-09,2021-06-09,11.54600186,37368.45,0.1197351238651609
2021-06-10,2021-06-10,11.33563398,36669.66,-0.0186999995985917
2021-06-11,2021-06-11,11.49246624,37300.42,0.017201141215926
2021-06-12,2021-06-12,10.92742425,35537.05,-0.0472748028038289
2021-06-13,2021-06-13,11.97193098,38993.65,0.0972674996939813
2021-06-14,2021-06-14,12.38171515,40489.1,0.0383511161432694
2021-06-15,2021-06-15,12.24329224,40132.86,-0.0087984173518304
2021-06-16,2021-06-16,11.69043618,38344.97,-0.0445492795679151
2021-06-17,2021-06-17,11.65740741,38060.71,-0.0074132278627419
2021-06-18,2021-06-18,10.95756774,35811.41,-0.0590976889290818
2021-06-19,2021-06-19,10.82518929,35483.0,-0.0091705408974402
2021-06-20,2021-06-20,10.84928576,35588.64,0.002977200349463
2021-06-21,2021-06-21,9.56506565,31606.0,-0.1119076199596275
2021-06-22,2021-06-22,9.8286231,32496.0,0.0281592102765297
2021-06-23,2021-06-23,10.11902731,33649.0,0.0354812900049237
2021-06-24,2021-06-24,10.35966232,34644.64,0.0295889922434544
2021-06-25,2021-06-25,9.43079917,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,9.6312874,32255.56,0.0217780181050029
2021-06-27,2021-06-27,10.33183184,34687.71,0.0754025042504298
2021-06-28,2021-06-28,10.38587412,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,10.81030981,35911.26,0.0412918176646306
2021-06-30,2021-06-30,10.54362822,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,10.06540397,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,10.13133337,33760.94,0.0080913802226101
2021-07-03,2021-07-03,10.38527706,34652.94,0.0264210652902436
2021-07-04,2021-07-04,10.55941393,35280.16,0.0181000515396385
2021-07-05,2021-07-05,10.08482117,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,10.21068424,34206.01,0.0158374494249351
2021-07-07,2021-07-07,10.08924201,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,9.7873908,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,10.03553002,33805.01,0.0290079398417877
2021-07-10,2021-07-10,9.95430224,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,10.17184148,34253.81,0.0225634500946025
2021-07-12,2021-07-12,9.78566862,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,9.69540161,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,9.69290225,32803.01,0.0028713730647964
2021-07-15,2021-07-15,9.49346703,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,9.34083714,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,9.36030554,31496.65,0.0036229863668011
2021-07-18,2021-07-18,9.430063,31767.0,0.0085834525259034
2021-07-19,2021-07-19,9.14555897,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,8.82981714,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,9.50644061,32120.0,0.0787247404780375
2021-07-22,2021-07-22,9.54958715,32268.11,0.0046111457036115
2021-07-23,2021-07-23,9.95105995,33634.46,0.0423436637596685
2021-07-24,2021-07-24,10.12665273,34230.0,0.017706245321019
2021-07-25,2021-07-25,10.45489538,35370.66,0.0333234005258546
2021-07-26,2021-07-26,11.00629278,37218.09,0.0522305775464748
2021-07-27,2021-07-27,11.65866993,39442.33,0.059762336003809
2021-07-28,2021-07-28,11.81001007,40003.08,0.0142169592922121
2021-07-29,2021-07-29,11.78327126,40012.9,0.0002454810979555
2021-07-30,2021-07-30,12.41100663,42203.25,0.054741095996541
2021-07-31,2021-07-31,12.19003839,41448.11,-0.017892934785828
2021-08-01,2021-08-01,11.70274069,39846.78,-0.038634572239844
2021-08-02,2021-08-02,11.49395089,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,11.19952822,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,11.63671818,39731.31,0.0399978954675595
2021-08-05,2021-08-05,11.77127235,40882.4,0.0289718612348801
2021-08-06,2021-08-06,12.34731543,42825.43,0.0475272978103047
2021-08-07,2021-08-07,12.82700227,44601.11,0.0414632147301263
2021-08-08,2021-08-08,12.57596407,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,13.31149479,46259.7,0.0564539684765428
2021-08-10,2021-08-10,13.11713983,45589.99,-0.014477179921184
2021-08-11,2021-08-11,13.08316553,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,12.771965,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,13.76802838,47792.52,0.0767696990137905
2021-08-14,2021-08-14,13.55559455,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,13.52086546,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,13.20133563,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,12.84846487,44704.84,-0.026594606176035
2021-08-18,2021-08-18,12.8299797,44714.09,0.0002069127190702
2021-08-19,2021-08-19,13.44357449,46772.0,0.0460237477716756
2021-08-20,2021-08-20,14.18912804,49332.74,0.0547494227315488
2021-08-21,2021-08-21,14.05634008,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,14.18075415,49273.28,0.0087002021974567
2021-08-23,2021-08-23,14.25925648,49523.91,0.0050865296566415
2021-08-24,2021-08-24,13.26092234,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,13.59705578,48992.65,0.0266828809103893
2021-08-26,2021-08-26,13.01293353,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,13.59385067,49083.98,0.04761524647483
2021-08-28,2021-08-28,13.5514097,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,13.50550214,48795.41,-0.002791221039651
2021-08-30,2021-08-30,13.01874097,47024.7,-0.036288454180424
2021-08-31,2021-08-31,13.03524399,47150.32,0.002671362071422
2021-09-01,2021-09-01,13.4887477,48842.94,0.0358983777840744
2021-09-02,2021-09-02,13.51709167,49299.14,0.0093401420962784
2021-09-03,2021-09-03,13.72542452,50027.08,0.0147657748187899
2021-09-04,2021-09-04,13.69616159,49940.74,-0.001725865271369
2021-09-05,2021-09-05,14.18104017,51799.57,0.0372207139902212
2021-09-06,2021-09-06,14.43272565,52683.97,0.0170735008031919
2021-09-07,2021-09-07,12.80493177,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,12.52656417,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,12.5963726,46413.88,0.0076329248936601
2021-09-10,2021-09-10,12.16366724,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,12.23070708,45193.78,0.0074218421727818
2021-09-12,2021-09-12,12.48536056,46046.73,0.0188731723701802
2021-09-13,2021-09-13,12.20156961,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,12.80169118,47087.18,0.0469410769664504
2021-09-15,2021-09-15,13.07148795,48106.12,0.021639435617083
2021-09-16,2021-09-16,12.96697351,47745.55,-0.007495304131782
2021-09-17,2021-09-17,12.81647726,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,13.07243593,48285.15,0.0207605800126038
2021-09-19,2021-09-19,12.77854474,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,11.61295351,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,11.00370772,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,11.71633066,43520.0,0.0686021985900933
2021-09-23,2021-09-23,12.02323232,44828.29,0.0300618106617647
2021-09-24,2021-09-24,11.42607697,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,11.38067754,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,11.4756444,43150.0,0.011685850793804
2021-09-27,2021-09-27,11.1832653,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,10.94127194,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,11.07485726,41499.71,0.0120320477428845
2021-09-30,2021-09-30,11.7495915,43796.57,0.0553464108544372
2021-10-01,2021-10-01,12.8665475,48123.94,0.098806139384888
2021-10-02,2021-10-02,12.69694115,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,12.82604452,48187.3,0.0117726203901558
2021-10-04,2021-10-04,13.09479175,49198.22,0.020978971637755
2021-10-05,2021-10-05,13.68760211,51455.12,0.0458736108745398
2021-10-06,2021-10-06,14.67838224,55321.6,0.0751427651903249
2021-10-07,2021-10-07,14.2100094,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,14.18119845,53975.0,0.0029733351246559
2021-10-09,2021-10-09,14.44147384,54960.77,0.0182634553033811
2021-10-10,2021-10-10,14.35220521,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,14.99894041,57500.01,0.0511884826325412
2021-10-12,2021-10-12,14.62250106,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,14.9882851,57393.65,0.0246699626364712
2021-10-14,2021-10-14,14.9834343,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,16.0705341,61702.33,0.0753620844435838
2021-10-16,2021-10-16,15.84437934,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,16.00086349,61571.45,0.0106012977147851
2021-10-18,2021-10-18,16.23111688,62037.92,0.0075760762496255
2021-10-19,2021-10-19,16.86234638,64316.7,0.0367320503330865
2021-10-20,2021-10-20,17.25399157,66064.24,0.0271708592014205
2021-10-21,2021-10-21,16.13817873,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,15.73935166,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,15.88569045,61325.11,0.0097282802608806
2021-10-24,2021-10-24,15.7769353,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,16.32695132,63127.04,0.0365208047837521
2021-10-26,2021-10-26,15.6296386,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,15.05253738,58449.36,-0.031634021579307
2021-10-28,2021-10-28,15.60031958,60622.03,0.0371718355855392
2021-10-29,2021-10-29,15.91481145,62308.22,0.0278148059377094
2021-10-30,2021-10-30,15.79120226,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,15.64766017,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,15.50584994,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,16.05447345,63266.69,0.0381311218195008
2021-11-03,2021-11-03,15.90955524,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,15.33569303,61431.86,-0.024061563440035
2021-11-05,2021-11-05,15.10812387,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,15.1701482,61511.3,0.0082827918565386
2021-11-07,2021-11-07,15.5898257,63316.4,0.0293458275146192
2021-11-08,2021-11-08,16.56473885,67606.96,0.0677638021113014
2021-11-09,2021-11-09,15.86180073,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,15.41962739,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,15.40229829,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,15.28510308,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,15.34600934,64427.0,0.0042228265816739
2021-11-14,2021-11-14,15.6144961,65568.39,0.0177160196811896
2021-11-15,2021-11-15,15.20037667,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,14.26467342,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,14.33671763,60366.96,0.0043411617769464
2021-11-18,2021-11-18,13.59553614,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,13.82172539,58069.51,0.0201763670909091
2021-11-20,2021-11-20,14.14415621,59716.29,0.0283587720991618
2021-11-21,2021-11-21,13.86111073,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,13.35930465,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,13.6022701,57574.23,0.0232088008330089
2021-11-24,2021-11-24,13.42999199,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,13.80340272,58988.21,0.0318923720565071
2021-11-26,2021-11-26,12.54718989,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,12.74854198,54738.77,0.0182886822129393
2021-11-28,2021-11-28,13.32657571,57315.73,0.0470774188020668
2021-11-29,2021-11-29,13.42747517,57827.98,0.0089373370975123
2021-11-30,2021-11-30,13.04984178,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,12.99539308,57209.29,0.0041121544537077
2021-12-02,2021-12-02,12.83593112,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,12.18022536,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,11.10283135,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,11.05650215,49376.6,0.0049035669816992
2021-12-06,2021-12-06,11.36536733,50424.72,0.0212270589712535
2021-12-07,2021-12-07,11.40384827,50577.2,0.0030239136677405
2021-12-08,2021-12-08,11.37940575,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,10.48474347,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,10.3652825,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,10.82651935,49381.15,0.0476235431890674
2021-12-12,2021-12-12,10.97037573,50057.01,0.013686599036272
2021-12-13,2021-12-13,10.25346202,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,10.59151442,48324.04,0.0352209182832965
2021-12-15,2021-12-15,10.71252768,48870.48,0.0113078293950588
2021-12-16,2021-12-16,10.49161881,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,10.14518738,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,10.28264495,46815.99,0.0149735514087379
2021-12-19,2021-12-19,10.24651169,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,10.3099352,46898.14,0.0049178645269853
2021-12-21,2021-12-21,10.72394254,48875.15,0.0421554031780364
2021-12-22,2021-12-22,10.65463801,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,10.99363505,50817.92,0.0462887451000819
2021-12-24,2021-12-24,10.99143547,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,10.89990576,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,10.97779474,50765.73,0.0071838065663512
2021-12-27,2021-12-27,10.97592704,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,10.29134767,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,10.1227153,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,10.30351642,47095.02,0.0141802123930852
2021-12-31,2021-12-31,10.12555489,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,10.41878833,47704.35,0.0323257281452551
2022-01-02,2022-01-02,10.30668106,47280.0,-0.008895415197985
2022-01-03,2022-01-03,10.12463832,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,9.98692275,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,9.48194009,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,9.37900142,43080.01,-0.0078688784337965
2022-01-07,2022-01-07,8.98953226,41553.86,-0.0354259434944421
2022-01-08,2022-01-08,8.99230116,41688.05,0.0032293028854599
2022-01-09,2022-01-09,9.04909413,41851.22,0.0039140712986094
2022-01-10,2022-01-10,9.00646452,41801.55,-0.0011868232276143
2022-01-11,2022-01-11,9.1787076,42700.68,0.0215094894806531
2022-01-12,2022-01-12,9.39178662,43880.72,0.0276351570982007
2022-01-13,2022-01-13,9.06448408,42534.32,-0.0306831793097287
2022-01-14,2022-01-14,9.14590377,43042.4,0.0119451774472942
2022-01-15,2022-01-15,9.13798696,43070.51,0.0006530769659685
2022-01-16,2022-01-16,9.11811379,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,8.92295232,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,8.93326694,42337.58,0.0038229964951914
2022-01-19,2022-01-19,8.76051741,41657.89,-0.0160540588290593
2022-01-20,2022-01-20,8.53366413,40661.69,-0.0239138372106699
2022-01-21,2022-01-21,7.60957689,36425.98,-0.1041695512409838
2022-01-22,2022-01-22,7.13572127,35043.73,-0.0379468170794581
2022-01-23,2022-01-23,7.34021435,36230.01,0.0338514193551884
2022-01-24,2022-01-24,7.40113329,36648.31,0.0115456771886068
2022-01-25,2022-01-25,7.42913786,36934.26,0.0078025426001908
2022-01-26,2022-01-26,7.35487823,36787.43,-0.0039754417714068
2022-01-27,2022-01-27,7.40725266,37131.0,0.009339331396621
2022-01-28,2022-01-28,7.51620803,37696.21,0.0152220516549512
2022-01-29,2022-01-29,7.59565568,38150.01,0.0120383454994548
2022-01-30,2022-01-30,7.53252546,37870.01,-0.0073394476174448
2022-01-31,2022-01-31,7.64651259,38439.04,0.0150258740359454
2022-02-01,2022-02-01,7.67566062,38680.51,0.0062818946570986
2022-02-02,2022-02-02,7.29726327,36892.03,-0.0462372393745584
2022-02-03,2022-02-03,7.35630695,37289.86,0.0107836299601837
2022-02-04,2022-02-04,8.19018462,41550.0,0.11424392582863
2022-02-05,2022-02-05,8.13437181,41374.69,-0.0042192539109505
2022-02-06,2022-02-06,8.3276233,42361.35,0.0238469460435835
2022-02-07,2022-02-07,8.57568947,43829.99,0.0346693389138921
2022-02-08,2022-02-08,8.57736986,44021.57,0.0043709797789139
2022-02-09,2022-02-09,8.62552852,44358.08,0.0076442071466329
2022-02-10,2022-02-10,8.44001351,43471.29,-0.0199916227212719
