longShortRatio,shortAccount,time,longAccount,high,volume,open,low,close
1.35,42.58,1659916800,57.42,24243.0,565084.219,23167.9,23153.1,23804.4
1.02,49.52,1660003200,50.48,23913.4,498286.943,23804.3,22850.0,23140.2
2.08,32.49,1660089600,67.51,24235.2,760738.204,23140.1,22608.0,23940.9
1.19,45.7,1660176000,54.3,24972.0,760455.245,23941.0,23840.6,23917.2
1.12,47.19,1660262400,52.81,24438.8,477734.045,23917.3,23560.0,24387.5
1.23,44.94,1660348800,55.06,24879.0,431093.659,24387.5,24267.5,24429.0
0.93,51.8,1660435200,48.2,25065.0,437314.32,24429.0,24138.0,24294.1
1.23,44.94,1660521600,55.06,25200.0,739390.721,24294.1,23762.0,24085.2
1.58,38.77,1660608000,61.23,24234.0,460919.994,24085.2,23650.0,23843.0
1.84,35.25,1660694400,64.75,24437.0,640600.903,23843.0,23170.0,23333.1
2.28,30.5,1660780800,69.5,23595.0,347699.006,23333.1,23101.0,23185.1
1.99,33.41,1660867200,66.59,23200.0,906609.825,23185.0,20760.0,20824.9
2.01,33.21,1660953600,66.79,21368.9,490507.042,20825.0,20742.9,21127.8
2.17,31.55,1661040000,68.45,21804.6,424282.424,21127.7,21055.0,21505.6
2.04,32.91,1661126400,67.09,21550.0,588764.597,21505.6,20858.6,21387.0
2.15,31.74,1661212800,68.26,21667.2,609745.27,21387.0,20874.8,21518.2
2.15,31.74,1661299200,68.26,21925.6,502728.198,21518.2,21132.3,21354.9
2.15,31.74,1661385600,68.26,21810.9,415757.992,21355.0,21295.3,21548.3
1.65,37.77,1661472000,62.23,21867.6,896474.356,21548.3,20100.0,20228.7
1.95,33.96,1661558400,66.04,20367.7,469598.024,20228.7,19744.0,20023.9
2.01,33.25,1661644800,66.75,20155.0,386405.195,20024.0,19508.0,19547.5
2.13,31.97,1661731200,68.03,20440.0,598076.669,19547.5,19539.4,20275.5
1.84,35.24,1661817600,64.76,20574.0,767714.993,20275.5,19524.4,19803.1
2.4,29.39,1661904000,70.61,20496.0,711639.339,19803.2,19787.9,20041.5
1.87,34.79,1661990400,65.21,20198.3,691594.721,20041.4,19555.0,20122.5
2.16,31.7,1662076800,68.3,20434.3,669047.816,20122.6,19736.0,19941.0
2.38,29.55,1662163200,70.45,20050.0,285240.989,19941.0,19628.7,19820.7
2.91,25.59,1662249600,74.41,20022.4,396798.184,19820.7,19570.0,19992.7
2.47,28.84,1662336000,71.16,20046.7,446706.41,19992.7,19620.2,19784.9
2.91,25.58,1662422400,74.42,20174.7,945489.142,19784.9,18600.0,18781.5
3.03,24.79,1662508800,75.21,19455.0,595636.693,18781.4,18500.0,19287.0
1.91,34.36,1662595200,65.64,19450.0,537268.644,19287.0,19003.8,19309.3
1.72,36.72,1662681600,63.28,21666.0,992497.1,19309.3,19283.0,21352.0
0.81,55.23,1662768000,44.77,21825.0,491543.206,21352.0,21112.2,21639.5
0.73,57.97,1662854400,42.03,21883.4,420979.326,21639.5,21336.0,21820.3
0.67,59.88,1662940800,40.12,22474.0,818601.932,21820.3,21540.0,22386.0
0.66,60.27,1663027200,39.73,22850.0,1218769.927,22386.0,19840.0,20162.5
1.66,37.59,1663113600,62.41,20528.5,661802.597,20162.6,19600.0,20217.0
2.14,31.86,1663200000,68.14,20315.0,665862.067,20217.0,19453.0,19690.8
2.74,26.75,1663286400,73.25,19878.0,544608.804,19690.8,19300.0,19792.5
2.34,29.9,1663372800,70.1,20182.6,334678.558,19792.4,19739.4,20102.0
2.19,31.32,1663459200,68.68,20105.3,499916.474,20102.0,19325.8,19404.5
2.86,25.94,1663545600,74.06,19686.3,993776.352,19404.5,18215.0,19528.6
1.98,33.55,1663632000,66.45,19625.0,794623.932,19528.6,18690.1,18866.8
2.34,29.91,1663718400,70.09,20154.1,1168068.979,18866.7,18084.3,18447.5
2.86,25.94,1663804800,74.06,19504.8,852898.391,18447.5,18345.2,19392.5
1.73,36.7,1663891200,63.3,19492.0,838493.746,19392.5,18518.5,19280.7
2.09,32.36,1663977600,67.64,19304.5,377158.215,19280.7,18798.0,18911.0
2.09,32.36,1664064000,67.64,19196.0,410461.603,18910.9,18621.0,18799.7
2.46,28.94,1664150400,71.06,19311.5,777807.518,18799.7,18671.0,19216.3
1.65,37.77,1664236800,62.23,20375.0,1300566.158,19216.3,18801.5,19070.1
2.5,28.54,1664323200,71.46,19787.6,1141222.772,19070.1,18460.0,19407.3
1.25,44.53,1664409600,55.47,19648.8,991678.224,19407.4,18827.2,19582.5
1.39,41.8,1664496000,58.2,20172.7,1071462.934,19582.5,19066.0,19411.7
1.7,37.08,1664582400,62.92,19474.0,294457.009,19411.6,19140.0,19304.0
2.01,33.23,1664668800,66.77,19389.0,414970.451,19304.0,18896.0,19049.4
2.61,27.73,1664755200,72.27,19723.7,621816.329,19049.3,18950.8,19622.0
1.32,43.05,1664841600,56.95,20500.0,796678.762,19621.9,19480.1,20333.0
0.72,58.02,1664928000,41.98,20356.1,719577.149,20332.9,19707.0,20150.0
0.92,52.07,1665014400,47.93,20443.9,782034.669,20149.9,19843.3,19954.0
1.2,45.49,1665100800,54.51,20067.0,673407.102,19954.0,19304.4,19520.9
2.22,31.09,1665187200,68.91,19619.6,253257.201,19520.9,19200.0,19406.2
2.23,30.96,1665273600,69.04,19550.0,267178.795,19406.3,19310.0,19430.0
2.41,29.29,1665360000,70.71,19513.0,560920.904,19430.0,19000.0,19124.0
3.0,25.0,1665446400,75.0,19260.0,603358.324,19124.1,18850.0,19055.0
3.07,24.55,1665532800,75.45,19240.0,406770.288,19055.0,18924.3,19148.0
2.45,29.03,1665619200,70.97,19498.6,1104615.001,19148.1,17917.8,19365.5
1.83,35.37,1665705600,64.63,19947.9,861453.21,19365.4,19059.6,19164.6
2.01,33.2,1665792000,66.8,19218.8,241520.185,19164.6,18966.0,19060.4
2.23,30.97,1665878400,69.03,19415.9,267921.192,19060.4,19058.0,19251.9
2.29,30.36,1665964800,69.64,19666.0,502319.759,19251.8,19148.0,19540.6
1.42,41.27,1666051200,58.73,19706.4,634343.154,19540.7,19081.0,19320.9
1.9,34.48,1666137600,65.52,19349.8,404370.458,19320.9,19050.0,19116.7
2.49,28.66,1666224000,71.34,19350.0,537627.048,19116.6,18882.4,19034.7
2.89,25.69,1666310400,74.31,19240.0,581878.905,19034.8,18600.0,19150.9
2.24,30.83,1666396800,69.17,19250.0,174055.042,19151.0,19103.5,19195.1
1.83,35.32,1666483200,64.68,19690.0,358611.542,19195.1,19050.0,19560.7
1.32,43.1,1666569600,56.9,19593.3,476676.536,19560.6,19146.0,19318.1
1.84,35.23,1666656000,64.77,20415.0,777306.534,19318.1,19228.0,20068.3
0.8,55.46,1666742400,44.54,21030.0,841864.982,20068.3,20041.1,20758.3
0.75,57.14,1666828800,42.86,20863.7,614910.045,20758.4,20170.0,20285.5
0.95,51.29,1666915200,48.71,20740.0,595538.882,20285.6,19951.0,20582.8
0.95,51.38,1667001600,48.62,21088.0,482217.17,20582.7,20547.8,20796.7
0.74,57.44,1667088000,42.56,20925.2,295389.69,20796.7,20503.0,20615.6
0.83,54.64,1667174400,45.36,20838.7,478797.266,20615.5,20225.4,20482.0
1.16,46.35,1667260800,53.65,20687.0,314676.187,20482.1,20320.0,20472.1
1.16,46.3,1667347200,53.7,20796.0,651535.761,20472.1,20050.0,20140.1
1.57,38.87,1667433600,61.13,20400.0,372121.061,20140.2,20026.0,20199.7
1.62,38.17,1667520000,61.83,21297.0,824515.215,20199.8,20171.6,21137.6
0.81,55.21,1667606400,44.79,21473.7,303983.372,21137.6,21071.1,21289.9
0.75,57.3,1667692800,42.7,21355.8,277148.646,21289.8,20863.3,20900.0
0.9,52.54,1667779200,47.46,21062.6,554408.316,20900.0,20374.0,20578.6
1.69,37.17,1667865600,62.83,20685.0,2046476.313,20578.5,16830.0,18534.0
1.69,37.17,1667952000,62.83,18574.9,2065606.412,18533.9,15462.6,15905.0
2.51,28.53,1668038400,71.47,18230.0,1497093.602,15905.0,15730.0,17588.0
2.01,33.19,1668124800,66.81,17678.0,955344.602,17588.0,16343.0,17058.3
2.22,31.08,1668211200,68.92,17110.8,304455.717,17058.4,16623.8,16806.9
1.96,33.84,1668297600,66.16,16950.0,349742.836,16806.9,16210.3,16321.2
2.44,29.07,1668384000,70.93,17188.0,934392.484,16321.3,15805.5,16605.2
2.4,29.41,1668470400,70.59,17127.2,649349.458,16605.3,16516.7,16888.3
1.53,39.49,1668556800,60.51,17007.4,537241.645,16888.3,16358.0,16650.6
2.29,30.44,1668643200,69.56,16741.7,408989.285,16650.7,16403.3,16682.1
1.7,37.08,1668729600,62.92,16984.4,388612.842,16682.1,16541.1,16689.7
2.01,33.24,1668816000,66.76,16814.5,171822.915,16689.7,16543.8,16692.9
1.92,34.31,1668902400,65.69,16743.9,327599.214,16693.0,16167.1,16272.6
2.27,30.61,1668988800,69.39,16304.3,790219.365,16272.7,15443.2,15773.0
2.64,27.46,1669075200,72.54,16309.0,579333.644,15772.9,15610.3,16220.6
1.99,33.42,1669161600,66.58,16703.4,546714.91,16220.5,16155.5,16595.8
1.54,39.35,1669248000,60.65,16800.0,351024.418,16595.8,16450.0,16592.4
1.39,41.79,1669334400,58.21,16639.9,306560.116,16592.5,16331.7,16516.1
1.44,40.97,1669420800,59.03,16699.1,253401.659,16516.2,16369.1,16449.2
1.49,40.19,1669507200,59.81,16594.2,189370.345,16449.2,16396.0,16422.6
1.56,39.01,1669593600,60.99,16475.0,497137.869,16422.5,15984.1,16204.5
1.91,34.32,1669680000,65.68,16543.0,391410.854,16204.6,16088.0,16433.2
1.54,39.34,1669766400,60.66,17248.3,620324.95,16433.3,16421.5,17153.3
1.25,44.45,1669852800,55.55,17348.5,411051.309,17153.4,16851.2,16970.5
1.21,45.24,1669939200,54.76,17096.3,335039.215,16970.5,16760.0,17083.0
1.24,44.66,1670025600,55.34,17160.0,185257.242,17083.0,16850.1,16879.5
1.31,43.29,1670112000,56.71,17206.2,292090.868,16879.5,16874.1,17099.5
1.2,45.53,1670198400,54.47,17430.0,519961.39,17099.5,16860.6,16958.3
1.5,40.07,1670284800,59.93,17100.0,321330.613,16958.2,16899.9,17078.6
1.42,41.27,1670371200,58.73,17130.0,337778.925,17078.7,16655.0,16828.0
1.61,38.37,1670457600,61.63,17294.9,402157.335,16828.0,16710.4,17216.0
1.01,49.66,1670544000,50.34,17365.4,290231.183,17216.0,17052.0,17122.0
1.02,49.48,1670630400,50.52,17228.6,141895.207,17122.0,17081.0,17120.0
1.06,48.53,1670716800,51.47,17265.0,171004.111,17120.1,17060.0,17077.3
1.17,45.99,1670803200,54.01,17237.9,335856.258,17077.3,16865.0,17200.0
1.14,46.74,1670889600,53.26,18100.0,596851.291,17200.0,17076.0,17777.1
0.85,53.97,1670976000,46.03,18400.0,627511.699,17777.1,17659.4,17803.9
0.81,55.15,1671062400,44.85,17849.5,437284.037,17804.0,17258.0,17351.8
1.37,42.24,1671148800,57.76,17528.0,622150.245,17351.9,16521.1,16624.1
1.8,35.7,1671235200,64.3,16790.0,248465.273,16624.1,16571.8,16768.0
2.0,33.3,1671321600,66.7,16872.0,185898.213,16768.1,16656.0,16730.3
1.97,33.66,1671408000,66.34,16809.6,344728.552,16730.4,16210.0,16429.2
2.0,33.35,1671494400,66.65,17049.6,476171.098,16429.2,16390.3,16887.2
1.62,38.22,1671580800,61.78,16924.2,227752.335,16887.3,16694.2,16819.6
1.64,37.85,1671667200,62.15,16861.9,306610.961,16819.7,16556.1,16815.5
1.95,33.92,1671753600,66.08,16960.0,264553.42,16815.5,16690.0,16776.4
1.78,35.99,1671840000,64.01,16859.9,82410.79,16776.3,16774.4,16828.9
1.68,37.3,1671926400,62.7,16850.0,144075.843,16829.0,16700.0,16824.4
1.71,36.85,1672012800,63.15,16936.8,148128.699,16824.5,16781.1,16912.9
1.72,36.76,1672099200,63.24,16968.0,262828.564,16912.8,16580.0,16698.2
2.21,31.16,1672185600,68.84,16778.3,344649.858,16698.2,16455.6,16539.0
2.32,30.13,1672272000,69.87,16659.0,208591.531,16538.9,16485.1,16630.3
2.19,31.34,1672358400,68.66,16666.6,295630.49,16630.3,16320.0,16601.2
2.26,30.67,1672444800,69.33,16640.0,134462.156,16601.2,16461.8,16537.6
2.22,31.04,1672531200,68.96,16618.8,105502.965,16537.5,16488.0,16610.3
2.13,32.0,1672617600,68.0,16799.0,215161.176,16610.4,16541.2,16666.0
1.96,33.8,1672704000,66.2,16774.0,203070.205,16665.9,16600.3,16667.2
2.02,33.11,1672790400,66.89,16984.6,349747.838,16667.3,16645.7,16842.1
1.55,39.22,1672876800,60.78,16872.8,176369.347,16842.2,16740.4,16823.8
1.51,39.84,1672963200,60.16,17030.0,316973.629,16823.8,16664.8,16943.8
1.43,41.18,1673049600,58.82,16973.6,77973.105,16943.9,16900.1,16936.5
1.32,43.18,1673136000,56.82,17181.1,157717.318,16936.5,16905.0,17124.7
1.42,41.33,1673222400,58.67,17387.8,400277.809,17124.6,17098.2,17169.7
1.04,48.92,1673308800,51.08,17485.4,297320.371,17169.6,17140.4,17428.8
0.9,52.56,1673395200,47.44,18013.2,386277.106,17428.8,17306.4,17935.7
0.9,52.59,1673481600,47.41,19120.0,1040334.76,17935.6,17902.4,18838.0
0.79,55.79,1673568000,44.21,19997.8,806807.832,18838.1,18711.0,19924.2
0.8,55.65,1673654400,44.35,21544.0,1010666.683,19924.3,19882.6,20962.8
0.91,52.38,1673740800,47.62,21073.8,428486.559,20962.8,20556.0,20882.7
0.9,52.61,1673827200,47.39,21498.0,666148.201,20882.7,20606.6,21188.3
0.76,56.93,1673913600,43.07,21640.0,547390.593,21188.2,20827.8,21130.9
0.76,56.92,1674000000,43.08,21672.0,813785.517,21130.8,20386.0,20680.0
0.8,55.44,1674086400,44.56,21183.9,374733.617,20680.1,20659.9,21068.3
0.77,56.57,1674172800,43.43,22750.0,723645.2,21068.3,20856.4,22661.1
0.83,54.55,1674259200,45.45,23390.0,764681.1,22661.0,22422.0,22781.9
0.84,54.48,1674345600,45.52,23080.2,482529.811,22781.8,22287.0,22704.6
1.0,49.91,1674432000,50.09,23193.1,525802.84,22704.7,22500.0,22913.1
0.98,50.41,1674518400,49.59,23158.7,505615.816,22913.3,22450.0,22627.4
1.04,49.07,1674604800,50.93,23837.4,692786.607,22627.5,22310.5,23060.6
1.16,46.33,1674691200,53.67,23278.7,427760.786,23060.6,22843.8,23001.9
1.25,44.49,1674777600,55.51,23500.0,509920.307,23001.9,22516.6,23068.0
1.08,48.02,1674864000,51.98,23185.0,186400.943,23068.1,22870.8,23015.9
1.21,45.2,1674950400,54.8,23962.7,562028.231,23016.0,22961.5,23740.3
0.85,54.05,1675036800,45.95,23804.6,572537.407,23740.2,22484.2,22819.9
1.25,44.51,1675123200,55.49,23330.0,403726.966,22819.9,22715.3,23119.4
1.09,47.79,1675209600,52.21,23852.4,571429.711,23119.5,22747.0,23730.0
0.83,54.55,1675296000,45.45,24281.4,615740.338,23730.1,23365.0,23493.1
1.01,49.81,1675382400,50.19,23719.9,470831.438,23493.0,23201.0,23424.7
1.31,43.28,1675468800,56.72,23591.4,197118.393,23424.7,23250.0,23322.6
1.4,41.64,1675555200,58.36,23436.0,356665.034,23322.6,22741.0,22929.2
1.59,38.62,1675641600,61.38,23159.4,417160.143,22929.3,22600.0,22757.7
1.54,39.43,1675728000,60.57,23368.6,447273.494,22757.8,22742.4,23234.1
1.32,43.1,1675814400,56.9,23450.0,383465.481,23234.1,22662.9,22955.9
1.61,38.26,1675900800,61.74,23007.8,732295.35,22955.9,21684.7,21793.4
1.52,39.75,1675987200,60.25,21933.8,439986.497,21793.3,21405.0,21618.6
1.64,37.85,1676073600,62.15,21891.9,189249.667,21618.6,21594.4,21851.3
1.76,36.26,1676160000,63.74,22080.9,276787.093,21851.2,21618.0,21771.1
1.75,36.35,1676246400,63.65,21888.0,511595.693,21771.0,21338.0,21766.2
1.69,37.18,1676332800,62.82,22320.0,598791.509,21766.1,21485.2,22187.4
1.33,42.89,1676419200,57.11,24420.0,824676.471,22187.4,22038.5,24332.6
0.93,51.85,1676505600,48.15,25290.0,959463.159,24332.7,23518.0,23526.6
0.79,56.02,1676592000,43.98,25043.2,922717.148,23526.6,23350.0,24581.5
0.9,52.73,1676678400,47.27,24887.5,261555.556,24581.3,24430.6,24636.9
0.9,52.55,1676764800,47.45,25200.0,543506.628,24636.8,24179.4,24265.9
0.99,50.15,1676851200,49.85,25140.0,646401.072,24265.9,23827.0,24849.9
0.94,51.66,1676937600,48.34,25347.6,729290.575,24849.9,24150.0,24443.4
1.42,41.27,1677024000,58.73,24468.5,730414.101,24443.3,23572.0,24171.3
1.69,37.13,1677110400,62.87,24588.0,751339.414,24171.3,23590.0,23928.8
1.77,36.08,1677196800,63.92,24138.6,731577.942,23928.7,22800.0,23175.6
2.18,31.44,1677283200,68.56,23210.5,310795.648,23175.5,22700.0,23146.2
2.06,32.69,1677369600,67.31,23675.0,371395.056,23146.2,23050.0,23545.3
1.85,35.12,1677456000,64.88,23888.0,576754.966,23545.2,23088.0,23480.0
1.82,35.5,1677542400,64.5,23592.8,456919.838,23480.0,23010.0,23129.6
1.85,35.07,1677628800,64.93,24022.7,617250.311,23129.7,23008.4,23619.8
1.65,37.68,1677715200,62.32,23790.5,419256.601,23619.8,23183.0,23457.1
1.93,34.1,1677801600,65.9,23468.5,608518.137,23457.1,21883.2,22342.8
2.18,31.46,1677888000,68.54,22400.0,175309.211,22342.8,22147.5,22335.7
2.1,32.29,1677974400,67.71,22650.0,282261.745,22335.8,22174.9,22419.4
2.05,32.83,1678060800,67.17,22594.5,298976.397,22419.3,22240.1,22397.1
1.97,33.67,1678147200,66.33,22550.0,548494.099,22397.1,21908.0,22187.1
2.17,31.59,1678233600,68.41,22276.4,547867.967,22187.1,21540.5,21695.4
2.15,31.75,1678320000,68.25,21823.0,951903.36,21695.3,20003.5,20348.3
2.22,31.06,1678406400,68.94,20351.8,1238135.265,20348.4,19521.6,20140.3
1.95,33.87,1678492800,66.13,20674.5,753479.558,20140.3,19752.5,20447.3
1.72,36.79,1678579200,63.21,22184.0,881522.402,20447.3,20262.2,21986.2
1.41,41.57,1678665600,58.43,24517.2,1534982.176,21986.2,21804.0,24119.5
0.85,53.97,1678752000,46.03,26489.9,1572562.635,24119.5,23951.0,24682.5
1.02,49.62,1678838400,50.38,25200.0,1102056.429,24682.5,23888.0,24288.0
1.06,48.58,1678924800,51.42,25167.9,735446.946,24287.9,24120.5,24990.4
0.95,51.28,1679011200,48.72,27763.4,1341159.064,24990.5,24875.3,27384.0
0.79,55.96,1679097600,44.04,27726.4,740232.316,27383.9,26555.5,26907.0
0.71,58.57,1679184000,41.43,28397.0,759367.078,26907.0,26815.9,27955.7
0.76,56.95,1679270400,43.05,28483.2,937223.448,27955.8,27120.6,27704.1
0.77,56.46,1679356800,43.54,28460.0,685487.714,27704.1,27288.0,28091.1
0.73,57.84,1679443200,42.16,28881.0,1080393.27,28091.1,26590.0,27233.8
0.86,53.91,1679529600,46.09,28777.0,808174.047,27233.8,27101.0,28284.1
0.71,58.66,1679616000,41.34,28369.1,696075.37,28284.0,26960.0,27438.9
0.94,51.47,1679702400,48.53,27788.0,335674.055,27439.0,27131.8,27447.3
0.94,51.65,1679788800,48.35,28186.9,399756.985,27447.2,27400.0,27954.3
0.83,54.77,1679875200,45.23,28019.4,642434.822,27954.3,26480.0,27112.0
1.1,47.55,1679961600,52.45,27500.0,585080.772,27112.0,26610.0,27249.7
0.97,50.76,1680048000,49.24,28649.9,655852.971,27249.7,27223.6,28338.5
0.7,58.98,1680134400,41.02,29184.8,770966.1,28338.6,27654.1,28015.0
0.92,52.0,1680220800,48.0,28675.3,611557.29,28015.0,27500.0,28454.9
0.72,58.12,1680307200,41.88,28845.3,256487.222,28454.8,28180.0,28443.8
0.74,57.43,1680393600,42.57,28516.5,316658.67,28443.7,27820.0,28161.2
0.92,52.06,1680480000,47.94,28540.0,741665.563,28161.3,27166.0,27786.1
1.1,47.68,1680566400,52.32,28450.0,432370.612,27786.1,27650.2,28155.2
0.88,53.18,1680652800,46.82,28800.0,543712.838,28155.1,27775.0,28154.0
1.06,48.54,1680739200,51.46,28175.0,355916.782,28154.0,27684.2,28022.8
1.14,46.65,1680825600,53.35,28096.0,219250.178,28022.9,27755.0,27890.7
1.23,44.76,1680912000,55.24,28153.6,159129.56,27890.7,27850.1,27924.9
1.21,45.34,1680998400,54.66,28539.1,305861.88,27924.9,27762.8,28309.4
0.9,52.54,1681084800,47.46,29840.0,580061.925,28309.4,28153.6,29623.1
0.6,62.33,1681171200,37.67,30564.0,628978.491,29623.1,29573.9,30185.1
0.64,60.94,1681257600,39.06,30480.0,563668.43,30185.1,29620.0,29875.0
0.8,55.46,1681344000,44.54,30648.9,436182.494,29874.9,29836.7,30362.7
0.68,59.38,1681430400,40.62,31059.0,615391.615,30362.7,29925.0,30453.1
0.87,53.52,1681516800,46.48,30599.9,180234.082,30453.0,30186.0,30280.4
0.87,53.46,1681603200,46.54,30560.0,210226.019,30280.4,30102.0,30286.6
0.96,50.94,1681689600,49.06,30307.4,455518.548,30286.6,29219.9,29420.0
1.28,43.89,1681776000,56.11,30480.0,533189.27,29420.1,29078.1,30365.8
0.97,50.66,1681862400,49.34,30410.0,643866.11,30365.8,28557.3,28795.1
1.55,39.22,1681948800,60.78,29078.0,639179.286,28795.0,27983.0,28229.9
1.85,35.05,1682035200,64.95,28368.9,687832.833,28229.9,27100.0,27252.5
1.76,36.22,1682121600,63.78,27888.0,345549.021,27252.6,27126.0,27807.2
2.01,33.18,1682208000,66.82,27807.3,332082.355,27807.2,27279.7,27576.0
1.79,35.79,1682294400,64.21,28000.0,581268.268,27575.9,26919.3,27497.5
1.82,35.5,1682380800,64.5,28379.9,508254.515,27497.4,27176.6,28286.7
1.47,40.45,1682467200,59.55,30048.2,1284924.668,28286.7,27200.0,28395.9
1.4,41.71,1682553600,58.29,29898.0,952584.739,28396.0,28365.3,29459.0
0.94,51.68,1682640000,48.32,29591.1,508350.155,29459.0,28870.0,29300.0
1.05,48.76,1682726400,51.24,29443.9,218013.244,29300.0,29000.4,29212.7
1.1,47.7,1682812800,52.3,29950.0,417798.846,29212.7,29067.4,29223.0
1.1,47.7,1682899200,52.3,29325.5,624974.488,29223.0,27650.0,28054.4
1.68,37.35,1682985600,62.65,28888.0,513546.269,28054.5,27854.0,28656.5
1.31,43.26,1683072000,56.74,29258.4,676466.23,28656.4,28080.0,29018.4
1.16,46.37,1683158400,53.63,29380.0,426425.584,29018.4,28660.0,28826.0
1.21,45.32,1683244800,54.68,29693.0,578485.177,28826.0,28618.3,29491.5
0.85,54.06,1683331200,45.94,29840.0,475628.901,29491.5,28333.0,28837.8
1.4,41.67,1683417600,58.33,29137.0,308410.643,28837.9,28370.0,28419.4
1.35,42.57,1683504000,57.43,28624.6,658188.777,28419.5,27250.0,27659.8
2.19,31.33,1683590400,68.67,27815.6,367664.686,27659.8,27316.8,27610.2
2.11,32.14,1683676800,67.86,28297.0,722502.676,27610.2,26666.6,27582.9
1.97,33.72,1683763200,66.28,27630.0,538822.363,27583.0,26688.8,26956.4
2.05,32.74,1683849600,67.26,27090.0,615645.508,26956.4,25751.0,26785.1
2.07,32.53,1683936000,67.47,27051.5,242694.929,26785.2,26674.9,26762.7
1.83,35.35,1684022400,64.65,27200.0,247579.427,26762.8,26557.0,26901.9
1.8,35.69,1684108800,64.31,27650.0,450263.076,26901.9,26694.4,27152.5
1.58,38.76,1684195200,61.24,27284.7,373172.951,27152.5,26832.0,27024.8
1.72,36.74,1684281600,63.26,27500.0,490065.218,27024.7,26527.5,27395.8
1.54,39.43,1684368000,60.57,27482.7,544971.979,27395.7,26335.3,26809.3
2.09,32.41,1684454400,67.59,27180.0,324097.956,26809.4,26611.2,26870.1
1.96,33.83,1684540800,66.17,27144.4,137515.354,26870.1,26813.5,27089.5
1.83,35.28,1684627200,64.72,27288.0,238776.425,27089.6,26642.0,26732.8
1.99,33.44,1684713600,66.56,27097.8,328030.52,26732.8,26500.0,26840.2
1.93,34.14,1684800000,65.86,27527.5,369176.618,26840.2,26782.6,27209.9
1.48,40.4,1684886400,59.6,27212.9,535191.677,27209.9,26060.0,26313.8
2.61,27.69,1684972800,72.31,26644.0,394535.225,26313.9,25850.0,26461.8
2.17,31.52,1685059200,68.48,26925.0,324475.546,26461.7,26313.9,26689.9
1.59,38.55,1685145600,61.45,26890.0,163681.935,26689.8,26528.6,26841.6
1.68,37.36,1685232000,62.64,28252.8,440115.394,26841.6,26746.0,28055.7
1.2,45.37,1685318400,54.63,28442.0,411290.549,28055.8,27513.5,27722.0
1.37,42.23,1685404800,57.77,28038.6,334379.313,27722.1,27530.0,27680.1
1.44,40.98,1685491200,59.02,27825.0,471381.89,27680.0,26826.0,27201.1
2.28,30.48,1685577600,69.52,27347.9,404787.572,27201.1,26600.0,26805.3
2.4,29.43,1685664000,70.57,27290.0,391110.093,26805.3,26477.6,27227.8
2.05,32.79,1685750400,67.21,27340.2,182464.1,27227.8,26900.0,27054.9
2.03,33.05,1685836800,66.95,27460.0,218271.544,27054.9,26935.3,27102.4
1.9,34.44,1685923200,65.56,27125.0,700502.548,27102.4,25360.1,25714.7
3.22,23.69,1686009600,76.31,27358.1,731445.649,25714.6,25321.6,27221.5
1.6,38.45,1686096000,61.55,27394.4,660044.537,27221.5,26111.0,26325.9
2.01,33.26,1686182400,66.74,26800.0,333104.839,26325.9,26195.4,26485.9
2.09,32.35,1686268800,67.65,26775.0,283719.198,26486.0,26236.0,26468.1
1.99,33.48,1686355200,66.52,26525.0,608917.569,26468.2,25300.0,25826.6
2.78,26.43,1686441600,73.57,26199.0,279365.563,25826.6,25621.3,25909.9
2.33,30.06,1686528000,69.94,26097.7,298900.468,25910.0,25600.0,25894.8
2.32,30.17,1686614400,69.83,26430.5,434536.754,25894.8,25708.0,25918.0
2.34,29.95,1686700800,70.05,26099.3,464681.602,25918.0,24796.8,25115.9
3.03,24.79,1686787200,75.21,25750.0,473971.375,25115.9,24777.0,25586.1
2.33,30.03,1686873600,69.97,26526.9,533144.956,25586.0,25142.1,26336.0
1.31,43.36,1686960000,56.64,26900.0,305738.396,26335.9,26170.8,26508.9
1.41,41.46,1687046400,58.54,26709.4,241977.484,26508.8,26230.9,26329.7
1.31,43.36,1687132800,56.64,27077.0,400533.758,26329.6,26241.2,26828.5
1.27,44.04,1687219200,55.96,28397.8,758176.297,26828.6,26633.9,28290.6
0.81,55.28,1687305600,44.72,30822.0,1123474.427,28290.7,28236.4,29988.5
0.78,56.13,1687392000,43.87,30488.0,561051.742,29988.5,29500.1,29875.0
0.72,58.25,1687478400,41.75,31500.0,699073.071,29875.0,29792.0,30673.4
0.77,56.51,1687564800,43.49,30796.5,279539.288,30673.5,30222.0,30524.2
0.84,54.28,1687651200,45.72,31053.2,301533.154,30524.2,30252.6,30458.0
0.94,51.67,1687737600,48.33,30667.3,415099.356,30458.0,29890.1,30260.1
1.03,49.39,1687824000,50.61,30998.5,406073.348,30260.1,30213.0,30683.2
0.92,52.1,1687910400,47.9,30701.8,416656.434,30683.2,29804.6,30066.3
1.12,47.28,1687996800,52.72,30837.0,382072.846,30066.3,30036.1,30439.9
0.9,52.64,1688083200,47.36,31300.0,809331.305,30439.9,29500.0,30460.2
1.09,47.78,1688169600,52.22,30668.2,135520.246,30460.2,30311.3,30573.6
1.0,50.08,1688256000,49.92,30800.0,231866.188,30573.6,30149.9,30612.7
0.99,50.35,1688342400,49.65,31395.2,370293.236,30612.7,30559.4,31149.0
0.76,56.85,1688428800,43.15,31319.4,300832.26,31149.0,30600.0,30756.1
0.92,51.99,1688515200,48.01,30875.2,294896.578,30756.1,30175.8,30488.4
