longShortRatio,shortAccount,time,longAccount,high,volume,open,low,close
1.94,34.07,1631232000,65.93,47037.5,343533.069,46413.88,44120.0,44860.83
2.18,31.43,1631318400,68.57,45999.0,194144.115,44860.83,44737.4,45193.78
1.94,34.05,1631404800,65.95,46512.2,223534.63,45194.19,44746.51,46046.73
1.91,34.36,1631491200,65.64,46933.89,448942.068,46048.02,43323.93,44975.96
2.2,31.23,1631577600,68.77,47272.98,277925.721,44975.96,44692.9,47087.18
1.24,44.69,1631664000,55.31,48440.93,244226.37,47087.18,46675.0,48106.12
1.19,45.62,1631750400,54.38,48488.0,260044.727,48106.13,47038.21,47745.55
1.36,42.3,1631836800,57.7,48150.0,226193.34,47745.55,46750.0,47303.11
1.66,37.63,1631923200,62.37,48850.0,207900.413,47303.11,47044.32,48285.15
1.43,41.14,1632009600,58.86,48364.64,212631.933,48284.61,46840.0,47256.91
1.85,35.08,1632096000,64.92,47345.0,600764.629,47256.92,42467.86,43026.6
2.12,32.03,1632182400,67.97,43629.6,683242.002,43026.61,39503.58,40726.1
1.79,35.82,1632268800,64.18,43989.98,400849.752,40727.83,40551.49,43520.0
1.52,39.71,1632355200,60.29,44976.48,330253.525,43520.0,43056.0,44828.29
1.17,46.09,1632441600,53.91,45134.33,608595.52,44828.29,40650.0,42798.49
1.48,40.31,1632528000,59.69,42950.0,277084.795,42798.49,41630.26,42651.58
1.31,43.35,1632614400,56.65,43940.0,354393.916,42646.84,40725.01,43150.0
1.25,44.49,1632700800,55.51,44350.0,285311.606,43150.01,42059.13,42122.69
1.44,40.97,1632787200,59.03,42749.0,359745.538,42122.69,40854.0,41006.32
1.83,35.31,1632873600,64.69,42576.8,293307.589,41002.96,40708.73,41499.71
2.07,32.6,1632960000,67.4,44100.0,389185.646,41499.7,41387.78,43796.57
1.03,49.38,1633046400,50.62,48450.0,449491.768,43799.49,43260.01,48123.94
0.78,56.06,1633132800,43.94,48338.68,182565.988,48123.93,47410.0,47626.61
0.91,52.37,1633219200,47.63,49304.12,212410.375,47626.62,47071.26,48187.3
0.99,50.34,1633305600,49.66,49544.48,324424.837,48187.99,46885.29,49198.22
0.8,55.48,1633392000,44.52,51888.0,314043.813,49199.78,49009.21,51455.12
0.73,57.79,1633478400,42.21,56416.02,418731.748,51460.22,50410.0,55321.6
0.94,51.44,1633564800,48.56,55337.8,262974.545,55327.45,53374.34,53814.99
1.12,47.1,1633651200,52.9,56208.73,255210.035,53814.99,53647.3,53975.0
1.36,42.41,1633737600,57.59,55589.0,167495.393,53974.99,53656.66,54960.77
1.19,45.57,1633824000,54.43,56789.0,289072.818,54960.79,54101.0,54700.0
1.22,45.11,1633910400,54.89,57880.0,314868.05,54700.0,54458.0,57500.01
0.96,50.97,1633996800,49.03,57756.52,349147.775,57500.01,53750.0,56011.84
1.23,44.89,1634083200,55.11,57822.38,327714.318,56011.83,54271.24,57393.65
0.98,50.53,1634169600,49.47,58586.67,254719.751,57393.65,56800.0,57378.19
1.12,47.22,1634256000,52.78,63997.61,493366.513,57377.12,56900.0,61702.33
1.03,49.22,1634342400,50.78,62444.23,213251.899,61702.33,60220.0,60925.56
1.31,43.39,1634428800,56.61,61796.47,240132.514,60925.56,58850.0,61571.45
1.43,41.18,1634515200,58.82,62800.0,333278.481,61571.45,59897.61,62037.92
1.39,41.88,1634601600,58.12,64500.0,379243.718,62037.92,61300.0,64316.7
0.99,50.26,1634688000,49.74,67150.0,324737.868,64314.75,63518.81,66064.24
1.13,46.92,1634774400,53.08,66750.0,478610.458,66064.25,62000.0,62260.33
1.96,33.78,1634860800,66.22,63796.2,350359.527,62260.33,60011.9,60734.27
2.29,30.36,1634947200,69.64,61780.0,222553.478,60734.28,59622.0,61325.11
2.18,31.46,1635033600,68.54,61550.0,245816.821,61325.09,59504.46,60902.82
2.41,29.34,1635120000,70.66,63795.98,234201.1,60902.82,60701.0,63127.04
1.97,33.66,1635206400,66.34,63362.06,252256.924,63129.25,59838.05,60358.75
2.85,26.0,1635292800,74.0,61550.0,329112.396,60358.74,57865.0,58449.36
2.78,26.46,1635379200,73.54,62641.26,333323.116,58449.36,57550.0,60622.03
2.66,27.35,1635465600,72.65,63069.71,218355.773,60622.02,60222.0,62308.22
2.37,29.68,1635552000,70.32,62415.85,156041.523,62308.21,60631.23,61895.19
2.77,26.53,1635638400,73.47,62462.99,183599.524,61895.19,60008.0,61348.61
3.35,23.0,1635724800,77.0,62543.58,246158.361,61347.14,59400.0,60942.87
3.27,23.43,1635811200,76.57,64349.55,217592.062,60942.87,60659.58,63266.69
2.24,30.88,1635897600,69.12,63613.0,211190.183,63266.69,60300.0,62946.45
2.91,25.59,1635984000,74.41,63149.0,184677.079,62946.45,60703.0,61431.86
3.58,21.84,1636070400,78.16,62671.48,157569.637,61433.9,60762.0,61006.0
3.76,20.99,1636156800,79.01,61645.75,154919.118,61006.0,60100.0,61511.3
3.24,23.57,1636243200,76.43,63377.58,142878.208,61511.3,61368.26,63316.4
2.57,28.05,1636329600,71.95,67932.89,274932.146,63316.4,63308.7,67606.96
1.85,35.1,1636416000,64.9,68675.16,231843.834,67606.96,66300.0,67009.98
2.02,33.07,1636502400,66.93,69198.7,347835.573,67010.65,62400.51,64920.13
2.43,29.15,1636588800,70.85,65646.98,178279.275,64920.13,64147.12,64831.3
2.78,26.45,1636675200,73.55,65500.0,264576.325,64831.2,62313.0,64156.08
3.4,22.73,1636761600,77.27,65073.24,124466.493,64156.08,63430.01,64427.0
3.34,23.05,1636848000,76.95,65569.99,146424.701,64426.99,63640.0,65568.39
3.35,22.99,1636934400,77.01,66395.05,210026.602,65568.38,63351.58,63654.49
3.94,20.23,1637020800,79.77,63655.77,475025.706,63654.49,58397.14,60106.03
4.06,19.78,1637107200,80.22,60848.85,287388.873,60106.03,58336.68,60366.96
4.21,19.19,1637193600,80.81,60999.0,412021.672,60366.97,56505.48,56921.05
4.23,19.14,1637280000,80.86,58333.0,245356.121,56921.04,55604.0,58069.51
3.88,20.5,1637366400,79.5,59873.84,173697.342,58069.52,57372.0,59716.29
3.52,22.12,1637452800,77.88,60052.82,143887.271,59716.28,58518.88,58661.39
3.57,21.88,1637539200,78.12,59624.56,326184.881,58648.87,55600.0,56268.31
4.52,18.13,1637625600,81.87,57888.0,267790.325,56268.31,55250.0,57574.23
3.94,20.26,1637712000,79.74,57775.27,194683.757,57574.24,55900.0,57165.08
4.12,19.54,1637798400,80.46,59449.62,191912.653,57165.09,57029.0,58988.21
3.34,23.04,1637884800,76.96,59186.41,378650.919,58988.36,53500.0,53755.65
5.69,14.94,1637971200,85.06,55300.0,155119.117,53755.66,53640.69,54738.77
5.09,16.42,1638057600,83.58,57474.76,213600.615,54738.77,53245.0,57315.73
4.33,18.77,1638144000,81.23,58924.21,215111.466,57315.72,56715.0,57827.98
3.1,24.38,1638230400,75.62,59224.99,337624.148,57827.97,55900.0,56975.0
4.02,19.91,1638316800,80.09,59100.0,273959.104,56978.06,56500.0,57209.29
4.31,18.82,1638403200,81.18,57428.49,249985.255,57209.28,55800.0,56513.57
4.63,17.75,1638489600,82.25,57670.0,374132.016,56513.56,50604.0,53612.0
5.78,14.74,1638576000,85.26,53889.69,598774.989,53611.86,40888.89,49135.66
2.81,26.25,1638662400,73.75,49699.49,286434.382,49135.66,47755.0,49376.6
2.03,33.06,1638748800,66.94,50888.0,357711.029,49373.83,47000.0,50424.72
1.81,35.62,1638835200,64.38,51929.0,224670.618,50424.72,50012.0,50577.2
1.63,37.99,1638921600,62.01,51210.6,238229.884,50577.2,48533.33,50455.61
1.91,34.36,1639008000,65.64,50773.03,273086.086,50459.61,47312.89,47539.76
2.36,29.74,1639094400,70.26,50188.42,302974.429,47539.34,46828.23,47136.35
2.28,30.46,1639180800,69.54,49499.05,210959.992,47132.31,46724.35,49381.15
1.74,36.52,1639267200,63.48,50768.0,183434.285,49379.51,48616.16,50057.01
1.42,41.28,1639353600,58.72,50180.0,348551.322,50057.02,45600.0,46679.93
2.46,28.89,1639440000,71.11,48657.92,266213.627,46679.93,46255.6,48324.04
2.0,33.36,1639526400,66.64,49479.75,345239.891,48324.0,46518.73,48870.48
1.86,34.94,1639612800,65.06,49439.79,215874.187,48870.48,47500.0,47624.5
2.23,30.98,1639699200,69.02,47988.27,326458.135,47629.1,45373.11,46125.33
3.23,23.63,1639785600,76.37,47336.99,191006.415,46125.33,45438.43,46815.99
2.87,25.85,1639872000,74.15,48461.17,241698.541,46815.99,46399.37,46668.63
2.82,26.17,1639958400,73.83,47533.42,273804.259,46668.65,45530.67,46898.14
2.49,28.66,1640044800,71.34,49298.78,260008.358,46896.82,46650.0,48875.15
1.33,42.97,1640131200,57.03,49599.0,208463.689,48875.88,48420.02,48569.69
1.66,37.57,1640217600,62.43,51377.74,255885.48,48569.69,48020.0,50817.92
1.66,37.57,1640304000,62.43,51805.0,220208.725,50817.94,50379.25,50808.55
1.7,37.04,1640390400,62.96,51190.0,147662.438,50809.37,50105.0,50403.64
2.01,33.2,1640476800,66.8,51300.0,184800.616,50403.64,49350.0,50765.73
2.17,31.54,1640563200,68.46,52134.0,216225.263,50765.73,50450.0,50707.72
1.94,33.97,1640649600,66.03,50713.56,336083.34,50707.72,47290.0,47522.03
3.1,24.4,1640736000,75.6,48125.97,274795.378,47522.02,46000.0,46436.54
3.21,23.77,1640822400,76.23,47911.68,229931.288,46436.53,45880.0,47095.02
2.88,25.78,1640908800,74.22,48575.0,287186.003,47095.02,45650.0,46210.56
3.72,21.19,1640995200,78.81,47943.77,179433.584,46210.57,46210.55,47704.35
2.84,26.02,1641081600,73.98,48000.0,184795.093,47704.35,46605.68,47280.0
2.89,25.7,1641168000,74.3,47575.22,244781.793,47280.01,45665.4,46445.81
4.37,18.63,1641254400,81.37,47524.36,292149.75,46445.8,45445.57,45833.42
4.17,19.35,1641340800,80.65,47075.29,485477.569,45833.41,42270.0,43421.69
3.78,20.91,1641427200,79.09,43766.0,299509.851,43421.7,42385.83,43080.01
3.74,21.12,1641513600,78.88,43135.0,473214.849,43080.01,40456.56,41553.86
3.17,24.0,1641600000,76.0,42335.0,283737.224,41553.87,40500.0,41688.05
2.98,25.13,1641686400,74.87,42773.85,223134.952,41688.05,41170.0,41851.22
2.83,26.09,1641772800,73.91,42219.84,453644.116,41851.22,39610.0,41801.55
2.64,27.46,1641859200,72.54,43118.0,323760.691,41801.55,41255.0,42700.68
1.97,33.7,1641945600,66.3,44300.0,281339.294,42700.69,42415.0,43880.72
2.36,29.76,1642032000,70.24,44396.68,289289.18,43880.72,42301.16,42534.32
2.79,26.41,1642118400,73.59,43450.0,272517.077,42538.72,41666.0,43042.4
2.23,30.98,1642204800,69.02,43800.0,184649.157,43042.4,42530.64,43070.51
2.23,30.98,1642291200,69.02,43464.71,177450.475,43070.51,42531.69,43060.66
2.39,29.53,1642377600,70.47,43159.32,232748.345,43060.66,41523.68,42176.34
3.18,23.93,1642464000,76.07,42680.0,267472.465,42176.34,41260.0,42337.58
2.68,27.16,1642550400,72.84,42545.0,333952.095,42337.58,41115.64,41657.89
2.73,26.8,1642636800,73.2,43495.0,399818.052,41656.9,40550.0,40661.69
3.19,23.85,1642723200,76.15,41095.76,790320.909,40662.06,35380.92,36425.98
2.55,28.19,1642809600,71.81,36817.74,676272.904,36426.46,33950.0,35043.73
1.89,34.6,1642896000,65.4,36496.92,369372.903,35043.73,34588.8,36230.01
1.82,35.44,1642982400,64.56,37528.0,823000.702,36230.0,32853.83,36648.31
1.29,43.61,1643068800,56.39,37561.03,409535.517,36648.3,35693.0,36934.26
1.19,45.67,1643155200,54.33,38886.58,554457.384,36934.26,36232.42,36787.43
1.26,44.35,1643241600,55.65,37200.0,422006.922,36787.42,35471.53,37131.0
1.27,44.13,1643328000,55.87,38000.0,367509.143,37131.0,36149.02,37696.21
0.96,51.14,1643414400,48.86,38750.94,238657.764,37696.22,37252.0,38150.01
0.95,51.31,1643500800,48.69,38420.3,195029.125,38150.0,37334.83,37870.01
0.95,51.35,1643587200,48.65,38741.73,318440.392,37870.0,36620.0,38439.04
0.73,57.83,1643673600,42.17,39260.26,353354.121,38439.04,37969.0,38680.51
0.83,54.6,1643760000,45.4,38834.18,337570.934,38680.51,36529.81,36892.03
1.25,44.5,1643846400,55.5,37395.0,318656.228,36892.05,36204.3,37289.86
1.25,44.47,1643932800,55.53,41741.76,520105.77,37287.33,37011.0,41550.0
0.76,56.81,1644019200,43.19,41922.0,242184.07,41550.0,40920.0,41374.69
0.73,57.75,1644105600,42.25,42656.8,215323.95,41374.68,41100.0,42361.35
0.82,54.97,1644192000,45.03,44541.16,418053.774,42361.34,41609.76,43829.99
0.89,52.81,1644278400,47.19,45600.0,468015.421,43829.99,42641.0,44021.57
1.11,47.46,1644364800,52.54,44826.0,300270.062,44021.58,43089.08,44358.08
1.11,47.5,1644451200,52.5,45847.5,563922.075,44358.09,43136.96,43471.29
1.29,43.64,1644537600,56.36,43900.0,414646.193,43471.3,41914.23,42366.0
1.52,39.64,1644624000,60.36,42980.0,256269.325,42365.99,41540.0,42199.87
1.67,37.43,1644710400,62.57,42755.97,192068.012,42199.88,41850.0,42041.13
1.72,36.83,1644796800,63.17,42888.0,303990.933,42041.12,41526.0,42525.14
1.34,42.71,1644883200,57.29,44777.0,276735.421,42525.14,42406.23,44529.6
1.19,45.68,1644969600,54.32,44536.8,255790.287,44529.7,43277.8,43860.7
1.36,42.36,1645056000,57.64,44150.0,433958.984,43860.8,40020.1,40491.7
1.99,33.49,1645142400,66.51,40944.1,377679.782,40491.8,39422.0,39966.8
1.89,34.61,1645228800,65.39,40438.7,185624.675,39966.8,39610.3,40052.6
2.08,32.43,1645315200,67.57,40100.1,329740.444,40052.6,37905.0,38368.1
2.02,33.11,1645401600,66.89,39510.0,646391.815,38367.9,36762.0,36986.4
1.92,34.2,1645488000,65.8,38450.0,465313.497,36986.4,36310.1,38212.0
1.92,34.2,1645574400,65.8,39250.0,408056.255,38212.1,36963.2,37227.8
1.65,37.81,1645660800,62.19,40376.1,919820.907,37227.9,34303.7,38315.1
1.23,44.83,1645747200,55.17,39750.0,416316.366,38316.2,37999.2,39205.4
1.1,47.73,1645833600,52.27,40441.1,251892.201,39205.4,38561.7,39099.3
1.14,46.79,1645920000,53.21,39868.6,423197.247,39099.3,36934.6,37672.0
1.43,41.2,1646006400,58.8,44341.0,615391.161,37672.1,37414.4,43155.0
1.04,48.97,1646092800,51.03,44935.0,448483.646,43155.0,42765.4,44394.1
0.94,51.46,1646179200,48.54,45350.0,407603.721,44393.6,43321.0,43885.7
0.99,50.27,1646265600,49.73,44080.0,365565.832,43885.8,41831.0,42449.5
1.42,41.35,1646352000,58.65,42525.3,469138.374,42449.6,38521.0,39127.7
1.82,35.48,1646438400,64.52,39580.0,198747.893,39127.7,38547.6,39375.1
2.2,31.28,1646524800,68.72,39690.0,311705.26,39375.0,38056.0,38401.1
2.11,32.15,1646611200,67.85,39550.0,490254.516,38401.1,37134.0,37963.8
2.19,31.39,1646697600,68.61,39340.5,421462.367,37963.7,37853.0,38709.9
1.83,35.31,1646784000,64.69,42647.5,462059.811,38709.9,38638.7,41937.5
1.24,44.6,1646870400,55.4,42034.3,520645.186,41939.5,38512.0,39407.2
1.24,44.6,1646956800,55.4,40242.0,467078.892,39407.1,38200.1,38713.0
1.24,44.6,1647043200,55.4,39578.4,172494.825,38713.1,38630.0,38792.6
1.24,44.6,1647129600,55.4,39300.0,236623.694,38792.7,37500.0,37743.7
1.24,44.6,1647216000,55.4,39989.0,360058.358,37743.0,37522.1,39653.8
1.85,35.1,1647302400,64.9,39901.8,345019.243,39651.6,38073.8,39271.0
1.29,43.69,1647388800,56.31,41804.0,650589.661,39270.9,38700.0,41105.8
1.21,45.25,1647475200,54.75,41498.4,243988.794,41105.9,40442.8,40898.1
1.37,42.21,1647561600,57.79,42322.8,299134.443,40898.0,40084.2,41751.5
1.37,42.21,1647648000,57.79,42446.6,186459.954,41751.6,41500.0,42188.2
1.05,48.68,1647734400,51.32,42269.3,235774.129,42188.2,40900.0,41261.0
1.3,43.47,1647820800,56.53,41544.4,308396.46,41261.0,40430.0,40982.0
1.65,37.73,1647907200,62.27,43517.7,374297.674,40982.0,40852.0,42349.8
1.29,43.67,1647993600,56.33,43051.0,282631.74,42349.9,41731.3,42867.9
1.37,42.18,1648080000,57.82,44200.0,331440.057,42867.8,42525.0,43973.4
0.76,56.92,1648166400,43.08,45142.0,348620.122,43973.2,43575.1,44290.6
0.75,57.24,1648252800,42.76,44785.0,140712.587,44290.6,44041.0,44489.2
0.82,54.85,1648339200,45.15,47047.0,269280.228,44489.3,44416.0,46820.8
0.85,53.97,1648425600,46.03,48200.0,317565.782,46820.9,46651.2,47121.9
0.88,53.21,1648512000,46.79,48100.0,259040.835,47121.8,46911.0,47418.5
1.02,49.48,1648598400,50.52,47688.6,235009.892,47418.5,46535.0,47053.2
1.2,45.52,1648684800,54.48,47619.4,299837.61,47053.1,45185.0,45506.0
1.54,39.32,1648771200,60.68,46700.0,360734.553,45505.9,44206.2,46266.2
1.81,35.65,1648857600,64.35,47236.8,226413.357,46266.2,45600.0,45794.6
1.81,35.65,1648944000,64.35,47448.0,212589.013,45792.3,45501.0,46392.4
1.86,34.95,1649030400,65.05,46895.5,272796.541,46392.3,45094.0,46580.9
1.67,37.42,1649116800,62.58,47188.0,257524.639,46580.9,45300.0,45477.4
1.67,37.42,1649203200,62.58,45494.2,384359.375,45477.5,43100.0,43159.7
1.67,37.42,1649289600,62.58,43888.0,229567.98,43159.8,42685.0,43417.1
1.67,37.42,1649376000,62.58,43968.1,310095.829,43417.1,42074.0,42229.2
1.67,37.42,1649462400,62.58,42796.7,119722.654,42229.1,42100.3,42727.7
2.62,27.64,1649548800,72.36,43399.4,181904.47,42727.8,41838.0,42140.4
2.62,27.64,1649635200,72.36,42399.9,439530.02,42140.3,39136.7,39505.6
2.58,27.96,1649721600,72.04,40700.0,349883.631,39505.6,39224.0,40060.7
3.03,24.81,1649808000,75.19,41580.0,324910.931,40060.7,39569.8,41129.8
2.27,30.59,1649894400,69.41,41474.8,261966.391,41129.8,39522.0,39915.9
2.89,25.69,1649980800,74.31,40888.0,194680.671,39915.9,39734.2,40529.5
2.59,27.87,1650067200,72.13,40700.0,127705.057,40529.6,39944.9,40361.0
2.56,28.09,1650153600,71.91,40574.1,170331.824,40360.9,39510.0,39649.1
2.88,25.78,1650240000,74.22,41310.0,362435.319,39649.1,38465.7,40785.6
2.3,30.3,1650326400,69.7,41788.0,214404.271,40785.7,40543.7,41472.9
2.05,32.76,1650412800,67.24,42166.8,257382.427,41472.9,40800.0,41327.7
1.95,33.87,1650499200,66.13,42966.0,393149.956,41326.0,39630.0,40449.8
2.51,28.5,1650585600,71.5,40786.1,314935.753,40449.7,39133.0,39674.2
3.32,23.16,1650672000,76.84,40000.0,125046.817,39674.3,39259.0,39415.1
3.12,24.26,1650758400,75.74,39930.6,180371.762,39413.8,38884.1,39433.4
3.12,24.29,1650844800,75.71,40650.0,448877.893,39433.4,38111.0,40411.0
2.64,27.46,1650931200,72.54,40800.0,453132.198,40411.0,37671.8,38093.7
3.39,22.8,1651017600,77.2,39470.0,385645.365,38093.7,37844.5,39209.0
3.39,22.8,1651104000,77.2,40376.6,413543.408,39209.0,38861.8,39732.5
3.39,22.8,1651190400,77.2,39924.8,308116.375,39732.5,38160.0,38572.2
2.71,26.98,1651276800,73.02,38782.6,181810.382,38572.2,37550.0,37614.5
3.18,23.95,1651363200,76.05,38680.6,236549.462,37614.4,37350.0,38440.5
3.01,24.97,1651449600,75.03,39222.0,336845.365,38440.2,38032.2,38525.6
2.45,28.96,1651536000,71.04,38674.7,248986.222,38525.5,37500.1,37712.9
3.55,21.96,1651622400,78.04,40071.7,424498.818,37713.0,37655.2,39684.0
1.75,36.32,1651708800,63.68,39845.0,547209.0,39684.1,35388.0,36534.7
3.84,20.65,1651795200,79.35,36679.3,431979.24,36533.7,35200.0,35995.3
3.33,23.11,1651881600,76.89,36138.0,200264.833,35995.2,34700.0,35466.7
3.4,22.75,1651968000,77.25,35504.0,426872.584,35466.7,33665.0,34032.0
2.93,25.48,1652054400,74.52,34243.3,1078779.712,34032.1,30003.6,30056.6
2.93,25.48,1652140800,74.52,32650.0,863178.961,30056.0,29701.4,31002.1
2.93,25.48,1652227200,74.52,32197.6,1101875.972,31002.1,27651.0,29074.7
2.41,29.3,1652313600,70.7,30257.0,964475.589,29077.9,26631.0,29020.7
1.57,38.95,1652400000,61.05,31072.6,507620.105,29020.8,28730.4,29274.3
1.42,41.25,1652486400,58.75,30352.2,315756.895,29274.2,28602.3,30079.8
1.74,36.46,1652572800,63.54,31462.0,336773.139,30079.5,29448.0,31324.4
1.45,40.81,1652659200,59.19,31327.4,507243.166,31324.3,29052.3,29866.7
1.49,40.11,1652745600,59.89,30794.0,398624.519,29866.4,29420.0,30437.0
1.49,40.13,1652832000,59.87,30700.0,426700.457,30437.0,28629.6,28700.6
1.93,34.12,1652918400,65.88,30550.0,448856.724,28700.6,28670.5,30319.9
1.12,47.24,1653004800,52.76,30784.4,485439.171,30319.9,28702.0,29188.9
2.36,29.79,1653091200,70.21,29650.0,202804.089,29188.9,28927.0,29427.4
1.86,34.99,1653177600,65.01,30500.0,297116.44,29427.4,29223.6,30284.0
1.2,45.46,1653264000,54.54,30658.0,475720.75,30284.0,28840.7,29097.7
2.19,31.34,1653350400,68.66,29887.3,382124.449,29097.8,28637.6,29643.1
2.36,29.76,1653436800,70.24,30246.7,413459.484,29643.0,29330.0,29536.7
1.77,36.07,1653523200,63.93,29877.0,602137.086,29536.7,27952.1,29194.0
1.52,39.72,1653609600,60.28,29387.0,506638.884,29194.0,28259.6,28623.2
2.18,31.45,1653696000,68.55,29265.7,193644.283,28623.3,28520.0,29018.8
1.73,36.7,1653782400,63.3,29595.2,215139.934,29018.8,28825.0,29452.8
1.43,41.13,1653868800,58.87,32307.6,502712.176,29452.6,29301.1,31726.5
1.26,44.18,1653955200,55.82,32427.5,383688.265,31726.5,31222.0,31797.8
1.22,45.01,1654041600,54.99,31986.1,556992.756,31797.9,29300.0,29796.9
1.96,33.75,1654128000,66.25,30750.0,370924.687,29796.9,29566.1,30437.1
1.55,39.22,1654214400,60.78,30693.2,357110.377,30437.1,29220.0,29682.8
2.24,30.86,1654300800,69.14,29988.0,187520.534,29682.8,29456.0,29848.4
2.01,33.21,1654387200,66.79,30250.0,205385.831,29848.5,29524.0,29909.9
1.77,36.15,1654473600,63.85,31780.0,436522.874,29910.0,29876.2,31361.2
0.84,54.44,1654560000,45.56,31599.0,691714.985,31361.2,29190.0,31118.1
1.01,49.82,1654646400,50.18,31325.0,455686.637,31118.0,29825.0,30192.5
1.62,38.17,1654732800,61.83,30691.9,307312.175,30192.6,29914.5,30093.3
2.05,32.75,1654819200,67.25,30374.1,445928.659,30093.4,28805.0,29077.7
2.72,26.89,1654905600,73.11,29427.9,391367.814,29077.7,28080.0,28416.7
2.64,27.46,1654992000,72.54,28530.3,560834.131,28416.6,26538.7,26564.7
2.37,29.71,1655078400,70.29,26877.0,1622521.56,26564.7,21900.0,22471.5
1.71,36.86,1655164800,63.14,23424.2,1247609.796,22471.4,20823.0,22122.7
1.66,37.54,1655251200,62.46,22800.0,1509301.169,22122.7,20100.2,22567.5
1.68,37.38,1655337600,62.62,23000.0,882634.22,22567.5,20222.0,20387.4
2.4,29.39,1655424000,70.61,21388.0,776153.257,20387.4,20228.0,20457.3
2.74,26.71,1655510400,73.29,20768.4,1268591.388,20457.3,17593.2,18959.7
1.55,39.16,1655596800,60.84,20821.0,1089275.674,18959.7,17935.9,20564.2
1.23,44.85,1655683200,55.15,21099.9,935816.13,20564.3,19630.0,20570.1
1.05,48.87,1655769600,51.13,21740.0,787173.936,20570.0,20337.8,20713.1
1.07,48.24,1655856000,51.76,20888.0,812184.193,20713.1,19745.7,19977.4
1.26,44.33,1655942400,55.67,21250.0,698753.04,19977.5,19874.0,21096.6
0.99,50.39,1656028800,49.61,21563.5,645450.778,21096.6,20732.5,21231.2
0.96,51.07,1656115200,48.93,21627.6,434117.447,21231.2,20894.0,21481.9
0.89,53.03,1656201600,46.97,21888.0,442787.736,21481.9,20952.0,21029.1
1.1,47.61,1656288000,52.39,21560.0,539335.009,21029.1,20500.0,20730.0
1.23,44.83,1656374400,55.17,21198.0,582916.108,20730.0,20188.0,20268.6
1.59,38.69,1656460800,61.31,20430.0,608905.99,20268.7,19817.2,20109.9
1.66,37.56,1656547200,62.44,20165.0,859981.415,20109.9,18563.0,19923.5
1.69,37.16,1656633600,62.84,20926.4,915399.363,19923.3,18948.8,19272.0
1.61,38.31,1656720000,61.69,19456.0,382851.525,19272.0,18959.0,19240.9
1.66,37.6,1656806400,62.4,19645.4,449508.331,19241.0,18780.1,19305.9
1.64,37.85,1656892800,62.15,20350.0,633310.187,19306.0,19046.3,20226.6
1.13,46.87,1656979200,53.13,20749.2,854238.867,20226.3,19291.6,20170.0
0.93,51.9,1657065600,48.1,20667.6,682076.458,20170.1,19753.0,20554.1
0.92,52.18,1657152000,47.82,21830.0,699841.616,20554.2,20244.9,21613.4
0.65,60.68,1657238400,39.32,22579.9,848144.495,21614.5,21175.2,21587.9
0.81,55.35,1657324800,44.65,22000.0,393372.366,21587.8,21309.6,21580.0
0.97,50.72,1657411200,49.28,21594.2,468176.539,21580.0,20600.0,20853.8
1.27,44.09,1657497600,55.91,20853.9,561245.987,20853.8,19870.0,19954.3
1.44,40.91,1657584000,59.09,20048.9,640560.723,19954.3,19228.3,19322.9
1.61,38.27,1657670400,61.73,20401.6,975938.165,19322.9,18901.0,20220.1
1.33,42.93,1657756800,57.07,20900.0,765989.53,20220.1,19600.0,20578.6
1.01,49.88,1657843200,50.12,21200.0,626763.692,20578.6,20364.3,20823.1
0.86,53.88,1657929600,46.12,21580.0,539206.87,20823.1,20471.0,21183.5
0.82,54.82,1658016000,45.18,21674.1,485537.728,21183.6,20742.0,20794.4
0.86,53.85,1658102400,46.15,22800.0,982867.734,20794.4,20764.4,22423.9
0.94,51.68,1658188800,48.32,23817.9,1124029.082,22423.5,21575.0,23385.9
0.65,60.77,1658275200,39.23,24277.0,946647.815,23385.9,22912.4,23221.5
0.82,54.92,1658361600,45.08,23441.1,723543.466,23221.5,22340.2,23144.5
0.96,51.05,1658448000,48.95,23750.0,633907.934,23144.5,22500.0,22675.1
1.12,47.19,1658534400,52.81,22990.0,505887.673,22675.0,21933.5,22440.2
1.23,44.78,1658620800,55.22,22999.0,462958.953,22440.1,22256.4,22570.6
1.05,48.83,1658707200,51.17,22656.8,695770.655,22570.6,21232.0,21300.0
1.53,39.52,1658793600,60.48,21334.4,552498.903,21300.0,20689.6,21241.0
1.5,40.06,1658880000,59.94,23100.0,753370.303,21241.0,21031.0,22941.1
0.87,53.44,1658966400,46.56,24194.6,756741.836,22941.1,22583.1,23836.2
0.74,57.41,1659052800,42.59,24500.0,642337.051,23836.2,23426.3,23771.1
0.71,58.47,1659139200,41.53,24700.0,493824.816,23771.0,23505.0,23629.9
0.77,56.37,1659225600,43.63,24187.3,385969.85,23630.0,23222.0,23290.1
0.91,52.36,1659312000,47.64,23497.0,498378.292,23290.1,22836.2,23257.6
1.0,49.99,1659398400,50.01,23448.7,625227.912,23257.6,22603.0,22975.1
1.17,46.14,1659484800,53.86,23650.0,569261.768,22975.1,22665.3,22801.5
1.33,42.89,1659571200,57.11,23211.3,548268.816,22801.5,22370.0,22608.9
1.71,36.85,1659657600,63.15,23450.0,593992.13,22608.9,22580.6,23298.1
1.29,43.66,1659744000,56.34,23341.8,227659.394,23298.0,22883.6,22943.3
1.38,42.07,1659830400,57.93,23400.0,271512.062,22943.2,22830.9,23167.8
