start_time,datetime,fees_burnt_total,fees_burnt_total_usd
2022-01-25 17:00:00,2022-01-25 17:00:00,641.2885496048901,1591972.821554288
2022-01-25 18:00:00,2022-01-25 18:00:00,743.1564070758359,1856506.0554835217
2022-01-25 19:00:00,2022-01-25 19:00:00,1022.2306579513082,2523040.810717823
2022-01-25 20:00:00,2022-01-25 20:00:00,848.181582032382,2069428.2000932416
2022-01-25 21:00:00,2022-01-25 21:00:00,836.9959714224497,2020595.573258375
2022-01-25 22:00:00,2022-01-25 22:00:00,579.7092361392141,1413904.7520371247
2022-01-25 23:00:00,2022-01-25 23:00:00,522.6632129703321,1285995.2456018943
2022-01-26 00:00:00,2022-01-26 00:00:00,535.7769167755094,1299221.4199080907
2022-01-26 01:00:00,2022-01-26 01:00:00,505.6379636915092,1237291.1868624066
2022-01-26 02:00:00,2022-01-26 02:00:00,433.11254834160246,1059445.1014173075
2022-01-26 03:00:00,2022-01-26 03:00:00,456.5216609256006,1131183.0477758497
2022-01-26 04:00:00,2022-01-26 04:00:00,459.9211945975135,1149796.0688972822
2022-01-26 05:00:00,2022-01-26 05:00:00,421.0318834405904,1043025.3469659492
2022-01-26 06:00:00,2022-01-26 06:00:00,363.3169803378367,890966.1814568938
2022-01-26 07:00:00,2022-01-26 07:00:00,370.0021395168884,911249.662730328
2022-01-26 08:00:00,2022-01-26 08:00:00,351.937970926543,875961.2939117722
2022-01-26 09:00:00,2022-01-26 09:00:00,357.38115761477366,890017.5534284444
2022-01-26 10:00:00,2022-01-26 10:00:00,329.4978868287044,832776.6392141462
2022-01-26 11:00:00,2022-01-26 11:00:00,338.6237428918813,862787.2016286021
2022-01-26 12:00:00,2022-01-26 12:00:00,386.7541955426787,980123.1869462184
2022-01-26 13:00:00,2022-01-26 13:00:00,399.58632082931985,1048331.0298231108
2022-01-26 14:00:00,2022-01-26 14:00:00,626.2809650530718,1658173.4696357916
2022-01-26 15:00:00,2022-01-26 15:00:00,612.4620945952987,1596144.6839808817
2022-01-26 16:00:00,2022-01-26 16:00:00,647.6077880289687,1693171.3603409978
2022-01-26 17:00:00,2022-01-26 17:00:00,739.8696866862571,1921511.484746433
2022-01-26 18:00:00,2022-01-26 18:00:00,720.738457975348,1878917.9890511343
2022-01-26 19:00:00,2022-01-26 19:00:00,955.367270195876,2459575.899731636
2022-01-26 20:00:00,2022-01-26 20:00:00,867.8348295497266,2187157.899232746
2022-01-26 21:00:00,2022-01-26 21:00:00,602.3614339637602,1457202.9152905878
2022-01-26 22:00:00,2022-01-26 22:00:00,560.9285114458175,1368433.4777262027
2022-01-26 23:00:00,2022-01-26 23:00:00,713.7269312023498,1758988.449200421
2022-01-27 00:00:00,2022-01-27 00:00:00,527.8172530826862,1311994.6799139287
2022-01-27 01:00:00,2022-01-27 01:00:00,574.4350813870162,1373860.1454594997
2022-01-27 02:00:00,2022-01-27 02:00:00,528.267568247519,1262182.0498934754
2022-01-27 03:00:00,2022-01-27 03:00:00,586.2178690224318,1387062.837927571
2022-01-27 04:00:00,2022-01-27 04:00:00,498.8202762091399,1194570.7122123854
2022-01-27 05:00:00,2022-01-27 05:00:00,457.44956965117706,1093753.1580725396
2022-01-27 06:00:00,2022-01-27 06:00:00,374.3928495740314,899232.1016948525
2022-01-27 07:00:00,2022-01-27 07:00:00,423.4000596999714,1018451.5000913736
2022-01-27 08:00:00,2022-01-27 08:00:00,496.6376925606292,1212535.270145331
2022-01-27 09:00:00,2022-01-27 09:00:00,385.3805718173395,941714.9348353014
2022-01-27 10:00:00,2022-01-27 10:00:00,349.2239028446371,847101.9806660842
2022-01-27 11:00:00,2022-01-27 11:00:00,362.65348157688703,891378.4130247295
2022-01-27 12:00:00,2022-01-27 12:00:00,381.38158755164943,937742.0404943042
2022-01-27 13:00:00,2022-01-27 13:00:00,385.5665143927429,959370.7458942176
2022-01-27 14:00:00,2022-01-27 14:00:00,517.164920241728,1289677.4229350204
2022-01-27 15:00:00,2022-01-27 15:00:00,614.3694876849459,1524012.978920774
2022-01-27 16:00:00,2022-01-27 16:00:00,621.0506574663812,1539007.810088728
2022-01-27 17:00:00,2022-01-27 17:00:00,1026.007028666271,2512458.769536361
2022-01-27 18:00:00,2022-01-27 18:00:00,750.2004139551478,1826985.3855245083
2022-01-27 19:00:00,2022-01-27 19:00:00,636.4187203056739,1524867.3312087867
2022-01-27 20:00:00,2022-01-27 20:00:00,788.8211681200656,1846123.843441357
2022-01-27 21:00:00,2022-01-27 21:00:00,712.4188649256846,1681979.4623223098
2022-01-27 22:00:00,2022-01-27 22:00:00,948.6116236919268,2260769.9478268446
2022-01-27 23:00:00,2022-01-27 23:00:00,1165.886853892834,2827701.1826246087
2022-01-28 00:00:00,2022-01-28 00:00:00,725.4407425564386,1764922.4600670224
2022-01-28 01:00:00,2022-01-28 01:00:00,645.7990623979441,1548123.3347664156
2022-01-28 02:00:00,2022-01-28 02:00:00,528.6508785118219,1271489.114368079
2022-01-28 03:00:00,2022-01-28 03:00:00,540.2424499146384,1322458.267254888
2022-01-28 04:00:00,2022-01-28 04:00:00,454.8795656512716,1110748.4477951354
2022-01-28 05:00:00,2022-01-28 05:00:00,422.7254621778844,1035287.2338351558
2022-01-28 06:00:00,2022-01-28 06:00:00,425.9295429614777,1031935.6961543808
2022-01-28 07:00:00,2022-01-28 07:00:00,468.7069621831744,1120463.9202128723
2022-01-28 08:00:00,2022-01-28 08:00:00,382.1941475403466,918817.7087762564
2022-01-28 09:00:00,2022-01-28 09:00:00,359.00371045865535,857962.1943995802
2022-01-28 10:00:00,2022-01-28 10:00:00,353.9774008669279,850397.4177214657
2022-01-28 11:00:00,2022-01-28 11:00:00,348.05332509978257,834344.2725742111
2022-01-28 12:00:00,2022-01-28 12:00:00,383.81060917769,911787.493137058
2022-01-28 13:00:00,2022-01-28 13:00:00,421.23025337236174,1024154.940127972
2022-01-28 14:00:00,2022-01-28 14:00:00,441.8149619556532,1058768.122809137
2022-01-28 15:00:00,2022-01-28 15:00:00,735.7970029430535,1798401.0868327676
2022-01-28 16:00:00,2022-01-28 16:00:00,706.7470833789278,1749216.8669947942
2022-01-28 17:00:00,2022-01-28 17:00:00,585.447584738193,1437539.765559857
2022-01-28 18:00:00,2022-01-28 18:00:00,647.1099674188612,1599463.25623286
2022-01-28 19:00:00,2022-01-28 19:00:00,598.2493710417343,1473480.2025269829
2022-01-28 20:00:00,2022-01-28 20:00:00,527.7324522918723,1324760.3288577606
2022-01-28 21:00:00,2022-01-28 21:00:00,594.2011666820001,1506560.6365260475
2022-01-28 22:00:00,2022-01-28 22:00:00,767.1040701837636,1930539.4614662223
2022-01-28 23:00:00,2022-01-28 23:00:00,601.0980143616789,1530741.1020721905
2022-01-29 00:00:00,2022-01-29 00:00:00,521.2735221104152,1335497.0556809658
2022-01-29 01:00:00,2022-01-29 01:00:00,453.80227924022944,1149625.6671151372
2022-01-29 02:00:00,2022-01-29 02:00:00,452.7449314175901,1145352.3323937312
2022-01-29 03:00:00,2022-01-29 03:00:00,434.6782466632466,1105223.0703743815
2022-01-29 04:00:00,2022-01-29 04:00:00,404.1355884158553,1026484.8037075712
2022-01-29 05:00:00,2022-01-29 05:00:00,364.7250044331102,924562.6525790172
2022-01-29 06:00:00,2022-01-29 06:00:00,380.0999540795371,967027.4391534566
2022-01-29 07:00:00,2022-01-29 07:00:00,409.2850233134829,1051414.5484399183
2022-01-29 08:00:00,2022-01-29 08:00:00,429.1328491386359,1097402.0880854456
2022-01-29 09:00:00,2022-01-29 09:00:00,345.4172773182395,880898.5212504193
2022-01-29 10:00:00,2022-01-29 10:00:00,330.40058261656486,843479.0058593611
2022-01-29 11:00:00,2022-01-29 11:00:00,318.2663592914243,813356.4935059425
2022-01-29 12:00:00,2022-01-29 12:00:00,347.45928862448625,894942.3515721423
2022-01-29 13:00:00,2022-01-29 13:00:00,350.0579754624691,912590.2646196756
2022-01-29 14:00:00,2022-01-29 14:00:00,451.5351656734225,1148182.819868106
2022-01-29 15:00:00,2022-01-29 15:00:00,662.2123402427102,1685416.777551424
2022-01-29 16:00:00,2022-01-29 16:00:00,447.3915576339484,1145009.7050150903
2022-01-29 17:00:00,2022-01-29 17:00:00,547.4456710170898,1404872.587701797
2022-01-29 18:00:00,2022-01-29 18:00:00,522.0926373789272,1354021.2803801198
2022-01-29 19:00:00,2022-01-29 19:00:00,482.8244585220931,1251254.7086540875
2022-01-29 20:00:00,2022-01-29 20:00:00,405.3113308751899,1056624.961150308
2022-01-29 21:00:00,2022-01-29 21:00:00,529.3200712786933,1384794.4850485628
2022-01-29 22:00:00,2022-01-29 22:00:00,488.1857480540901,1269783.323674514
2022-01-29 23:00:00,2022-01-29 23:00:00,297.60301309305936,774481.6921931505
2022-01-30 00:00:00,2022-01-30 00:00:00,349.91893953150196,900233.8555620377
2022-01-30 01:00:00,2022-01-30 01:00:00,438.5053990435768,1132239.9042024906
2022-01-30 02:00:00,2022-01-30 02:00:00,378.2629725344231,976431.655684242
2022-01-30 03:00:00,2022-01-30 03:00:00,406.27482496033855,1044657.725665846
2022-01-30 04:00:00,2022-01-30 04:00:00,363.3150094836314,941416.5759611792
2022-01-30 05:00:00,2022-01-30 05:00:00,310.32675495603996,807875.5931788965
2022-01-30 06:00:00,2022-01-30 06:00:00,300.8920382660986,787526.3366217243
2022-01-30 07:00:00,2022-01-30 07:00:00,333.90648124520675,874899.9585194244
2022-01-30 08:00:00,2022-01-30 08:00:00,322.8178069490582,841832.0883136761
2022-01-30 09:00:00,2022-01-30 09:00:00,290.1045374586327,757599.8270411956
2022-01-30 10:00:00,2022-01-30 10:00:00,275.6558878127457,724355.2106967211
2022-01-30 11:00:00,2022-01-30 11:00:00,269.8071375080296,708909.6687119087
2022-01-30 12:00:00,2022-01-30 12:00:00,293.11879952861557,767134.8798386246
2022-01-30 13:00:00,2022-01-30 13:00:00,321.97863316356126,840907.9351623454
2022-01-30 14:00:00,2022-01-30 14:00:00,319.39846508953786,831447.0398479486
2022-01-30 15:00:00,2022-01-30 15:00:00,823.7677412478433,2156676.538481373
2022-01-30 16:00:00,2022-01-30 16:00:00,535.1238649212534,1390853.373888103
2022-01-30 17:00:00,2022-01-30 17:00:00,513.6373718235355,1345392.6230720696
2022-01-30 18:00:00,2022-01-30 18:00:00,529.2231233473542,1375296.482703832
2022-01-30 19:00:00,2022-01-30 19:00:00,585.078448056898,1498483.8178546813
2022-01-30 20:00:00,2022-01-30 20:00:00,519.5804374978745,1338717.8559619868
2022-01-30 21:00:00,2022-01-30 21:00:00,779.4436858720394,1994642.5689314865
2022-01-30 22:00:00,2022-01-30 22:00:00,471.3780480943056,1214775.5278253313
2022-01-30 23:00:00,2022-01-30 23:00:00,456.2343211012183,1187568.0704590096
2022-01-31 00:00:00,2022-01-31 00:00:00,435.3447065331369,1106396.5946928158
2022-01-31 01:00:00,2022-01-31 01:00:00,429.0943924319402,1083978.891589869
2022-01-31 02:00:00,2022-01-31 02:00:00,373.0389623867795,937377.923428194
2022-01-31 03:00:00,2022-01-31 03:00:00,357.4763915930615,898282.2010652933
2022-01-31 04:00:00,2022-01-31 04:00:00,367.26828234745994,918233.416575283
2022-01-31 05:00:00,2022-01-31 05:00:00,389.3552077721245,977056.9787000612
2022-01-31 06:00:00,2022-01-31 06:00:00,343.8107599469119,861893.84414044
2022-01-31 07:00:00,2022-01-31 07:00:00,339.15811712343947,858079.6409037132
2022-01-31 08:00:00,2022-01-31 08:00:00,293.40871846909846,743039.5254830566
2022-01-31 09:00:00,2022-01-31 09:00:00,298.1052244104374,758045.0928772688
2022-01-31 10:00:00,2022-01-31 10:00:00,270.9633384463266,691706.6760702822
2022-01-31 11:00:00,2022-01-31 11:00:00,269.7637865173561,690345.8466364768
2022-01-31 12:00:00,2022-01-31 12:00:00,281.8890627112827,716458.3414929317
2022-01-31 13:00:00,2022-01-31 13:00:00,299.9790203533376,767904.1835274937
2022-01-31 14:00:00,2022-01-31 14:00:00,374.12206477157827,968550.9237584524
2022-01-31 15:00:00,2022-01-31 15:00:00,554.3662419083515,1453321.760035653
2022-01-31 16:00:00,2022-01-31 16:00:00,724.4581936060067,1946056.444331698
2022-01-31 17:00:00,2022-01-31 17:00:00,665.9830578752633,1790382.1623313492
2022-01-31 18:00:00,2022-01-31 18:00:00,715.5740441799431,1917935.7272539593
2022-01-31 19:00:00,2022-01-31 19:00:00,630.9672731751638,1687515.853144102
2022-01-31 20:00:00,2022-01-31 20:00:00,709.3609491993291,1905432.3325708003
2022-01-31 21:00:00,2022-01-31 21:00:00,561.8338224420916,1506313.2285850577
2022-01-31 22:00:00,2022-01-31 22:00:00,588.5782790609834,1578529.7921151398
2022-01-31 23:00:00,2022-01-31 23:00:00,623.5746383161106,1676932.6022260983
2022-02-01 00:00:00,2022-02-01 00:00:00,638.0134589297456,1716537.1967752832
2022-02-01 01:00:00,2022-02-01 01:00:00,513.9616646598307,1380690.2555864144
2022-02-01 02:00:00,2022-02-01 02:00:00,481.7702195883094,1308938.9134330356
2022-02-01 03:00:00,2022-02-01 03:00:00,613.1853647050694,1688592.8595723435
2022-02-01 04:00:00,2022-02-01 04:00:00,720.0507989776195,1976608.456383188
2022-02-01 05:00:00,2022-02-01 05:00:00,450.6069127367555,1231983.891353131
2022-02-01 06:00:00,2022-02-01 06:00:00,444.56764614074314,1215676.6533835174
2022-02-01 07:00:00,2022-02-01 07:00:00,407.6824896665124,1116348.02503733
2022-02-01 08:00:00,2022-02-01 08:00:00,370.0566321342491,1023772.9862484696
2022-02-01 09:00:00,2022-02-01 09:00:00,347.3420691354061,950526.7468475256
2022-02-01 10:00:00,2022-02-01 10:00:00,313.33342023069764,857751.2377817455
2022-02-01 11:00:00,2022-02-01 11:00:00,313.65513505760106,866567.4598484603
2022-02-01 12:00:00,2022-02-01 12:00:00,332.5340556419439,925245.9427262124
2022-02-01 13:00:00,2022-02-01 13:00:00,381.8499072837474,1066579.498255738
2022-02-01 14:00:00,2022-02-01 14:00:00,484.57598600975314,1343562.325344668
2022-02-01 15:00:00,2022-02-01 15:00:00,696.4612414095375,1929173.6924586352
2022-02-01 16:00:00,2022-02-01 16:00:00,1365.7888830069996,3829778.091251099
2022-02-01 17:00:00,2022-02-01 17:00:00,818.686231145749,2279007.828782776
2022-02-01 18:00:00,2022-02-01 18:00:00,691.2741379293786,1914571.7250780037
2022-02-01 19:00:00,2022-02-01 19:00:00,651.1124437742486,1792289.5432080077
2022-02-01 20:00:00,2022-02-01 20:00:00,643.1039383224223,1782391.711463579
2022-02-01 21:00:00,2022-02-01 21:00:00,725.2600911515359,2029731.5048098967
2022-02-01 22:00:00,2022-02-01 22:00:00,565.5167620007772,1577672.048781168
2022-02-01 23:00:00,2022-02-01 23:00:00,888.1511195272475,2477303.9836001536
2022-02-02 00:00:00,2022-02-02 00:00:00,885.0208613929922,2455453.7882517306
2022-02-02 01:00:00,2022-02-02 01:00:00,571.3208347622596,1575822.3639964508
2022-02-02 02:00:00,2022-02-02 02:00:00,457.1128887028776,1269428.7560802922
2022-02-02 03:00:00,2022-02-02 03:00:00,507.4410027846434,1412060.476054343
2022-02-02 04:00:00,2022-02-02 04:00:00,451.1136378555795,1245690.2828072463
2022-02-02 05:00:00,2022-02-02 05:00:00,414.2452421278461,1145368.6537720135
2022-02-02 06:00:00,2022-02-02 06:00:00,388.057620994977,1068993.4816413368
2022-02-02 07:00:00,2022-02-02 07:00:00,353.3302814731073,971981.5265552456
2022-02-02 08:00:00,2022-02-02 08:00:00,346.25518456554397,956562.9618973626
2022-02-02 09:00:00,2022-02-02 09:00:00,308.89310617480976,857788.7575610165
2022-02-02 10:00:00,2022-02-02 10:00:00,313.31838330065443,866479.1588349357
2022-02-02 11:00:00,2022-02-02 11:00:00,302.8992883039559,838543.8926783158
2022-02-02 12:00:00,2022-02-02 12:00:00,320.91027711765497,899466.9588080203
2022-02-02 13:00:00,2022-02-02 13:00:00,331.657476741739,920590.9861116436
2022-02-02 14:00:00,2022-02-02 14:00:00,462.49561797191694,1243362.7228002788
2022-02-02 15:00:00,2022-02-02 15:00:00,505.513411019819,1347140.7694558052
2022-02-02 16:00:00,2022-02-02 16:00:00,698.8301975556376,1866468.514274339
2022-02-02 17:00:00,2022-02-02 17:00:00,1375.812781110287,3693553.645512307
2022-02-02 18:00:00,2022-02-02 18:00:00,644.7963000271637,1733452.117159095
2022-02-02 19:00:00,2022-02-02 19:00:00,988.0585084224552,2676301.7053554473
2022-02-02 20:00:00,2022-02-02 20:00:00,641.132263942988,1749930.7467739896
2022-02-02 21:00:00,2022-02-02 21:00:00,583.2625979550645,1548753.8496055277
2022-02-02 22:00:00,2022-02-02 22:00:00,1062.8947305195277,2848950.9711372564
2022-02-02 23:00:00,2022-02-02 23:00:00,483.663636073469,1297229.6200068924
2022-02-03 00:00:00,2022-02-03 00:00:00,436.45911605758334,1176603.1774586432
2022-02-03 01:00:00,2022-02-03 01:00:00,408.8438222452738,1097846.880524797
2022-02-03 02:00:00,2022-02-03 02:00:00,410.6665061833677,1104122.311162745
2022-02-03 03:00:00,2022-02-03 03:00:00,439.8603853839044,1169601.5943108094
2022-02-03 04:00:00,2022-02-03 04:00:00,353.89271349381636,942770.2856221184
2022-02-03 05:00:00,2022-02-03 05:00:00,359.24512030231483,954434.246932031
2022-02-03 06:00:00,2022-02-03 06:00:00,361.8410664228245,960050.4178358096
2022-02-03 07:00:00,2022-02-03 07:00:00,329.285377876558,880063.5337414365
2022-02-03 08:00:00,2022-02-03 08:00:00,283.43788428336967,757938.5358626777
2022-02-03 09:00:00,2022-02-03 09:00:00,305.8936829925716,801590.6169044018
2022-02-03 10:00:00,2022-02-03 10:00:00,318.27717607696485,826838.273717981
2022-02-03 11:00:00,2022-02-03 11:00:00,282.9951314142131,742326.1393388922
2022-02-03 12:00:00,2022-02-03 12:00:00,311.120595619788,813786.950379282
2022-02-03 13:00:00,2022-02-03 13:00:00,305.4897287478586,796837.7633365171
2022-02-03 14:00:00,2022-02-03 14:00:00,319.0839803581139,832905.6953845976
2022-02-03 15:00:00,2022-02-03 15:00:00,381.1524968161704,1006685.261456533
2022-02-03 16:00:00,2022-02-03 16:00:00,738.721903350137,1931984.6878525848
2022-02-03 17:00:00,2022-02-03 17:00:00,600.8037821915364,1578803.16097731
2022-02-03 18:00:00,2022-02-03 18:00:00,580.7034549697353,1523957.3326544515
2022-02-03 19:00:00,2022-02-03 19:00:00,714.3741418101457,1857037.0457209384
2022-02-03 20:00:00,2022-02-03 20:00:00,721.7903243760564,1865115.8841447192
2022-02-03 21:00:00,2022-02-03 21:00:00,674.6202408593272,1795091.9555091253
2022-02-03 22:00:00,2022-02-03 22:00:00,554.4040835866246,1475757.170502846
2022-02-03 23:00:00,2022-02-03 23:00:00,734.9788281821077,1982287.4883934888
2022-02-04 00:00:00,2022-02-04 00:00:00,478.1893190299309,1286208.1166790482
2022-02-04 01:00:00,2022-02-04 01:00:00,387.0451842376288,1037373.7020851708
2022-02-04 02:00:00,2022-02-04 02:00:00,356.93866868149246,959807.4676027636
2022-02-04 03:00:00,2022-02-04 03:00:00,381.03401778800344,1022943.7298599192
2022-02-04 04:00:00,2022-02-04 04:00:00,321.38018017895195,863149.6366163499
2022-02-04 05:00:00,2022-02-04 05:00:00,348.05412571083104,964843.4122383492
2022-02-04 06:00:00,2022-02-04 06:00:00,312.3639934671751,874185.6776071613
2022-02-04 07:00:00,2022-02-04 07:00:00,299.3165560084371,839920.4302000388
2022-02-04 08:00:00,2022-02-04 08:00:00,281.84171152093336,799422.4088449853
2022-02-04 09:00:00,2022-02-04 09:00:00,258.49636001383914,736381.0990119433
2022-02-04 10:00:00,2022-02-04 10:00:00,275.4281897513896,780651.5102397371
2022-02-04 11:00:00,2022-02-04 11:00:00,267.8460287589752,758009.6236064694
2022-02-04 12:00:00,2022-02-04 12:00:00,255.826967793008,726591.379481076
2022-02-04 13:00:00,2022-02-04 13:00:00,303.92398609607227,843363.1248992182
2022-02-04 14:00:00,2022-02-04 14:00:00,429.5083527883803,1214520.6632199923
2022-02-04 15:00:00,2022-02-04 15:00:00,490.1823067068858,1408201.4923201783
2022-02-04 16:00:00,2022-02-04 16:00:00,532.6394585827593,1561573.9811706392
2022-02-04 17:00:00,2022-02-04 17:00:00,686.6645411449455,2030450.745039602
2022-02-04 18:00:00,2022-02-04 18:00:00,538.405975004318,1587433.3686786727
2022-02-04 19:00:00,2022-02-04 19:00:00,472.59410071539503,1399177.5505742987
2022-02-04 20:00:00,2022-02-04 20:00:00,469.30987871132027,1387881.7366727225
2022-02-04 21:00:00,2022-02-04 21:00:00,567.752760682782,1678491.2675421753
2022-02-04 22:00:00,2022-02-04 22:00:00,619.2531483237669,1831783.0975045904
2022-02-04 23:00:00,2022-02-04 23:00:00,459.401486716434,1376680.618072034
2022-02-05 00:00:00,2022-02-05 00:00:00,414.7599671603764,1237737.4936817766
2022-02-05 01:00:00,2022-02-05 01:00:00,333.37185623439694,991204.4760621076
2022-02-05 02:00:00,2022-02-05 02:00:00,329.1179361637925,985822.336340949
2022-02-05 03:00:00,2022-02-05 03:00:00,320.84706159310576,962402.745137324
2022-02-05 04:00:00,2022-02-05 04:00:00,311.49962190088917,939321.864609023
2022-02-05 05:00:00,2022-02-05 05:00:00,266.75566896134654,807334.6600270565
2022-02-05 06:00:00,2022-02-05 06:00:00,246.16545207633433,741073.4867836345
2022-02-05 07:00:00,2022-02-05 07:00:00,251.17620571597067,754397.1458037245
2022-02-05 08:00:00,2022-02-05 08:00:00,235.4060809992342,708713.3608192913
2022-02-05 09:00:00,2022-02-05 09:00:00,206.70942713981668,626353.3830653394
2022-02-05 10:00:00,2022-02-05 10:00:00,224.60326407133485,679937.7492174115
2022-02-05 11:00:00,2022-02-05 11:00:00,215.79803561372944,650402.8740451186
2022-02-05 12:00:00,2022-02-05 12:00:00,236.4468222514952,711322.704438181
2022-02-05 13:00:00,2022-02-05 13:00:00,252.0122716555169,762385.9342416467
2022-02-05 14:00:00,2022-02-05 14:00:00,262.3537880673167,793158.9569720187
2022-02-05 15:00:00,2022-02-05 15:00:00,216.47898120156373,661042.2672955034
2022-02-05 16:00:00,2022-02-05 16:00:00,220.0593467083079,661148.6799225325
2022-02-05 17:00:00,2022-02-05 17:00:00,344.0930185194735,1038387.773982716
2022-02-05 18:00:00,2022-02-05 18:00:00,338.3736430438552,1021641.4805296134
2022-02-05 19:00:00,2022-02-05 19:00:00,319.9771060675839,964023.5793973566
2022-02-05 20:00:00,2022-02-05 20:00:00,373.97885695103224,1127772.383624634
2022-02-05 21:00:00,2022-02-05 21:00:00,415.225512509158,1255258.9193194152
2022-02-05 22:00:00,2022-02-05 22:00:00,325.2130033350728,982535.7702570454
2022-02-05 23:00:00,2022-02-05 23:00:00,294.91162730669083,889301.057389109
2022-02-06 00:00:00,2022-02-06 00:00:00,270.9908089768999,820640.5466917136
2022-02-06 01:00:00,2022-02-06 01:00:00,242.12455352464232,734241.1870915234
2022-02-06 02:00:00,2022-02-06 02:00:00,313.21042674777243,947787.3250836422
2022-02-06 03:00:00,2022-02-06 03:00:00,237.96867853869824,716408.0033684486
2022-02-06 04:00:00,2022-02-06 04:00:00,221.7809897401844,669622.7385903285
2022-02-06 05:00:00,2022-02-06 05:00:00,204.6427521821559,618489.1286516448
2022-02-06 06:00:00,2022-02-06 06:00:00,198.50788634480384,596518.2427737971
2022-02-06 07:00:00,2022-02-06 07:00:00,209.79686815478996,632038.602567345
2022-02-06 08:00:00,2022-02-06 08:00:00,205.9308010037016,620645.1459517754
2022-02-06 09:00:00,2022-02-06 09:00:00,186.1499423203472,562325.6047519917
2022-02-06 10:00:00,2022-02-06 10:00:00,189.56251715462363,569886.6660796414
2022-02-06 11:00:00,2022-02-06 11:00:00,183.73075921141245,552725.2852885124
2022-02-06 12:00:00,2022-02-06 12:00:00,208.86477410155584,628993.5434013164
2022-02-06 13:00:00,2022-02-06 13:00:00,218.75948806094485,659708.462256594
2022-02-06 14:00:00,2022-02-06 14:00:00,267.9900812690012,798435.4694235184
2022-02-06 15:00:00,2022-02-06 15:00:00,278.90734282139795,835019.0054384699
2022-02-06 16:00:00,2022-02-06 16:00:00,293.76441723396994,882475.4753395963
2022-02-06 17:00:00,2022-02-06 17:00:00,419.6915960609357,1260886.4632319547
2022-02-06 18:00:00,2022-02-06 18:00:00,380.84867833245977,1138042.8839532847
2022-02-06 19:00:00,2022-02-06 19:00:00,380.67473888653495,1143187.3050447109
2022-02-06 20:00:00,2022-02-06 20:00:00,442.17298343057126,1320710.150820734
2022-02-06 21:00:00,2022-02-06 21:00:00,388.07556015015473,1162720.020855343
2022-02-06 22:00:00,2022-02-06 22:00:00,379.1913395967216,1134150.0930554683
2022-02-06 23:00:00,2022-02-06 23:00:00,419.98989771074866,1284056.9874499422
2022-02-07 00:00:00,2022-02-07 00:00:00,388.08379132575214,1168917.6664541212
2022-02-07 01:00:00,2022-02-07 01:00:00,451.60888806336106,1364979.9746816526
2022-02-07 02:00:00,2022-02-07 02:00:00,406.04258025742024,1233196.2565067129
2022-02-07 03:00:00,2022-02-07 03:00:00,389.60775698106454,1196742.4226120014
2022-02-07 04:00:00,2022-02-07 04:00:00,379.95847344317065,1173840.625278833
2022-02-07 05:00:00,2022-02-07 05:00:00,301.6363495897561,933632.1998188734
2022-02-07 06:00:00,2022-02-07 06:00:00,263.2726396814501,813951.607863058
2022-02-07 07:00:00,2022-02-07 07:00:00,335.07306148389273,1032493.7556374776
2022-02-07 08:00:00,2022-02-07 08:00:00,282.88039354735656,869590.385461663
2022-02-07 09:00:00,2022-02-07 09:00:00,253.136785475824,777067.4920533695
2022-02-07 10:00:00,2022-02-07 10:00:00,237.92935516224895,731125.3415075646
2022-02-07 11:00:00,2022-02-07 11:00:00,217.73346341773507,668352.501419217
2022-02-07 12:00:00,2022-02-07 12:00:00,228.04773684627415,700841.3660123688
2022-02-07 13:00:00,2022-02-07 13:00:00,292.2127565399068,903397.935854671
2022-02-07 14:00:00,2022-02-07 14:00:00,558.8908123402538,1746635.7951738096
2022-02-07 15:00:00,2022-02-07 15:00:00,515.844486731268,1612521.499566375
2022-02-07 16:00:00,2022-02-07 16:00:00,578.6490980314132,1813564.5044532877
2022-02-07 17:00:00,2022-02-07 17:00:00,629.1674316295931,1980331.9624735035
2022-02-07 18:00:00,2022-02-07 18:00:00,765.6656020661918,2422911.695168316
2022-02-07 19:00:00,2022-02-07 19:00:00,978.0093686632396,3099758.365184977
2022-02-07 20:00:00,2022-02-07 20:00:00,572.6549325825309,1807175.405160704
2022-02-07 21:00:00,2022-02-07 21:00:00,516.2349149950609,1627870.708994475
2022-02-07 22:00:00,2022-02-07 22:00:00,462.92164938375583,1460016.336823207
2022-02-07 23:00:00,2022-02-07 23:00:00,400.9963021626797,1259888.6494854155
2022-02-08 00:00:00,2022-02-08 00:00:00,394.0785309771011,1234205.489422001
2022-02-08 01:00:00,2022-02-08 01:00:00,377.6733538234273,1190956.4370769083
2022-02-08 02:00:00,2022-02-08 02:00:00,350.8140917711056,1102223.3751610955
2022-02-08 03:00:00,2022-02-08 03:00:00,387.5853837037166,1220544.76577411
2022-02-08 04:00:00,2022-02-08 04:00:00,332.38533860758304,1052003.357397113
2022-02-08 05:00:00,2022-02-08 05:00:00,303.90957742299844,968796.237832144
2022-02-08 06:00:00,2022-02-08 06:00:00,316.37752199013613,1007743.1645145968
2022-02-08 07:00:00,2022-02-08 07:00:00,291.7183330402403,926552.3497750928
2022-02-08 08:00:00,2022-02-08 08:00:00,317.2498279585724,985569.7492451784
2022-02-08 09:00:00,2022-02-08 09:00:00,257.8672272732763,798673.5335188311
2022-02-08 10:00:00,2022-02-08 10:00:00,229.7846584958344,715741.5068058156
