l,o,t,c,h,volume,high,close,open,low
0.01,0.01,1595721600,0.050774,0.070115,261998.786,10300.0,9939.69,9701.54,9655.2
0.047138,0.047138,1595808000,0.062657,0.10396,744752.4,11488.0,11047.58,9939.68,9928.61
0.090405,0.139155,1595894400,0.090405,0.186543,499486.679,11270.0,10919.94,11047.58,10580.0
0.055147,0.083655,1595980800,0.061433,0.083655,356188.761,11364.8,11113.03,10919.94,10844.34
0.061684,0.061684,1596067200,0.087761,0.087761,230327.988,11195.52,11111.96,11113.01,10826.55
0.030782,0.08274,1596153600,0.030782,0.08274,307399.731,11450.42,11343.68,11111.97,10971.78
0.020132,0.028014,1596240000,0.110454,0.11581,386322.642,11887.45,11811.42,11343.67,11201.0
0.024752,0.095912,1596326400,0.025553,0.095912,492803.351,12154.25,11079.72,11811.43,10490.0
0.024934,0.025859,1596412800,0.03614,0.055653,238654.591,11483.0,11227.07,11080.7,10923.0
0.017428,0.031314,1596499200,0.017428,0.043668,200044.934,11427.38,11200.05,11227.07,11025.0
0.01,0.013862,1596585600,0.039291,0.039291,263510.011,11798.56,11752.5,11200.06,11103.0
0.034542,0.038865,1596672000,0.034542,0.042478,236459.595,11916.02,11770.56,11752.5,11571.78
0.01,0.031833,1596758400,0.01,0.031833,273935.127,11920.0,11596.06,11769.97,11318.93
0.01,0.01,1596844800,0.01,0.01,154707.303,11819.0,11765.72,11596.26,11513.69
0.01,0.01,1596931200,0.01,0.023643,125463.463,11811.0,11685.99,11765.72,11526.9
0.01,0.01,1597017600,0.019972,0.140816,290418.014,12100.0,11896.89,11685.99,11384.9
0.01,0.013633,1597104000,0.01,0.070469,336861.638,11944.0,11392.64,11896.86,11127.0
0.01,0.01,1597190400,0.01,0.01,213799.491,11630.0,11568.36,11392.64,11140.0
0.01,0.01,1597276800,0.014496,0.014718,248214.725,11798.0,11790.0,11568.37,11272.0
0.01,0.017407,1597363200,0.01,0.044052,159019.959,11868.42,11767.89,11790.0,11644.6
0.01,0.01,1597449600,0.019839,0.037028,222262.987,11993.58,11859.04,11767.89,11682.0
0.01,0.01564,1597536000,0.023686,0.060036,165733.721,11945.0,11921.23,11858.91,11688.0
0.026082,0.026082,1597622400,0.14086,0.180724,331435.112,12499.42,12298.06,11921.32,11780.0
0.077258,0.120684,1597708800,0.082692,0.120684,291349.888,12403.0,11960.79,12298.06,11810.0
0.022795,0.077287,1597795200,0.025481,0.079658,313267.066,12037.05,11763.87,11962.03,11574.78
0.01,0.024219,1597881600,0.01,0.024219,130981.044,11888.0,11857.92,11763.88,11676.03
0.01,0.01,1597968000,0.01,0.012744,195106.536,11882.68,11538.53,11858.53,11491.0
0.01,0.01,1598054400,0.01,0.01,126696.73,11689.08,11670.47,11538.53,11385.06
0.01,0.01,1598140800,0.01,0.01,95608.033,11724.0,11654.0,11670.48,11522.15
0.01,0.01,1598227200,0.01,0.01,108781.125,11831.96,11753.3,11654.0,11595.0
0.01,0.01,1598313600,0.031118,0.06272,267234.771,11770.0,11327.17,11753.29,11130.0
0.01,0.023706,1598400000,0.01,0.023706,170305.024,11548.68,11466.22,11327.18,11255.95
0.01,0.01,1598486400,0.01,0.01,253778.342,11593.0,11335.53,11466.22,11130.82
0.01,0.01,1598572800,0.01,0.01,129477.627,11544.88,11526.85,11335.83,11283.19
0.01,0.01,1598659200,0.01,0.01,83715.229,11582.0,11466.66,11526.85,11419.34
0.01,0.01,1598745600,0.01,0.01,113266.672,11724.12,11714.14,11466.27,11457.88
0.01,0.01,1598832000,0.011255,0.024382,127272.378,11784.21,11658.11,11714.13,11575.78
0.01,0.01,1598918400,0.038309,0.052217,211680.828,12061.07,11930.18,11658.11,11531.34
0.019495,0.032642,1599004800,0.029287,0.067206,280411.964,11961.0,11396.96,11930.17,11156.0
0.01,0.021394,1599091200,0.016782,0.034362,487812.737,11475.0,10141.08,11396.44,9901.16
0.01,0.01,1599177600,0.01,0.01,432563.841,10635.77,10448.0,10141.4,9878.65
0.01,0.01,1599264000,0.01,0.01,399307.282,10567.87,10168.71,10448.0,9808.58
0.01,0.01,1599350400,0.01,0.01,190207.654,10348.97,10258.13,10168.23,10003.0
0.01,0.01,1599436800,0.01,0.01,258476.949,10420.55,10378.76,10258.13,9879.68
0.01,0.01,1599523200,0.01,0.01,317802.322,10443.79,10129.02,10379.3,9842.01
0.01,0.01,1599609600,0.01,0.01,151222.689,10346.0,10219.29,10130.0,9981.13
0.01,0.01,1599696000,0.01,0.01,187667.873,10484.6,10335.91,10219.29,10211.67
0.01,0.01,1599782400,0.01,0.01,135929.303,10397.85,10387.81,10335.91,10200.8
0.01,0.01,1599868800,0.01,0.01,97429.037,10477.7,10438.28,10387.81,10271.0
0.01,0.01,1599955200,0.01,0.01,159021.843,10580.0,10327.72,10438.29,10209.01
-0.02383,0.01,1600041600,-0.02383,0.01,205260.236,10746.06,10664.1,10327.72,10241.57
-0.023273,-0.022352,1600128000,-0.01005,0.001506,247657.23,10923.42,10776.78,10664.1,10592.0
-0.01116,-0.01116,1600214400,0.000797,0.001445,252881.019,11089.08,10948.17,10776.88,10661.9
-0.001444,-0.00053,1600300800,0.009015,0.009015,186484.361,11040.0,10935.33,10948.16,10740.0
-0.011363,0.009425,1600387200,-0.011363,0.01,136028.351,11035.0,10926.29,10935.97,10810.1
-0.013225,-0.011553,1600473600,-0.007197,-0.003257,126239.232,11177.0,11073.74,10926.3,10880.0
-0.016507,-0.006467,1600560000,-0.010017,-0.003839,150450.562,11073.9,10914.28,11073.2,10751.0
-0.012098,-0.00762,1600646400,0.01,0.01,333047.145,10980.69,10414.73,10915.52,10281.0
0.007663,0.01,1600732800,0.007663,0.01,179900.686,10574.08,10523.32,10414.73,10353.1
-0.006246,0.004413,1600819200,0.002185,0.004413,203027.542,10531.94,10237.91,10523.32,10132.21
-0.022785,0.003818,1600905600,-0.022785,0.007172,241646.573,10837.27,10724.92,10237.91,10191.0
-0.021337,-0.021337,1600992000,0.01,0.01,170930.773,10754.29,10683.51,10724.91,10551.56
0.01,0.01,1601078400,0.01,0.01,109340.491,10827.8,10726.5,10683.5,10642.23
0.01,0.01,1601164800,0.01,0.01,123440.716,10793.5,10768.0,10726.5,10584.0
0.01,0.01,1601251200,0.01,0.01,187105.377,11024.0,10691.45,10768.0,10627.19
0.01,0.01,1601337600,0.01,0.01,146888.319,10863.94,10836.98,10691.94,10631.49
0.00838,0.01,1601424000,0.008512,0.01,132834.116,10845.99,10773.0,10836.99,10660.05
0.001706,0.007464,1601510400,0.001706,0.01,253619.622,10935.14,10612.63,10773.0,10442.0
-0.005137,-0.00016,1601596800,0.01,0.01,224747.037,10660.0,10565.15,10612.62,10371.03
0.000187,0.01,1601683200,0.000187,0.01,76315.911,10596.0,10537.96,10565.44,10491.11
-0.002605,-0.002113,1601769600,-0.001714,0.006048,90912.105,10694.0,10660.16,10537.96,10514.0
-0.009957,-0.003387,1601856000,-0.000735,-0.00011,130589.137,10792.0,10785.0,10660.16,10608.9
-0.010645,-0.0001,1601942400,-0.0007,0.01,184895.25,10792.0,10593.65,10784.99,10510.66
-0.000817,0.00051,1602028800,0.002789,0.006914,106700.522,10675.0,10658.75,10593.65,10540.29
0.001626,0.002741,1602115200,0.006179,0.01,207938.861,10958.0,10919.45,10658.75,10523.0
0.005995,0.006139,1602201600,0.01,0.01,154336.818,11110.0,11050.47,10919.45,10818.44
0.01,0.01,1602288000,0.01,0.01,199398.012,11494.0,11294.79,11050.46,11050.46
0.01,0.01,1602374400,0.01,0.01,146323.076,11450.73,11369.59,11294.78,11273.77
0.01,0.01,1602460800,0.01,0.01,254217.203,11732.0,11530.36,11369.59,11157.0
0.01,0.01,1602547200,0.01,0.01,199115.115,11562.0,11419.36,11530.37,11308.0
0.01,0.01,1602633600,0.01,0.01,192936.97,11550.0,11417.13,11419.36,11280.5
0.01,0.01,1602720000,0.01,0.01,215260.399,11649.48,11502.0,11417.12,11250.0
0.01,0.01,1602806400,0.01,0.01,212339.085,11538.92,11318.92,11502.0,11175.0
0.01,0.01,1602892800,0.01,0.01,95892.966,11424.09,11356.25,11319.51,11250.0
0.01,0.01,1602979200,0.01,0.01,92472.191,11529.93,11501.1,11356.25,11342.54
0.01,0.01,1603065600,0.01,0.01,230161.648,11830.0,11745.0,11501.5,11404.01
0.003597,0.01,1603152000,0.005701,0.01,312811.802,12045.78,11900.03,11744.99,11673.0
-0.007534,0.002389,1603238400,0.01,0.01,591963.069,13240.0,12796.07,11900.03,11876.0
0.01,0.01,1603324800,0.01,0.01,343851.666,13188.27,12968.87,12796.06,12675.5
0.01,0.01,1603411200,0.01,0.01,237042.526,13043.0,12925.82,12970.39,12725.04
0.01,0.01,1603497600,0.01,0.01,176146.631,13177.59,13110.88,12925.82,12871.07
0.01,0.01,1603584000,0.01,0.01,206012.652,13369.0,13023.81,13110.88,12715.0
0.009771,0.01,1603670400,0.01,0.01,316503.296,13240.0,13047.24,13024.21,12729.0
0.003825,0.009363,1603756800,0.003973,0.01,411509.506,13787.83,13629.38,13047.24,13041.3
-0.023567,0.003738,1603843200,-0.023567,0.01,476993.789,13863.0,13256.17,13629.89,12876.0
-0.031366,-0.026049,1603929600,-0.031366,-0.026049,355352.336,13637.22,13446.65,13255.79,12965.0
-0.023909,-0.002751,1604016000,-0.023909,-0.002751,349890.573,13665.65,13549.12,13446.65,13100.0
-0.024694,-0.024694,1604102400,-0.00796,0.008244,357853.23,14140.0,13783.73,13549.12,13403.36
-0.007944,-0.006441,1604188800,0.01,0.01,198395.231,13891.52,13752.86,13783.73,13605.9
-0.013539,0.007941,1604275200,-0.013539,0.01,327991.768,13823.75,13540.54,13752.87,13195.0
-0.020699,-0.017064,1604361600,-0.018495,0.00461,348730.51,14070.0,14016.55,13541.55,13276.33
-0.023791,-0.007816,1604448000,0.01,0.01,451433.42,14280.0,14134.31,14016.55,13512.0
0.006052,0.01,1604534400,0.01,0.01,717489.697,15777.0,15598.75,14134.32,14088.01
0.01,0.01,1604620800,0.022459,0.050977,559380.06,15984.2,15590.96,15598.74,15177.0
0.01,0.024948,1604707200,0.01,0.04438,457582.681,15774.0,14824.34,15590.95,14350.0
0.01,0.01,1604793600,0.01,0.01,290616.393,15678.0,15473.2,14824.33,14710.0
0.01,0.01,1604880000,0.01,0.01,474181.983,15869.0,15328.72,15473.2,14822.0
0.01,0.01,1604966400,0.01,0.01,244073.495,15474.17,15294.68,15328.72,15071.0
0.01,0.01,1605052800,0.010823,0.019557,330772.852,16000.0,15690.24,15294.68,15274.89
0.01,0.01,1605139200,0.01,0.01,471759.126,16345.0,16289.02,15690.24,15437.7
0.01,0.01,1605225600,0.01,0.01,306656.359,16479.99,16320.54,16289.01,15955.6
0.003787,0.01,1605312000,0.01,0.01,266206.937,16326.82,16064.51,16320.54,15700.0
0.01,0.01,1605398400,0.01,0.01,210318.453,16161.23,15952.27,16064.51,15768.0
0.01,0.01,1605484800,0.01,0.01,342459.329,16882.0,16707.07,15951.93,15862.0
0.01,0.01,1605571200,0.022649,0.022649,524094.697,17890.1,17670.01,16707.0,16550.0
0.01,0.021138,1605657600,0.01,0.066689,732937.097,18520.0,17788.32,17670.01,17215.03
0.01,0.01,1605744000,0.043788,0.060202,406500.977,18200.0,17811.68,17788.32,17347.27
0.01,0.03665,1605830400,0.01,0.047552,407926.802,18831.6,18664.31,17811.68,17748.92
0.01,0.01,1605916800,0.084876,0.093435,342412.49,18986.0,18721.99,18662.85,18302.08
0.058853,0.080363,1606003200,0.09515,0.110315,373779.417,18780.0,18435.2,18721.99,17645.98
0.0561,0.101151,1606089600,0.0561,0.119041,364221.378,18812.65,18382.07,18434.17,18013.97
0.049396,0.050801,1606176000,0.088226,0.126602,477968.289,19440.0,19179.64,18382.07,18000.0
0.032387,0.084327,1606262400,0.034143,0.084327,426276.99,19554.19,18741.67,19178.53,18509.12
0.01,0.035389,1606348800,0.018597,0.046061,850692.856,18940.69,17155.34,18741.66,16181.0
0.01,0.010773,1606435200,0.01,0.010773,398072.933,17465.0,17144.1,17155.37,16444.83
0.01,0.01,1606521600,0.01,0.01,268833.749,17880.0,17717.74,17144.11,16865.78
0.01,0.01,1606608000,0.01,0.01,256024.006,18343.0,18181.09,17717.74,17523.0
0.009156,0.01,1606694400,0.04735,0.091434,500482.574,19944.0,19720.0,18180.43,18178.82
0.01,0.045755,1606780800,0.01,0.078271,553885.333,19956.0,18772.7,19722.09,18050.0
0.01,0.01,1606867200,0.01,0.01,335717.482,19365.0,19207.01,18770.33,18329.58
0.01,0.01,1606953600,0.014258,0.030626,245020.576,19640.0,19434.3,19207.01,18865.0
0.01,0.012731,1607040000,0.01,0.012731,276271.939,19537.16,18664.2,19432.66,18570.0
0.01,0.01,1607126400,0.01,0.023852,165912.647,19203.46,19147.62,18662.72,18510.0
0.01,0.01,1607212800,0.01,0.01,176004.606,19449.1,19375.02,19147.63,18855.35
0.01,0.01,1607299200,0.01,0.01,169402.371,19446.36,19172.88,19375.0,18908.66
0.01,0.01,1607385600,0.01,0.01,280714.132,19319.38,18319.32,19172.87,18133.33
0.01,0.01,1607472000,0.01,0.01,353123.689,18639.7,18537.98,18319.33,17650.0
0.01,0.01,1607558400,0.01,0.01,233960.241,18550.0,18253.51,18537.97,17916.0
0.009754,0.01,1607644800,0.009754,0.01,317866.07,18290.44,18031.47,18254.0,17555.0
-0.002119,0.01,1607731200,0.01,0.01,196962.282,18950.0,18800.0,18031.71,18012.21
0.004685,0.01,1607817600,0.01,0.01,239760.089,19432.0,19175.07,18800.0,18705.46
0.01,0.01,1607904000,0.01,0.01,181555.823,19355.35,19270.7,19175.06,19004.72
0.01,0.01,1607990400,0.01,0.01,248744.054,19598.0,19424.91,19270.71,19039.64
0.01,0.01,1608076800,0.01,0.046466,459302.012,21600.0,21346.8,19424.9,19274.55
0.01,0.01,1608163200,0.031104,0.098447,823435.821,23888.04,22816.99,21346.81,21231.5
0.01,0.028594,1608249600,0.01,0.067871,305997.222,23330.0,23124.35,22816.99,22363.94
0.01,0.01,1608336000,0.087522,0.111152,337535.438,24281.61,23847.28,23124.35,22735.81
0.037484,0.078569,1608422400,0.054883,0.078569,322289.774,24376.0,23472.96,23847.28,23076.25
0.01,0.042034,1608508800,0.01,0.042034,476456.589,24145.0,22730.1,23472.96,21920.0
0.01,0.01,1608595200,0.01,0.029158,326124.313,23850.0,23826.99,22736.05,22387.0
0.01,0.011348,1608681600,0.01,0.014238,394754.939,24235.42,23238.27,23826.74,22572.52
0.01,0.01,1608768000,0.025154,0.037104,237754.257,23819.81,23737.44,23237.73,22700.0
0.01,0.018651,1608854400,0.01,0.050059,284523.431,24827.64,24730.0,23738.75,23450.0
0.01,0.01,1608940800,0.021419,0.026449,367265.555,26926.0,26508.83,24729.99,24507.24
0.011475,0.019983,1609027200,0.054354,0.086215,540264.148,28459.84,26305.64,26508.84,25850.0
0.016529,0.04362,1609113600,0.040294,0.078515,267563.468,27538.82,27102.66,26301.76,26117.1
0.023942,0.037686,1609200000,0.04514,0.056852,260759.449,27441.73,27402.83,27101.45,25913.01
0.046795,0.049104,1609286400,0.051567,0.08262,374737.655,29063.72,28906.99,27402.83,27401.0
0.01,0.053241,1609372800,0.022005,0.077256,313648.835,29376.7,28951.68,28906.99,27848.0
0.01,0.022763,1609459200,0.01,0.044983,210716.398,29668.86,29337.16,28948.19,28627.12
0.01,0.01,1609545600,0.147133,0.172593,545541.08,33480.0,32199.91,29337.15,28958.24
0.055563,0.124586,1609632000,0.157305,0.157305,487486.989,34832.25,33054.53,32198.41,32000.02
0.03933,0.164252,1609718400,0.074112,0.273325,506128.023,33653.56,32031.07,33053.93,27800.0
0.036015,0.088095,1609804800,0.124365,0.124365,433720.833,34500.0,33999.52,32029.55,29900.0
0.081694,0.127246,1609891200,0.098782,0.210008,444019.83,37037.51,36823.68,33999.51,33356.46
0.098422,0.100145,1609977600,0.213726,0.213726,520147.908,40565.62,39498.92,36825.77,36337.36
0.066244,0.213859,1610064000,0.066244,0.213859,518080.826,42125.51,40637.23,39498.32,36539.77
0.063038,0.063038,1610150400,0.166648,0.166648,260882.805,41539.88,40136.04,40638.91,38733.28
0.052996,0.146054,1610236800,0.088241,0.18201,436759.048,41412.12,38221.67,40136.05,35268.0
0.046863,0.086563,1610323200,0.046863,0.094212,906275.651,38322.18,35408.46,38200.01,30448.0
0.025522,0.033892,1610409600,0.027881,0.064319,449065.693,36693.44,34056.9,35406.92,32600.0
0.01,0.014963,1610496000,0.08755,0.08755,398188.088,37880.0,37421.07,34065.53,32420.0
0.036137,0.078311,1610582400,0.057227,0.104044,353142.386,40189.39,39163.31,37416.34,36764.33
0.020566,0.055903,1610668800,0.020566,0.11791,437610.113,39790.0,36755.24,39163.31,34478.0
0.01,0.01,1610755200,0.04058,0.070749,301102.477,38000.0,36025.66,36755.25,35366.0
0.01,0.033223,1610841600,0.051186,0.051186,287686.129,36898.0,35869.83,36025.65,33863.5
0.046657,0.055285,1610928000,0.056447,0.112058,253386.703,37547.94,36686.86,35875.72,34808.47
0.061452,0.061452,1611014400,0.093061,0.214907,257889.419,37961.0,35891.03,36690.0,35850.0
0.01,0.088658,1611100800,0.036559,0.088803,329192.419,36461.44,35500.0,35891.74,33403.0
0.01261,0.042018,1611187200,0.01261,0.060064,550562.277,35636.17,30879.97,35499.23,30069.9
0.01,0.01,1611273600,0.01,0.012979,453568.538,33831.52,32986.34,30875.77,28880.0
0.01,0.01,1611360000,0.01,0.01304,256776.411,33495.0,32086.48,32990.08,31405.0
0.01,0.01,1611446400,0.01,0.066693,212107.044,33125.75,32275.63,32086.48,30914.2
0.01,0.01,1611532800,0.039003,0.077051,316687.524,34880.0,32253.68,32274.88,31921.47
0.01,0.013916,1611619200,0.01,0.013916,346861.707,32950.0,32474.14,32253.68,30810.0
0.01,0.01,1611705600,0.01,0.01,431022.839,32562.2,30381.04,32474.81,29240.0
0.01,0.01,1611792000,0.01,0.033577,311528.373,33778.95,33399.75,30382.96,29843.33
0.01,0.01,1611878400,0.058497,0.201023,713579.785,38641.1,34269.35,33399.99,31960.0
0.025348,0.039624,1611964800,0.058473,0.059098,267861.872,34988.88,34289.85,34267.04,32849.06
0.015692,0.055157,1612051200,0.015692,0.055157,211293.891,34393.22,33126.21,34284.76,32193.04
0.013827,0.013827,1612137600,0.038449,0.072212,240632.325,34720.0,33546.09,33125.11,32322.47
0.036844,0.036844,1612224000,0.08427,0.135958,239856.23,36041.0,35504.06,33546.08,33450.0
0.026763,0.077471,1612310400,0.026763,0.10581,240308.078,37700.0,37652.51,35504.07,35410.0
0.02899,0.02899,1612396800,0.054032,0.101789,306715.022,38833.0,36976.93,37651.92,36233.0
0.032935,0.056552,1612483200,0.032935,0.105115,196277.444,38411.82,38362.65,36975.19,36586.68
0.034782,0.034782,1612569600,0.158015,0.158015,310826.315,40992.4,39249.54,38357.17,38269.0
0.060013,0.15578,1612656000,0.065491,0.15578,296721.925,39757.87,38849.25,39249.53,37403.27
0.057955,0.059327,1612742400,0.138871,0.258663,440167.093,47146.0,46451.32,38849.24,38037.0
0.129088,0.131401,1612828800,0.129088,0.273538,381477.426,48266.36,46492.54,46451.32,45057.65
0.079522,0.124313,1612915200,0.079522,0.241701,334979.017,47475.0,44850.0,46492.53,43770.0
0.076305,0.07686,1613001600,0.138335,0.193386,330540.045,48810.0,48060.21,44850.0,44038.97
0.105852,0.128893,1613088000,0.136212,0.156617,259186.288,49278.98,47361.03,48060.21,46121.0
0.073876,0.140241,1613174400,0.081089,0.17443,199965.397,48290.0,47221.62,47364.0,46252.1
0.085014,0.085014,1613260800,0.124282,0.162715,241935.666,49875.16,48655.21,47221.63,47093.16
0.037104,0.117978,1613347200,0.098405,0.117978,248960.404,49100.0,47981.58,48655.21,45349.21
0.094208,0.099584,1613433600,0.105619,0.156661,343592.011,50953.44,49197.94,47981.6,47101.02
0.093526,0.104137,1613520000,0.135304,0.147248,312007.458,52800.0,52194.62,49197.93,49029.62
0.093851,0.132396,1613606400,0.093851,0.163985,185489.89,52640.0,51619.7,52194.62,50948.0
0.084417,0.091381,1613692800,0.164993,0.164993,257911.872,56582.0,56004.1,51612.46,50800.0
0.106405,0.15652,1613779200,0.106405,0.15652,240296.308,57699.0,55917.41,56005.85,53905.0
0.099112,0.100581,1613865600,0.129917,0.135979,196820.573,58472.14,57487.43,55908.45,55564.5
0.029128,0.11727,1613952000,0.029128,0.117584,480660.187,57591.87,54121.1,57475.5,47751.42
0.01,0.025048,1614038400,0.01,0.051997,748737.462,54260.12,48930.0,54125.55,44893.82
0.01,0.01,1614124800,0.026677,0.05891,333415.219,51435.58,49702.03,48930.01,47000.0
0.01,0.0178,1614211200,0.011224,0.0343,349943.016,52134.96,47089.37,49702.05,46685.43
0.01,0.01,1614297600,0.033521,0.033521,440670.32,48438.01,46313.13,47087.97,44100.0
0.01,0.030285,1614384000,0.01,0.056992,256027.074,48476.05,46102.63,46313.12,44926.77
0.01,0.01,1614470400,0.020939,0.039855,370358.825,46678.0,45163.36,46097.09,43002.05
0.01,0.016973,1614556800,0.01,0.016973,315659.931,49800.0,49592.7,45162.64,44972.49
0.01,0.01,1614643200,0.01,0.060005,273100.435,50221.77,48450.57,49594.99,47058.06
0.01,0.01,1614729600,0.01,0.046082,350311.234,52681.51,50373.75,48454.21,48110.66
0.01,0.01,1614816000,0.01,0.01,387428.957,51800.0,48385.77,50373.75,47500.0
0.01,0.01,1614902400,0.01,0.01,354602.756,49470.0,48770.57,48385.77,46320.0
0.01,0.01,1614988800,0.01,0.01,215092.91,49253.63,48908.21,48772.68,47090.0
0.01,0.01,1615075200,0.011082,0.018806,248398.116,51480.0,50995.27,48908.21,48908.21
0.01,0.01,1615161600,0.065379,0.065379,308339.866,52450.0,52429.43,50991.35,49310.0
0.027537,0.072398,1615248000,0.027537,0.074119,285604.798,54950.0,54917.78,52429.43,51880.0
0.024355,0.024355,1615334400,0.088031,0.088031,401159.493,57500.92,55947.98,54917.78,53061.0
0.080177,0.095845,1615420800,0.10303,0.111738,364681.318,58283.0,57844.52,55949.3,54356.44
0.043877,0.102098,1615507200,0.043877,0.102098,335495.042,58186.33,57291.03,57842.64,55074.3
0.028985,0.047802,1615593600,0.083283,0.099771,320322.173,61950.0,61267.41,57291.04,56136.0
0.071368,0.081928,1615680000,0.087216,0.127629,231991.901,61798.0,59037.12,61267.41,59005.0
0.013727,0.082219,1615766400,0.018805,0.120881,448820.83,60740.0,55646.61,59037.11,54517.28
0.020575,0.022699,1615852800,0.040885,0.048016,339718.202,56988.0,56954.19,55646.61,53335.0
0.017037,0.035358,1615939200,0.025746,0.035358,339397.712,59078.79,58959.0,56953.23,54154.93
0.023628,0.030213,1616025600,0.033479,0.05027,305100.026,60510.0,57700.01,58959.01,57072.0
0.01,0.03199,1616112000,0.045461,0.045461,259039.479,59550.0,58089.11,57700.01,56301.27
0.035719,0.049248,1616198400,0.036024,0.078333,203680.149,59948.0,58145.61,58089.11,57881.0
0.01,0.031351,1616284800,0.045601,0.045601,237518.696,58638.7,57415.18,58144.44,55403.55
0.033018,0.051776,1616371200,0.033018,0.068029,293062.947,58500.0,54129.56,57415.19,53635.81
0.01,0.024288,1616457600,0.054163,0.059797,276199.041,55890.68,54400.0,54129.56,52981.4
0.01,0.053492,1616544000,0.025243,0.059471,394172.526,57234.79,52311.54,54400.0,51666.0
0.01,0.012119,1616630400,0.014487,0.016765,416848.091,53255.2,51325.21,52307.89,50452.08
0.01,0.016102,1616716800,0.01,0.016102,271957.842,55123.0,55030.0,51325.21,51260.0
0.01,0.01,1616803200,0.01,0.01,234435.346,56658.76,55828.0,55030.0,54001.0
0.01,0.01,1616889600,0.01,0.01,200603.768,56588.31,55805.08,55828.0,54694.91
0.01,0.01,1616976000,0.033884,0.035675,277215.268,58490.11,57677.64,55804.16,54931.15
0.022975,0.032026,1617062400,0.081159,0.093152,232824.065,59560.0,58794.16,57676.14,57110.0
0.058463,0.080901,1617148800,0.11167,0.11167,337038.349,59920.0,58807.24,58794.17,56812.0
0.046032,0.109435,1617235200,0.068605,0.111438,196332.114,59592.22,58794.01,58810.99,58002.0
0.065969,0.071067,1617321600,0.065969,0.115078,189391.958,60397.85,59031.36,58797.56,58490.03
0.056613,0.06325,1617408000,0.056613,0.110468,198636.171,59925.0,57134.65,59028.99,56900.0
0.025913,0.052012,1617494400,0.047657,0.067458,152454.122,58553.0,58234.61,57134.65,56517.23
0.020204,0.039609,1617580800,0.097496,0.098418,174338.646,59385.0,59243.39,58234.61,56808.94
0.057799,0.097031,1617667200,0.058079,0.103526,165562.029,59626.18,58059.99,59243.4,57500.0
0.04817,0.057609,1617753600,0.04817,0.075606,265271.707,58720.0,56018.18,58060.0,55536.07
0.01,0.040757,1617840000,0.017275,0.053221,161389.858,58200.0,58122.26,56018.17,55759.13
0.01,0.019611,1617926400,0.01,0.033893,141690.144,58950.0,58176.03,58122.93,57700.0
0.011571,0.013002,1618012800,0.125777,0.153432,240907.592,61800.0,59832.43,58176.04,57943.95
0.086011,0.119755,1618099200,0.113235,0.119755,148499.824,60816.88,60090.2,59832.43,59304.02
0.089424,0.106154,1618185600,0.103539,0.140623,196147.561,61449.91,59911.18,60093.26,59500.0
0.068453,0.094343,1618272000,0.135637,0.15386,279389.492,63850.0,63649.71,59911.19,59873.01
0.085289,0.12267,1618358400,0.099605,0.12267,323454.88,64986.11,63019.1,63645.05,61404.0
0.069912,0.10481,1618444800,0.112472,0.115473,178604.198,63905.83,63232.55,63018.34,62157.89
0.104248,0.110537,1618531200,0.124331,0.147118,255765.893,63600.0,61424.67,63232.56,60100.0
0.046939,0.115706,1618617600,0.081924,0.115706,194112.299,62610.0,60090.14,61424.67,59620.0
0.01,0.087454,1618704000,0.01,0.092265,522006.276,60450.0,56140.05,60090.14,50050.0
0.01,0.01,1618790400,0.027407,0.038124,285041.716,57532.7,55634.39,56140.05,54200.0
0.01,0.01,1618876800,0.01,0.01,324494.085,57060.0,56410.56,55634.38,53330.82
0.01,0.01,1618963200,0.01,0.01,252601.972,56756.78,53800.0,56411.25,53610.0
0.01,0.01,1619049600,0.01,0.01,453489.185,55470.51,51714.61,53794.72,50534.34
0.01,0.01,1619136000,0.012579,0.052622,554666.026,52152.0,51122.62,51714.62,47546.16
0.01,0.01,1619222400,0.021246,0.036998,299663.131,51183.51,50092.4,51122.63,48690.0
0.01,0.016903,1619308800,0.01,0.045717,310306.501,50577.9,49063.94,50094.27,46930.43
0.01,0.01,1619395200,0.01,0.01,390494.148,54364.89,53984.33,49063.94,48763.0
0.01,0.01,1619481600,0.01,0.01,225440.361,55500.0,55006.25,53984.34,53225.14
0.01,0.01,1619568000,0.01,0.01,263170.559,56574.13,54861.77,55006.25,53852.0
0.01,0.01,1619654400,0.01,0.01,257045.19,55222.02,53558.8,54861.76,52350.0
0.01,0.01,1619740800,0.01,0.033362,294683.751,57935.0,57684.16,53558.57,53043.62
0.01,0.01,1619827200,0.032955,0.042101,207854.398,58488.17,57836.34,57688.29,57051.23
0.015819,0.032564,1619913600,0.046128,0.057247,203712.515,57959.97,56630.33,57836.35,56100.0
0.031101,0.04529,1620000000,0.06524,0.065863,271733.972,59056.59,57214.83,56630.34,56500.65
0.011826,0.06734,1620086400,0.059822,0.070375,388988.754,57253.76,53263.32,57214.84,53094.59
0.026791,0.066377,1620172800,0.04477,0.080743,317811.705,57940.0,57497.77,53263.32,52880.38
0.01,0.012187,1620259200,0.088858,0.088858,275471.204,58450.0,56435.35,57497.76,55297.91
0.023982,0.093495,1620345600,0.023982,0.099182,256159.504,58800.0,57350.88,56435.35,55300.0
0.01331,0.017273,1620432000,0.040697,0.064402,264906.729,59590.96,58924.98,57350.89,56961.25
