start_time,datetime,tokens_transferred_mean,tokens_transferred_mean_usd,tokens_transferred_median,tokens_transferred_median_usd,tokens_transferred_total,tokens_transferred_total_usd
2021-01-01 00:00:00,2021-01-01 00:00:00,12.231322695362378,8988.795531704971,0.2,146.97994249,269480.5016242239,198041143.1545239
2021-01-01 01:00:00,2021-01-01 01:00:00,6.619679783334194,4957.668483290624,0.2,149.785749328,159382.03014333738,119365784.07218836
2021-01-01 02:00:00,2021-01-01 02:00:00,5.34166520190851,3980.4706862514577,0.19,141.5830835144,139486.90341743693,103942031.03008433
2021-01-01 03:00:00,2021-01-01 03:00:00,4.289176071064884,3199.966711503296,0.1196344185163212,89.25400833620618,123493.95743810016,92133441.5576029
2021-01-01 04:00:00,2021-01-01 04:00:00,2.423267206390535,1801.277312849689,0.05,37.166295737,74539.69926857286,55407290.14325643
2021-01-01 05:00:00,2021-01-01 05:00:00,13.808002252515209,10240.909885443669,0.05234984480739094,38.82603966781626,367928.0280205203,272879284.807532
2021-01-01 06:00:00,2021-01-01 06:00:00,5.710850196023592,4230.547228909012,0.10837510986651804,80.28332122032319,120887.27694942738,89552223.74154596
2021-01-01 07:00:00,2021-01-01 07:00:00,5.222834804575716,3855.8167562091553,0.1746168468944709,128.91285850784348,135919.05295427845,100343775.26358706
2021-01-01 08:00:00,2021-01-01 08:00:00,8.016006323058948,5857.30389141562,0.11217812,81.96866523390547,223221.7280782225,163108341.46425077
2021-01-01 09:00:00,2021-01-01 09:00:00,5.167017390736721,3795.532534433968,0.11113044981096892,81.63302074036042,132937.02342887435,97651461.04591712
2021-01-01 10:00:00,2021-01-01 10:00:00,6.671841878438153,4921.3815882658355,0.115,84.82798198195,167409.85641377015,123487306.81276636
2021-01-01 11:00:00,2021-01-01 11:00:00,6.983025147490527,5168.449749229099,0.15253229724607,112.895986596024,186593.41496609437,138106145.74915075
2021-01-01 12:00:00,2021-01-01 12:00:00,5.478046310268214,4019.771372996753,0.15664737112285318,114.9472973447742,148931.64503726191,109285524.31766272
2021-01-01 13:00:00,2021-01-01 13:00:00,6.921480976083089,5131.9241380456815,0.19254402,142.76154298318028,188132.77441091443,139490829.99621966
2021-01-01 14:00:00,2021-01-01 14:00:00,15.51233023600339,11468.806021341234,0.18864148271459744,139.46921835189846,434003.9753429028,320874254.865085
2021-01-01 15:00:00,2021-01-01 15:00:00,6.662325521639994,4907.583639061466,0.14,103.1264094252,190902.2754970724,140621901.59366724
2021-01-01 16:00:00,2021-01-01 16:00:00,5.332016823647951,3931.59460378942,0.190162945,140.21778871492694,156425.37755535994,115341190.8913702
2021-01-01 17:00:00,2021-01-01 17:00:00,19.51376844101767,14232.94986374195,0.19030919028107976,138.80769222342346,486927.063908714,355154797.94995284
2021-01-01 18:00:00,2021-01-01 18:00:00,6.853985252727632,4973.330034262022,0.2,145.12228582,215770.3097411186,156565402.80860272
2021-01-01 19:00:00,2021-01-01 19:00:00,4.826434369932495,3508.515972286758,0.1,72.693746633,148586.60851274178,108013172.72282012
2021-01-01 20:00:00,2021-01-01 20:00:00,8.033421766041421,5874.371267294178,0.17495198865023504,127.93215210326836,227538.63810135724,166385691.77484033
2021-01-01 21:00:00,2021-01-01 21:00:00,5.4741231920547,3994.277948582078,0.164,119.66511541396,146711.97567025802,107050643.29994828
2021-01-01 22:00:00,2021-01-01 22:00:00,5.464347620843478,3992.5545514138344,0.1425388642174806,104.14677662784112,131160.735943106,95833286.89758629
2021-01-01 23:00:00,2021-01-01 23:00:00,17.609510833496394,12865.628377587836,0.2,146.121360204,425639.48635644134,310975103.51467556
2021-01-02 00:00:00,2021-01-02 00:00:00,24.00524285525445,17294.118424466094,0.22913065,165.07279762460414,480921.0353621677,346470368.51575375
2021-01-02 01:00:00,2021-01-02 01:00:00,6.673930872523141,4877.4253085151695,0.19391731606919096,141.7181632865239,143849.90602636378,105128025.09973596
2021-01-02 02:00:00,2021-01-02 02:00:00,6.933085505466727,5071.159552798892,0.18395740664954172,134.554428804226,164681.58001135118,120455252.85763209
2021-01-02 03:00:00,2021-01-02 03:00:00,3.48238235643091,2548.5838814006675,0.13061046,95.58735343452824,90524.5293554215,66250437.99701035
2021-01-02 04:00:00,2021-01-02 04:00:00,3.575421582919805,2613.9154953701645,0.09450236713713343,69.08869236259065,95899.957697075,70110441.41681856
2021-01-02 05:00:00,2021-01-02 05:00:00,3.2309010644223264,2372.596572893331,0.1339438,98.36098181394804,74637.04548922017,54809353.43040884
2021-01-02 06:00:00,2021-01-02 06:00:00,6.402212368314943,4726.509296232597,0.100127137979618,73.9200484519991,137634.76149403464,101610496.85040838
2021-01-02 07:00:00,2021-01-02 07:00:00,13.068110408676016,9624.231097255117,0.166493546,122.6169899698466,364953.11938309507,268775901.85304356
2021-01-02 08:00:00,2021-01-02 08:00:00,3.856519991360164,2832.439719374211,0.1130898770936791,83.05940600772307,106193.13448209346,77994060.11268829
2021-01-02 09:00:00,2021-01-02 09:00:00,4.152742389985659,3014.2383201274693,0.106610249969361,77.3822863539402,111737.83948734411,81104110.47966981
2021-01-02 10:00:00,2021-01-02 10:00:00,4.968574516267848,3621.821795761876,0.1513685185466642,110.33945407671932,115802.56625065474,84413800.59382205
2021-01-02 11:00:00,2021-01-02 11:00:00,4.737832909146909,3462.4178470663487,0.15,109.620302577,121345.37646907064,88679445.89906332
2021-01-02 12:00:00,2021-01-02 12:00:00,11.079591521368885,8348.044829958008,0.26177544745059067,197.237701993354,239152.9829887474,180192547.6546436
