start_time,datetime,estimated_leverage_ratio
2021-01-18 04:00:00,2021-01-18 04:00:00,1.00668824
2021-01-18 05:00:00,2021-01-18 05:00:00,1.00103648
2021-01-18 06:00:00,2021-01-18 06:00:00,1.00873032
2021-01-18 07:00:00,2021-01-18 07:00:00,0.99318895
2021-01-18 08:00:00,2021-01-18 08:00:00,0.99206591
2021-01-18 09:00:00,2021-01-18 09:00:00,1.00090985
2021-01-18 10:00:00,2021-01-18 10:00:00,1.00318066
2021-01-18 11:00:00,2021-01-18 11:00:00,1.0087878
2021-01-18 12:00:00,2021-01-18 12:00:00,1.08141951
2021-01-18 13:00:00,2021-01-18 13:00:00,1.10416969
2021-01-18 14:00:00,2021-01-18 14:00:00,1.09047357
2021-01-18 15:00:00,2021-01-18 15:00:00,1.07892955
2021-01-18 16:00:00,2021-01-18 16:00:00,1.09627244
2021-01-18 17:00:00,2021-01-18 17:00:00,1.12188995
2021-01-18 18:00:00,2021-01-18 18:00:00,1.09573482
2021-01-18 19:00:00,2021-01-18 19:00:00,1.10033186
2021-01-18 20:00:00,2021-01-18 20:00:00,1.1091919
2021-01-18 21:00:00,2021-01-18 21:00:00,1.09577941
2021-01-18 22:00:00,2021-01-18 22:00:00,1.07922767
2021-01-18 23:00:00,2021-01-18 23:00:00,1.05187938
2021-01-19 00:00:00,2021-01-19 00:00:00,1.06303521
2021-01-19 01:00:00,2021-01-19 01:00:00,1.0299889
