o,h,l,t,c,open,close,high,volume,low
0.01,0.01,0.01,1595376000,0.01,9388.0,9518.25,9543.0,126598.902,9272.0
0.01,0.01,0.01,1595462400,0.01,9518.25,9604.41,9678.32,166990.147,9439.86
0.01,0.01,0.01,1595548800,0.01,9604.41,9539.7,9650.0,133975.068,9470.0
0.01,0.01,0.01,1595635200,0.01,9539.7,9701.49,9735.1,133377.589,9526.31
0.01,0.070115,0.01,1595721600,0.050774,9701.54,9939.69,10300.0,261998.786,9655.2
0.047138,0.10396,0.047138,1595808000,0.062657,9939.68,11047.58,11488.0,744752.4,9928.61
0.139155,0.186543,0.090405,1595894400,0.090405,11047.58,10919.94,11270.0,499486.679,10580.0
0.083655,0.083655,0.055147,1595980800,0.061433,10919.94,11113.03,11364.8,356188.761,10844.34
0.061684,0.087761,0.061684,1596067200,0.087761,11113.01,11111.96,11195.52,230327.988,10826.55
0.08274,0.08274,0.030782,1596153600,0.030782,11111.97,11343.68,11450.42,307399.731,10971.78
0.028014,0.11581,0.020132,1596240000,0.110454,11343.67,11811.42,11887.45,386322.642,11201.0
0.095912,0.095912,0.024752,1596326400,0.025553,11811.43,11079.72,12154.25,492803.351,10490.0
0.025859,0.055653,0.024934,1596412800,0.03614,11080.7,11227.07,11483.0,238654.591,10923.0
0.031314,0.043668,0.017428,1596499200,0.017428,11227.07,11200.05,11427.38,200044.934,11025.0
0.013862,0.039291,0.01,1596585600,0.039291,11200.06,11752.5,11798.56,263510.011,11103.0
0.038865,0.042478,0.034542,1596672000,0.034542,11752.5,11770.56,11916.02,236459.595,11571.78
0.031833,0.031833,0.01,1596758400,0.01,11769.97,11596.06,11920.0,273935.127,11318.93
0.01,0.01,0.01,1596844800,0.01,11596.26,11765.72,11819.0,154707.303,11513.69
0.01,0.023643,0.01,1596931200,0.01,11765.72,11685.99,11811.0,125463.463,11526.9
0.01,0.140816,0.01,1597017600,0.019972,11685.99,11896.89,12100.0,290418.014,11384.9
0.013633,0.070469,0.01,1597104000,0.01,11896.86,11392.64,11944.0,336861.638,11127.0
0.01,0.01,0.01,1597190400,0.01,11392.64,11568.36,11630.0,213799.491,11140.0
0.01,0.014718,0.01,1597276800,0.014496,11568.37,11790.0,11798.0,248214.725,11272.0
0.017407,0.044052,0.01,1597363200,0.01,11790.0,11767.89,11868.42,159019.959,11644.6
0.01,0.037028,0.01,1597449600,0.019839,11767.89,11859.04,11993.58,222262.987,11682.0
0.01564,0.060036,0.01,1597536000,0.023686,11858.91,11921.23,11945.0,165733.721,11688.0
0.026082,0.180724,0.026082,1597622400,0.14086,11921.32,12298.06,12499.42,331435.112,11780.0
0.120684,0.120684,0.077258,1597708800,0.082692,12298.06,11960.79,12403.0,291349.888,11810.0
0.077287,0.079658,0.022795,1597795200,0.025481,11962.03,11763.87,12037.05,313267.066,11574.78
0.024219,0.024219,0.01,1597881600,0.01,11763.88,11857.92,11888.0,130981.044,11676.03
0.01,0.012744,0.01,1597968000,0.01,11858.53,11538.53,11882.68,195106.536,11491.0
0.01,0.01,0.01,1598054400,0.01,11538.53,11670.47,11689.08,126696.73,11385.06
0.01,0.01,0.01,1598140800,0.01,11670.48,11654.0,11724.0,95608.033,11522.15
0.01,0.01,0.01,1598227200,0.01,11654.0,11753.3,11831.96,108781.125,11595.0
0.01,0.06272,0.01,1598313600,0.031118,11753.29,11327.17,11770.0,267234.771,11130.0
0.023706,0.023706,0.01,1598400000,0.01,11327.18,11466.22,11548.68,170305.024,11255.95
0.01,0.01,0.01,1598486400,0.01,11466.22,11335.53,11593.0,253778.342,11130.82
0.01,0.01,0.01,1598572800,0.01,11335.83,11526.85,11544.88,129477.627,11283.19
0.01,0.01,0.01,1598659200,0.01,11526.85,11466.66,11582.0,83715.229,11419.34
0.01,0.01,0.01,1598745600,0.01,11466.27,11714.14,11724.12,113266.672,11457.88
0.01,0.024382,0.01,1598832000,0.011255,11714.13,11658.11,11784.21,127272.378,11575.78
0.01,0.052217,0.01,1598918400,0.038309,11658.11,11930.18,12061.07,211680.828,11531.34
0.032642,0.067206,0.019495,1599004800,0.029287,11930.17,11396.96,11961.0,280411.964,11156.0
0.021394,0.034362,0.01,1599091200,0.016782,11396.44,10141.08,11475.0,487812.737,9901.16
0.01,0.01,0.01,1599177600,0.01,10141.4,10448.0,10635.77,432563.841,9878.65
0.01,0.01,0.01,1599264000,0.01,10448.0,10168.71,10567.87,399307.282,9808.58
0.01,0.01,0.01,1599350400,0.01,10168.23,10258.13,10348.97,190207.654,10003.0
0.01,0.01,0.01,1599436800,0.01,10258.13,10378.76,10420.55,258476.949,9879.68
0.01,0.01,0.01,1599523200,0.01,10379.3,10129.02,10443.79,317802.322,9842.01
0.01,0.01,0.01,1599609600,0.01,10130.0,10219.29,10346.0,151222.689,9981.13
0.01,0.01,0.01,1599696000,0.01,10219.29,10335.91,10484.6,187667.873,10211.67
0.01,0.01,0.01,1599782400,0.01,10335.91,10387.81,10397.85,135929.303,10200.8
0.01,0.01,0.01,1599868800,0.01,10387.81,10438.28,10477.7,97429.037,10271.0
0.01,0.01,0.01,1599955200,0.01,10438.29,10327.72,10580.0,159021.843,10209.01
0.01,0.01,-0.02383,1600041600,-0.02383,10327.72,10664.1,10746.06,205260.236,10241.57
-0.022352,0.001506,-0.023273,1600128000,-0.01005,10664.1,10776.78,10923.42,247657.23,10592.0
-0.01116,0.001445,-0.01116,1600214400,0.000797,10776.88,10948.17,11089.08,252881.019,10661.9
-0.00053,0.009015,-0.001444,1600300800,0.009015,10948.16,10935.33,11040.0,186484.361,10740.0
0.009425,0.01,-0.011363,1600387200,-0.011363,10935.97,10926.29,11035.0,136028.351,10810.1
-0.011553,-0.003257,-0.013225,1600473600,-0.007197,10926.3,11073.74,11177.0,126239.232,10880.0
-0.006467,-0.003839,-0.016507,1600560000,-0.010017,11073.2,10914.28,11073.9,150450.562,10751.0
-0.00762,0.01,-0.012098,1600646400,0.01,10915.52,10414.73,10980.69,333047.145,10281.0
0.01,0.01,0.007663,1600732800,0.007663,10414.73,10523.32,10574.08,179900.686,10353.1
0.004413,0.004413,-0.006246,1600819200,0.002185,10523.32,10237.91,10531.94,203027.542,10132.21
0.003818,0.007172,-0.022785,1600905600,-0.022785,10237.91,10724.92,10837.27,241646.573,10191.0
-0.021337,0.01,-0.021337,1600992000,0.01,10724.91,10683.51,10754.29,170930.773,10551.56
0.01,0.01,0.01,1601078400,0.01,10683.5,10726.5,10827.8,109340.491,10642.23
0.01,0.01,0.01,1601164800,0.01,10726.5,10768.0,10793.5,123440.716,10584.0
0.01,0.01,0.01,1601251200,0.01,10768.0,10691.45,11024.0,187105.377,10627.19
0.01,0.01,0.01,1601337600,0.01,10691.94,10836.98,10863.94,146888.319,10631.49
0.01,0.01,0.00838,1601424000,0.008512,10836.99,10773.0,10845.99,132834.116,10660.05
0.007464,0.01,0.001706,1601510400,0.001706,10773.0,10612.63,10935.14,253619.622,10442.0
-0.00016,0.01,-0.005137,1601596800,0.01,10612.62,10565.15,10660.0,224747.037,10371.03
