o,h,l,t,c,open,close,high,volume,low
0.051776,0.068029,0.033018,1616371200,0.033018,57415.19,54129.56,58500.0,293062.947,53635.81
0.024288,0.059797,0.01,1616457600,0.054163,54129.56,54400.0,55890.68,276199.041,52981.4
0.053492,0.059471,0.01,1616544000,0.025243,54400.0,52311.54,57234.79,394172.526,51666.0
0.012119,0.016765,0.01,1616630400,0.014487,52307.89,51325.21,53255.2,416848.091,50452.08
0.016102,0.016102,0.01,1616716800,0.01,51325.21,55030.0,55123.0,271957.842,51260.0
0.01,0.01,0.01,1616803200,0.01,55030.0,55828.0,56658.76,234435.346,54001.0
0.01,0.01,0.01,1616889600,0.01,55828.0,55805.08,56588.31,200603.768,54694.91
0.01,0.035675,0.01,1616976000,0.033884,55804.16,57677.64,58490.11,277215.268,54931.15
0.032026,0.093152,0.022975,1617062400,0.081159,57676.14,58794.16,59560.0,232824.065,57110.0
0.080901,0.11167,0.058463,1617148800,0.11167,58794.17,58807.24,59920.0,337038.349,56812.0
0.109435,0.111438,0.046032,1617235200,0.068605,58810.99,58794.01,59592.22,196332.114,58002.0
0.071067,0.115078,0.065969,1617321600,0.065969,58797.56,59031.36,60397.85,189391.958,58490.03
0.06325,0.110468,0.056613,1617408000,0.056613,59028.99,57134.65,59925.0,198636.171,56900.0
0.052012,0.067458,0.025913,1617494400,0.047657,57134.65,58234.61,58553.0,152454.122,56517.23
0.039609,0.098418,0.020204,1617580800,0.097496,58234.61,59243.39,59385.0,174338.646,56808.94
0.097031,0.103526,0.057799,1617667200,0.058079,59243.4,58059.99,59626.18,165562.029,57500.0
0.057609,0.075606,0.04817,1617753600,0.04817,58060.0,56018.18,58720.0,265271.707,55536.07
0.040757,0.053221,0.01,1617840000,0.017275,56018.17,58122.26,58200.0,161389.858,55759.13
0.019611,0.033893,0.01,1617926400,0.01,58122.93,58176.03,58950.0,141690.144,57700.0
0.013002,0.153432,0.011571,1618012800,0.125777,58176.04,59832.43,61800.0,240907.592,57943.95
0.119755,0.119755,0.086011,1618099200,0.113235,59832.43,60090.2,60816.88,148499.824,59304.02
0.106154,0.140623,0.089424,1618185600,0.103539,60093.26,59911.18,61449.91,196147.561,59500.0
0.094343,0.15386,0.068453,1618272000,0.135637,59911.19,63649.71,63850.0,279389.492,59873.01
0.12267,0.12267,0.085289,1618358400,0.099605,63645.05,63019.1,64986.11,323454.88,61404.0
0.10481,0.115473,0.069912,1618444800,0.112472,63018.34,63232.55,63905.83,178604.198,62157.89
0.110537,0.147118,0.104248,1618531200,0.124331,63232.56,61424.67,63600.0,255765.893,60100.0
0.115706,0.115706,0.046939,1618617600,0.081924,61424.67,60090.14,62610.0,194112.299,59620.0
0.087454,0.092265,0.01,1618704000,0.01,60090.14,56140.05,60450.0,522006.276,50050.0
0.01,0.038124,0.01,1618790400,0.027407,56140.05,55634.39,57532.7,285041.716,54200.0
0.01,0.01,0.01,1618876800,0.01,55634.38,56410.56,57060.0,324494.085,53330.82
0.01,0.01,0.01,1618963200,0.01,56411.25,53800.0,56756.78,252601.972,53610.0
0.01,0.01,0.01,1619049600,0.01,53794.72,51714.61,55470.51,453489.185,50534.34
0.01,0.052622,0.01,1619136000,0.012579,51714.62,51122.62,52152.0,554666.026,47546.16
0.01,0.036998,0.01,1619222400,0.021246,51122.63,50092.4,51183.51,299663.131,48690.0
0.016903,0.045717,0.01,1619308800,0.01,50094.27,49063.94,50577.9,310306.501,46930.43
0.01,0.01,0.01,1619395200,0.01,49063.94,53984.33,54364.89,390494.148,48763.0
0.01,0.01,0.01,1619481600,0.01,53984.34,55006.25,55500.0,225440.361,53225.14
0.01,0.01,0.01,1619568000,0.01,55006.25,54861.77,56574.13,263170.559,53852.0
0.01,0.01,0.01,1619654400,0.01,54861.76,53558.8,55222.02,257045.19,52350.0
0.01,0.033362,0.01,1619740800,0.01,53558.57,57684.16,57935.0,294683.751,53043.62
0.01,0.042101,0.01,1619827200,0.032955,57688.29,57836.34,58488.17,207854.398,57051.23
0.032564,0.057247,0.015819,1619913600,0.046128,57836.35,56630.33,57959.97,203712.515,56100.0
0.04529,0.065863,0.031101,1620000000,0.06524,56630.34,57214.83,59056.59,271733.972,56500.65
0.06734,0.070375,0.011826,1620086400,0.059822,57214.84,53263.32,57253.76,388988.754,53094.59
0.066377,0.080743,0.026791,1620172800,0.04477,53263.32,57497.77,57940.0,317811.705,52880.38
0.012187,0.088858,0.01,1620259200,0.088858,57497.76,56435.35,58450.0,275471.204,55297.91
0.093495,0.099182,0.023982,1620345600,0.023982,56435.35,57350.88,58800.0,256159.504,55300.0
0.017273,0.064402,0.01331,1620432000,0.040697,57350.89,58924.98,59590.96,264906.729,56961.25
0.046386,0.069526,0.039926,1620518400,0.063709,58926.36,58292.53,59335.19,245954.014,56316.0
0.06368,0.117192,0.031807,1620604800,0.098827,58292.53,55869.67,59654.0,396237.133,53250.0
0.098737,0.098737,0.032594,1620691200,0.032594,55869.41,56710.43,56908.66,267226.104,54541.33
0.025855,0.069711,0.01,1620777600,0.04095,56712.7,49595.76,58049.99,472329.152,48503.74
0.039796,0.043251,0.01,1620864000,0.019514,49596.75,49707.9,51358.0,652476.689,45596.32
0.022771,0.040489,0.019172,1620950400,0.019172,49706.27,49873.27,51533.0,319069.002,48870.41
0.015192,0.026614,0.01,1621036800,0.026614,49873.26,46793.41,50709.43,442023.496,46584.32
0.020253,0.041873,0.01,1621123200,0.019954,46794.62,46429.28,49829.39,604537.63,43866.0
0.036196,0.074387,0.01,1621209600,0.061197,46429.28,43566.18,46655.0,809129.365,42151.0
0.059294,0.073783,0.01,1621296000,0.023086,43565.11,42882.53,45846.61,590358.592,42268.0
0.02184,0.039247,-0.10534,1621382400,-0.10534,42882.54,36689.14,43615.93,1373851.849,28688.0
-0.089697,0.010736,-0.089697,1621468800,0.01,36689.14,40500.3,42460.0,775185.113,34882.0
0.01,0.01,-0.02062,1621555200,-0.002664,40500.0,37211.02,42270.42,930671.747,33400.0
0.00728,0.01,-0.032253,1621641600,0.01,37210.01,37432.58,38851.34,588166.784,35201.11
0.01,0.01,-0.014539,1621728000,-0.001827,37436.0,34651.6,38261.71,996815.017,31096.7
0.004518,0.01,-0.029555,1621814400,-0.007212,34656.53,38779.66,39917.09,707903.071,34366.0
0.001944,0.01,0.001944,1621900800,0.01,38783.58,38326.84,39790.05,598836.411,36439.32
0.01,0.01,0.01,1621987200,0.01,38326.84,39224.2,40900.0,577032.81,37804.76
0.01,0.01,0.01,1622073600,0.01,39224.21,38527.38,40438.82,543338.566,37133.22
0.01,0.01,0.01,1622160000,0.01,38527.38,35670.99,38888.35,832363.425,34689.57
0.01,0.018494,0.01,1622246400,0.01,35670.99,34611.94,37375.0,733902.825,33650.0
0.01,0.01,0.01,1622332800,0.01,34611.95,35651.81,36501.0,511834.746,33356.0
0.01,0.01,0.01,1622419200,0.01,35651.8,37243.38,37500.0,635082.121,34150.0
0.01,0.01,0.01,1622505600,0.01,37244.36,36693.41,37893.76,590822.54,35500.0
0.01,0.01,0.01,1622592000,0.01,36694.37,37569.99,38232.99,441719.806,35905.0
0.01,0.01,0.01,1622678400,0.01,37570.0,39247.4,39470.0,507429.005,37150.15
0.01,0.020513,0.01,1622764800,0.01,39247.4,36828.03,39297.35,700625.866,35552.51
0.01,0.01,0.01,1622851200,0.01,36828.03,35498.62,37900.49,631028.448,34800.0
0.01,0.01,0.01,1622937600,0.01,35497.93,35801.71,36521.16,443601.064,35201.86
0.01,0.01,0.01,1623024000,0.01,35801.71,33550.96,36820.0,636735.873,33200.0
0.01,0.01,-0.004373,1623110400,0.006388,33550.97,33372.58,34061.57,976693.026,30969.0
0.01,0.01,-0.026174,1623196800,-0.015,33372.58,37368.45,37511.31,1031014.087,32390.0
-0.016793,0.01,-0.020059,1623283200,0.01,37369.99,36669.66,38489.0,803185.699,35750.0
0.01,0.01,-0.01043,1623369600,-0.007588,36669.65,37300.42,37679.54,586122.898,35900.0
-0.007676,0.01,-0.008992,1623456000,0.01,37300.41,35537.05,37432.95,623532.476,34585.9
0.009637,0.01,-0.020792,1623542400,0.003348,35535.95,38993.65,39374.18,647035.314,34739.06
0.01,0.01,-0.010062,1623628800,0.01,38993.66,40489.1,41000.0,704979.881,38720.0
0.007996,0.01,0.007996,1623715200,0.01,40489.1,40132.86,41413.0,632066.994,39500.0
0.01,0.01,0.01,1623801600,0.01,40132.86,38344.97,40495.0,673235.496,38105.0
0.01,0.01,0.01,1623888000,0.01,38344.97,38060.71,39565.0,603849.861,37334.76
0.005453,0.01,-0.003562,1623974400,-0.001068,38060.71,35811.41,38198.0,790379.249,35100.0
-0.00524,0.01,-0.01432,1624060800,0.01,35811.41,35483.0,36471.8,642185.382,34704.08
0.01,0.01,-0.034752,1624147200,-0.008704,35483.01,35588.64,36155.0,829896.441,33312.0
-0.001658,0.01,-0.019796,1624233600,0.000406,35588.63,31606.0,35746.28,1397330.662,31250.51
0.007832,0.01,-0.053294,1624320000,-0.011363,31606.0,32496.0,33274.0,1531824.85,28780.01
0.000067,0.006652,-0.031852,1624406400,-0.003067,32496.0,33649.0,34867.77,960700.369,31711.5
-0.007735,0.01,-0.026806,1624492800,-0.00323,33650.0,34644.64,35406.74,774899.165,32300.0
0.002372,0.01,-0.00882,1624579200,-0.00882,34644.65,31568.07,35500.0,1093051.375,31250.0
-0.011008,-0.002462,-0.038006,1624665600,-0.015808,31569.18,32255.56,32720.52,1091384.749,30120.0
-0.023754,-0.009608,-0.052879,1624752000,-0.009608,32250.15,34687.71,34762.0,897147.453,31960.0
-0.003042,0.01,-0.003042,1624838400,0.008165,34687.71,34487.22,35279.38,706158.545,33855.0
0.00827,0.01,-0.000319,1624924800,0.01,34486.58,35911.26,36623.0,806140.329,34206.0
0.01,0.01,0.01,1625011200,0.01,35910.64,35031.39,36089.96,719742.983,34042.74
0.01,0.01,0.005544,1625097600,0.01,35031.39,33489.96,35044.98,758966.493,32672.04
0.008304,0.01,-0.015519,1625184000,-0.005776,33489.96,33760.94,33960.0,664923.202,32684.0
-0.004727,0.009489,-0.016914,1625270400,0.001585,33760.94,34652.94,34948.16,510614.258,33296.98
0.003265,0.007235,-0.016437,1625356800,0.00632,34653.32,35280.16,35955.55,451001.556,34340.75
0.01,0.01,-0.013846,1625443200,-0.004739,35280.17,33672.72,35281.55,736706.409,33032.0
-0.000673,0.003322,-0.020718,1625529600,-0.01497,33672.72,34206.01,35120.0,644229.007,33500.0
-0.008291,0.01,-0.013398,1625616000,0.01,34206.0,33845.64,35089.56,456218.909,33756.48
0.01,0.01,-0.022693,1625702400,-0.022693,33845.63,32852.04,33910.0,650317.664,32066.0
-0.028018,-0.005796,-0.028167,1625788800,-0.021379,32855.0,33805.01,34100.0,485662.879,32250.0
-0.018885,0.01,-0.018885,1625875200,0.006269,33805.01,33497.98,34248.58,410271.979,33010.0
0.000163,0.01,0.000163,1625961600,0.002939,33497.98,34253.81,34629.62,343905.35,33306.03
-0.003321,0.01,-0.00483,1626048000,0.01,34253.88,33070.87,34662.73,502747.758,32650.0
0.01,0.01,0.005084,1626134400,0.005084,33070.86,32709.09,33336.0,466567.713,32186.99
0.000051,0.01,-0.012648,1626220800,-0.012648,32708.66,32803.01,33176.47,521140.41,31556.02
-0.011823,0.01,-0.011823,1626307200,0.000422,32803.0,31866.43,33170.0,539111.667,31140.0
0.001463,0.01,-0.012109,1626393600,0.007492,31865.53,31382.95,32245.0,516577.743,31018.59
0.001262,0.01,-0.009039,1626480000,0.003023,31382.96,31496.65,31945.0,422650.418,31150.02
0.002488,0.01,-0.00071,1626566400,-0.00071,31496.65,31767.0,32435.93,412189.401,31075.1
-0.004353,0.01,-0.018906,1626652800,0.008427,31765.23,30823.62,31890.0,486305.627,30358.77
-0.001174,0.008085,-0.016415,1626739200,-0.01094,30823.62,29775.9,31050.0,602688.19,29242.24
-0.018735,-0.009274,-0.042476,1626825600,-0.027079,29775.89,32120.0,32883.9,787077.39,29472.41
-0.032197,0.007703,-0.033964,1626912000,0.007703,32120.0,32268.11,32583.48,397258.936,31700.0
0.001479,0.004089,-0.025147,1626998400,0.000006,32268.12,33634.46,33650.0,404650.016,31970.82
-0.001024,0.009402,-0.013433,1627084800,-0.005001,33631.74,34230.0,34471.0,376046.028,33379.81
-0.010518,-0.005972,-0.028662,1627171200,-0.005972,34230.0,35370.66,35400.0,404114.844,33812.0
-0.005163,0.01,-0.05991,1627257600,0.01,35370.67,37218.09,48168.6,1162332.857,35185.49
0.01,0.01,-0.01603,1627344000,-0.009516,37218.09,39442.33,39546.34,675104.157,36384.31
-0.002416,0.01,-0.004368,1627430400,0.01,39448.06,40003.08,40894.0,736196.234,38753.0
0.01,0.01,0.00147,1627516800,0.01,40003.08,40012.9,40665.0,463917.872,39203.83
0.01,0.01,0.002957,1627603200,0.002957,40012.89,42203.25,42316.6,561474.309,38320.0
-0.00234,0.01,-0.00234,1627689600,0.01,42202.6,41448.11,42494.0,381521.899,41030.19
0.01,0.01,0.01,1627776000,0.01,41448.1,39846.78,42614.98,487529.044,39350.4
0.01,0.01,0.01,1627862400,0.01,39846.78,39147.48,40450.0,451872.128,38658.0
0.01,0.01,0.004003,1627948800,0.01,39147.47,38203.26,39774.93,517219.517,37600.0
0.01,0.01,0.000086,1628035200,0.01,38201.33,39731.31,39975.32,479560.473,37500.0
0.01,0.01,0.004514,1628121600,0.01,39731.31,40882.4,41350.0,746249.712,37291.0
0.01,0.01,0.01,1628208000,0.01,40882.39,42825.43,43400.0,653451.154,39849.82
0.01,0.01,0.01,1628294400,0.01,42825.43,44601.11,44753.01,583750.891,42395.2
0.01,0.01,0.01,1628380800,0.01,44601.11,43787.71,45350.0,553684.698,43265.0
0.01,0.01,0.01,1628467200,0.01,43787.71,46259.7,46483.0,626220.503,42785.0
0.01,0.01,0.01,1628553600,0.01,46259.7,45589.99,46800.0,460478.861,44670.05
0.01,0.01,0.01,1628640000,0.01,45589.99,45522.12,46754.27,390660.571,45354.0
0.01,0.01,0.01,1628726400,0.01,45522.13,44385.09,46226.67,468276.056,43800.0
0.01,0.01,0.01,1628812800,0.01,44385.09,47792.52,47980.69,438025.46,44208.88
0.01,0.021983,0.01,1628899200,0.01,47792.52,47083.74,48300.0,374368.796,46000.0
0.01,0.01,0.01,1628985600,0.01,47083.75,47006.02,47388.75,370950.807,45480.0
0.01,0.015906,0.01,1629072000,0.015906,47006.02,45926.23,48074.23,412537.605,45682.03
0.014107,0.014107,0.01,1629158400,0.01,45926.23,44704.84,47194.0,474316.4,44412.01
0.01,0.01,0.01,1629244800,0.01,44704.85,44714.09,46050.0,395836.158,44227.32
0.01,0.01,0.01,1629331200,0.01,44714.09,46772.0,47100.0,439402.162,43938.38
0.01,0.013747,0.01,1629417600,0.010797,46772.0,49332.74,49500.0,401499.081,46650.0
0.01421,0.021637,0.01,1629504000,0.020358,49332.99,48848.29,49833.0,347594.451,48250.0
0.016807,0.017061,0.01,1629590400,0.015541,48846.11,49273.28,49556.2,294672.223,48075.81
0.014915,0.039153,0.01,1629676800,0.019391,49273.28,49523.91,50600.0,355733.496,49075.01
0.023999,0.045927,0.01,1629763200,0.033358,49523.23,47719.36,49888.88,398682.002,47600.0
0.041128,0.046748,0.01,1629849600,0.01,47719.37,48992.65,49297.8,389100.384,47130.57
0.01,0.021842,0.01,1629936000,0.01,48992.65,46853.06,49380.0,475183.123,46280.0
0.01,0.01,0.01,1630022400,0.01,46854.22,49083.98,49220.0,403667.012,46359.97
0.01,0.032323,0.01,1630108800,0.025437,49082.13,48931.99,49333.0,222793.024,48395.65
0.02315,0.02315,0.01,1630195200,0.01,48931.99,48795.41,49769.2,315105.499,47741.31
0.01,0.028081,0.01,1630281600,0.023578,48795.42,47024.7,48916.25,351830.754,46876.49
0.022667,0.041854,0.01,1630368000,0.014142,47024.69,47150.32,48298.0,365548.209,46731.03
0.023335,0.047284,0.022584,1630454400,0.031525,47150.32,48842.94,49160.79,350108.374,46550.99
0.033961,0.054679,0.033163,1630540800,0.052544,48842.93,49299.14,50420.0,361863.055,48631.2
0.057353,0.068308,0.024903,1630627200,0.028478,49299.14,50027.08,51111.0,430326.386,48333.0
0.024364,0.047689,0.010211,1630713600,0.017287,50027.09,49940.74,50582.08,274956.842,49360.0
0.019127,0.021262,0.01,1630800000,0.011753,49942.2,51799.57,51950.0,288984.124,49462.59
0.01,0.026761,0.01,1630886400,0.01,51799.56,52683.97,52830.0,297734.284,51040.0
0.01,0.077749,0.01,1630972800,0.077749,52683.98,46864.39,52950.0,764140.139,42088.0
0.023384,0.023384,0.01,1631059200,0.01,46864.38,46062.29,47347.0,435803.011,44431.0
0.01,0.01,0.01,1631145600,0.01,46060.02,46413.88,47400.0,309015.75,45500.0
0.01,0.01,0.01,1631232000,0.01,46413.88,44860.83,47037.5,343533.069,44120.0
0.011159,0.012336,0.01,1631318400,0.01,44860.83,45193.78,45999.0,194144.115,44737.4
0.01,0.01,0.01,1631404800,0.01,45194.19,46046.73,46512.2,223534.63,44746.51
0.01,0.01,0.01,1631491200,0.01,46048.02,44975.96,46933.89,448942.068,43323.93
0.01,0.010663,0.01,1631577600,0.01,44975.96,47087.18,47272.98,277925.721,44692.9
0.01,0.01,0.01,1631664000,0.01,47087.18,48106.12,48440.93,244226.37,46675.0
0.01,0.01,0.004503,1631750400,0.01,48106.13,47745.55,48488.0,260044.727,47038.21
0.01,0.01,0.01,1631836800,0.01,47745.55,47303.11,48150.0,226193.34,46750.0
0.01,0.01,0.01,1631923200,0.01,47303.11,48285.15,48850.0,207900.413,47044.32
0.01,0.01,0.01,1632009600,0.01,48284.61,47256.91,48364.64,212631.933,46840.0
0.01,0.01,0.01,1632096000,0.01,47256.92,43026.6,47345.0,600764.629,42467.86
0.01,0.01,0.003549,1632182400,0.01,43026.61,40726.1,43629.6,683242.002,39503.58
0.01,0.01,0.002775,1632268800,0.006319,40727.83,43520.0,43989.98,400849.752,40551.49
0.004753,0.01,-0.0022,1632355200,-0.0022,43520.0,44828.29,44976.48,330253.525,43056.0
-0.007737,0.01,-0.012492,1632441600,0.008208,44828.29,42798.49,45134.33,608595.52,40650.0
0.01,0.01,-0.000074,1632528000,0.001326,42798.49,42651.58,42950.0,277084.795,41630.26
0.002499,0.01,-0.003458,1632614400,0.01,42646.84,43150.0,43940.0,354393.916,40725.01
0.01,0.01,0.002733,1632700800,0.006908,43150.01,42122.69,44350.0,285311.606,42059.13
0.002626,0.01,-0.012419,1632787200,0.001935,42122.69,41006.32,42749.0,359745.538,40854.0
0.004434,0.01,0.001192,1632873600,0.01,41002.96,41499.71,42576.8,293307.589,40708.73
0.01,0.01,0.004592,1632960000,0.007211,41499.7,43796.57,44100.0,389185.646,41387.78
0.002224,0.01,-0.011538,1633046400,-0.000339,43799.49,48123.94,48450.0,449491.768,43260.01
0.005229,0.01,0.001897,1633132800,0.01,48123.93,47626.61,48338.68,182565.988,47410.0
0.01,0.01,0.01,1633219200,0.01,47626.62,48187.3,49304.12,212410.375,47071.26
0.01,0.01,0.01,1633305600,0.01,48187.99,49198.22,49544.48,324424.837,46885.29
0.01,0.01,-0.010051,1633392000,0.008813,49199.78,51455.12,51888.0,314043.813,49009.21
0.01,0.01,0.01,1633478400,0.01,51460.22,55321.6,56416.02,418731.748,50410.0
0.01,0.064661,0.01,1633564800,0.03593,55327.45,53814.99,55337.8,262974.545,53374.34
0.033515,0.033515,0.01,1633651200,0.01,53814.99,53975.0,56208.73,255210.035,53647.3
0.01,0.017322,0.01,1633737600,0.01,53974.99,54960.77,55589.0,167495.393,53656.66
0.01,0.0291,0.01,1633824000,0.01,54960.79,54700.0,56789.0,289072.818,54101.0
0.01,0.018522,0.01,1633910400,0.01,54700.0,57500.01,57880.0,314868.05,54458.0
0.01,0.025917,0.01,1633996800,0.01,57500.01,56011.84,57756.52,349147.775,53750.0
0.01,0.01,0.01,1634083200,0.01,56011.83,57393.65,57822.38,327714.318,54271.24
0.01,0.029796,0.01,1634169600,0.01,57393.65,57378.19,58586.67,254719.751,56800.0
0.01,0.052496,0.01,1634256000,0.052496,57377.12,61702.33,63997.61,493366.513,56900.0
0.048332,0.06455,0.017396,1634342400,0.035446,61702.33,60925.56,62444.23,213251.899,60220.0
0.031326,0.050524,0.029792,1634428800,0.037075,60925.56,61571.45,61796.47,240132.514,58850.0
0.038447,0.038447,0.01,1634515200,0.01,61571.45,62037.92,62800.0,333278.481,59897.61
0.01,0.015052,0.01,1634601600,0.01,62037.92,64316.7,64500.0,379243.718,61300.0
0.01,0.082296,0.01,1634688000,0.078237,64314.75,66064.24,67150.0,324737.868,63518.81
0.069035,0.099411,0.031892,1634774400,0.031892,66064.25,62260.33,66750.0,478610.458,62000.0
0.033473,0.042579,0.018054,1634860800,0.028709,62260.33,60734.27,63796.2,350359.527,60011.9
0.026197,0.032595,0.010798,1634947200,0.032595,60734.28,61325.11,61780.0,222553.478,59622.0
0.030366,0.050207,0.030366,1635033600,0.049536,61325.09,60902.82,61550.0,245816.821,59504.46
0.048858,0.050729,0.010625,1635120000,0.04643,60902.82,63127.04,63795.98,234201.1,60701.0
0.04109,0.066465,0.04095,1635206400,0.045498,63129.25,60358.75,63362.06,252256.924,59838.05
0.033291,0.033719,0.015036,1635292800,0.0167,60358.74,58449.36,61550.0,329112.396,57865.0
0.015549,0.03228,0.01,1635379200,0.027489,58449.36,60622.03,62641.26,333323.116,57550.0
0.023521,0.037632,0.013943,1635465600,0.018999,60622.02,62308.22,63069.71,218355.773,60222.0
0.016948,0.04108,0.016948,1635552000,0.0225,62308.21,61895.19,62415.85,156041.523,60631.23
0.019158,0.051367,0.019158,1635638400,0.034407,61895.19,61348.61,62462.99,183599.524,60008.0
0.032632,0.067812,0.018194,1635724800,0.020084,61347.14,60942.87,62543.58,246158.361,59400.0
0.015599,0.082934,0.015599,1635811200,0.082934,60942.87,63266.69,64349.55,217592.062,60659.58
0.082194,0.082194,0.025764,1635897600,0.046863,63266.69,62946.45,63613.0,211190.183,60300.0
0.046112,0.052274,0.021949,1635984000,0.021949,62946.45,61431.86,63149.0,184677.079,60703.0
0.018433,0.053667,0.017758,1636070400,0.053667,61433.9,61006.0,62671.48,157569.637,60762.0
0.053199,0.059668,0.016878,1636156800,0.016878,61006.0,61511.3,61645.75,154919.118,60100.0
0.017224,0.040825,0.017224,1636243200,0.027371,61511.3,63316.4,63377.58,142878.208,61368.26
0.025859,0.055791,0.022937,1636329600,0.022937,63316.4,67606.96,67932.89,274932.146,63308.7
0.038563,0.077487,0.03823,1636416000,0.041196,67606.96,67009.98,68675.16,231843.834,66300.0
0.037769,0.072252,0.019375,1636502400,0.020615,67010.65,64920.13,69198.7,347835.573,62400.51
0.023251,0.029482,0.01,1636588800,0.018439,64920.13,64831.3,65646.98,178279.275,64147.12
0.017932,0.037757,0.016863,1636675200,0.016863,64831.2,64156.08,65500.0,264576.325,62313.0
0.015562,0.035106,0.012506,1636761600,0.014242,64156.08,64427.0,65073.24,124466.493,63430.01
0.013933,0.023936,0.01,1636848000,0.017753,64426.99,65568.39,65569.99,146424.701,63640.0
0.016087,0.044585,0.014978,1636934400,0.037125,65568.38,63654.49,66395.05,210026.602,63351.58
0.036025,0.036025,0.01,1637020800,0.01,63654.49,60106.03,63655.77,475025.706,58397.14
0.01,0.018082,0.01,1637107200,0.01,60106.03,60366.96,60848.85,287388.873,58336.68
0.01,0.013645,0.01,1637193600,0.01,60366.97,56921.05,60999.0,412021.672,56505.48
0.01,0.01,0.01,1637280000,0.01,56921.04,58069.51,58333.0,245356.121,55604.0
0.01,0.01,0.01,1637366400,0.01,58069.52,59716.29,59873.84,173697.342,57372.0
0.01,0.01,0.01,1637452800,0.01,59716.28,58661.39,60052.82,143887.271,58518.88
0.01,0.01,0.01,1637539200,0.01,58648.87,56268.31,59624.56,326184.881,55600.0
0.01,0.022083,0.01,1637625600,0.01,56268.31,57574.23,57888.0,267790.325,55250.0
0.01,0.019232,0.01,1637712000,0.012218,57574.24,57165.08,57775.27,194683.757,55900.0
0.014592,0.020818,0.011326,1637798400,0.015875,57165.09,58988.21,59449.62,191912.653,57029.0
0.013871,0.035351,0.01,1637884800,0.01357,58988.36,53755.65,59186.41,378650.919,53500.0
0.010892,0.010892,0.01,1637971200,0.01,53755.66,54738.77,55300.0,155119.117,53640.69
0.01,0.012244,0.01,1638057600,0.01,54738.77,57315.73,57474.76,213600.615,53245.0
0.01,0.024448,0.01,1638144000,0.024448,57315.72,57827.98,58924.21,215111.466,56715.0
0.027745,0.032297,0.01,1638230400,0.011235,57827.97,56975.0,59224.99,337624.148,55900.0
0.012749,0.031086,0.01,1638316800,0.022568,56978.06,57209.29,59100.0,273959.104,56500.0
0.016085,0.016085,0.01,1638403200,0.01,57209.28,56513.57,57428.49,249985.255,55800.0
0.01,0.033892,0.01,1638489600,0.01,56513.56,53612.0,57670.0,374132.016,50604.0
0.01,0.01,-0.012089,1638576000,0.00716,53611.86,49135.66,53889.69,598774.989,40888.89
0.008256,0.01,-0.003106,1638662400,0.01,49135.66,49376.6,49699.49,286434.382,47755.0
0.01,0.01,0.01,1638748800,0.01,49373.83,50424.72,50888.0,357711.029,47000.0
0.01,0.01,0.003874,1638835200,0.01,50424.72,50577.2,51929.0,224670.618,50012.0
0.01,0.01,0.01,1638921600,0.01,50577.2,50455.61,51210.6,238229.884,48533.33
0.01,0.01,0.01,1639008000,0.01,50459.61,47539.76,50773.03,273086.086,47312.89
0.01,0.01,0.01,1639094400,0.01,47539.34,47136.35,50188.42,302974.429,46828.23
0.01,0.01,0.01,1639180800,0.01,47132.31,49381.15,49499.05,210959.992,46724.35
0.01,0.01,0.01,1639267200,0.01,49379.51,50057.01,50768.0,183434.285,48616.16
0.01,0.01,-0.001754,1639353600,-0.001754,50057.02,46679.93,50180.0,348551.322,45600.0
-0.000517,0.01,-0.000517,1639440000,0.01,46679.93,48324.04,48657.92,266213.627,46255.6
0.01,0.01,0.01,1639526400,0.01,48324.0,48870.48,49479.75,345239.891,46518.73
0.01,0.01,0.01,1639612800,0.01,48870.48,47624.5,49439.79,215874.187,47500.0
0.01,0.01,0.000196,1639699200,0.00898,47629.1,46125.33,47988.27,326458.135,45373.11
0.009044,0.01,0.002983,1639785600,0.01,46125.33,46815.99,47336.99,191006.415,45438.43
0.007092,0.01,0.004548,1639872000,0.01,46815.99,46668.63,48461.17,241698.541,46399.37
0.01,0.01,0.008368,1639958400,0.009174,46668.65,46898.14,47533.42,273804.259,45530.67
0.009174,0.01,0.008941,1640044800,0.01,46896.82,48875.15,49298.78,260008.358,46650.0
0.01,0.01,0.009327,1640131200,0.009734,48875.88,48569.69,49599.0,208463.689,48420.02
0.009734,0.01,-0.003419,1640217600,0.006696,48569.69,50817.92,51377.74,255885.48,48020.0
0.01,0.01,0.01,1640304000,0.01,50817.94,50808.55,51805.0,220208.725,50379.25
0.01,0.01,0.01,1640390400,0.01,50809.37,50403.64,51190.0,147662.438,50105.0
0.01,0.01,0.01,1640476800,0.01,50403.64,50765.73,51300.0,184800.616,49350.0
0.01,0.01,0.01,1640563200,0.01,50765.73,50707.72,52134.0,216225.263,50450.0
0.01,0.01,0.01,1640649600,0.01,50707.72,47522.03,50713.56,336083.34,47290.0
0.01,0.01,0.004141,1640736000,0.01,47522.02,46436.54,48125.97,274795.378,46000.0
0.01,0.01,-0.003077,1640822400,-0.003077,46436.53,47095.02,47911.68,229931.288,45880.0
-0.003077,0.01,-0.004295,1640908800,0.01,47095.02,46210.56,48575.0,287186.003,45650.0
0.01,0.01,0.01,1640995200,0.01,46210.57,47704.35,47943.77,179433.584,46210.55
0.01,0.01,0.01,1641081600,0.01,47704.35,47280.0,48000.0,184795.093,46605.68
