start_time,long_liquidation_usd,short_liquidation_usd,time
2021-02-28,118537636.49691,74711603.03014,1614470400000
2021-03-01,33452605.77319,105099851.50646,1614556800000
2021-03-02,83050311.33917,34104932.0135,1614643200000
2021-03-03,59984698.2422,98069036.39236,1614729600000
2021-03-04,156005493.98045,55663528.4383,1614816000000
2021-03-05,98909564.35451,59035782.63799,1614902400000
2021-03-06,46117771.01444,32576138.16197,1614988800000
2021-03-07,34489438.45362,69127571.87204,1615075200000
2021-03-08,52102782.46357,47860234.67074,1615161600000
2021-03-09,34099977.48163,100278780.26993,1615248000000
2021-03-10,111154767.30624,111761351.68399,1615334400000
2021-03-11,107086721.16469,68302200.9862,1615420800000
2021-03-12,128076561.45382,39324625.40459,1615507200000
2021-03-13,41448906.09203,171627129.75968,1615593600000
2021-03-14,101747414.69962,20476164.49677,1615680000000
2021-03-15,437847961.06885,45063788.59791,1615766400000
2021-03-16,143128693.95474,54183261.57945,1615852800000
2021-03-17,76524113.45565,82086362.73933,1615939200000
2021-03-18,94217150.85307,51247462.36039,1616025600000
2021-03-19,69565625.76222,25936615.49663,1616112000000
2021-03-20,51753134.85393,25443522.69233,1616198400000
2021-03-21,171068781.80889,33387656.5518,1616284800000
2021-03-22,266323425.03544,28177971.67681,1616371200000
2021-03-23,96854842.87793,38533065.14317,1616457600000
2021-03-24,250710278.28529,60158149.16232,1616544000000
2021-03-25,176826471.05325,68116415.78804,1616630400000
2021-03-26,24449094.6924,77459558.18809,1616716800000
2021-03-27,36624509.93098,91496485.08605,1616803200000
2021-03-28,50906148.77219,21534295.05585,1616889600000
2021-03-29,37382694.61676,96959308.2746,1616976000000
2021-03-30,22397040.47201,40659735.40263,1617062400000
2021-03-31,149748878.6618,50337556.99959,1617148800000
2021-04-01,51252237.26296,13638208.22938,1617235200000
2021-04-02,46569148.15238,26527447.27351,1617321600000
2021-04-03,143960165.22988,14115712.23138,1617408000000
2021-04-04,55931000.94185,21455831.88396,1617494400000
2021-04-05,29493143.41726,28051137.96208,1617580800000
2021-04-06,46712315.38401,8473290.79238,1617667200000
2021-04-07,170948046.19644,17347157.78915,1617753600000
2021-04-08,11791160.80498,27295070.8488,1617840000000
2021-04-09,15107073.47405,21523145.60439,1617926400000
2021-04-10,89878145.41192,105852041.15711,1618012800000
2021-04-11,19140652.68226,11127388.91628,1618099200000
2021-04-12,39041211.2775,20678250.25517,1618185600000
2021-04-13,24484635.3761,110716661.11102,1618272000000
2021-04-14,153140576.62846,57406413.00509,1618358400000
2021-04-15,16199285.32048,12492797.26141,1618444800000
2021-04-16,148406018.32009,12616087.35597,1618531200000
2021-04-17,82269280.31532,7092169.71958,1618617600000
2021-04-18,1112616792.14481,87332852.14297,1618704000000
2021-04-19,87298347.37525,38699569.80899,1618790400000
2021-04-20,78563112.36729,54150687.17776,1618876800000
2021-04-21,82842722.7995,20166431.6109,1618963200000
2021-04-22,238660984.89625,72192617.25167,1619049600000
2021-04-23,318886941.17216,129540513.53432,1619136000000
2021-04-24,69729613.70708,56029516.99577,1619222400000
2021-04-25,152700353.40306,50858511.34733,1619308800000
2021-04-26,47833225.54969,173856759.17943,1619395200000
2021-04-27,13089597.49821,29183830.83178,1619481600000
2021-04-28,11524382.61818,15644722.46999,1619568000000
2021-04-29,10159764.4566,5759147.82469,1619654400000
2021-04-30,4310366.6466,18706657.06949,1619740800000
2021-05-01,6072353.32942,8347428.84546,1619827200000
2021-05-02,8412483.63586,4498855.22572,1619913600000
2021-05-03,10078160.05892,9559476.50617,1620000000000
2021-05-04,20127112.7945,11312997.83263,1620086400000
2021-05-05,7563174.57278,14532750.13977,1620172800000
2021-05-06,13149332.35779,9823691.35583,1620259200000
2021-05-07,13533344.16858,13243689.15409,1620345600000
2021-05-08,9261170.53717,13468786.30857,1620432000000
2021-05-09,9046382.40898,7712700.41606,1620518400000
2021-05-10,26213969.00668,14396250.58658,1620604800000
2021-05-11,11584516.94597,10329084.66376,1620691200000
2021-05-12,18522564.3536,13020746.56302,1620777600000
2021-05-13,32922449.37132,28150093.2655,1620864000000
2021-05-14,11717258.2916,12195216.86375,1620950400000
2021-05-15,24580993.93263,18994784.43442,1621036800000
2021-05-16,26000168.69902,22217977.86557,1621123200000
2021-05-17,40916212.13226,27520732.80211,1621209600000
2021-05-18,22446127.88448,20479330.51694,1621296000000
2021-05-19,79305480.7229,45201021.15003,1621382400000
2021-05-20,19622171.81331,22071389.94968,1621468800000
2021-05-21,19243582.16062,15782381.33481,1621555200000
2021-05-22,9587068.4142,9104202.07425,1621641600000
2021-05-23,17188457.16932,12175712.07176,1621728000000
2021-05-24,9280040.4781,9861511.46048,1621814400000
2021-05-25,7482116.45496,7274543.27094,1621900800000
2021-05-26,6531516.48638,6288690.06796,1621987200000
2021-05-27,7240314.52009,5559949.44574,1622073600000
2021-05-28,11682360.78854,8703787.11066,1622160000000
2021-05-29,7487367.39851,7322234.39972,1622246400000
2021-05-30,4426892.76326,5693876.12534,1622332800000
2021-05-31,5833589.03469,7425379.66789,1622419200000
2021-06-01,6717802.27995,5636097.39294,1622505600000
2021-06-02,2896255.72325,4621378.96428,1622592000000
2021-06-03,3575852.33578,5440689.57193,1622678400000
2021-06-04,7986375.82533,6562531.03127,1622764800000
2021-06-05,7227769.5283,5491962.83345,1622851200000
2021-06-06,3074065.07982,4140759.33874,1622937600000
2021-06-07,2089496.78309,1737135.60032,1623024000000
2021-06-08,7315479.42254,7261650.9154,1623110400000
2021-06-09,14020875.55774,17991743.2944,1623196800000
2021-06-10,14531691.20801,14087320.36486,1623283200000
2021-06-11,9062724.94044,8362563.14457,1623369600000
2021-06-12,12372812.47779,8254460.8347,1623456000000
2021-06-13,7672032.76957,10918442.16869,1623542400000
2021-06-14,10089394.55572,9524984.65908,1623628800000
2021-06-15,9001361.48803,10229821.66989,1623715200000
2021-06-16,11683625.1052,7524833.14871,1623801600000
2021-06-17,8667750.49774,7566548.77207,1623888000000
2021-06-18,15665678.34884,11870340.65134,1623974400000
2021-06-19,12777519.88036,12701899.09631,1624060800000
2021-06-20,12553195.95142,13874319.57339,1624147200000
2021-06-21,31631962.60039,19399046.11211,1624233600000
2021-06-22,29801826.68156,23167919.3218,1624320000000
2021-06-23,15336519.69442,18478990.71677,1624406400000
2021-06-24,10834828.39715,11241652.39492,1624492800000
2021-06-25,25841262.47011,17356151.87606,1624579200000
2021-06-26,20302353.01631,15991241.91422,1624665600000
2021-06-27,12579476.27266,14463640.86828,1624752000000
2021-06-28,9775593.15439,7035277.66754,1624838400000
2021-06-29,9114184.98791,11421803.63982,1624924800000
2021-06-30,9880999.92323,8770076.95688,1625011200000
2021-07-01,9340239.07427,8558491.10594,1625097600000
2021-07-02,9719236.73189,10145188.05243,1625184000000
2021-07-03,5695130.4489,6566852.99211,1625270400000
2021-07-04,3541402.74773,5535403.67647,1625356800000
2021-07-05,10851358.19741,6250307.03129,1625443200000
2021-07-06,7502969.05369,10273773.27223,1625529600000
2021-07-07,4424365.97324,5465884.02322,1625616000000
2021-07-08,9950439.15431,7057047.51513,1625702400000
2021-07-09,4926056.98184,7644223.15974,1625788800000
2021-07-10,6900464.75847,4636305.03025,1625875200000
2021-07-11,3383781.10231,4672345.03892,1625961600000
2021-07-12,9005420.77798,4708836.43773,1626048000000
2021-07-13,10216908.00829,4897021.34264,1626134400000
2021-07-14,6435850.23612,7390551.50886,1626220800000
2021-07-15,9286304.04231,4321237.16181,1626307200000
2021-07-16,13238679.80115,6933666.41423,1626393600000
2021-07-17,6254059.5826,5392153.29474,1626480000000
2021-07-18,4726402.65477,6288317.85334,1626566400000
2021-07-19,8045725.23145,3318149.57287,1626652800000
2021-07-20,8898687.34206,6945043.30621,1626739200000
2021-07-21,5089690.02713,14498227.02772,1626825600000
2021-07-22,5804463.97462,6591800.94436,1626912000000
2021-07-23,4313387.5161,13215807.54911,1626998400000
2021-07-24,3988057.7531,7093135.4212,1627084800000
2021-07-25,4478880.03141,10592506.02811,1627171200000
2021-07-26,18530360.96882,31361151.70308,1627257600000
2021-07-27,10773705.17361,17764685.39108,1627344000000
2021-07-28,12514576.43977,17828263.31021,1627430400000
2021-07-29,6903304.1437,6467161.51725,1627516800000
2021-07-30,6277288.51634,10321611.50827,1627603200000
2021-07-31,7094237.92073,6013195.64564,1627689600000
2021-08-01,11414848.28685,7897440.8993,1627776000000
2021-08-02,9399689.22731,8898103.87721,1627862400000
2021-08-03,13808628.96754,9047825.21472,1627948800000
2021-08-04,6891665.52197,11918323.38031,1628035200000
2021-08-05,15510979.72802,16155313.03632,1628121600000
2021-08-06,10224564.37458,14833873.01875,1628208000000
2021-08-07,10571312.6476,19485720.23819,1628294400000
2021-08-08,14989379.41543,13134157.16386,1628380800000
2021-08-09,10695659.05977,19426682.50616,1628467200000
2021-08-10,9545391.95952,9564226.70118,1628553600000
2021-08-11,6760912.16104,9623448.64145,1628640000000
2021-08-12,15356396.19472,7534254.44589,1628726400000
2021-08-13,3065354.94886,16415748.93847,1628812800000
2021-08-14,8060992.47207,7126048.74448,1628899200000
2021-08-15,8975583.22436,8230070.01416,1628985600000
2021-08-16,11812258.98969,6474875.96784,1629072000000
2021-08-17,18362758.6035,10340272.44833,1629158400000
2021-08-18,10351238.44427,8919409.90962,1629244800000
2021-08-19,9121070.98574,18570520.35645,1629331200000
2021-08-20,3321483.5834,13851496.83984,1629417600000
2021-08-21,5831535.57011,7006761.27113,1629504000000
2021-08-22,6567422.17645,6052770.79582,1629590400000
2021-08-23,6546929.89376,9851306.00401,1629676800000
2021-08-24,17972437.72045,6393723.51906,1629763200000
2021-08-25,5604165.87797,11967211.38796,1629849600000
2021-08-26,13281493.32561,7573125.98567,1629936000000
2021-08-27,6065883.16544,11159009.8938,1630022400000
2021-08-28,4238270.2927,3044357.35401,1630108800000
2021-08-29,3424462.68842,6559116.68999,1630195200000
2021-08-30,7629228.03223,5321193.97977,1630281600000
2021-08-31,8390144.61692,10921444.42497,1630368000000
2021-09-01,3788248.34558,11255593.3247,1630454400000
2021-09-02,4049263.04183,8793753.04663,1630540800000
2021-09-03,6447615.16428,9102872.50459,1630627200000
2021-09-04,4814539.01303,5060021.62432,1630713600000
2021-09-05,2179675.24496,7413377.29162,1630800000000
2021-09-06,3399142.15114,8140709.63425,1630886400000
2021-09-07,53688581.89848,15116891.63969,1630972800000
2021-09-08,9578829.54892,9656865.26278,1631059200000
2021-09-09,4665052.22032,4959022.01527,1631145600000
2021-09-10,7886702.22476,4894479.39202,1631232000000
2021-09-11,3347177.02287,4228646.16615,1631318400000
2021-09-12,3320263.18951,4884027.54482,1631404800000
2021-09-13,11451117.33502,8819129.77645,1631491200000
2021-09-14,2578814.69882,6908889.70123,1631577600000
2021-09-15,2427769.48826,4172147.3291,1631664000000
2021-09-16,7128966.00972,4394146.53752,1631750400000
2021-09-17,6790947.56773,4699350.12418,1631836800000
2021-09-18,2337671.40244,5870946.38795,1631923200000
2021-09-19,5828275.01368,3088617.08405,1632009600000
2021-09-20,18932365.61881,11313617.75426,1632096000000
2021-09-21,20073778.72223,13936323.13476,1632182400000
2021-09-22,5891628.89877,10054184.75841,1632268800000
2021-09-23,4309815.1542,7628490.41233,1632355200000
2021-09-24,13581086.94314,10445180.19265,1632441600000
2021-09-25,4600044.37566,5373009.46225,1632528000000
2021-09-26,7041783.65636,6489799.29358,1632614400000
2021-09-27,5106800.53135,4891268.79634,1632700800000
2021-09-28,8008342.57233,3796493.47811,1632787200000
2021-09-29,5095014.38046,5176320.6187,1632873600000
2021-09-30,5561015.84195,9312956.58804,1632960000000
2021-10-01,4805668.47246,13273239.67386,1633046400000
2021-10-02,3722052.89442,3456880.77769,1633132800000
2021-10-03,4351784.538,4774704.37854,1633219200000
2021-10-04,7503545.37035,7813856.08519,1633305600000
2021-10-05,4133380.65332,7886323.52679,1633392000000
2021-10-06,7008056.3,14180254.04693,1633478400000
2021-10-07,11111493.17059,8968293.93006,1633564800000
2021-10-08,5336748.50776,5975552.93551,1633651200000
2021-10-09,3197530.87407,3309961.86837,1633737600000
2021-10-10,7742339.99696,6568298.60681,1633824000000
2021-10-11,4805914.5188,14754803.8011,1633910400000
2021-10-12,9631355.77128,8039777.36942,1633996800000
2021-10-13,6005263.16455,12900224.93294,1634083200000
2021-10-14,5413757.22372,7260317.68167,1634169600000
2021-10-15,8576515.9344,19363506.15858,1634256000000
2021-10-16,4892571.60295,5169858.47576,1634342400000
2021-10-17,4740931.26923,7300078.36884,1634428800000
2021-10-18,7471472.86782,12828716.23968,1634515200000
2021-10-19,5175227.18008,11056545.89297,1634601600000
2021-10-20,5637009.98122,9057596.6932,1634688000000
2021-10-21,12560698.21174,14317799.33768,1634774400000
2021-10-22,8769980.39023,6916297.52243,1634860800000
2021-10-23,5442143.04836,5790897.97919,1634947200000
2021-10-24,7039449.31089,5540584.38113,1635033600000
2021-10-25,2069664.91285,17750495.81123,1635120000000
2021-10-26,9887502.62336,5233485.35702,1635206400000
2021-10-27,19904775.4877,10082617.14263,1635292800000
2021-10-28,9590566.71446,12790827.74773,1635379200000
2021-10-29,3361627.05463,6658768.08118,1635465600000
2021-10-30,5492204.84993,3953508.31038,1635552000000
2021-10-31,8956440.91797,5519153.40566,1635638400000
2021-11-01,9146694.18403,6295950.49499,1635724800000
