start_time,datetime,velocity_supply_total
2021-01-10 02:00:00,2021-01-10 02:00:00,29.45577444
2021-01-10 03:00:00,2021-01-10 03:00:00,29.4565652
2021-01-10 04:00:00,2021-01-10 04:00:00,29.45703968
2021-01-10 05:00:00,2021-01-10 05:00:00,29.45860137
2021-01-10 06:00:00,2021-01-10 06:00:00,29.46299683
2021-01-10 07:00:00,2021-01-10 07:00:00,29.46338795
2021-01-10 08:00:00,2021-01-10 08:00:00,29.46612237
2021-01-10 09:00:00,2021-01-10 09:00:00,29.46687062
2021-01-10 10:00:00,2021-01-10 10:00:00,29.46947722
2021-01-10 11:00:00,2021-01-10 11:00:00,29.47156459
2021-01-10 12:00:00,2021-01-10 12:00:00,29.47656018
2021-01-10 13:00:00,2021-01-10 13:00:00,29.47877731
2021-01-10 14:00:00,2021-01-10 14:00:00,29.48107413
2021-01-10 15:00:00,2021-01-10 15:00:00,29.48515807
2021-01-10 16:00:00,2021-01-10 16:00:00,29.48600477
2021-01-10 17:00:00,2021-01-10 17:00:00,29.49158901
2021-01-10 18:00:00,2021-01-10 18:00:00,29.49511154
2021-01-10 19:00:00,2021-01-10 19:00:00,29.49692879
2021-01-10 20:00:00,2021-01-10 20:00:00,29.50138244
2021-01-10 21:00:00,2021-01-10 21:00:00,29.50622656
2021-01-10 22:00:00,2021-01-10 22:00:00,29.50846429
2021-01-10 23:00:00,2021-01-10 23:00:00,29.5112475
2021-01-11 00:00:00,2021-01-11 00:00:00,29.51384807
2021-01-11 01:00:00,2021-01-11 01:00:00,29.51754902
2021-01-11 02:00:00,2021-01-11 02:00:00,29.52045864
2021-01-11 03:00:00,2021-01-11 03:00:00,29.52244939
2021-01-11 04:00:00,2021-01-11 04:00:00,29.52738058
2021-01-11 05:00:00,2021-01-11 05:00:00,29.53198075
2021-01-11 06:00:00,2021-01-11 06:00:00,29.53346969
2021-01-11 07:00:00,2021-01-11 07:00:00,29.5388261
2021-01-11 08:00:00,2021-01-11 08:00:00,29.53979049
2021-01-11 09:00:00,2021-01-11 09:00:00,29.54296317
2021-01-11 10:00:00,2021-01-11 10:00:00,29.54796945
2021-01-11 11:00:00,2021-01-11 11:00:00,29.55430683
2021-01-11 12:00:00,2021-01-11 12:00:00,29.55525153
2021-01-11 13:00:00,2021-01-11 13:00:00,29.55704978
2021-01-11 14:00:00,2021-01-11 14:00:00,29.55983648
2021-01-11 15:00:00,2021-01-11 15:00:00,29.56504662
2021-01-11 16:00:00,2021-01-11 16:00:00,29.56727521
2021-01-11 17:00:00,2021-01-11 17:00:00,29.57493944
2021-01-11 18:00:00,2021-01-11 18:00:00,29.58113237
2021-01-11 19:00:00,2021-01-11 19:00:00,29.58598076
2021-01-11 20:00:00,2021-01-11 20:00:00,29.59663339
2021-01-11 21:00:00,2021-01-11 21:00:00,29.60312275
2021-01-11 22:00:00,2021-01-11 22:00:00,29.60739214
2021-01-11 23:00:00,2021-01-11 23:00:00,29.61411619
2021-01-12 00:00:00,2021-01-12 00:00:00,29.62285499
2021-01-12 01:00:00,2021-01-12 01:00:00,29.62855959
2021-01-12 02:00:00,2021-01-12 02:00:00,29.63351476
2021-01-12 03:00:00,2021-01-12 03:00:00,29.6361451
2021-01-12 04:00:00,2021-01-12 04:00:00,29.64067804
2021-01-12 05:00:00,2021-01-12 05:00:00,29.64325136
2021-01-12 06:00:00,2021-01-12 06:00:00,29.64905753
2021-01-12 07:00:00,2021-01-12 07:00:00,29.65245553
2021-01-12 08:00:00,2021-01-12 08:00:00,29.65699857
2021-01-12 09:00:00,2021-01-12 09:00:00,29.65944748
2021-01-12 10:00:00,2021-01-12 10:00:00,29.66027761
2021-01-12 11:00:00,2021-01-12 11:00:00,29.66166384
2021-01-12 12:00:00,2021-01-12 12:00:00,29.66557247
2021-01-12 13:00:00,2021-01-12 13:00:00,29.66746736
2021-01-12 14:00:00,2021-01-12 14:00:00,29.67008813
2021-01-12 15:00:00,2021-01-12 15:00:00,29.67162205
2021-01-12 16:00:00,2021-01-12 16:00:00,29.67326252
2021-01-12 17:00:00,2021-01-12 17:00:00,29.67753673
2021-01-12 18:00:00,2021-01-12 18:00:00,29.67662704
2021-01-12 19:00:00,2021-01-12 19:00:00,29.67943917
2021-01-12 20:00:00,2021-01-12 20:00:00,29.68057415
2021-01-12 21:00:00,2021-01-12 21:00:00,29.68663492
2021-01-12 22:00:00,2021-01-12 22:00:00,29.69151883
2021-01-12 23:00:00,2021-01-12 23:00:00,29.69444736
2021-01-13 00:00:00,2021-01-13 00:00:00,29.69401992
2021-01-13 01:00:00,2021-01-13 01:00:00,29.69710596
2021-01-13 02:00:00,2021-01-13 02:00:00,29.70008997
2021-01-13 03:00:00,2021-01-13 03:00:00,29.70068457
2021-01-13 04:00:00,2021-01-13 04:00:00,29.70261178
2021-01-13 05:00:00,2021-01-13 05:00:00,29.70365986
2021-01-13 06:00:00,2021-01-13 06:00:00,29.70571701
2021-01-13 07:00:00,2021-01-13 07:00:00,29.70523757
2021-01-13 08:00:00,2021-01-13 08:00:00,29.70760539
2021-01-13 09:00:00,2021-01-13 09:00:00,29.70920062
2021-01-13 10:00:00,2021-01-13 10:00:00,29.71241378
2021-01-13 11:00:00,2021-01-13 11:00:00,29.71183367
2021-01-13 12:00:00,2021-01-13 12:00:00,29.71414782
2021-01-13 13:00:00,2021-01-13 13:00:00,29.71431594
2021-01-13 14:00:00,2021-01-13 14:00:00,29.71816586
2021-01-13 15:00:00,2021-01-13 15:00:00,29.71488923
2021-01-13 16:00:00,2021-01-13 16:00:00,29.71529301
2021-01-13 17:00:00,2021-01-13 17:00:00,29.7144298
2021-01-13 18:00:00,2021-01-13 18:00:00,29.71536827
2021-01-13 19:00:00,2021-01-13 19:00:00,29.71774085
2021-01-13 20:00:00,2021-01-13 20:00:00,29.7178122
2021-01-13 21:00:00,2021-01-13 21:00:00,29.71872354
2021-01-13 22:00:00,2021-01-13 22:00:00,29.72001214
2021-01-13 23:00:00,2021-01-13 23:00:00,29.72132601
2021-01-14 00:00:00,2021-01-14 00:00:00,29.72250846
2021-01-14 01:00:00,2021-01-14 01:00:00,29.72380968
2021-01-14 02:00:00,2021-01-14 02:00:00,29.72641018
2021-01-14 03:00:00,2021-01-14 03:00:00,29.72754321
2021-01-14 04:00:00,2021-01-14 04:00:00,29.69887554
2021-01-14 05:00:00,2021-01-14 05:00:00,29.70286029
2021-01-14 06:00:00,2021-01-14 06:00:00,29.70671139
2021-01-14 07:00:00,2021-01-14 07:00:00,29.7080794
2021-01-14 08:00:00,2021-01-14 08:00:00,29.71282642
2021-01-14 09:00:00,2021-01-14 09:00:00,29.71524316
2021-01-14 10:00:00,2021-01-14 10:00:00,29.7166771
2021-01-14 11:00:00,2021-01-14 11:00:00,29.71730954
2021-01-14 12:00:00,2021-01-14 12:00:00,29.71833623
2021-01-14 13:00:00,2021-01-14 13:00:00,29.72072822
2021-01-14 14:00:00,2021-01-14 14:00:00,29.72351358
2021-01-14 15:00:00,2021-01-14 15:00:00,29.72579975
2021-01-14 16:00:00,2021-01-14 16:00:00,29.72675293
2021-01-14 17:00:00,2021-01-14 17:00:00,29.72822029
