h,l,t,c,o,open,low,high,close,volume
0.03007771,0.01158883,1596499200,0.01158883,0.01356431,11227.07,11025.0,11427.38,11200.05,200044.934
0.0185125,0.01079363,1596585600,0.01705354,0.01079363,11200.06,11103.0,11798.56,11752.5,263510.011
0.01958504,0.01409505,1596672000,0.01409505,0.01818739,11752.5,11571.78,11916.02,11770.56,236459.595
0.01581462,-0.01676426,1596758400,-0.01269364,0.01379125,11769.97,11318.93,11920.0,11596.06,273935.127
0.01375781,-0.00867491,1596844800,0.01375781,-0.00867491,11596.26,11513.69,11819.0,11765.72,154707.303
0.02020492,0.00964217,1596931200,0.01004259,0.0122707,11765.72,11526.9,11811.0,11685.99,125463.463
0.07747275,0.00970874,1597017600,0.01493889,0.00970874,11685.99,11384.9,12100.0,11896.89,290418.014
0.03103691,0.01043397,1597104000,0.01043397,0.01298572,11896.86,11127.0,11944.0,11392.64,336861.638
0.0118864,0.0089462,1597190400,0.01133014,0.01005626,11392.64,11140.0,11630.0,11568.36,213799.491
0.01590692,0.009777,1597276800,0.01333333,0.01119229,11568.37,11272.0,11798.0,11790.0,248214.725
0.0425214,0.01079542,1597363200,0.01096895,0.01751582,11790.0,11644.6,11868.42,11767.89,159019.959
0.04129972,0.00999325,1597449600,0.02031251,0.00999325,11767.89,11682.0,11993.58,11859.04,222262.987
0.05210491,0.01274025,1597536000,0.01905454,0.01918687,11858.91,11688.0,11945.0,11921.23,165733.721
0.09732816,0.01859151,1597622400,0.05665088,0.02255915,11921.32,11780.0,12499.42,12298.06,331435.112
0.05673482,0.02789208,1597708800,0.02789208,0.05176224,12298.06,11810.0,12403.0,11960.79,291349.888
0.03309603,0.01324203,1597795200,0.01530819,0.02609137,11962.03,11574.78,12037.05,11763.87,313267.066
0.018522,0.00844836,1597881600,0.00923794,0.01696522,11763.88,11676.03,11888.0,11857.92,130981.044
0.02978492,0.00948266,1597968000,0.01377347,0.00948266,11858.53,11491.0,11882.68,11538.53,195106.536
0.01770818,0.00879003,1598054400,0.00905406,0.01367102,11538.53,11385.06,11689.08,11670.47,126696.73
0.01239781,0.00913733,1598140800,0.01075946,0.00913733,11670.48,11522.15,11724.0,11654.0,95608.033
0.01209871,0.00925026,1598227200,0.00996953,0.01034484,11654.0,11595.0,11831.96,11753.3,108781.125
0.01846816,0.0023047,1598313600,0.0023047,0.00943275,11753.29,11130.0,11770.0,11327.17,267234.771
0.01340597,0.00065883,1598400000,0.00896121,0.00065883,11327.18,11255.95,11548.68,11466.22,170305.024
0.01771904,0.00854694,1598486400,0.00889635,0.00890731,11466.22,11130.82,11593.0,11335.53,253778.342
0.01288991,0.00775474,1598572800,0.00832407,0.01111479,11335.83,11283.19,11544.88,11526.85,129477.627
0.01139975,0.008055,1598659200,0.00943505,0.008055,11526.85,11419.34,11582.0,11466.66,83715.229
0.01500008,0.00987508,1598745600,0.01226498,0.00987508,11466.27,11457.88,11724.12,11714.14,113266.672
0.01632676,0.01025062,1598832000,0.01040801,0.01362587,11714.13,11575.78,11784.21,11658.11,127272.378
0.04221825,0.01027304,1598918400,0.03218749,0.01027304,11658.11,11531.34,12061.07,11930.18,211680.828
0.04440571,0.01241133,1599004800,0.01241133,0.03634079,11930.17,11156.0,11961.0,11396.96,280411.964
0.01456051,-0.02026442,1599091200,-0.01536588,0.01125666,11396.44,9901.16,11475.0,10141.08,487812.737
0.00592323,-0.05930251,1599177600,-0.01450755,-0.05456556,10141.4,9878.65,10635.77,10448.0,432563.841
0.00999617,-0.00890179,1599264000,-0.00716975,-0.00890179,10448.0,9808.58,10567.87,10168.71,399307.282
0.00695596,-0.00877636,1599350400,0.0006533,0.00154139,10168.23,10003.0,10348.97,10258.13,190207.654
0.00891046,0.00178483,1599436800,0.00852528,0.00178483,10258.13,9879.68,10420.55,10378.76,258476.949
0.01091898,-0.00907324,1599523200,0.0043678,0.00800058,10379.3,9842.01,10443.79,10129.02,317802.322
0.01067508,0.00188831,1599609600,0.00800033,0.00839097,10130.0,9981.13,10346.0,10219.29,151222.689
0.00852566,-0.00765771,1599696000,-0.00753102,0.00605164,10219.29,10211.67,10484.6,10335.91,187667.873
0.00972701,-0.00515792,1599782400,0.00724772,-0.00515792,10335.91,10200.8,10397.85,10387.81,135929.303
0.01011332,-0.01159061,1599868800,0.00724028,0.00518171,10387.81,10271.0,10477.7,10438.28,97429.037
0.00884035,-0.02216216,1599955200,-0.01864812,0.00361329,10438.29,10209.01,10580.0,10327.72,159021.843
0.00512075,-0.01780489,1600041600,-0.01328712,-0.01512888,10327.72,10241.57,10746.06,10664.1,205260.236
0.00374752,-0.02054016,1600128000,-0.00835446,-0.00978782,10664.1,10592.0,10923.42,10776.78,247657.23
0.00658316,-0.01828968,1600214400,0.0027142,-0.00777182,10776.88,10661.9,11089.08,10948.17,252881.019
0.01017791,-0.00788304,1600300800,-0.00384011,0.00040868,10948.16,10740.0,11040.0,10935.33,186484.361
0.00980496,-0.02178775,1600387200,-0.0170885,0.00002656,10935.97,10810.1,11035.0,10926.29,136028.351
0.00841069,-0.01664317,1600473600,-0.00114157,-0.01193353,10926.3,10880.0,11177.0,11073.74,126239.232
0.00569003,-0.0138502,1600560000,-0.00749229,0.00150293,11073.2,10751.0,11073.9,10914.28,150450.562
0.01122267,-0.03604188,1600646400,-0.01951369,-0.00677653,10915.52,10281.0,10980.69,10414.73,333047.145
0.00625934,-0.01579417,1600732800,-0.00244675,-0.01579417,10414.73,10353.1,10574.08,10523.32,179900.686
0.00304827,-0.01094463,1600819200,-0.0077785,-0.00721666,10523.32,10132.21,10531.94,10237.91,203027.542
0.00668791,-0.00715889,1600905600,0.00070928,-0.00296818,10237.91,10191.0,10837.27,10724.92,241646.573
0.00970774,-0.00598132,1600992000,-0.00379549,-0.00085436,10724.91,10551.56,10754.29,10683.51,170930.773
0.0097944,-0.00421812,1601078400,-0.00219456,0.00266141,10683.5,10642.23,10827.8,10726.5,109340.491
0.00890115,-0.00053921,1601164800,0.00569485,-0.00053921,10726.5,10584.0,10793.5,10768.0,123440.716
0.0143128,0.00773246,1601251200,0.00841844,0.00841087,10768.0,10627.19,11024.0,10691.45,187105.377
0.01011889,0.00431193,1601337600,0.00938511,0.00875815,10691.94,10631.49,10863.94,10836.98,146888.319
0.01128951,-0.01123763,1601424000,0.00547109,0.00962826,10836.99,10660.05,10845.99,10773.0,132834.116
0.01583056,-0.00522703,1601510400,-0.00429073,0.00624841,10773.0,10442.0,10935.14,10612.63,253619.622
0.00155863,-0.02643805,1601596800,0.00122722,-0.00491065,10612.62,10371.03,10660.0,10565.15,224747.037
-0.00011164,-0.01415205,1601683200,-0.00959635,-0.00570061,10565.44,10491.11,10596.0,10537.96,76315.911
0.00673333,-0.02047986,1601769600,0.00504123,-0.0099526,10537.96,10514.0,10694.0,10660.16,90912.105
0.00458185,-0.00988402,1601856000,-0.00988402,0.00352333,10660.16,10608.9,10792.0,10785.0,130589.137
0.00924808,-0.0119871,1601942400,-0.00838445,-0.0119871,10784.99,10510.66,10792.0,10593.65,184895.25
0.00668872,-0.01918061,1602028800,0.00156199,-0.01040733,10593.65,10540.29,10675.0,10658.75,106700.522
0.01060514,-0.00424544,1602115200,0.00803944,0.00379482,10658.75,10523.0,10958.0,10919.45,207938.861
0.01423859,0.00445346,1602201600,0.01055574,0.00730427,10919.45,10818.44,11110.0,11050.47,154336.818
0.01725562,0.00498437,1602288000,0.00840228,0.00954993,11050.46,11050.46,11494.0,11294.79,199398.012
0.01513179,0.00857678,1602374400,0.00897418,0.00962061,11294.78,11273.77,11450.73,11369.59,146323.076
0.01334631,0.00324551,1602460800,0.01334631,0.00906702,11369.59,11157.0,11732.0,11530.36,254217.203
0.01295628,0.00154437,1602547200,0.00154437,0.01229459,11530.37,11308.0,11562.0,11419.36,199115.115
0.00993465,-0.00785315,1602633600,-0.00199895,0.00413691,11419.36,11280.5,11550.0,11417.13,192936.97
0.009793,0.00108763,1602720000,0.00717282,0.00108763,11417.12,11250.0,11649.48,11502.0,215260.399
0.00891328,-0.00738572,1602806400,-0.00596489,0.00831189,11502.0,11175.0,11538.92,11318.92,212339.085
0.00768423,-0.01056125,1602892800,-0.01000948,-0.00744606,11319.51,11250.0,11424.09,11356.25,95892.966
0.00724015,-0.01416696,1602979200,0.00158743,-0.00939455,11356.25,11342.54,11529.93,11501.1,92472.191
0.00905208,-0.00470203,1603065600,-0.00291386,0.00286549,11501.5,11404.01,11830.0,11745.0,230161.648
0.00754128,-0.00491707,1603152000,-0.00323217,-0.00000767,11744.99,11673.0,12045.78,11900.03,312811.802
0.01416333,-0.00312706,1603238400,0.00856111,-0.00312706,11900.03,11876.0,13240.0,12796.07,591963.069
0.0185251,0.00387843,1603324800,0.0092899,0.0095711,12796.06,12675.5,13188.27,12968.87,343851.666
0.03348551,0.00687509,1603411200,0.00764836,0.00944797,12970.39,12725.04,13043.0,12925.82,237042.526
0.01543762,0.0074733,1603497600,0.0082956,0.0074733,12925.82,12871.07,13177.59,13110.88,176146.631
0.01670802,0.00822348,1603584000,0.00938071,0.00880555,13110.88,12715.0,13369.0,13023.81,206012.652
0.0155578,-0.00056505,1603670400,0.00100733,0.00956228,13024.21,12729.0,13240.0,13047.24,316503.296
0.01502253,0.00022337,1603756800,0.00022337,0.00268664,13047.24,13041.3,13787.83,13629.38,411509.506
0.01466463,-0.01192395,1603843200,-0.01192395,-0.00076484,13629.89,12876.0,13863.0,13256.17,476993.789
-0.01658884,-0.01785411,1603929600,-0.01785411,-0.01658884,13255.79,12965.0,13637.22,13446.65,355352.336
0.00399808,-0.00812722,1604016000,-0.00812722,0.00399808,13446.65,13100.0,13665.65,13549.12,349890.573
0.01084886,-0.00801265,1604102400,-0.00260208,-0.00801265,13549.12,13403.36,14140.0,13783.73,357853.23
0.00484522,-0.00547952,1604188800,0.00351723,-0.00247761,13783.73,13605.9,13891.52,13752.86,198395.231
0.00650916,-0.00554932,1604275200,0.00066747,0.00350035,13752.87,13195.0,13823.75,13540.54,327991.768
0.00786328,-0.01157634,1604361600,-0.01036113,-0.00152514,13541.55,13276.33,14070.0,14016.55,348730.51
0.01376376,-0.00551088,1604448000,0.01134439,-0.00129683,14016.55,13512.0,14280.0,14134.31,451433.42
0.0162337,-0.00801394,1604534400,0.00895354,0.00762062,14134.32,14088.01,15777.0,15598.75,717489.697
0.04791127,0.0075505,1604620800,0.02973974,0.0075505,15598.74,15177.0,15984.2,15590.96,559380.06
0.05753087,0.02386938,1604707200,0.02720785,0.02386938,15590.95,14350.0,15774.0,14824.34,457582.681
0.02481729,0.00684953,1604793600,0.01900189,0.02481729,14824.33,14710.0,15678.0,15473.2,290616.393
0.03399005,0.00515997,1604880000,0.0057961,0.03075945,15473.2,14822.0,15869.0,15328.72,474181.983
0.01503854,0.00744052,1604966400,0.01052725,0.00744052,15328.72,15071.0,15474.17,15294.68,244073.495
0.02105306,0.00992827,1605052800,0.01196221,0.01003529,15294.68,15274.89,16000.0,15690.24,330772.852
0.02010215,0.00901839,1605139200,0.01156784,0.01220127,15690.24,15437.7,16345.0,16289.02,471759.126
0.01365903,0.00703828,1605225600,0.0082702,0.01320132,16289.01,15955.6,16479.99,16320.54,306656.359
0.01058296,0.00070632,1605312000,0.00229592,0.00812291,16320.54,15700.0,16326.82,16064.51,266206.937
0.00963634,0.00202957,1605398400,0.00963634,0.00202957,16064.51,15768.0,16161.23,15952.27,210318.453
0.02628811,0.00843274,1605484800,0.02452759,0.00967445,15951.93,15862.0,16882.0,16707.07,342459.329
0.0188315,0.004212,1605571200,0.00903384,0.0133949,16707.0,16550.0,17890.1,17670.01,524094.697
0.02311016,0.00899876,1605657600,0.02048972,0.01048375,17670.01,17215.03,18520.0,17788.32,732937.097
0.04047367,0.01961756,1605744000,0.0323551,0.02113005,17788.32,17347.27,18200.0,17811.68,406500.977
0.05270153,0.02266369,1605830400,0.03537921,0.03074794,17811.68,17748.92,18831.6,18664.31,407926.802
0.05265645,0.02025629,1605916800,0.05014232,0.03482806,18662.85,18302.08,18986.0,18721.99,342412.49
0.08543264,0.05059697,1606003200,0.08543264,0.05059697,18721.99,17645.98,18780.0,18435.2,373779.417
0.10743449,0.09108787,1606089600,0.09264782,0.09482572,18434.17,18013.97,18812.65,18382.07,364221.378
0.09153882,0.06101772,1606176000,0.06101772,0.07192645,18382.07,18000.0,19440.0,19179.64,477968.289
0.06064464,0.02819442,1606262400,0.03557351,0.06064464,19178.53,18509.12,19554.19,18741.67,426276.99
0.03886355,0.01224211,1606348800,0.01662733,0.03639302,18741.66,16181.0,18940.69,17155.34,850692.856
0.01588264,0.00685537,1606435200,0.01042601,0.01588264,17155.37,16444.83,17465.0,17144.1,398072.933
0.01443692,0.00474207,1606521600,0.00647315,0.01152244,17144.11,16865.78,17880.0,17717.74,268833.749
0.01399977,0.007178,1606608000,0.00969204,0.00796642,17717.74,17523.0,18343.0,18181.09,256024.006
0.05564676,0.00703792,1606694400,0.05029778,0.00936665,18180.43,18178.82,19944.0,19720.0,500482.574
0.07711006,0.02413693,1606780800,0.02413693,0.04981385,19722.09,18050.0,19956.0,18772.7,553885.333
0.02312388,0.00804817,1606867200,0.01426263,0.02312388,18770.33,18329.58,19365.0,19207.01,335717.482
0.02705409,0.00870064,1606953600,0.02224517,0.01269029,19207.01,18865.0,19640.0,19434.3,245020.576
0.02164619,0.00588167,1607040000,0.00726311,0.02164619,19432.66,18570.0,19537.16,18664.2,276271.939
0.01146865,0.00575231,1607126400,0.0094773,0.00611025,18662.72,18510.0,19203.46,19147.62,165912.647
0.01240085,0.0076756,1607212800,0.00967118,0.00955148,19147.63,18855.35,19449.1,19375.02,176004.606
0.01914966,0.00834331,1607299200,0.00898835,0.01432154,19375.0,18908.66,19446.36,19172.88,169402.371
0.01178716,0.00607267,1607385600,0.00626813,0.00947455,19172.87,18133.33,19319.38,18319.32,280714.132
0.00726989,0.0013119,1607472000,0.0034678,0.00467577,18319.33,17650.0,18639.7,18537.98,353123.689
0.01109197,0.002733,1607558400,0.01101106,0.002733,18537.97,17916.0,18550.0,18253.51,233960.241
0.01025103,0.00471038,1607644800,0.00644941,0.01025103,18254.0,17555.0,18290.44,18031.47,317866.07
0.00676707,0.00083856,1607731200,0.00422448,0.00676707,18031.71,18012.21,18950.0,18800.0,196962.282
0.02133151,-0.00234721,1607817600,0.0201749,0.00386172,18800.0,18705.46,19432.0,19175.07,239760.089
0.02129943,0.00925736,1607904000,0.01002396,0.0206056,19175.06,19004.72,19355.35,19270.7,181555.823
0.01498343,0.00562736,1607990400,0.00646421,0.01043777,19270.71,19039.64,19598.0,19424.91,248744.054
0.03195401,0.0062463,1608076800,0.02593257,0.0062463,19424.9,19274.55,21600.0,21346.8,459302.012
0.07031651,0.02249691,1608163200,0.03878515,0.02697271,21346.81,21231.5,23888.04,22816.99,823435.821
0.05945129,0.02251256,1608249600,0.03780776,0.03872795,22816.99,22363.94,23330.0,23124.35,305997.222
0.06043514,0.00908955,1608336000,0.05663255,0.03877851,23124.35,22735.81,24281.61,23847.28,337535.438
0.06047963,0.03270514,1608422400,0.04571637,0.05203313,23847.28,23076.25,24376.0,23472.96,322289.774
0.04813829,0.0083618,1608508800,0.00971783,0.04014475,23472.96,21920.0,24145.0,22730.1,476456.589
0.02227534,0.00748741,1608595200,0.0187003,0.00937882,22736.05,22387.0,23850.0,23826.99,326124.313
0.03384841,0.0134026,1608681600,0.01781609,0.01634231,23826.74,22572.52,24235.42,23238.27,394754.939
0.02006926,0.00548222,1608768000,0.01726481,0.01826669,23237.73,22700.0,23819.81,23737.44,237754.257
0.05396041,0.01679524,1608854400,0.04995957,0.01721656,23738.75,23450.0,24827.64,24730.0,284523.431
0.05069713,0.03092488,1608940800,0.04209157,0.05069713,24729.99,24507.24,26926.0,26508.83,367265.555
0.08905742,0.0375157,1609027200,0.06592139,0.0375157,26508.84,25850.0,28459.84,26305.64,540264.148
0.06503152,0.03918567,1609113600,0.05874087,0.06414642,26301.76,26117.1,27538.82,27102.66,267563.468
0.05754768,0.02810142,1609200000,0.02852675,0.05754768,27101.45,25913.01,27441.73,27402.83,260759.449
0.08659679,0.0297363,1609286400,0.04616218,0.0297363,27402.83,27401.0,29063.72,28906.99,374737.655
0.04770105,0.01187611,1609372800,0.01194267,0.04770105,28906.99,27848.0,29376.7,28951.68,313648.835
0.02062697,0.00313455,1609459200,0.01171634,0.0101903,28948.19,28627.12,29668.86,29337.16,210716.398
0.11089435,0.00730455,1609545600,0.08285485,0.01191607,29337.15,28958.24,33480.0,32199.91,545541.08
0.09306321,0.07157342,1609632000,0.09306321,0.07770822,32198.41,32000.02,34832.25,33054.53,487486.989
0.15049457,0.03019868,1609718400,0.03646376,0.09267328,33053.93,27800.0,33653.56,32031.07,506128.023
0.05108997,0.02230411,1609804800,0.05108997,0.04390053,32029.55,29900.0,34500.0,33999.52,433720.833
0.11467298,0.05113751,1609891200,0.0718351,0.05113751,33999.51,33356.46,37037.51,36823.68,444019.83
0.10017221,0.06231508,1609977600,0.09762636,0.07392952,36825.77,36337.36,40565.62,39498.92,520147.908
0.11908043,0.03500673,1610064000,0.07091269,0.09240694,39498.32,36539.77,42125.51,40637.23,518080.826
0.0677372,0.0246523,1610150400,0.06011917,0.0677372,40638.91,38733.28,41539.88,40136.04,260882.805
0.11456087,0.02887948,1610236800,0.0443303,0.0563617,40136.05,35268.0,41412.12,38221.67,436759.048
0.11112322,0.05090608,1610323200,0.06227941,0.05090608,38200.01,30448.0,38322.18,35408.46,906275.651
0.05982148,0.02024175,1610409600,0.04141342,0.05982148,35406.92,32600.0,36693.44,34056.9,449065.693
0.05485867,0.02344627,1610496000,0.04836656,0.04165709,34065.53,32420.0,37880.0,37421.07,398188.088
0.06657672,0.04569544,1610582400,0.06289306,0.04884059,37416.34,36764.33,40189.39,39163.31,353142.386
0.08794783,0.03831016,1610668800,0.03833145,0.05889835,39163.31,34478.0,39790.0,36755.24,437610.113
0.04690558,0.00453042,1610755200,0.0361055,0.03494209,36755.25,35366.0,38000.0,36025.66,301102.477
0.03566062,0.00824397,1610841600,0.02685226,0.03566062,36025.65,33863.5,36898.0,35869.83,287686.129
0.07773736,0.03064543,1610928000,0.06611207,0.03064543,35875.72,34808.47,37547.94,36686.86,253386.703
0.1106317,0.0434015,1611014400,0.07745391,0.07000603,36690.0,35850.0,37961.0,35891.03,257889.419
0.07415092,0.00646065,1611100800,0.0127613,0.07415092,35891.74,33403.0,36461.44,35500.0,329192.419
0.0240546,0.00885067,1611187200,0.00885067,0.01492429,35499.23,30069.9,35636.17,30879.97,550562.277
0.01323782,0.00226379,1611273600,0.00517045,0.01002235,30875.77,28880.0,33831.52,32986.34,453568.538
0.01235124,0.00461131,1611360000,0.0066303,0.00611173,32990.08,31405.0,33495.0,32086.48,256776.411
0.02245554,0.00671477,1611446400,0.01344232,0.00671477,32086.48,30914.2,33125.75,32275.63,212107.044
0.04763037,0.00727646,1611532800,0.02756335,0.01335525,32274.88,31921.47,34880.0,32253.68,316687.524
0.02221747,0.00327885,1611619200,0.00531478,0.02221747,32253.68,30810.0,32950.0,32474.14,346861.707
0.00620326,-0.00494144,1611705600,0.00024907,0.00514844,32474.81,29240.0,32562.2,30381.04,431022.839
0.01551971,-0.0052103,1611792000,0.00578533,-0.00119812,30382.96,29843.33,33778.95,33399.75,311528.373
0.13049307,0.00413445,1611878400,0.09481852,0.00659769,33399.99,31960.0,38641.1,34269.35,713579.785
0.09186442,0.01860756,1611964800,0.02137247,0.09186442,34267.04,32849.06,34988.88,34289.85,267861.872
0.02747654,0.01836364,1612051200,0.02244659,0.01966266,34284.76,32193.04,34393.22,33126.21,211293.891
0.04553876,0.01014795,1612137600,0.03973324,0.02131436,33125.11,32322.47,34720.0,33546.09,240632.325
0.08128827,0.02553019,1612224000,0.07417526,0.03956451,33546.08,33450.0,36041.0,35504.06,239856.23
0.071066,0.04527267,1612310400,0.05478065,0.071066,35504.07,35410.0,37700.0,37652.51,240308.078
0.07733511,0.03526186,1612396800,0.03696847,0.05582313,37651.92,36233.0,38833.0,36976.93,306715.022
0.06948714,0.02749701,1612483200,0.05174755,0.03791853,36975.19,36586.68,38411.82,38362.65,196277.444
0.09309585,0.03844995,1612569600,0.09309585,0.05705884,38357.17,38269.0,40992.4,39249.54,310826.315
0.11551171,0.05744132,1612656000,0.07546584,0.08720168,39249.53,37403.27,39757.87,38849.25,296721.925
0.15736961,0.04803523,1612742400,0.14246266,0.07576938,38849.24,38037.0,47146.0,46451.32,440167.093
0.20484747,0.12156482,1612828800,0.12156482,0.1436489,46451.32,45057.65,48266.36,46492.54,381477.426
0.14404667,0.07948937,1612915200,0.09104232,0.12086818,46492.53,43770.0,47475.0,44850.0,334979.017
0.12868729,0.05982639,1613001600,0.10982115,0.08869534,44850.0,44038.97,48810.0,48060.21,330540.045
0.12987029,0.08621548,1613088000,0.09887675,0.11393767,48060.21,46121.0,49278.98,47361.03,259186.288
0.12505304,0.05968916,1613174400,0.06166964,0.09399451,47364.0,46252.1,48290.0,47221.62,199965.397
0.15642931,0.06195008,1613260800,0.1523951,0.06431175,47221.63,47093.16,49875.16,48655.21,241935.666
0.14502592,0.05502318,1613347200,0.08850104,0.14502592,48655.21,45349.21,49100.0,47981.58,248960.404
0.15311556,0.08617502,1613433600,0.11427561,0.08617502,47981.6,47101.02,50953.44,49197.94,343592.011
0.17093969,0.09535314,1613520000,0.16379169,0.11692296,49197.93,49029.62,52800.0,52194.62,312007.458
0.15953365,0.11305378,1613606400,0.11379238,0.15824635,52194.62,50948.0,52640.0,51619.7,185489.89
0.11722374,0.08425851,1613692800,0.11472755,0.1116644,51612.46,50800.0,56582.0,56004.1,257911.872
0.10870724,0.0512968,1613779200,0.07970775,0.10870724,56005.85,53905.0,57699.0,55917.41,240296.308
0.11952394,0.06746768,1613865600,0.11539907,0.07749248,55908.45,55564.5,58472.14,57487.43,196820.573
0.10821456,0.06258064,1613952000,0.06258064,0.10821456,57475.5,47751.42,57591.87,54121.1,480660.187
0.0627282,0.01083507,1614038400,0.02020101,0.0627282,54125.55,44893.82,54260.12,48930.0,748737.462
0.03134928,0.00974616,1614124800,0.01263552,0.01991093,48930.01,47000.0,51435.58,49702.03,333415.219
0.02625508,0.00842407,1614211200,0.01844785,0.01097152,49702.05,46685.43,52134.96,47089.37,349943.016
0.02366754,0.0078138,1614297600,0.01762947,0.01889121,47087.97,44100.0,48438.01,46313.13,440670.32
0.03615047,0.00738844,1614384000,0.00738844,0.01958394,46313.12,44926.77,48476.05,46102.63,256027.074
0.0225257,0.00517695,1614470400,0.01659737,0.00893781,46097.09,43002.05,46678.0,45163.36,370358.825
0.01579015,0.00569344,1614556800,0.00916957,0.01579015,45162.64,44972.49,49800.0,49592.7,315659.931
0.02369019,0.00845213,1614643200,0.00921436,0.01230537,49594.99,47058.06,50221.77,48450.57,273100.435
0.0391928,0.00798827,1614729600,0.03181023,0.00798827,48454.21,48110.66,52681.51,50373.75,350311.234
0.03100175,0.00905943,1614816000,0.01699216,0.03100175,50373.75,47500.0,51800.0,48385.77,387428.957
0.02534841,0.0055573,1614902400,0.00922331,0.01591808,48385.77,46320.0,49470.0,48770.57,354602.756
0.01177269,0.00893158,1614988800,0.01177269,0.01079873,48772.68,47090.0,49253.63,48908.21,215092.91
0.05074484,0.00743525,1615075200,0.04609006,0.01111175,48908.21,48908.21,51480.0,50995.27,248398.116
0.05463411,0.03322377,1615161600,0.05463411,0.04867027,50991.35,49310.0,52450.0,52429.43,308339.866
0.0903526,0.05914314,1615248000,0.07970982,0.05914314,52429.43,51880.0,54950.0,54917.78,285604.798
0.13070055,0.06100404,1615334400,0.13070055,0.0785996,54917.78,53061.0,57500.92,55947.98,401159.493
0.12793195,0.0929572,1615420800,0.11206826,0.12793195,55949.3,54356.44,58283.0,57844.52,364681.318
0.1103326,0.05300927,1615507200,0.05415972,0.1103326,57842.64,55074.3,58186.33,57291.03,335495.042
0.15924384,0.0254282,1615593600,0.15634568,0.05700003,57291.04,56136.0,61950.0,61267.41,320322.173
0.15183049,0.09686739,1615680000,0.0979699,0.15183049,61267.41,59005.0,61798.0,59037.12,231991.901
0.11625934,0.00983133,1615766400,0.01183948,0.09512468,59037.11,54517.28,60740.0,55646.61,448820.83
0.02281768,0.0086561,1615852800,0.01803595,0.0141279,55646.61,53335.0,56988.0,56954.19,339718.202
0.02954251,0.0134818,1615939200,0.01390687,0.01631428,56953.23,54154.93,59078.79,58959.0,339397.712
0.05560621,0.0131315,1616025600,0.04716058,0.01429838,58959.01,57072.0,60510.0,57700.01,305100.026
0.04716058,0.04716058,1616112000,0.04716058,0.04716058,57700.01,56301.27,59550.0,58089.11,259039.479
0.04242101,0.01619353,1616198400,0.03714766,0.01619353,58089.11,57881.0,59948.0,58145.61,203680.149
0.05951501,0.01693992,1616284800,0.01891573,0.03523216,58144.44,55403.55,58638.7,57415.18,237518.696
0.04397844,0.01318982,1616371200,0.03616508,0.01707811,57415.19,53635.81,58500.0,54129.56,293062.947
0.034647,0.01067669,1616457600,0.01605227,0.03155994,54129.56,52981.4,55890.68,54400.0,276199.041
0.03153242,0.0137027,1616544000,0.02158483,0.01818166,54400.0,51666.0,57234.79,52311.54,394172.526
0.03412841,0.00161268,1616630400,0.00250168,0.02679496,52307.89,50452.08,53255.2,51325.21,416848.091
0.01186117,0.00433565,1616716800,0.00816206,0.00433565,51325.21,51260.0,55123.0,55030.0,271957.842
0.0134505,0.00254145,1616803200,0.01212606,0.00941197,55030.0,54001.0,56658.76,55828.0,234435.346
0.02004634,0.01128235,1616889600,0.0155569,0.0119041,55828.0,54694.91,56588.31,55805.08,200603.768
0.04978463,0.01533256,1616976000,0.04656427,0.01533256,55804.16,54931.15,58490.11,57677.64,277215.268
0.09457545,0.04218704,1617062400,0.09247296,0.04218704,57676.14,57110.0,59560.0,58794.16,232824.065
0.10533597,0.07816867,1617148800,0.07897405,0.09642916,58794.17,56812.0,59920.0,58807.24,337038.349
0.10907123,0.07974265,1617235200,0.0855601,0.07974265,58810.99,58002.0,59592.22,58794.01,196332.114
0.12529137,0.0688819,1617321600,0.12464056,0.08437035,58797.56,58490.03,60397.85,59031.36,189391.958
0.12286904,0.07667208,1617408000,0.10852696,0.12286904,59028.99,56900.0,59925.0,57134.65,198636.171
0.10148067,0.03774075,1617494400,0.03851592,0.10148067,57134.65,56517.23,58553.0,58234.61,152454.122
0.06155835,0.0324573,1617580800,0.06155835,0.03655618,58234.61,56808.94,59385.0,59243.39,174338.646
0.1141336,0.06036866,1617667200,0.10054009,0.06999923,59243.4,57500.0,59626.18,58059.99,165562.029
0.09554713,0.04307283,1617753600,0.04307283,0.09554713,58060.0,55536.07,58720.0,56018.18,265271.707
0.0439081,0.01421139,1617840000,0.01671633,0.0439081,56018.17,55759.13,58200.0,58122.26,161389.858
0.03002901,0.01469058,1617926400,0.02043657,0.01469058,58122.93,57700.0,58950.0,58176.03,141690.144
0.14935214,0.0195574,1618012800,0.14147406,0.0195574,58176.04,57943.95,61800.0,59832.43,240907.592
0.13901087,0.07443295,1618099200,0.09884296,0.13901087,59832.43,59304.02,60816.88,60090.2,148499.824
0.10927947,0.08824652,1618185600,0.09455016,0.09798748,60093.26,59500.0,61449.91,59911.18,196147.561
0.12124501,0.08248398,1618272000,0.11086046,0.09002223,59911.19,59873.01,63850.0,63649.71,279389.492
0.10768882,0.07797593,1618358400,0.09320808,0.10768882,63645.05,61404.0,64986.11,63019.1,323454.88
0.09178958,0.06168445,1618444800,0.06968247,0.09178958,63018.34,62157.89,63905.83,63232.55,178604.198
0.08312529,0.06606277,1618531200,0.07501234,0.06606277,63232.56,60100.0,63600.0,61424.67,255765.893
