longAccount,longShortRatio,shortAccount,time,low,close,high,open,volume
51.34,1.06,48.66,1626307200.0,31140.0,31866.43,33170.0,32803.0,539111.667
51.21,1.05,48.79,1626393600.0,31018.59,31382.95,32245.0,31865.53,516577.743
51.91,1.08,48.09,1626480000.0,31150.02,31496.65,31945.0,31382.96,422650.418
51.28,1.05,48.72,1626566400.0,31075.1,31767.0,32435.93,31496.65,412189.401
51.26,1.05,48.74,1626652800.0,30358.77,30823.62,31890.0,31765.23,486305.627
51.47,1.06,48.53,1626739200.0,29242.24,29775.9,31050.0,30823.62,602688.19
51.66,1.07,48.34,1626825600.0,29472.41,32120.0,32883.9,29775.89,787077.39
51.59,1.07,48.41,1626912000.0,31700.0,32268.11,32583.48,32120.0,397258.936
52.39,1.1,47.61,1626998400.0,31970.82,33634.46,33650.0,32268.12,404650.016
51.11,1.05,48.89,1627084800.0,33379.81,34230.0,34471.0,33631.74,376046.028
51.1,1.05,48.9,1627171200.0,33812.0,35370.66,35400.0,34230.0,404114.844
50.23,1.01,49.77,1627257600.0,35185.49,37218.09,48168.6,35370.67,1162332.857
50.82,1.03,49.18,1627344000.0,36384.31,39442.33,39546.34,37218.09,675104.157
50.19,1.01,49.81,1627430400.0,38753.0,40003.08,40894.0,39448.06,736196.234
50.73,1.03,49.27,1627516800.0,39203.83,40012.9,40665.0,40003.08,463917.872
50.2,1.01,49.8,1627603200.0,38320.0,42203.25,42316.6,40012.89,561474.309
50.34,1.01,49.66,1627689600.0,41030.19,41448.11,42494.0,42202.6,381521.899
51.05,1.04,48.95,1627776000.0,39350.4,39846.78,42614.98,41448.1,487529.044
50.49,1.02,49.51,1627862400.0,38658.0,39147.48,40450.0,39846.78,451872.128
50.08,1.0,49.92,1627948800.0,37600.0,38203.26,39774.93,39147.47,517219.517
49.8,0.99,50.2,1628035200.0,37500.0,39731.31,39975.32,38201.33,479560.473
50.51,1.02,49.49,1628121600.0,37291.0,40882.4,41350.0,39731.31,746249.712
50.41,1.02,49.59,1628208000.0,39849.82,42825.43,43400.0,40882.39,653451.154
49.98,1.0,50.02,1628294400.0,42395.2,44601.11,44753.01,42825.43,583750.891
50.67,1.03,49.33,1628380800.0,43265.0,43787.71,45350.0,44601.11,553684.698
50.81,1.03,49.19,1628467200.0,42785.0,46259.7,46483.0,43787.71,626220.503
50.42,1.02,49.58,1628553600.0,44670.05,45589.99,46800.0,46259.7,460478.861
50.5,1.02,49.5,1628640000.0,45354.0,45522.12,46754.27,45589.99,390660.571
51.96,1.08,48.04,1628726400.0,43800.0,44385.09,46226.67,45522.13,468276.056
52.25,1.09,47.75,1628812800.0,44208.88,47792.52,47980.69,44385.09,438025.46
52.41,1.1,47.59,1628899200.0,46000.0,47083.74,48300.0,47792.52,374368.796
52.53,1.11,47.47,1628985600.0,45480.0,47006.02,47388.75,47083.75,370950.807
52.51,1.11,47.49,1629072000.0,45682.03,45926.23,48074.23,47006.02,412537.605
52.27,1.1,47.73,1629158400.0,44412.01,44704.84,47194.0,45926.23,474316.4
51.96,1.08,48.04,1629244800.0,44227.32,44714.09,46050.0,44704.85,395836.158
52.63,1.11,47.37,1629331200.0,43938.38,46772.0,47100.0,44714.09,439402.162
52.52,1.11,47.48,1629417600.0,46650.0,49332.74,49500.0,46772.0,401499.081
53.25,1.14,46.75,1629504000.0,48250.0,48848.29,49833.0,49332.99,347594.451
53.07,1.13,46.93,1629590400.0,48075.81,49273.28,49556.2,48846.11,294672.223
52.83,1.12,47.17,1629676800.0,49075.01,49523.91,50600.0,49273.28,355733.496
52.7,1.11,47.3,1629763200.0,47600.0,47719.36,49888.88,49523.23,398682.002
52.82,1.12,47.18,1629849600.0,47130.57,48992.65,49297.8,47719.37,389100.384
52.64,1.11,47.36,1629936000.0,46280.0,46853.06,49380.0,48992.65,475183.123
52.35,1.1,47.65,1630022400.0,46359.97,49083.98,49220.0,46854.22,403667.012
52.05,1.09,47.95,1630108800.0,48395.65,48931.99,49333.0,49082.13,222793.024
53.28,1.14,46.72,1630195200.0,47741.31,48795.41,49769.2,48931.99,315105.499
53.26,1.14,46.74,1630281600.0,46876.49,47024.7,48916.25,48795.42,351830.754
53.08,1.13,46.92,1630368000.0,46731.03,47150.32,48298.0,47024.69,365548.209
53.57,1.15,46.43,1630454400.0,46550.99,48842.94,49160.79,47150.32,350108.374
53.89,1.17,46.11,1630540800.0,48631.2,49299.14,50420.0,48842.93,361863.055
53.87,1.17,46.13,1630627200.0,48333.0,50027.08,51111.0,49299.14,430326.386
53.57,1.15,46.43,1630713600.0,49360.0,49940.74,50582.08,50027.09,274956.842
53.11,1.13,46.89,1630800000.0,49462.59,51799.57,51950.0,49942.2,288984.124
53.29,1.14,46.71,1630886400.0,51040.0,52683.97,52830.0,51799.56,297734.284
53.3,1.14,46.7,1630972800.0,42088.0,46864.39,52950.0,52683.98,764140.139
52.59,1.11,47.41,1631059200.0,44431.0,46062.29,47347.0,46864.38,435803.011
52.74,1.12,47.26,1631145600.0,45500.0,46413.88,47400.0,46060.02,309015.75
52.67,1.11,47.33,1631232000.0,44120.0,44860.83,47037.5,46413.88,343533.069
53.27,1.14,46.73,1631318400.0,44737.4,45193.78,45999.0,44860.83,194144.115
53.29,1.14,46.71,1631404800.0,44746.51,46046.73,46512.2,45194.19,223534.63
53.28,1.14,46.72,1631491200.0,43323.93,44975.96,46933.89,46048.02,448942.068
53.37,1.15,46.63,1631577600.0,44692.9,47087.18,47272.98,44975.96,277925.721
53.09,1.13,46.91,1631664000.0,46675.0,48106.12,48440.93,47087.18,244226.37
52.04,1.09,47.96,1631750400.0,47038.21,47745.55,48488.0,48106.13,260044.727
52.41,1.1,47.59,1631836800.0,46750.0,47303.11,48150.0,47745.55,226193.34
52.66,1.11,47.34,1631923200.0,47044.32,48285.15,48850.0,47303.11,207900.413
52.5,1.11,47.5,1632009600.0,46840.0,47256.91,48364.64,48284.61,212631.933
52.52,1.11,47.48,1632096000.0,42467.86,43026.6,47345.0,47256.92,600764.629
52.36,1.1,47.64,1632182400.0,39503.58,40726.1,43629.6,43026.61,683242.002
52.56,1.11,47.44,1632268800.0,40551.49,43520.0,43989.98,40727.83,400849.752
52.53,1.11,47.47,1632355200.0,43056.0,44828.29,44976.48,43520.0,330253.525
52.64,1.11,47.36,1632441600.0,40650.0,42798.49,45134.33,44828.29,608595.52
53.25,1.14,46.75,1632528000.0,41630.26,42651.58,42950.0,42798.49,277084.795
52.88,1.12,47.12,1632614400.0,40725.01,43150.0,43940.0,42646.84,354393.916
52.44,1.1,47.56,1632700800.0,42059.13,42122.69,44350.0,43150.01,285311.606
52.35,1.1,47.65,1632787200.0,40854.0,41006.32,42749.0,42122.69,359745.538
52.08,1.09,47.92,1632873600.0,40708.73,41499.71,42576.8,41002.96,293307.589
51.81,1.08,48.19,1632960000.0,41387.78,43796.57,44100.0,41499.7,389185.646
52.22,1.09,47.78,1633046400.0,43260.01,48123.94,48450.0,43799.49,449491.768
52.48,1.1,47.52,1633132800.0,47410.0,47626.61,48338.68,48123.93,182565.988
52.48,1.1,47.52,1633219200.0,47071.26,48187.3,49304.12,47626.62,212410.375
52.72,1.12,47.28,1633305600.0,46885.29,49198.22,49544.48,48187.99,324424.837
53.01,1.13,46.99,1633392000.0,49009.21,51455.12,51888.0,49199.78,314043.813
52.38,1.1,47.62,1633478400.0,50410.0,55321.6,56416.02,51460.22,418731.748
52.76,1.12,47.24,1633564800.0,53374.34,53814.99,55337.8,55327.45,262974.545
53.8,1.17,46.2,1633651200.0,53647.3,53975.0,56208.73,53814.99,255210.035
53.1,1.13,46.9,1633737600.0,53656.66,54960.77,55589.0,53974.99,167495.393
52.96,1.13,47.04,1633824000.0,54101.0,54700.0,56789.0,54960.79,289072.818
52.32,1.1,47.68,1633910400.0,54458.0,57500.01,57880.0,54700.0,314868.05
52.78,1.12,47.22,1633996800.0,53750.0,56011.84,57756.52,57500.01,349147.775
52.85,1.12,47.15,1634083200.0,54271.24,57393.65,57822.38,56011.83,327714.318
52.86,1.12,47.14,1634169600.0,56800.0,57378.19,58586.67,57393.65,254719.751
53.12,1.13,46.88,1634256000.0,56900.0,61702.33,63997.61,57377.12,493366.513
53.2,1.14,46.8,1634342400.0,60220.0,60925.56,62444.23,61702.33,213251.899
54.33,1.19,45.67,1634428800.0,58850.0,61571.45,61796.47,60925.56,240132.514
54.21,1.18,45.79,1634515200.0,59897.61,62037.92,62800.0,61571.45,333278.481
53.37,1.15,46.63,1634601600.0,61300.0,64316.7,64500.0,62037.92,379243.718
53.35,1.14,46.65,1634688000.0,63518.81,66064.24,67150.0,64314.75,324737.868
54.02,1.18,45.98,1634774400.0,62000.0,62260.33,66750.0,66064.25,478610.458
53.76,1.16,46.24,1634860800.0,60011.9,60734.27,63796.2,62260.33,350359.527
53.15,1.13,46.85,1634947200.0,59622.0,61325.11,61780.0,60734.28,222553.478
53.77,1.16,46.23,1635033600.0,59504.46,60902.82,61550.0,61325.09,245816.821
53.36,1.14,46.64,1635120000.0,60701.0,63127.04,63795.98,60902.82,234201.1
53.64,1.16,46.36,1635206400.0,59838.05,60358.75,63362.06,63129.25,252256.924
52.65,1.11,47.35,1635292800.0,57865.0,58449.36,61550.0,60358.74,329112.396
53.55,1.15,46.45,1635379200.0,57550.0,60622.03,62641.26,58449.36,333323.116
53.8,1.17,46.2,1635465600.0,60222.0,62308.22,63069.71,60622.02,218355.773
53.58,1.15,46.42,1635552000.0,60631.23,61895.19,62415.85,62308.21,156041.523
53.68,1.16,46.32,1635638400.0,60008.0,61348.61,62462.99,61895.19,183599.524
53.43,1.15,46.57,1635724800.0,59400.0,60942.87,62543.58,61347.14,246158.361
53.68,1.16,46.32,1635811200.0,60659.58,63266.69,64349.55,60942.87,217592.062
54.2,1.18,45.8,1635897600.0,60300.0,62946.45,63613.0,63266.69,211190.183
54.11,1.18,45.89,1635984000.0,60703.0,61431.86,63149.0,62946.45,184677.079
53.89,1.17,46.11,1636070400.0,60762.0,61006.0,62671.48,61433.9,157569.637
53.35,1.14,46.65,1636156800.0,60100.0,61511.3,61645.75,61006.0,154919.118
53.74,1.16,46.26,1636243200.0,61368.26,63316.4,63377.58,61511.3,142878.208
53.88,1.17,46.12,1636329600.0,63308.7,67606.96,67932.89,63316.4,274932.146
53.84,1.17,46.16,1636416000.0,66300.0,67009.98,68675.16,67606.96,231843.834
54.05,1.18,45.95,1636502400.0,62400.51,64920.13,69198.7,67010.65,347835.573
54.58,1.2,45.42,1636588800.0,64147.12,64831.3,65646.98,64920.13,178279.275
53.84,1.17,46.16,1636675200.0,62313.0,64156.08,65500.0,64831.2,264576.325
53.87,1.17,46.13,1636761600.0,63430.01,64427.0,65073.24,64156.08,124466.493
53.35,1.14,46.65,1636848000.0,63640.0,65568.39,65569.99,64426.99,146424.701
53.4,1.15,46.6,1636934400.0,63351.58,63654.49,66395.05,65568.38,210026.602
53.51,1.15,46.49,1637020800.0,58397.14,60106.03,63655.77,63654.49,475025.706
52.33,1.1,47.67,1637107200.0,58336.68,60366.96,60848.85,60106.03,287388.873
52.36,1.1,47.64,1637193600.0,56505.48,56921.05,60999.0,60366.97,412021.672
52.4,1.1,47.6,1637280000.0,55604.0,58069.51,58333.0,56921.04,245356.121
52.03,1.09,47.97,1637366400.0,57372.0,59716.29,59873.84,58069.52,173697.342
52.74,1.12,47.26,1637452800.0,58518.88,58661.39,60052.82,59716.28,143887.271
52.57,1.11,47.43,1637539200.0,55600.0,56268.31,59624.56,58648.87,326184.881
52.38,1.1,47.62,1637625600.0,55250.0,57574.23,57888.0,56268.31,267790.325
52.69,1.11,47.31,1637712000.0,55900.0,57165.08,57775.27,57574.24,194683.757
53.05,1.13,46.95,1637798400.0,57029.0,58988.21,59449.62,57165.09,191912.653
53.39,1.15,46.61,1637884800.0,53500.0,53755.65,59186.41,58988.36,378650.919
52.47,1.1,47.53,1637971200.0,53640.69,54738.77,55300.0,53755.66,155119.117
52.24,1.09,47.76,1638057600.0,53245.0,57315.73,57474.76,54738.77,213600.615
53.08,1.13,46.92,1638144000.0,56715.0,57827.98,58924.21,57315.72,215111.466
53.77,1.16,46.23,1638230400.0,55900.0,56975.0,59224.99,57827.97,337624.148
53.15,1.13,46.85,1638316800.0,56500.0,57209.29,59100.0,56978.06,273959.104
53.21,1.14,46.79,1638403200.0,55800.0,56513.57,57428.49,57209.28,249985.255
52.93,1.12,47.07,1638489600.0,50604.0,53612.0,57670.0,56513.56,374132.016
52.02,1.08,47.98,1638576000.0,40888.89,49135.66,53889.69,53611.86,598774.989
50.42,1.02,49.58,1638662400.0,47755.0,49376.6,49699.49,49135.66,286434.382
53.2,1.14,46.8,1638748800.0,47000.0,50424.72,50888.0,49373.83,357711.029
52.38,1.1,47.62,1638835200.0,50012.0,50577.2,51929.0,50424.72,224670.618
52.65,1.11,47.35,1638921600.0,48533.33,50455.61,51210.6,50577.2,238229.884
51.45,1.06,48.55,1639008000.0,47312.89,47539.76,50773.03,50459.61,273086.086
51.97,1.08,48.03,1639094400.0,46828.23,47136.35,50188.42,47539.34,302974.429
51.9,1.08,48.1,1639180800.0,46724.35,49381.15,49499.05,47132.31,210959.992
52.42,1.1,47.58,1639267200.0,48616.16,50057.01,50768.0,49379.51,183434.285
52.44,1.1,47.56,1639353600.0,45600.0,46679.93,50180.0,50057.02,348551.322
51.52,1.06,48.48,1639440000.0,46255.6,48324.04,48657.92,46679.93,266213.627
51.71,1.07,48.29,1639526400.0,46518.73,48870.48,49479.75,48324.0,345239.891
52.35,1.1,47.65,1639612800.0,47500.0,47624.5,49439.79,48870.48,215874.187
52.27,1.1,47.73,1639699200.0,45373.11,46125.33,47988.27,47629.1,326458.135
50.68,1.03,49.32,1639785600.0,45438.43,46815.99,47336.99,46125.33,191006.415
50.96,1.04,49.04,1639872000.0,46399.37,46668.63,48461.17,46815.99,241698.541
51.83,1.08,48.17,1639958400.0,45530.67,46898.14,47533.42,46668.65,273804.259
50.86,1.04,49.14,1640044800.0,46650.0,48875.15,49298.78,46896.82,260008.358
52.66,1.11,47.34,1640131200.0,48420.02,48569.69,49599.0,48875.88,208463.689
52.55,1.11,47.45,1640217600.0,48020.0,50817.92,51377.74,48569.69,255885.48
52.55,1.11,47.45,1640304000.0,50379.25,50808.55,51805.0,50817.94,220208.725
52.83,1.12,47.17,1640390400.0,50105.0,50403.64,51190.0,50809.37,147662.438
53.08,1.13,46.92,1640476800.0,49350.0,50765.73,51300.0,50403.64,184800.616
53.38,1.15,46.62,1640563200.0,50450.0,50707.72,52134.0,50765.73,216225.263
53.76,1.16,46.24,1640649600.0,47290.0,47522.03,50713.56,50707.72,336083.34
52.59,1.11,47.41,1640736000.0,46000.0,46436.54,48125.97,47522.02,274795.378
52.2,1.09,47.8,1640822400.0,45880.0,47095.02,47911.68,46436.53,229931.288
51.7,1.07,48.3,1640908800.0,45650.0,46210.56,48575.0,47095.02,287186.003
51.97,1.08,48.03,1640995200.0,46210.55,47704.35,47943.77,46210.57,179433.584
52.8,1.12,47.2,1641081600.0,46605.68,47280.0,48000.0,47704.35,184795.093
53.47,1.15,46.53,1641168000.0,45665.4,46445.81,47575.22,47280.01,244781.793
52.68,1.11,47.32,1641254400.0,45445.57,45833.42,47524.36,46445.8,292149.75
52.76,1.12,47.24,1641340800.0,42270.0,43421.69,47075.29,45833.41,485477.569
52.44,1.1,47.56,1641427200.0,42385.83,43080.01,43766.0,43421.7,299509.851
52.43,1.1,47.57,1641513600.0,40456.56,41553.86,43135.0,43080.01,473214.849
52.23,1.09,47.77,1641600000.0,40500.0,41688.05,42335.0,41553.87,283737.224
53.86,1.17,46.14,1641686400.0,41170.0,41851.22,42773.85,41688.05,223134.952
53.29,1.14,46.71,1641772800.0,39610.0,41801.55,42219.84,41851.22,453644.116
52.81,1.12,47.19,1641859200.0,41255.0,42700.68,43118.0,41801.55,323760.691
52.55,1.11,47.45,1641945600.0,42415.0,43880.72,44300.0,42700.69,281339.294
52.27,1.1,47.73,1642032000.0,42301.16,42534.32,44396.68,43880.72,289289.18
51.73,1.07,48.27,1642118400.0,41666.0,43042.4,43450.0,42538.72,272517.077
52.6,1.11,47.4,1642204800.0,42530.64,43070.51,43800.0,43042.4,184649.157
52.6,1.11,47.4,1642291200.0,42531.69,43060.66,43464.71,43070.51,177450.475
52.04,1.09,47.96,1642377600.0,41523.68,42176.34,43159.32,43060.66,232748.345
52.3,1.1,47.7,1642464000.0,41260.0,42337.58,42680.0,42176.34,267472.465
52.84,1.12,47.16,1642550400.0,41115.64,41657.89,42545.0,42337.58,333952.095
53.84,1.17,46.16,1642636800.0,40550.0,40661.69,43495.0,41656.9,399818.052
53.92,1.17,46.08,1642723200.0,35380.92,36425.98,41095.76,40662.06,790320.909
53.42,1.15,46.58,1642809600.0,33950.0,35043.73,36817.74,36426.46,676272.904
54.79,1.21,45.21,1642896000.0,34588.8,36230.01,36496.92,35043.73,369372.903
53.27,1.14,46.73,1642982400.0,32853.83,36648.31,37528.0,36230.0,823000.702
55.93,1.27,44.07,1643068800.0,35693.0,36934.26,37561.03,36648.3,409535.517
54.64,1.21,45.36,1643155200.0,36232.42,36787.43,38886.58,36934.26,554457.384
53.42,1.15,46.58,1643241600.0,35471.53,37131.0,37200.0,36787.42,422006.922
52.31,1.1,47.69,1643328000.0,36149.02,37696.21,38000.0,37131.0,367509.143
52.66,1.11,47.34,1643414400.0,37252.0,38150.01,38750.94,37696.22,238657.764
53.21,1.14,46.79,1643500800.0,37334.83,37870.01,38420.3,38150.0,195029.125
53.01,1.13,46.99,1643587200.0,36620.0,38439.04,38741.73,37870.0,318440.392
52.58,1.11,47.42,1643673600.0,37969.0,38680.51,39260.26,38439.04,353354.121
52.39,1.1,47.61,1643760000.0,36529.81,36892.03,38834.18,38680.51,337570.934
52.28,1.1,47.72,1643846400.0,36204.3,37289.86,37395.0,36892.05,318656.228
52.12,1.09,47.88,1643932800.0,37011.0,41550.0,41741.76,37287.33,520105.77
52.7,1.11,47.3,1644019200.0,40920.0,41374.69,41922.0,41550.0,242184.07
53.56,1.15,46.44,1644105600.0,41100.0,42361.35,42656.8,41374.68,215323.95
53.2,1.14,46.8,1644192000.0,41609.76,43829.99,44541.16,42361.34,418053.774
53.85,1.17,46.15,1644278400.0,42641.0,44021.57,45600.0,43829.99,468015.421
53.69,1.16,46.31,1644364800.0,43089.08,44358.08,44826.0,44021.58,300270.062
53.31,1.14,46.69,1644451200.0,43136.96,43471.29,45847.5,44358.09,563922.075
53.4,1.15,46.6,1644537600.0,41914.23,42366.0,43900.0,43471.3,414646.193
53.18,1.14,46.82,1644624000.0,41540.0,42199.87,42980.0,42365.99,256269.325
52.74,1.12,47.26,1644710400.0,41850.0,42041.13,42755.97,42199.88,192068.012
52.56,1.11,47.44,1644796800.0,41526.0,42525.14,42888.0,42041.12,303990.933
52.48,1.1,47.52,1644883200.0,42406.23,44529.6,44777.0,42525.14,276735.421
53.18,1.14,46.82,1644969600.0,43277.8,43860.7,44536.8,44529.7,255790.287
53.08,1.13,46.92,1645056000.0,40020.1,40491.7,44150.0,43860.8,433958.984
52.55,1.11,47.45,1645142400.0,39422.0,39966.8,40944.1,40491.8,377679.782
51.99,1.08,48.01,1645228800.0,39610.3,40052.6,40438.7,39966.8,185624.675
51.46,1.06,48.54,1645315200.0,37905.0,38368.1,40100.1,40052.6,329740.444
51.88,1.08,48.12,1645401600.0,36762.0,36986.4,39510.0,38367.9,646391.815
51.51,1.06,48.49,1645488000.0,36310.1,38212.0,38450.0,36986.4,465313.497
51.51,1.06,48.49,1645574400.0,36963.2,37227.8,39250.0,38212.1,408056.255
52.0,1.08,48.0,1645660800.0,34303.7,38315.1,40376.1,37227.9,919820.907
53.27,1.14,46.73,1645747200.0,37999.2,39205.4,39750.0,38316.2,416316.366
52.02,1.08,47.98,1645833600.0,38561.7,39099.3,40441.1,39205.4,251892.201
52.02,1.08,47.98,1645920000.0,36934.6,37672.0,39868.6,39099.3,423197.247
50.46,1.02,49.54,1646006400.0,37414.4,43155.0,44341.0,37672.1,615391.161
53.79,1.16,46.21,1646092800.0,42765.4,44394.1,44935.0,43155.0,448483.646
52.32,1.1,47.68,1646179200.0,43321.0,43885.7,45350.0,44393.6,407603.721
52.26,1.1,47.74,1646265600.0,41831.0,42449.5,44080.0,43885.8,365565.832
53.46,1.15,46.54,1646352000.0,38521.0,39127.7,42525.3,42449.6,469138.374
53.04,1.13,46.96,1646438400.0,38547.6,39375.1,39580.0,39127.7,198747.893
51.47,1.06,48.53,1646524800.0,38056.0,38401.1,39690.0,39375.0,311705.26
51.63,1.07,48.37,1646611200.0,37134.0,37963.8,39550.0,38401.1,490254.516
51.7,1.07,48.3,1646697600.0,37853.0,38709.9,39340.5,37963.7,421462.367
51.45,1.06,48.55,1646784000.0,38638.7,41937.5,42647.5,38709.9,462059.811
53.15,1.13,46.85,1646870400.0,38512.0,39407.2,42034.3,41939.5,520645.186
51.1,1.05,48.9,1646956800.0,38200.1,38713.0,40242.0,39407.1,467078.892
50.84,1.03,49.16,1647043200.0,38630.0,38792.6,39578.4,38713.1,172494.825
50.76,1.03,49.24,1647129600.0,37500.0,37743.7,39300.0,38792.7,236623.694
50.11,1.0,49.89,1647216000.0,37522.1,39653.8,39989.0,37743.0,360058.358
50.93,1.04,49.07,1647302400.0,38073.8,39271.0,39901.8,39651.6,345019.243
52.12,1.09,47.88,1647388800.0,38700.0,41105.8,41804.0,39270.9,650589.661
53.17,1.14,46.83,1647475200.0,40442.8,40898.1,41498.4,41105.9,243988.794
53.4,1.15,46.6,1647561600.0,40084.2,41751.5,42322.8,40898.0,299134.443
53.4,1.15,46.6,1647648000.0,41500.0,42188.2,42446.6,41751.6,186459.954
52.97,1.13,47.03,1647734400.0,40900.0,41261.0,42269.3,42188.2,235774.129
54.11,1.18,45.89,1647820800.0,40430.0,40982.0,41544.4,41261.0,308396.46
52.06,1.09,47.94,1647907200.0,40852.0,42349.8,43517.7,40982.0,374297.674
52.22,1.09,47.78,1647993600.0,41731.3,42867.9,43051.0,42349.9,282631.74
52.28,1.1,47.72,1648080000.0,42525.0,43973.4,44200.0,42867.8,331440.057
52.14,1.09,47.86,1648166400.0,43575.1,44290.6,45142.0,43973.2,348620.122
52.31,1.1,47.69,1648252800.0,44041.0,44489.2,44785.0,44290.6,140712.587
51.62,1.07,48.38,1648339200.0,44416.0,46820.8,47047.0,44489.3,269280.228
53.48,1.15,46.52,1648425600.0,46651.2,47121.9,48200.0,46820.9,317565.782
53.62,1.16,46.38,1648512000.0,46911.0,47418.5,48100.0,47121.8,259040.835
53.02,1.13,46.98,1648598400.0,46535.0,47053.2,47688.6,47418.5,235009.892
52.75,1.12,47.25,1648684800.0,45185.0,45506.0,47619.4,47053.1,299837.61
53.07,1.13,46.93,1648771200.0,44206.2,46266.2,46700.0,45505.9,360734.553
52.15,1.09,47.85,1648857600.0,45600.0,45794.6,47236.8,46266.2,226413.357
52.15,1.09,47.85,1648944000.0,45501.0,46392.4,47448.0,45792.3,212589.013
52.15,1.09,47.85,1649030400.0,45094.0,46580.9,46895.5,46392.3,272796.541
52.32,1.1,47.68,1649116800.0,45300.0,45477.4,47188.0,46580.9,257524.639
52.32,1.1,47.68,1649203200.0,43100.0,43159.7,45494.2,45477.5,384359.375
52.32,1.1,47.68,1649289600.0,42685.0,43417.1,43888.0,43159.8,229567.98
52.32,1.1,47.68,1649376000.0,42074.0,42229.2,43968.1,43417.1,310095.829
52.32,1.1,47.68,1649462400.0,42100.3,42727.7,42796.7,42229.1,119722.654
51.49,1.06,48.51,1649548800.0,41838.0,42140.4,43399.4,42727.8,181904.47
51.49,1.06,48.51,1649635200.0,39136.7,39505.6,42399.9,42140.3,439530.02
50.17,1.01,49.83,1649721600.0,39224.0,40060.7,40700.0,39505.6,349883.631
50.67,1.03,49.33,1649808000.0,39569.8,41129.8,41580.0,40060.7,324910.931
50.56,1.02,49.44,1649894400.0,39522.0,39915.9,41474.8,41129.8,261966.391
49.45,0.98,50.55,1649980800.0,39734.2,40529.5,40888.0,39915.9,194680.671
50.67,1.03,49.33,1650067200.0,39944.9,40361.0,40700.0,40529.6,127705.057
50.17,1.01,49.83,1650153600.0,39510.0,39649.1,40574.1,40360.9,170331.824
50.37,1.02,49.63,1650240000.0,38465.7,40785.6,41310.0,39649.1,362435.319
51.39,1.06,48.61,1650326400.0,40543.7,41472.9,41788.0,40785.7,214404.271
51.76,1.07,48.24,1650412800.0,40800.0,41327.7,42166.8,41472.9,257382.427
51.17,1.05,48.83,1650499200.0,39630.0,40449.8,42966.0,41326.0,393149.956
50.45,1.02,49.55,1650585600.0,39133.0,39674.2,40786.1,40449.7,314935.753
49.41,0.98,50.59,1650672000.0,39259.0,39415.1,40000.0,39674.3,125046.817
49.01,0.96,50.99,1650758400.0,38884.1,39433.4,39930.6,39413.8,180371.762
49.51,0.98,50.49,1650844800.0,38111.0,40411.0,40650.0,39433.4,448877.893
50.67,1.03,49.33,1650931200.0,37671.8,38093.7,40800.0,40411.0,453132.198
49.63,0.99,50.37,1651017600.0,37844.5,39209.0,39470.0,38093.7,385645.365
49.63,0.99,50.37,1651104000.0,38861.8,39732.5,40376.6,39209.0,413543.408
49.63,0.99,50.37,1651190400.0,38160.0,38572.2,39924.8,39732.5,308116.375
49.81,0.99,50.19,1651276800.0,37550.0,37614.5,38782.6,38572.2,181810.382
49.2,0.97,50.8,1651363200.0,37350.0,38440.5,38680.6,37614.4,236549.462
49.5,0.98,50.5,1651449600.0,38032.2,38525.6,39222.0,38440.2,336845.365
52.14,1.09,47.86,1651536000.0,37500.1,37712.9,38674.7,38525.5,248986.222
50.74,1.03,49.26,1651622400.0,37655.2,39684.0,40071.7,37713.0,424498.818
53.8,1.17,46.2,1651708800.0,35388.0,36534.7,39845.0,39684.1,547209.0
51.1,1.05,48.9,1651795200.0,35200.0,35995.3,36679.3,36533.7,431979.24
50.21,1.01,49.79,1651881600.0,34700.0,35466.7,36138.0,35995.2,200264.833
50.13,1.01,49.87,1651968000.0,33665.0,34032.0,35504.0,35466.7,426872.584
51.84,1.08,48.16,1652054400.0,30003.6,30056.6,34243.3,34032.1,1078779.712
51.84,1.08,48.16,1652140800.0,29701.4,31002.1,32650.0,30056.0,863178.961
51.84,1.08,48.16,1652227200.0,27651.0,29074.7,32197.6,31002.1,1101875.972
51.71,1.07,48.29,1652313600.0,26631.0,29020.7,30257.0,29077.9,964475.589
52.48,1.1,47.52,1652400000.0,28730.4,29274.3,31072.6,29020.8,507620.105
52.05,1.09,47.95,1652486400.0,28602.3,30079.8,30352.2,29274.2,315756.895
52.93,1.12,47.07,1652572800.0,29448.0,31324.4,31462.0,30079.5,336773.139
54.83,1.21,45.17,1652659200.0,29052.3,29866.7,31327.4,31324.3,507243.166
53.83,1.17,46.17,1652745600.0,29420.0,30437.0,30794.0,29866.4,398624.519
52.55,1.11,47.45,1652832000.0,28629.6,28700.6,30700.0,30437.0,426700.457
52.97,1.13,47.03,1652918400.0,28670.5,30319.9,30550.0,28700.6,448856.724
54.17,1.18,45.83,1653004800.0,28702.0,29188.9,30784.4,30319.9,485439.171
54.12,1.18,45.88,1653091200.0,28927.0,29427.4,29650.0,29188.9,202804.089
54.45,1.2,45.55,1653177600.0,29223.6,30284.0,30500.0,29427.4,297116.44
55.25,1.24,44.75,1653264000.0,28840.7,29097.7,30658.0,30284.0,475720.75
52.83,1.12,47.17,1653350400.0,28637.6,29643.1,29887.3,29097.8,382124.449
52.59,1.11,47.41,1653436800.0,29330.0,29536.7,30246.7,29643.0,413459.484
54.55,1.2,45.45,1653523200.0,27952.1,29194.0,29877.0,29536.7,602137.086
53.01,1.13,46.99,1653609600.0,28259.6,28623.2,29387.0,29194.0,506638.884
