longAccount,longShortRatio,shortAccount,time,low,close,high,open,volume
55.16,1.23,44.84,1598918400.0,11531.34,11930.18,12061.07,11658.11,211680.828
55.47,1.25,44.53,1599004800.0,11156.0,11396.96,11961.0,11930.17,280411.964
56.05,1.28,43.95,1599091200.0,9901.16,10141.08,11475.0,11396.44,487812.737
56.05,1.28,43.95,1599177600.0,9878.65,10448.0,10635.77,10141.4,432563.841
55.43,1.24,44.57,1599264000.0,9808.58,10168.71,10567.87,10448.0,399307.282
55.83,1.26,44.17,1599350400.0,10003.0,10258.13,10348.97,10168.23,190207.654
55.83,1.26,44.17,1599436800.0,9879.68,10378.76,10420.55,10258.13,258476.949
55.95,1.27,44.05,1599523200.0,9842.01,10129.02,10443.79,10379.3,317802.322
55.54,1.25,44.46,1599609600.0,9981.13,10219.29,10346.0,10130.0,151222.689
54.7,1.21,45.3,1599696000.0,10211.67,10335.91,10484.6,10219.29,187667.873
54.56,1.2,45.44,1599782400.0,10200.8,10387.81,10397.85,10335.91,135929.303
55.0,1.22,45.0,1599868800.0,10271.0,10438.28,10477.7,10387.81,97429.037
54.31,1.19,45.69,1599955200.0,10209.01,10327.72,10580.0,10438.29,159021.843
53.55,1.15,46.45,1600041600.0,10241.57,10664.1,10746.06,10327.72,205260.236
52.53,1.11,47.47,1600128000.0,10592.0,10776.78,10923.42,10664.1,247657.23
52.85,1.12,47.15,1600214400.0,10661.9,10948.17,11089.08,10776.88,252881.019
52.93,1.12,47.07,1600300800.0,10740.0,10935.33,11040.0,10948.16,186484.361
53.35,1.14,46.65,1600387200.0,10810.1,10926.29,11035.0,10935.97,136028.351
52.73,1.12,47.27,1600473600.0,10880.0,11073.74,11177.0,10926.3,126239.232
52.64,1.11,47.36,1600560000.0,10751.0,10914.28,11073.9,11073.2,150450.562
52.81,1.12,47.19,1600646400.0,10281.0,10414.73,10980.69,10915.52,333047.145
53.61,1.16,46.39,1600732800.0,10353.1,10523.32,10574.08,10414.73,179900.686
53.49,1.15,46.51,1600819200.0,10132.21,10237.91,10531.94,10523.32,203027.542
52.66,1.11,47.34,1600905600.0,10191.0,10724.92,10837.27,10237.91,241646.573
52.66,1.11,47.34,1600992000.0,10551.56,10683.51,10754.29,10724.91,170930.773
53.05,1.13,46.95,1601078400.0,10642.23,10726.5,10827.8,10683.5,109340.491
53.07,1.13,46.93,1601164800.0,10584.0,10768.0,10793.5,10726.5,123440.716
53.07,1.13,46.93,1601251200.0,10627.19,10691.45,11024.0,10768.0,187105.377
53.43,1.15,46.57,1601337600.0,10631.49,10836.98,10863.94,10691.94,146888.319
53.43,1.15,46.57,1601424000.0,10660.05,10773.0,10845.99,10836.99,132834.116
52.81,1.12,47.19,1601510400.0,10442.0,10612.63,10935.14,10773.0,253619.622
52.81,1.12,47.19,1601596800.0,10371.03,10565.15,10660.0,10612.62,224747.037
52.81,1.12,47.19,1601683200.0,10491.11,10537.96,10596.0,10565.44,76315.911
52.15,1.09,47.85,1601769600.0,10514.0,10660.16,10694.0,10537.96,90912.105
52.15,1.09,47.85,1601856000.0,10608.9,10785.0,10792.0,10660.16,130589.137
51.67,1.07,48.33,1601942400.0,10510.66,10593.65,10792.0,10784.99,184895.25
51.67,1.07,48.33,1602028800.0,10540.29,10658.75,10675.0,10593.65,106700.522
52.11,1.09,47.89,1602115200.0,10523.0,10919.45,10958.0,10658.75,207938.861
52.11,1.09,47.89,1602201600.0,10818.44,11050.47,11110.0,10919.45,154336.818
53.94,1.17,46.06,1602288000.0,11050.46,11294.79,11494.0,11050.46,199398.012
55.08,1.23,44.92,1602374400.0,11273.77,11369.59,11450.73,11294.78,146323.076
54.7,1.21,45.3,1602460800.0,11157.0,11530.36,11732.0,11369.59,254217.203
54.7,1.21,45.3,1602547200.0,11308.0,11419.36,11562.0,11530.37,199115.115
54.32,1.19,45.68,1602633600.0,11280.5,11417.13,11550.0,11419.36,192936.97
54.32,1.19,45.68,1602720000.0,11250.0,11502.0,11649.48,11417.12,215260.399
53.37,1.15,46.63,1602806400.0,11175.0,11318.92,11538.92,11502.0,212339.085
54.5,1.2,45.5,1602892800.0,11250.0,11356.25,11424.09,11319.51,95892.966
53.35,1.14,46.65,1602979200.0,11342.54,11501.1,11529.93,11356.25,92472.191
52.91,1.12,47.09,1603065600.0,11404.01,11745.0,11830.0,11501.5,230161.648
52.6,1.11,47.4,1603152000.0,11673.0,11900.03,12045.78,11744.99,312811.802
51.74,1.07,48.26,1603238400.0,11876.0,12796.07,13240.0,11900.03,591963.069
54.12,1.18,45.88,1603324800.0,12675.5,12968.87,13188.27,12796.06,343851.666
54.12,1.18,45.88,1603411200.0,12725.04,12925.82,13043.0,12970.39,237042.526
54.39,1.19,45.61,1603497600.0,12871.07,13110.88,13177.59,12925.82,176146.631
53.79,1.16,46.21,1603584000.0,12715.0,13023.81,13369.0,13110.88,206012.652
53.79,1.16,46.21,1603670400.0,12729.0,13047.24,13240.0,13024.21,316503.296
51.38,1.06,48.62,1603756800.0,13041.3,13629.38,13787.83,13047.24,411509.506
51.96,1.08,48.04,1603843200.0,12876.0,13256.17,13863.0,13629.89,476993.789
50.9,1.04,49.1,1603929600.0,12965.0,13446.65,13637.22,13255.79,355352.336
51.12,1.05,48.88,1604016000.0,13100.0,13549.12,13665.65,13446.65,349890.573
51.09,1.05,48.91,1604102400.0,13403.36,13783.73,14140.0,13549.12,357853.23
51.09,1.05,48.91,1604188800.0,13605.9,13752.86,13891.52,13783.73,198395.231
51.68,1.07,48.32,1604275200.0,13195.0,13540.54,13823.75,13752.87,327991.768
51.68,1.07,48.32,1604361600.0,13276.33,14016.55,14070.0,13541.55,348730.51
51.42,1.06,48.58,1604448000.0,13512.0,14134.31,14280.0,14016.55,451433.42
51.97,1.08,48.03,1604534400.0,14088.01,15598.75,15777.0,14134.32,717489.697
54.41,1.19,45.59,1604620800.0,15177.0,15590.96,15984.2,15598.74,559380.06
56.42,1.3,43.58,1604707200.0,14350.0,14824.34,15774.0,15590.95,457582.681
55.25,1.24,44.75,1604793600.0,14710.0,15473.2,15678.0,14824.33,290616.393
54.4,1.19,45.6,1604880000.0,14822.0,15328.72,15869.0,15473.2,474181.983
53.56,1.15,46.44,1604966400.0,15071.0,15294.68,15474.17,15328.72,244073.495
53.81,1.17,46.19,1605052800.0,15274.89,15690.24,16000.0,15294.68,330772.852
54.48,1.2,45.52,1605139200.0,15437.7,16289.02,16345.0,15690.24,471759.126
53.19,1.14,46.81,1605225600.0,15955.6,16320.54,16479.99,16289.01,306656.359
52.98,1.13,47.02,1605312000.0,15700.0,16064.51,16326.82,16320.54,266206.937
52.84,1.12,47.16,1605398400.0,15768.0,15952.27,16161.23,16064.51,210318.453
52.93,1.12,47.07,1605484800.0,15862.0,16707.07,16882.0,15951.93,342459.329
52.55,1.11,47.45,1605571200.0,16550.0,17670.01,17890.1,16707.0,524094.697
54.07,1.18,45.93,1605657600.0,17215.03,17788.32,18520.0,17670.01,732937.097
56.63,1.31,43.37,1605744000.0,17347.27,17811.68,18200.0,17788.32,406500.977
56.63,1.31,43.37,1605830400.0,17748.92,18664.31,18831.6,17811.68,407926.802
55.02,1.22,44.98,1605916800.0,18302.08,18721.99,18986.0,18662.85,342412.49
55.91,1.27,44.09,1606003200.0,17645.98,18435.2,18780.0,18721.99,373779.417
56.02,1.27,43.98,1606089600.0,18013.97,18382.07,18812.65,18434.17,364221.378
56.02,1.27,43.98,1606176000.0,18000.0,19179.64,19440.0,18382.07,477968.289
56.48,1.3,43.52,1606262400.0,18509.12,18741.67,19554.19,19178.53,426276.99
55.65,1.26,44.35,1606348800.0,16181.0,17155.34,18940.69,18741.66,850692.856
55.6,1.25,44.4,1606435200.0,16444.83,17144.1,17465.0,17155.37,398072.933
52.5,1.11,47.5,1606521600.0,16865.78,17717.74,17880.0,17144.11,268833.749
53.2,1.14,46.8,1606608000.0,17523.0,18181.09,18343.0,17717.74,256024.006
53.69,1.16,46.31,1606694400.0,18178.82,19720.0,19944.0,18180.43,500482.574
54.98,1.22,45.02,1606780800.0,18050.0,18772.7,19956.0,19722.09,553885.333
56.19,1.28,43.81,1606867200.0,18329.58,19207.01,19365.0,18770.33,335717.482
55.36,1.24,44.64,1606953600.0,18865.0,19434.3,19640.0,19207.01,245020.576
55.75,1.26,44.25,1607040000.0,18570.0,18664.2,19537.16,19432.66,276271.939
54.26,1.19,45.74,1607126400.0,18510.0,19147.62,19203.46,18662.72,165912.647
54.83,1.21,45.17,1607212800.0,18855.35,19375.02,19449.1,19147.63,176004.606
55.27,1.24,44.73,1607299200.0,18908.66,19172.88,19446.36,19375.0,169402.371
54.81,1.21,45.19,1607385600.0,18133.33,18319.32,19319.38,19172.87,280714.132
54.13,1.18,45.87,1607472000.0,17650.0,18537.98,18639.7,18319.33,353123.689
51.51,1.06,48.49,1607558400.0,17916.0,18253.51,18550.0,18537.97,233960.241
53.18,1.14,46.82,1607644800.0,17555.0,18031.47,18290.44,18254.0,317866.07
52.69,1.11,47.31,1607731200.0,18012.21,18800.0,18950.0,18031.71,196962.282
51.48,1.06,48.52,1607817600.0,18705.46,19175.07,19432.0,18800.0,239760.089
51.88,1.08,48.12,1607904000.0,19004.72,19270.7,19355.35,19175.06,181555.823
51.59,1.07,48.41,1607990400.0,19039.64,19424.91,19598.0,19270.71,248744.054
51.7,1.07,48.3,1608076800.0,19274.55,21346.8,21600.0,19424.9,459302.012
54.84,1.21,45.16,1608163200.0,21231.5,22816.99,23888.04,21346.81,823435.821
55.82,1.26,44.18,1608249600.0,22363.94,23124.35,23330.0,22816.99,305997.222
55.33,1.24,44.67,1608336000.0,22735.81,23847.28,24281.61,23124.35,337535.438
55.98,1.27,44.02,1608422400.0,23076.25,23472.96,24376.0,23847.28,322289.774
54.93,1.22,45.07,1608508800.0,21920.0,22730.1,24145.0,23472.96,476456.589
55.14,1.23,44.86,1608595200.0,22387.0,23826.99,23850.0,22736.05,326124.313
54.96,1.22,45.04,1608681600.0,22572.52,23238.27,24235.42,23826.74,394754.939
51.31,1.05,48.69,1608768000.0,22700.0,23737.44,23819.81,23237.73,237754.257
53.41,1.15,46.59,1608854400.0,23450.0,24730.0,24827.64,23738.75,284523.431
54.88,1.22,45.12,1608940800.0,24507.24,26508.83,26926.0,24729.99,367265.555
55.06,1.23,44.94,1609027200.0,25850.0,26305.64,28459.84,26508.84,540264.148
54.66,1.21,45.34,1609113600.0,26117.1,27102.66,27538.82,26301.76,267563.468
54.26,1.19,45.74,1609200000.0,25913.01,27402.83,27441.73,27101.45,260759.449
54.95,1.22,45.05,1609286400.0,27401.0,28906.99,29063.72,27402.83,374737.655
54.28,1.19,45.72,1609372800.0,27848.0,28951.68,29376.7,28906.99,313648.835
54.97,1.22,45.03,1609459200.0,28627.12,29337.16,29668.86,28948.19,210716.398
54.24,1.19,45.76,1609545600.0,28958.24,32199.91,33480.0,29337.15,545541.08
54.54,1.2,45.46,1609632000.0,32000.02,33054.53,34832.25,32198.41,487486.989
54.6,1.2,45.4,1609718400.0,27800.0,32031.07,33653.56,33053.93,506128.023
54.9,1.22,45.1,1609804800.0,29900.0,33999.52,34500.0,32029.55,433720.833
55.82,1.26,44.18,1609891200.0,33356.46,36823.68,37037.51,33999.51,444019.83
54.34,1.19,45.66,1609977600.0,36337.36,39498.92,40565.62,36825.77,520147.908
54.39,1.19,45.61,1610064000.0,36539.77,40637.23,42125.51,39498.32,518080.826
59.58,1.47,40.42,1610150400.0,38733.28,40136.04,41539.88,40638.91,260882.805
57.93,1.38,42.07,1610236800.0,35268.0,38221.67,41412.12,40136.05,436759.048
60.21,1.51,39.79,1610323200.0,30448.0,35408.46,38322.18,38200.01,906275.651
56.2,1.28,43.8,1610409600.0,32600.0,34056.9,36693.44,35406.92,449065.693
56.27,1.29,43.73,1610496000.0,32420.0,37421.07,37880.0,34065.53,398188.088
52.41,1.1,47.59,1610582400.0,36764.33,39163.31,40189.39,37416.34,353142.386
53.56,1.15,46.44,1610668800.0,34478.0,36755.24,39790.0,39163.31,437610.113
52.69,1.11,47.31,1610755200.0,35366.0,36025.66,38000.0,36755.25,301102.477
52.66,1.11,47.34,1610841600.0,33863.5,35869.83,36898.0,36025.65,287686.129
54.06,1.18,45.94,1610928000.0,34808.47,36686.86,37547.94,35875.72,253386.703
53.98,1.17,46.02,1611014400.0,35850.0,35891.03,37961.0,36690.0,257889.419
53.57,1.15,46.43,1611100800.0,33403.0,35500.0,36461.44,35891.74,329192.419
54.12,1.18,45.88,1611187200.0,30069.9,30879.97,35636.17,35499.23,550562.277
51.21,1.05,48.79,1611273600.0,28880.0,32986.34,33831.52,30875.77,453568.538
50.39,1.02,49.61,1611360000.0,31405.0,32086.48,33495.0,32990.08,256776.411
50.32,1.01,49.68,1611446400.0,30914.2,32275.63,33125.75,32086.48,212107.044
50.35,1.01,49.65,1611532800.0,31921.47,32253.68,34880.0,32274.88,316687.524
51.9,1.08,48.1,1611619200.0,30810.0,32474.14,32950.0,32253.68,346861.707
53.62,1.16,46.38,1611705600.0,29240.0,30381.04,32562.2,32474.81,431022.839
53.58,1.15,46.42,1611792000.0,29843.33,33399.75,33778.95,30382.96,311528.373
52.46,1.1,47.54,1611878400.0,31960.0,34269.35,38641.1,33399.99,713579.785
55.8,1.26,44.2,1611964800.0,32849.06,34289.85,34988.88,34267.04,267861.872
56.77,1.31,43.23,1612051200.0,32193.04,33126.21,34393.22,34284.76,211293.891
55.11,1.23,44.89,1612137600.0,32322.47,33546.09,34720.0,33125.11,240632.325
56.73,1.31,43.27,1612224000.0,33450.0,35504.06,36041.0,33546.08,239856.23
57.49,1.35,42.51,1612310400.0,35410.0,37652.51,37700.0,35504.07,240308.078
58.33,1.4,41.67,1612396800.0,36233.0,36976.93,38833.0,37651.92,306715.022
58.37,1.4,41.63,1612483200.0,36586.68,38362.65,38411.82,36975.19,196277.444
56.85,1.32,43.15,1612569600.0,38269.0,39249.54,40992.4,38357.17,310826.315
58.26,1.4,41.74,1612656000.0,37403.27,38849.25,39757.87,39249.53,296721.925
56.67,1.31,43.33,1612742400.0,38037.0,46451.32,47146.0,38849.24,440167.093
58.69,1.42,41.31,1612828800.0,45057.65,46492.54,48266.36,46451.32,381477.426
58.23,1.39,41.77,1612915200.0,43770.0,44850.0,47475.0,46492.53,334979.017
57.9,1.38,42.1,1613001600.0,44038.97,48060.21,48810.0,44850.0,330540.045
58.64,1.42,41.36,1613088000.0,46121.0,47361.03,49278.98,48060.21,259186.288
58.58,1.41,41.42,1613174400.0,46252.1,47221.62,48290.0,47364.0,199965.397
57.6,1.36,42.4,1613260800.0,47093.16,48655.21,49875.16,47221.63,241935.666
57.71,1.37,42.29,1613347200.0,45349.21,47981.58,49100.0,48655.21,248960.404
58.84,1.43,41.16,1613433600.0,47101.02,49197.94,50953.44,47981.6,343592.011
58.05,1.38,41.95,1613520000.0,49029.62,52194.62,52800.0,49197.93,312007.458
57.79,1.37,42.21,1613606400.0,50948.0,51619.7,52640.0,52194.62,185489.89
56.72,1.31,43.28,1613692800.0,50800.0,56004.1,56582.0,51612.46,257911.872
56.72,1.31,43.28,1613779200.0,53905.0,55917.41,57699.0,56005.85,240296.308
57.4,1.35,42.6,1613865600.0,55564.5,57487.43,58472.14,55908.45,196820.573
57.08,1.33,42.92,1613952000.0,47751.42,54121.1,57591.87,57475.5,480660.187
56.11,1.28,43.89,1614038400.0,44893.82,48930.0,54260.12,54125.55,748737.462
56.64,1.31,43.36,1614124800.0,47000.0,49702.03,51435.58,48930.01,333415.219
55.94,1.27,44.06,1614211200.0,46685.43,47089.37,52134.96,49702.05,349943.016
55.39,1.24,44.61,1614297600.0,44100.0,46313.13,48438.01,47087.97,440670.32
55.1,1.23,44.9,1614384000.0,44926.77,46102.63,48476.05,46313.12,256027.074
55.35,1.24,44.65,1614470400.0,43002.05,45163.36,46678.0,46097.09,370358.825
56.81,1.32,43.19,1614556800.0,44972.49,49592.7,49800.0,45162.64,315659.931
55.77,1.26,44.23,1614643200.0,47058.06,48450.57,50221.77,49594.99,273100.435
55.93,1.27,44.07,1614729600.0,48110.66,50373.75,52681.51,48454.21,350311.234
55.27,1.24,44.73,1614816000.0,47500.0,48385.77,51800.0,50373.75,387428.957
55.48,1.25,44.52,1614902400.0,46320.0,48770.57,49470.0,48385.77,354602.756
56.27,1.29,43.73,1614988800.0,47090.0,48908.21,49253.63,48772.68,215092.91
55.59,1.25,44.41,1615075200.0,48908.21,50995.27,51480.0,48908.21,248398.116
56.95,1.32,43.05,1615161600.0,49310.0,52429.43,52450.0,50991.35,308339.866
58.27,1.4,41.73,1615248000.0,51880.0,54917.78,54950.0,52429.43,285604.798
56.4,1.29,43.6,1615334400.0,53061.0,55947.98,57500.92,54917.78,401159.493
56.94,1.32,43.06,1615420800.0,54356.44,57844.52,58283.0,55949.3,364681.318
54.65,1.21,45.35,1615507200.0,55074.3,57291.03,58186.33,57842.64,335495.042
53.84,1.17,46.16,1615593600.0,56136.0,61267.41,61950.0,57291.04,320322.173
56.37,1.29,43.63,1615680000.0,59005.0,59037.12,61798.0,61267.41,231991.901
55.9,1.27,44.1,1615766400.0,54517.28,55646.61,60740.0,59037.11,448820.83
54.49,1.2,45.51,1615852800.0,53335.0,56954.19,56988.0,55646.61,339718.202
54.7,1.21,45.3,1615939200.0,54154.93,58959.0,59078.79,56953.23,339397.712
54.93,1.22,45.07,1616025600.0,57072.0,57700.01,60510.0,58959.01,305100.026
55.58,1.25,44.42,1616112000.0,56301.27,58089.11,59550.0,57700.01,259039.479
55.58,1.25,44.42,1616198400.0,57881.0,58145.61,59948.0,58089.11,203680.149
55.73,1.26,44.27,1616284800.0,55403.55,57415.18,58638.7,58144.44,237518.696
54.99,1.22,45.01,1616371200.0,53635.81,54129.56,58500.0,57415.19,293062.947
54.21,1.18,45.79,1616457600.0,52981.4,54400.0,55890.68,54129.56,276199.041
55.3,1.24,44.7,1616544000.0,51666.0,52311.54,57234.79,54400.0,394172.526
52.7,1.11,47.3,1616630400.0,50452.08,51325.21,53255.2,52307.89,416848.091
54.13,1.18,45.87,1616716800.0,51260.0,55030.0,55123.0,51325.21,271957.842
52.96,1.13,47.04,1616803200.0,54001.0,55828.0,56658.76,55030.0,234435.346
53.87,1.17,46.13,1616889600.0,54694.91,55805.08,56588.31,55828.0,200603.768
53.76,1.16,46.24,1616976000.0,54931.15,57677.64,58490.11,55804.16,277215.268
55.35,1.24,44.65,1617062400.0,57110.0,58794.16,59560.0,57676.14,232824.065
56.33,1.29,43.67,1617148800.0,56812.0,58807.24,59920.0,58794.17,337038.349
57.09,1.33,42.91,1617235200.0,58002.0,58794.01,59592.22,58810.99,196332.114
56.03,1.27,43.97,1617321600.0,58490.03,59031.36,60397.85,58797.56,189391.958
56.18,1.28,43.82,1617408000.0,56900.0,57134.65,59925.0,59028.99,198636.171
55.8,1.26,44.2,1617494400.0,56517.23,58234.61,58553.0,57134.65,152454.122
55.11,1.23,44.89,1617580800.0,56808.94,59243.39,59385.0,58234.61,174338.646
56.24,1.29,43.76,1617667200.0,57500.0,58059.99,59626.18,59243.4,165562.029
56.05,1.28,43.95,1617753600.0,55536.07,56018.18,58720.0,58060.0,265271.707
55.2,1.23,44.8,1617840000.0,55759.13,58122.26,58200.0,56018.17,161389.858
54.88,1.22,45.12,1617926400.0,57700.0,58176.03,58950.0,58122.93,141690.144
54.82,1.21,45.18,1618012800.0,57943.95,59832.43,61800.0,58176.04,240907.592
55.01,1.22,44.99,1618099200.0,59304.02,60090.2,60816.88,59832.43,148499.824
55.77,1.26,44.23,1618185600.0,59500.0,59911.18,61449.91,60093.26,196147.561
54.93,1.22,45.07,1618272000.0,59873.01,63649.71,63850.0,59911.19,279389.492
55.03,1.22,44.97,1618358400.0,61404.0,63019.1,64986.11,63645.05,323454.88
55.11,1.23,44.89,1618444800.0,62157.89,63232.55,63905.83,63018.34,178604.198
55.69,1.26,44.31,1618531200.0,60100.0,61424.67,63600.0,63232.56,255765.893
55.51,1.25,44.49,1618617600.0,59620.0,60090.14,62610.0,61424.67,194112.299
55.22,1.23,44.78,1618704000.0,50050.0,56140.05,60450.0,60090.14,522006.276
54.08,1.18,45.92,1618790400.0,54200.0,55634.39,57532.7,56140.05,285041.716
53.59,1.16,46.41,1618876800.0,53330.82,56410.56,57060.0,55634.38,324494.085
53.77,1.16,46.23,1618963200.0,53610.0,53800.0,56756.78,56411.25,252601.972
53.14,1.13,46.86,1619049600.0,50534.34,51714.61,55470.51,53794.72,453489.185
53.74,1.16,46.26,1619136000.0,47546.16,51122.62,52152.0,51714.62,554666.026
53.95,1.17,46.05,1619222400.0,48690.0,50092.4,51183.51,51122.63,299663.131
54.97,1.22,45.03,1619308800.0,46930.43,49063.94,50577.9,50094.27,310306.501
53.48,1.15,46.52,1619395200.0,48763.0,53984.33,54364.89,49063.94,390494.148
53.88,1.17,46.12,1619481600.0,53225.14,55006.25,55500.0,53984.34,225440.361
54.73,1.21,45.27,1619568000.0,53852.0,54861.77,56574.13,55006.25,263170.559
55.71,1.26,44.29,1619654400.0,52350.0,53558.8,55222.02,54861.76,257045.19
54.57,1.2,45.43,1619740800.0,53043.62,57684.16,57935.0,53558.57,294683.751
53.64,1.16,46.36,1619827200.0,57051.23,57836.34,58488.17,57688.29,207854.398
54.67,1.21,45.33,1619913600.0,56100.0,56630.33,57959.97,57836.35,203712.515
54.62,1.2,45.38,1620000000.0,56500.65,57214.83,59056.59,56630.34,271733.972
55.01,1.22,44.99,1620086400.0,53094.59,53263.32,57253.76,57214.84,388988.754
54.81,1.21,45.19,1620172800.0,52880.38,57497.77,57940.0,53263.32,317811.705
55.37,1.24,44.63,1620259200.0,55297.91,56435.35,58450.0,57497.76,275471.204
55.18,1.23,44.82,1620345600.0,55300.0,57350.88,58800.0,56435.35,256159.504
55.48,1.25,44.52,1620432000.0,56961.25,58924.98,59590.96,57350.89,264906.729
55.41,1.24,44.59,1620518400.0,56316.0,58292.53,59335.19,58926.36,245954.014
55.52,1.25,44.48,1620604800.0,53250.0,55869.67,59654.0,58292.53,396237.133
55.93,1.27,44.07,1620691200.0,54541.33,56710.43,56908.66,55869.41,267226.104
55.13,1.23,44.87,1620777600.0,48503.74,49595.76,58049.99,56712.7,472329.152
55.13,1.23,44.87,1620864000.0,45596.32,49707.9,51358.0,49596.75,652476.689
54.31,1.19,45.69,1620950400.0,48870.41,49873.27,51533.0,49706.27,319069.002
55.12,1.23,44.88,1621036800.0,46584.32,46793.41,50709.43,49873.26,442023.496
55.07,1.23,44.93,1621123200.0,43866.0,46429.28,49829.39,46794.62,604537.63
53.78,1.16,46.22,1621209600.0,42151.0,43566.18,46655.0,46429.28,809129.365
53.28,1.14,46.72,1621296000.0,42268.0,42882.53,45846.61,43565.11,590358.592
53.4,1.15,46.6,1621382400.0,28688.0,36689.14,43615.93,42882.54,1373851.849
54.83,1.21,45.17,1621468800.0,34882.0,40500.3,42460.0,36689.14,775185.113
57.56,1.36,42.44,1621555200.0,33400.0,37211.02,42270.42,40500.0,930671.747
53.44,1.15,46.56,1621641600.0,35201.11,37432.58,38851.34,37210.01,588166.784
56.85,1.32,43.15,1621728000.0,31096.7,34651.6,38261.71,37436.0,996815.017
53.71,1.16,46.29,1621814400.0,34366.0,38779.66,39917.09,34656.53,707903.071
53.44,1.15,46.56,1621900800.0,36439.32,38326.84,39790.05,38783.58,598836.411
54.23,1.19,45.77,1621987200.0,37804.76,39224.2,40900.0,38326.84,577032.81
52.27,1.1,47.73,1622073600.0,37133.22,38527.38,40438.82,39224.21,543338.566
54.07,1.18,45.93,1622160000.0,34689.57,35670.99,38888.35,38527.38,832363.425
53.83,1.17,46.17,1622246400.0,33650.0,34611.94,37375.0,35670.99,733902.825
53.24,1.14,46.76,1622332800.0,33356.0,35651.81,36501.0,34611.95,511834.746
54.32,1.19,45.68,1622419200.0,34150.0,37243.38,37500.0,35651.8,635082.121
53.11,1.13,46.89,1622505600.0,35500.0,36693.41,37893.76,37244.36,590822.54
53.52,1.15,46.48,1622592000.0,35905.0,37569.99,38232.99,36694.37,441719.806
53.01,1.13,46.99,1622678400.0,37150.15,39247.4,39470.0,37570.0,507429.005
53.95,1.17,46.05,1622764800.0,35552.51,36828.03,39297.35,39247.4,700625.866
53.55,1.15,46.45,1622851200.0,34800.0,35498.62,37900.49,36828.03,631028.448
52.76,1.12,47.24,1622937600.0,35201.86,35801.71,36521.16,35497.93,443601.064
52.31,1.1,47.69,1623024000.0,33200.0,33550.96,36820.0,35801.71,636735.873
52.94,1.13,47.06,1623110400.0,30969.0,33372.58,34061.57,33550.97,976693.026
52.61,1.11,47.39,1623196800.0,32390.0,37368.45,37511.31,33372.58,1031014.087
52.62,1.11,47.38,1623283200.0,35750.0,36669.66,38489.0,37369.99,803185.699
52.72,1.12,47.28,1623369600.0,35900.0,37300.42,37679.54,36669.65,586122.898
51.99,1.08,48.01,1623456000.0,34585.9,35537.05,37432.95,37300.41,623532.476
52.68,1.11,47.32,1623542400.0,34739.06,38993.65,39374.18,35535.95,647035.314
52.12,1.09,47.88,1623628800.0,38720.0,40489.1,41000.0,38993.66,704979.881
52.47,1.1,47.53,1623715200.0,39500.0,40132.86,41413.0,40489.1,632066.994
52.21,1.09,47.79,1623801600.0,38105.0,38344.97,40495.0,40132.86,673235.496
52.03,1.09,47.97,1623888000.0,37334.76,38060.71,39565.0,38344.97,603849.861
51.28,1.05,48.72,1623974400.0,35100.0,35811.41,38198.0,38060.71,790379.249
51.78,1.07,48.22,1624060800.0,34704.08,35483.0,36471.8,35811.41,642185.382
51.64,1.07,48.36,1624147200.0,33312.0,35588.64,36155.0,35483.01,829896.441
51.37,1.06,48.63,1624233600.0,31250.51,31606.0,35746.28,35588.63,1397330.662
52.32,1.1,47.68,1624320000.0,28780.01,32496.0,33274.0,31606.0,1531824.85
52.99,1.13,47.01,1624406400.0,31711.5,33649.0,34867.77,32496.0,960700.369
51.99,1.08,48.01,1624492800.0,32300.0,34644.64,35406.74,33650.0,774899.165
52.5,1.11,47.5,1624579200.0,31250.0,31568.07,35500.0,34644.65,1093051.375
51.22,1.05,48.78,1624665600.0,30120.0,32255.56,32720.52,31569.18,1091384.749
51.88,1.08,48.12,1624752000.0,31960.0,34687.71,34762.0,32250.15,897147.453
52.5,1.11,47.5,1624838400.0,33855.0,34487.22,35279.38,34687.71,706158.545
52.46,1.1,47.54,1624924800.0,34206.0,35911.26,36623.0,34486.58,806140.329
53.06,1.13,46.94,1625011200.0,34042.74,35031.39,36089.96,35910.64,719742.983
52.25,1.09,47.75,1625097600.0,32672.04,33489.96,35044.98,35031.39,758966.493
52.54,1.11,47.46,1625184000.0,32684.0,33760.94,33960.0,33489.96,664923.202
52.3,1.1,47.7,1625270400.0,33296.98,34652.94,34948.16,33760.94,510614.258
52.12,1.09,47.88,1625356800.0,34340.75,35280.16,35955.55,34653.32,451001.556
51.68,1.07,48.32,1625443200.0,33032.0,33672.72,35281.55,35280.17,736706.409
52.11,1.09,47.89,1625529600.0,33500.0,34206.01,35120.0,33672.72,644229.007
52.11,1.09,47.89,1625616000.0,33756.48,33845.64,35089.56,34206.0,456218.909
52.11,1.09,47.89,1625702400.0,32066.0,32852.04,33910.0,33845.63,650317.664
52.11,1.09,47.89,1625788800.0,32250.0,33805.01,34100.0,32855.0,485662.879
52.33,1.1,47.67,1625875200.0,33010.0,33497.98,34248.58,33805.01,410271.979
52.07,1.09,47.93,1625961600.0,33306.03,34253.81,34629.62,33497.98,343905.35
52.05,1.09,47.95,1626048000.0,32650.0,33070.87,34662.73,34253.88,502747.758
51.58,1.07,48.42,1626134400.0,32186.99,32709.09,33336.0,33070.86,466567.713
51.96,1.08,48.04,1626220800.0,31556.02,32803.01,33176.47,32708.66,521140.41
