t,l,h,o,c,high,low,open,close,volume
1587081600,30224.03,32478.33,30575.25,31692.09,7140.0,6981.0,7098.15,7022.44,277339.601
1587168000,31774.97,34379.28,31912.28,33799.5,7290.0,7008.11,7022.0,7242.42,225807.171
1587254400,32314,33548.24,33548.24,33242.92,7258.42,7055.0,7242.49,7118.03,216975.114
1587340800,33223.76,35406.93,33223.76,33640.92,7208.55,6735.95,7118.04,6825.29,445104.981
1587427200,33683.78,35874.18,34116.02,34876.52,6940.0,6759.16,6825.28,6838.0,288024.528
1587513600,34801,36974.3,34808.13,34801,7154.9,6812.57,6838.0,7120.06,306482.163
1587600000,27605.36,36530.1,35284.54,28135.08,7802.38,7020.0,7120.06,7483.35,472510.047
1587686400,27908.7,29969.4,28532.69,27908.7,7612.91,7388.0,7483.36,7504.11,278378.368
1587772800,27504.11,29254.92,27866.49,27978.15,7722.33,7433.0,7504.62,7534.01,243266.807
1587859200,27918.92,30389.43,28128.55,28996.74,7709.57,7476.86,7534.01,7694.17,269921.936
1587945600,27929.98,30217.63,28926.54,29260.68,7795.6,7623.98,7693.63,7774.0,290336.169
1588032000,29307.08,29573.31,29573.31,29390.98,7780.0,7662.49,7774.0,7735.75,217652.761
1588118400,25850.71,34883.76,31169.79,26168,8988.66,7710.0,7735.76,8784.2,871197.569
1588204800,25961.15,28867.33,26914.4,27734.42,9479.77,8400.0,8784.05,8624.76,944211.711
1588291200,27535.71,31882,28025.96,31092.54,9065.0,8619.84,8623.61,8830.52,417820.386
1588377600,29566.89,32909.66,30420.71,29566.89,9020.0,8755.01,8830.52,8975.18,295769.728
1588464000,29760.15,34043.36,29760.15,32711.19,9200.0,8727.24,8975.18,8900.0,451322.713
1588550400,31351.35,34368.56,33024.14,31351.35,8954.94,8526.0,8899.99,8873.98,440135.307
1588636800,30867.45,34241.25,31063.36,30867.45,9118.17,8766.12,8873.99,9022.78,409920.13
1588723200,31930.92,31930.92,31909.85,31909.85,9405.0,8916.01,9022.76,9148.27,507753.8
1588809600,31992.41,33961.01,33818.54,32778.42,10080.0,9022.0,9148.29,9995.0,738920.219
1588896000,32046.39,34794.53,33074.62,34170.86,10045.03,9726.0,9994.74,9807.49,458034.211
1588982400,34498.04,41946.87,34498.04,39487.27,9923.98,9528.23,9809.63,9550.67,411941.957
1589068800,25569.35,40109.46,40109.46,25963.23,9580.0,7940.0,9550.25,8719.53,842909.031
1589155200,25169.32,27934.63,25329.49,25169.32,9164.0,8151.12,8723.23,8561.09,805164.964
1589241600,24793.73,26563.66,25780.1,25257.9,8981.0,8520.43,8560.73,8808.71,369716.041
1589328000,25632.96,29572.79,25632.96,29364.65,9397.0,8790.04,8808.71,9305.91,379719.0
1589414400,28878.91,31414.07,29205.36,29666.1,9950.0,9250.66,9305.91,9786.8,602528.438
1589500800,29017.21,33733.37,29538.12,31396.48,9843.5,9100.0,9787.62,9310.73,504107.096
1589587200,31203.45,32943.56,31421.59,31952.63,9585.0,9210.03,9311.21,9374.99,287768.201
1589673600,31349.8,33285.63,32195.93,31349.8,9880.0,9317.16,9374.99,9678.57,300859.34
1589760000,31537.7,33623.24,31537.7,32650.96,9958.67,9450.0,9677.31,9731.1,363732.37
1589846400,31231.26,33142.28,32334.95,31231.26,9900.0,9462.0,9731.11,9773.64,376313.845
1589932800,31459.15,34715.04,31483.31,33360.16,9838.0,9281.42,9772.66,9508.11,334423.59
1590019200,32573.5,35553.86,33232.03,32813.22,9573.0,8812.2,9508.0,9060.0,461439.193
1590105600,32803.86,35101.89,32960.64,34503.33,9259.38,8920.0,9060.0,9166.4,276008.073
1590192000,34377.58,35229.29,34775.82,34443.8,9300.0,9076.9,9166.43,9176.41,201589.66
1590278400,33606.8,35408.53,34102.77,33792.13,9294.44,8674.0,9176.32,8711.37,339643.378
1590364800,33623.5,36491.45,33684.23,34885.86,8977.0,8623.38,8711.37,8895.65,302980.106
1590451200,34705.6,36134,34814.81,35140.08,9011.82,8693.18,8895.66,8837.05,275619.158
1590537600,34720.27,37658.83,35384.57,37396.36,9230.0,8811.0,8837.88,9197.32,272253.998
1590624000,36192.36,39436.1,37253.74,36192.36,9621.65,9110.97,9197.32,9569.59,327412.374
1590710400,35246,37242.61,35536,37007.03,9598.0,9317.42,9569.58,9422.26,238691.299
1590796800,33099.97,36940.87,36940.87,33099.97,9753.0,9326.01,9422.11,9695.0,255234.058
1590883200,33522.8,35330.06,33598.95,34617.39,9698.0,9371.76,9694.38,9446.43,219829.356
1590969600,34536.65,38114.64,34671.37,38114.64,10497.25,9420.85,9446.49,10232.48,333740.457
1591056000,25496.29,35943.72,32400.66,25496.29,10262.3,9264.15,10232.41,9514.9,354168.517
1591142400,25484.26,27965.16,25615.29,27965.16,9694.75,9382.33,9514.9,9663.59,185389.412
1591228800,27593.37,29637.09,27680.52,29229.77,9884.0,9440.0,9663.58,9788.33,264515.319
1591315200,28937.67,30359.98,29231.18,29480.03,9855.0,9580.52,9788.32,9617.29,237103.042
1591401600,29820.06,31415.94,29824.61,29820.06,9738.77,9528.0,9616.64,9664.0,152526.703
1591488000,29033.11,32851.11,29775.19,29632.46,9823.13,9373.0,9664.01,9743.92,253986.313
1591574400,29824.12,30980.4,29824.12,30765.71,9816.0,9631.0,9743.92,9778.87,162086.419
1591660800,27689.71,31135.74,31135.74,30022.99,9890.0,9550.03,9778.87,9771.66,204422.819
1591747200,29034.41,31343.37,30083.98,29543.24,10015.99,9681.21,9771.66,9884.99,193628.149
1591833600,29804.31,35976.3,29804.31,32091.18,9970.1,9055.07,9884.99,9278.03,404046.613
1591920000,30626.06,32454.13,32243.04,30626.06,9550.0,9238.0,9277.72,9458.91,211611.34
1592006400,30243.47,31394.48,30666.24,30596.26,9497.85,9340.0,9458.77,9468.54,113449.075
1592092800,30151.75,32994.7,30386.56,32065.89,9477.0,9240.97,9468.55,9339.61,143978.523
1592179200,32016.59,37129.46,32016.59,34473.91,9490.83,8888.43,9339.7,9422.01,413865.727
1592265600,32800.91,34872.74,34872.74,33418.99,9595.0,9370.0,9422.01,9519.12,225713.247
1592352000,32472.03,34972.14,33489.31,33989.06,9569.0,9231.03,9519.13,9458.45,227477.39
1592438400,34054.5,35926.22,34054.5,35917.27,9483.85,9272.41,9458.45,9381.59,158349.247
1592524800,35554.34,37453.99,35554.34,36119.97,9453.0,9239.0,9381.99,9307.0,219510.059
1592611200,36293.54,37727.28,36472.08,36293.54,9394.29,9165.0,9307.0,9354.04,154462.29
1592697600,35851.83,36808.51,36425.33,35898.67,9420.47,9279.0,9353.84,9293.51,110599.558
1592784000,35526.87,38259.25,36413.71,35868.51,9795.0,9273.0,9293.39,9686.99,260561.647
1592870400,36051.3,39578.78,36173.33,39271.66,9723.23,9585.0,9686.99,9631.66,164673.499
1592956800,39059.31,41514.34,39812.07,39306.19,9678.0,9210.0,9631.65,9298.4,300450.251
1593043200,36869.6,39653.92,39005.32,36869.6,9350.9,9005.0,9298.78,9246.75,272566.502
1593129600,36633.92,40834.9,37004.52,38738.23,9297.16,9038.52,9246.75,9159.99,249348.67
1593216000,38843.53,42762.4,38843.53,41655.87,9195.75,8816.4,9159.99,9008.0,237840.165
1593302400,40470.09,42146.89,41135.87,40972.29,9188.0,8932.68,9008.0,9114.0,153842.891
1593388800,40791.32,43307.94,41076.76,40791.32,9233.0,9022.0,9114.01,9189.48,176660.525
1593475200,40851.87,42342.07,40851.87,41615.1,9205.0,9063.97,9189.99,9138.87,143469.832
1593561600,41510.14,43085.21,41510.14,41606.66,9293.0,9090.0,9138.88,9233.29,161642.185
1593648000,40847.42,43110.73,41522.13,40847.42,9262.99,8936.0,9233.29,9087.72,230747.519
1593734400,40393.37,41148.96,40882.36,40661.2,9124.52,9036.06,9087.72,9057.52,96947.338
1593820800,40411.85,41692.92,40683.29,40967.64,9194.0,9042.84,9058.07,9137.18,100215.438
1593907200,39711.12,43254.78,40837.31,40175.14,9146.35,8900.0,9137.18,9071.86,139545.566
1593993600,39962.27,42901.28,40224.11,42290.88,9379.0,9058.1,9071.87,9339.6,199643.828
1594080000,41947.5,42808.58,42112.88,42256.1,9380.0,9201.23,9339.59,9258.51,127833.975
1594166400,41409.9,44388.12,42225.82,44388.12,9470.0,9233.47,9258.51,9436.08,170243.001
1594252800,41801.92,44929.58,44327.17,41801.92,9440.81,9164.33,9436.08,9236.28,188355.856
1594339200,41343.64,42857.69,41658.14,42326.42,9317.24,9121.42,9236.29,9288.39,140849.874
1594425600,40217.72,40942.08,40942.08,40754.21,9301.74,9178.91,9288.39,9233.5,74976.521
1594512000,39780.59,41175.67,40785.78,39780.59,9349.0,9155.0,9233.5,9300.69,127841.882
1594598400,40083.23,43335.31,40083.23,41686.11,9345.0,9200.0,9300.7,9241.2,136117.659
1594684800,40530.76,43873.82,41638.73,40530.76,9279.0,9116.0,9241.18,9254.17,129704.278
1594771200,40431.29,42895.37,40431.29,42275.52,9272.56,9156.0,9254.17,9197.3,104107.708
1594857600,42271.96,46761.05,42271.96,44408.95,9223.0,9044.02,9197.75,9132.0,148089.45
1594944000,44256.39,45495.42,44256.39,44801.8,9187.0,9087.0,9132.0,9151.69,80940.584
1595030400,43352.09,44709.59,44709.59,43523.71,9210.0,9121.98,9151.7,9171.8,63233.596
1595116800,43326.71,43979.42,43509.87,43859.03,9239.59,9108.0,9171.79,9210.51,75554.579
1595203200,42579.5,43872.1,43739.43,42586.75,9221.0,9131.01,9210.68,9161.13,72429.691
1595289600,42389.64,47422.44,42463.16,46355.82,9439.6,9152.62,9161.28,9388.01,179211.347
1595376000,43774.9,46698.26,46443.85,43774.9,9543.0,9272.0,9388.0,9518.25,126598.902
1595462400,42839.11,45522.2,43835.3,42967.51,9678.32,9439.86,9518.25,9604.41,166990.147
1595548800,41793.15,43085.09,42840.24,42261.19,9650.0,9470.0,9604.41,9539.7,133975.068
1595635200,40996.42,43419.21,42082.78,42661.96,9735.1,9526.31,9539.7,9701.49,133377.589
1595721600,36218.13,43238.17,42518.11,37109.76,10300.0,9655.2,9701.54,9939.69,261998.786
1595808000,37087.57,40347.28,37219.95,37656.27,11488.0,9928.61,9939.68,11047.58,744752.4
1595894400,36160.73,38607.76,36387.24,36441.45,11270.0,10580.0,11047.58,10919.94,499486.679
1595980800,35918.41,39392.81,36210.94,38776.88,11364.8,10844.34,10919.94,11113.03,356188.761
1596067200,38142.1,39879.11,38449.56,39304,11195.52,10826.55,11113.01,11111.96,230327.988
1596153600,37891.21,40791.45,38819.37,39129.2,11450.42,10971.78,11111.97,11343.68,307399.731
1596240000,38599.05,41428.16,39432.32,41034.87,11887.45,11201.0,11343.67,11811.42,386322.642
1596326400,31078.79,42280.59,40771.64,31449.68,12154.25,10490.0,11811.43,11079.72,492803.351
1596412800,31549.44,33578.34,31583.43,32548.22,11483.0,10923.0,11080.7,11227.07,238654.591
1596499200,30919.53,33703.75,31990.8,32306.95,11427.38,11025.0,11227.07,11200.05,200044.934
1596585600,32379.95,36078.7,32415.03,35133.95,11798.56,11103.0,11200.06,11752.5,263510.011
1596672000,35161.48,37991.14,35161.48,36452.03,11916.02,11571.78,11752.5,11770.56,236459.595
1596758400,32663.31,36704.4,36331.24,32663.31,11920.0,11318.93,11769.97,11596.06,273935.127
1596844800,32477.91,35455.89,32477.91,34266.51,11819.0,11513.69,11596.26,11765.72,154707.303
1596931200,33800.83,35747.21,33800.83,34716.79,11811.0,11526.9,11765.72,11685.99,125463.463
1597017600,34190.65,38566,34695.24,34502.51,12100.0,11384.9,11685.99,11896.89,290418.014
1597104000,34197.59,38811.33,34491.89,36170.63,11944.0,11127.0,11896.86,11392.64,336861.638
1597190400,35617.32,37171.15,36210.31,35728.61,11630.0,11140.0,11392.64,11568.36,213799.491
1597276800,34400.23,36141.69,35689.28,34400.23,11798.0,11272.0,11568.37,11790.0,248214.725
1597363200,34012.9,35155.31,34683.55,34012.9,11868.42,11644.6,11790.0,11767.89,159019.959
1597449600,33884.78,37004.21,33884.78,35781.76,11993.58,11682.0,11767.89,11859.04,222262.987
1597536000,34727.64,36009.55,35010.72,35036.05,11945.0,11688.0,11858.91,11921.23,165733.721
1597622400,34793.24,37360.92,35484.83,37360.92,12499.42,11780.0,11921.32,12298.06,331435.112
1597708800,36217.92,39306.22,36217.92,38362.51,12403.0,11810.0,12298.06,11960.79,291349.888
1597795200,36243.74,38727.41,37921.17,36243.74,12037.05,11574.78,11962.03,11763.87,313267.066
1597881600,35558.85,36479.54,36212.37,35719.18,11888.0,11676.03,11763.88,11857.92,130981.044
1597968000,34166.49,35515.87,35450.63,34166.49,11882.68,11491.0,11858.53,11538.53,195106.536
1598054400,33626.75,34630.42,34271.43,33626.75,11689.08,11385.06,11538.53,11670.47,126696.73
1598140800,33228.7,34362.81,33378.86,33537.2,11724.0,11522.15,11670.48,11654.0,95608.033
1598227200,33003.68,35575.13,33576.17,35154.17,11831.96,11595.0,11654.0,11753.3,108781.125
1598313600,34770.99,39564.4,35214.35,37961.58,11770.0,11130.0,11753.29,11327.17,267234.771
1598400000,35142.02,38082.63,37551.26,35382.74,11548.68,11255.95,11327.18,11466.22,170305.024
1598486400,34445.8,37247.37,35286.85,36259.07,11593.0,11130.82,11466.22,11335.53,253778.342
1598572800,35399.57,37193.68,36031.34,36721.8,11544.88,11283.19,11335.83,11526.85,129477.627
1598659200,36515.35,37177.33,36549.16,36736.88,11582.0,11419.34,11526.85,11466.66,83715.229
1598745600,36196.2,38070.98,36650.73,37689.21,11724.12,11457.88,11466.27,11714.14,113266.672
1598832000,37162.86,39334.87,37365.84,39285.49,11784.21,11575.78,11714.13,11658.11,127272.378
1598918400,38338.82,40982.19,39158.46,40055.94,12061.07,11531.34,11658.11,11930.18,211680.828
1599004800,35107.63,39835.64,39835.64,37300.22,11961.0,11156.0,11930.17,11396.96,280411.964
1599091200,34683.9,37970.6,37104.3,34697.99,11475.0,9901.16,11396.44,10141.08,487812.737
1599177600,30172.48,33939.62,30172.48,31606.71,10635.77,9878.65,10141.4,10448.0,432563.841
1599264000,31629.02,34186.82,31703.31,33074.53,10567.87,9808.58,10448.0,10168.71,399307.282
1599350400,32149.73,33814.32,32325.95,33695.23,10348.97,10003.0,10168.23,10258.13,190207.654
1599436800,33538.13,36345.28,33538.13,34143.39,10420.55,9879.68,10258.13,10378.76,258476.949
1599523200,34252.73,38171.24,34372.17,35713.83,10443.79,9842.01,10379.3,10129.02,317802.322
1599609600,34796.33,36035.84,35008.51,35028.06,10346.0,9981.13,10130.0,10219.29,151222.689
1599696000,34503.36,35560.19,34955.24,34507.95,10484.6,10211.67,10219.29,10335.91,187667.873
1599782400,34263.71,35853.52,34543.45,34469.12,10397.85,10200.8,10335.91,10387.81,135929.303
1599868800,33398.4,34485.91,34324.42,34485.91,10477.7,10271.0,10387.81,10438.28,97429.037
1599955200,32764.95,35475.39,34067.32,34975,10580.0,10209.01,10438.29,10327.72,159021.843
1600041600,33135.01,35172.05,34374.44,34234.51,10746.06,10241.57,10327.72,10664.1,205260.236
1600128000,33313.22,35197.68,33921.95,34834.99,10923.42,10592.0,10664.1,10776.78,247657.23
1600214400,33989.77,38017.43,34463.71,36526.13,11089.08,10661.9,10776.88,10948.17,252881.019
1600300800,34374.37,36573.28,36372.06,34510.74,11040.0,10740.0,10948.16,10935.33,186484.361
1600387200,34046.2,35091.74,34486.53,34046.2,11035.0,10810.1,10935.97,10926.29,136028.351
1600473600,34127.95,36608.02,34155,35995.73,11177.0,10880.0,10926.3,11073.74,126239.232
1600560000,34955.51,36725.6,36146.91,36725.6,11073.9,10751.0,11073.2,10914.28,150450.562
1600646400,35403.88,37951.45,36519.18,37184.12,10980.69,10281.0,10915.52,10414.73,333047.145
1600732800,37418.81,39524.57,37486.36,37739.45,10574.08,10353.1,10414.73,10523.32,179900.686
1600819200,37938.65,40688.65,37938.65,40525.71,10531.94,10132.21,10523.32,10237.91,203027.542
1600905600,36701.4,41072.34,40803.23,36701.4,10837.27,10191.0,10237.91,10724.92,241646.573
1600992000,36023.63,37403.66,37032.48,36597.95,10754.29,10551.56,10724.91,10683.51,170930.773
1601078400,36603.46,38290.84,36712.75,37805.89,10827.8,10642.23,10683.5,10726.5,109340.491
1601164800,36285.75,37862.91,37750.53,37571.32,10793.5,10584.0,10726.5,10768.0,123440.716
1601251200,35420.89,37509.78,37509.78,36019.37,11024.0,10627.19,10768.0,10691.45,187105.377
1601337600,33016.88,35833.98,33016.88,35687.6,10863.94,10631.49,10691.94,10836.98,146888.319
1601424000,34812.07,36315.43,35266.33,36221.07,10845.99,10660.05,10836.99,10773.0,132834.116
1601510400,35185.45,36959.19,35854.24,35446.52,10935.14,10442.0,10773.0,10612.63,253619.622
1601596800,35576.28,38307.39,35576.28,37493.87,10660.0,10371.03,10612.62,10565.15,224747.037
1601683200,37169.6,37858.4,37185.67,37329.15,10596.0,10491.11,10565.44,10537.96,76315.911
1601769600,36790.33,37603.86,37433.75,37259.86,10694.0,10514.0,10537.96,10660.16,90912.105
1601856000,36762.79,39528.31,37259.06,39528.31,10792.0,10608.9,10660.16,10785.0,130589.137
1601942400,37691.89,40962.8,39654.86,37708.44,10792.0,10510.66,10784.99,10593.65,184895.25
1602028800,37246.27,38525.23,37246.27,37892.39,10675.0,10540.29,10593.65,10658.75,106700.522
1602115200,37552.68,40372.93,37993.67,38867.86,10958.0,10523.0,10658.75,10919.45,207938.861
1602201600,37387.28,39545.32,38759.73,39052.99,11110.0,10818.44,10919.45,11050.47,154336.818
1602288000,37375.29,39640.77,39058.25,38838.19,11494.0,11050.46,11050.46,11294.79,199398.012
1602374400,37975.8,40004.23,38435.83,39282.71,11450.73,11273.77,11294.78,11369.59,146323.076
1602460800,38190.26,39928.69,39380.03,38769.21,11732.0,11157.0,11369.59,11530.36,254217.203
1602547200,36512.74,37705.36,37402.95,37046.88,11562.0,11308.0,11530.37,11419.36,199115.115
1602633600,36677.37,37818.15,37223.59,36728.28,11550.0,11280.5,11419.36,11417.13,192936.97
1602720000,36026.41,38246.26,36208.07,36594.54,11649.48,11250.0,11417.12,11502.0,215260.399
1602806400,36700.28,39069.07,36728.01,37752.92,11538.92,11175.0,11502.0,11318.92,212339.085
1602892800,36664.02,38346.2,37684.26,36799.15,11424.09,11250.0,11319.51,11356.25,95892.966
1602979200,36323.01,38173.04,36754.96,37998.92,11529.93,11342.54,11356.25,11501.1,92472.191
1603065600,37709.38,41601.16,38385.09,41500.67,11830.0,11404.01,11501.5,11745.0,230161.648
1603152000,41178.98,45893.57,41284.71,45519.75,12045.78,11673.0,11744.99,11900.03,312811.802
1603238400,45215.07,48431.45,45215.07,46461.72,13240.0,11876.0,11900.03,12796.07,591963.069
1603324800,44382.8,46823.94,44898.07,46489.12,13188.27,12675.5,12796.06,12968.87,343851.666
1603411200,45918.72,49317.13,46358.28,46964.13,13043.0,12725.04,12970.39,12925.82,237042.526
1603497600,46475.29,49818.92,46616.76,48780.29,13177.59,12871.07,12925.82,13110.88,176146.631
1603584000,43841.17,48952.19,48778.35,44282.25,13369.0,12715.0,13110.88,13023.81,206012.652
1603670400,44139.56,48135.14,44294.24,44384.67,13240.0,12729.0,13024.21,13047.24,316503.296
1603756800,44438.81,50952.74,44475.27,48509.09,13787.83,13041.3,13047.24,13629.38,411509.506
1603843200,41877.7,47655.4,47655.4,41889.9,13863.0,12876.0,13629.89,13256.17,476993.789
1603929600,41783,47705.53,42131.87,45410.48,13637.22,12965.0,13255.79,13446.65,355352.336
1604016000,44158.03,47385.36,45630.37,47385.36,13665.65,13100.0,13446.65,13549.12,349890.573
1604102400,46465.3,49508.77,47564.66,49508.77,14140.0,13403.36,13549.12,13783.73,357853.23
1604188800,48729.28,50127.32,49600.18,49386.79,13891.52,13605.9,13783.73,13752.86,198395.231
1604275200,47852.95,49655.4,49397.09,48053.53,13823.75,13195.0,13752.87,13540.54,327991.768
1604361600,46249.46,48306.07,47958.44,48290.32,14070.0,13276.33,13541.55,14016.55,348730.51
1604448000,48185.18,50374.04,48938.9,48849.53,14280.0,13512.0,14016.55,14134.31,451433.42
1604534400,46330.64,54064.21,49217.39,46330.64,15777.0,14088.01,14134.32,15598.75,717489.697
1604620800,43018.43,45951.39,45951.39,43395.34,15984.2,15177.0,15598.74,15590.96,559380.06
1604707200,39464.56,44187.13,44003.64,39464.56,15774.0,14350.0,15590.95,14824.34,457582.681
1604793600,39147.51,41777.98,39282.83,41153.76,15678.0,14710.0,14824.33,15473.2,290616.393
1604880000,39084.41,41995.99,41409.22,39084.41,15869.0,14822.0,15473.2,15328.72,474181.983
1604966400,39007.77,40422.91,39295.66,39608.28,15474.17,15071.0,15328.72,15294.68,244073.495
1605052800,39098.14,43764.5,39098.14,41825.17,16000.0,15274.89,15294.68,15690.24,330772.852
1605139200,41318.84,43967.67,41529.76,42697.09,16345.0,15437.7,15690.24,16289.02,471759.126
1605225600,42199.87,44674.57,43080.68,42199.87,16479.99,15955.6,16289.01,16320.54,306656.359
1605312000,41769.07,43481.97,42321.21,42385.18,16326.82,15700.0,16320.54,16064.51,266206.937
1605398400,41397.26,43222.37,41775.43,42861.12,16161.23,15768.0,16064.51,15952.27,210318.453
1605484800,42022.72,44935.29,42086.68,43475.49,16882.0,15862.0,15951.93,16707.07,342459.329
1605571200,41638.77,43794.07,43353.17,42381.07,17890.1,16550.0,16707.0,17670.01,524094.697
1605657600,39006.7,43124.68,42378.81,39006.7,18520.0,17215.03,17670.01,17788.32,732937.097
1605744000,39038.69,42150.85,39038.69,40313.34,18200.0,17347.27,17788.32,17811.68,406500.977
1605830400,39454.82,41700.4,40233.62,39730.04,18831.6,17748.92,17811.68,18664.31,407926.802
1605916800,38706.81,42782.69,39510.43,42782.69,18986.0,18302.08,18662.85,18721.99,342412.49
1606003200,42043.34,44790.64,42507.76,42408.16,18780.0,17645.98,18721.99,18435.2,373779.417
1606089600,39939.47,43736.74,42024.62,39939.47,18812.65,18013.97,18434.17,18382.07,364221.378
1606176000,39558.08,45428.59,39655.51,45195.52,19440.0,18000.0,18382.07,19179.64,477968.289
1606262400,42514.9,44545.97,44545.97,42534.15,19554.19,18509.12,19178.53,18741.67,426276.99
1606348800,34601.7,46197.33,44737.35,34961.22,18940.69,16181.0,18741.66,17155.34,850692.856
1606435200,34426.45,36350.34,35149.73,35061.51,17465.0,16444.83,17155.37,17144.1,398072.933
1606521600,34513.89,36241.8,35332.66,35407.63,17880.0,16865.78,17144.11,17717.74,268833.749
1606608000,34875.86,36531.15,35535.57,35805.88,18343.0,17523.0,17717.74,18181.09,256024.006
1606694400,34918.92,38879.62,35723.51,38821.89,19944.0,18178.82,18180.43,19720.0,500482.574
1606780800,36614.15,41538.92,38050.77,37971.73,19956.0,18050.0,19722.09,18772.7,553885.333
1606867200,34317.9,36831.31,36831.31,36130.77,19365.0,18329.58,18770.33,19207.01,335717.482
1606953600,35264.09,38542.96,35672.05,38542.96,19640.0,18865.0,19207.01,19434.3,245020.576
1607040000,37934.01,39172.77,38897.33,38205.44,19537.16,18570.0,19432.66,18664.2,276271.939
1607126400,37948.66,39278.18,38521.94,38320.75,19203.46,18510.0,18662.72,19147.62,165912.647
1607212800,38176.34,39621.82,38640.78,38659.38,19449.1,18855.35,19147.63,19375.02,176004.606
1607299200,38889.2,40363.42,39140.33,39581.57,19446.36,18908.66,19375.0,19172.88,169402.371
1607385600,39243.32,41992.66,39702,41804.79,19319.38,18133.33,19172.87,18319.32,280714.132
1607472000,37922.16,41626.64,41437.27,40225.36,18639.7,17650.0,18319.33,18537.98,353123.689
1607558400,38337.91,39754.07,39445.08,39618.97,18550.0,17916.0,18537.97,18253.51,233960.241
1607644800,38273.66,40944.31,40015.65,40677.93,18290.44,17555.0,18254.0,18031.47,317866.07
1607731200,37749.17,40731.99,40731.99,39835.48,18950.0,18012.21,18031.71,18800.0,196962.282
1607817600,38980.79,40819.36,39921.23,40620.28,19432.0,18705.46,18800.0,19175.07,239760.089
1607904000,39153.09,41035.78,40452.03,40026.76,19355.35,19004.72,19175.06,19270.7,181555.823
1607990400,39783,41971.32,40749.93,41971.32,19598.0,19039.64,19270.71,19424.91,248744.054
1608076800,41028.92,44749.04,42219.18,41028.92,21600.0,19274.55,19424.9,21346.8,459302.012
1608163200,36951.1,43382.37,41604.47,36951.1,23888.04,21231.5,21346.81,22816.99,823435.821
1608249600,35274.43,38642.57,37591.19,38642.57,23330.0,22363.94,22816.99,23124.35,305997.222
1608336000,36406.98,39862.81,39128.36,39722.03,24281.61,22735.81,23124.35,23847.28,337535.438
1608422400,38973.74,40839.41,40644.11,39514.66,24376.0,23076.25,23847.28,23472.96,322289.774
1608508800,36496.67,39878.76,39799.35,37134.08,24145.0,21920.0,23472.96,22730.1,476456.589
1608595200,35636.79,39180.97,36848.64,38920.46,23850.0,22387.0,22736.05,23826.99,326124.313
1608681600,34418.22,39342.71,39049.72,35022.11,24235.42,22572.52,23826.74,23238.27,394754.939
1608768000,30441.52,34577.6,34542.1,32820.13,23819.81,22700.0,23237.73,23737.44,237754.257
1608854400,32861.98,38234.43,32861.98,36936.54,24827.64,23450.0,23738.75,24730.0,284523.431
1608940800,35791.49,37257.65,37074.61,37257.65,26926.0,24507.24,24729.99,26508.83,367265.555
1609027200,33048.72,37502.08,37502.08,33048.72,28459.84,25850.0,26508.84,26305.64,540264.148
1609113600,31178.97,33848.15,33189.72,32678.42,27538.82,26117.1,26301.76,27102.66,267563.468
1609200000,32411.49,35108.38,33924.64,34605.11,27441.73,25913.01,27101.45,27402.83,260759.449
1609286400,34177.51,36696.74,34353.9,36696.74,29063.72,27401.0,27402.83,28906.99,374737.655
1609372800,34626.48,36405.01,36213.65,36328.01,29376.7,27848.0,28906.99,28951.68,313648.835
1609459200,34311.78,38746.95,35606.51,38691.06,29668.86,28627.12,28948.19,29337.16,210716.398
1609545600,35487.19,40217.92,37824.1,40217.92,33480.0,28958.24,29337.15,32199.91,545541.08
1609632000,33275.42,40210.84,40210.84,34119.17,34832.25,32000.02,32198.41,33054.53,487486.989
1609718400,29706.53,35857.57,34870.23,30430.3,33653.56,27800.0,33053.93,32031.07,506128.023
1609804800,27550.15,30422.22,29679.19,28393.09,34500.0,29900.0,32029.55,33999.52,433720.833
1609891200,29031.2,30425.05,29218.79,29149.15,37037.51,33356.46,33999.51,36823.68,444019.83
1609977600,27279.8,29217.93,28573.4,29071.13,40565.62,36337.36,36825.77,39498.92,520147.908
1610064000,28264.37,30198,28665.96,29154.52,42125.51,36539.77,39498.32,40637.23,518080.826
1610150400,26736.25,31726.3,28565.12,31726.3,41539.88,38733.28,40638.91,40136.04,260882.805
1610236800,29822.25,31497.79,31467.35,31251.82,41412.12,35268.0,40136.05,38221.67,436759.048
1610323200,26625.3,31697.19,30799.24,26625.3,38322.18,30448.0,38200.01,35408.46,906275.651
1610409600,25329.28,28691.67,27751.31,28000.86,36693.44,32600.0,35406.92,34056.9,449065.693
1610496000,23819.26,27498.37,27101.26,27498.37,37880.0,32420.0,34065.53,37421.07,398188.088
1610582400,26713.19,29595.29,26713.19,29595.29,40189.39,36764.33,37416.34,39163.31,353142.386
1610668800,26919.64,30142.07,27446.64,30142.07,39790.0,34478.0,39163.31,36755.24,437610.113
1610755200,26852.85,32125.35,32125.35,28253.1,38000.0,35366.0,36755.25,36025.66,301102.477
1610841600,27212.95,28728.13,27835.92,27318.74,36898.0,33863.5,36025.65,35869.83,287686.129
1610928000,26660.33,29467.31,26936.85,28896.55,37547.94,34808.47,35875.72,36686.86,253386.703
1611014400,27457.88,30266.08,29129.69,29152.98,37961.0,35850.0,36690.0,35891.03,257889.419
1611100800,28118.29,31109.74,28509.85,29877.45,36461.44,33403.0,35891.74,35500.0,329192.419
1611187200,29405.94,34271.91,29567.75,29729.32,35636.17,30069.9,35499.23,30879.97,550562.277
