t,l,h,o,c,high,low,open,close,volume
1611273600,26768.23,29726.27,29726.27,26768.23,33831.52,28880.0,30875.77,32986.34,453568.538
1611360000,25860.01,27300.12,26728.61,26227.33,33495.0,31405.0,32990.08,32086.48,256776.411
1611446400,25741.78,28059.13,26379.12,26598.75,33125.75,30914.2,32086.48,32275.63,212107.044
1611532800,26527.23,32040.71,27125.35,28655.75,34880.0,31921.47,32274.88,32253.68,316687.524
1611619200,27152.48,28732.43,27583.2,28268.62,32950.0,30810.0,32253.68,32474.14,346861.707
1611705600,27749.78,31586.2,27749.78,29535.41,32562.2,29240.0,32474.81,30381.04,431022.839
1611792000,28949.15,31125.85,28949.15,30996.52,33778.95,29843.33,30382.96,33399.75,311528.373
1611878400,30105.34,33419.36,30105.34,30295.11,38641.1,31960.0,33399.99,34269.35,713579.785
1611964800,28994.68,30374.19,29180.06,30374.19,34988.88,32849.06,34267.04,34289.85,267861.872
1612051200,29631.35,32900.13,30147.24,31830.41,34393.22,32193.04,34284.76,33126.21,211293.891
1612137600,29492.81,32089.09,31372.58,29492.81,34720.0,32322.47,33125.11,33546.09,240632.325
1612224000,28990.38,32205.67,29437.02,30140.5,36041.0,33450.0,33546.08,35504.06,239856.23
1612310400,28994.33,30589.54,29964.52,28994.33,37700.0,35410.0,35504.07,37652.51,240308.078
1612396800,28906.63,30719.14,29195.32,29046.42,38833.0,36233.0,37651.92,36976.93,306715.022
1612483200,28800.05,31880.33,28800.05,30009.58,38411.82,36586.68,36975.19,38362.65,196277.444
1612569600,30172.91,35083.61,30172.91,34751.09,40992.4,38269.0,38357.17,39249.54,310826.315
1612656000,31512.74,34132.3,34132.3,31569.96,39757.87,37403.27,39249.53,38849.25,296721.925
1612742400,30696.68,36516.82,31546.68,36516.82,47146.0,38037.0,38849.24,46451.32,440167.093
1612828800,34150.1,35564.08,35418.78,34150.1,48266.36,45057.65,46451.32,46492.54,381477.426
1612915200,32607.57,35845.68,34005.79,32992.22,47475.0,43770.0,46492.53,44850.0,334979.017
1613001600,32188.01,37482.07,32798.37,36203.02,48810.0,44038.97,44850.0,48060.21,330540.045
1613088000,34914.48,37270.34,35819.28,35123.46,49278.98,46121.0,48060.21,47361.03,259186.288
1613174400,33482.12,36076.53,35265.14,33498.99,48290.0,46252.1,47364.0,47221.62,199965.397
1613260800,33591.61,38909.04,33591.61,37385.56,49875.16,47093.16,47221.63,48655.21,241935.666
1613347200,33988.47,37220.39,37220.39,34462.93,49100.0,45349.21,48655.21,47981.58,248960.404
1613433600,33318.31,37267.78,34474.94,34417.2,50953.44,47101.02,47981.6,49197.94,343592.011
1613520000,34671.71,39592.39,34671.71,37547.55,52800.0,49029.62,49197.93,52194.62,312007.458
1613606400,35220.83,38090.53,37623.3,35220.83,52640.0,50948.0,52194.62,51619.7,185489.89
1613692800,34836.27,35920.27,35242.29,35453.55,56582.0,50800.0,51612.46,56004.1,257911.872
1613779200,32591.84,35325.81,35325.81,32591.84,57699.0,53905.0,56005.85,55917.41,240296.308
1613865600,32700.71,34611.22,33038.28,33917.27,58472.14,55564.5,55908.45,57487.43,196820.573
1613952000,29132.57,35368.18,33058.71,29132.57,57591.87,47751.42,57475.5,54121.1,480660.187
1614038400,26207.7,30729.71,28999.23,26207.7,54260.12,44893.82,54125.55,48930.0,748737.462
1614124800,25173.63,28565.99,25992.33,27341.36,51435.58,47000.0,48930.01,49702.03,333415.219
1614211200,27157.58,29417.54,27420.52,28558.82,52134.96,46685.43,49702.05,47089.37,349943.016
1614297600,27052.55,28861.55,28861.55,27816.2,48438.01,44100.0,47087.97,46313.13,440670.32
1614384000,26356.95,29128.67,27167.51,27023.72,48476.05,44926.77,46313.12,46102.63,256027.074
1614470400,27078.55,30933.32,27546.11,29816.59,46678.0,43002.05,46097.09,45163.36,370358.825
1614556800,27978.91,29951.23,29544.46,28645.89,49800.0,44972.49,45162.64,49592.7,315659.931
1614643200,28298,30023.29,28834.18,29559.1,50221.77,47058.06,49594.99,48450.57,273100.435
1614729600,28141.03,33250.26,28749.8,29184.35,52681.51,48110.66,48454.21,50373.75,350311.234
1614816000,28285.12,30901.98,28901.89,29782.34,51800.0,47500.0,50373.75,48385.77,387428.957
1614902400,29468.89,30789.28,29468.89,30192.31,49470.0,46320.0,48385.77,48770.57,354602.756
1614988800,28360.24,31120.86,29993.51,30383.97,49253.63,47090.0,48772.68,48908.21,215092.91
1615075200,28224.99,30763.26,30699.24,30763.26,51480.0,48908.21,48908.21,50995.27,248398.116
1615161600,29084.24,31250.7,30684.68,30851.79,52450.0,49310.0,50991.35,52429.43,308339.866
1615248000,30496.36,33935.67,31154.74,33827.31,54950.0,51880.0,52429.43,54917.78,285604.798
1615334400,31672.08,33415.83,33415.83,33175.06,57500.92,53061.0,54917.78,55947.98,401159.493
1615420800,31602.16,33576.17,33340.45,33576.17,58283.0,54356.44,55949.3,57844.52,364681.318
