o,c,t,h,l,volume,close,open,high,low
17533271118,17409454454,1621296000.0,17810664198,17409454454,590358.592,42882.53,43565.11,45846.61,42268.0
17461066196,12493364737,1621382400.0,17461066196,12442436017,1373851.849,36689.14,42882.54,43615.93,28688.0
12093533678,12612572640,1621468800.0,12844630334,11860124287,775185.113,40500.3,36689.14,42460.0,34882.0
12444942424,11982380767,1621555200.0,12650753040,11876929931,930671.747,37211.02,40500.0,42270.42,33400.0
12058272932,11694871226,1621641600.0,12105290035,11692584002,588166.784,37432.58,37210.01,38851.34,35201.11
11646973714,10940210333,1621728000.0,11779239270,10713124889,996815.017,34651.6,37436.0,38261.71,31096.7
11040519775,11544195725,1621814400.0,11830254884,11040519775,707903.071,38779.66,34656.53,39917.09,34366.0
11649304377,11532378661,1621900800.0,11763688223,11310305731,598836.411,38326.84,38783.58,39790.05,36439.32
11514409006,11724081163,1621987200.0,12045259289,11514409006,577032.81,39224.2,38326.84,40900.0,37804.76
11764579892,11257929438,1622073600.0,11964107992,11257929438,543338.566,38527.38,39224.21,40438.82,37133.22
11261366480,11390123505,1622160000.0,11433557964,11122598252,832363.425,35670.99,38527.38,38888.35,34689.57
11391379907,11045978149,1622246400.0,11445839724,10898609995,733902.825,34611.94,35670.99,37375.0,33650.0
10979010060,11053903772,1622332800.0,11167478521,10847652956,511834.746,35651.81,34611.95,36501.0,33356.0
11057294645,11514320843,1622419200.0,11679974742,10946861310,635082.121,37243.38,35651.8,37500.0,34150.0
11574875913,11215272177,1622505600.0,11620095683,11190572710,590822.54,36693.41,37244.36,37893.76,35500.0
11224372643,11659239114,1622592000.0,11954180767,11173842265,441719.806,37569.99,36694.37,38232.99,35905.0
11696943225,11956047655,1622678400.0,12044043848,11350316852,507429.005,39247.4,37570.0,39470.0,37150.15
11993595811,11534641659,1622764800.0,11993595811,11528245208,700625.866,36828.03,39247.4,39297.35,35552.51
11486514653,11265922297,1622851200.0,11701741049,11250373189,631028.448,35498.62,36828.03,37900.49,34800.0
11336139811,11485945419,1622937600.0,11646038104,11336139811,443601.064,35801.71,35497.93,36521.16,35201.86
11524338104,11702289562,1623024000.0,11940114922,11524338104,636735.873,33550.96,35801.71,36820.0,33200.0
11631261652,11095297422,1623110400.0,11805464319,11061285923,976693.026,33372.58,33550.97,34061.57,30969.0
11084715915,12297462746,1623196800.0,12348184656,11013308430,1031014.087,37368.45,33372.58,37511.31,32390.0
12386628333,11720109812,1623283200.0,12386628333,11665684346,803185.699,36669.66,37369.99,38489.0,35750.0
11691660149,12235416924,1623369600.0,12428451510,11637440687,586122.898,37300.42,36669.65,37679.54,35900.0
12175669055,11658901335,1623456000.0,12175669055,11617905112,623532.476,35537.05,37300.41,37432.95,34585.9
11607877496,12724442806,1623542400.0,12724442806,11588353209,647035.314,38993.65,35535.95,39374.18,34739.06
12786336124,13133099645,1623628800.0,13465624890,12770470417,704979.881,40489.1,38993.66,41000.0,38720.0
13184176964,13177531522,1623715200.0,13467297497,13089156021,632066.994,40132.86,40489.1,41413.0,39500.0
13166485828,12936181345,1623801600.0,13490214469,12869694300,673235.496,38344.97,40132.86,40495.0,38105.0
12944558395,12992282039,1623888000.0,13386843993,12915335239,603849.861,38060.71,38344.97,39565.0,37334.76
13011446623,12426445748,1623974400.0,13011446623,12426445748,790379.249,35811.41,38060.71,38198.0,35100.0
12411530130,12597512263,1624060800.0,12880551812,12384207446,642185.382,35483.0,35811.41,36471.8,34704.08
12567052980,12371863521,1624147200.0,12764086198,12371863521,829896.441,35588.64,35483.01,36155.0,33312.0
12357203198,11283494946,1624233600.0,12371677100,11283494946,1397330.662,31606.0,35588.63,35746.28,31250.51
11292336264,11243672113,1624320000.0,11552364070,11087990972,1531824.85,32496.0,31606.0,33274.0,28780.01
11260672050,11358950734,1624406400.0,11759327520,11260672050,960700.369,33649.0,32496.0,34867.77,31711.5
11397904149,11487181586,1624492800.0,11743601897,11254812500,774899.165,34644.64,33650.0,35406.74,32300.0
