o,c,t,h,l,volume,close,open,high,low
14157949185,14170836345,1659052800.0,14591166538,14100799790,642337.051,23771.1,23836.2,24500.0,23426.3
14170836345,14226797002,1659139200.0,15129185247,14114549467,493824.816,23629.9,23771.0,24700.0,23505.0
14226797002,13888758946,1659225600.0,14338601674,13877998444,385969.85,23290.1,23630.0,24187.3,23222.0
13888758946,13609385268,1659312000.0,14002805076,13512901857,498378.292,23257.6,23290.1,23497.0,22836.2
13609385268,13256511200,1659398400.0,13685002167,13256511200,625227.912,22975.1,23257.6,23448.7,22603.0
13256511200,13384520082,1659484800.0,14028993956,13075686515,569261.768,22801.5,22975.1,23650.0,22665.3
13384520082,13149802077,1659571200.0,13506538983,13020398075,548268.816,22608.9,22801.5,23211.3,22370.0
13149802077,13168701692,1659657600.0,13540998298,13058277415,593992.13,23298.1,22608.9,23450.0,22580.6
13168701692,13270726787,1659744000.0,13425826613,13136266031,227659.394,22943.3,23298.0,23341.8,22883.6
13270726787,13420759779,1659830400.0,13535134788,13170298293,271512.062,23167.8,22943.2,23400.0,22830.9
13420759779,14230408832,1659916800.0,14920797137,13411858172,565084.219,23804.4,23167.9,24243.0,23153.1
14230408832,13887653202,1660003200.0,14351997487,13767308116,498286.943,23140.2,23804.3,23913.4,22850.0
13887653202,13659444171,1660089600.0,14111074503,13506809207,760738.204,23940.9,23140.1,24235.2,22608.0
13659444171,13817615551,1660176000.0,14693571928,13659444171,760455.245,23917.2,23941.0,24972.0,23840.6
13817615551,13926250282,1660262400.0,13931351433,13547314111,477734.045,24387.5,23917.3,24438.8,23560.0
13926250282,14204887842,1660348800.0,14464486465,13922375132,431093.659,24429.0,24387.5,24879.0,24267.5
14204887842,14045110450,1660435200.0,14932267798,13950294465,437314.32,24294.1,24429.0,25065.0,24138.0
14045110450,13740844960,1660521600.0,14649178641,13669452717,739390.721,24085.2,24294.1,25200.0,23762.0
13740844960,13743655344,1660608000.0,13895278258,13628156636,460919.994,23843.0,24085.2,24234.0,23650.0
13743655344,14050612291,1660694400.0,14179210299,13743655344,640600.903,23333.1,23843.0,24437.0,23170.0
14050612291,14094459368,1660780800.0,14286628728,14029066150,347699.006,23185.1,23333.1,23595.0,23101.0
14094459368,12873070356,1660867200.0,14159871083,12813401258,906609.825,20824.9,23185.0,23200.0,20760.0
12873070356,13031558267,1660953600.0,13261074299,12868209031,490507.042,21127.8,20825.0,21368.9,20742.9
13031558267,12936948753,1661040000.0,13223202988,12862744867,424282.424,21505.6,21127.7,21804.6,21055.0
12936948753,13228819204,1661126400.0,13234504900,12860864664,588764.597,21387.0,21505.6,21550.0,20858.6
13228819204,13345078694,1661212800.0,13606416399,13150226699,609745.27,21518.2,21387.0,21667.2,20874.8
13345078694,13189719162,1661299200.0,13599724250,13051189135,502728.198,21354.9,21518.2,21925.6,21132.3
13189719162,13221252807,1661385600.0,13452704350,13040632084,415757.992,21548.3,21355.0,21810.9,21295.3
13221252807,13038571525,1661472000.0,13484516339,12952524182,896474.356,20228.7,21548.3,21867.6,20100.0
13142499783,13331745589,1661558400.0,13501234800,13058115653,469598.024,20023.9,20228.7,20367.7,19744.0
13331745589,13093323560,1661644800.0,13488675117,13093323560,386405.195,19547.5,20024.0,20155.0,19508.0
13164662163,13388259803,1661731200.0,13495215984,13148750820,598076.669,20275.5,19547.5,20440.0,19539.4
13388259803,13122956254,1661817600.0,13410639620,13054212895,767714.993,19803.1,20275.5,20574.0,19524.4
13122956254,12640041384,1661904000.0,13233765200,12600328548,711639.339,20041.5,19803.2,20496.0,19787.9
12640041384,12956991578,1661990400.0,13193327665,12519211947,691594.721,20122.5,20041.4,20198.3,19555.0
12956991578,12751074702,1662076800.0,13118753199,12618345770,669047.816,19941.0,20122.6,20434.3,19736.0
12751074702,13117516601,1662163200.0,13126502583,12722991353,285240.989,19820.7,19941.0,20050.0,19628.7
13117516601,13229937502,1662249600.0,13512794807,13102765963,396798.184,19992.7,19820.7,20022.4,19570.0
13229937502,13233937542,1662336000.0,13408220423,12985590291,446706.41,19784.9,19992.7,20046.7,19620.2
13233937542,12956954347,1662422400.0,13479266547,12859107554,945489.142,18781.5,19784.9,20174.7,18600.0
12956954347,12861447077,1662508800.0,13155443569,12835331356,595636.693,19287.0,18781.4,19455.0,18500.0
12861447077,12762349952,1662595200.0,12965947470,12549518189,537268.644,19309.3,19287.0,19450.0,19003.8
12762349952,14205125475,1662681600.0,14306022610,11016978298,992497.1,21352.0,19309.3,21666.0,19283.0
14205125475,14441896941,1662768000.0,14478192536,14146218784,491543.206,21639.5,21352.0,21825.0,21112.2
14441896941,14687150307,1662854400.0,14687150307,14227512749,420979.326,21820.3,21639.5,21883.4,21336.0
14687150307,14774806968,1662940800.0,14874216709,14062212402,818601.932,22386.0,21820.3,22474.0,21540.0
14774806968,12783986762,1663027200.0,15099676366,12733298317,1218769.927,20162.5,22386.0,22850.0,19840.0
12783986762,12614948051,1663113600.0,12916646226,12380787769,661802.597,20217.0,20162.6,20528.5,19600.0
12614948051,12352158149,1663200000.0,12681628149,12302463530,665862.067,19690.8,20217.0,20315.0,19453.0
12352158149,12613570036,1663286400.0,12613570036,12287138056,544608.804,19792.5,19690.8,19878.0,19300.0
12613570036,12928141978,1663372800.0,12994896736,12276002878,334678.558,20102.0,19792.4,20182.6,19739.4
12928141978,12692555611,1663459200.0,12996965344,11382569182,499916.474,19404.5,20102.0,20105.3,19325.8
12692555611,12442995859,1663545600.0,12762967960,12028689764,993776.352,19528.6,19404.5,19686.3,18215.0
12442995859,12415194335,1663632000.0,12606296078,12336092934,794623.932,18866.8,19528.6,19625.0,18690.1
12415194335,12092390536,1663718400.0,12695138285,10678916083,1168068.979,18447.5,18866.7,20154.1,18084.3
12092390536,12607868574,1663804800.0,12635580089,12059679536,852898.391,19392.5,18447.5,19504.8,18345.2
12607868574,12609246739,1663891200.0,12817073134,12455285782,838493.746,19280.7,19392.5,19492.0,18518.5
12609246739,12619198334,1663977600.0,12799729618,12496960519,377158.215,18911.0,19280.7,19304.5,18798.0
12619198334,12609133539,1664064000.0,12735439187,12448925337,410461.603,18799.7,18910.9,19196.0,18621.0
12609133539,12995846427,1664150400.0,13010290076,12537079156,777807.518,19216.3,18799.7,19311.5,18671.0
12995846427,12794709859,1664236800.0,14092016950,12722792740,1300566.158,19070.1,19216.3,20375.0,18801.5
12794709859,13095229912,1664323200.0,13262093133,12387648068,1141222.772,19407.3,19070.1,19787.6,18460.0
13095229912,13060295653,1664409600.0,13350637605,12820575230,991678.224,19582.5,19407.4,19648.8,18827.2
13060295653,12280229809,1664496000.0,13594264376,12279411566,1071462.934,19411.7,19582.5,20172.7,19066.0
12280229809,12343954635,1664582400.0,12493779358,12227889461,294457.009,19304.0,19411.6,19474.0,19140.0
12343954635,12299628721,1664668800.0,12475164358,12243480195,414970.451,19049.4,19304.0,19389.0,18896.0
12299628721,12964699653,1664755200.0,12972807271,12275473570,621816.329,19622.0,19049.3,19723.7,18950.8
12964699653,14530482252,1664841600.0,14543912334,12865066339,796678.762,20333.0,19621.9,20500.0,19480.1
14530482252,14095249136,1664928000.0,14541910801,13969041349,719577.149,20150.0,20332.9,20356.1,19707.0
14095249136,14044493247,1665014400.0,14506558618,13983475645,782034.669,19954.0,20149.9,20443.9,19843.3
14044493247,13672095967,1665100800.0,14095264052,13610363936,673407.102,19520.9,19954.0,20067.0,19304.4
13672095967,13714684210,1665187200.0,13851631163,13489441761,253257.201,19406.2,19520.9,19619.6,19200.0
13714684210,13910020893,1665273600.0,13985734000,13705128298,267178.795,19430.0,19406.3,19550.0,19310.0
13910020893,14114593973,1665360000.0,14357856336,13892211756,560920.904,19124.0,19430.0,19513.0,19000.0
14114593973,14552716374,1665446400.0,14746515789,13921625710,603358.324,19055.0,19124.1,19260.0,18850.0
14552716374,14460346978,1665532800.0,14755082134,14456940291,406770.288,19148.0,19055.0,19240.0,18924.3
14460346978,14787081768,1665619200.0,14942187255,12653288487,1104615.001,19365.5,19148.1,19498.6,17917.8
14787081768,14153964610,1665705600.0,14968783623,14060682370,861453.21,19164.6,19365.4,19947.9,19059.6
14153964610,14165945979,1665792000.0,14306992596,13921376999,241520.185,19060.4,19164.6,19218.8,18966.0
14165945979,14033580240,1665878400.0,14283417085,13954214862,267921.192,19251.9,19060.4,19415.9,19058.0
14033580240,14761101866,1665964800.0,14837833070,13954285257,502319.759,19540.6,19251.8,19666.0,19148.0
14761101866,14484812950,1666051200.0,15143138931,14397170907,634343.154,19320.9,19540.7,19706.4,19081.0
14484812950,14572681642,1666137600.0,14763265386,14365873884,404370.458,19116.7,19320.9,19349.8,19050.0
14572681642,14728190883,1666224000.0,14736129879,14432813050,537627.048,19034.7,19116.6,19350.0,18882.4
14728190883,14627796216,1666310400.0,15005936528,14552895373,581878.905,19150.9,19034.8,19240.0,18600.0
14627796216,14534459537,1666396800.0,14628659306,14442514450,174055.042,19195.1,19151.0,19250.0,19103.5
14534459537,14959032390,1666483200.0,14964068329,14331651698,358611.542,19560.7,19195.1,19690.0,19050.0
14959032390,14399079468,1666569600.0,14993491635,14398244426,476676.536,19318.1,19560.6,19593.3,19146.0
14399079468,15397171427,1666656000.0,15639407827,14347748636,777306.534,20068.3,19318.1,20415.0,19228.0
15397171427,15615458610,1666742400.0,16055164740,15378847908,841864.982,20758.3,20068.3,21030.0,20041.1
15615458610,14525433937,1666828800.0,15675408226,14511281022,614910.045,20285.5,20758.4,20863.7,20170.0
14525433937,14301956434,1666915200.0,14574438631,13964189626,595538.882,20582.8,20285.6,20740.0,19951.0
14301956434,14366351107,1667001600.0,14779736895,14274609566,482217.17,20796.7,20582.7,21088.0,20547.8
14366351107,13890219917,1667088000.0,14464471705,13877864491,295389.69,20615.6,20796.7,20925.2,20503.0
13890219917,13551571119,1667174400.0,14045944447,13479491483,478797.266,20482.0,20615.5,20838.7,20225.4
13551571119,13523220987,1667260800.0,13722584694,13455363235,314676.187,20472.1,20482.1,20687.0,20320.0
13523220987,13153355041,1667347200.0,13604205615,13016375508,651535.761,20140.1,20472.1,20796.0,20050.0
13153355041,13125119997,1667433600.0,13426800383,11570413396,372121.061,20199.7,20140.2,20400.0,20026.0
13125119997,14339200328,1667520000.0,14493322422,13106498638,824515.215,21137.6,20199.8,21297.0,20171.6
14339200328,14847763132,1667606400.0,15011743227,14332445677,303983.372,21289.9,21137.6,21473.7,21071.1
14847763132,14059467998,1667692800.0,14956626188,14054782677,277148.646,20900.0,21289.8,21355.8,20863.3
14059467998,13281722058,1667779200.0,14072193147,12311319739,554408.316,20578.6,20900.0,21062.6,20374.0
13281722058,13281722058,1667865600.0,13281722058,13281722058,2046476.313,18534.0,20578.5,20685.0,16830.0
11326499990,10724242208,1667952000.0,11783430636,10500291359,2065606.412,15905.0,18533.9,18574.9,15462.6
10724242208,10901886219,1668038400.0,11502519603,9567678320,1497093.602,17588.0,15905.0,18230.0,15730.0
10901886219,10431859025,1668124800.0,10958628979,10253574628,955344.602,17058.3,17588.0,17678.0,16343.0
10431859025,9975554451,1668211200.0,10480190014,9911683167,304455.717,16806.9,17058.4,17110.8,16623.8
9975554451,9620656418,1668297600.0,10001287326,9458092880,349742.836,16321.2,16806.9,16950.0,16210.3
9620656418,9466657815,1668384000.0,9874092613,9398708272,934392.484,16605.2,16321.3,17188.0,15805.5
9466657815,9681064488,1668470400.0,9847196691,8478705136,649349.458,16888.3,16605.3,17127.2,16516.7
9681064488,9634499731,1668556800.0,10202581415,9145400604,537241.645,16650.6,16888.3,17007.4,16358.0
9634499731,9870336832,1668643200.0,9935424190,9616054719,408989.285,16682.1,16650.7,16741.7,16403.3
9870336832,9864111261,1668729600.0,10019696772,9764897536,388612.842,16689.7,16682.1,16984.4,16541.1
9864111261,9859601361,1668816000.0,9926915670,9807840254,171822.915,16692.9,16689.7,16814.5,16543.8
9859601361,9798916045,1668902400.0,9921089877,9573603697,327599.214,16272.6,16693.0,16743.9,16167.1
9798916045,9706497592,1668988800.0,9873309104,9603263524,790219.365,15773.0,16272.7,16304.3,15443.2
9706497592,9904732284,1669075200.0,10068745151,9636172311,579333.644,16220.6,15772.9,16309.0,15610.3
9904732284,9892689515,1669161600.0,10092029611,9840271421,546714.91,16595.8,16220.5,16703.4,16155.5
9892689515,9844395024,1669248000.0,9988466133,9796849885,351024.418,16592.4,16595.8,16800.0,16450.0
9844395024,9841010145,1669334400.0,9987958890,9795700916,306560.116,16516.1,16592.5,16639.9,16331.7
9841010145,9904053519,1669420800.0,9985549489,9841010145,253401.659,16449.2,16516.2,16699.1,16369.1
9904053519,9946129996,1669507200.0,10027931790,9868134002,189370.345,16422.6,16449.2,16594.2,16396.0
9946129996,9894937581,1669593600.0,10005091377,9699230628,497137.869,16204.5,16422.5,16475.0,15984.1
9894937581,9991987757,1669680000.0,10299433970,8754259818,391410.854,16433.2,16204.6,16543.0,16088.0
9991987757,10259551376,1669766400.0,10352482788,8399970838,620324.95,17153.3,16433.3,17248.3,16421.5
10259551376,10200649602,1669852800.0,10328917095,10056334169,411051.309,16970.5,17153.4,17348.5,16851.2
10200649602,10127907932,1669939200.0,10237374433,9877669958,335039.215,17083.0,16970.5,17096.3,16760.0
10127907932,9909620804,1670025600.0,10148840566,9875769519,185257.242,16879.5,17083.0,17160.0,16850.1
9909620804,10182865917,1670112000.0,10295476751,9908407214,292090.868,17099.5,16879.5,17206.2,16874.1
10182865917,10161634001,1670198400.0,10609301795,10081503890,519961.39,16958.3,17099.5,17430.0,16860.6
10161634001,9903120624,1670284800.0,10181635647,9895597605,321330.613,17078.6,16958.2,17100.0,16899.9
9903120624,9781222231,1670371200.0,9936038870,9606061639,337778.925,16828.0,17078.7,17130.0,16655.0
9781222231,9930261732,1670457600.0,10015877413,9732725321,402157.335,17216.0,16828.0,17294.9,16710.4
9930261732,9625562279,1670544000.0,10064313953,9625355911,290231.183,17122.0,17216.0,17365.4,17052.0
9625562279,9653956708,1670630400.0,9722810345,9606847304,141895.207,17120.0,17122.0,17228.6,17081.0
9653956708,9629687281,1670716800.0,9758336855,9596484883,171004.111,17077.3,17120.1,17265.0,17060.0
9629687281,9708250098,1670803200.0,9754437875,9487188187,335856.258,17200.0,17077.3,17237.9,16865.0
9708250098,10200353386,1670889600.0,10252063277,9600318069,596851.291,17777.1,17200.0,18100.0,17076.0
10200353386,10257093824,1670976000.0,10535163642,10064550626,627511.699,17803.9,17777.1,18400.0,17659.4
10257093824,10128603231,1671062400.0,10308574290,10045101039,437284.037,17351.8,17804.0,17849.5,17258.0
10128603231,9494734640,1671148800.0,10168843310,9426644383,622150.245,16624.1,17351.9,17528.0,16521.1
9494734640,9546465003,1671235200.0,9649858401,9441032019,248465.273,16768.0,16624.1,16790.0,16571.8
9546465003,9335306904,1671321600.0,9603025268,8322062403,185898.213,16730.3,16768.1,16872.0,16656.0
9335306904,9403707791,1671408000.0,9620438800,9216791796,344728.552,16429.2,16730.4,16809.6,16210.0
9403707791,9509691466,1671494400.0,9651596903,9278224686,476171.098,16887.2,16429.2,17049.6,16390.3
9509691466,9428718873,1671580800.0,9560100092,9383779798,227752.335,16819.6,16887.3,16924.2,16694.2
9428718873,9536639737,1671667200.0,9627228011,9274832254,306610.961,16815.5,16819.7,16861.9,16556.1
9536639737,9565500335,1671753600.0,9682982632,9459362598,264553.42,16776.4,16815.5,16960.0,16690.0
9565500335,9506727550,1671840000.0,9583761502,9492201766,82410.79,16828.9,16776.3,16859.9,16774.4
9506727550,9469438992,1671926400.0,9554094926,9405715393,144075.843,16824.4,16829.0,16850.0,16700.0
9469438992,9481138009,1672012800.0,9554483505,9448418760,148128.699,16912.9,16824.5,16936.8,16781.1
9481138009,9608593507,1672099200.0,9615917140,9354267519,262828.564,16698.2,16912.8,16968.0,16580.0
9608593507,9747026428,1672185600.0,9786649670,9518549379,344649.858,16539.0,16698.2,16778.3,16455.6
9747026428,9807215295,1672272000.0,9952226478,9738732369,208591.531,16630.3,16538.9,16659.0,16485.1
9807215295,9466891512,1672358400.0,9830425270,9314929573,295630.49,16601.2,16630.3,16666.6,16320.0
9466891512,9197245053,1672444800.0,9467197672,9178310396,134462.156,16537.6,16601.2,16640.0,16461.8
9197245053,9308484255,1672531200.0,9312356591,9187728555,105502.965,16610.3,16537.5,16618.8,16488.0
9308484255,9526363369,1672617600.0,9581088051,9188558277,215161.176,16666.0,16610.4,16799.0,16541.2
9526363369,9365175316,1672704000.0,9526363369,9314683608,203070.205,16667.2,16665.9,16774.0,16600.3
9365175316,9375169774,1672790400.0,9554637107,9240503367,349747.838,16842.1,16667.3,16984.6,16645.7
9375169774,9094019197,1672876800.0,9393597012,9086172301,176369.347,16823.8,16842.2,16872.8,16740.4
9094019197,9534523877,1672963200.0,9621377420,8926615176,316973.629,16943.8,16823.8,17030.0,16664.8
9534523877,9100379534,1673049600.0,9614235245,9086901464,77973.105,16936.5,16943.9,16973.6,16900.1
9100379534,9231531486,1673136000.0,9301536580,9081454011,157717.318,17124.7,16936.5,17181.1,16905.0
9231531486,9179549928,1673222400.0,9531338529,9176111439,400277.809,17169.7,17124.6,17387.8,17098.2
9179549928,9787475236,1673308800.0,9809799584,9148492135,297320.371,17428.8,17169.6,17485.4,17140.4
9787475236,9806092606,1673395200.0,9902134764,9555500319,386277.106,17935.7,17428.8,18013.2,17306.4
9806092606,10121069692,1673481600.0,10147013420,9599327461,1040334.76,18838.0,17935.6,19120.0,17902.4
10121069692,10607799715,1673568000.0,10719314791,10015554650,806807.832,19924.2,18838.1,19997.8,18711.0
10607799715,10307317559,1673654400.0,10662782847,9990616648,1010666.683,20962.8,19924.3,21544.0,19882.6
10307317559,10353830298,1673740800.0,10477473313,10081467913,428486.559,20882.7,20962.8,21073.8,20556.0
10353830298,10633253724,1673827200.0,10772431647,10046625536,666148.201,21188.3,20882.7,21498.0,20606.6
10633253724,10814900380,1673913600.0,10884743703,10406421995,547390.593,21130.9,21188.2,21640.0,20827.8
10814900380,10696967177,1674000000.0,11180960266,10517999836,813785.517,20680.0,21130.8,21672.0,20386.0
10696967177,10910099200,1674086400.0,10977873096,10660823630,374733.617,21068.3,20680.1,21183.9,20659.9
10910099200,11177350561,1674172800.0,11289273546,10902506697,723645.2,22661.1,21068.3,22750.0,20856.4
11177350561,11142113327,1674259200.0,11498481156,10914429164,764681.1,22781.9,22661.0,23390.0,22422.0
11142113327,11069752966,1674345600.0,11389416232,10875670225,482529.811,22704.6,22781.8,23080.2,22287.0
11069752966,11150323832,1674432000.0,11465873349,10907201385,525802.84,22913.1,22704.7,23193.1,22500.0
11150323832,11162201258,1674518400.0,11394860134,11050497765,505615.816,22627.4,22913.3,23158.7,22450.0
11162201258,11006716650,1674604800.0,11475045017,10904272196,692786.607,23060.6,22627.5,23837.4,22310.5
11006716650,10608113239,1674691200.0,11118702523,10551190332,427760.786,23001.9,23060.6,23278.7,22843.8
10608113239,10735250477,1674777600.0,10913176777,10346539312,509920.307,23068.0,23001.9,23500.0,22516.6
10735250477,10773260769,1674864000.0,10963609221,10730722811,186400.943,23015.9,23068.1,23185.0,22870.8
10773260769,11555794022,1674950400.0,11640222317,10731009874,562028.231,23740.3,23016.0,23962.7,22961.5
11555794022,10926227545,1675036800.0,11573800475,10816952283,572537.407,22819.9,23740.2,23804.6,22484.2
10926227545,11140929379,1675123200.0,11493573081,10898901171,403726.966,23119.4,22819.9,23330.0,22715.3
11140929379,11284962939,1675209600.0,11287815813,10668780023,571429.711,23730.0,23119.5,23852.4,22747.0
11284962939,11168901229,1675296000.0,11551974913,11134156481,615740.338,23493.1,23730.1,24281.4,23365.0
11168901229,11152900046,1675382400.0,11566055519,11075860915,470831.438,23424.7,23493.0,23719.9,23201.0
11152900046,11141922790,1675468800.0,11414424293,11057914311,197118.393,23322.6,23424.7,23591.4,23250.0
11141922790,11190252676,1675555200.0,11321042453,10986871551,356665.034,22929.2,23322.6,23436.0,22741.0
11190252676,11118505768,1675641600.0,11305143394,11012158045,417160.143,22757.7,22929.3,23159.4,22600.0
11118505768,11193580240,1675728000.0,11373959892,10979346605,447273.494,23234.1,22757.8,23368.6,22742.4
11193580240,11309917955,1675814400.0,11520536197,11125235689,383465.481,22955.9,23234.1,23450.0,22662.9
11309917955,10532538306,1675900800.0,11347902415,10496511889,732295.35,21793.4,22955.9,23007.8,21684.7
10532538306,10483157355,1675987200.0,10768857485,10418924942,439986.497,21618.6,21793.3,21933.8,21405.0
10483157355,10493667235,1676073600.0,10615649338,10410046134,189249.667,21851.3,21618.6,21891.9,21594.4
10493667235,10354942028,1676160000.0,10601089318,10246824307,276787.093,21771.1,21851.2,22080.9,21618.0
10354942028,10379278899,1676246400.0,10536334871,10349761832,511595.693,21766.2,21771.0,21888.0,21338.0
10379278899,10684854998,1676332800.0,10736716071,10171340923,598791.509,22187.4,21766.1,22320.0,21485.2
10684854998,11633242538,1676419200.0,11633242538,10604460574,824676.471,24332.6,22187.4,24420.0,22038.5
11633242538,11042524207,1676505600.0,12153662016,11042524207,959463.159,23526.6,24332.7,25290.0,23518.0
11042524207,11674809004,1676592000.0,11886145681,10905778589,922717.148,24581.5,23526.6,25043.2,23350.0
11674809004,11860221724,1676678400.0,11911824236,11656203267,261555.556,24636.9,24581.3,24887.5,24430.6
11860221724,11785679401,1676764800.0,12429283154,11767344748,543506.628,24265.9,24636.8,25200.0,24179.4
11785679401,12184021879,1676851200.0,12368521565,11560110629,646401.072,24849.9,24265.9,25140.0,23827.0
12184021879,12072482770,1676937600.0,12660107086,11870889311,729290.575,24443.4,24849.9,25347.6,24150.0
12072482770,11898803029,1677024000.0,12107415959,11839210458,730414.101,24171.3,24443.3,24468.5,23572.0
11898803029,11686239522,1677110400.0,12153117422,11686239522,751339.414,23928.8,24171.3,24588.0,23590.0
11686239522,11222896489,1677196800.0,11772124092,11152115410,731577.942,23175.6,23928.7,24138.6,22800.0
11222896489,11376188711,1677283200.0,11514104585,11217380505,310795.648,23146.2,23175.5,23210.5,22700.0
11376188711,11335456345,1677369600.0,11481641937,11256508979,371395.056,23545.3,23146.2,23675.0,23050.0
11335456345,11198496450,1677456000.0,11758360545,11143630199,576754.966,23480.0,23545.2,23888.0,23088.0
11198496450,11207293707,1677542400.0,11545636562,11158517925,456919.838,23129.6,23480.0,23592.8,23010.0
11207293707,11251037884,1677628800.0,11623181605,11149196002,617250.311,23619.8,23129.7,24022.7,23008.4
11251037884,11471751644,1677715200.0,11535329194,11246282768,419256.601,23457.1,23619.8,23790.5,23183.0
11471751644,10459543928,1677801600.0,11490279791,10284450564,608518.137,22342.8,23457.1,23468.5,21883.2
10459543928,10211900733,1677888000.0,10478600559,10166552868,175309.211,22335.7,22342.8,22400.0,22147.5
10211900733,10116214003,1677974400.0,10257312232,10027707348,282261.745,22419.4,22335.8,22650.0,22174.9
10116214003,10214005792,1678060800.0,10424768824,10039323719,298976.397,22397.1,22419.3,22594.5,22240.1
10214005792,10012776649,1678147200.0,10255043970,9915444178,548494.099,22187.1,22397.1,22550.0,21908.0
10012776649,9890556640,1678233600.0,10248852140,9704621068,547867.967,21695.4,22187.1,22276.4,21540.5
9890556640,9038595435,1678320000.0,10264546458,9038595435,951903.36,20348.3,21695.3,21823.0,20003.5
9038595435,9057131660,1678406400.0,9160231405,8843386387,1238135.265,20140.3,20348.4,20351.8,19521.6
9057131660,8814020587,1678492800.0,9117643311,8624950884,753479.558,20447.3,20140.3,20674.5,19752.5
8814020587,8765137914,1678579200.0,9002216035,8577666521,881522.402,21986.2,20447.3,22184.0,20262.2
8765137914,10198922092,1678665600.0,10345499055,8753946395,1534982.176,24119.5,21986.2,24517.2,21804.0
10198922092,10184977757,1678752000.0,11444503782,9978158968,1572562.635,24682.5,24119.5,26489.9,23951.0
10184977757,10032656306,1678838400.0,10680507313,9998810781,1102056.429,24288.0,24682.5,25200.0,23888.0
10032656306,10233985873,1678924800.0,10475151224,10016982348,735446.946,24990.4,24287.9,25167.9,24120.5
10233985873,11223719582,1679011200.0,11508912947,8010066201,1341159.064,27384.0,24990.5,27763.4,24875.3
11223719582,11265822659,1679097600.0,11693571996,11007005237,740232.316,26907.0,27383.9,27726.4,26555.5
11265822659,12000162912,1679184000.0,12150768852,11265822659,759367.078,27955.7,26907.0,28397.0,26815.9
12000162912,11750676403,1679270400.0,12425230970,11560316042,937223.448,27704.1,27955.8,28483.2,27120.6
11750676403,11822941001,1679356800.0,12174539001,11625127211,685487.714,28091.1,27704.1,28460.0,27288.0
11822941001,11353777845,1679443200.0,12297271157,11275381399,1080393.27,27233.8,28091.1,28881.0,26590.0
11353777845,11633279216,1679529600.0,12050459159,11347044775,808174.047,28284.1,27233.8,28777.0,27101.0
11633279216,11204189314,1679616000.0,11717276698,11144556399,696075.37,27438.9,28284.0,28369.1,26960.0
11204189314,11111173296,1679702400.0,11349184174,11050226639,335674.055,27447.3,27439.0,27788.0,27131.8
11111173296,11503813481,1679788800.0,11576565293,11092131056,399756.985,27954.3,27447.2,28186.9,27400.0
11503813481,11236699546,1679875200.0,11790641144,11120239383,642434.822,27112.0,27954.3,28019.4,26480.0
11236699546,11248184611,1679961600.0,11282857118,11081069464,585080.772,27249.7,27112.0,27500.0,26610.0
11248184611,11994269908,1680048000.0,12161524763,11246839368,655852.971,28338.5,27249.7,28649.9,27223.6
11994269908,11415532329,1680134400.0,12164757465,11415532329,770966.1,28015.0,28338.6,29184.8,27654.1
11415532329,11548129456,1680220800.0,11600653076,11072556173,611557.29,28454.9,28015.0,28675.3,27500.0
11548129456,11559698851,1680307200.0,11637299452,11452881849,256487.222,28443.8,28454.8,28845.3,28180.0
11559698851,11428352873,1680393600.0,11668067778,11330779631,316658.67,28161.2,28443.7,28516.5,27820.0
11428352873,10866993563,1680480000.0,11517139710,10803100102,741665.563,27786.1,28161.3,28540.0,27166.0
10866993563,11135679280,1680566400.0,11319132962,10850740244,432370.612,28155.2,27786.1,28450.0,27650.2
11135679280,11102246298,1680652800.0,11547377214,11065916328,543712.838,28154.0,28155.1,28800.0,27775.0
11102246298,11216599969,1680739200.0,11968789746,11048243643,355916.782,28022.8,28154.0,28175.0,27684.2
11216599969,11354537561,1680825600.0,11427766871,11199373552,219250.178,27890.7,28022.9,28096.0,27755.0
11354537561,11394761729,1680912000.0,11480188500,11315280110,159129.56,27924.9,27890.7,28153.6,27850.1
11394761729,11593744581,1680998400.0,11611334129,11292278893,305861.88,28309.4,27924.9,28539.1,27762.8
11593744581,12762578881,1681084800.0,12895674516,11562346860,580061.925,29623.1,28309.4,29840.0,28153.6
12762578881,12952721127,1681171200.0,13168228397,12651370863,628978.491,30185.1,29623.1,30564.0,29573.9
12952721127,13191157841,1681257600.0,13516830765,12810638179,563668.43,29875.0,30185.1,30480.0,29620.0
13191157841,13401684091,1681344000.0,13640260991,13083417972,436182.494,30362.7,29874.9,30648.9,29836.7
13401684091,12832496525,1681430400.0,13454761229,12736225296,615391.615,30453.1,30362.7,31059.0,29925.0
12832496525,12810176038,1681516800.0,12910598624,12666592224,180234.082,30280.4,30453.0,30599.9,30186.0
12810176038,12664548860,1681603200.0,12902099579,12636607394,210226.019,30286.6,30280.4,30560.0,30102.0
12664548860,12368906764,1681689600.0,12846370455,12270477711,455518.548,29420.0,30286.6,30307.4,29219.9
12368906764,12629403379,1681776000.0,12736914194,12125064876,533189.27,30365.8,29420.1,30480.0,29078.1
12629403379,11903095243,1681862400.0,12644624673,11774769434,643866.11,28795.1,30365.8,30410.0,28557.3
11903095243,11877099516,1681948800.0,12084378415,11705312809,639179.286,28229.9,28795.0,29078.0,27983.0
11877099516,11346937518,1682035200.0,11989770884,11252309744,687832.833,27252.5,28229.9,28368.9,27100.0
11346937518,11587002562,1682121600.0,11669315408,11346937518,345549.021,27807.2,27252.6,27888.0,27126.0
