start_time,datetime,reserve,reserve_usd
2024-10-07 07:00:00,2024-10-07 07:00:00,138102.78890722,8762774590.635683
2024-10-07 08:00:00,2024-10-07 08:00:00,138110.4056716,8785337113.849981
2024-10-07 09:00:00,2024-10-07 09:00:00,138243.0130114,8735862205.088789
2024-10-07 10:00:00,2024-10-07 10:00:00,138261.09252854,8707801490.266584
2024-10-07 11:00:00,2024-10-07 11:00:00,138324.51510769,8692478329.409426
2024-10-07 12:00:00,2024-10-07 12:00:00,138420.47022126,8709845638.844923
2024-10-07 13:00:00,2024-10-07 13:00:00,138514.41800609,8777795677.80805
2024-10-07 14:00:00,2024-10-07 14:00:00,138604.78196334,8877380121.683788
2024-10-07 15:00:00,2024-10-07 15:00:00,138774.29483572,8831873427.965519
2024-10-07 16:00:00,2024-10-07 16:00:00,138816.87408721,8851717163.806126
2024-10-07 17:00:00,2024-10-07 17:00:00,138865.50816045,8838877205.108889
2024-10-07 18:00:00,2024-10-07 18:00:00,138896.35417278,8740641810.336645
2024-10-07 19:00:00,2024-10-07 19:00:00,138885.80368466,8800901028.128687
2024-10-07 20:00:00,2024-10-07 20:00:00,138889.14187053,8771507295.880802
2024-10-07 21:00:00,2024-10-07 21:00:00,138887.86140703,8796444674.075394
2024-10-07 22:00:00,2024-10-07 22:00:00,138877.43142527,8754716400.274752
2024-10-07 23:00:00,2024-10-07 23:00:00,138864.47986584,8663439696.704126
2024-10-08 00:00:00,2024-10-08 00:00:00,138809.57139397,8673471253.57671
2024-10-08 01:00:00,2024-10-08 01:00:00,138849.96160495,8691804989.680035
2024-10-08 02:00:00,2024-10-08 02:00:00,138871.83537016,8718611685.91667
2024-10-08 03:00:00,2024-10-08 03:00:00,138912.68589487,8698241138.765347
2024-10-08 04:00:00,2024-10-08 04:00:00,138921.07578154,8712462787.220901
2024-10-08 05:00:00,2024-10-08 05:00:00,138869.14260912,8681853397.524555
2024-10-08 06:00:00,2024-10-08 06:00:00,138949.82815841,8674847744.581196
2024-10-08 07:00:00,2024-10-08 07:00:00,138871.86740171,8653463441.160057
2024-10-08 08:00:00,2024-10-08 08:00:00,138913.25777994,8665070231.106869
2024-10-08 09:00:00,2024-10-08 09:00:00,138933.38682184,8692887141.90229
2024-10-08 10:00:00,2024-10-08 10:00:00,138945.2073934,8683339075.108595
2024-10-08 11:00:00,2024-10-08 11:00:00,138941.44788731,8698752014.319927
2024-10-08 12:00:00,2024-10-08 12:00:00,138649.397746,8665069731.65831
2024-10-08 13:00:00,2024-10-08 13:00:00,138631.48287621,8706176024.28649
2024-10-08 14:00:00,2024-10-08 14:00:00,138219.9919493,8669857736.010668
2024-10-08 15:00:00,2024-10-08 15:00:00,137512.02098802,8579478816.518894
2024-10-08 16:00:00,2024-10-08 16:00:00,137375.8914843,8572210088.308976
