start_time,datetime,range_0_1_percent,range_0_1_usd,range_100_1k_percent,range_100_1k_usd,range_100k_1M_percent,range_100k_1M_usd,range_10_100_percent,range_10_100_usd,range_10k_100k_percent,range_10k_100k_usd,range_1M_inf_percent,range_1M_inf_usd,range_1_10_percent,range_1_10_usd,range_1k_10k_percent,range_1k_10k_usd
2021-12-17 02:00:00,2021-12-17 02:00:00,0.00124915,5765176.37427877,0.72089297,3327134518.078701,12.70508503,58637729072.72452,0.14352323,662402199.8449565,7.33210592,33839839678.19797,76.42452662,352721817757.13776,0.0109121,50362549.90338778,2.66170498,12284556559.420776
2021-12-17 03:00:00,2021-12-17 03:00:00,0.00124913,5765187.23440686,0.72108646,3328064892.307218,12.70339833,58630602816.55532,0.14354447,662507677.1397307,7.33248632,33841975351.31844,76.42580704,352731688086.9617,0.01091263,50365567.20344882,2.66151562,12283820512.71588
2021-12-17 04:00:00,2021-12-17 04:00:00,0.00124909,5765500.05830591,0.72120172,3328900833.2455907,12.70148606,58627131013.59392,0.14364282,663022154.7296224,7.33246379,33844962174.92289,76.42741282,352771315461.0313,0.01091244,50369296.29215349,2.66163127,12285476255.468578
2021-12-17 05:00:00,2021-12-17 05:00:00,0.0012491,5765529.74791308,0.7210206,3328039994.624706,12.70122611,58625493105.46878,0.14367355,663159020.0412885,7.3332317,33848253759.08062,76.42727302,352768034369.8094,0.01091309,50371943.34339777,2.66141283,12284376177.353828
2021-12-17 06:00:00,2021-12-17 06:00:00,0.00124914,5765626.95103687,0.72090886,3327478085.8733,12.69651382,58602929911.44016,0.143674,663151911.6333723,7.33077967,33836466705.03682,76.43508571,352799204055.83844,0.01091381,50374573.19680712,2.66087498,12281723307.13416
2021-12-17 07:00:00,2021-12-17 07:00:00,0.00124929,5765680.24164526,0.72127544,3328813595.8832374,12.70357822,58629257738.45185,0.14369879,663195304.120925,7.33314035,33843738206.737125,76.42447646,352712460150.43,0.01091529,50375975.69935824,2.66166616,12284059542.757025
2021-12-17 08:00:00,2021-12-17 08:00:00,0.00124929,5765586.73343127,0.72113745,3328121254.1037183,12.7029459,58625362352.346565,0.14362289,662833952.8195556,7.33443694,33849158041.170853,76.42401014,352704429505.46533,0.01091365,50367578.8733936,2.66168375,12283935992.204245
2021-12-17 09:00:00,2021-12-17 09:00:00,0.00124929,5765405.70033915,0.72117296,3328165936.8422103,12.69873604,58603834116.92544,0.14362316,662811474.8648757,7.33456846,33848552498.91018,76.42806871,352710525339.1526,0.01091404,50367583.23472637,2.66166733,12283420167.728249
2021-12-17 10:00:00,2021-12-17 10:00:00,0.00124933,5765449.42890813,0.72074267,3326108838.8784823,12.63803181,58322437243.80696,0.14365497,662944057.209435,7.30801113,33725268844.926384,76.52195299,353136221631.5036,0.01091474,50369739.22253517,2.65544236,12254429528.79244
2021-12-17 11:00:00,2021-12-17 11:00:00,0.00124935,5765497.02159137,0.72035286,3324294970.9365015,12.61574676,58219333658.95101,0.1436942,663122128.4836,7.30614029,33716483610.750153,76.54706325,353250512975.73755,0.01091564,50373637.69151658,2.65483765,12251583818.36564
2021-12-17 12:00:00,2021-12-17 12:00:00,0.00124941,5765572.74460291,0.71993166,3322210853.749382,12.61635147,58219664590.265076,0.14358361,662583742.6751359,7.30733465,33720570728.44005,76.54612692,353231268601.88367,0.01091675,50376638.61333554,2.65450553,12249533628.988544
2021-12-17 13:00:00,2021-12-17 13:00:00,0.00124944,5765683.593878,0.71867453,3316413740.890724,12.60947313,58187994947.84137,0.14362585,662779502.9264392,7.30598463,33714382229.275185,76.5567763,353280844175.46924,0.01092291,50405117.22993135,2.65329321,12243954223.117329
2021-12-17 14:00:00,2021-12-17 14:00:00,0.00124975,5765714.18286668,0.71840162,3314351101.1937213,12.60814764,58167781239.83592,0.1436724,662833672.2976155,7.30456519,33699664864.009422,76.56078086,353213721728.48645,0.01092625,50408355.53234481,2.65225628,12236203736.871897
2021-12-17 15:00:00,2021-12-17 15:00:00,0.00124979,5765813.45302559,0.71659018,3305922997.0564423,12.60618315,58157468415.632355,0.14367138,662814726.9074981,7.29911586,33673800786.13625,76.57443901,353269142909.863,0.01092671,50409367.43147717,2.64782391,12215492489.51079
2021-12-17 16:00:00,2021-12-17 16:00:00,0.00124971,5765897.70612771,0.71662974,3306384601.020861,12.60554666,58159441067.03792,0.14370145,663009389.4255625,7.29899153,33676069694.807144,76.57525043,353302707481.54,0.01092654,50412823.95360778,2.64770395,12215970138.418528
2021-12-17 17:00:00,2021-12-17 17:00:00,0.0012498,5766065.31740318,0.71583617,3302568136.086603,12.60900279,58172655788.281,0.14372995,663109759.5255734,7.29805954,33670188886.271767,76.57486573,353284346269.1454,0.01092826,50418418.97456574,2.64632776,12209047515.408829
2021-12-17 18:00:00,2021-12-17 18:00:00,0.00124999,5766117.02132994,0.71564994,3301254888.935697,12.60874416,58163462132.867004,0.14378476,663271410.9963396,7.29961119,33672715839.984905,76.57341063,353229045965.6653,0.01093065,50422486.12638781,2.64661868,12208710368.258566
2021-12-17 19:00:00,2021-12-17 19:00:00,0.0012502,5766230.38690466,0.71544848,3299826663.122044,12.61386811,58178303114.23024,0.14384961,663470236.5302185,7.30086651,33673415737.40698,76.56727942,353147373256.9941,0.01093356,50428309.02516975,2.64650411,12206336474.256702
2021-12-17 20:00:00,2021-12-17 20:00:00,0.00125026,5766291.393521,0.71547004,3299797202.185836,12.61179106,58166450728.46255,0.1438985,663669802.7240685,7.30064527,33671079810.92652,76.56944092,353143545756.54114,0.0109349,50432529.51267856,2.64656906,12206159136.05984
2021-12-17 21:00:00,2021-12-17 21:00:00,0.00125026,5766354.78157992,0.71451066,3295418859.0168157,12.61189057,58167728344.35846,0.14395554,663942235.8931323,7.29895175,33663742989.611103,76.57444936,353171615583.19824,0.01093611,50438798.18589766,2.64405574,12194739197.0418
2021-12-17 22:00:00,2021-12-17 22:00:00,0.00125035,5766375.53654313,0.71471261,3296105841.9456205,12.6117512,58162772062.09445,0.14398543,664030856.2563449,7.29974356,33664898237.233925,76.57318255,353139583238.4915,0.01093738,50440904.21727343,2.64443691,12195592727.4305
2021-12-17 23:00:00,2021-12-17 23:00:00,0.00125053,5766479.56722099,0.71476852,3295972167.785177,12.61133332,58153937488.58327,0.14405858,664289308.1730464,7.30068697,33665250380.77859,76.57205849,353092459762.24347,0.01093999,50446944.64245649,2.6449036,12196296358.811735
2021-12-18 00:00:00,2021-12-18 00:00:00,0.00125066,5766532.25278741,0.7147788,3295708911.572478,12.61102359,58147028236.68036,0.14412457,664530924.1513458,7.30200382,33668149091.900757,76.57058813,353052400296.9916,0.01094244,50453500.35518839,2.645288,12196919196.51737
2021-12-18 01:00:00,2021-12-18 01:00:00,0.00125067,5766532.79448956,0.71364429,3290435395.1823635,12.60723537,58128810248.05136,0.14414789,664629888.2886983,7.29969462,33657066800.52444,76.58068854,353094408136.75836,0.01094368,50458566.16685249,2.64239494,12183422397.021587
2021-12-18 02:00:00,2021-12-18 02:00:00,0.00125071,5766555.58854676,0.71389803,3291506438.848083,12.60363863,58110480864.049736,0.14419085,664807979.8418266,7.30068058,33660601647.253613,76.58291094,353094047894.5308,0.0109452,50464055.4633831,2.64248506,12183471947.828815
2021-12-18 03:00:00,2021-12-18 03:00:00,0.00125078,5766935.13390747,0.71207626,3283151616.4449315,12.59216124,58058352287.76646,0.14423835,665036012.9470314,7.2879918,33602555383.880432,76.61850019,353262937975.43896,0.01094657,50471057.43646477,2.63283481,12139143377.809504
2021-12-18 04:00:00,2021-12-18 04:00:00,0.00125077,5766930.26722204,0.71203312,3282963909.2186866,12.58667639,58033261688.82173,0.14434503,665530167.0999222,7.2842868,33585587558.891853,76.62958191,353315239312.45355,0.01094729,50474561.32190934,2.6308787,12130165838.87032
2021-12-18 05:00:00,2021-12-18 05:00:00,0.00125097,5767690.45203858,0.71166853,3281198743.7143583,12.5515708,57869916555.426285,0.14437156,665635421.2760376,7.27209251,33528503593.404255,76.67932192,353535508121.91754,0.01094951,50483494.94493688,2.6287742,12120151798.697071
2021-12-18 06:00:00,2021-12-18 06:00:00,0.00125113,5768311.84563731,0.71191916,3282295355.343964,12.54940801,57858905669.04428,0.14437638,665645696.7980739,7.27325282,33533251022.412033,76.67972367,353531010734.83594,0.01095031,50486276.38446075,2.62911851,12121521587.692305
2021-12-18 07:00:00,2021-12-18 07:00:00,0.00125136,5769454.090528,0.71176521,3281622977.855831,12.5481308,57853676676.0192,0.14422531,664956784.1467342,7.27320344,33533405652.52471,76.68133817,353542485058.39856,0.01094886,50480166.4804872,2.62913685,12121744316.11384
2021-12-18 08:00:00,2021-12-18 08:00:00,0.00125135,5769427.14043169,0.71122929,3279177086.2611976,12.54921929,57859135893.63062,0.14415278,664627410.5843354,7.27384197,33536605050.997887,76.68072539,353542352676.31824,0.01094701,50472014.88523293,2.62863293,12119513274.104462
2021-12-18 09:00:00,2021-12-18 09:00:00,0.00125134,5769433.59295642,0.71118503,3278992038.913606,12.55195468,57872083286.56708,0.1441593,664661354.7887362,7.27403528,33537690836.47018,76.67795201,353531616311.54083,0.010947,50472263.64666979,2.62851536,12119041520.607191
2021-12-18 10:00:00,2021-12-18 10:00:00,0.00125127,5769485.42418683,0.71123101,3279416711.525155,12.55077993,57870420217.406105,0.14417505,664777091.9602625,7.27398436,33539631341.518547,76.67901807,353559461909.8896,0.01094743,50477516.47921371,2.62861287,12120277175.392073
2021-12-18 11:00:00,2021-12-18 11:00:00,0.00125129,5769542.28739769,0.71108849,3278752803.52116,12.5444067,57840914873.714874,0.14415694,664692183.3347167,7.27376064,33538530770.02119,76.68592622,353590587248.6602,0.01094772,50478785.39007371,2.62846201,12119556640.493795
2021-12-18 12:00:00,2021-12-18 12:00:00,0.00125122,5769507.16569036,0.71072021,3277204812.8724923,12.54513557,57846925266.86371,0.14413846,664637449.7568338,7.27396965,33541030802.390617,76.68561675,353605356905.15533,0.01094619,50474003.00275532,2.62822196,12119004886.483408
2021-12-18 13:00:00,2021-12-18 13:00:00,0.00125134,5770239.1815125,0.7107973,3277659116.375445,12.5435561,57841385617.18836,0.14420125,664947024.3305192,7.27450008,33544487782.03254,76.68631199,353619221593.42053,0.01094957,50491139.97859772,2.62843237,12120340428.17096
2021-12-18 14:00:00,2021-12-18 14:00:00,0.00125135,5770296.68769985,0.71110685,3279084061.1725626,12.5396333,57823253882.8253,0.1442639,665235422.744059,7.27510119,33547234829.937965,76.6887064,353630001179.57336,0.01095066,50496102.6496978,2.62898635,12122886018.88359
2021-12-18 15:00:00,2021-12-18 15:00:00,0.00125157,5771420.50395871,0.71108401,3279061610.1864753,12.54349417,57842519108.19464,0.14426597,665261788.1181755,7.27535951,33549273876.29932,76.6845391,353619721744.36084,0.01095125,50500122.82760987,2.62905442,12123506316.293837
2021-12-18 16:00:00,2021-12-18 16:00:00,0.00125159,5771477.16447604,0.71141477,3280557078.422688,12.54415194,57845026848.614006,0.14435786,665679443.2054272,7.27661954,33554779544.9746,76.68145821,353602302661.51556,0.01095309,50508139.09700931,2.629793,12126802007.390364
2021-12-18 17:00:00,2021-12-18 17:00:00,0.0012516,5771609.54743534,0.71157144,3281325746.96255,12.54277053,57839471645.25107,0.1443665,665728661.8316629,7.27711599,33557541588.66968,76.68194751,353609540884.95087,0.01095526,50518868.95911809,2.63002118,12128025073.454842
2021-12-18 18:00:00,2021-12-18 18:00:00,0.00125164,5771699.78455027,0.71183065,3282470701.529874,12.54300668,57839672848.052185,0.14442734,665999010.904985,7.27622228,33552905371.670822,76.6818178,353603515261.30334,0.01095562,50519751.93320061,2.63048799,12129991513.778522
2021-12-18 19:00:00,2021-12-18 19:00:00,0.0012516,5771772.72254261,0.71205447,3283661448.033718,12.54245349,57839916524.57094,0.14447688,666259652.6946725,7.27628853,33554832131.86815,76.6818587,353620789631.6265,0.01095553,50521770.30962864,2.63066081,12131374598.286852
2021-12-18 20:00:00,2021-12-18 20:00:00,0.00125161,5771855.06234264,0.71219855,3284335086.426486,12.53975268,57827624028.13875,0.14449219,666332133.4265201,7.27666336,33556654862.407738,76.68390301,353631209899.1365,0.01095535,50521063.39571828,2.63078327,12131973367.815554
2021-12-18 21:00:00,2021-12-18 21:00:00,0.00125159,5771944.84303255,0.71241094,3285427133.715426,12.53837121,57823234820.23731,0.14454387,666593312.049481,7.27751406,33561728049.43218,76.68408228,353644155519.5228,0.01095553,50523663.90455792,2.63087052,12132791499.8807
2021-12-18 22:00:00,2021-12-18 22:00:00,0.00125159,5772000.11142355,0.71251202,3285914169.7154655,12.53764114,57820235453.388626,0.14457247,666729438.8105657,7.27814141,33564834517.622673,76.68381569,353645173650.8727,0.01095595,50525915.97634608,2.63110972,12133971765.573214
2021-12-18 23:00:00,2021-12-18 23:00:00,0.00125178,5772083.57394787,0.7129344,3287416824.1016006,12.53777911,57813041252.17906,0.14467942,667132290.1708201,7.28094537,33573218278.96124,76.67953026,353577520169.24524,0.01095909,50533527.01129286,2.63192058,12136067461.519348
2021-12-19 00:00:00,2021-12-19 00:00:00,0.0012518,5772101.67325392,0.71293939,3287394943.098493,12.53729838,57810034965.92739,0.14470388,667235964.7538438,7.28141118,33574907636.88878,76.67940393,353572108449.77405,0.01095984,50536300.77104963,2.63203159,12136413587.54674
2021-12-19 01:00:00,2021-12-19 01:00:00,0.00125181,5772138.28515681,0.71306679,3287979648.1610765,12.53780453,57812320927.54159,0.14474254,667413673.7810392,7.28197303,33577470478.160603,76.67788269,353564800789.54065,0.01096071,50540286.1702788,2.63231789,12137723674.308422
2021-12-19 02:00:00,2021-12-19 02:00:00,0.00125175,5772026.39357537,0.71333802,3289308373.9383073,12.53607693,57805726873.36491,0.14477124,667561856.1092991,7.28307618,33583354243.09712,76.67787409,353573152945.91815,0.01096067,50541297.46873055,2.63265111,12139548262.258596
2021-12-19 03:00:00,2021-12-19 03:00:00,0.0012517,5772064.02513178,0.71338776,3289714786.342204,12.53667972,57811617914.05494,0.14478917,667680482.0371349,7.28252444,33582617561.501465,76.67804956,353592993079.6321,0.01096087,50544944.2116965,2.63235678,12138844398.968714
2021-12-19 04:00:00,2021-12-19 04:00:00,0.00125177,5772515.29550476,0.71375707,3291478975.614898,12.53507908,57805310504.719635,0.14491443,668270491.6553468,7.28281929,33584601102.762764,76.67839891,353601172401.31775,0.01096179,50550113.61990469,2.63281766,12141195240.270374
2021-12-19 05:00:00,2021-12-19 05:00:00,0.00125179,5772527.30605641,0.71380579,3291659548.576146,12.53666582,57811853146.69133,0.14494029,668380795.5070647,7.28332842,33586498922.72488,76.67615286,353586077235.2421,0.01096253,50552849.11598126,2.63289249,12141377646.806604
2021-12-19 06:00:00,2021-12-19 06:00:00,0.0012518,5772570.14263045,0.71422203,3293583383.8352747,12.53641646,57810780094.24705,0.14495866,668466399.9864428,7.28452036,33592040114.73961,76.67436351,353578295822.4341,0.01096286,50554459.79453384,2.63330432,12143292893.033457
2021-12-19 07:00:00,2021-12-19 07:00:00,0.0012518,5772619.92448065,0.71417823,3293410350.199725,12.53778287,57817589786.88552,0.1449676,668513508.8205698,7.28512814,33595138355.02386,76.67269233,353573699560.8638,0.01096348,50557737.50286589,2.63303556,12142160321.546583
2021-12-19 08:00:00,2021-12-19 08:00:00,0.00125178,5772597.85595359,0.71424788,3293772048.492166,12.53787482,57818724663.67851,0.14497946,668576403.0671182,7.28535949,33596618270.917328,76.67214071,353575502811.83496,0.01096372,50559463.56936967,2.63318216,12142985666.511663
2021-12-19 09:00:00,2021-12-19 09:00:00,0.00125209,5773997.55293578,0.7142242,3293627029.151169,12.54030806,57829317004.65445,0.14498603,668599472.7514161,7.28653076,33601654345.037025,76.66836469,353554246296.1545,0.01096505,50565039.96565607,2.63336912,12143715840.349545
