start_time,datetime,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total
2021-01-06 13:00:00,2021-01-06 13:00:00,0.42233281,0.31802082,38.02492627,51.1022698
2021-01-06 14:00:00,2021-01-06 14:00:00,0.30301623,0.3333476,20.34531004,31.51368785
2021-01-06 15:00:00,2021-01-06 15:00:00,0.499854,0.34424938,43.45218944,61.98189589
2021-01-06 16:00:00,2021-01-06 16:00:00,0.46280025,0.37746528,44.22147618,60.16403256
2021-01-06 17:00:00,2021-01-06 17:00:00,0.51999975,0.41576348,42.39900072,75.91996377
2021-01-06 18:00:00,2021-01-06 18:00:00,0.26782419,0.374454,18.32510674,43.38751893
2021-01-06 19:00:00,2021-01-06 19:00:00,0.38918517,0.40928749,37.41458762,56.04266422
2021-01-06 20:00:00,2021-01-06 20:00:00,0.38942074,0.40458576,28.06967009,40.88917767
2021-01-06 21:00:00,2021-01-06 21:00:00,0.34225155,0.41019081,33.98448707,45.51945558
2021-01-06 22:00:00,2021-01-06 22:00:00,0.39098977,0.39463877,45.45888288,72.33310746
2021-01-06 23:00:00,2021-01-06 23:00:00,0.38580337,0.38363922,35.99622506,47.83961794
2021-01-07 00:00:00,2021-01-07 00:00:00,0.69821687,0.40909881,92.05168564,120.09330167
2021-01-07 01:00:00,2021-01-07 01:00:00,0.23551234,0.40448283,18.49793917,42.39222147
2021-01-07 02:00:00,2021-01-07 02:00:00,0.61861355,0.43725831,66.63656286,84.75005578
2021-01-07 03:00:00,2021-01-07 03:00:00,0.29900963,0.42434244,20.67385774,39.17026113
2021-01-07 04:00:00,2021-01-07 04:00:00,0.99384977,0.5174279,129.05850067,146.09591649
2021-01-07 05:00:00,2021-01-07 05:00:00,0.29563569,0.50380589,25.19664099,34.88501101
2021-01-07 06:00:00,2021-01-07 06:00:00,0.32608324,0.49527444,22.35577628,28.36924159
2021-01-07 07:00:00,2021-01-07 07:00:00,2.67365639,0.77748009,238.43276853,251.32370021
2021-01-07 08:00:00,2021-01-07 08:00:00,0.26739982,0.78203544,13.06599786,16.84618846
2021-01-07 09:00:00,2021-01-07 09:00:00,0.88275423,0.81976982,51.62437603,57.37902469
2021-01-07 10:00:00,2021-01-07 10:00:00,0.26368329,0.8147232,13.60486785,17.93046367
2021-01-07 11:00:00,2021-01-07 11:00:00,0.37978931,0.72700028,23.64727045,25.82567295
2021-01-07 12:00:00,2021-01-07 12:00:00,0.53579857,0.76130926,48.63828573,55.72305095
2021-01-07 13:00:00,2021-01-07 13:00:00,0.31799269,0.76015347,35.24107703,49.92485246
2021-01-07 14:00:00,2021-01-07 14:00:00,0.35051593,0.42827626,28.56978054,35.40210848
2021-01-07 15:00:00,2021-01-07 15:00:00,0.25453287,0.42643813,20.82310471,47.08858069
2021-01-07 16:00:00,2021-01-07 16:00:00,0.4885783,0.37012728,40.99215004,69.37811911
2021-01-07 17:00:00,2021-01-07 17:00:00,0.68953265,0.4309629,62.22575494,91.01830949
2021-01-07 18:00:00,2021-01-07 18:00:00,0.27257975,0.41564725,26.70452752,49.06435588
2021-01-07 19:00:00,2021-01-07 19:00:00,0.25721029,0.37584893,23.27895122,28.80755227
2021-01-07 20:00:00,2021-01-07 20:00:00,0.49992588,0.40183938,47.59561226,88.48688137
2021-01-07 21:00:00,2021-01-07 21:00:00,0.52445573,0.42668792,83.44263761,116.95362788
2021-01-07 22:00:00,2021-01-07 22:00:00,0.49774198,0.46143208,79.3526579,102.53484811
2021-01-07 23:00:00,2021-01-07 23:00:00,0.38154475,0.44614158,31.96821868,63.71797343
2021-01-08 00:00:00,2021-01-08 00:00:00,0.46181916,0.41361108,38.19178966,79.8947148
2021-01-08 01:00:00,2021-01-08 01:00:00,0.3506454,0.42476331,30.73294917,61.36294575
2021-01-08 02:00:00,2021-01-08 02:00:00,0.26456708,0.42581428,17.69845653,42.06616612
2021-01-08 03:00:00,2021-01-08 03:00:00,0.27415197,0.39356087,24.37063745,54.00793718
2021-01-08 04:00:00,2021-01-08 04:00:00,0.36938194,0.37140747,31.10824205,53.56038066
2021-01-08 05:00:00,2021-01-08 05:00:00,0.3294229,0.34736189,22.97440689,31.95402105
2021-01-08 06:00:00,2021-01-08 06:00:00,0.47005658,0.36000643,32.86350821,50.2960545
2021-01-08 07:00:00,2021-01-08 07:00:00,0.17358199,0.31882969,10.28176261,12.32432115
2021-01-08 08:00:00,2021-01-08 08:00:00,0.37865919,0.32283166,27.07011805,36.35128213
2021-01-08 09:00:00,2021-01-08 09:00:00,0.0560338,0.2930412,1.66446964,1.84911553
2021-01-08 10:00:00,2021-01-08 10:00:00,0.19469701,0.28169049,14.89997769,28.0363701
2021-01-08 11:00:00,2021-01-08 11:00:00,0.41190406,0.28776508,20.74156911,25.94995605
2021-01-08 12:00:00,2021-01-08 12:00:00,0.21627937,0.27160171,12.70198806,17.95118806
2021-01-08 13:00:00,2021-01-08 13:00:00,0.32749213,0.25123536,36.06014719,72.37576171
2021-01-08 14:00:00,2021-01-08 14:00:00,0.77636632,0.33734741,85.20587768,122.66587806
2021-01-08 15:00:00,2021-01-08 15:00:00,0.29193944,0.32495888,31.35835558,61.89116134
2021-01-08 16:00:00,2021-01-08 16:00:00,0.42408332,0.37753738,46.28486962,67.85333186
2021-01-08 17:00:00,2021-01-08 17:00:00,0.71395755,0.45171746,71.2193789,84.96094854
2021-01-08 18:00:00,2021-01-08 18:00:00,0.31181534,0.43741907,29.89017787,55.19131545
2021-01-08 19:00:00,2021-01-08 19:00:00,0.30106658,0.44953153,27.62569046,48.47171952
2021-01-08 20:00:00,2021-01-08 20:00:00,0.54661849,0.48083529,74.43523342,137.74785918
2021-01-08 21:00:00,2021-01-08 21:00:00,0.34328423,0.41896642,38.98876492,53.20905509
2021-01-08 22:00:00,2021-01-08 22:00:00,0.26979826,0.4158034,25.86632884,39.39054592
2021-01-08 23:00:00,2021-01-08 23:00:00,0.65649423,0.44900495,77.84870753,95.84815759
2021-01-09 00:00:00,2021-01-09 00:00:00,0.39463266,0.40338711,39.67903285,63.14122488
2021-01-09 01:00:00,2021-01-09 01:00:00,0.30593473,0.40254703,20.06567981,38.85371134
2021-01-09 02:00:00,2021-01-09 02:00:00,0.40069133,0.41677913,46.3517138,70.52167398
2021-01-09 03:00:00,2021-01-09 03:00:00,0.23455491,0.37219862,20.34363815,34.4795716
2021-01-09 04:00:00,2021-01-09 04:00:00,0.4123426,0.3820641,27.69275759,43.29597345
2021-01-09 05:00:00,2021-01-09 05:00:00,0.22943531,0.37629797,17.73216706,31.20320174
2021-01-09 06:00:00,2021-01-09 06:00:00,0.27721841,0.32211571,20.53852639,30.21680678
2021-01-09 07:00:00,2021-01-09 07:00:00,0.23306975,0.29903529,7.02222413,7.22516225
2021-01-09 08:00:00,2021-01-09 08:00:00,0.36269947,0.30714454,31.71661603,49.32712769
2021-01-09 09:00:00,2021-01-09 09:00:00,0.19953907,0.2784085,9.70255862,12.57096146
2021-01-09 10:00:00,2021-01-09 10:00:00,0.32094988,0.29075064,18.4378511,20.86174188
2021-01-09 11:00:00,2021-01-09 11:00:00,0.14321567,0.25230394,7.21178954,9.16580286
2021-01-09 12:00:00,2021-01-09 12:00:00,0.23985773,0.25379285,14.6887045,23.26619963
2021-01-09 13:00:00,2021-01-09 13:00:00,0.32141083,0.26010606,20.35519058,26.67709926
2021-01-09 14:00:00,2021-01-09 14:00:00,0.68277333,0.32434943,44.49535521,47.79413311
2021-01-09 15:00:00,2021-01-09 15:00:00,0.43802042,0.33510956,48.14464268,83.66189966
2021-01-09 16:00:00,2021-01-09 16:00:00,0.4932035,0.37706162,41.37726931,69.54169368
2021-01-09 17:00:00,2021-01-09 17:00:00,0.31656163,0.37643473,27.51718496,50.33329993
2021-01-09 18:00:00,2021-01-09 18:00:00,0.44030549,0.41887613,38.80336087,67.80704577
2021-01-09 19:00:00,2021-01-09 19:00:00,0.28092195,0.42474245,24.00679742,34.27247785
2021-01-09 20:00:00,2021-01-09 20:00:00,0.2640177,0.41654343,23.20524687,34.32230102
2021-01-09 21:00:00,2021-01-09 21:00:00,0.2270993,0.35144714,16.2600651,29.29580974
2021-01-09 22:00:00,2021-01-09 22:00:00,0.26240927,0.32635983,16.92840405,41.19825551
2021-01-09 23:00:00,2021-01-09 23:00:00,0.41530094,0.3152309,27.73803521,34.46997818
2021-01-10 00:00:00,2021-01-10 00:00:00,0.21504188,0.30072808,17.64211763,28.81561245
2021-01-10 01:00:00,2021-01-10 01:00:00,0.4634724,0.30403763,47.53189869,65.34960823
2021-01-10 02:00:00,2021-01-10 02:00:00,0.1846097,0.29027874,11.86878313,25.47613818
2021-01-10 03:00:00,2021-01-10 03:00:00,0.37282687,0.30582291,33.81373278,42.12943606
2021-01-10 04:00:00,2021-01-10 04:00:00,0.13836178,0.29314612,10.18092745,18.26375432
2021-01-10 05:00:00,2021-01-10 05:00:00,0.15744916,0.27815182,11.18876943,16.68961147
2021-01-10 06:00:00,2021-01-10 06:00:00,0.15755517,0.24133099,11.89079491,22.53038943
2021-01-10 07:00:00,2021-01-10 07:00:00,0.53294999,0.28674644,36.79324952,40.50419947
2021-01-10 08:00:00,2021-01-10 08:00:00,0.28374501,0.2610711,17.74831611,21.2808754
2021-01-10 09:00:00,2021-01-10 09:00:00,0.78752099,0.34720128,52.33671512,55.12646951
2021-01-10 10:00:00,2021-01-10 10:00:00,0.11530607,0.3104126,5.8806269,7.03367022
2021-01-10 11:00:00,2021-01-10 11:00:00,0.27054882,0.32929646,7.07286157,7.30481801
2021-01-10 12:00:00,2021-01-10 12:00:00,0.3740784,0.36024349,35.16952189,44.51533006
2021-01-10 13:00:00,2021-01-10 13:00:00,0.32399644,0.38402082,20.37981304,24.29973319
2021-01-10 14:00:00,2021-01-10 14:00:00,0.52051863,0.38224491,46.60132196,66.6263842
2021-01-10 15:00:00,2021-01-10 15:00:00,0.16633561,0.36547214,12.6882321,19.12859515
2021-01-10 16:00:00,2021-01-10 16:00:00,0.2164252,0.28388702,12.97805629,18.39614239
2021-01-10 17:00:00,2021-01-10 17:00:00,0.25851459,0.30434538,28.8943839,55.83915065
2021-01-10 18:00:00,2021-01-10 18:00:00,0.3006052,0.30863915,37.09793591,52.60591033
2021-01-10 19:00:00,2021-01-10 19:00:00,0.36604077,0.30749092,41.25453072,62.95901195
2021-01-10 20:00:00,2021-01-10 20:00:00,0.29308647,0.30307521,35.91246688,54.51408373
2021-01-10 21:00:00,2021-01-10 21:00:00,0.31223056,0.27331977,43.81111099,64.00726552
2021-01-10 22:00:00,2021-01-10 22:00:00,0.27887452,0.28939676,25.01139225,41.27342949
2021-01-10 23:00:00,2021-01-10 23:00:00,0.15568129,0.28071906,12.42192845,20.082886
2021-01-11 00:00:00,2021-01-11 00:00:00,0.22974424,0.27660901,17.17236937,26.42058768
2021-01-11 01:00:00,2021-01-11 01:00:00,0.38305458,0.28838749,33.25462074,44.81738629
2021-01-11 02:00:00,2021-01-11 02:00:00,0.41246408,0.29501939,54.52596502,72.59367879
2021-01-11 03:00:00,2021-01-11 03:00:00,0.19615075,0.28117143,23.93886897,30.20721528
2021-01-11 04:00:00,2021-01-11 04:00:00,0.22810171,0.26915302,24.32289315,29.88132433
2021-01-11 05:00:00,2021-01-11 05:00:00,0.28336306,0.26979424,22.43214119,34.57029389
2021-01-11 06:00:00,2021-01-11 06:00:00,0.11171863,0.26351386,5.94716819,7.59686682
2021-01-11 07:00:00,2021-01-11 07:00:00,0.13521334,0.25000945,13.81141232,20.28200108
2021-01-11 08:00:00,2021-01-11 08:00:00,0.20415046,0.22445172,12.88770779,17.35278897
2021-01-11 09:00:00,2021-01-11 09:00:00,0.08959233,0.17832718,5.24417687,9.13841797
2021-01-11 10:00:00,2021-01-11 10:00:00,0.26770655,0.18854944,19.75997547,25.16441524
2021-01-11 11:00:00,2021-01-11 11:00:00,0.20633762,0.18544028,13.51554069,17.53869765
2021-01-11 12:00:00,2021-01-11 12:00:00,0.24245406,0.17959614,14.20494995,17.45669207
2021-01-11 13:00:00,2021-01-11 13:00:00,0.16381174,0.18703801,11.07148115,15.56211524
2021-01-11 14:00:00,2021-01-11 14:00:00,0.32348454,0.2139339,35.46018237,39.46511449
2021-01-11 15:00:00,2021-01-11 15:00:00,0.19640759,0.21282778,16.32196984,44.97733723
2021-01-11 16:00:00,2021-01-11 16:00:00,0.25848161,0.23695482,14.9523667,16.02586003
2021-01-11 17:00:00,2021-01-11 17:00:00,0.23518744,0.23230923,23.32628484,36.21886536
2021-01-11 18:00:00,2021-01-11 18:00:00,0.1526636,0.22464151,16.27905087,35.41795406
2021-01-11 19:00:00,2021-01-11 19:00:00,0.35100681,0.24014905,37.00519688,50.89598704
2021-01-11 20:00:00,2021-01-11 20:00:00,0.29254245,0.25853915,32.83127517,54.99798032
2021-01-11 21:00:00,2021-01-11 21:00:00,0.47579756,0.28029815,46.61842554,51.86193382
2021-01-11 22:00:00,2021-01-11 22:00:00,0.31847604,0.2977365,30.24671033,53.8224507
2021-01-11 23:00:00,2021-01-11 23:00:00,0.32546213,0.30730515,36.83036836,56.30494857
2021-01-12 00:00:00,2021-01-12 00:00:00,0.18183599,0.29968351,14.34038697,29.82110249
2021-01-12 01:00:00,2021-01-12 01:00:00,0.22010478,0.30931797,16.29878092,25.97236385
2021-01-12 02:00:00,2021-01-12 02:00:00,0.33778556,0.30742922,27.36789426,58.09911569
2021-01-12 03:00:00,2021-01-12 03:00:00,0.34439871,0.31483725,25.44809562,49.59341417
2021-01-12 04:00:00,2021-01-12 04:00:00,1.43455586,0.45180272,158.97348805,173.58125914
2021-01-12 05:00:00,2021-01-12 05:00:00,0.29989699,0.44914857,22.01424469,30.58949252
2021-01-12 06:00:00,2021-01-12 06:00:00,1.66126941,0.63997819,170.74011473,181.07836572
2021-01-12 07:00:00,2021-01-12 07:00:00,0.72107633,0.71701252,63.44956621,74.27086158
2021-01-12 08:00:00,2021-01-12 08:00:00,0.27890828,0.72541302,12.73431926,13.66650559
2021-01-12 09:00:00,2021-01-12 09:00:00,0.21621788,0.70804621,14.28471042,20.97313414
2021-01-12 10:00:00,2021-01-12 10:00:00,0.31463745,0.7037946,8.7096718,9.7537611
2021-01-12 11:00:00,2021-01-12 11:00:00,0.09811441,0.51287439,6.2602084,8.73218232
2021-01-12 12:00:00,2021-01-12 12:00:00,0.20375016,0.49913913,14.18264619,20.17126571
2021-01-12 13:00:00,2021-01-12 13:00:00,0.11145532,0.27773712,7.00791991,8.91642552
