start_time,blockreward,blockreward_usd,datetime
2021-01-02 05:00:00,702.6114762954132,515959.3399781424,2021-01-02 05:00:00
2021-01-02 06:00:00,703.0010729527432,518998.8890429721,2021-01-02 06:00:00
2021-01-02 07:00:00,724.9621953711852,533910.6792664899,2021-01-02 07:00:00
2021-01-02 08:00:00,732.3351076454309,537867.0540887096,2021-01-02 08:00:00
2021-01-02 09:00:00,800.8440222363913,581286.8975670513,2021-01-02 09:00:00
2021-01-02 10:00:00,715.3528260060459,521453.47692897107,2021-01-02 10:00:00
2021-01-02 11:00:00,749.9987064173749,548100.5675322082,2021-01-02 11:00:00
2021-01-02 12:00:00,975.4854461748632,734990.65556103,2021-01-02 12:00:00
2021-01-02 13:00:00,1077.0949135463925,830991.5997887668,2021-01-02 13:00:00
2021-01-02 14:00:00,1153.0444294702304,878612.5092794381,2021-01-02 14:00:00
2021-01-02 15:00:00,1017.7868441107686,783783.3739042339,2021-01-02 15:00:00
2021-01-02 16:00:00,1366.5387001997942,1069361.3080661355,2021-01-02 16:00:00
2021-01-02 17:00:00,1172.3430152816925,914565.4411935564,2021-01-02 17:00:00
2021-01-02 18:00:00,1106.8939969712997,863540.354965559,2021-01-02 18:00:00
2021-01-02 19:00:00,1002.14453562246,786834.9743251783,2021-01-02 19:00:00
2021-01-02 20:00:00,1011.1347472477768,767001.1295410162,2021-01-02 20:00:00
2021-01-02 21:00:00,1006.619056890818,773895.4717017781,2021-01-02 21:00:00
2021-01-02 22:00:00,793.9949706165711,613585.9834032013,2021-01-02 22:00:00
2021-01-02 23:00:00,848.3206232141289,655350.9440640779,2021-01-02 23:00:00
2021-01-03 00:00:00,759.8221102792834,589785.7775107647,2021-01-03 00:00:00
2021-01-03 01:00:00,815.2792594899499,633660.9444005705,2021-01-03 01:00:00
2021-01-03 02:00:00,832.229694127744,649019.147839115,2021-01-03 02:00:00
2021-01-03 03:00:00,801.2702837022865,619583.4805245473,2021-01-03 03:00:00
2021-01-03 04:00:00,697.3323924679532,542660.9754980667,2021-01-03 04:00:00
2021-01-03 05:00:00,856.2769325886491,673329.9448492926,2021-01-03 05:00:00
2021-01-03 06:00:00,940.609820970029,752686.2344818721,2021-01-03 06:00:00
2021-01-03 07:00:00,808.232794663061,647099.5433518837,2021-01-03 07:00:00
2021-01-03 08:00:00,925.4546318020306,756754.7989425226,2021-01-03 08:00:00
2021-01-03 09:00:00,949.4272455073326,777415.0402440763,2021-01-03 09:00:00
2021-01-03 10:00:00,911.7497681699692,753117.0348868628,2021-01-03 10:00:00
2021-01-03 11:00:00,936.4400206992692,777609.9670486208,2021-01-03 11:00:00
2021-01-03 12:00:00,883.6499448323757,735392.1972680958,2021-01-03 12:00:00
2021-01-03 13:00:00,1095.317191500175,958044.0942175068,2021-01-03 13:00:00
2021-01-03 14:00:00,1657.5926368260182,1514203.782542691,2021-01-03 14:00:00
2021-01-03 15:00:00,1873.06074259044,1721661.6612086245,2021-01-03 15:00:00
2021-01-03 16:00:00,2153.448062609629,2015626.505045579,2021-01-03 16:00:00
2021-01-03 17:00:00,1752.402245388197,1640982.039634105,2021-01-03 17:00:00
2021-01-03 18:00:00,1255.5378779122884,1152243.4503211195,2021-01-03 18:00:00
2021-01-03 19:00:00,999.1485724974624,920689.4931911214,2021-01-03 19:00:00
2021-01-03 20:00:00,1122.8645000153322,1063392.9756306177,2021-01-03 20:00:00
2021-01-03 21:00:00,951.7876527776112,904517.0984628336,2021-01-03 21:00:00
2021-01-03 22:00:00,1171.382466362175,1162455.8853770876,2021-01-03 22:00:00
2021-01-03 23:00:00,1340.0265669339908,1312636.8383358764,2021-01-03 23:00:00
2021-01-04 00:00:00,1467.153738369611,1431289.4480583917,2021-01-04 00:00:00
2021-01-04 01:00:00,1223.8149057635694,1184538.8003882454,2021-01-04 01:00:00
2021-01-04 02:00:00,1083.5577770895452,1061605.591617189,2021-01-04 02:00:00
2021-01-04 03:00:00,1227.34263853911,1255439.606574295,2021-01-04 03:00:00
2021-01-04 04:00:00,1234.3272485878529,1268852.4331061188,2021-01-04 04:00:00
2021-01-04 05:00:00,1290.9067496568562,1401301.4686529962,2021-01-04 05:00:00
2021-01-04 06:00:00,1753.046167318313,1943786.266323332,2021-01-04 06:00:00
2021-01-04 07:00:00,2500.351223306384,2615334.22957191,2021-01-04 07:00:00
2021-01-04 08:00:00,1892.0087789109912,1935375.539282736,2021-01-04 08:00:00
2021-01-04 09:00:00,2299.170628176567,2229634.971693062,2021-01-04 09:00:00
2021-01-04 10:00:00,2529.6241178580126,2439728.2911040555,2021-01-04 10:00:00
2021-01-04 11:00:00,1768.484054887702,1727218.0235126407,2021-01-04 11:00:00
2021-01-04 12:00:00,1350.532272954959,1376882.6676979708,2021-01-04 12:00:00
2021-01-04 13:00:00,1400.7725935832389,1418016.4183895336,2021-01-04 13:00:00
2021-01-04 14:00:00,1244.541182620277,1299204.113994369,2021-01-04 14:00:00
2021-01-04 15:00:00,1173.4757935426223,1221082.026996356,2021-01-04 15:00:00
2021-01-04 16:00:00,1232.2286275280917,1244890.5115401293,2021-01-04 16:00:00
2021-01-04 17:00:00,1097.5292766754317,1096621.49058687,2021-01-04 17:00:00
2021-01-04 18:00:00,1051.2306238507638,1066783.0529395428,2021-01-04 18:00:00
2021-01-04 19:00:00,922.11574467987,961127.1223213368,2021-01-04 19:00:00
2021-01-04 20:00:00,1041.439612081528,1061517.8251206293,2021-01-04 20:00:00
2021-01-04 21:00:00,1009.4780252924104,1015535.8589897064,2021-01-04 21:00:00
2021-01-04 22:00:00,867.6574980446812,878844.5120509457,2021-01-04 22:00:00
2021-01-04 23:00:00,956.9000316000132,997027.5854892922,2021-01-04 23:00:00
2021-01-05 00:00:00,1167.61316329638,1279083.422186633,2021-01-05 00:00:00
2021-01-05 01:00:00,1271.9501420743495,1417950.8460892008,2021-01-05 01:00:00
2021-01-05 02:00:00,1254.736295476174,1354532.429463985,2021-01-05 02:00:00
2021-01-05 03:00:00,1113.3042777236542,1115694.894992181,2021-01-05 03:00:00
2021-01-05 04:00:00,1096.278403741847,1100866.096932847,2021-01-05 04:00:00
2021-01-05 05:00:00,1049.07850962212,1038635.212470402,2021-01-05 05:00:00
2021-01-05 06:00:00,939.4068033192682,953792.4903036116,2021-01-05 06:00:00
2021-01-05 07:00:00,904.2340875638037,907437.0086995752,2021-01-05 07:00:00
2021-01-05 08:00:00,922.1278852161164,947129.0639210944,2021-01-05 08:00:00
2021-01-05 09:00:00,937.1096166187444,970874.102734042,2021-01-05 09:00:00
2021-01-05 10:00:00,889.2447647421728,914351.8673274068,2021-01-05 10:00:00
2021-01-05 11:00:00,841.2301788219041,877207.0009407673,2021-01-05 11:00:00
2021-01-05 12:00:00,1015.3803284651792,1045876.9758952854,2021-01-05 12:00:00
2021-01-05 13:00:00,988.2416905728604,1012582.5974653502,2021-01-05 13:00:00
2021-01-05 14:00:00,946.1386605927912,992639.570395903,2021-01-05 14:00:00
2021-01-05 15:00:00,1019.8656728867936,1074424.4487584354,2021-01-05 15:00:00
2021-01-05 16:00:00,1101.5026132809512,1175319.25056458,2021-01-05 16:00:00
2021-01-05 17:00:00,1137.3191512299388,1232547.6432186582,2021-01-05 17:00:00
2021-01-05 18:00:00,998.4299135756846,1074703.1515179677,2021-01-05 18:00:00
2021-01-05 19:00:00,1116.4069791464217,1227527.081024451,2021-01-05 19:00:00
2021-01-05 20:00:00,1017.4941435735212,1121159.3664269128,2021-01-05 20:00:00
2021-01-05 21:00:00,869.9367935127445,944329.4610718404,2021-01-05 21:00:00
2021-01-05 22:00:00,973.7807375712504,1082199.6435801743,2021-01-05 22:00:00
2021-01-05 23:00:00,988.542922393304,1089790.6787797026,2021-01-05 23:00:00
2021-01-06 00:00:00,955.8993352193957,1035004.197706813,2021-01-06 00:00:00
2021-01-06 01:00:00,925.8694460401358,993791.065694911,2021-01-06 01:00:00
2021-01-06 02:00:00,955.9701417693597,1031475.0062093748,2021-01-06 02:00:00
2021-01-06 03:00:00,860.0908425147544,925701.6225691818,2021-01-06 03:00:00
2021-01-06 04:00:00,965.3835532344484,1083530.856911133,2021-01-06 04:00:00
2021-01-06 05:00:00,949.5599622456148,1045851.417853888,2021-01-06 05:00:00
2021-01-06 06:00:00,888.5163482282524,988065.4693932168,2021-01-06 06:00:00
2021-01-06 07:00:00,902.2782223548604,999524.7607290122,2021-01-06 07:00:00
2021-01-06 08:00:00,1002.4621975674116,1111883.2925342738,2021-01-06 08:00:00
2021-01-06 09:00:00,928.2656401973658,1020659.9654440688,2021-01-06 09:00:00
2021-01-06 10:00:00,884.809841200446,988418.134452536,2021-01-06 10:00:00
2021-01-06 11:00:00,930.9826345627364,1074412.1381908767,2021-01-06 11:00:00
2021-01-06 12:00:00,948.837334121807,1088020.21067856,2021-01-06 12:00:00
2021-01-06 13:00:00,1004.7189232008216,1142470.625183076,2021-01-06 13:00:00
2021-01-06 14:00:00,1130.0439089509848,1283745.1006325092,2021-01-06 14:00:00
2021-01-06 15:00:00,1072.4643840364577,1229500.953003757,2021-01-06 15:00:00
2021-01-06 16:00:00,1035.4843584757105,1216893.776882958,2021-01-06 16:00:00
2021-01-06 17:00:00,1160.574729699779,1387583.2331061813,2021-01-06 17:00:00
2021-01-06 18:00:00,1038.709009600045,1240865.8511062877,2021-01-06 18:00:00
2021-01-06 19:00:00,1004.2443249124336,1167730.4199790608,2021-01-06 19:00:00
2021-01-06 20:00:00,1122.8574604918783,1347989.3852111895,2021-01-06 20:00:00
2021-01-06 21:00:00,937.4202490245226,1109166.6331979544,2021-01-06 21:00:00
2021-01-06 22:00:00,825.4603664592872,974354.5418807142,2021-01-06 22:00:00
2021-01-06 23:00:00,848.1685676365314,1027046.5662425198,2021-01-06 23:00:00
2021-01-07 00:00:00,971.1235732562184,1167383.0276405048,2021-01-07 00:00:00
2021-01-07 01:00:00,932.3967481561218,1121993.610771483,2021-01-07 01:00:00
2021-01-07 02:00:00,1038.8107176834142,1245791.6249703171,2021-01-07 02:00:00
2021-01-07 03:00:00,950.2394910591476,1155513.4715177407,2021-01-07 03:00:00
2021-01-07 04:00:00,900.3404834489008,1092245.9418489558,2021-01-07 04:00:00
2021-01-07 05:00:00,812.6522564217596,984506.7069327048,2021-01-07 05:00:00
2021-01-07 06:00:00,895.0941813733115,1075173.8582986095,2021-01-07 06:00:00
2021-01-07 07:00:00,940.9345084152068,1116487.1989972363,2021-01-07 07:00:00
2021-01-07 08:00:00,959.3508313056176,1147259.251456369,2021-01-07 08:00:00
2021-01-07 09:00:00,882.6206553846993,1063648.29274172,2021-01-07 09:00:00
2021-01-07 10:00:00,859.4291842697161,1017223.984807656,2021-01-07 10:00:00
2021-01-07 11:00:00,879.4854285008272,1057150.189879356,2021-01-07 11:00:00
2021-01-07 12:00:00,918.1567537101882,1128080.4154879923,2021-01-07 12:00:00
2021-01-07 13:00:00,1013.309038629032,1236461.4387422134,2021-01-07 13:00:00
2021-01-07 14:00:00,1076.1755931833015,1319319.873530208,2021-01-07 14:00:00
2021-01-07 15:00:00,1110.8418479920224,1390820.6634068128,2021-01-07 15:00:00
2021-01-07 16:00:00,1213.0124325352594,1534183.289986065,2021-01-07 16:00:00
2021-01-07 17:00:00,1046.1090780435352,1330400.4549413756,2021-01-07 17:00:00
2021-01-07 18:00:00,1309.881067247801,1599264.4193148566,2021-01-07 18:00:00
2021-01-07 19:00:00,1443.5175920789166,1781431.6337078006,2021-01-07 19:00:00
2021-01-07 20:00:00,946.2351629139532,1176521.780913747,2021-01-07 20:00:00
2021-01-07 21:00:00,1048.6483970857173,1316543.5405744808,2021-01-07 21:00:00
2021-01-07 22:00:00,905.7881678074758,1128634.4036521346,2021-01-07 22:00:00
2021-01-07 23:00:00,935.2009812383378,1146104.3680488267,2021-01-07 23:00:00
2021-01-08 00:00:00,1031.231102880954,1220005.0313027264,2021-01-08 00:00:00
2021-01-08 01:00:00,1083.3830134780726,1283621.0386290168,2021-01-08 01:00:00
2021-01-08 02:00:00,1476.595134224193,1641767.613755306,2021-01-08 02:00:00
2021-01-08 03:00:00,1448.2705365050665,1665900.5209096042,2021-01-08 03:00:00
2021-01-08 04:00:00,972.3216091701918,1136088.5351186823,2021-01-08 04:00:00
2021-01-08 05:00:00,901.7328746567432,1034798.507652892,2021-01-08 05:00:00
2021-01-08 06:00:00,987.4585221231775,1159703.6190966684,2021-01-08 06:00:00
2021-01-08 07:00:00,866.0434064914576,1046588.8699025228,2021-01-08 07:00:00
2021-01-08 08:00:00,986.1200106871707,1183187.3387478683,2021-01-08 08:00:00
2021-01-08 09:00:00,939.2585345871728,1147819.0445298282,2021-01-08 09:00:00
2021-01-08 10:00:00,988.5700974547572,1238151.5954000084,2021-01-08 10:00:00
2021-01-08 11:00:00,1023.225619605243,1285782.1584592855,2021-01-08 11:00:00
2021-01-08 12:00:00,966.0786993713174,1208489.371305768,2021-01-08 12:00:00
2021-01-08 13:00:00,1059.207082896474,1324923.841778652,2021-01-08 13:00:00
2021-01-08 14:00:00,1173.0482989450927,1475740.2811154143,2021-01-08 14:00:00
2021-01-08 15:00:00,1283.0111088170188,1562303.6861006543,2021-01-08 15:00:00
2021-01-08 16:00:00,1128.6258077071411,1385966.8505917687,2021-01-08 16:00:00
2021-01-08 17:00:00,866.9475429114628,1054420.1590075025,2021-01-08 17:00:00
2021-01-08 18:00:00,1075.7934846769422,1272961.1213652529,2021-01-08 18:00:00
2021-01-08 19:00:00,873.7170638705841,1035275.9541147712,2021-01-08 19:00:00
2021-01-08 20:00:00,973.37675499624,1114944.7779956998,2021-01-08 20:00:00
2021-01-08 21:00:00,998.23992783172,1191405.8111418493,2021-01-08 21:00:00
2021-01-08 22:00:00,839.1425679340421,1021077.6520219604,2021-01-08 22:00:00
2021-01-08 23:00:00,895.8149810655015,1089466.637739165,2021-01-08 23:00:00
2021-01-09 00:00:00,920.376579889986,1101543.8021079367,2021-01-09 00:00:00
2021-01-09 01:00:00,973.2695944552214,1166579.4764759508,2021-01-09 01:00:00
2021-01-09 02:00:00,903.2340685934776,1083982.8377209175,2021-01-09 02:00:00
2021-01-09 03:00:00,901.5897399792564,1105675.4465493376,2021-01-09 03:00:00
2021-01-09 04:00:00,814.2213084512636,992664.7398489666,2021-01-09 04:00:00
2021-01-09 05:00:00,820.6440953627542,973605.023587376,2021-01-09 05:00:00
2021-01-09 06:00:00,803.032836150128,947973.8706046068,2021-01-09 06:00:00
2021-01-09 07:00:00,769.1665870070623,920485.1336275616,2021-01-09 07:00:00
2021-01-09 08:00:00,807.7079327131173,976373.9288439656,2021-01-09 08:00:00
2021-01-09 09:00:00,809.834324007759,981631.9853033172,2021-01-09 09:00:00
2021-01-09 10:00:00,775.6414792820395,945625.8619864606,2021-01-09 10:00:00
2021-01-09 11:00:00,815.6159980018882,996530.5829606848,2021-01-09 11:00:00
2021-01-09 12:00:00,830.3816403367896,1016450.6954464988,2021-01-09 12:00:00
2021-01-09 13:00:00,827.8586278912044,1012394.87132252,2021-01-09 13:00:00
2021-01-09 14:00:00,889.9024291160787,1091681.4775605951,2021-01-09 14:00:00
2021-01-09 15:00:00,904.478700289111,1104745.8287864812,2021-01-09 15:00:00
2021-01-09 16:00:00,1020.6542445270552,1226903.6244685631,2021-01-09 16:00:00
2021-01-09 17:00:00,996.9962480295092,1220614.1894500374,2021-01-09 17:00:00
2021-01-09 18:00:00,858.5466454648779,1052757.2752764684,2021-01-09 18:00:00
2021-01-09 19:00:00,764.9810410836249,942232.6054938524,2021-01-09 19:00:00
2021-01-09 20:00:00,942.3474649279964,1200590.452553081,2021-01-09 20:00:00
2021-01-09 21:00:00,864.9726851047308,1117631.708964303,2021-01-09 21:00:00
2021-01-09 22:00:00,847.9058231749761,1094767.5323577418,2021-01-09 22:00:00
2021-01-09 23:00:00,774.1733207398296,991050.433217024,2021-01-09 23:00:00
2021-01-10 00:00:00,867.6510599830855,1121663.7855094618,2021-01-10 00:00:00
2021-01-10 01:00:00,866.9613613203474,1149842.362005436,2021-01-10 01:00:00
2021-01-10 02:00:00,771.9305553005584,1035922.5628399329,2021-01-10 02:00:00
2021-01-10 03:00:00,821.3263214328584,1079479.2513380602,2021-01-10 03:00:00
2021-01-10 04:00:00,813.5817848520061,1075437.7334479226,2021-01-10 04:00:00
2021-01-10 05:00:00,742.9832260188643,979617.9200975974,2021-01-10 05:00:00
2021-01-10 06:00:00,820.2964578682711,1088770.7038589474,2021-01-10 06:00:00
2021-01-10 07:00:00,746.3256699350038,1005250.765380622,2021-01-10 07:00:00
2021-01-10 08:00:00,778.2766540755969,1036705.4936124706,2021-01-10 08:00:00
2021-01-10 09:00:00,814.8168675131419,1086250.194535572,2021-01-10 09:00:00
2021-01-10 10:00:00,850.6960193423491,1122787.091475669,2021-01-10 10:00:00
2021-01-10 11:00:00,990.9638024870816,1247981.717627157,2021-01-10 11:00:00
2021-01-10 12:00:00,940.301157280247,1214172.9109355388,2021-01-10 12:00:00
2021-01-10 13:00:00,796.7370939453715,1044022.4416696916,2021-01-10 13:00:00
2021-01-10 14:00:00,820.522108578538,1063105.68785697,2021-01-10 14:00:00
2021-01-10 15:00:00,803.1928188855903,1047048.5506763788,2021-01-10 15:00:00
2021-01-10 16:00:00,761.2867996579214,988291.2913513744,2021-01-10 16:00:00
2021-01-10 17:00:00,989.6329061045476,1287762.078568705,2021-01-10 17:00:00
2021-01-10 18:00:00,844.6344676885512,1083271.4449630158,2021-01-10 18:00:00
2021-01-10 19:00:00,808.4484552839355,1020534.0530966033,2021-01-10 19:00:00
2021-01-10 20:00:00,1182.6178666641974,1487613.880523753,2021-01-10 20:00:00
2021-01-10 21:00:00,1030.587346561083,1309460.9304933322,2021-01-10 21:00:00
2021-01-10 22:00:00,834.3978232938919,1062751.3297700607,2021-01-10 22:00:00
2021-01-10 23:00:00,834.5975877114516,1047310.1867401686,2021-01-10 23:00:00
2021-01-11 00:00:00,909.9412872086208,1110070.1857094094,2021-01-11 00:00:00
2021-01-11 01:00:00,915.3195196230296,1105058.954725021,2021-01-11 01:00:00
2021-01-11 02:00:00,930.855777708382,1102698.1470743397,2021-01-11 02:00:00
2021-01-11 03:00:00,2199.16513049813,2424751.0563756083,2021-01-11 03:00:00
2021-01-11 04:00:00,1897.673398511242,2112977.8673228947,2021-01-11 04:00:00
2021-01-11 05:00:00,1226.521476696118,1342021.759310884,2021-01-11 05:00:00
2021-01-11 06:00:00,1388.9714114572942,1428772.8372515608,2021-01-11 06:00:00
2021-01-11 07:00:00,1618.9765728616778,1735463.280689646,2021-01-11 07:00:00
2021-01-11 08:00:00,1260.2077094692895,1398044.4405718483,2021-01-11 08:00:00
2021-01-11 09:00:00,998.3522720209512,1133582.9299740016,2021-01-11 09:00:00
2021-01-11 10:00:00,1063.5389247042262,1182422.440578145,2021-01-11 10:00:00
2021-01-11 11:00:00,1024.0389457156095,1092311.640628449,2021-01-11 11:00:00
2021-01-11 12:00:00,1002.6854854401304,1075165.5436571466,2021-01-11 12:00:00
2021-01-11 13:00:00,996.359078228888,1021157.2595370044,2021-01-11 13:00:00
2021-01-11 14:00:00,2139.867041103722,2219773.642640697,2021-01-11 14:00:00
2021-01-11 15:00:00,1501.8087331226177,1464806.5768370896,2021-01-11 15:00:00
2021-01-11 16:00:00,2777.3676445285287,2673396.6437359345,2021-01-11 16:00:00
2021-01-11 17:00:00,2776.9180029076906,2768622.9878058955,2021-01-11 17:00:00
2021-01-11 18:00:00,1541.273106893826,1532905.0956099965,2021-01-11 18:00:00
2021-01-11 19:00:00,1182.3084187270192,1163318.206466934,2021-01-11 19:00:00
2021-01-11 20:00:00,1037.1116141446137,1057098.7172784363,2021-01-11 20:00:00
2021-01-11 21:00:00,1055.4694110006662,1090757.4689582766,2021-01-11 21:00:00
2021-01-11 22:00:00,935.3469754408208,990172.189433572,2021-01-11 22:00:00
2021-01-11 23:00:00,940.4896005647836,1023125.2760844694,2021-01-11 23:00:00
2021-01-12 00:00:00,888.4796950644869,944332.9655045122,2021-01-12 00:00:00
2021-01-12 01:00:00,905.0908498144328,955444.2493757711,2021-01-12 01:00:00
2021-01-12 02:00:00,841.2109898360823,899570.1524037101,2021-01-12 02:00:00
2021-01-12 03:00:00,782.0241125389223,852284.8018531068,2021-01-12 03:00:00
2021-01-12 04:00:00,782.8512049592657,858805.5307964135,2021-01-12 04:00:00
2021-01-12 05:00:00,847.2913603130337,958966.5968755208,2021-01-12 05:00:00
2021-01-12 06:00:00,944.7591865903148,1075838.487965601,2021-01-12 06:00:00
2021-01-12 07:00:00,821.0040309138592,935784.708557288,2021-01-12 07:00:00
2021-01-12 08:00:00,747.8271965266968,835074.8472803355,2021-01-12 08:00:00
2021-01-12 09:00:00,829.13952191321,923484.2184393652,2021-01-12 09:00:00
2021-01-12 10:00:00,766.0494914744297,830674.9264311724,2021-01-12 10:00:00
2021-01-12 11:00:00,804.2931814321615,883745.9996634449,2021-01-12 11:00:00
2021-01-12 12:00:00,836.5129192741932,908801.177698387,2021-01-12 12:00:00
2021-01-12 13:00:00,791.3148436144094,811013.6423929613,2021-01-12 13:00:00
2021-01-12 14:00:00,1045.957464618472,1083416.5696396062,2021-01-12 14:00:00
2021-01-12 15:00:00,989.6170656390927,1043136.3700635638,2021-01-12 15:00:00
2021-01-12 16:00:00,994.4499606149448,1100549.488947117,2021-01-12 16:00:00
2021-01-12 17:00:00,998.4280480032334,1115748.826551176,2021-01-12 17:00:00
2021-01-12 18:00:00,823.9196866458267,909080.526326556,2021-01-12 18:00:00
2021-01-12 19:00:00,788.3551282940704,853092.3942843156,2021-01-12 19:00:00
2021-01-12 20:00:00,800.3836961849977,865574.9154635533,2021-01-12 20:00:00
2021-01-12 21:00:00,781.2633684215922,841858.9824155243,2021-01-12 21:00:00
2021-01-12 22:00:00,787.9228110464162,830062.034362062,2021-01-12 22:00:00
2021-01-12 23:00:00,779.2855381860447,818536.8468517062,2021-01-12 23:00:00
2021-01-13 00:00:00,777.6607454183443,769563.2794721716,2021-01-13 00:00:00
2021-01-13 01:00:00,944.9964227995874,974022.23534484,2021-01-13 01:00:00
2021-01-13 02:00:00,740.981486650274,763086.7422117031,2021-01-13 02:00:00
2021-01-13 03:00:00,869.219219988469,908796.6214771116,2021-01-13 03:00:00
2021-01-13 04:00:00,728.9768165603149,745778.2067980416,2021-01-13 04:00:00
2021-01-13 05:00:00,748.8755902349586,777246.9713441145,2021-01-13 05:00:00
2021-01-13 06:00:00,779.9476666553879,814491.7952048224,2021-01-13 06:00:00
2021-01-13 07:00:00,736.6558180955141,793660.9309332275,2021-01-13 07:00:00
2021-01-13 08:00:00,721.199391708798,764120.2193102492,2021-01-13 08:00:00
2021-01-13 09:00:00,753.3206134122146,799429.3264041848,2021-01-13 09:00:00
2021-01-13 10:00:00,734.2613227483478,792666.1071722828,2021-01-13 10:00:00
2021-01-13 11:00:00,726.1296941196524,771856.9374436641,2021-01-13 11:00:00
2021-01-13 12:00:00,765.3530014795961,809845.5397047509,2021-01-13 12:00:00
2021-01-13 13:00:00,795.2776081165313,848536.4950063054,2021-01-13 13:00:00
2021-01-13 14:00:00,844.0309446059473,891005.3707737365,2021-01-13 14:00:00
2021-01-13 15:00:00,924.2725914542052,989629.535472588,2021-01-13 15:00:00
2021-01-13 16:00:00,805.1269746416918,863519.5878565945,2021-01-13 16:00:00
2021-01-13 17:00:00,896.8602369314774,963310.547489494,2021-01-13 17:00:00
2021-01-13 18:00:00,785.4139591347448,867901.886875573,2021-01-13 18:00:00
2021-01-13 19:00:00,721.3843998833322,795189.8319964431,2021-01-13 19:00:00
2021-01-13 20:00:00,872.8798242115873,969991.149850691,2021-01-13 20:00:00
2021-01-13 21:00:00,797.519906045652,898266.214584845,2021-01-13 21:00:00
2021-01-13 22:00:00,767.1615895031019,857573.3141870042,2021-01-13 22:00:00
2021-01-13 23:00:00,762.397262580383,861055.0242629809,2021-01-13 23:00:00
2021-01-14 00:00:00,832.2495882815812,943169.0515292342,2021-01-14 00:00:00
2021-01-14 01:00:00,800.4426531607547,891909.0968769747,2021-01-14 01:00:00
2021-01-14 02:00:00,743.6501326683289,827205.2833384054,2021-01-14 02:00:00
2021-01-14 03:00:00,695.7496968470487,762099.1405676964,2021-01-14 03:00:00
2021-01-14 04:00:00,936.6008213029536,1036747.274539252,2021-01-14 04:00:00
2021-01-14 05:00:00,721.6603949887178,800483.058808515,2021-01-14 05:00:00
2021-01-14 06:00:00,791.5836826817161,888014.4485195569,2021-01-14 06:00:00
2021-01-14 07:00:00,791.6485602273661,909772.084213412,2021-01-14 07:00:00
2021-01-14 08:00:00,790.9691677952683,915795.8475112568,2021-01-14 08:00:00
2021-01-14 09:00:00,852.1713683724854,976676.3033940836,2021-01-14 09:00:00
2021-01-14 10:00:00,789.9463948047376,923259.0535098208,2021-01-14 10:00:00
2021-01-14 11:00:00,762.9477342916601,890088.9861843749,2021-01-14 11:00:00
2021-01-14 12:00:00,804.545834843639,940592.005854639,2021-01-14 12:00:00
2021-01-14 13:00:00,834.2244286873312,995879.0685150054,2021-01-14 13:00:00
2021-01-14 14:00:00,921.6804330183196,1114006.8449520497,2021-01-14 14:00:00
2021-01-14 15:00:00,1071.2015775353889,1298279.904796097,2021-01-14 15:00:00
2021-01-14 16:00:00,1136.4332068200383,1390842.1702129652,2021-01-14 16:00:00
