start_time,addresses_count_active,addresses_count_receiver,addresses_count_sender,datetime
2021-01-05 15:00:00,38907,24726,26291,2021-01-05 15:00:00
2021-01-05 16:00:00,38198,24478,25603,2021-01-05 16:00:00
2021-01-05 17:00:00,42036,26698,28594,2021-01-05 17:00:00
2021-01-05 18:00:00,39143,26085,25916,2021-01-05 18:00:00
2021-01-05 19:00:00,37857,26186,24069,2021-01-05 19:00:00
2021-01-05 20:00:00,40752,26724,27400,2021-01-05 20:00:00
2021-01-05 21:00:00,36119,23157,25155,2021-01-05 21:00:00
2021-01-05 22:00:00,37102,24204,25509,2021-01-05 22:00:00
2021-01-05 23:00:00,37602,24175,25916,2021-01-05 23:00:00
2021-01-06 00:00:00,33698,22211,23141,2021-01-06 00:00:00
2021-01-06 01:00:00,37749,21725,27364,2021-01-06 01:00:00
2021-01-06 02:00:00,33854,22173,23142,2021-01-06 02:00:00
2021-01-06 03:00:00,36773,23449,24378,2021-01-06 03:00:00
2021-01-06 04:00:00,35163,23012,23434,2021-01-06 04:00:00
2021-01-06 05:00:00,38830,23641,27594,2021-01-06 05:00:00
2021-01-06 06:00:00,41166,23317,29473,2021-01-06 06:00:00
2021-01-06 07:00:00,41614,27486,25960,2021-01-06 07:00:00
2021-01-06 08:00:00,44743,28590,29245,2021-01-06 08:00:00
2021-01-06 09:00:00,38994,24359,26857,2021-01-06 09:00:00
2021-01-06 10:00:00,39988,24027,28777,2021-01-06 10:00:00
2021-01-06 11:00:00,40282,24683,27466,2021-01-06 11:00:00
2021-01-06 12:00:00,40841,25707,27714,2021-01-06 12:00:00
2021-01-06 13:00:00,40468,25172,28605,2021-01-06 13:00:00
2021-01-06 14:00:00,41706,27303,27774,2021-01-06 14:00:00
2021-01-06 15:00:00,43786,25422,30290,2021-01-06 15:00:00
2021-01-06 16:00:00,39272,27334,24091,2021-01-06 16:00:00
2021-01-06 17:00:00,44484,29345,29905,2021-01-06 17:00:00
2021-01-06 18:00:00,42043,27694,28738,2021-01-06 18:00:00
2021-01-06 19:00:00,43280,28123,28970,2021-01-06 19:00:00
2021-01-06 20:00:00,38829,25911,24830,2021-01-06 20:00:00
2021-01-06 21:00:00,38867,25151,26572,2021-01-06 21:00:00
2021-01-06 22:00:00,37596,24388,25571,2021-01-06 22:00:00
2021-01-06 23:00:00,38855,24217,26664,2021-01-06 23:00:00
2021-01-07 00:00:00,36487,23071,25196,2021-01-07 00:00:00
2021-01-07 01:00:00,39234,23665,28175,2021-01-07 01:00:00
2021-01-07 02:00:00,42994,26211,29439,2021-01-07 02:00:00
2021-01-07 03:00:00,48693,28421,33505,2021-01-07 03:00:00
2021-01-07 04:00:00,42450,24229,30834,2021-01-07 04:00:00
2021-01-07 05:00:00,41089,21506,30927,2021-01-07 05:00:00
2021-01-07 06:00:00,40047,24304,27333,2021-01-07 06:00:00
2021-01-07 07:00:00,46715,29155,30128,2021-01-07 07:00:00
2021-01-07 08:00:00,43304,28277,27100,2021-01-07 08:00:00
2021-01-07 09:00:00,40370,24876,27462,2021-01-07 09:00:00
2021-01-07 10:00:00,41212,22890,30275,2021-01-07 10:00:00
2021-01-07 11:00:00,42450,24860,29618,2021-01-07 11:00:00
2021-01-07 12:00:00,38658,23400,26956,2021-01-07 12:00:00
2021-01-07 13:00:00,42972,27380,28737,2021-01-07 13:00:00
2021-01-07 14:00:00,45271,27678,31231,2021-01-07 14:00:00
2021-01-07 15:00:00,42520,27269,27768,2021-01-07 15:00:00
2021-01-07 16:00:00,41087,27412,25894,2021-01-07 16:00:00
2021-01-07 17:00:00,43153,26672,27841,2021-01-07 17:00:00
2021-01-07 18:00:00,31357,22428,16328,2021-01-07 18:00:00
2021-01-07 19:00:00,36993,25127,22391,2021-01-07 19:00:00
2021-01-07 20:00:00,40443,26054,26781,2021-01-07 20:00:00
2021-01-07 21:00:00,43260,28723,29393,2021-01-07 21:00:00
2021-01-07 22:00:00,39116,26158,26754,2021-01-07 22:00:00
2021-01-07 23:00:00,35255,24078,22767,2021-01-07 23:00:00
2021-01-08 00:00:00,37062,23558,25653,2021-01-08 00:00:00
2021-01-08 01:00:00,38982,24548,26887,2021-01-08 01:00:00
2021-01-08 02:00:00,35223,24001,19412,2021-01-08 02:00:00
2021-01-08 03:00:00,45033,30701,28288,2021-01-08 03:00:00
2021-01-08 04:00:00,38524,24503,25853,2021-01-08 04:00:00
2021-01-08 05:00:00,39378,22308,29295,2021-01-08 05:00:00
2021-01-08 06:00:00,38604,23168,26611,2021-01-08 06:00:00
2021-01-08 07:00:00,40470,27155,24116,2021-01-08 07:00:00
2021-01-08 08:00:00,47037,29436,30699,2021-01-08 08:00:00
2021-01-08 09:00:00,43296,26128,29861,2021-01-08 09:00:00
2021-01-08 10:00:00,40943,25349,27853,2021-01-08 10:00:00
2021-01-08 11:00:00,46728,26897,33207,2021-01-08 11:00:00
2021-01-08 12:00:00,42793,27294,27987,2021-01-08 12:00:00
2021-01-08 13:00:00,40421,25387,27442,2021-01-08 13:00:00
2021-01-08 14:00:00,45872,27279,32098,2021-01-08 14:00:00
2021-01-08 15:00:00,40674,26779,26346,2021-01-08 15:00:00
2021-01-08 16:00:00,41038,25999,28446,2021-01-08 16:00:00
2021-01-08 17:00:00,37754,24250,26267,2021-01-08 17:00:00
2021-01-08 18:00:00,38186,24948,25570,2021-01-08 18:00:00
2021-01-08 19:00:00,35564,22729,24701,2021-01-08 19:00:00
2021-01-08 20:00:00,34732,23218,22639,2021-01-08 20:00:00
2021-01-08 21:00:00,37316,24481,24977,2021-01-08 21:00:00
2021-01-08 22:00:00,33825,23057,21813,2021-01-08 22:00:00
2021-01-08 23:00:00,33379,21390,23608,2021-01-08 23:00:00
2021-01-09 00:00:00,33242,22045,22135,2021-01-09 00:00:00
2021-01-09 01:00:00,42133,24952,30788,2021-01-09 01:00:00
2021-01-09 02:00:00,38274,21950,27641,2021-01-09 02:00:00
2021-01-09 03:00:00,39022,23355,26957,2021-01-09 03:00:00
2021-01-09 04:00:00,39302,21827,28811,2021-01-09 04:00:00
2021-01-09 05:00:00,39382,20682,30121,2021-01-09 05:00:00
2021-01-09 06:00:00,38443,20801,28698,2021-01-09 06:00:00
2021-01-09 07:00:00,37921,23643,25536,2021-01-09 07:00:00
2021-01-09 08:00:00,43032,27503,27991,2021-01-09 08:00:00
2021-01-09 09:00:00,40005,22271,29347,2021-01-09 09:00:00
2021-01-09 10:00:00,34355,20045,24655,2021-01-09 10:00:00
2021-01-09 11:00:00,37418,21663,27167,2021-01-09 11:00:00
2021-01-09 12:00:00,37257,21963,26992,2021-01-09 12:00:00
2021-01-09 13:00:00,39264,22759,28378,2021-01-09 13:00:00
2021-01-09 14:00:00,40550,23176,29973,2021-01-09 14:00:00
2021-01-09 15:00:00,35155,22417,24833,2021-01-09 15:00:00
2021-01-09 16:00:00,40419,26035,27658,2021-01-09 16:00:00
2021-01-09 17:00:00,40178,24287,28195,2021-01-09 17:00:00
2021-01-09 18:00:00,40136,24212,28957,2021-01-09 18:00:00
2021-01-09 19:00:00,37008,22434,26677,2021-01-09 19:00:00
2021-01-09 20:00:00,37531,24626,26022,2021-01-09 20:00:00
2021-01-09 21:00:00,37650,25194,25449,2021-01-09 21:00:00
2021-01-09 22:00:00,37827,24662,26280,2021-01-09 22:00:00
2021-01-09 23:00:00,36558,22332,26181,2021-01-09 23:00:00
2021-01-10 00:00:00,34183,21329,24677,2021-01-10 00:00:00
2021-01-10 01:00:00,36973,24232,24870,2021-01-10 01:00:00
2021-01-10 02:00:00,38449,24198,26833,2021-01-10 02:00:00
2021-01-10 03:00:00,41450,26675,27297,2021-01-10 03:00:00
2021-01-10 04:00:00,37945,23197,27430,2021-01-10 04:00:00
2021-01-10 05:00:00,33965,20123,24946,2021-01-10 05:00:00
2021-01-10 06:00:00,41129,22645,30351,2021-01-10 06:00:00
2021-01-10 07:00:00,40428,26297,26013,2021-01-10 07:00:00
2021-01-10 08:00:00,41433,25835,27790,2021-01-10 08:00:00
2021-01-10 09:00:00,42374,24035,30568,2021-01-10 09:00:00
2021-01-10 10:00:00,39781,21838,28903,2021-01-10 10:00:00
2021-01-10 11:00:00,42439,24885,29333,2021-01-10 11:00:00
2021-01-10 12:00:00,37408,22814,26177,2021-01-10 12:00:00
2021-01-10 13:00:00,38486,22819,27805,2021-01-10 13:00:00
2021-01-10 14:00:00,38149,22918,27517,2021-01-10 14:00:00
2021-01-10 15:00:00,38594,23148,27570,2021-01-10 15:00:00
2021-01-10 16:00:00,36939,22710,26101,2021-01-10 16:00:00
2021-01-10 17:00:00,38858,24172,26409,2021-01-10 17:00:00
2021-01-10 18:00:00,37381,23468,26082,2021-01-10 18:00:00
2021-01-10 19:00:00,36358,22865,25627,2021-01-10 19:00:00
2021-01-10 20:00:00,32009,22503,17953,2021-01-10 20:00:00
2021-01-10 21:00:00,40291,25651,27684,2021-01-10 21:00:00
2021-01-10 22:00:00,34137,21645,24157,2021-01-10 22:00:00
2021-01-10 23:00:00,33478,21744,22989,2021-01-10 23:00:00
2021-01-11 00:00:00,30456,19644,20952,2021-01-11 00:00:00
2021-01-11 01:00:00,36678,22303,25733,2021-01-11 01:00:00
2021-01-11 02:00:00,33851,21876,22310,2021-01-11 02:00:00
2021-01-11 03:00:00,34256,24969,16177,2021-01-11 03:00:00
2021-01-11 04:00:00,38575,27024,23569,2021-01-11 04:00:00
2021-01-11 05:00:00,39163,26832,23847,2021-01-11 05:00:00
2021-01-11 06:00:00,39742,26111,24386,2021-01-11 06:00:00
2021-01-11 07:00:00,47698,33038,27662,2021-01-11 07:00:00
2021-01-11 08:00:00,48910,32174,28532,2021-01-11 08:00:00
2021-01-11 09:00:00,42780,26529,27988,2021-01-11 09:00:00
2021-01-11 10:00:00,40923,23497,28078,2021-01-11 10:00:00
2021-01-11 11:00:00,45793,24814,32609,2021-01-11 11:00:00
2021-01-11 12:00:00,37702,24088,24602,2021-01-11 12:00:00
2021-01-11 13:00:00,40124,24477,27251,2021-01-11 13:00:00
2021-01-11 14:00:00,41096,28828,23377,2021-01-11 14:00:00
2021-01-11 15:00:00,38461,26008,23482,2021-01-11 15:00:00
2021-01-11 16:00:00,35348,25925,17847,2021-01-11 16:00:00
2021-01-11 17:00:00,40609,30973,21450,2021-01-11 17:00:00
2021-01-11 18:00:00,45740,29901,28397,2021-01-11 18:00:00
2021-01-11 19:00:00,42183,26781,27936,2021-01-11 19:00:00
2021-01-11 20:00:00,43215,23515,30915,2021-01-11 20:00:00
2021-01-11 21:00:00,38524,24247,25733,2021-01-11 21:00:00
2021-01-11 22:00:00,39892,22669,27783,2021-01-11 22:00:00
2021-01-11 23:00:00,35336,22612,23964,2021-01-11 23:00:00
2021-01-12 00:00:00,34786,22822,22439,2021-01-12 00:00:00
2021-01-12 01:00:00,37489,23031,25601,2021-01-12 01:00:00
2021-01-12 02:00:00,37843,24107,25442,2021-01-12 02:00:00
2021-01-12 03:00:00,35235,22471,24289,2021-01-12 03:00:00
2021-01-12 04:00:00,33418,20166,23811,2021-01-12 04:00:00
2021-01-12 05:00:00,32578,20525,22997,2021-01-12 05:00:00
2021-01-12 06:00:00,38460,24442,26833,2021-01-12 06:00:00
2021-01-12 07:00:00,40773,25873,26593,2021-01-12 07:00:00
2021-01-12 08:00:00,39192,26673,23515,2021-01-12 08:00:00
2021-01-12 09:00:00,42271,23700,30286,2021-01-12 09:00:00
2021-01-12 10:00:00,33246,20674,22272,2021-01-12 10:00:00
2021-01-12 11:00:00,33766,20350,23675,2021-01-12 11:00:00
2021-01-12 12:00:00,36949,22587,26391,2021-01-12 12:00:00
2021-01-12 13:00:00,32566,20593,22207,2021-01-12 13:00:00
2021-01-12 14:00:00,38689,24537,25909,2021-01-12 14:00:00
2021-01-12 15:00:00,36694,24245,23702,2021-01-12 15:00:00
2021-01-12 16:00:00,36894,23547,25611,2021-01-12 16:00:00
2021-01-12 17:00:00,36253,24050,25032,2021-01-12 17:00:00
2021-01-12 18:00:00,33775,22189,22771,2021-01-12 18:00:00
2021-01-12 19:00:00,33627,21523,23181,2021-01-12 19:00:00
2021-01-12 20:00:00,34718,21276,24635,2021-01-12 20:00:00
2021-01-12 21:00:00,30658,19611,21567,2021-01-12 21:00:00
2021-01-12 22:00:00,33298,20576,23768,2021-01-12 22:00:00
2021-01-12 23:00:00,30291,19665,21040,2021-01-12 23:00:00
2021-01-13 00:00:00,27133,17992,17754,2021-01-13 00:00:00
2021-01-13 01:00:00,35037,22381,23911,2021-01-13 01:00:00
2021-01-13 02:00:00,35435,22159,23120,2021-01-13 02:00:00
2021-01-13 03:00:00,31273,19268,21367,2021-01-13 03:00:00
2021-01-13 04:00:00,31519,18329,23186,2021-01-13 04:00:00
2021-01-13 05:00:00,34421,19212,25671,2021-01-13 05:00:00
2021-01-13 06:00:00,34753,19335,25953,2021-01-13 06:00:00
2021-01-13 07:00:00,36074,23282,23515,2021-01-13 07:00:00
2021-01-13 08:00:00,37884,23381,24745,2021-01-13 08:00:00
2021-01-13 09:00:00,36580,22191,25326,2021-01-13 09:00:00
2021-01-13 10:00:00,32379,19689,22414,2021-01-13 10:00:00
2021-01-13 11:00:00,31555,19129,22487,2021-01-13 11:00:00
2021-01-13 12:00:00,34783,20895,24694,2021-01-13 12:00:00
2021-01-13 13:00:00,33725,20448,23951,2021-01-13 13:00:00
2021-01-13 14:00:00,37782,23243,26488,2021-01-13 14:00:00
2021-01-13 15:00:00,38364,22430,28709,2021-01-13 15:00:00
2021-01-13 16:00:00,33267,21185,23136,2021-01-13 16:00:00
2021-01-13 17:00:00,34797,22572,23975,2021-01-13 17:00:00
2021-01-13 18:00:00,36613,22669,25472,2021-01-13 18:00:00
2021-01-13 19:00:00,35145,21539,24865,2021-01-13 19:00:00
2021-01-13 20:00:00,38602,24890,27121,2021-01-13 20:00:00
2021-01-13 21:00:00,33931,21567,24019,2021-01-13 21:00:00
2021-01-13 22:00:00,33211,22047,22898,2021-01-13 22:00:00
2021-01-13 23:00:00,32682,20892,22814,2021-01-13 23:00:00
2021-01-14 00:00:00,33117,21547,22917,2021-01-14 00:00:00
2021-01-14 01:00:00,34152,21672,23804,2021-01-14 01:00:00
2021-01-14 02:00:00,36212,23461,24520,2021-01-14 02:00:00
2021-01-14 03:00:00,33423,21614,22408,2021-01-14 03:00:00
2021-01-14 04:00:00,31900,19236,22471,2021-01-14 04:00:00
2021-01-14 05:00:00,29330,18080,20801,2021-01-14 05:00:00
2021-01-14 06:00:00,33742,19401,24443,2021-01-14 06:00:00
2021-01-14 07:00:00,37929,25586,22983,2021-01-14 07:00:00
2021-01-14 08:00:00,38078,24183,25084,2021-01-14 08:00:00
2021-01-14 09:00:00,41248,23921,28695,2021-01-14 09:00:00
2021-01-14 10:00:00,35923,21716,24941,2021-01-14 10:00:00
2021-01-14 11:00:00,35268,20738,25459,2021-01-14 11:00:00
2021-01-14 12:00:00,36670,20495,27247,2021-01-14 12:00:00
2021-01-14 13:00:00,36094,22715,24812,2021-01-14 13:00:00
2021-01-14 14:00:00,38605,24465,26470,2021-01-14 14:00:00
2021-01-14 15:00:00,39937,26104,26496,2021-01-14 15:00:00
2021-01-14 16:00:00,45344,29276,29962,2021-01-14 16:00:00
2021-01-14 17:00:00,45383,26758,32812,2021-01-14 17:00:00
2021-01-14 18:00:00,42231,24164,30354,2021-01-14 18:00:00
2021-01-14 19:00:00,37459,23357,25846,2021-01-14 19:00:00
2021-01-14 20:00:00,37725,22401,27494,2021-01-14 20:00:00
2021-01-14 21:00:00,32606,21192,22145,2021-01-14 21:00:00
2021-01-14 22:00:00,34784,20624,25558,2021-01-14 22:00:00
2021-01-14 23:00:00,30612,19762,21719,2021-01-14 23:00:00
2021-01-15 00:00:00,34117,21510,24119,2021-01-15 00:00:00
2021-01-15 01:00:00,33181,20759,23633,2021-01-15 01:00:00
2021-01-15 02:00:00,38270,22394,27293,2021-01-15 02:00:00
2021-01-15 03:00:00,38831,23019,28145,2021-01-15 03:00:00
2021-01-15 04:00:00,38884,22021,28318,2021-01-15 04:00:00
2021-01-15 05:00:00,35457,20565,25606,2021-01-15 05:00:00
2021-01-15 06:00:00,42660,21833,32674,2021-01-15 06:00:00
2021-01-15 07:00:00,40880,26832,26396,2021-01-15 07:00:00
2021-01-15 08:00:00,47107,27086,31943,2021-01-15 08:00:00
2021-01-15 09:00:00,37556,20759,27860,2021-01-15 09:00:00
2021-01-15 10:00:00,37414,21873,26876,2021-01-15 10:00:00
2021-01-15 11:00:00,37156,21180,27290,2021-01-15 11:00:00
2021-01-15 12:00:00,36427,22630,25301,2021-01-15 12:00:00
2021-01-15 13:00:00,38212,23881,26077,2021-01-15 13:00:00
2021-01-15 14:00:00,39028,24199,27185,2021-01-15 14:00:00
2021-01-15 15:00:00,40361,26201,26476,2021-01-15 15:00:00
2021-01-15 16:00:00,39526,28001,23643,2021-01-15 16:00:00
2021-01-15 17:00:00,39760,24697,27153,2021-01-15 17:00:00
2021-01-15 18:00:00,35531,22575,24373,2021-01-15 18:00:00
2021-01-15 19:00:00,34205,21371,23800,2021-01-15 19:00:00
2021-01-15 20:00:00,36295,22379,25448,2021-01-15 20:00:00
2021-01-15 21:00:00,34146,20722,24774,2021-01-15 21:00:00
2021-01-15 22:00:00,33422,19899,24625,2021-01-15 22:00:00
2021-01-15 23:00:00,31987,19490,23392,2021-01-15 23:00:00
2021-01-16 00:00:00,34540,22110,23655,2021-01-16 00:00:00
2021-01-16 01:00:00,34606,20437,25417,2021-01-16 01:00:00
2021-01-16 02:00:00,37004,21426,26473,2021-01-16 02:00:00
2021-01-16 03:00:00,37277,23125,25657,2021-01-16 03:00:00
2021-01-16 04:00:00,37135,21228,27055,2021-01-16 04:00:00
2021-01-16 05:00:00,32627,18953,24164,2021-01-16 05:00:00
2021-01-16 06:00:00,32943,18845,24000,2021-01-16 06:00:00
2021-01-16 07:00:00,36828,22572,24448,2021-01-16 07:00:00
2021-01-16 08:00:00,40949,24995,27272,2021-01-16 08:00:00
2021-01-16 09:00:00,33819,20259,23912,2021-01-16 09:00:00
2021-01-16 10:00:00,38403,22799,28263,2021-01-16 10:00:00
2021-01-16 11:00:00,35798,21126,26210,2021-01-16 11:00:00
2021-01-16 12:00:00,35596,21300,25446,2021-01-16 12:00:00
2021-01-16 13:00:00,34767,22094,24403,2021-01-16 13:00:00
2021-01-16 14:00:00,36945,22407,26003,2021-01-16 14:00:00
2021-01-16 15:00:00,36631,24070,24291,2021-01-16 15:00:00
2021-01-16 16:00:00,41719,28351,26978,2021-01-16 16:00:00
2021-01-16 17:00:00,40990,26413,28156,2021-01-16 17:00:00
2021-01-16 18:00:00,38496,22997,27869,2021-01-16 18:00:00
2021-01-16 19:00:00,35940,22804,24963,2021-01-16 19:00:00
2021-01-16 20:00:00,38792,24194,27803,2021-01-16 20:00:00
2021-01-16 21:00:00,35334,22446,24971,2021-01-16 21:00:00
2021-01-16 22:00:00,35197,21916,24891,2021-01-16 22:00:00
2021-01-16 23:00:00,35159,20138,26664,2021-01-16 23:00:00
2021-01-17 00:00:00,29367,19595,19160,2021-01-17 00:00:00
2021-01-17 01:00:00,34915,19430,25962,2021-01-17 01:00:00
2021-01-17 02:00:00,35309,22524,24044,2021-01-17 02:00:00
2021-01-17 03:00:00,34157,20535,24633,2021-01-17 03:00:00
2021-01-17 04:00:00,33413,19261,25140,2021-01-17 04:00:00
2021-01-17 05:00:00,30601,17779,22982,2021-01-17 05:00:00
2021-01-17 06:00:00,31788,18774,23672,2021-01-17 06:00:00
2021-01-17 07:00:00,35389,22767,23055,2021-01-17 07:00:00
2021-01-17 08:00:00,34256,20610,23729,2021-01-17 08:00:00
2021-01-17 09:00:00,36449,21323,25890,2021-01-17 09:00:00
2021-01-17 10:00:00,33550,20186,23661,2021-01-17 10:00:00
2021-01-17 11:00:00,33175,19350,24138,2021-01-17 11:00:00
2021-01-17 12:00:00,36326,19780,27102,2021-01-17 12:00:00
2021-01-17 13:00:00,36692,20655,27872,2021-01-17 13:00:00
