start_time,date,range_001_01,range_001_01_percent,range_01_1,range_01_1_percent,range_0_001,range_0_001_percent,range_100_1k,range_100_1k_percent,range_10_100,range_10_100_percent,range_10k_inf,range_10k_inf_percent,range_1_10,range_1_10_percent,range_1k_10k,range_1k_10k_percent
2021-12-09,2021-12-09,8842116,6.97215178,3028940,2.38836828,113999443,89.89040847,20994,0.01655411,149630,0.11798568,57,4.495e-05,777484,0.61305874,1811,0.001428
2021-12-10,2021-12-10,8868591,6.9813798,3029598,2.38490808,114182970,89.88515545,20973,0.01651,149637,0.11779467,57,4.487e-05,778427,0.61277993,1813,0.0014272
2021-12-11,2021-12-11,8890042,6.98974823,3033325,2.38493565,114311775,89.87702504,20985,0.01649934,149780,0.11776373,57,4.482e-05,779096,0.61256009,1810,0.0014231
2021-12-12,2021-12-12,8912361,6.99755397,3035761,2.38353243,114463027,89.870822,20962,0.01645835,149589,0.11745003,57,4.475e-05,780382,0.61271813,1809,0.00142034
2021-12-13,2021-12-13,8932424,7.00793793,3040707,2.38558827,114534632,89.85820559,20917,0.01641044,149667,0.11742132,57,4.472e-05,781303,0.61297168,1810,0.00142004
2021-12-14,2021-12-14,8951026,7.01684651,3043808,2.38608775,114615115,89.84854576,20834,0.01633209,149467,0.11716947,57,4.468e-05,782682,0.61355642,1808,0.00141732
2021-12-15,2021-12-15,8966833,7.03151215,3047294,2.38959338,114554777,89.8303009,20805,0.01631464,148303,0.11629461,57,4.47e-05,783661,0.61452264,1807,0.00141699
2021-12-16,2021-12-16,8989529,7.03912098,3050388,2.38856231,114712478,89.82395082,20748,0.01624642,148139,0.11599811,57,4.463e-05,784968,0.61465787,1812,0.00141886
2021-12-17,2021-12-17,8945373,7.00756376,3041029,2.38226004,114713319,89.86331778,20933,0.01639835,147560,0.11559452,57,4.465e-05,783028,0.613403,1810,0.00141791
2021-12-18,2021-12-18,8916809,6.98150825,3035307,2.37652515,114816270,89.89659145,21099,0.01651968,147151,0.1152134,58,4.541e-05,781883,0.61218342,1805,0.00141324
2021-12-19,2021-12-19,8935149,6.98656648,3038590,2.37593251,114963842,89.89246004,21093,0.01649303,147139,0.11505084,58,4.535e-05,782741,0.61204038,1805,0.00141136
2021-12-20,2021-12-20,8952281,6.99927049,3041894,2.3782809,114955533,89.8770794,21116,0.01650938,146967,0.11490499,59,4.613e-05,783403,0.61249747,1805,0.00141123
2021-12-21,2021-12-21,8957221,6.99507656,3045342,2.37823768,115093127,89.88114005,21038,0.01642947,147371,0.11508831,58,4.529e-05,784397,0.61256913,1810,0.00141351
2021-12-22,2021-12-22,8975453,7.00432822,3047451,2.37819161,115164048,89.87254366,20878,0.01629292,146972,0.11469506,58,4.526e-05,784844,0.61248218,1821,0.00142109
2021-12-23,2021-12-23,8992226,7.00831123,3050164,2.3772199,115310439,89.8700104,20713,0.01614318,147063,0.11461715,60,4.676e-05,785543,0.61223215,1821,0.00141924
2021-12-24,2021-12-24,8975961,6.99870003,3045717,2.37479415,115276879,89.8832221,20790,0.01621029,146880,0.11452468,60,4.678e-05,783726,0.61108367,1819,0.0014183
2021-12-25,2021-12-25,8905320,6.95144779,3035441,2.36944991,115215425,89.93657853,20681,0.01614348,146741,0.11454528,62,4.84e-05,781927,0.61036826,1817,0.00141834
2021-12-26,2021-12-26,8910609,6.95091729,3036769,2.36889871,115294134,89.9377348,20683,0.01613423,146645,0.11439367,62,4.836e-05,782563,0.61045555,1817,0.00141739
2021-12-27,2021-12-27,8902365,6.94534039,3038275,2.37036496,115284913,89.94160123,20696,0.01614636,146653,0.11441398,62,4.837e-05,782736,0.61066559,1819,0.00141913
2021-12-28,2021-12-28,8911085,6.95419916,3040076,2.37247136,115235981,89.93000986,20614,0.01608714,146599,0.11440567,62,4.838e-05,783388,0.61135498,1824,0.00142345
2021-12-29,2021-12-29,8917765,6.96157165,3041206,2.37408964,115187762,89.92027245,20569,0.016057,146305,0.11421166,62,4.84e-05,784384,0.61232219,1828,0.00142701
2021-12-30,2021-12-30,8944925,6.98099939,3044983,2.37643406,115188739,89.89818441,20541,0.01603107,146031,0.11396879,61,4.761e-05,785331,0.61290567,1831,0.00142899
2021-12-31,2021-12-31,8931504,6.97732911,3041837,2.37629607,115079301,89.90044192,20496,0.01601156,146233,0.11423784,62,4.843e-05,786232,0.6142078,1827,0.00142726
2022-01-01,2022-01-01,8937242,6.97681214,3043472,2.37587081,115163747,89.90198855,20495,0.01599932,146069,0.11402802,62,4.84e-05,786308,0.61382731,1826,0.00142546
2022-01-02,2022-01-02,8944567,6.97753592,3044926,2.37530565,115245809,89.90169919,20494,0.01598709,146225,0.11406815,62,4.837e-05,787004,0.61393119,1826,0.00142444
2022-01-03,2022-01-03,8954571,6.98487855,3047478,2.37713942,115240714,89.89178731,20477,0.01597278,146343,0.11415266,62,4.836e-05,787910,0.61459736,1825,0.00142356
2022-01-04,2022-01-04,8961807,6.98822881,3049050,2.37758513,115273510,89.88786115,20492,0.01597923,146370,0.11413625,60,4.679e-05,788348,0.61473721,1828,0.00142544
2022-01-05,2022-01-05,8969487,6.99240493,3049100,2.37700794,115298691,89.88419681,20490,0.01597353,146494,0.11420334,60,4.677e-05,788558,0.61474161,1828,0.00142507
2022-01-06,2022-01-06,8971148,6.99013947,3048568,2.37538334,115362250,89.88796271,20495,0.01596929,146532,0.11417481,60,4.675e-05,789165,0.61490162,1825,0.001422
2022-01-07,2022-01-07,8972568,6.99045916,3048157,2.37479583,115375497,89.88816807,20477,0.01595347,146700,0.11429285,60,4.675e-05,789200,0.61485969,1828,0.00142418
2022-01-08,2022-01-08,8976891,6.99004904,3048976,2.37415067,115439296,89.88928794,20474,0.01594252,146808,0.1143152,60,4.672e-05,789533,0.61478683,1825,0.00142108
2022-01-09,2022-01-09,8987856,6.9915805,3050089,2.37263957,115555751,89.88988427,20465,0.01591956,146818,0.11420853,60,4.667e-05,789699,0.61430047,1826,0.00142043
2022-01-10,2022-01-10,8992305,6.99596318,3051349,2.37393252,115533146,89.88414379,20469,0.01592477,146732,0.11415668,60,4.668e-05,789736,0.61441021,1828,0.00142217
2022-01-11,2022-01-11,8996994,6.99604948,3052172,2.37336452,115593317,89.88519558,20455,0.01590578,146787,0.11414136,60,4.666e-05,789449,0.6138744,1829,0.00142223
2022-01-12,2022-01-12,9003227,6.9993347,3054291,2.3744825,115613464,89.88080938,20450,0.01589834,147000,0.11428149,60,4.665e-05,789434,0.61372581,1828,0.00142113
2022-01-13,2022-01-13,9003204,6.99388959,3056494,2.37435268,115711401,89.88719608,20443,0.01588058,147010,0.11420065,59,4.583e-05,789128,0.61301222,1831,0.00142236
2022-01-14,2022-01-14,9013538,6.999673,3057097,2.37405992,115741817,89.88200543,20444,0.01587626,146894,0.11407396,59,4.582e-05,789163,0.61284292,1832,0.00142268
2022-01-15,2022-01-15,9028892,7.00383257,3059722,2.37346737,115866815,89.87944173,20444,0.01585868,146966,0.1140035,59,4.577e-05,788860,0.61192928,1832,0.00142111
2022-01-16,2022-01-16,9037398,7.00465899,3060789,2.37234027,115964097,89.88084342,20454,0.01585338,146996,0.11393289,59,4.573e-05,788189,0.61090539,1832,0.00141994
2022-01-17,2022-01-17,9035057,7.0047011,3062133,2.37401119,115931131,89.87911427,20463,0.01586456,147059,0.11401194,59,4.574e-05,787887,0.61083322,1829,0.00141799
2022-01-18,2022-01-18,9045427,7.00785579,3062138,2.37236136,116010611,89.87808224,20461,0.01585196,147108,0.11397048,59,4.571e-05,787897,0.61041547,1829,0.001417
2022-01-19,2022-01-19,9051659,7.00958646,3064209,2.37291726,116058576,89.87552699,20433,0.01582327,147025,0.11385586,59,4.569e-05,788781,0.61083041,1826,0.00141405
2022-01-20,2022-01-20,9057027,7.00916219,3064113,2.37129303,116137838,89.87816229,20435,0.01581449,146980,0.11374667,58,4.489e-05,788696,0.61036565,1823,0.00141081
2022-01-21,2022-01-21,9068485,7.01477593,3065075,2.37093785,116184446,89.87254815,20455,0.01582263,147467,0.11407065,58,4.486e-05,789104,0.61039829,1812,0.00140164
2022-01-22,2022-01-22,9063165,7.01335482,3061724,2.36925586,116145499,89.87694638,20449,0.01582406,147522,0.11415704,58,4.488e-05,787013,0.60901478,1812,0.00140218
2022-01-23,2022-01-23,9075663,7.01834896,3062442,2.36823322,116218222,89.87332802,20467,0.01582744,147447,0.11402302,58,4.485e-05,787252,0.60879401,1811,0.00140047
2022-01-24,2022-01-24,9083692,7.02423498,3061884,2.36769286,116218059,89.86907036,20458,0.01581976,147883,0.11435493,58,4.485e-05,785465,0.60738417,1808,0.00139809
2022-01-25,2022-01-25,9099767,7.03151407,3064059,2.36764018,116294229,89.86213691,20460,0.01580972,147800,0.11420708,58,4.482e-05,785862,0.60724629,1813,0.00140093
2022-01-26,2022-01-26,9112655,7.03617037,3065775,2.36718226,116376890,89.85829328,20467,0.01580322,147686,0.11403305,57,4.401e-05,786233,0.60707547,1811,0.00139833
2022-01-27,2022-01-27,9122599,7.0407208,3067918,2.36778511,116421731,89.85300169,20477,0.01580392,148024,0.11424328,56,4.322e-05,786491,0.60700504,1810,0.00139694
2022-01-28,2022-01-28,9106897,7.0266555,3068125,2.36728903,116474352,89.86871664,20480,0.01580186,147694,0.11395702,56,4.321e-05,785586,0.60613864,1812,0.00139809
2022-01-29,2022-01-29,9063973,6.99187676,3054700,2.35637131,116564963,89.91728641,20838,0.01607427,147339,0.11365613,56,4.32e-05,782087,0.6032957,1810,0.00139622
2022-01-30,2022-01-30,8994302,6.94157686,3040947,2.34692668,116587600,89.97938767,20966,0.01618103,146498,0.11306348,59,4.553e-05,779274,0.60142414,1807,0.0013946
2022-01-31,2022-01-31,8992274,6.94685173,3042407,2.3503677,116459785,89.9693291,20611,0.01592273,146371,0.11307681,60,4.635e-05,780558,0.60300884,1808,0.00139674
2022-02-01,2022-02-01,8981524,6.94467091,3042893,2.35281791,116356416,89.96880903,20442,0.01580611,145524,0.11252169,68,5.258e-05,781067,0.60393462,1794,0.00138715
2022-02-02,2022-02-02,8979729,6.94279871,3044541,2.35392798,116364587,89.96885148,20424,0.01579109,145688,0.11264064,68,5.258e-05,781917,0.60454969,1795,0.00138783
2022-02-03,2022-02-03,8985377,6.94402529,3046368,2.35427589,116414829,89.96701158,20453,0.01580637,145635,0.11254877,68,5.255e-05,782718,0.60489544,1791,0.00138411
2022-02-04,2022-02-04,9001681,6.95026251,3049312,2.35439568,116513401,89.96083316,20458,0.01579577,145578,0.11240182,68,5.25e-05,783414,0.60487957,1786,0.00137898
2022-02-05,2022-02-05,9002452,6.94848257,3049385,2.35364749,116556457,89.9633244,20445,0.01578034,145681,0.11244291,68,5.249e-05,783700,0.60489362,1783,0.0013762
2022-02-06,2022-02-06,8985542,6.94031072,3048854,2.35489346,116483085,89.96995432,20466,0.01580766,145611,0.11246796,68,5.252e-05,783463,0.60513619,1783,0.00137717
2022-02-07,2022-02-07,8996613,6.94480828,3051937,2.35589964,116544788,89.96510232,20412,0.01575675,145558,0.11236144,68,5.249e-05,783275,0.60463807,1789,0.00138099
2022-02-08,2022-02-08,8976116,6.93107865,3050033,2.35514098,116528118,89.97940208,20422,0.01576924,145688,0.11249576,68,5.251e-05,783093,0.60468015,1788,0.00138064
2022-02-09,2022-02-09,8979618,6.9381047,3052591,2.35858541,116440499,89.96778852,20403,0.01576438,145661,0.11254502,68,5.254e-05,784027,0.60577871,1787,0.00138073
2022-02-10,2022-02-10,8977957,6.9446268,3052242,2.36096938,116303254,89.96286069,20480,0.01584168,145735,0.1127289,69,5.337e-05,777664,0.60153844,1785,0.00138073
2022-02-11,2022-02-11,8963245,6.93988674,3054732,2.36515839,116190512,89.96172629,20485,0.01586073,145914,0.11297545,68,5.265e-05,778753,0.6029577,1785,0.00138206
2022-02-12,2022-02-12,8957008,6.95982195,3056103,2.37466939,115735855,89.929689,20480,0.01591348,145846,0.11332603,68,5.284e-05,778788,0.60513799,1788,0.00138932
2022-02-13,2022-02-13,8965073,6.9620227,3057025,2.37399935,115801817,89.92842315,20476,0.01590108,145872,0.11328008,68,5.281e-05,778979,0.60493311,1787,0.00138773
2022-02-14,2022-02-14,8968714,6.9622919,3058900,2.37458288,115843856,89.92802535,20489,0.01590533,145686,0.11309408,68,5.279e-05,778914,0.60466045,1787,0.00138722
2022-02-15,2022-02-15,8971136,6.96715275,3060473,2.37682082,115785062,89.92085424,20514,0.01593156,145605,0.11307958,69,5.359e-05,778661,0.60472276,1783,0.00138471
2022-02-16,2022-02-16,8981326,6.96989117,3061504,2.37585738,115868974,89.91925456,20498,0.01590732,145663,0.11304069,69,5.355e-05,779098,0.6046132,1781,0.00138213
2022-02-17,2022-02-17,8986263,6.97022464,3062055,2.3750931,115928039,89.91996716,20506,0.01590555,145321,0.11271871,69,5.352e-05,779543,0.60465511,1782,0.00138221
2022-02-18,2022-02-18,9003343,6.9801032,3063605,2.37514877,115970952,89.90984939,20511,0.01590175,145218,0.11258447,69,5.349e-05,780336,0.60497815,1781,0.00138077
2022-02-19,2022-02-19,9006358,6.9823311,3065611,2.37666669,115967158,89.90549722,20525,0.01591235,145290,0.11263853,69,5.349e-05,781048,0.60552065,1780,0.00137998
2022-02-20,2022-02-20,9015703,6.98396721,3068101,2.3766884,116058739,89.90429558,20513,0.01589029,145321,0.11257215,69,5.345e-05,781201,0.60515327,1781,0.00137964
2022-02-21,2022-02-21,9022419,6.98711112,3070570,2.37790041,116087503,89.90009034,20497,0.01587322,145286,0.11251189,69,5.343e-05,781336,0.60507958,1782,0.00138001
2022-02-22,2022-02-22,9034596,6.99262172,3073871,2.37912322,116143878,89.8933615,20510,0.01587439,145223,0.1124001,69,5.34e-05,781910,0.60518488,1784,0.00138079
2022-02-23,2022-02-23,9043681,6.995183,3073363,2.37721085,116217359,89.89278746,20498,0.01585497,145324,0.11240644,69,5.337e-05,782331,0.60512401,1784,0.0013799
2022-02-24,2022-02-24,9053120,7.00031138,3076510,2.37890672,116244197,89.88564993,20514,0.01586242,145585,0.11257338,69,5.335e-05,782760,0.60526799,1778,0.00137484
2022-02-25,2022-02-25,9062898,7.00331582,3078946,2.37924241,116315471,89.88228471,20516,0.01585365,145493,0.1124291,70,5.409e-05,783499,0.60544551,1779,0.00137471
2022-02-26,2022-02-26,9063633,6.99997656,3081169,2.37963196,116384183,89.88520971,20521,0.01584867,145480,0.11235634,70,5.406e-05,784068,0.6055472,1781,0.00137549
2022-02-27,2022-02-27,9080847,7.00693295,3085618,2.3809143,116478913,89.87707136,20524,0.01583666,145471,0.11224785,70,5.401e-05,784806,0.60556939,1780,0.00137348
2022-02-28,2022-02-28,9093706,7.0144002,3090991,2.38422574,116504932,89.86569596,20542,0.015845,145564,0.11228031,71,5.477e-05,785671,0.60602474,1910,0.00147327
2022-03-01,2022-03-01,9106666,7.02837089,3094042,2.38792932,116414967,89.84710383,20513,0.01583159,145703,0.11245111,70,5.402e-05,786211,0.60678436,1911,0.00147488
2022-03-02,2022-03-02,9093311,7.0215769,3094671,2.38961039,116362872,89.8518542,20512,0.01583874,145759,0.11255065,70,5.405e-05,786146,0.60703792,1913,0.00147716
2022-03-03,2022-03-03,9092472,7.01959647,3096431,2.39051559,116385906,89.85258292,20533,0.01585195,145725,0.11250303,70,5.404e-05,786783,0.60741448,1919,0.00148151
2022-03-04,2022-03-04,9096991,7.02104164,3097840,2.39090746,116417619,89.85091335,20532,0.01584656,145648,0.11241087,70,5.403e-05,786926,0.6073481,1915,0.00147799
2022-03-05,2022-03-05,9105987,7.0220546,3100785,2.39116106,116514629,89.84990711,20519,0.01582317,145607,0.1122844,70,5.398e-05,787449,0.60723894,1915,0.00147675
2022-03-06,2022-03-06,9113077,7.02488926,3102324,2.3914516,116553865,89.84649139,20497,0.01580028,145780,0.11237569,70,5.396e-05,788035,0.60746317,1913,0.00147465
2022-03-07,2022-03-07,9122802,7.03079689,3105114,2.39306146,116570547,89.83904721,20470,0.0157759,145847,0.11240194,70,5.395e-05,788108,0.60738217,1921,0.00148048
2022-03-08,2022-03-08,9129098,7.03536988,3109419,2.39628414,116564914,89.83114053,20464,0.01577065,145743,0.11231733,70,5.395e-05,788394,0.60757847,1927,0.00148505
2022-03-09,2022-03-09,9136498,7.03601098,3112379,2.39684098,116648749,89.8311233,20444,0.01574391,145528,0.11207102,69,5.314e-05,787784,0.60667193,1928,0.00148475
2022-03-10,2022-03-10,9144017,7.04064902,3114471,2.39805954,116659764,89.82490437,20423,0.01572516,145729,0.11220744,69,5.313e-05,788229,0.60691529,1930,0.00148605
2022-03-11,2022-03-11,9155524,7.04428322,3118418,2.39931866,116740861,89.82071236,20329,0.01564118,145593,0.11201962,69,5.309e-05,788244,0.60647692,1943,0.00149495
2022-03-12,2022-03-12,9163199,7.04617068,3119739,2.39896716,116805592,89.81930191,20331,0.01563381,145391,0.11180045,69,5.306e-05,788826,0.60657884,1943,0.0014941
2022-03-13,2022-03-13,9167067,7.04470072,3121000,2.39842372,116881978,89.82137407,20326,0.01562011,145417,0.11174995,69,5.303e-05,789334,0.6065868,1941,0.00149162
2022-03-14,2022-03-14,9168451,7.04388812,3122694,2.39908652,116913522,89.82169053,20380,0.01565744,145470,0.11176091,69,5.301e-05,789267,0.6063738,1939,0.00148968
2022-03-15,2022-03-15,9168825,7.04118099,3123211,2.3984637,116968425,89.82567019,20403,0.01566844,145149,0.11146689,69,5.299e-05,789123,0.60600544,1942,0.00149136
2022-03-16,2022-03-16,9174593,7.04281961,3124375,2.39840716,117012886,89.8242187,20399,0.01565917,144926,0.11125155,68,5.22e-05,789546,0.60609011,1956,0.00150151
2022-03-17,2022-03-17,9172441,7.03708731,3122575,2.39563633,117093095,89.83370218,20403,0.01565316,144784,0.11107814,68,5.217e-05,788957,0.605287,1960,0.00150371
2022-03-18,2022-03-18,9185665,7.04474166,3123558,2.3955434,117125222,89.82658643,20396,0.01564226,144757,0.11101816,68,5.215e-05,788741,0.60490738,1967,0.00150855
2022-03-19,2022-03-19,9183232,7.03917411,3122553,2.39351399,117197221,89.83456412,20403,0.0156394,144740,0.11094678,68,5.212e-05,788758,0.60460249,1966,0.00150699
2022-03-20,2022-03-20,9192009,7.04138466,3122497,2.39193657,117271889,89.83416789,20399,0.01562631,144764,0.11089404,68,5.209e-05,789044,0.60443395,1964,0.00150449
2022-03-21,2022-03-21,9198207,7.04307004,3123330,2.39153478,117321559,89.8331552,20413,0.01563024,144709,0.11080373,68,5.207e-05,789147,0.60425011,1964,0.00150384
2022-03-22,2022-03-22,9205236,7.0434987,3124387,2.39066285,117405010,89.83387663,20442,0.01564145,144675,0.11069984,68,5.203e-05,789465,0.60406878,1960,0.00149972
2022-03-23,2022-03-23,9206370,7.04380565,3125941,2.39166152,117412011,89.83208222,20402,0.0156096,144674,0.11069027,68,5.203e-05,790221,0.60459911,1960,0.0014996
2022-03-24,2022-03-24,9204209,7.03850285,3127009,2.39123881,117480488,89.83789367,20416,0.01561221,144605,0.11058014,68,5.2e-05,790665,0.60462532,1955,0.001495
2022-03-25,2022-03-25,9205016,7.03647394,3128218,2.39126412,117527194,89.83982628,20453,0.01563463,144605,0.11053857,68,5.198e-05,791094,0.60472598,1942,0.0014845
2022-03-26,2022-03-26,9208488,7.03399161,3129748,2.39068793,117617123,89.84296399,20422,0.01559954,144679,0.11051444,68,5.194e-05,791646,0.60470637,1943,0.00148418
2022-03-27,2022-03-27,9214272,7.0336301,3131103,2.39009879,117698558,89.8441158,20407,0.0155775,144666,0.11042947,68,5.191e-05,792060,0.60461174,1945,0.0014847
2022-03-28,2022-03-28,9217006,7.03646556,3131772,2.39086378,117680564,89.83993666,20309,0.01550434,144910,0.11062749,67,5.115e-05,792568,0.60506388,1948,0.00148715
2022-03-29,2022-03-29,9224953,7.03775811,3132862,2.3900745,117759804,89.83948383,20320,0.01550222,145434,0.11095225,68,5.188e-05,792630,0.60470099,1935,0.00147622
2022-03-30,2022-03-30,9233034,7.04122055,3133670,2.38977367,117799595,89.83535951,20331,0.01550466,145453,0.11092417,69,5.262e-05,794237,0.6056945,1928,0.00147032
2022-03-31,2022-03-31,9249054,7.0481966,3135489,2.38938414,117878590,89.82880603,20367,0.01552057,145289,0.11071678,69,5.258e-05,795040,0.60585636,1925,0.00146694
2022-04-01,2022-04-01,9264057,7.0564514,3136381,2.3889879,117921459,89.82101951,20329,0.01548464,145200,0.11059914,69,5.256e-05,795502,0.60593552,1929,0.00146932
2022-04-02,2022-04-02,9263149,7.0549205,3136532,2.38881874,117936617,89.82187995,20341,0.01549194,145113,0.11051972,69,5.255e-05,796794,0.60684745,1929,0.00146915
2022-04-03,2022-04-03,9268742,7.05491009,3138411,2.38880394,118007239,89.82130052,20338,0.01548028,144979,0.11035088,69,5.252e-05,798309,0.60763351,1929,0.00146826
2022-04-04,2022-04-04,9280761,7.06115269,3141099,2.38986648,118045469,89.813441,20329,0.01546707,144924,0.11026364,69,5.25e-05,799497,0.60828744,1931,0.00146918
2022-04-05,2022-04-05,9294308,7.06640557,3142222,2.38901218,118124732,89.80951186,20347,0.0154697,145003,0.11024489,69,5.246e-05,799477,0.60783748,1928,0.00146585
2022-04-06,2022-04-06,9308539,7.07355726,3144495,2.38950124,118176564,89.80235165,20350,0.01546396,145117,0.11027438,69,5.243e-05,799230,0.60733475,1927,0.00146433
2022-04-07,2022-04-07,9315892,7.07674053,3146179,2.38996893,118212825,89.7993976,20345,0.01545491,145056,0.11019059,69,5.242e-05,798710,0.60673346,1924,0.00146155
2022-04-08,2022-04-08,9333562,7.08351359,3148623,2.38958222,118315606,89.79317894,20347,0.01544193,145283,0.11025952,68,5.161e-05,799168,0.606512,1924,0.00146018
2022-04-09,2022-04-09,9337169,7.08109991,3149801,2.38873855,118407033,89.79724266,20341,0.01542616,145466,0.11031816,68,5.157e-05,798631,0.60566387,1924,0.00145912
2022-04-10,2022-04-10,9339347,7.07908671,3150193,2.38779964,118472590,89.80046866,20329,0.01540908,145485,0.11027548,68,5.154e-05,798763,0.60545052,1924,0.00145836
2022-04-11,2022-04-11,9344919,7.07947589,3152060,2.38792147,118536251,89.80008607,20305,0.01538256,145569,0.11027942,68,5.152e-05,799052,0.60534172,1929,0.00146136
2022-04-12,2022-04-12,9355008,7.0865392,3154723,2.38974335,118534349,89.79129793,20304,0.01538054,145705,0.11037342,68,5.151e-05,798867,0.60515205,1930,0.001462
2022-04-13,2022-04-13,9359887,7.08677168,3156504,2.38992449,118591773,89.790915,20350,0.01540786,145617,0.11025287,67,5.073e-05,799340,0.60521458,1932,0.0014628
2022-04-14,2022-04-14,9370491,7.08990758,3158735,2.38996433,118669875,89.78808544,20302,0.01536091,145477,0.11007091,67,5.069e-05,799737,0.60509758,1933,0.00146255
2022-04-15,2022-04-15,9372749,7.08477567,3159466,2.3882116,118793461,89.79489611,20313,0.01535441,145503,0.10998439,67,5.064e-05,800735,0.6052683,1930,0.00145887
2022-04-16,2022-04-16,9381146,7.08399831,3160622,2.38668505,118916493,89.79758294,20304,0.01533219,145515,0.10988295,68,5.135e-05,801200,0.60501131,1928,0.00145589
2022-04-17,2022-04-17,9387252,7.08420458,3163311,2.38723135,118989406,89.79681112,20292,0.01531361,145589,0.10987052,68,5.132e-05,801766,0.60506252,1928,0.00145499
2022-04-18,2022-04-18,9396396,7.09100744,3164315,2.38795611,118980367,89.78875175,20318,0.01533302,145678,0.10993617,67,5.056e-05,802368,0.60550848,1930,0.00145648
2022-04-19,2022-04-19,9403323,7.09059808,3166920,2.38802356,119075949,89.78950266,20306,0.01531179,145498,0.10971311,67,5.052e-05,802788,0.6053442,1931,0.00145608
2022-04-20,2022-04-20,9413058,7.09427184,3169194,2.38850369,119132688,89.78587761,20316,0.01531141,145423,0.10959991,67,5.05e-05,802654,0.60493048,1930,0.00145457
2022-04-21,2022-04-21,9415463,7.09405026,3167631,2.38664137,119169368,89.78777634,20316,0.01530702,145306,0.10948034,67,5.048e-05,803296,0.60524078,1929,0.0014534
2022-04-22,2022-04-22,9432401,7.1022868,3170049,2.38694232,119233917,89.7792062,20319,0.01529954,145339,0.10943547,67,5.045e-05,803921,0.60532599,1930,0.00145323
2022-04-23,2022-04-23,9435759,7.10123523,3171179,2.38659,119296233,89.78086583,20301,0.01527828,145368,0.10940215,66,4.967e-05,804059,0.60512483,1932,0.001454
2022-04-24,2022-04-24,9444079,7.10398895,3172478,2.38638926,119352156,89.77862188,20297,0.01526773,145124,0.10916462,66,4.965e-05,804377,0.60506539,1931,0.00145253
2022-04-25,2022-04-25,9429161,7.09498287,3170780,2.385857,119328068,89.78853986,20307,0.01528003,145495,0.10947788,65,4.891e-05,803188,0.60435972,1932,0.00145374
2022-04-26,2022-04-26,9440395,7.09957385,3172098,2.38555103,119387672,89.78454755,20312,0.01527548,145553,0.10946197,65,4.888e-05,803264,0.60408829,1932,0.00145295
2022-04-27,2022-04-27,9453772,7.10537004,3175031,2.38632475,119451186,89.77843743,20346,0.01529187,145528,0.10937754,65,4.885e-05,803228,0.60369894,1930,0.00145057
2022-04-28,2022-04-28,9469576,7.11436989,3177923,2.38753242,119485969,89.76826213,20310,0.01525864,145500,0.10931227,65,4.883e-05,803637,0.60376208,1935,0.00145374
2022-04-29,2022-04-29,9478584,7.11944573,3179224,2.38794241,119507122,89.76282425,20336,0.01527454,145503,0.10928855,65,4.882e-05,803773,0.60372079,1937,0.0014549
2022-04-30,2022-04-30,9480704,7.12033293,3180784,2.38887756,119516546,89.76101333,20351,0.0152843,145352,0.10916432,65,4.882e-05,803990,0.60382399,1937,0.00145475
2022-05-01,2022-05-01,9495729,7.12478287,3183809,2.38885796,119626005,89.75712253,20348,0.0152674,145448,0.10913174,65,4.877e-05,804112,0.60333687,1935,0.00145186
2022-05-02,2022-05-02,9511201,7.13372339,3187693,2.39087788,119655967,89.74603424,20267,0.01520094,145672,0.10925894,64,4.8e-05,804504,0.60340529,1935,0.00145132
2022-05-03,2022-05-03,9535149,7.14488175,3191487,2.39144635,119755375,89.73514663,20266,0.01518573,146133,0.10950044,63,4.721e-05,803848,0.60233971,1938,0.00145218
2022-05-04,2022-05-04,9551240,7.15564804,3195374,2.39392704,119759812,89.72228355,20314,0.01521895,145883,0.10929339,63,4.72e-05,803718,0.60213366,1933,0.00144818
2022-05-05,2022-05-05,9550059,7.15933229,3194356,2.39469265,119676829,89.71737095,20334,0.01524366,145748,0.10926198,63,4.723e-05,803820,0.60259465,1943,0.0014566
2022-05-06,2022-05-06,9556649,7.16636591,3196512,2.3970091,119628967,89.70769474,20394,0.01529311,145836,0.1093599,63,4.724e-05,803827,0.60277597,1939,0.00145402
2022-05-07,2022-05-07,9547578,7.15637778,3197317,2.39654584,119697020,89.71878457,20403,0.01529305,145454,0.1090249,63,4.722e-05,803783,0.60247476,1937,0.00145188
2022-05-08,2022-05-08,9557169,7.16140164,3199079,2.39714183,119725438,89.71296295,20412,0.01529517,145567,0.10907663,63,4.721e-05,804225,0.60262388,1936,0.00145069
2022-05-09,2022-05-09,9572091,7.17241057,3201695,2.39904437,119709828,89.69910915,20305,0.01521463,145898,0.10932202,65,4.87e-05,805285,0.60340365,1931,0.00144691
2022-05-10,2022-05-10,9601437,7.18792893,3207127,2.4009532,119794331,89.6816942,20324,0.01521517,146035,0.10932626,64,4.791e-05,805988,0.60338723,1933,0.0014471
2022-05-11,2022-05-11,9626589,7.2050148,3215813,2.40687332,119791685,89.65801521,20278,0.01517706,146436,0.10959994,62,4.64e-05,806753,0.6038138,1950,0.00145948
2022-05-12,2022-05-12,9650370,7.22205271,3222846,2.41188303,119775716,89.6366185,20238,0.01514552,146198,0.10941028,62,4.64e-05,806265,0.60338498,1949,0.00145857
2022-05-13,2022-05-13,9645207,7.22058356,3224339,2.41380088,119732136,89.63373135,20163,0.0150944,146912,0.10998109,63,4.716e-05,808563,0.60530549,1945,0.00145606
