start_time,date,nrpl
2022-09-12,2022-09-12,63989402.5081572
2022-09-13,2022-09-13,-1040463645.5698647
2022-09-14,2022-09-14,-481407172.46941346
2022-09-15,2022-09-15,-509938878.7635862
2022-09-16,2022-09-16,-166057390.22787458
2022-09-17,2022-09-17,-67107032.46323116
2022-09-18,2022-09-18,-114973077.17139864
2022-09-19,2022-09-19,-403626237.2104097
2022-09-20,2022-09-20,-326595041.3409
2022-09-21,2022-09-21,-262510066.1299079
2022-09-22,2022-09-22,-122958018.79976308
2022-09-23,2022-09-23,-147118330.3930755
2022-09-24,2022-09-24,-50912910.42589835
2022-09-25,2022-09-25,-99292770.9656892
2022-09-26,2022-09-26,-82172166.56465831
2022-09-27,2022-09-27,-178684386.08204925
2022-09-28,2022-09-28,-342995782.5947402
2022-09-29,2022-09-29,-169739834.82240662
2022-09-30,2022-09-30,-251118570.9047292
2022-10-01,2022-10-01,-72506237.90587892
2022-10-02,2022-10-02,-75658769.38239546
2022-10-03,2022-10-03,-88214562.50697967
2022-10-04,2022-10-04,-60134626.12070745
2022-10-05,2022-10-05,-110718448.18556106
2022-10-06,2022-10-06,-99602415.99079327
2022-10-07,2022-10-07,-96650865.42646807
2022-10-08,2022-10-08,-264405922.68786287
2022-10-09,2022-10-09,-36564503.0706941
2022-10-10,2022-10-10,-177923089.99448296
2022-10-11,2022-10-11,-162298729.5879879
2022-10-12,2022-10-12,-450046637.36383975
2022-10-13,2022-10-13,-141056642.23586428
2022-10-14,2022-10-14,-86982987.20343895
2022-10-15,2022-10-15,-62931383.0882224
2022-10-16,2022-10-16,-63698838.87336821
2022-10-17,2022-10-17,-362082512.41362584
2022-10-18,2022-10-18,247810270.6610352
2022-10-19,2022-10-19,-211224231.01480895
2022-10-20,2022-10-20,-131773086.9957526
2022-10-21,2022-10-21,-108459519.16150992
2022-10-22,2022-10-22,-260299668.3275345
2022-10-23,2022-10-23,-31829351.65131755
2022-10-24,2022-10-24,-68480609.10129382
2022-10-25,2022-10-25,96921899.82892597
2022-10-26,2022-10-26,177766221.7994182
2022-10-27,2022-10-27,24855739.80566142
2022-10-28,2022-10-28,-68178669.18021736
2022-10-29,2022-10-29,18516429.78952653
2022-10-30,2022-10-30,-93083552.65674327
2022-10-31,2022-10-31,-109188355.19619532
2022-11-01,2022-11-01,-110970360.6336856
2022-11-02,2022-11-02,-97505032.71796076
2022-11-03,2022-11-03,-65484878.32724212
2022-11-04,2022-11-04,487088414.5963708
2022-11-05,2022-11-05,26638279.45717911
2022-11-06,2022-11-06,-162146540.9534353
2022-11-07,2022-11-07,-1055711799.8483208
2022-11-08,2022-11-08,-651572445.9333563
2022-11-09,2022-11-09,-1958911398.960227
2022-11-10,2022-11-10,-765482870.4580184
2022-11-11,2022-11-11,-667830498.717382
2022-11-12,2022-11-12,-979186017.375844
2022-11-13,2022-11-13,-262319886.72655573
2022-11-14,2022-11-14,-675070727.5996776
2022-11-15,2022-11-15,-718653199.1739339
2022-11-16,2022-11-16,-902296949.4219764
2022-11-17,2022-11-17,-1646508266.5949254
2022-11-18,2022-11-18,-4302548867.159685
2022-11-19,2022-11-19,-224482667.56780297
2022-11-20,2022-11-20,-265934752.7870027
2022-11-21,2022-11-21,-691945214.7695558
2022-11-22,2022-11-22,-553309221.6258022
2022-11-23,2022-11-23,188458153.4636908
2022-11-24,2022-11-24,-232762904.6602444
2022-11-25,2022-11-25,-247436643.56153017
2022-11-26,2022-11-26,-237825187.18830752
2022-11-27,2022-11-27,-90445716.78621969
2022-11-28,2022-11-28,-532386095.5258168
2022-11-29,2022-11-29,-165525372.06663188
2022-11-30,2022-11-30,-209106819.91811985
2022-12-01,2022-12-01,-157341395.649488
2022-12-02,2022-12-02,-259429905.00094315
2022-12-03,2022-12-03,-94835156.73514809
2022-12-04,2022-12-04,-203379889.8329952
2022-12-05,2022-12-05,-1057958546.567522
2022-12-06,2022-12-06,-348652074.90099627
2022-12-07,2022-12-07,-82087505.76758844
2022-12-08,2022-12-08,-188957535.30604511
2022-12-09,2022-12-09,-323523442.0957064
2022-12-10,2022-12-10,-7077030.62760869
2022-12-11,2022-12-11,-123020182.89931904
2022-12-12,2022-12-12,-102506773.84935176
2022-12-13,2022-12-13,-208853142.00659657
2022-12-14,2022-12-14,-291637832.2752897
2022-12-15,2022-12-15,-119446633.11477572
2022-12-16,2022-12-16,-185883979.58943275
2022-12-17,2022-12-17,-159523602.1006486
2022-12-18,2022-12-18,-70450360.121084
2022-12-19,2022-12-19,-532460562.98791367
2022-12-20,2022-12-20,-101565892.99631722
2022-12-21,2022-12-21,-280322666.7494636
2022-12-22,2022-12-22,-142041321.39531106
2022-12-23,2022-12-23,-159076779.65483132
2022-12-24,2022-12-24,-80252961.3000127
2022-12-25,2022-12-25,-207647415.25525248
2022-12-26,2022-12-26,-50581586.04433443
2022-12-27,2022-12-27,-192251410.79041076
2022-12-28,2022-12-28,-527750584.02445674
2022-12-29,2022-12-29,-385020408.6022015
2022-12-30,2022-12-30,-148998197.0336263
2022-12-31,2022-12-31,-800275834.5330139
2023-01-01,2023-01-01,-63997144.02714976
2023-01-02,2023-01-02,-30735270.73624072
2023-01-03,2023-01-03,-170483415.58260977
2023-01-04,2023-01-04,-217980570.32158285
2023-01-05,2023-01-05,-135483448.9093464
2023-01-06,2023-01-06,-223785273.78455216
2023-01-07,2023-01-07,-88806297.91835807
2023-01-08,2023-01-08,-40534576.72442618
2023-01-09,2023-01-09,-20638208.83708693
2023-01-10,2023-01-10,-206118008.35060003
2023-01-11,2023-01-11,-316219677.71070457
2023-01-12,2023-01-12,160692363.9238495
2023-01-13,2023-01-13,198924929.4462135
2023-01-14,2023-01-14,268149494.69084573
2023-01-15,2023-01-15,62289902.80760021
2023-01-16,2023-01-16,174303573.58446807
2023-01-17,2023-01-17,245225562.2211845
2023-01-18,2023-01-18,5383688.55166094
2023-01-19,2023-01-19,-118947409.86805728
2023-01-20,2023-01-20,175374505.82565868
2023-01-21,2023-01-21,254484403.6122281
2023-01-22,2023-01-22,135092977.82705775
2023-01-23,2023-01-23,94510487.44232792
2023-01-24,2023-01-24,116847980.917439
2023-01-25,2023-01-25,106668393.80812223
2023-01-26,2023-01-26,-172217416.98781097
2023-01-27,2023-01-27,-225755964.0018542
2023-01-28,2023-01-28,60900863.83510678
2023-01-29,2023-01-29,115281175.95690358
2023-01-30,2023-01-30,78785102.11816272
2023-01-31,2023-01-31,115675188.97158596
2023-02-01,2023-02-01,366506421.5936916
2023-02-02,2023-02-02,167738618.6274978
2023-02-03,2023-02-03,100361113.4189014
2023-02-04,2023-02-04,141015112.6751961
2023-02-05,2023-02-05,3282192.85278496
2023-02-06,2023-02-06,35992753.89442779
2023-02-07,2023-02-07,32922961.35531237
2023-02-08,2023-02-08,68832197.1248887
2023-02-09,2023-02-09,-16611085.87067201
2023-02-10,2023-02-10,-162916377.27631587
2023-02-11,2023-02-11,-25237883.62937198
2023-02-12,2023-02-12,-23763680.82321202
2023-02-13,2023-02-13,-75321540.07731456
2023-02-14,2023-02-14,-6176895.78681799
2023-02-15,2023-02-15,160460188.20910475
2023-02-16,2023-02-16,369681453.3739273
2023-02-17,2023-02-17,86640196.96290623
2023-02-18,2023-02-18,76758657.43127951
2023-02-19,2023-02-19,63832458.76772666
2023-02-20,2023-02-20,94398026.6107068
2023-02-21,2023-02-21,65692937.87792074
2023-02-22,2023-02-22,-98989326.29207335
2023-02-23,2023-02-23,94799698.73259196
2023-02-24,2023-02-24,-48375497.88050169
2023-02-25,2023-02-25,-82476273.68771209
2023-02-26,2023-02-26,20561386.49608468
2023-02-27,2023-02-27,69138421.46611206
2023-02-28,2023-02-28,-332680719.29147154
2023-03-01,2023-03-01,-170307079.21075034
2023-03-02,2023-03-02,-51722099.32097548
2023-03-03,2023-03-03,-151509573.91599545
2023-03-04,2023-03-04,-38171893.79532608
2023-03-05,2023-03-05,-230146927.720656
2023-03-06,2023-03-06,-91534190.31166498
2023-03-07,2023-03-07,-1291524485.864005
2023-03-08,2023-03-08,-101960289.4780234
2023-03-09,2023-03-09,-222784333.03368524
2023-03-10,2023-03-10,-401008258.0678124
2023-03-11,2023-03-11,-95184056.42248654
2023-03-12,2023-03-12,-23189421.5559059
2023-03-13,2023-03-13,510042736.1912587
2023-03-14,2023-03-14,603587454.9553691
2023-03-15,2023-03-15,227309111.8292545
2023-03-16,2023-03-16,193262715.65216517
2023-03-17,2023-03-17,875863472.6061119
2023-03-18,2023-03-18,247552258.148362
2023-03-19,2023-03-19,242728555.4554784
2023-03-20,2023-03-20,399384750.13642734
2023-03-21,2023-03-21,374878301.9180791
2023-03-22,2023-03-22,271693045.5106187
2023-03-23,2023-03-23,512299679.91691417
2023-03-24,2023-03-24,177888587.63022634
2023-03-25,2023-03-25,31011722.71408867
2023-03-26,2023-03-26,149377186.761008
2023-03-27,2023-03-27,548039115.7404934
2023-03-28,2023-03-28,90925722.28614932
2023-03-29,2023-03-29,322400980.7276249
2023-03-30,2023-03-30,-5802702048.036558
2023-03-31,2023-03-31,337577224.122575
2023-04-01,2023-04-01,169295210.92613995
2023-04-02,2023-04-02,49479494.56363182
2023-04-03,2023-04-03,119233098.84168938
2023-04-04,2023-04-04,107038890.52294068
2023-04-05,2023-04-05,340421973.3500355
2023-04-06,2023-04-06,20860571.44679385
2023-04-07,2023-04-07,-84863367.30558614
2023-04-08,2023-04-08,35709523.1678273
2023-04-09,2023-04-09,35087992.71440997
2023-04-10,2023-04-10,231344441.00486785
2023-04-11,2023-04-11,699357024.824997
2023-04-12,2023-04-12,117648451.35568616
2023-04-13,2023-04-13,319631995.7557364
2023-04-14,2023-04-14,418908721.9439092
2023-04-15,2023-04-15,58510975.41214901
2023-04-16,2023-04-16,78719747.69387375
2023-04-17,2023-04-17,13034761.14492163
2023-04-18,2023-04-18,270449155.9786725
2023-04-19,2023-04-19,259226459.89654475
2023-04-20,2023-04-20,-32058347.74687433
2023-04-21,2023-04-21,48500154.39437883
2023-04-22,2023-04-22,-25802484.54660726
2023-04-23,2023-04-23,75783070.84918912
2023-04-24,2023-04-24,-42185958.75817722
2023-04-25,2023-04-25,-20198727.71065408
2023-04-26,2023-04-26,285687507.604754
2023-04-27,2023-04-27,141030869.35047483
2023-04-28,2023-04-28,192753845.29200011
2023-04-29,2023-04-29,145856767.60465217
2023-04-30,2023-04-30,36904295.34218902
2023-05-01,2023-05-01,-73546741.26452324
2023-05-02,2023-05-02,68893189.8810444
2023-05-03,2023-05-03,587391088.7393962
2023-05-04,2023-05-04,61440462.49950954
2023-05-05,2023-05-05,125269539.68139184
2023-05-06,2023-05-06,21774819.90436365
2023-05-07,2023-05-07,1992746576.1266432
2023-05-08,2023-05-08,119905353.28002776
2023-05-09,2023-05-09,-94842259.18836594
2023-05-10,2023-05-10,-3519956.23996895
2023-05-11,2023-05-11,-93265695.59686702
2023-05-12,2023-05-12,-48306271.15467421
2023-05-13,2023-05-13,-3175643.91000976
2023-05-14,2023-05-14,36163719.96143145
2023-05-15,2023-05-15,436970819.4768389
2023-05-16,2023-05-16,114677364.61185136
2023-05-17,2023-05-17,10693221.5524934
2023-05-18,2023-05-18,-32922336.02126679
2023-05-19,2023-05-19,-77357311.17272429
2023-05-20,2023-05-20,19175846.91845583
2023-05-21,2023-05-21,11784571.50660014
2023-05-22,2023-05-22,514090994.99598193
2023-05-23,2023-05-23,83998554.26008223
2023-05-24,2023-05-24,-73113006.06139958
2023-05-25,2023-05-25,200083983.7982596
2023-05-26,2023-05-26,16620433.14778796
2023-05-27,2023-05-27,-104431.91569233
2023-05-28,2023-05-28,109975606.87858844
2023-05-29,2023-05-29,128312212.70401508
2023-05-30,2023-05-30,160735337.530492
2023-05-31,2023-05-31,-5191861.6450139
2023-06-01,2023-06-01,58081835.75088004
2023-06-02,2023-06-02,60595274.17504564
2023-06-03,2023-06-03,-8291249.2916408
2023-06-04,2023-06-04,4326057.34440665
2023-06-05,2023-06-05,-112575376.04198568
2023-06-06,2023-06-06,110261.83774927
2023-06-07,2023-06-07,30651696.71333124
2023-06-08,2023-06-08,5658961.02076297
2023-06-09,2023-06-09,5290105.80590884
2023-06-10,2023-06-10,-136221885.8142077
2023-06-11,2023-06-11,-19404946.94365763
2023-06-12,2023-06-12,-72686386.1818078
2023-06-13,2023-06-13,-28131839.26613374
2023-06-14,2023-06-14,12359945.02014144
2023-06-15,2023-06-15,-167133085.73057675
2023-06-16,2023-06-16,15305044.13746827
2023-06-17,2023-06-17,21252243.93648313
2023-06-18,2023-06-18,129982414.8848657
2023-06-19,2023-06-19,-246327842.8810564
2023-06-20,2023-06-20,-4543698.986421
2023-06-21,2023-06-21,535818693.4616557
2023-06-22,2023-06-22,405430316.0314575
2023-06-23,2023-06-23,383793918.8933934
2023-06-24,2023-06-24,238190505.6530465
2023-06-25,2023-06-25,143920337.76095232
2023-06-26,2023-06-26,233330719.0051839
2023-06-27,2023-06-27,427855131.2744272
2023-06-28,2023-06-28,368331407.20624447
2023-06-29,2023-06-29,18028199.12604603
2023-06-30,2023-06-30,352268193.56644416
2023-07-01,2023-07-01,561284970.6607114
2023-07-02,2023-07-02,84646008.41645235
2023-07-03,2023-07-03,183481214.4221735
2023-07-04,2023-07-04,147594162.35373232
2023-07-05,2023-07-05,72082862.75456552
2023-07-06,2023-07-06,-421972684.8428525
2023-07-07,2023-07-07,65988622.43773261
2023-07-08,2023-07-08,34825286.793064
2023-07-09,2023-07-09,71919344.3453998
2023-07-10,2023-07-10,85352502.46407484
2023-07-11,2023-07-11,230435666.36063707
2023-07-12,2023-07-12,143268762.62534824
2023-07-13,2023-07-13,69405555.72716822
2023-07-14,2023-07-14,95438484.3301354
2023-07-15,2023-07-15,-29618530.24611587
2023-07-16,2023-07-16,25726641.05627255
2023-07-17,2023-07-17,-138557161.33086914
2023-07-18,2023-07-18,185956308.77357775
2023-07-19,2023-07-19,164944574.42243025
2023-07-20,2023-07-20,76953422.68036667
2023-07-21,2023-07-21,-161030621.05692264
2023-07-22,2023-07-22,52698469.04049606
2023-07-23,2023-07-23,52851313.57788049
2023-07-24,2023-07-24,-45136760.75025125
2023-07-25,2023-07-25,-21252705.16739013
2023-07-26,2023-07-26,-664928.36731533
2023-07-27,2023-07-27,-327045103.07196486
2023-07-28,2023-07-28,-1234161977.1260571
2023-07-29,2023-07-29,16756201.46691793
2023-07-30,2023-07-30,-1107853.23878726
2023-07-31,2023-07-31,-40277398.083915
2023-08-01,2023-08-01,-21558535.47167529
2023-08-02,2023-08-02,-85406222.80196922
2023-08-03,2023-08-03,4486749.6645846
2023-08-04,2023-08-04,30055488.39825496
2023-08-05,2023-08-05,-5669868.6123304
2023-08-06,2023-08-06,26822656.57192894
2023-08-07,2023-08-07,-11164350.94890424
2023-08-08,2023-08-08,30934842.2364057
2023-08-09,2023-08-09,101184043.28326078
2023-08-10,2023-08-10,7963329.83957301
2023-08-11,2023-08-11,64183921.63097123
2023-08-12,2023-08-12,54824097.97379102
2023-08-13,2023-08-13,47472878.21610214
2023-08-14,2023-08-14,45018910.94547645
2023-08-15,2023-08-15,23382452.27212503
2023-08-16,2023-08-16,-8704047.86985607
2023-08-17,2023-08-17,-164291526.11549684
2023-08-18,2023-08-18,-365472807.8696414
2023-08-19,2023-08-19,-70672912.29141422
2023-08-20,2023-08-20,-25411745.75016834
2023-08-21,2023-08-21,-189062002.9472645
2023-08-22,2023-08-22,-152596586.55736277
2023-08-23,2023-08-23,-83533703.03308111
2023-08-24,2023-08-24,-171699700.87866366
2023-08-25,2023-08-25,-158336380.64361423
2023-08-26,2023-08-26,-42447558.7517099
2023-08-27,2023-08-27,34089497.71398876
2023-08-28,2023-08-28,-79562792.66724639
2023-08-29,2023-08-29,-221161346.29072845
2023-08-30,2023-08-30,36045652.17073947
2023-08-31,2023-08-31,-69136138.76522943
2023-09-01,2023-09-01,-167744590.00356385
2023-09-02,2023-09-02,-35450750.35793048
2023-09-03,2023-09-03,-40386843.0397435
2023-09-04,2023-09-04,-45671303.0636525
2023-09-05,2023-09-05,-111213545.52814656
2023-09-06,2023-09-06,-83895350.64466922
2023-09-07,2023-09-07,-61456374.58899876
2023-09-08,2023-09-08,-20881602.98002006
2023-09-09,2023-09-09,-52960181.46946547
2023-09-10,2023-09-10,-17138017.82412654
2023-09-11,2023-09-11,-137574872.77664277
2023-09-12,2023-09-12,-42799213.89438124
2023-09-13,2023-09-13,-11291926.03358839
2023-09-14,2023-09-14,125709558.54804094
2023-09-15,2023-09-15,38591977.70793857
2023-09-16,2023-09-16,7118536.35539421
2023-09-17,2023-09-17,8061125.36680134
2023-09-18,2023-09-18,138352059.78512195
2023-09-19,2023-09-19,279727179.69107157
2023-09-20,2023-09-20,-19784301.58757932
2023-09-21,2023-09-21,-37960038.77715916
2023-09-22,2023-09-22,-17169390.48114327
2023-09-23,2023-09-23,-7164704.15981175
2023-09-24,2023-09-24,-1840513.54363193
2023-09-25,2023-09-25,-40844837.63462064
2023-09-26,2023-09-26,-22964074.66428081
2023-09-27,2023-09-27,-40509536.15730814
2023-09-28,2023-09-28,21864177.58601471
2023-09-29,2023-09-29,71607645.56933045
2023-09-30,2023-09-30,50319495.77446079
2023-10-01,2023-10-01,29270542.9890058
2023-10-02,2023-10-02,129716963.69538587
2023-10-03,2023-10-03,23157103.33649637
2023-10-04,2023-10-04,107135813.2963088
2023-10-05,2023-10-05,-29255183.21351314
2023-10-06,2023-10-06,116040268.83213198
2023-10-07,2023-10-07,109100576.38684478
2023-10-08,2023-10-08,22200833.91140135
2023-10-09,2023-10-09,108362756.3249343
2023-10-10,2023-10-10,-2606026.67174984
2023-10-11,2023-10-11,-39123827.33148788
2023-10-12,2023-10-12,-77640427.19857214
2023-10-13,2023-10-13,-23507481.93153278
2023-10-14,2023-10-14,182747780.65083092
2023-10-15,2023-10-15,15517007.55166191
2023-10-16,2023-10-16,173442228.85820138
2023-10-17,2023-10-17,104816947.18478544
2023-10-18,2023-10-18,133581360.248697
2023-10-19,2023-10-19,-159218238.8499124
2023-10-20,2023-10-20,281903464.1666007
2023-10-21,2023-10-21,99832736.1777908
2023-10-22,2023-10-22,82637797.93560238
2023-10-23,2023-10-23,575356469.5565628
2023-10-24,2023-10-24,1410445684.3699183
2023-10-25,2023-10-25,575067096.5904993
2023-10-26,2023-10-26,700201555.6515677
2023-10-27,2023-10-27,273873956.9340812
2023-10-28,2023-10-28,214530516.4206606
2023-10-29,2023-10-29,174276262.69678012
2023-10-30,2023-10-30,336658240.3932282
2023-10-31,2023-10-31,298356911.36967367
2023-11-01,2023-11-01,693993636.006446
2023-11-02,2023-11-02,403998256.4085014
2023-11-03,2023-11-03,311052599.661557
2023-11-04,2023-11-04,157408906.3915895
2023-11-05,2023-11-05,125508143.29408342
2023-11-06,2023-11-06,259945272.60262576
2023-11-07,2023-11-07,319942014.27159256
2023-11-08,2023-11-08,347813825.524326
2023-11-09,2023-11-09,1054948253.2982718
2023-11-10,2023-11-10,529074368.22289515
2023-11-11,2023-11-11,186286623.0902596
2023-11-12,2023-11-12,129582775.50715289
2023-11-13,2023-11-13,235252076.09115413
2023-11-14,2023-11-14,154883778.94253913
2023-11-15,2023-11-15,351770234.3960588
2023-11-16,2023-11-16,362722464.0454829
2023-11-17,2023-11-17,198659336.9918056
2023-11-18,2023-11-18,105661905.14239892
2023-11-19,2023-11-19,135351219.13175192
2023-11-20,2023-11-20,399446285.8473317
2023-11-21,2023-11-21,534418123.3242056
2023-11-22,2023-11-22,259648676.5706869
2023-11-23,2023-11-23,211319064.95856455
2023-11-24,2023-11-24,273666541.34652174
2023-11-25,2023-11-25,116778516.2855129
2023-11-26,2023-11-26,134124796.55741954
2023-11-27,2023-11-27,92152916.7296908
2023-11-28,2023-11-28,295161032.2117741
2023-11-29,2023-11-29,338266024.195986
2023-11-30,2023-11-30,241013864.758577
2023-12-01,2023-12-01,573342420.7906666
2023-12-02,2023-12-02,251795129.62387693
2023-12-03,2023-12-03,275027893.10345185
2023-12-04,2023-12-04,1249309166.321707
2023-12-05,2023-12-05,921377891.244788
2023-12-06,2023-12-06,1420952254.138311
2023-12-07,2023-12-07,727987174.0172609
2023-12-08,2023-12-08,569735492.078508
2023-12-09,2023-12-09,396016323.61261463
2023-12-10,2023-12-10,200259175.55041656
2023-12-11,2023-12-11,329536689.1800727
2023-12-12,2023-12-12,832236049.8485699
2023-12-13,2023-12-13,307777411.42712355
2023-12-14,2023-12-14,433200016.98809135
2023-12-15,2023-12-15,629573642.5278751
2023-12-16,2023-12-16,283157064.1005547
2023-12-17,2023-12-17,76921824.86482817
2023-12-18,2023-12-18,450600423.5849107
2023-12-19,2023-12-19,544110120.7541193
2023-12-20,2023-12-20,660291954.0240248
2023-12-21,2023-12-21,420824489.7001079
2023-12-22,2023-12-22,495249292.5221185
2023-12-23,2023-12-23,259716257.2605535
2023-12-24,2023-12-24,513598945.8454616
2023-12-25,2023-12-25,151383472.36813483
2023-12-26,2023-12-26,587083384.9737588
2023-12-27,2023-12-27,1282503184.5372517
2023-12-28,2023-12-28,324501613.1245105
2023-12-29,2023-12-29,563453505.9325061
2023-12-30,2023-12-30,220884816.55903
2023-12-31,2023-12-31,242052860.60373068
2024-01-01,2024-01-01,176316528.89048144
2024-01-02,2024-01-02,902416950.0382042
2024-01-03,2024-01-03,483281538.130143
2024-01-04,2024-01-04,3262638414.6128783
2024-01-05,2024-01-05,550069653.5536546
2024-01-06,2024-01-06,188124592.86747912
2024-01-07,2024-01-07,188779301.91052103
2024-01-08,2024-01-08,614702059.3457977
2024-01-09,2024-01-09,999503472.944956
2024-01-10,2024-01-10,565016893.9448292
2024-01-11,2024-01-11,847549110.7690542
2024-01-12,2024-01-12,49667076.99307064
2024-01-13,2024-01-13,10497270.3317756
2024-01-14,2024-01-14,48797271.07371897
2024-01-15,2024-01-15,101238218.4428262
2024-01-16,2024-01-16,2062649254.5964563
2024-01-17,2024-01-17,188732549.15540877
2024-01-18,2024-01-18,894996247.487939
2024-01-19,2024-01-19,201748610.4201528
2024-01-20,2024-01-20,46002903.98017221
2024-01-21,2024-01-21,43542713.35343744
2024-01-22,2024-01-22,4340874.66199256
2024-01-23,2024-01-23,62235309.79486101
2024-01-24,2024-01-24,829534857.5189085
2024-01-25,2024-01-25,331355806.5693131
2024-01-26,2024-01-26,293574005.7667323
2024-01-27,2024-01-27,175923892.47470176
2024-01-28,2024-01-28,137414589.5461586
2024-01-29,2024-01-29,338509009.8216535
2024-01-30,2024-01-30,1124306722.6868858
2024-01-31,2024-01-31,672148152.4409832
2024-02-01,2024-02-01,97097841.14289317
2024-02-02,2024-02-02,257290815.7488599
2024-02-03,2024-02-03,66926876.64509946
2024-02-04,2024-02-04,95316129.86206415
2024-02-05,2024-02-05,245066853.82389435
2024-02-06,2024-02-06,560890174.2211893
2024-02-07,2024-02-07,318217413.609469
2024-02-08,2024-02-08,612031246.9120191
2024-02-09,2024-02-09,832914165.2757673
2024-02-10,2024-02-10,354003217.16535103
2024-02-11,2024-02-11,401693424.2610576
2024-02-12,2024-02-12,1069692125.2176278
2024-02-13,2024-02-13,736185005.6441267
2024-02-14,2024-02-14,2354366088.847127
2024-02-15,2024-02-15,992439694.3364615
2024-02-16,2024-02-16,724057081.3725032
2024-02-17,2024-02-17,300933632.1348381
2024-02-18,2024-02-18,387953038.2046325
2024-02-19,2024-02-19,1493884315.0871377
2024-02-20,2024-02-20,454528512.43331885
2024-02-21,2024-02-21,602662224.3147739
2024-02-22,2024-02-22,883516289.4246942
2024-02-23,2024-02-23,848169578.1348809
2024-02-24,2024-02-24,253241934.7994072
2024-02-25,2024-02-25,249692710.8436262
2024-02-26,2024-02-26,1043901865.4832228
2024-02-27,2024-02-27,2440449655.32923
2024-02-28,2024-02-28,6505809553.075482
2024-02-29,2024-02-29,2688828723.997587
2024-03-01,2024-03-01,3179114309.4785366
2024-03-02,2024-03-02,453293117.223389
2024-03-03,2024-03-03,626623967.7318666
2024-03-04,2024-03-04,3339890595.1024404
2024-03-05,2024-03-05,4119604416.732031
2024-03-06,2024-03-06,7552365146.537018
2024-03-07,2024-03-07,3663377276.6712785
2024-03-08,2024-03-08,3072613132.620534
2024-03-09,2024-03-09,1010989277.2362112
2024-03-10,2024-03-10,1152846289.379642
2024-03-11,2024-03-11,4492469735.749444
2024-03-12,2024-03-12,2650042321.250119
2024-03-13,2024-03-13,9443060851.908075
2024-03-14,2024-03-14,2245170834.269263
2024-03-15,2024-03-15,857006567.5024446
2024-03-16,2024-03-16,427121896.5565321
2024-03-17,2024-03-17,1339234458.4727893
2024-03-18,2024-03-18,1001089806.1440256
2024-03-19,2024-03-19,-252295020.3104964
2024-03-20,2024-03-20,477203093.8418295
2024-03-21,2024-03-21,1375020807.4169974
2024-03-22,2024-03-22,1239724516.5704713
2024-03-23,2024-03-23,5394104269.801718
2024-03-24,2024-03-24,480943341.9642115
2024-03-25,2024-03-25,5353428434.5584345
2024-03-26,2024-03-26,952128007.1348848
2024-03-27,2024-03-27,815393224.1175523
2024-03-28,2024-03-28,2295508501.6139555
2024-03-29,2024-03-29,543326550.4440594
2024-03-30,2024-03-30,397219459.7830986
2024-03-31,2024-03-31,409044646.0412724
2024-04-01,2024-04-01,2800981740.1527166
2024-04-02,2024-04-02,1576638807.3592036
2024-04-03,2024-04-03,759277686.1224277
2024-04-04,2024-04-04,535738548.5556016
2024-04-05,2024-04-05,338206728.29293704
2024-04-06,2024-04-06,551362159.1516494
2024-04-07,2024-04-07,377999398.7006241
2024-04-08,2024-04-08,1240582629.3275816
2024-04-09,2024-04-09,617109529.1884533
2024-04-10,2024-04-10,391019994.4791133
2024-04-11,2024-04-11,611732932.9077854
2024-04-12,2024-04-12,582618753.4199935
2024-04-13,2024-04-13,-136192667.43454304
2024-04-14,2024-04-14,-4796424.90159848
2024-04-15,2024-04-15,293470422.782925
2024-04-16,2024-04-16,433400308.0454812
2024-04-17,2024-04-17,-79044875.69188763
2024-04-18,2024-04-18,567738289.4703232
2024-04-19,2024-04-19,686034358.1672972
2024-04-20,2024-04-20,130592831.50850414
2024-04-21,2024-04-21,226997454.19846913
2024-04-22,2024-04-22,570175729.9550828
2024-04-23,2024-04-23,324075317.4265202
2024-04-24,2024-04-24,2756521173.251252
2024-04-25,2024-04-25,194329336.68233243
2024-04-26,2024-04-26,118214641.369405
2024-04-27,2024-04-27,248604592.2007072
2024-04-28,2024-04-28,552926089.3553476
2024-04-29,2024-04-29,274255312.15156955
2024-04-30,2024-04-30,248617365.35032684
2024-05-01,2024-05-01,-702770528.9958836
2024-05-02,2024-05-02,-116979491.4207704
2024-05-03,2024-05-03,296362751.7127867
2024-05-04,2024-05-04,318069646.11364514
2024-05-05,2024-05-05,171150727.1129059
2024-05-06,2024-05-06,506631018.66142136
2024-05-07,2024-05-07,236610387.2247377
2024-05-08,2024-05-08,411713396.3637835
2024-05-09,2024-05-09,191187918.02201
2024-05-10,2024-05-10,37857474.27017386
2024-05-11,2024-05-11,144597020.99916524
2024-05-12,2024-05-12,237041253.03601143
2024-05-13,2024-05-13,392975974.70112336
2024-05-14,2024-05-14,304543421.8029683
2024-05-15,2024-05-15,1661741647.9527946
2024-05-16,2024-05-16,767248383.8418798
2024-05-17,2024-05-17,655146149.4075147
2024-05-18,2024-05-18,224844337.1671054
2024-05-19,2024-05-19,328081904.13803774
2024-05-20,2024-05-20,915331567.7875712
2024-05-21,2024-05-21,1583077019.051767
2024-05-22,2024-05-22,817541581.4021962
2024-05-23,2024-05-23,648693699.6129315
2024-05-24,2024-05-24,428301389.6436958
2024-05-25,2024-05-25,251617448.74184707
2024-05-26,2024-05-26,413197428.7393757
2024-05-27,2024-05-27,752288007.6690215
2024-05-28,2024-05-28,10014748153.702288
