start_time,date,range_001_01,range_001_01_percent,range_01_1,range_01_1_percent,range_0_001,range_0_001_percent,range_100_1k,range_100_1k_percent,range_10_100,range_10_100_percent,range_10k_inf,range_10k_inf_percent,range_1_10,range_1_10_percent,range_1k_10k,range_1k_10k_percent
2021-04-12,2021-04-12,585.93829294,3.28496165,1487.11474284,8.33725147,130.14531791,0.7296372,2725.04879526,15.27751451,7473.32790531,41.89791967,18.28799615,0.10252849,3842.02421012,21.53964389,1575.10312911,8.83054313
2021-04-13,2021-04-13,566.11901924,2.20020552,1641.83801937,6.38095691,138.50327826,0.53828906,6669.07335862,25.91916453,9614.12879978,37.36503901,0.05122776,0.0001991,4939.70362265,19.19801808,2160.86171326,8.39812779
2021-04-14,2021-04-14,784.85759982,3.57244143,1712.86823582,7.79647345,146.30236913,0.66592544,6041.9370726,27.50112415,7393.79940535,33.65440469,0.0,0.0,4981.63977837,22.67496208,908.37772084,4.13466876
2021-04-15,2021-04-15,884.56070155,4.29325405,1921.70448155,9.32707674,286.59459673,1.39099941,5135.66641607,24.92618154,6913.21788176,33.55360531,2.20071231,0.01068125,5455.55762729,26.47878752,4.0,0.01941417
2021-04-16,2021-04-16,450.03540716,2.30367968,1218.8916743,6.23936681,106.34405937,0.54436305,6451.4585722,33.02427719,6922.80253082,35.43703291,24.59397476,0.12589374,4225.87790723,21.63178479,135.49860374,0.69360183
2021-04-17,2021-04-17,482.80257272,4.60312063,1081.34132177,10.30968937,105.20908836,1.00308108,1802.95071675,17.18963426,3598.11072566,34.3049906,0.0606105,0.00057787,3355.62186539,31.99306118,62.4957564,0.59584501
2021-04-18,2021-04-18,586.97878579,2.01705754,1828.33140945,6.2827648,140.65016512,0.48332151,9006.53225529,30.94948954,6352.65496704,21.82987002,47.79123588,0.16422684,5408.36060925,18.58495538,5729.44630225,19.68831437
2021-04-19,2021-04-19,417.90048247,2.18303593,1228.65489406,6.41826915,93.57082623,0.48879694,4126.4470928,21.55580724,5968.63192437,31.17904492,1.09366732,0.00571312,4291.32266321,22.41708716,3015.46618669,15.75224555
2021-04-20,2021-04-20,610.19509669,2.9018533,1669.18247277,7.93799016,131.22629746,0.62406182,6834.50806733,32.50229299,6784.6178451,32.26503427,0.0,0.0,4272.03574113,20.31615969,726.00648606,3.45260775
2021-04-21,2021-04-21,567.27183094,2.79945396,1326.78064482,6.5475864,112.86236836,0.55696932,4604.67534854,22.7238088,5666.11064609,27.96193112,0.0,0.0,3468.69512461,17.11781153,4517.26401559,22.29243888
