start_time,datetime,total_value_staked
2021-10-07 10:00:00,2021-10-07 10:00:00,8182502.19216897
2021-10-07 11:00:00,2021-10-07 11:00:00,8182550.664540437
2021-10-07 12:00:00,2021-10-07 12:00:00,8182604.909089343
2021-10-07 13:00:00,2021-10-07 13:00:00,8182653.606327341
2021-10-07 14:00:00,2021-10-07 14:00:00,8182707.371167402
2021-10-07 15:00:00,2021-10-07 15:00:00,8182756.017347214
2021-10-07 16:00:00,2021-10-07 16:00:00,8183124.581411843
2021-10-07 17:00:00,2021-10-07 17:00:00,8183179.212732411
2021-10-07 18:00:00,2021-10-07 18:00:00,8183228.491357281
2021-10-07 19:00:00,2021-10-07 19:00:00,8183277.463101107
2021-10-07 20:00:00,2021-10-07 20:00:00,8183332.406611643
2021-10-07 21:00:00,2021-10-07 21:00:00,8183381.791818074
2021-10-07 22:00:00,2021-10-07 22:00:00,8183436.401596712
2021-10-07 23:00:00,2021-10-07 23:00:00,8184029.04122354
2021-10-08 00:00:00,2021-10-08 00:00:00,8184078.48501084
2021-10-08 01:00:00,2021-10-08 01:00:00,8184133.00997422
2021-10-08 02:00:00,2021-10-08 02:00:00,8184182.733002719
2021-10-08 03:00:00,2021-10-08 03:00:00,8184231.10676826
2021-10-08 04:00:00,2021-10-08 04:00:00,8184285.128506023
2021-10-08 05:00:00,2021-10-08 05:00:00,8184333.970792961
2021-10-08 06:00:00,2021-10-08 06:00:00,8187198.83690214
2021-10-08 07:00:00,2021-10-08 07:00:00,8187253.602746289
2021-10-08 08:00:00,2021-10-08 08:00:00,8187302.473626853
2021-10-08 09:00:00,2021-10-08 09:00:00,8187356.944817161
2021-10-08 10:00:00,2021-10-08 10:00:00,8187405.985766033
2021-10-08 11:00:00,2021-10-08 11:00:00,8187455.377514348
2021-10-08 12:00:00,2021-10-08 12:00:00,8192630.358638212
2021-10-08 13:00:00,2021-10-08 13:00:00,8193958.934224969
2021-10-08 14:00:00,2021-10-08 14:00:00,8194013.488193983
2021-10-08 15:00:00,2021-10-08 15:00:00,8194062.985356933
2021-10-08 16:00:00,2021-10-08 16:00:00,8194112.448577584
2021-10-08 17:00:00,2021-10-08 17:00:00,8194166.815903348
2021-10-08 18:00:00,2021-10-08 18:00:00,8194215.690988597
2021-10-08 19:00:00,2021-10-08 19:00:00,8194937.33929941
2021-10-08 20:00:00,2021-10-08 20:00:00,8194992.180505158
2021-10-08 21:00:00,2021-10-08 21:00:00,8195041.454067779
2021-10-08 22:00:00,2021-10-08 22:00:00,8195096.0295562
2021-10-08 23:00:00,2021-10-08 23:00:00,8195145.508748043
2021-10-09 00:00:00,2021-10-09 00:00:00,8195195.24801768
2021-10-09 01:00:00,2021-10-09 01:00:00,8195244.097780362
2021-10-09 02:00:00,2021-10-09 02:00:00,8196258.175948433
2021-10-09 03:00:00,2021-10-09 03:00:00,8196307.69729152
2021-10-09 04:00:00,2021-10-09 04:00:00,8196362.357275647
2021-10-09 05:00:00,2021-10-09 05:00:00,8196411.354569223
2021-10-09 06:00:00,2021-10-09 06:00:00,8196465.387771898
2021-10-09 07:00:00,2021-10-09 07:00:00,8196514.969518867
2021-10-09 08:00:00,2021-10-09 08:00:00,8196564.483424062
2021-10-09 09:00:00,2021-10-09 09:00:00,8199819.306147876
2021-10-09 10:00:00,2021-10-09 10:00:00,8199869.355640393
2021-10-09 11:00:00,2021-10-09 11:00:00,8199918.978475863
2021-10-09 12:00:00,2021-10-09 12:00:00,8199973.871169975
2021-10-09 13:00:00,2021-10-09 13:00:00,8200022.652617947
2021-10-09 14:00:00,2021-10-09 14:00:00,8200077.397140256
2021-10-09 15:00:00,2021-10-09 15:00:00,8200126.513100778
2021-10-09 16:00:00,2021-10-09 16:00:00,8200591.994676186
2021-10-09 17:00:00,2021-10-09 17:00:00,8200647.06041152
2021-10-09 18:00:00,2021-10-09 18:00:00,8200696.034749947
2021-10-09 19:00:00,2021-10-09 19:00:00,8200745.722211553
2021-10-09 20:00:00,2021-10-09 20:00:00,8200799.85760231
2021-10-09 21:00:00,2021-10-09 21:00:00,8200849.203554334
2021-10-09 22:00:00,2021-10-09 22:00:00,8200904.657710186
2021-10-09 23:00:00,2021-10-09 23:00:00,8201114.138399323
2021-10-10 00:00:00,2021-10-10 00:00:00,8201163.491109609
2021-10-10 01:00:00,2021-10-10 01:00:00,8201218.052620034
2021-10-10 02:00:00,2021-10-10 02:00:00,8201267.458558022
2021-10-10 03:00:00,2021-10-10 03:00:00,8201317.080586514
2021-10-10 04:00:00,2021-10-10 04:00:00,8201371.751431226
2021-10-10 05:00:00,2021-10-10 05:00:00,8201964.510820735
2021-10-10 06:00:00,2021-10-10 06:00:00,8202019.276019491
2021-10-10 07:00:00,2021-10-10 07:00:00,8202068.333386083
2021-10-10 08:00:00,2021-10-10 08:00:00,8202117.425012784
2021-10-10 09:00:00,2021-10-10 09:00:00,8202171.661783534
2021-10-10 10:00:00,2021-10-10 10:00:00,8202220.767460272
2021-10-10 11:00:00,2021-10-10 11:00:00,8202269.425111821
2021-10-10 12:00:00,2021-10-10 12:00:00,8206067.38075436
2021-10-10 13:00:00,2021-10-10 13:00:00,8206115.834066221
2021-10-10 14:00:00,2021-10-10 14:00:00,8206170.042967888
2021-10-10 15:00:00,2021-10-10 15:00:00,8206217.411031508
2021-10-10 16:00:00,2021-10-10 16:00:00,8206265.065899043
2021-10-10 17:00:00,2021-10-10 17:00:00,8206320.291201868
2021-10-10 18:00:00,2021-10-10 18:00:00,8206369.778630406
2021-10-10 19:00:00,2021-10-10 19:00:00,8206674.51852191
2021-10-10 20:00:00,2021-10-10 20:00:00,8206729.774476086
2021-10-10 21:00:00,2021-10-10 21:00:00,8206779.186011939
2021-10-10 22:00:00,2021-10-10 22:00:00,8206834.260592736
2021-10-10 23:00:00,2021-10-10 23:00:00,8206883.333332665
2021-10-11 00:00:00,2021-10-11 00:00:00,8206932.691240455
2021-10-11 01:00:00,2021-10-11 01:00:00,8206986.606232947
2021-10-11 02:00:00,2021-10-11 02:00:00,8207195.777624568
2021-10-11 03:00:00,2021-10-11 03:00:00,8207244.936391953
2021-10-11 04:00:00,2021-10-11 04:00:00,8207299.632326866
2021-10-11 05:00:00,2021-10-11 05:00:00,8207345.976137918
2021-10-11 06:00:00,2021-10-11 06:00:00,8207398.137703028
2021-10-11 07:00:00,2021-10-11 07:00:00,8207446.155409821
2021-10-11 08:00:00,2021-10-11 08:00:00,8207495.082003841
2021-10-11 09:00:00,2021-10-11 09:00:00,8207869.975869162
2021-10-11 10:00:00,2021-10-11 10:00:00,8207919.234398814
2021-10-11 11:00:00,2021-10-11 11:00:00,8207968.68460849
2021-10-11 12:00:00,2021-10-11 12:00:00,8208023.703878278
2021-10-11 13:00:00,2021-10-11 13:00:00,8208073.057063321
2021-10-11 14:00:00,2021-10-11 14:00:00,8208128.092418386
2021-10-11 15:00:00,2021-10-11 15:00:00,8208177.448760251
2021-10-11 16:00:00,2021-10-11 16:00:00,8211970.469560524
2021-10-11 17:00:00,2021-10-11 17:00:00,8212024.984022884
2021-10-11 18:00:00,2021-10-11 18:00:00,8212074.719530185
2021-10-11 19:00:00,2021-10-11 19:00:00,8212124.309554291
2021-10-11 20:00:00,2021-10-11 20:00:00,8212179.174742428
2021-10-11 21:00:00,2021-10-11 21:00:00,8212229.02345605
2021-10-11 22:00:00,2021-10-11 22:00:00,8212476.493841141
2021-10-11 23:00:00,2021-10-11 23:00:00,8212525.445909528
2021-10-12 00:00:00,2021-10-12 00:00:00,8212574.98279776
2021-10-12 01:00:00,2021-10-12 01:00:00,8212629.949541012
2021-10-12 02:00:00,2021-10-12 02:00:00,8212678.714834318
2021-10-12 03:00:00,2021-10-12 03:00:00,8212727.54325477
2021-10-12 04:00:00,2021-10-12 04:00:00,8212782.518704442
2021-10-12 05:00:00,2021-10-12 05:00:00,8213471.632146209
2021-10-12 06:00:00,2021-10-12 06:00:00,8213526.041244509
2021-10-12 07:00:00,2021-10-12 07:00:00,8213575.117237507
2021-10-12 08:00:00,2021-10-12 08:00:00,8213624.544649785
2021-10-12 09:00:00,2021-10-12 09:00:00,8213678.966218624
2021-10-12 10:00:00,2021-10-12 10:00:00,8213728.326312097
2021-10-12 11:00:00,2021-10-12 11:00:00,8213777.581999146
2021-10-12 12:00:00,2021-10-12 12:00:00,8218152.394185493
2021-10-12 13:00:00,2021-10-12 13:00:00,8218201.210169259
2021-10-12 14:00:00,2021-10-12 14:00:00,8218256.351955337
2021-10-12 15:00:00,2021-10-12 15:00:00,8218305.664403671
2021-10-12 16:00:00,2021-10-12 16:00:00,8218355.265593242
2021-10-12 17:00:00,2021-10-12 17:00:00,8218410.212985655
2021-10-12 18:00:00,2021-10-12 18:00:00,8218459.980630515
2021-10-12 19:00:00,2021-10-12 19:00:00,8219181.739524457
2021-10-12 20:00:00,2021-10-12 20:00:00,8219234.586442783
2021-10-12 21:00:00,2021-10-12 21:00:00,8219282.608103525
2021-10-12 22:00:00,2021-10-12 22:00:00,8219337.625030094
2021-10-12 23:00:00,2021-10-12 23:00:00,8219387.018317061
2021-10-13 00:00:00,2021-10-13 00:00:00,8219435.969630017
2021-10-13 01:00:00,2021-10-13 01:00:00,8219490.747597082
2021-10-13 02:00:00,2021-10-13 02:00:00,8219732.175458918
2021-10-13 03:00:00,2021-10-13 03:00:00,8219782.128507269
2021-10-13 04:00:00,2021-10-13 04:00:00,8219835.919345676
2021-10-13 05:00:00,2021-10-13 05:00:00,8219885.231810896
2021-10-13 06:00:00,2021-10-13 06:00:00,8219940.385791261
2021-10-13 07:00:00,2021-10-13 07:00:00,8219985.247594745
2021-10-13 08:00:00,2021-10-13 08:00:00,8220029.722091888
2021-10-13 09:00:00,2021-10-13 09:00:00,8220497.570522958
2021-10-13 10:00:00,2021-10-13 10:00:00,8220545.36602177
2021-10-13 11:00:00,2021-10-13 11:00:00,8220593.200789225
2021-10-13 12:00:00,2021-10-13 12:00:00,8220646.520107096
2021-10-13 13:00:00,2021-10-13 13:00:00,8220694.264682599
2021-10-13 14:00:00,2021-10-13 14:00:00,8220747.494920073
2021-10-13 15:00:00,2021-10-13 15:00:00,8223644.050299666
2021-10-13 16:00:00,2021-10-13 16:00:00,8223692.114312974
2021-10-13 17:00:00,2021-10-13 17:00:00,8223745.56432034
2021-10-13 18:00:00,2021-10-13 18:00:00,8223794.194451116
2021-10-13 19:00:00,2021-10-13 19:00:00,8223843.023626423
2021-10-13 20:00:00,2021-10-13 20:00:00,8223896.633679951
2021-10-13 21:00:00,2021-10-13 21:00:00,8223944.631682289
2021-10-13 22:00:00,2021-10-13 22:00:00,8224184.990883625
2021-10-13 23:00:00,2021-10-13 23:00:00,8224238.574469538
2021-10-14 00:00:00,2021-10-14 00:00:00,8224287.486211086
2021-10-14 01:00:00,2021-10-14 01:00:00,8224341.723852104
2021-10-14 02:00:00,2021-10-14 02:00:00,8224390.424595427
2021-10-14 03:00:00,2021-10-14 03:00:00,8224438.722689441
2021-10-14 04:00:00,2021-10-14 04:00:00,8224492.954474918
2021-10-14 05:00:00,2021-10-14 05:00:00,8224893.964279762
2021-10-14 06:00:00,2021-10-14 06:00:00,8224947.642965599
2021-10-14 07:00:00,2021-10-14 07:00:00,8224995.728576968
2021-10-14 08:00:00,2021-10-14 08:00:00,8225044.408994617
2021-10-14 09:00:00,2021-10-14 09:00:00,8225098.744084207
2021-10-14 10:00:00,2021-10-14 10:00:00,8225147.406954532
2021-10-14 11:00:00,2021-10-14 11:00:00,8225196.209109857
2021-10-14 12:00:00,2021-10-14 12:00:00,8229026.694686775
2021-10-14 13:00:00,2021-10-14 13:00:00,8229075.381199069
2021-10-14 14:00:00,2021-10-14 14:00:00,8229124.250720653
2021-10-14 15:00:00,2021-10-14 15:00:00,8229178.935881877
2021-10-14 16:00:00,2021-10-14 16:00:00,8229228.068182671
2021-10-14 17:00:00,2021-10-14 17:00:00,8229282.886846748
2021-10-14 18:00:00,2021-10-14 18:00:00,8229331.504137814
2021-10-14 19:00:00,2021-10-14 19:00:00,8231332.688305343
2021-10-14 20:00:00,2021-10-14 20:00:00,8231386.268453738
2021-10-14 21:00:00,2021-10-14 21:00:00,8231435.309311276
2021-10-14 22:00:00,2021-10-14 22:00:00,8231489.798989071
2021-10-14 23:00:00,2021-10-14 23:00:00,8231538.541925103
2021-10-15 00:00:00,2021-10-15 00:00:00,8231587.959954636
2021-10-15 01:00:00,2021-10-15 01:00:00,8232026.725392777
2021-10-15 02:00:00,2021-10-15 02:00:00,8232075.554297297
2021-10-15 03:00:00,2021-10-15 03:00:00,8232125.227614198
2021-10-15 04:00:00,2021-10-15 04:00:00,8232179.932989981
2021-10-15 05:00:00,2021-10-15 05:00:00,8232229.227515605
2021-10-15 06:00:00,2021-10-15 06:00:00,8232283.279216023
2021-10-15 07:00:00,2021-10-15 07:00:00,8232332.017418863
2021-10-15 08:00:00,2021-10-15 08:00:00,8232893.345581162
2021-10-15 09:00:00,2021-10-15 09:00:00,8232948.452427517
2021-10-15 10:00:00,2021-10-15 10:00:00,8232998.011059332
2021-10-15 11:00:00,2021-10-15 11:00:00,8233047.356831848
2021-10-15 12:00:00,2021-10-15 12:00:00,8233101.909538235
2021-10-15 13:00:00,2021-10-15 13:00:00,8233151.310202665
2021-10-15 14:00:00,2021-10-15 14:00:00,8233206.341328361
2021-10-15 15:00:00,2021-10-15 15:00:00,8236582.932537875
2021-10-15 16:00:00,2021-10-15 16:00:00,8236631.56092346
2021-10-15 17:00:00,2021-10-15 17:00:00,8236686.26647591
2021-10-15 18:00:00,2021-10-15 18:00:00,8236735.486885577
2021-10-15 19:00:00,2021-10-15 19:00:00,8236784.704615011
2021-10-15 20:00:00,2021-10-15 20:00:00,8236839.491879665
2021-10-15 21:00:00,2021-10-15 21:00:00,8236888.511633198
2021-10-15 22:00:00,2021-10-15 22:00:00,8246063.098069086
2021-10-15 23:00:00,2021-10-15 23:00:00,8246112.563719701
2021-10-16 00:00:00,2021-10-16 00:00:00,8246162.086521721
2021-10-16 01:00:00,2021-10-16 01:00:00,8246217.064929315
2021-10-16 02:00:00,2021-10-16 02:00:00,8246266.827843705
2021-10-16 03:00:00,2021-10-16 03:00:00,8246316.035494925
2021-10-16 04:00:00,2021-10-16 04:00:00,8246371.254827726
2021-10-16 05:00:00,2021-10-16 05:00:00,8254868.699731035
2021-10-16 06:00:00,2021-10-16 06:00:00,8254923.753716753
2021-10-16 07:00:00,2021-10-16 07:00:00,8254973.267694366
2021-10-16 08:00:00,2021-10-16 08:00:00,8255022.056698756
2021-10-16 09:00:00,2021-10-16 09:00:00,8255077.146715431
2021-10-16 10:00:00,2021-10-16 10:00:00,8255126.847049913
2021-10-16 11:00:00,2021-10-16 11:00:00,8255176.03404585
2021-10-16 12:00:00,2021-10-16 12:00:00,8262399.120624521
2021-10-16 13:00:00,2021-10-16 13:00:00,8262448.604273016
2021-10-16 14:00:00,2021-10-16 14:00:00,8262503.014884352
2021-10-16 15:00:00,2021-10-16 15:00:00,8262552.132486048
2021-10-16 16:00:00,2021-10-16 16:00:00,8262601.078319454
2021-10-16 17:00:00,2021-10-16 17:00:00,8262655.565429184
2021-10-16 18:00:00,2021-10-16 18:00:00,8262703.168275378
2021-10-16 19:00:00,2021-10-16 19:00:00,8263391.323532781
2021-10-16 20:00:00,2021-10-16 20:00:00,8263444.227072906
2021-10-16 21:00:00,2021-10-16 21:00:00,8263492.102250484
2021-10-16 22:00:00,2021-10-16 22:00:00,8263545.062491434
2021-10-16 23:00:00,2021-10-16 23:00:00,8263593.019526568
2021-10-17 00:00:00,2021-10-17 00:00:00,8263640.854245157
2021-10-17 01:00:00,2021-10-17 01:00:00,8263949.711110369
2021-10-17 02:00:00,2021-10-17 02:00:00,8263997.441177985
2021-10-17 03:00:00,2021-10-17 03:00:00,8264046.081601664
2021-10-17 04:00:00,2021-10-17 04:00:00,8264098.829663122
2021-10-17 05:00:00,2021-10-17 05:00:00,8264146.234550383
2021-10-17 06:00:00,2021-10-17 06:00:00,8264199.063339878
2021-10-17 07:00:00,2021-10-17 07:00:00,8264246.026599737
2021-10-17 08:00:00,2021-10-17 08:00:00,8264645.021845384
2021-10-17 09:00:00,2021-10-17 09:00:00,8264697.435854818
2021-10-17 10:00:00,2021-10-17 10:00:00,8264744.55751644
2021-10-17 11:00:00,2021-10-17 11:00:00,8264792.662175786
2021-10-17 12:00:00,2021-10-17 12:00:00,8264845.630953139
2021-10-17 13:00:00,2021-10-17 13:00:00,8264893.97519713
2021-10-17 14:00:00,2021-10-17 14:00:00,8264946.556761396
2021-10-17 15:00:00,2021-10-17 15:00:00,8268481.046516985
2021-10-17 16:00:00,2021-10-17 16:00:00,8268527.84530941
2021-10-17 17:00:00,2021-10-17 17:00:00,8268578.721502257
2021-10-17 18:00:00,2021-10-17 18:00:00,8268625.169003912
2021-10-17 19:00:00,2021-10-17 19:00:00,8268671.274132759
2021-10-17 20:00:00,2021-10-17 20:00:00,8268723.335410052
2021-10-17 21:00:00,2021-10-17 21:00:00,8268770.209905137
2021-10-17 22:00:00,2021-10-17 22:00:00,8269206.833608864
2021-10-17 23:00:00,2021-10-17 23:00:00,8269253.376804917
2021-10-18 00:00:00,2021-10-18 00:00:00,8269301.074939553
2021-10-18 01:00:00,2021-10-18 01:00:00,8269353.706952283
2021-10-18 02:00:00,2021-10-18 02:00:00,8269400.725200856
2021-10-18 03:00:00,2021-10-18 03:00:00,8269447.771783615
2021-10-18 04:00:00,2021-10-18 04:00:00,8269500.059309989
2021-10-18 05:00:00,2021-10-18 05:00:00,8269930.603093855
2021-10-18 06:00:00,2021-10-18 06:00:00,8269982.548592096
2021-10-18 07:00:00,2021-10-18 07:00:00,8270030.319170851
2021-10-18 08:00:00,2021-10-18 08:00:00,8270078.123629144
2021-10-18 09:00:00,2021-10-18 09:00:00,8270132.233742683
2021-10-18 10:00:00,2021-10-18 10:00:00,8270180.498541746
2021-10-18 11:00:00,2021-10-18 11:00:00,8270229.268096253
2021-10-18 12:00:00,2021-10-18 12:00:00,8272555.282663839
2021-10-18 13:00:00,2021-10-18 13:00:00,8272603.753686003
2021-10-18 14:00:00,2021-10-18 14:00:00,8272658.070634919
2021-10-18 15:00:00,2021-10-18 15:00:00,8272707.173910176
2021-10-18 16:00:00,2021-10-18 16:00:00,8272756.692039145
2021-10-18 17:00:00,2021-10-18 17:00:00,8272811.876553171
2021-10-18 18:00:00,2021-10-18 18:00:00,8273116.601225359
2021-10-18 19:00:00,2021-10-18 19:00:00,8273164.535710291
2021-10-18 20:00:00,2021-10-18 20:00:00,8273219.252960505
2021-10-18 21:00:00,2021-10-18 21:00:00,8273268.679773753
2021-10-18 22:00:00,2021-10-18 22:00:00,8273323.325048522
2021-10-18 23:00:00,2021-10-18 23:00:00,8273372.590781744
2021-10-19 00:00:00,2021-10-19 00:00:00,8273421.760695155
2021-10-19 01:00:00,2021-10-19 01:00:00,8273700.63306942
2021-10-19 02:00:00,2021-10-19 02:00:00,8273749.72740097
2021-10-19 03:00:00,2021-10-19 03:00:00,8273798.980694157
2021-10-19 04:00:00,2021-10-19 04:00:00,8273853.562178183
2021-10-19 05:00:00,2021-10-19 05:00:00,8273903.280560625
2021-10-19 06:00:00,2021-10-19 06:00:00,8273958.129872206
2021-10-19 07:00:00,2021-10-19 07:00:00,8274007.599886365
2021-10-19 08:00:00,2021-10-19 08:00:00,8274537.095116068
2021-10-19 09:00:00,2021-10-19 09:00:00,8274592.12570786
2021-10-19 10:00:00,2021-10-19 10:00:00,8274641.524482362
2021-10-19 11:00:00,2021-10-19 11:00:00,8274691.087262256
2021-10-19 12:00:00,2021-10-19 12:00:00,8274746.12188674
2021-10-19 13:00:00,2021-10-19 13:00:00,8274795.650180284
2021-10-19 14:00:00,2021-10-19 14:00:00,8274850.431327583
2021-10-19 15:00:00,2021-10-19 15:00:00,8278291.71075297
2021-10-19 16:00:00,2021-10-19 16:00:00,8278340.477112372
2021-10-19 17:00:00,2021-10-19 17:00:00,8278396.158821591
2021-10-19 18:00:00,2021-10-19 18:00:00,8278445.601194582
2021-10-19 19:00:00,2021-10-19 19:00:00,8278495.120130379
2021-10-19 20:00:00,2021-10-19 20:00:00,8278550.177652936
2021-10-19 21:00:00,2021-10-19 21:00:00,8278600.339981617
2021-10-19 22:00:00,2021-10-19 22:00:00,8278847.140751294
2021-10-19 23:00:00,2021-10-19 23:00:00,8278896.524174909
2021-10-20 00:00:00,2021-10-20 00:00:00,8278946.311238245
2021-10-20 01:00:00,2021-10-20 01:00:00,8279001.073380957
2021-10-20 02:00:00,2021-10-20 02:00:00,8279050.404234397
2021-10-20 03:00:00,2021-10-20 03:00:00,8279100.187167379
2021-10-20 04:00:00,2021-10-20 04:00:00,8279442.848812409
2021-10-20 05:00:00,2021-10-20 05:00:00,8279492.808065704
2021-10-20 06:00:00,2021-10-20 06:00:00,8279547.780388043
2021-10-20 07:00:00,2021-10-20 07:00:00,8279596.832346648
2021-10-20 08:00:00,2021-10-20 08:00:00,8279646.928816024
2021-10-20 09:00:00,2021-10-20 09:00:00,8279701.968108582
2021-10-20 10:00:00,2021-10-20 10:00:00,8279751.638066599
2021-10-20 11:00:00,2021-10-20 11:00:00,8282073.348242913
2021-10-20 12:00:00,2021-10-20 12:00:00,8282129.045083542
2021-10-20 13:00:00,2021-10-20 13:00:00,8282179.019984175
2021-10-20 14:00:00,2021-10-20 14:00:00,8282233.378209656
2021-10-20 15:00:00,2021-10-20 15:00:00,8282282.409840936
2021-10-20 16:00:00,2021-10-20 16:00:00,8282331.445730442
2021-10-20 17:00:00,2021-10-20 17:00:00,8282386.031938237
2021-10-20 18:00:00,2021-10-20 18:00:00,8282658.866802175
2021-10-20 19:00:00,2021-10-20 19:00:00,8282708.796600377
2021-10-20 20:00:00,2021-10-20 20:00:00,8282763.686315837
2021-10-20 21:00:00,2021-10-20 21:00:00,8282813.285561885
2021-10-20 22:00:00,2021-10-20 22:00:00,8282868.244820101
2021-10-20 23:00:00,2021-10-20 23:00:00,8282918.187085394
2021-10-21 00:00:00,2021-10-21 00:00:00,8282967.843326537
2021-10-21 01:00:00,2021-10-21 01:00:00,8283183.260419847
2021-10-21 02:00:00,2021-10-21 02:00:00,8283232.904143482
2021-10-21 03:00:00,2021-10-21 03:00:00,8283282.122162522
2021-10-21 04:00:00,2021-10-21 04:00:00,8283337.505316751
2021-10-21 05:00:00,2021-10-21 05:00:00,8283386.742505683
2021-10-21 06:00:00,2021-10-21 06:00:00,8283441.675172854
2021-10-21 07:00:00,2021-10-21 07:00:00,8283491.207037704
2021-10-21 08:00:00,2021-10-21 08:00:00,8284244.798442699
2021-10-21 09:00:00,2021-10-21 09:00:00,8284299.382898111
2021-10-21 10:00:00,2021-10-21 10:00:00,8284349.126283062
2021-10-21 11:00:00,2021-10-21 11:00:00,8284398.749303721
2021-10-21 12:00:00,2021-10-21 12:00:00,8284453.43920633
2021-10-21 13:00:00,2021-10-21 13:00:00,8284501.975870714
2021-10-21 14:00:00,2021-10-21 14:00:00,8285069.288112198
2021-10-21 15:00:00,2021-10-21 15:00:00,8288094.939529903
2021-10-21 16:00:00,2021-10-21 16:00:00,8288144.493540596
2021-10-21 17:00:00,2021-10-21 17:00:00,8288199.325637065
2021-10-21 18:00:00,2021-10-21 18:00:00,8288248.510897433
2021-10-21 19:00:00,2021-10-21 19:00:00,8288298.387562162
2021-10-21 20:00:00,2021-10-21 20:00:00,8288353.409513613
2021-10-21 21:00:00,2021-10-21 21:00:00,8289074.688019244
2021-10-21 22:00:00,2021-10-21 22:00:00,8289128.881741553
2021-10-21 23:00:00,2021-10-21 23:00:00,8289177.880959738
2021-10-22 00:00:00,2021-10-22 00:00:00,8289227.721016134
2021-10-22 01:00:00,2021-10-22 01:00:00,8289282.732755094
2021-10-22 02:00:00,2021-10-22 02:00:00,8289332.594426629
2021-10-22 03:00:00,2021-10-22 03:00:00,8289382.613401568
2021-10-22 04:00:00,2021-10-22 04:00:00,8290077.680026976
2021-10-22 05:00:00,2021-10-22 05:00:00,8290127.204202471
2021-10-22 06:00:00,2021-10-22 06:00:00,8290176.802026596
2021-10-22 07:00:00,2021-10-22 07:00:00,8290231.988115792
2021-10-22 08:00:00,2021-10-22 08:00:00,8290281.942738409
2021-10-22 09:00:00,2021-10-22 09:00:00,8290336.863940425
2021-10-22 10:00:00,2021-10-22 10:00:00,8290386.817935057
2021-10-22 11:00:00,2021-10-22 11:00:00,8294660.472481589
2021-10-22 12:00:00,2021-10-22 12:00:00,8294715.994258496
2021-10-22 13:00:00,2021-10-22 13:00:00,8294765.478015298
2021-10-22 14:00:00,2021-10-22 14:00:00,8294820.316308783
2021-10-22 15:00:00,2021-10-22 15:00:00,8294869.324264694
2021-10-22 16:00:00,2021-10-22 16:00:00,8294919.459522114
2021-10-22 17:00:00,2021-10-22 17:00:00,8294974.020888458
2021-10-22 18:00:00,2021-10-22 18:00:00,8295535.866453835
2021-10-22 19:00:00,2021-10-22 19:00:00,8295585.473691066
2021-10-22 20:00:00,2021-10-22 20:00:00,8295640.511784278
2021-10-22 21:00:00,2021-10-22 21:00:00,8295690.212872442
2021-10-22 22:00:00,2021-10-22 22:00:00,8295745.457774095
2021-10-22 23:00:00,2021-10-22 23:00:00,8295795.187061539
2021-10-23 00:00:00,2021-10-23 00:00:00,8295844.614734515
2021-10-23 01:00:00,2021-10-23 01:00:00,8296412.379084041
2021-10-23 02:00:00,2021-10-23 02:00:00,8296461.971526513
2021-10-23 03:00:00,2021-10-23 03:00:00,8296511.582562812
2021-10-23 04:00:00,2021-10-23 04:00:00,8296567.219961381
2021-10-23 05:00:00,2021-10-23 05:00:00,8296617.018000162
2021-10-23 06:00:00,2021-10-23 06:00:00,8296666.894372742
2021-10-23 07:00:00,2021-10-23 07:00:00,8297010.551874793
2021-10-23 08:00:00,2021-10-23 08:00:00,8297060.015573597
2021-10-23 09:00:00,2021-10-23 09:00:00,8297115.829690639
2021-10-23 10:00:00,2021-10-23 10:00:00,8297165.472114523
2021-10-23 11:00:00,2021-10-23 11:00:00,8297213.921154444
2021-10-23 12:00:00,2021-10-23 12:00:00,8297268.883524364
2021-10-23 13:00:00,2021-10-23 13:00:00,8297318.427811078
2021-10-23 14:00:00,2021-10-23 14:00:00,8301661.789472906
2021-10-23 15:00:00,2021-10-23 15:00:00,8301711.789647646
2021-10-23 16:00:00,2021-10-23 16:00:00,8301761.459169028
2021-10-23 17:00:00,2021-10-23 17:00:00,8301816.368916871
2021-10-23 18:00:00,2021-10-23 18:00:00,8301866.345751901
2021-10-23 19:00:00,2021-10-23 19:00:00,8301916.422002736
2021-10-23 20:00:00,2021-10-23 20:00:00,8301971.785744976
2021-10-23 21:00:00,2021-10-23 21:00:00,8302214.16596026
2021-10-23 22:00:00,2021-10-23 22:00:00,8302268.829542939
2021-10-23 23:00:00,2021-10-23 23:00:00,8302318.697951135
2021-10-24 00:00:00,2021-10-24 00:00:00,8302368.520306636
2021-10-24 01:00:00,2021-10-24 01:00:00,8302424.169478953
2021-10-24 02:00:00,2021-10-24 02:00:00,8302473.904787264
2021-10-24 03:00:00,2021-10-24 03:00:00,8302523.152485396
2021-10-24 04:00:00,2021-10-24 04:00:00,8302898.508740987
2021-10-24 05:00:00,2021-10-24 05:00:00,8302947.958819801
2021-10-24 06:00:00,2021-10-24 06:00:00,8303003.339268936
2021-10-24 07:00:00,2021-10-24 07:00:00,8303053.456644664
2021-10-24 08:00:00,2021-10-24 08:00:00,8303103.058227491
2021-10-24 09:00:00,2021-10-24 09:00:00,8303158.535666092
2021-10-24 10:00:00,2021-10-24 10:00:00,8303208.385147741
2021-10-24 11:00:00,2021-10-24 11:00:00,8306522.277218072
2021-10-24 12:00:00,2021-10-24 12:00:00,8306577.308631355
