start_time,datetime,estimated_leverage_ratio
2021-01-09 06:00:00,2021-01-09 06:00:00,0.14590543
2021-01-09 07:00:00,2021-01-09 07:00:00,0.14610118
2021-01-09 08:00:00,2021-01-09 08:00:00,0.14735518
2021-01-09 09:00:00,2021-01-09 09:00:00,0.14768466
2021-01-09 10:00:00,2021-01-09 10:00:00,0.14821542
2021-01-09 11:00:00,2021-01-09 11:00:00,0.15071677
2021-01-09 12:00:00,2021-01-09 12:00:00,0.15014015
2021-01-09 13:00:00,2021-01-09 13:00:00,0.15198233
2021-01-09 14:00:00,2021-01-09 14:00:00,0.15303401
2021-01-09 15:00:00,2021-01-09 15:00:00,0.15219567
2021-01-09 16:00:00,2021-01-09 16:00:00,0.15024816
2021-01-09 17:00:00,2021-01-09 17:00:00,0.15042605
2021-01-09 18:00:00,2021-01-09 18:00:00,0.15165632
2021-01-09 19:00:00,2021-01-09 19:00:00,0.15371923
2021-01-09 20:00:00,2021-01-09 20:00:00,0.1569228
2021-01-09 21:00:00,2021-01-09 21:00:00,0.15594196
2021-01-09 22:00:00,2021-01-09 22:00:00,0.1580599
2021-01-09 23:00:00,2021-01-09 23:00:00,0.16072878
2021-01-10 00:00:00,2021-01-10 00:00:00,0.15959691
2021-01-10 01:00:00,2021-01-10 01:00:00,0.16143167
2021-01-10 02:00:00,2021-01-10 02:00:00,0.15975143
2021-01-10 03:00:00,2021-01-10 03:00:00,0.16136893
2021-01-10 04:00:00,2021-01-10 04:00:00,0.16158921
2021-01-10 05:00:00,2021-01-10 05:00:00,0.16117356
2021-01-10 06:00:00,2021-01-10 06:00:00,0.16127483
2021-01-10 07:00:00,2021-01-10 07:00:00,0.16120931
2021-01-10 08:00:00,2021-01-10 08:00:00,0.16117224
2021-01-10 09:00:00,2021-01-10 09:00:00,0.16161364
2021-01-10 10:00:00,2021-01-10 10:00:00,0.15956451
2021-01-10 11:00:00,2021-01-10 11:00:00,0.1631518
2021-01-10 12:00:00,2021-01-10 12:00:00,0.15751563
2021-01-10 13:00:00,2021-01-10 13:00:00,0.15771501
2021-01-10 14:00:00,2021-01-10 14:00:00,0.15580248
2021-01-10 15:00:00,2021-01-10 15:00:00,0.15717057
2021-01-10 16:00:00,2021-01-10 16:00:00,0.15699607
2021-01-10 17:00:00,2021-01-10 17:00:00,0.15437898
2021-01-10 18:00:00,2021-01-10 18:00:00,0.15662839
2021-01-10 19:00:00,2021-01-10 19:00:00,0.15868208
2021-01-10 20:00:00,2021-01-10 20:00:00,0.15617454
2021-01-10 21:00:00,2021-01-10 21:00:00,0.15587281
2021-01-10 22:00:00,2021-01-10 22:00:00,0.15746305
2021-01-10 23:00:00,2021-01-10 23:00:00,0.15901386
2021-01-11 00:00:00,2021-01-11 00:00:00,0.15974459
2021-01-11 01:00:00,2021-01-11 01:00:00,0.16158551
2021-01-11 02:00:00,2021-01-11 02:00:00,0.16454448
2021-01-11 03:00:00,2021-01-11 03:00:00,0.15195889
2021-01-11 04:00:00,2021-01-11 04:00:00,0.14841576
2021-01-11 05:00:00,2021-01-11 05:00:00,0.14674973
