start_time,datetime,range_001_01,range_001_01_percent,range_01_1,range_01_1_percent,range_0_001,range_0_001_percent,range_0_1_usd,range_100_1k,range_100_1k_percent,range_100_1k_usd,range_100k_1M_usd,range_10_100,range_10_100_percent,range_10_100_usd,range_10k_100k_usd,range_10k_inf,range_10k_inf_percent,range_1M_inf_usd,range_1_10,range_1_10_percent,range_1_10_usd,range_1k_10k,range_1k_10k_percent,range_1k_10k_usd
2021-01-01 10:00:00,2021-01-01 10:00:00,301.14380676,0.15300481,928.48638715,0.47174434,115.89484825,0.05888373,663.34515388,5655.29631367,2.8733367,4768567.41202636,171186962.0959811,6760.88271699,3.43506182,1392598.97127454,48277978.47313694,161852.15679959,82.23366492,5506807835.207028,3490.82047145,1.77361221,42397.74181693,17715.14538028,9.00069148,14275739.19129918
2021-01-01 11:00:00,2021-01-01 11:00:00,250.60154952,0.6076219,912.34748039,2.21212644,52.19536874,0.12655568,261.23446302,9439.70070291,22.88800257,3523387.67841679,179865183.27793047,9376.47780015,22.73470895,415059.78599302,49157361.45729251,13214.81143411,32.04133771,936459245.670116,3145.96331221,7.6278707,10250.9825402,4850.91022085,11.76177605,13773052.13733694
2021-01-01 12:00:00,2021-01-01 12:00:00,390.099436,0.74070147,1118.02253185,2.12284575,71.31209426,0.13540387,301.90604315,7317.99145581,13.89503933,5737667.24670596,205452142.65083688,10287.38715893,19.53318066,507951.27428787,53139637.62151431,26441.66126322,50.20611535,1253935930.0306418,3644.76679818,6.92050248,19322.65245381,3394.97547129,6.44621109,17477770.48223646
2021-01-01 13:00:00,2021-01-01 13:00:00,287.89710651,0.60919348,1064.17599663,2.25180823,57.94062643,0.12260301,274.93531185,8652.32384905,18.30841338,4153673.40828027,216937324.57781473,8229.3260876,17.41334542,467955.79752496,55668599.26253067,13223.07752017,27.98017893,1080017983.4439254,3717.2038204,7.86564458,11498.56061696,12026.78609105,25.44881297,15147447.17999933
2021-01-01 14:00:00,2021-01-01 14:00:00,220.75847023,0.50428541,835.31920725,1.90814553,44.33417323,0.10127392,74.36976013,7947.71377722,18.15520864,3212134.76789633,179595193.82526973,7489.42643226,17.10832867,356246.69375177,46985250.03920531,13224.07652017,30.2081674,1012474825.5401164,3354.31295351,7.66236093,5847.52661488,10660.55223287,24.35222951,11369973.83540107
2021-01-01 15:00:00,2021-01-01 15:00:00,376.78869897,0.55530467,1173.85204069,1.73000284,88.58204709,0.13055069,408.02726016,7159.04859563,10.55088204,6248747.78637154,158499110.4199612,7044.06931071,10.38142756,702441.77202898,60993758.07951321,39671.19069221,58.46671492,1731865436.1100662,3327.57383234,4.90412078,18277.11127463,9011.50244945,13.2809965,17018959.09744254
2021-01-01 16:00:00,2021-01-01 16:00:00,321.91607912,0.43886485,1230.33393164,1.67730149,64.71534924,0.08822576,266.13414703,31054.03897341,42.3356493,5020822.714972,256602681.7788863,18554.4980777,25.29515482,580693.07633237,71542042.28041826,11999.99909871,16.35947433,1247761242.1170013,4935.12259866,6.72800146,17718.1772859,5191.36052984,7.07732798,16364993.44450022
2021-01-01 17:00:00,2021-01-01 17:00:00,339.83048787,0.51149853,1270.99459512,1.9130475,65.29454253,0.09827859,364.75908481,10418.70041576,15.68178878,5445646.92577596,191574962.1141195,7660.87974497,11.53083333,597075.85640227,72603901.14528657,39687.81067114,59.73642003,1647829005.8485608,4051.03267699,6.09744366,17988.70555912,2943.67102134,4.43068956,16834055.80050953
2021-01-01 18:00:00,2021-01-01 18:00:00,353.2897435,0.63475456,1199.91989189,2.15589225,74.5827725,0.13400263,497.41566814,9307.68220377,16.72308302,5172015.12704782,207001555.44783217,7988.88007317,14.35359543,713515.62607758,66402685.15212406,26454.66840502,47.53101861,1312344484.303697,4236.39496402,7.61151736,23442.71106403,6042.27492482,10.85613614,17074290.59793831
2021-01-01 19:00:00,2021-01-01 19:00:00,125.05717318,0.51279092,451.31320614,1.85058807,15.94656004,0.0653881,18.2971054,2171.59329655,8.90451376,1650258.34387634,127480957.3133408,5005.52967971,20.52493345,128231.71953215,27773542.37013248,13227.92304737,54.24046156,537273470.5469625,2265.03186472,9.28765411,3075.49309709,1125.16137373,4.61367004,6298650.53784144
2021-01-01 20:00:00,2021-01-01 20:00:00,393.81745943,0.82858307,1501.0311928,3.15813584,58.21560976,0.12248433,403.45711989,4996.9223937,10.51341223,4816473.7568248,238940988.67170587,9232.70421705,19.42540184,504963.60433558,80461444.86224037,26455.60684436,55.66200127,1024512428.7563628,4890.72790331,10.28998142,14176.56835146,0.0,0.0,19691411.63542011
2021-01-01 21:00:00,2021-01-01 21:00:00,343.43644915,0.34718284,1137.75880964,1.15017011,53.89407766,0.05448198,327.98447821,5628.73640277,5.69013777,4219657.93077319,215394807.23106825,8248.70843284,8.33868991,454462.382993,58450646.38260579,79356.06365899,80.22172352,2589100745.4002323,4152.31807153,4.19761386,10879.10386276,0.0,0.0,16715109.28289187
2021-01-01 22:00:00,2021-01-01 22:00:00,215.15941948,0.30008333,1150.18975864,1.60417224,37.82420223,0.0527535,134.94200099,8419.83043056,11.74315644,3157892.81296395,179420660.64671308,7254.49946261,10.11786672,290292.28714764,52872428.35076311,39686.28938332,55.35055708,1764986720.6168196,3011.04106423,4.19950575,6209.15131592,11925.05780077,16.63190494,14129519.77621272
2021-01-01 23:00:00,2021-01-01 23:00:00,207.06285398,0.27759038,1012.30979704,1.35711189,40.63560401,0.05447647,204.17268002,5534.65939235,7.41981563,2929855.08688319,167171554.7301018,6156.06941005,8.25288365,284527.10064779,45546881.37300319,39672.46601864,53.18527527,1772075042.083676,2712.48156046,3.63637789,8250.92070331,19257.26579731,25.81646883,13333379.92308907
2021-01-02 00:00:00,2021-01-02 00:00:00,214.37679429,0.70081017,1041.04423179,3.40323396,56.14431409,0.18353902,212.49948403,6831.62838217,22.33298933,3568961.46293305,147934681.28289774,5343.04706426,17.46673068,462196.12275926,42944014.22359697,13234.62358836,43.26475194,669469502.1140935,2745.56725436,8.97541856,10129.84575093,1123.42037221,3.67252634,14311017.62681593
2021-01-02 01:00:00,2021-01-02 01:00:00,167.6510427,0.17625398,906.19734103,0.95269844,80.79935583,0.08494554,278.19093369,19313.48191018,20.30454433,3198948.47954249,130027567.4263128,4514.64868723,4.7463158,910490.18336838,40674818.06186571,66200.27791443,69.59731465,2285195029.4613557,2833.24802972,2.97863485,20118.06775659,1102.70748376,1.15929241,11932831.21108185
2021-01-02 02:00:00,2021-01-02 02:00:00,56.55557456,0.24215692,383.92816804,1.643885,17.31398213,0.07413417,5.21279344,2884.25538137,12.34966475,951980.69624021,105258737.6611879,4995.03349935,21.38749208,35165.47892208,21020568.96604206,13250.47176559,56.73522711,546445033.9254005,1767.37019958,7.56743997,515.58046221,0.0,0.0,6525631.48564269
2021-01-02 03:00:00,2021-01-02 03:00:00,318.89062949,0.58711226,2095.2817316,3.85764109,74.07427943,0.13637879,268.48645666,8913.06371582,16.40991772,4864118.70748616,240253182.15419772,9318.41693226,17.15621699,447197.5242833,88470923.24337903,26501.32211809,48.79181045,1187930667.874942,4793.22241534,8.82484272,13225.59616564,2300.83120986,4.23607999,18142160.71840046
2021-01-02 04:00:00,2021-01-02 04:00:00,276.86365185,0.24684126,1326.20602793,1.18239559,129.42150509,0.11538736,263.27003737,6738.10573945,6.00744256,5102485.79730547,164255872.8687204,6632.08841392,5.91292148,1338338.34946594,70690400.47056992,92825.22142068,82.75948865,3013738370.739862,4234.72610758,3.77552309,21130.23638968,0.0,0.0,13646071.90865988
2021-01-02 05:00:00,2021-01-02 05:00:00,145.52207528,0.31888083,687.13720623,1.50571574,49.98522637,0.10953204,171.23517015,8533.75567249,18.69991926,2623813.00488451,145454806.44823822,5927.37204048,12.98858121,349156.19696851,44352344.53115783,25300.51018679,55.44071284,1116082524.4183986,2769.14985721,6.06800578,6547.69896616,2221.82184975,4.8686523,8430306.33524222
2021-01-02 06:00:00,2021-01-02 06:00:00,288.94942449,0.58269275,1178.73752079,2.37703124,110.64868567,0.22313312,392.96010809,6508.94161271,13.12587177,6236167.60184993,194175283.1896177,7811.16891595,15.75193137,668557.70034174,59324991.66477489,26621.47075364,53.684613,1161991930.9896815,3711.96334763,7.48551114,23160.05011834,3356.76211589,6.7692156,15229616.67861305
2021-01-02 07:00:00,2021-01-02 07:00:00,216.22620298,0.47566236,795.48570754,1.74993875,98.17863874,0.21597698,252.2875618,6138.34733042,13.5033625,4765119.41911306,114254915.60016052,5899.06961901,12.97699058,724579.67001343,38085742.92756982,26441.29521335,58.16653492,1178236989.4723663,2168.65808207,4.77069391,8619.73149445,3700.65628658,8.14083998,10718491.5743385
2021-01-02 08:00:00,2021-01-02 08:00:00,402.93598354,0.4415359,1316.75407284,1.44289469,252.24786592,0.27641236,664.18328382,17800.97932247,19.50625333,10804715.98757863,174812909.4417331,9343.78978347,10.23889345,1529852.92435439,64869881.53981728,53066.91438936,58.15054648,2426145338.296193,4219.38808895,4.62359129,38462.20999853,4854.79905696,5.31987249,18160515.22909924
2021-01-02 09:00:00,2021-01-02 09:00:00,193.30572971,0.49398881,818.17004772,2.09081668,61.83942457,0.15802937,147.35601316,7988.56773772,20.4146201,3183698.78923557,161221866.40440935,6648.72389733,16.9906768,520115.85776213,42302858.07306764,13323.58776744,34.04815376,937178360.9755003,3075.75518941,7.86002895,12172.52486763,7021.65147268,17.94368553,11266543.28425801
2021-01-02 10:00:00,2021-01-02 10:00:00,417.9757032,0.94712895,1185.8760994,2.6871839,68.66754397,0.1556,338.20580729,5969.08886892,13.5258983,6577552.78191875,143962580.50595072,7017.86432848,15.90241346,584671.974667,53787408.8312559,26648.42596628,60.38507842,1041603907.4032848,2822.91437254,6.39669697,17822.12501375,0.0,0.0,18412247.72010709
2021-01-02 11:00:00,2021-01-02 11:00:00,216.20486737,0.25634085,975.2617061,1.156308,39.5001474,0.0468329,57.573612,8586.67475852,10.18069372,2968295.23849436,186977181.7104595,7737.2497727,9.1735826,265317.01050347,51973584.56351138,53289.91489651,63.18258429,2236128527.61357,3952.95435494,4.68677558,4657.68876666,9544.967,11.31688206,14352365.01974279
2021-01-02 12:00:00,2021-01-02 12:00:00,267.7935775,0.4836254,1197.78215537,2.16315076,49.77108885,0.08988477,214.35681837,9949.17641493,17.96784866,3654138.28155653,212506445.18029335,10595.37564002,19.13486082,317480.79060816,67409017.98885025,26618.06285474,48.07124781,1341632650.4738722,4655.6441675,8.40792306,7641.52317781,2038.50127498,3.68145873,15799593.28956991
2021-01-02 13:00:00,2021-01-02 13:00:00,292.38816227,0.30469623,1539.03945134,1.60382524,42.38964821,0.04417404,27.15165493,17631.77442566,18.37398307,3480089.29430526,331885341.9765127,15333.73421352,15.97920697,254930.45541643,96165885.6810613,53184.75755719,55.4235672,2467255145.887563,6836.46443528,7.12424506,3809.88167191,1099.99785151,1.1463022,19097971.80190946
2021-01-02 14:00:00,2021-01-02 14:00:00,421.60278633,0.38682607,1960.18321142,1.79849372,74.29485916,0.0681665,59.08633932,17556.3248241,16.10815751,5683481.40705256,385305587.3289,17013.4583049,15.61007038,395805.25597454,113956367.0502323,53185.75199456,48.79862267,2805374173.309805,8163.65656563,7.49026161,7843.06334618,10615.00030556,9.73940153,27054345.34563295
2021-01-02 15:00:00,2021-01-02 15:00:00,192.58239282,0.15234648,1073.70689894,0.84937911,43.97823857,0.03478994,62.55975328,48423.13966196,38.30617412,3045943.91100343,217618105.3071485,10098.78080327,7.98885943,263233.93505578,62724193.88120909,62594.54573287,49.51677203,2534472646.7978244,3984.06239037,3.1516789,4794.66308011,0.0,0.0,12942196.18096393
2021-01-02 16:00:00,2021-01-02 16:00:00,259.16905823,0.32446785,1726.34857726,2.16130972,45.79516213,0.05733346,20.24867318,21288.93137265,26.65277162,3258181.81870521,469559654.81376225,18487.53402779,23.14554985,295471.97864671,105622084.99259353,26604.90430504,33.3081274,1937599247.839535,7990.22852644,10.00340188,3078.9447491,3472.20168427,4.34703823,20258593.29400502
2021-01-02 17:00:00,2021-01-02 17:00:00,313.59372916,0.30916466,1587.28712655,1.56486891,59.77019176,0.05892602,28.67656292,23599.80082471,23.26648657,3821675.19512932,408523975.75268805,17304.01547849,17.05962041,720667.73294048,108098001.33124135,39931.75123907,39.36777098,2689303443.372552,8350.55272363,8.23261282,4139.27724894,10285.82251966,10.14054963,20655757.71228159
2021-01-02 18:00:00,2021-01-02 18:00:00,537.65446738,0.39024912,2227.80006324,1.61701811,104.20121019,0.07563302,33.58022292,28329.04640998,20.56224966,7332381.13207238,352313358.7690009,15058.09082104,10.92970862,965085.96436324,117115948.15641882,79707.8923354,57.85488004,3930203950.20004,8154.52913657,5.91885309,6757.40534215,3652.90137583,2.65140834,31646639.07715629
2021-01-02 19:00:00,2021-01-02 19:00:00,225.79708113,0.1646899,1257.46702783,0.91716032,49.22996076,0.03590692,22.32346247,22287.16083708,16.25561471,2738058.64099333,334456316.41658664,12391.16939411,9.03776291,698917.81186677,81178865.59518173,92565.28446398,67.5144587,4041878354.796396,6083.27568281,4.43696649,3195.87302581,2245.00214813,1.63744006,16062145.64178522
2021-01-02 20:00:00,2021-01-02 20:00:00,493.56801226,0.29242835,2149.69239252,1.27364614,92.36916737,0.05472673,41.18548844,14697.25232104,8.70780337,6654469.60596197,351393198.5187474,11884.72928161,7.04144444,958654.32677461,115483024.45082434,131987.4759087,78.19971805,4936603315.946077,7477.45996129,4.43023292,8804.4013585,0.0,0.0,31052205.73281862
2021-01-02 21:00:00,2021-01-02 21:00:00,376.25968609,0.24572996,2383.88466797,1.55688189,66.78536457,0.04361659,35.58318875,24863.95172557,16.23830074,4882720.09980123,282611160.1340508,12304.3680954,8.03581151,731169.36487999,110125956.8874384,106561.92720686,69.59411122,4037176361.643685,6561.99576011,4.28554808,6548.26934748,0.0,0.0,23775042.98535638
2021-01-02 22:00:00,2021-01-02 22:00:00,272.71800393,0.15185499,1634.88061437,0.91033514,39.89644311,0.02221516,34.57604381,54291.496491,30.23062143,3546566.72564362,361944011.44168395,22609.35704178,12.58935483,276858.18199432,84570135.52945197,93399.08656572,52.0065316,3800916649.291871,6323.63494887,3.52112995,4703.14538436,1019.99987454,0.5679569,18582390.43503658
